1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
26,1,4,0,0,0,内職収入,1669,0.3,4.4,670,0.3,2739,0.7,281,0.1,2093,0.4,607,0.1,2581,0.3,2651,0.2
27,1,3,0,0,0,他の経常収入,55721,8.9,89.6,122736,61.7,100423,24.7,92112,16.7,37017,6.3,14265,2.1,7539,1.0,16281,1.4
28,1,4,0,0,0,財産収入,379,0.1,-82.5,-,-,0,0.0,2284,0.4,-,-,1,0.0,0,0.0,362,0.0
29,1,4,0,0,0,社会保障給付,55342,8.8,112.1,122736,61.7,100422,24.7,89828,16.3,37017,6.3,14264,2.1,7539,1.0,15920,1.3
30,1,5,0,0,0,公的年金給付,49341,7.9,114.9,108041,54.3,97649,24.0,80515,14.6,33480,5.7,9832,1.5,7539,1.0,8535,0.7
31,1,5,0,0,0,他の社会保障給付,6001,1.0,91.6,14695,7.4,2774,0.7,9313,1.7,3536,0.6,4432,0.7,-,-,7384,0.6
32,1,4,0,0,0,仕送り金,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,6580,1.0,-14.9,2449,1.2,6367,1.6,12287,2.2,11352,1.9,6207,0.9,3658,0.5,3722,0.3
34,1,3,0,0,0,受贈金,1706,0.3,70.3,-,-,1451,0.4,6607,1.2,2342,0.4,1302,0.2,240,0.0,-,-
35,1,3,0,0,0,他の特別収入,4874,0.8,-27.6,2449,1.2,4917,1.2,5680,1.0,9010,1.5,4906,0.7,3418,0.4,3722,0.3
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),552238,-,6.1,290875,-,331693,-,468969,-,509025,-,549389,-,717934,-,990846,-
37,1,2,0,0,0,預貯金引出,413890,-,9.2,193430,-,250494,-,375970,-,395958,-,377730,-,533791,-,763533,-
38,1,2,0,0,0,保険金,10455,-,116.0,16534,-,12496,-,6874,-,391,-,22061,-,10139,-,4982,-
39,1,3,0,0,0,個人・企業年金保険金,7922,-,63.7,16534,-,12496,-,6874,-,391,-,13510,-,839,-,4982,-
40,1,3,0,0,0,他の保険金,2534,-,...,-,-,-,-,-,-,-,-,8551,-,9301,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,685,-,...,437,-,-,-,-,-,3374,-,-,-,990,-,-,-
44,1,2,0,0,0,クレジット購入借入金,126637,-,-7.4,80474,-,68702,-,86125,-,108784,-,149598,-,171656,-,220240,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,571,-,179.9,-,-,-,-,-,-,517,-,-,-,1358,-,2091,-
47,1,1,0,0,0,繰入金,279417,-,13.7,129926,-,480049,-,208770,-,304724,-,152966,-,313348,-,358366,-
48,2,0,0,0,0,支払,1460118,-,11.4,619712,-,1219100,-,1227872,-,1398149,-,1373989,-,1820598,-,2536357,-
49,2,1,0,0,0,実支出,510767,-,5.1,260129,-,294381,-,371732,-,505876,-,540111,-,636926,-,959690,-
50,2,2,0,0,0,生計支出,397252,-,1.9,244044,-,258130,-,308296,-,401453,-,402081,-,486683,-,675936,-
51,2,3,0,0,0,消費支出,397252,100.0,4.5,244044,100.0,258130,100.0,308296,100.0,401453,100.0,402081,100.0,486683,100.0,675936,100.0
52,2,4,1,0,0,食料,97313,24.5,16.3,88255,36.2,72032,27.9,86358,28.0,93437,23.3,108788,27.1,104219,21.4,128044,18.9
53,2,5,1,1,0,穀類,7330,1.8,8.3,7263,3.0,5532,2.1,6230,2.0,8334,2.1,7420,1.8,7373,1.5,9161,1.4
54,2,6,1,1,1,米類,1636,0.4,-3.6,1690,0.7,1328,0.5,1059,0.3,1608,0.4,1996,0.5,1664,0.3,2107,0.3
55,2,6,1,1,2,パン,3373,0.8,7.6,3292,1.3,2399,0.9,3093,1.0,3985,1.0,3006,0.7,3303,0.7,4523,0.7
56,2,6,1,1,3,麺類,1760,0.4,20.5,1587,0.7,1432,0.6,1568,0.5,2250,0.6,1929,0.5,1804,0.4,1753,0.3
57,2,6,1,1,4,他の穀類,562,0.1,16.8,694,0.3,373,0.1,511,0.2,490,0.1,489,0.1,602,0.1,778,0.1
58,2,5,1,2,0,魚介類,5544,1.4,10.4,6246,2.6,4523,1.8,5023,1.6,6043,1.5,6278,1.6,5347,1.1,5386,0.8
59,2,6,1,2,1,生鮮魚介,3197,0.8,5.8,3649,1.5,2689,1.0,3110,1.0,3697,0.9,3582,0.9,2960,0.6,2720,0.4
60,2,6,1,2,2,塩干魚介,1001,0.3,21.2,1190,0.5,711,0.3,809,0.3,1029,0.3,1211,0.3,1069,0.2,997,0.1
61,2,6,1,2,3,魚肉練製品,559,0.1,37.0,577,0.2,555,0.2,416,0.1,593,0.1,591,0.1,553,0.1,625,0.1
62,2,6,1,2,4,他の魚介加工品,787,0.2,2.9,829,0.3,567,0.2,688,0.2,724,0.2,894,0.2,766,0.2,1043,0.2
63,2,5,1,3,0,肉類,9439,2.4,15.5,9928,4.1,7102,2.8,8447,2.7,11105,2.8,10394,2.6,9059,1.9,10082,1.5
64,2,6,1,3,1,生鮮肉,7748,2.0,16.7,8135,3.3,5765,2.2,6697,2.2,9708,2.4,8639,2.1,7333,1.5,8001,1.2
65,2,6,1,3,2,加工肉,1691,0.4,10.1,1794,0.7,1337,0.5,1749,0.6,1398,0.3,1755,0.4,1726,0.4,2080,0.3
66,2,5,1,4,0,乳卵類,4937,1.2,14.6,4774,2.0,4323,1.7,5057,1.6,4048,1.0,4636,1.2,5321,1.1,6381,0.9
67,2,6,1,4,1,牛乳,1382,0.3,6.7,1378,0.6,1219,0.5,1518,0.5,1157,0.3,1267,0.3,1518,0.3,1611,0.2
68,2,6,1,4,2,乳製品,2455,0.6,11.3,2202,0.9,2181,0.8,2410,0.8,1836,0.5,2229,0.6,2789,0.6,3522,0.5
69,2,6,1,4,3,卵,1100,0.3,36.1,1194,0.5,923,0.4,1129,0.4,1054,0.3,1140,0.3,1014,0.2,1248,0.2
70,2,5,1,5,0,野菜・海藻,9905,2.5,10.7,9305,3.8,8694,3.4,9845,3.2,8627,2.1,10883,2.7,10996,2.3,10990,1.6
71,2,6,1,5,1,生鮮野菜,7040,1.8,8.6,6390,2.6,5949,2.3,7077,2.3,6087,1.5,7786,1.9,7780,1.6,8213,1.2
72,2,6,1,5,2,乾物・海藻,668,0.2,7.7,611,0.3,778,0.3,563,0.2,678,0.2,716,0.2,725,0.1,605,0.1
73,2,6,1,5,3,大豆加工品,1077,0.3,9.2,899,0.4,1081,0.4,1088,0.4,1007,0.3,1194,0.3,1207,0.2,1063,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1119,0.3,29.4,1405,0.6,886,0.3,1117,0.4,855,0.2,1187,0.3,1283,0.3,1108,0.2
75,2,5,1,6,0,果物,3064,0.8,20.1,3288,1.3,2328,0.9,2861,0.9,2247,0.6,3106,0.8,3583,0.7,4035,0.6
76,2,6,1,6,1,生鮮果物,2606,0.7,18.0,2910,1.2,1843,0.7,2526,0.8,1773,0.4,2659,0.7,3104,0.6,3430,0.5
77,2,6,1,6,2,果物加工品,458,0.1,33.9,378,0.2,484,0.2,335,0.1,474,0.1,447,0.1,479,0.1,605,0.1
78,2,5,1,7,0,油脂・調味料,4290,1.1,11.1,3658,1.5,3171,1.2,4551,1.5,4302,1.1,4707,1.2,4188,0.9,5450,0.8
79,2,6,1,7,1,油脂,429,0.1,-10.8,389,0.2,292,0.1,492,0.2,426,0.1,426,0.1,501,0.1,475,0.1
80,2,6,1,7,2,調味料,3861,1.0,14.2,3268,1.3,2879,1.1,4058,1.3,3876,1.0,4281,1.1,3687,0.8,4975,0.7
81,2,5,1,8,0,菓子類,8572,2.2,19.3,7219,3.0,5743,2.2,8178,2.7,8000,2.0,7899,2.0,9548,2.0,13358,2.0
82,2,5,1,9,0,調理食品,14001,3.5,18.4,13691,5.6,11059,4.3,11130,3.6,14827,3.7,14454,3.6,13459,2.8,19353,2.9
83,2,6,1,9,1,主食的調理食品,6544,1.6,23.7,6504,2.7,4472,1.7,5026,1.6,7147,1.8,5684,1.4,7244,1.5,9700,1.4
84,2,6,1,9,2,他の調理食品,7457,1.9,14.1,7186,2.9,6586,2.6,6104,2.0,7681,1.9,8770,2.2,6216,1.3,9653,1.4
85,2,5,1,10,0,飲料,6163,1.6,22.5,5026,2.1,5116,2.0,5558,1.8,6274,1.6,6213,1.5,6490,1.3,8432,1.2
86,2,6,1,10,1,茶類,1371,0.3,29.5,1105,0.5,1197,0.5,1624,0.5,1289,0.3,1358,0.3,1576,0.3,1443,0.2
87,2,6,1,10,2,コーヒー・ココア,1269,0.3,18.7,881,0.4,1098,0.4,968,0.3,1302,0.3,1349,0.3,1544,0.3,1735,0.3
88,2,6,1,10,3,他の飲料,3523,0.9,21.4,3040,1.2,2821,1.1,2966,1.0,3683,0.9,3507,0.9,3370,0.7,5255,0.8
89,2,5,1,11,0,酒類,3690,0.9,7.9,2973,1.2,2847,1.1,3388,1.1,4994,1.2,6052,1.5,2314,0.5,3305,0.5
90,2,5,1,12,0,外食,20378,5.1,23.1,14884,6.1,11595,4.5,16091,5.2,14636,3.6,26747,6.7,26542,5.5,32112,4.8
91,2,6,1,12,1,一般外食,19734,5.0,23.1,14706,6.0,11050,4.3,15578,5.1,14233,3.5,25079,6.2,25638,5.3,31800,4.7
92,2,6,1,12,2,学校給食,644,0.2,22.7,178,0.1,545,0.2,513,0.2,403,0.1,1667,0.4,903,0.2,312,0.0
93,2,4,2,0,0,住居,27852,7.0,-37.9,7916,3.2,22990,8.9,22292,7.2,26136,6.5,23275,5.8,68696,14.1,23425,3.5
94,2,5,2,1,0,家賃地代,19654,4.9,-4.2,7023,2.9,21063,8.2,19513,6.3,24069,6.0,16678,4.1,27519,5.7,21450,3.2
95,2,5,2,2,0,設備修繕・維持,8198,2.1,-66.3,892,0.4,1926,0.7,2779,0.9,2067,0.5,6597,1.6,41176,8.5,1975,0.3
96,2,6,2,2,1,設備材料,796,0.2,-90.2,590,0.2,115,0.0,221,0.1,227,0.1,3459,0.9,278,0.1,727,0.1
97,2,6,2,2,2,工事その他のサービス,7401,1.9,-54.3,302,0.1,1811,0.7,2558,0.8,1840,0.5,3138,0.8,40898,8.4,1247,0.2
98,2,4,3,0,0,光熱・水道,26521,6.7,1.0,21562,8.8,25312,9.8,27670,9.0,24847,6.2,29369,7.3,25890,5.3,30919,4.6
99,2,5,3,1,0,電気代,12809,3.2,5.8,9873,4.0,11877,4.6,13290,4.3,10867,2.7,15251,3.8,12489,2.6,15979,2.4
100,2,5,3,2,0,ガス代,8918,2.2,13.2,7068,2.9,9367,3.6,9082,2.9,9031,2.2,9142,2.3,8504,1.7,10184,1.5
101,2,5,3,3,0,他の光熱,43,0.0,-77.1,-,-,59,0.0,184,0.1,12,0.0,11,0.0,26,0.0,7,0.0
102,2,5,3,4,0,上下水道料,4750,1.2,-21.9,4621,1.9,4008,1.6,5113,1.7,4936,1.2,4964,1.2,4871,1.0,4749,0.7
103,2,4,4,0,0,家具・家事用品,13391,3.4,14.0,6227,2.6,7167,2.8,9476,3.1,25599,6.4,22157,5.5,13841,2.8,9433,1.4
104,2,5,4,1,0,家庭用耐久財,5639,1.4,37.3,-,-,1736,0.7,1557,0.5,18275,4.6,12775,3.2,3590,0.7,1673,0.2
105,2,6,4,1,1,家事用耐久財,3273,0.8,273.2,-,-,1298,0.5,166,0.1,17166,4.3,-,-,2601,0.5,1643,0.2
106,2,6,4,1,2,冷暖房用器具,1952,0.5,-0.6,-,-,-,-,-,-,1038,0.3,12775,3.2,-,-,30,0.0
107,2,6,4,1,3,一般家具,413,0.1,-67.4,-,-,437,0.2,1391,0.5,70,0.0,-,-,989,0.2,-,-
108,2,5,4,2,0,室内装備・装飾品,582,0.1,21.8,322,0.1,201,0.1,210,0.1,105,0.0,1689,0.4,1086,0.2,476,0.1
109,2,5,4,3,0,寝具類,434,0.1,-43.1,40,0.0,112,0.0,178,0.1,662,0.2,1150,0.3,848,0.2,59,0.0
110,2,5,4,4,0,家事雑貨,2325,0.6,-14.9,1920,0.8,1685,0.7,1947,0.6,2434,0.6,2253,0.6,3101,0.6,2931,0.4
111,2,5,4,5,0,家事用消耗品,3781,1.0,13.3,3734,1.5,3025,1.2,4049,1.3,4092,1.0,3849,1.0,3643,0.7,4081,0.6
112,2,5,4,6,0,家事サービス,631,0.2,91.2,211,0.1,409,0.2,1535,0.5,31,0.0,441,0.1,1574,0.3,213,0.0
113,2,4,5,0,0,被服及び履物,14616,3.7,-0.3,8303,3.4,11680,4.5,12337,4.0,10243,2.6,15864,3.9,16334,3.4,27336,4.0
114,2,5,5,1,0,和服,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5862,1.5,-8.8,2671,1.1,4641,1.8,4929,1.6,4320,1.1,6871,1.7,6175,1.3,11338,1.7
116,2,6,5,2,1,男子用洋服,2467,0.6,6.5,816,0.3,1285,0.5,377,0.1,1295,0.3,5209,1.3,1728,0.4,6533,1.0
117,2,6,5,2,2,婦人用洋服,2691,0.7,-13.5,1200,0.5,2886,1.1,3968,1.3,1856,0.5,1099,0.3,3465,0.7,4296,0.6
118,2,6,5,2,3,子供用洋服,704,0.2,-29.6,654,0.3,470,0.2,584,0.2,1169,0.3,563,0.1,982,0.2,509,0.1
119,2,5,5,3,0,シャツ・セーター類,3203,0.8,10.6,1927,0.8,1619,0.6,3248,1.1,2018,0.5,2809,0.7,3712,0.8,7035,1.0
120,2,6,5,3,1,男子用シャツ・セーター類,1098,0.3,9.5,555,0.2,544,0.2,453,0.1,825,0.2,826,0.2,1831,0.4,2626,0.4
121,2,6,5,3,2,婦人用シャツ・セーター類,1878,0.5,12.8,1252,0.5,815,0.3,2653,0.9,940,0.2,1682,0.4,1717,0.4,4059,0.6
122,2,6,5,3,3,子供用シャツ・セーター類,227,0.1,0.0,119,0.0,259,0.1,143,0.0,253,0.1,301,0.1,164,0.0,350,0.1
123,2,5,5,4,0,下着類,1154,0.3,0.8,713,0.3,1695,0.7,544,0.2,1061,0.3,1080,0.3,904,0.2,2053,0.3
124,2,6,5,4,1,男子用下着類,191,0.0,-38.4,227,0.1,111,0.0,111,0.0,251,0.1,201,0.0,229,0.0,208,0.0
125,2,6,5,4,2,婦人用下着類,732,0.2,11.2,280,0.1,1347,0.5,243,0.1,614,0.2,692,0.2,589,0.1,1334,0.2
126,2,6,5,4,3,子供用下着類,231,0.1,30.5,205,0.1,237,0.1,191,0.1,196,0.0,186,0.0,86,0.0,511,0.1
127,2,5,5,5,0,生地・糸類,86,0.0,-18.1,20,0.0,112,0.0,84,0.0,34,0.0,40,0.0,100,0.0,211,0.0
128,2,5,5,6,0,他の被服,901,0.2,-10.3,670,0.3,568,0.2,962,0.3,1041,0.3,1035,0.3,956,0.2,1074,0.2
129,2,5,5,7,0,履物類,2299,0.6,21.5,1114,0.5,1548,0.6,1845,0.6,1393,0.3,2606,0.6,3356,0.7,4202,0.6
130,2,5,5,8,0,被服関連サービス,1110,0.3,-6.7,1189,0.5,1498,0.6,725,0.2,376,0.1,1423,0.4,1132,0.2,1424,0.2
131,2,4,6,0,0,保健医療,17825,4.5,10.2,9462,3.9,18972,7.3,21594,7.0,20424,5.1,15715,3.9,21557,4.4,16898,2.5
132,2,5,6,1,0,医薬品,2700,0.7,10.5,2413,1.0,3394,1.3,3088,1.0,1665,0.4,2760,0.7,2640,0.5,2923,0.4
133,2,5,6,2,0,健康保持用摂取品,1652,0.4,138.0,979,0.4,3886,1.5,718,0.2,707,0.2,673,0.2,349,0.1,4165,0.6
134,2,5,6,3,0,保健医療用品・器具,3521,0.9,-2.2,2143,0.9,3956,1.5,3559,1.2,2073,0.5,4334,1.1,4179,0.9,4378,0.6
135,2,5,6,4,0,保健医療サービス,9951,2.5,5.4,3927,1.6,7736,3.0,14228,4.6,15979,4.0,7948,2.0,14389,3.0,5433,0.8
136,2,4,7,0,0,交通・通信,37552,9.5,-13.1,25489,10.4,24466,9.5,28277,9.2,29558,7.4,42334,10.5,46669,9.6,65745,9.7
137,2,5,7,1,0,交通,14182,3.6,21.2,8071,3.3,7224,2.8,8436,2.7,11135,2.8,21349,5.3,21996,4.5,21071,3.1
138,2,5,7,2,0,自動車等関係費,12458,3.1,-33.0,8963,3.7,6177,2.4,7857,2.5,9258,2.3,11162,2.8,13408,2.8,30149,4.5
139,2,6,7,2,1,自動車等購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,628,0.2,-68.2,-,-,-,-,1479,0.5,-,-,2532,0.6,421,0.1,-,-
141,2,6,7,2,3,自動車等維持,11830,3.0,10.6,8963,3.7,6177,2.4,6378,2.1,9258,2.3,8630,2.1,12987,2.7,30149,4.5
142,2,5,7,3,0,通信,10912,2.7,-15.5,8455,3.5,11064,4.3,11984,3.9,9165,2.3,9823,2.4,11264,2.3,14524,2.1
143,2,4,8,0,0,教育,65563,16.5,24.3,22063,9.0,1769,0.7,17671,5.7,104648,26.1,43460,10.8,91407,18.8,176322,26.1
144,2,5,8,1,0,授業料等,59720,15.0,38.1,19342,7.9,1104,0.4,16664,5.4,102186,25.5,32888,8.2,82123,16.9,162166,24.0
145,2,5,8,2,0,教科書・学習参考教材,859,0.2,-0.1,716,0.3,149,0.1,119,0.0,200,0.0,1673,0.4,2485,0.5,689,0.1
146,2,5,8,3,0,補習教育,4983,1.3,-42.2,2004,0.8,516,0.2,889,0.3,2262,0.6,8900,2.2,6798,1.4,13467,2.0
147,2,4,9,0,0,教養娯楽,38573,9.7,3.9,25217,10.3,27322,10.6,33449,10.8,31824,7.9,48006,11.9,48209,9.9,55831,8.3
148,2,5,9,1,0,教養娯楽用耐久財,3274,0.8,38.4,293,0.1,753,0.3,3742,1.2,1541,0.4,10977,2.7,2323,0.5,3387,0.5
149,2,5,9,2,0,教養娯楽用品,10763,2.7,-0.1,10351,4.2,8900,3.4,8226,2.7,12496,3.1,13275,3.3,10273,2.1,11860,1.8
150,2,5,9,3,0,書籍・他の印刷物,3232,0.8,4.7,3109,1.3,1765,0.7,2138,0.7,2062,0.5,2315,0.6,5117,1.1,6082,0.9
151,2,5,9,4,0,教養娯楽サービス,21304,5.4,2.0,11464,4.7,15904,6.2,19342,6.3,15724,3.9,21439,5.3,30495,6.3,34503,5.1
152,2,6,9,4,1,宿泊料,2431,0.6,16.9,853,0.3,3169,1.2,1562,0.5,3091,0.8,3130,0.8,2414,0.5,2771,0.4
153,2,6,9,4,2,パック旅行費,1308,0.3,-22.6,-,-,1103,0.4,74,0.0,-,-,773,0.2,6346,1.3,838,0.1
154,2,6,9,4,3,月謝類,4557,1.1,-21.6,1646,0.7,2029,0.8,5188,1.7,3550,0.9,5220,1.3,6333,1.3,7892,1.2
155,2,6,9,4,4,他の教養娯楽サービス,13008,3.3,15.1,8965,3.7,9603,3.7,12518,4.1,9084,2.3,12316,3.1,15403,3.2,23003,3.4
156,2,4,10,0,0,その他の消費支出,58048,14.6,16.3,29549,12.1,46420,18.0,49174,16.0,34738,8.7,53112,13.2,49861,10.2,141982,21.0
157,2,5,10,1,0,諸雑費,28390,7.1,24.3,17422,7.1,32515,12.6,26753,8.7,20057,5.0,25810,6.4,33773,6.9,41959,6.2
158,2,6,10,1,1,理美容サービス,4579,1.2,11.1,2911,1.2,1727,0.7,2525,0.8,3875,1.0,3595,0.9,7535,1.5,9811,1.5
159,2,6,10,1,2,理美容用品,5688,1.4,14.7,3834,1.6,3905,1.5,5908,1.9,4777,1.2,6434,1.6,5931,1.2,8987,1.3
160,2,6,10,1,3,身の回り用品,2738,0.7,21.2,1986,0.8,1928,0.7,1846,0.6,1170,0.3,1843,0.5,2942,0.6,7374,1.1
161,2,6,10,1,4,たばこ,873,0.2,-38.4,428,0.2,465,0.2,887,0.3,527,0.1,1353,0.3,1061,0.2,1386,0.2
162,2,6,10,1,5,他の諸雑費,14513,3.7,44.0,8262,3.4,24489,9.5,15587,5.1,9708,2.4,12586,3.1,16304,3.4,14400,2.1
163,2,5,10,2,0,こづかい,6560,1.7,40.0,1396,0.6,2430,0.9,10472,3.4,2928,0.7,8349,2.1,3919,0.8,16302,2.4
164,2,5,10,3,0,交際費,11490,2.9,-26.9,10664,4.4,11205,4.3,11949,3.9,6338,1.6,8189,2.0,12169,2.5,19746,2.9
165,2,6,10,3,0,食料,3250,0.8,11.5,3762,1.5,3163,1.2,2381,0.8,1083,0.3,2041,0.5,2379,0.5,7864,1.2
166,2,6,10,3,0,家具・家事用品,141,0.0,-59.2,47,0.0,659,0.3,61,0.0,-,-,48,0.0,132,0.0,29,0.0
167,2,6,10,3,0,被服及び履物,82,0.0,-84.5,-,-,65,0.0,135,0.0,-,-,182,0.0,166,0.0,28,0.0
168,2,6,10,3,0,教養娯楽,927,0.2,55.3,89,0.0,450,0.2,717,0.2,345,0.1,254,0.1,1119,0.2,3466,0.5
169,2,6,10,3,0,他の物品サービス,313,0.1,-38.6,162,0.1,223,0.1,22,0.0,286,0.1,222,0.1,838,0.2,432,0.1
170,2,6,10,3,6,贈与金,1923,0.5,-72.0,4740,1.9,569,0.2,2714,0.9,331,0.1,1273,0.3,1797,0.4,2085,0.3
171,2,6,10,3,7,他の交際費,4855,1.2,22.7,1864,0.8,6077,2.4,5921,1.9,4293,1.1,4168,1.0,5739,1.2,5843,0.9
172,2,5,10,4,0,仕送り金,11607,2.9,73.8,67,0.0,271,0.1,-,-,5415,1.3,10765,2.7,-,-,63976,9.5
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,71821,18.1,14.9,24609,10.1,3228,1.3,20607,6.7,111556,27.8,54313,13.5,101189,20.8,185683,27.5
175,2,3,0,0,0,（再掲）教養娯楽関係費,45178,11.4,6.4,29649,12.1,30855,12.0,37560,12.2,34799,8.7,54954,13.7,58077,11.9,70104,10.4
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13530,3.4,-0.1,4807,2.0,840,0.3,2714,0.9,5745,1.4,12037,3.0,1797,0.4,66060,9.8
177,2,3,0,0,0,（再掲）経常消費支出,258973,65.2,11.6,188671,77.3,222538,86.2,245637,79.7,235171,58.6,274635,68.3,294229,60.5,350346,51.8
178,2,3,0,0,0,（再掲）情報通信関係費,15536,3.9,-3.4,10197,4.2,16543,6.4,16594,5.4,14346,3.6,16205,4.0,17367,3.6,17391,2.6
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,355870,89.6,12.6,231322,94.8,234301,90.8,283291,91.9,369573,92.1,366768,91.2,416191,85.5,586451,86.8
