1,"東京都生計分析調査　令和 5年10月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",358,0.1,-11.8,106,0.1,76,0.0,162,0.1,234,0.1,343,0.1,1035,0.2,548,0.1
28,"1","1","バス通学定期代",23,0.0,-50.0,-,-,-,-,-,-,-,-,-,-,63,0.0,96,0.0
29,"1","1","バス通勤定期代",167,0.0,101.2,-,-,7,0.0,-,-,-,-,31,0.0,4,0.0,1117,0.1
30,"1","1","タクシー代",822,0.2,21.2,366,0.3,796,0.5,243,0.1,500,0.2,1061,0.3,934,0.2,1838,0.2
31,"1","1","航空運賃",2870,0.8,307.1,-,-,-,-,950,0.4,272,0.1,-,-,1761,0.4,16949,1.8
32,"1","1","郵便料",208,0.1,61.2,51,0.0,53,0.0,140,0.1,210,0.1,87,0.0,374,0.1,537,0.1
33,"1","1","固定電話通信料",1171,0.3,-8.6,424,0.4,1247,0.7,1162,0.5,1560,0.6,1253,0.4,1332,0.3,1211,0.1
34,"1","1","携帯電話通信料",9144,2.5,1.1,3285,3.1,7502,4.3,7670,3.4,10901,3.9,10178,2.9,12204,2.6,12195,1.3
35,"1","1","ＮＨＫ放送受信料",1258,0.3,-24.9,682,0.7,1080,0.6,801,0.4,1328,0.5,1194,0.3,2581,0.6,1141,0.1
36,"1","1","ケーブルテレビ放送受信料",1212,0.3,5.2,541,0.5,1394,0.8,917,0.4,1213,0.4,1583,0.5,1454,0.3,1370,0.1
37,"1","1","他の放送受信料",243,0.1,33.5,16,0.0,382,0.2,73,0.0,121,0.0,229,0.1,378,0.1,493,0.1
38,"1","1","国公立小学校",359,0.1,53.4,-,-,135,0.1,116,0.1,141,0.1,441,0.1,1030,0.2,652,0.1
39,"1","1","国公立中学校",170,0.0,-52.4,-,-,49,0.0,212,0.1,58,0.0,415,0.1,308,0.1,151,0.0
40,"1","1","国公立高校",755,0.2,326.6,-,-,-,-,-,-,-,-,426,0.1,1316,0.3,3515,0.4
41,"1","1","国公立大学",1331,0.4,...,-,-,-,-,-,-,-,-,981,0.3,-,-,8261,0.9
42,"1","1","たばこ",1017,0.3,18.3,923,0.9,365,0.2,784,0.3,1620,0.6,1337,0.4,1141,0.2,956,0.1
43,"2","0","準公共料金等",39092,10.7,27.4,3943,3.8,8820,5.1,16825,7.5,16879,6.0,19989,5.8,32930,7.0,172748,17.9
44,"2","1","牛乳",1668,0.5,20.3,1071,1.0,1805,1.0,1233,0.5,1715,0.6,1921,0.6,1874,0.4,2044,0.2
45,"2","1","灯油",83,0.0,-46.1,101,0.1,27,0.0,77,0.0,96,0.0,100,0.0,-,-,181,0.0
46,"2","1","プロパンガス",213,0.1,-14.1,237,0.2,410,0.2,194,0.1,193,0.1,223,0.1,231,0.0,-,-
47,"2","1","理髪料",370,0.1,-13.3,136,0.1,253,0.1,73,0.0,548,0.2,667,0.2,215,0.0,693,0.1
48,"2","1","パーマネント代",290,0.1,-2.7,71,0.1,250,0.1,563,0.2,337,0.1,514,0.1,-,-,295,0.0
49,"2","1","洗濯代",581,0.2,-13.3,112,0.1,147,0.1,300,0.1,782,0.3,692,0.2,893,0.2,1133,0.1
50,"2","1","新聞",2268,0.6,-1.0,1008,1.0,1908,1.1,2099,0.9,2654,0.9,2046,0.6,3182,0.7,2962,0.3
51,"2","1","私立小学校",1297,0.4,241.3,-,-,-,-,-,-,-,-,-,-,1742,0.4,7273,0.8
52,"2","1","私立中学校",1878,0.5,358.0,-,-,-,-,-,-,405,0.1,-,-,2578,0.6,10073,1.0
53,"2","1","私立高校",2660,0.7,-4.9,-,-,73,0.0,-,-,1027,0.4,610,0.2,4714,1.0,12093,1.3
54,"2","1","私立大学",15139,4.1,51.2,-,-,-,-,-,-,-,-,530,0.2,-,-,104417,10.8
55,"2","1","幼児教育費用",552,0.2,-23.7,-,-,183,0.1,-,-,325,0.1,2354,0.7,822,0.2,185,0.0
56,"2","1","民営家賃",11527,3.1,17.5,889,0.8,3036,1.7,12285,5.4,8797,3.1,10332,3.0,16677,3.6,28506,3.0
57,"2","1","地代",567,0.2,-46.7,318,0.3,728,0.4,-,-,-,-,-,-,-,-,2894,0.3
