1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
23,1,3,0,0,0,事業・内職収入,8060,1.3,10273,1.5,8064,1.3,2724,0.6,-,-,3924,1.2,8048,1.1
24,1,4,0,0,0,家賃収入,4376,0.7,8575,1.2,3094,0.5,-,-,-,-,3924,1.2,3148,0.4
25,1,4,0,0,0,他の事業収入,1854,0.3,837,0.1,2566,0.4,-,-,-,-,-,-,3610,0.5
26,1,4,0,0,0,内職収入,1830,0.3,862,0.1,2404,0.4,2724,0.6,-,-,-,-,1290,0.2
27,1,3,0,0,0,他の経常収入,7723,1.3,7909,1.1,8022,1.3,-,-,-,-,7434,2.3,2854,0.4
28,1,4,0,0,0,財産収入,1170,0.2,1417,0.2,1295,0.2,-,-,-,-,-,-,1816,0.2
29,1,4,0,0,0,社会保障給付,6553,1.1,6493,0.9,6727,1.1,-,-,-,-,7434,2.3,1038,0.1
30,1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,6553,1.1,6493,0.9,6727,1.1,-,-,-,-,7434,2.3,1038,0.1
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,51814,8.4,198502,28.2,7764,1.2,497,0.1,x,x,462,0.1,90732,11.9
34,1,3,0,0,0,受贈金,1029,0.2,2563,0.4,659,0.1,-,-,-,-,-,-,1357,0.2
35,1,3,0,0,0,他の特別収入,50786,8.3,195939,27.9,7106,1.1,497,0.1,x,x,462,0.1,89375,11.7
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),556855,-,475073,-,617366,-,307737,-,x,-,414307,-,627626,-
37,1,2,0,0,0,預貯金引出,414948,-,347099,-,461346,-,237448,-,x,-,314864,-,460256,-
38,1,2,0,0,0,保険金,4654,-,2621,-,4350,-,17890,-,-,-,8089,-,5737,-
39,1,3,0,0,0,個人・企業年金保険金,1219,-,-,-,743,-,-,-,-,-,8089,-,-,-
40,1,3,0,0,0,他の保険金,3434,-,2621,-,3607,-,17890,-,-,-,-,-,5737,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,466,-,-,-,721,-,-,-,-,-,-,-,907,-
44,1,2,0,0,0,クレジット購入借入金,136578,-,125304,-,150644,-,52398,-,x,-,91353,-,160324,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,208,-,49,-,305,-,-,-,-,-,-,-,401,-
47,1,1,0,0,0,繰入金,315943,-,279686,-,362311,-,63456,-,x,-,157057,-,383184,-
48,2,0,0,0,0,支払,1487693,-,1457473,-,1611354,-,810338,-,x,-,893921,-,1772052,-
49,2,1,0,0,0,実支出,484193,-,465104,-,515931,-,294268,-,x,-,365778,-,562857,-
50,2,2,0,0,0,生計支出,353060,-,327088,-,375891,-,209188,-,x,-,301566,-,401168,-
51,2,3,0,0,0,消費支出,353060,100.0,327088,100.0,375891,100.0,209188,100.0,x,x,301566,100.0,401168,100.0
52,2,4,1,0,0,食料,100633,28.5,94484,28.9,106407,28.3,89604,42.8,x,x,78973,26.2,107496,26.8
53,2,5,1,1,0,穀類,7343,2.1,5937,1.8,8071,2.1,5334,2.5,x,x,6427,2.1,7668,1.9
54,2,6,1,1,1,米類,1678,0.5,1144,0.3,1918,0.5,1172,0.6,-,-,1506,0.5,1752,0.4
55,2,6,1,1,2,パン,3386,1.0,3075,0.9,3649,1.0,2374,1.1,x,x,2630,0.9,3673,0.9
56,2,6,1,1,3,麺類,1809,0.5,1368,0.4,1960,0.5,1226,0.6,x,x,2052,0.7,1701,0.4
57,2,6,1,1,4,他の穀類,471,0.1,351,0.1,544,0.1,562,0.3,-,-,240,0.1,543,0.1
58,2,5,1,2,0,魚介類,5462,1.5,4903,1.5,5664,1.5,6064,2.9,x,x,5298,1.8,5625,1.4
59,2,6,1,2,1,生鮮魚介,3194,0.9,2545,0.8,3414,0.9,3356,1.6,x,x,3262,1.1,3403,0.8
60,2,6,1,2,2,塩干魚介,935,0.3,943,0.3,949,0.3,1204,0.6,x,x,736,0.2,937,0.2
61,2,6,1,2,3,魚肉練製品,495,0.1,515,0.2,492,0.1,431,0.2,x,x,482,0.2,442,0.1
62,2,6,1,2,4,他の魚介加工品,839,0.2,900,0.3,810,0.2,1073,0.5,x,x,818,0.3,842,0.2
63,2,5,1,3,0,肉類,9597,2.7,6971,2.1,10838,2.9,9057,4.3,x,x,7758,2.6,10039,2.5
64,2,6,1,3,1,生鮮肉,7767,2.2,5643,1.7,8740,2.3,7979,3.8,x,x,6301,2.1,8088,2.0
65,2,6,1,3,2,加工肉,1830,0.5,1328,0.4,2098,0.6,1079,0.5,x,x,1457,0.5,1951,0.5
66,2,5,1,4,0,乳卵類,5132,1.5,4167,1.3,5826,1.5,4217,2.0,x,x,2990,1.0,5135,1.3
67,2,6,1,4,1,牛乳,1430,0.4,1204,0.4,1616,0.4,909,0.4,x,x,855,0.3,1425,0.4
68,2,6,1,4,2,乳製品,2537,0.7,1967,0.6,2937,0.8,2440,1.2,x,x,1209,0.4,2587,0.6
69,2,6,1,4,3,卵,1165,0.3,996,0.3,1273,0.3,867,0.4,x,x,927,0.3,1123,0.3
70,2,5,1,5,0,野菜・海藻,10165,2.9,9209,2.8,10701,2.8,7829,3.7,x,x,9541,3.2,10287,2.6
71,2,6,1,5,1,生鮮野菜,7282,2.1,6548,2.0,7720,2.1,5730,2.7,x,x,6532,2.2,7501,1.9
72,2,6,1,5,2,乾物・海藻,623,0.2,500,0.2,675,0.2,633,0.3,x,x,566,0.2,644,0.2
73,2,6,1,5,3,大豆加工品,1130,0.3,967,0.3,1202,0.3,808,0.4,x,x,1135,0.4,1092,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1131,0.3,1194,0.4,1103,0.3,658,0.3,x,x,1308,0.4,1051,0.3
75,2,5,1,6,0,果物,2984,0.8,3230,1.0,3070,0.8,1343,0.6,x,x,2238,0.7,3174,0.8
76,2,6,1,6,1,生鮮果物,2645,0.7,2849,0.9,2715,0.7,1320,0.6,x,x,2025,0.7,2753,0.7
77,2,6,1,6,2,果物加工品,339,0.1,382,0.1,355,0.1,24,0.0,-,-,212,0.1,421,0.1
78,2,5,1,7,0,油脂・調味料,4574,1.3,4260,1.3,4856,1.3,3256,1.6,x,x,3790,1.3,4746,1.2
79,2,6,1,7,1,油脂,501,0.1,401,0.1,552,0.1,133,0.1,-,-,510,0.2,568,0.1
80,2,6,1,7,2,調味料,4073,1.2,3859,1.2,4304,1.1,3123,1.5,x,x,3280,1.1,4178,1.0
81,2,5,1,8,0,菓子類,9119,2.6,7147,2.2,10281,2.7,5915,2.8,x,x,6948,2.3,9966,2.5
82,2,5,1,9,0,調理食品,14275,4.0,13219,4.0,15203,4.0,11354,5.4,x,x,11310,3.8,15539,3.9
83,2,6,1,9,1,主食的調理食品,6402,1.8,6484,2.0,6590,1.8,4638,2.2,x,x,5386,1.8,6714,1.7
84,2,6,1,9,2,他の調理食品,7873,2.2,6735,2.1,8613,2.3,6716,3.2,x,x,5924,2.0,8825,2.2
85,2,5,1,10,0,飲料,6384,1.8,6824,2.1,6438,1.7,5805,2.8,x,x,5043,1.7,6694,1.7
86,2,6,1,10,1,茶類,1348,0.4,1796,0.5,1182,0.3,1482,0.7,-,-,1329,0.4,1499,0.4
87,2,6,1,10,2,コーヒー・ココア,1191,0.3,1467,0.4,1125,0.3,1329,0.6,x,x,908,0.3,1204,0.3
88,2,6,1,10,3,他の飲料,3845,1.1,3561,1.1,4132,1.1,2995,1.4,x,x,2806,0.9,3992,1.0
89,2,5,1,11,0,酒類,3870,1.1,4258,1.3,3629,1.0,7525,3.6,x,x,3480,1.2,3529,0.9
90,2,5,1,12,0,外食,21725,6.2,24359,7.4,21830,5.8,21904,10.5,x,x,14150,4.7,25093,6.3
91,2,6,1,12,1,一般外食,20608,5.8,24359,7.4,20130,5.4,21904,10.5,x,x,13938,4.6,24320,6.1
92,2,6,1,12,2,学校給食,1117,0.3,-,-,1700,0.5,-,-,-,-,212,0.1,773,0.2
93,2,4,2,0,0,住居,30333,8.6,29441,9.0,31936,8.5,31341,15.0,-,-,21004,7.0,36299,9.0
94,2,5,2,1,0,家賃地代,19916,5.6,25111,7.7,19052,5.1,27026,12.9,-,-,10520,3.5,17612,4.4
95,2,5,2,2,0,設備修繕・維持,10417,3.0,4330,1.3,12884,3.4,4315,2.1,-,-,10484,3.5,18687,4.7
96,2,6,2,2,1,設備材料,1099,0.3,126,0.0,328,0.1,85,0.0,-,-,9348,3.1,2037,0.5
97,2,6,2,2,2,工事その他のサービス,9318,2.6,4204,1.3,12556,3.3,4229,2.0,-,-,1135,0.4,16650,4.2
98,2,4,3,0,0,光熱・水道,23601,6.7,22580,6.9,24391,6.5,16483,7.9,x,x,22775,7.6,24342,6.1
99,2,5,3,1,0,電気代,10526,3.0,10061,3.1,10998,2.9,8448,4.0,x,x,9010,3.0,10466,2.6
100,2,5,3,2,0,ガス代,7465,2.1,6878,2.1,7689,2.0,6074,2.9,x,x,7816,2.6,7610,1.9
101,2,5,3,3,0,他の光熱,47,0.0,111,0.0,29,0.0,-,-,-,-,25,0.0,62,0.0
102,2,5,3,4,0,上下水道料,5563,1.6,5530,1.7,5675,1.5,1961,0.9,x,x,5924,2.0,6204,1.5
103,2,4,4,0,0,家具・家事用品,14906,4.2,19138,5.9,14224,3.8,8406,4.0,x,x,10762,3.6,17303,4.3
104,2,5,4,1,0,家庭用耐久財,6004,1.7,7886,2.4,5668,1.5,-,-,-,-,5320,1.8,6887,1.7
105,2,6,4,1,1,家事用耐久財,2559,0.7,661,0.2,3685,1.0,-,-,-,-,255,0.1,2485,0.6
106,2,6,4,1,2,冷暖房用器具,1491,0.4,3720,1.1,953,0.3,-,-,-,-,-,-,1723,0.4
107,2,6,4,1,3,一般家具,1953,0.6,3505,1.1,1030,0.3,-,-,-,-,5065,1.7,2678,0.7
108,2,5,4,2,0,室内装備・装飾品,559,0.2,1584,0.5,264,0.1,237,0.1,-,-,93,0.0,888,0.2
109,2,5,4,3,0,寝具類,773,0.2,1609,0.5,485,0.1,1574,0.8,x,x,411,0.1,851,0.2
110,2,5,4,4,0,家事雑貨,2499,0.7,2733,0.8,2563,0.7,1961,0.9,x,x,1600,0.5,2716,0.7
111,2,5,4,5,0,家事用消耗品,3892,1.1,3874,1.2,3974,1.1,4620,2.2,x,x,3138,1.0,3876,1.0
112,2,5,4,6,0,家事サービス,1180,0.3,1453,0.4,1269,0.3,14,0.0,-,-,200,0.1,2085,0.5
113,2,4,5,0,0,被服及び履物,12950,3.7,14580,4.5,13355,3.6,2730,1.3,x,x,8943,3.0,14709,3.7
114,2,5,5,1,0,和服,31,0.0,-,-,48,0.0,-,-,-,-,-,-,46,0.0
115,2,5,5,2,0,洋服,5083,1.4,5695,1.7,5122,1.4,174,0.1,-,-,4698,1.6,5634,1.4
116,2,6,5,2,1,男子用洋服,1998,0.6,2049,0.6,2247,0.6,-,-,-,-,705,0.2,2075,0.5
117,2,6,5,2,2,婦人用洋服,2336,0.7,3646,1.1,1776,0.5,174,0.1,-,-,3567,1.2,2891,0.7
118,2,6,5,2,3,子供用洋服,749,0.2,-,-,1099,0.3,-,-,-,-,426,0.1,668,0.2
119,2,5,5,3,0,シャツ・セーター類,2751,0.8,3247,1.0,2883,0.8,1039,0.5,-,-,1051,0.3,3609,0.9
120,2,6,5,3,1,男子用シャツ・セーター類,1215,0.3,1695,0.5,1182,0.3,611,0.3,-,-,394,0.1,1732,0.4
121,2,6,5,3,2,婦人用シャツ・セーター類,1313,0.4,1552,0.5,1373,0.4,428,0.2,-,-,537,0.2,1636,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,223,0.1,-,-,328,0.1,-,-,-,-,120,0.0,241,0.1
123,2,5,5,4,0,下着類,1452,0.4,1921,0.6,1371,0.4,902,0.4,-,-,977,0.3,1622,0.4
124,2,6,5,4,1,男子用下着類,391,0.1,549,0.2,359,0.1,902,0.4,-,-,63,0.0,322,0.1
125,2,6,5,4,2,婦人用下着類,915,0.3,1372,0.4,788,0.2,-,-,-,-,914,0.3,1069,0.3
126,2,6,5,4,3,子供用下着類,145,0.0,-,-,225,0.1,-,-,-,-,-,-,231,0.1
127,2,5,5,5,0,生地・糸類,126,0.0,26,0.0,117,0.0,-,-,-,-,486,0.2,28,0.0
128,2,5,5,6,0,他の被服,838,0.2,749,0.2,917,0.2,616,0.3,x,x,572,0.2,822,0.2
129,2,5,5,7,0,履物類,1628,0.5,1702,0.5,1744,0.5,-,-,-,-,1096,0.4,1563,0.4
130,2,5,5,8,0,被服関連サービス,1042,0.3,1241,0.4,1152,0.3,-,-,-,-,61,0.0,1386,0.3
131,2,4,6,0,0,保健医療,13107,3.7,13284,4.1,13395,3.6,7016,3.4,x,x,12432,4.1,14383,3.6
132,2,5,6,1,0,医薬品,2354,0.7,2554,0.8,2009,0.5,1521,0.7,-,-,4521,1.5,2062,0.5
133,2,5,6,2,0,健康保持用摂取品,940,0.3,541,0.2,914,0.2,3087,1.5,-,-,1515,0.5,1007,0.3
134,2,5,6,3,0,保健医療用品・器具,2996,0.8,2292,0.7,3419,0.9,983,0.5,x,x,2426,0.8,3316,0.8
135,2,5,6,4,0,保健医療サービス,6817,1.9,7897,2.4,7053,1.9,1425,0.7,-,-,3971,1.3,7998,2.0
136,2,4,7,0,0,交通・通信,38831,11.0,39791,12.2,40868,10.9,14100,6.7,x,x,29336,9.7,47213,11.8
137,2,5,7,1,0,交通,11695,3.3,14241,4.4,12122,3.2,563,0.3,-,-,5442,1.8,16387,4.1
138,2,5,7,2,0,自動車等関係費,13361,3.8,12234,3.7,14910,4.0,2548,1.2,x,x,8543,2.8,17314,4.3
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1922,0.5,-,-,2977,0.8,-,-,-,-,-,-,3516,0.9
141,2,6,7,2,3,自動車等維持,11438,3.2,12234,3.7,11933,3.2,2548,1.2,x,x,8543,2.8,13798,3.4
142,2,5,7,3,0,通信,13775,3.9,13316,4.1,13837,3.7,10989,5.3,-,-,15351,5.1,13512,3.4
143,2,4,8,0,0,教育,30495,8.6,-,-,46369,12.3,9438,4.5,x,x,3186,1.1,45851,11.4
144,2,5,8,1,0,授業料等,26058,7.4,-,-,39525,10.5,8827,4.2,x,x,3186,1.1,39843,9.9
145,2,5,8,2,0,教科書・学習参考教材,212,0.1,-,-,303,0.1,610,0.3,x,x,-,-,240,0.1
146,2,5,8,3,0,補習教育,4224,1.2,-,-,6541,1.7,-,-,-,-,-,-,5767,1.4
147,2,4,9,0,0,教養娯楽,43994,12.5,44751,13.7,40676,10.8,16129,7.7,x,x,73787,24.5,43741,10.9
148,2,5,9,1,0,教養娯楽用耐久財,4341,1.2,2592,0.8,1303,0.3,-,-,-,-,31604,10.5,1772,0.4
149,2,5,9,2,0,教養娯楽用品,10900,3.1,12542,3.8,9295,2.5,10280,4.9,x,x,18187,6.0,11483,2.9
150,2,5,9,3,0,書籍・他の印刷物,2954,0.8,3505,1.1,2906,0.8,1375,0.7,x,x,2344,0.8,3498,0.9
151,2,5,9,4,0,教養娯楽サービス,25800,7.3,26113,8.0,27172,7.2,4473,2.1,-,-,21653,7.2,26989,6.7
152,2,6,9,4,1,宿泊料,3296,0.9,5835,1.8,2966,0.8,215,0.1,-,-,-,-,3324,0.8
153,2,6,9,4,2,パック旅行費,4388,1.2,6292,1.9,4500,1.2,-,-,-,-,-,-,3239,0.8
154,2,6,9,4,3,月謝類,4963,1.4,1938,0.6,5736,1.5,-,-,-,-,8775,2.9,4544,1.1
155,2,6,9,4,4,他の教養娯楽サービス,13153,3.7,12049,3.7,13970,3.7,4258,2.0,-,-,12877,4.3,15881,4.0
156,2,4,10,0,0,その他の消費支出,44210,12.5,49039,15.0,44270,11.8,13942,6.7,x,x,40367,13.4,49830,12.4
157,2,5,10,1,0,諸雑費,23546,6.7,20291,6.2,24918,6.6,9715,4.6,x,x,26357,8.7,26441,6.6
158,2,6,10,1,1,理美容サービス,3955,1.1,3185,1.0,4370,1.2,1410,0.7,-,-,3773,1.3,4907,1.2
159,2,6,10,1,2,理美容用品,5100,1.4,5496,1.7,5233,1.4,4088,2.0,x,x,3442,1.1,5953,1.5
160,2,6,10,1,3,身の回り用品,1992,0.6,2403,0.7,2023,0.5,657,0.3,x,x,1115,0.4,2558,0.6
161,2,6,10,1,4,たばこ,1167,0.3,872,0.3,1155,0.3,2101,1.0,-,-,1729,0.6,1239,0.3
162,2,6,10,1,5,他の諸雑費,11331,3.2,8335,2.5,12137,3.2,1459,0.7,x,x,16298,5.4,11784,2.9
163,2,5,10,2,0,こづかい,4620,1.3,3339,1.0,4854,1.3,-,-,-,-,7649,2.5,5093,1.3
164,2,5,10,3,0,交際費,14177,4.0,20834,6.4,13277,3.5,4227,2.0,x,x,6361,2.1,16000,4.0
165,2,6,10,3,0,食料,4807,1.4,10635,3.3,3184,0.8,631,0.3,x,x,2503,0.8,4431,1.1
166,2,6,10,3,0,家具・家事用品,160,0.0,202,0.1,167,0.0,65,0.0,-,-,28,0.0,194,0.0
167,2,6,10,3,0,被服及び履物,788,0.2,759,0.2,928,0.2,-,-,-,-,117,0.0,910,0.2
168,2,6,10,3,0,教養娯楽,854,0.2,828,0.3,839,0.2,344,0.2,-,-,1184,0.4,924,0.2
169,2,6,10,3,0,他の物品サービス,646,0.2,791,0.2,708,0.2,-,-,-,-,32,0.0,986,0.2
170,2,6,10,3,6,贈与金,2758,0.8,3530,1.1,2884,0.8,1646,0.8,-,-,212,0.1,3429,0.9
171,2,6,10,3,7,他の交際費,4163,1.2,4090,1.3,4566,1.2,1540,0.7,-,-,2284,0.8,5126,1.3
172,2,5,10,4,0,仕送り金,1866,0.5,4575,1.4,1222,0.3,-,-,-,-,-,-,2297,0.6
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,33974,9.6,4619,1.4,49911,13.3,10547,5.0,x,x,3993,1.3,48882,12.2
175,2,3,0,0,0,（再掲）教養娯楽関係費,51508,14.6,55812,17.1,48558,12.9,15688,7.5,x,x,71934,23.9,55086,13.7
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4625,1.3,8105,2.5,4106,1.1,1646,0.8,-,-,212,0.1,5726,1.4
177,2,3,0,0,0,（再掲）経常消費支出,252503,71.5,253172,77.4,261200,69.5,192940,92.2,x,x,207100,68.7,272061,67.8
178,2,3,0,0,0,（再掲）情報通信関係費,17111,4.8,17244,5.3,17288,4.6,13449,6.4,-,-,16614,5.5,17788,4.4
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318103,90.1,289542,88.5,339849,90.4,176201,84.2,x,x,280350,93.0,359143,89.5
180,2,2,0,0,0,その他の実支出,131133,-,138016,-,140040,-,85080,-,x,-,64212,-,161689,-
181,2,3,0,0,0,直接税,69309,-,76546,-,72124,-,45665,-,x,-,37836,-,83619,-
182,2,4,0,0,0,勤労所得税,23336,-,18931,-,27672,-,22879,-,x,-,4195,-,29417,-
183,2,4,0,0,0,個人住民税,21908,-,23456,-,23447,-,19737,-,x,-,7698,-,25847,-
184,2,4,0,0,0,他の税,24065,-,34159,-,21005,-,3049,-,-,-,25943,-,28355,-
185,2,3,0,0,0,社会保険料,61823,-,61470,-,67915,-,39415,-,x,-,26376,-,78070,-
186,2,4,0,0,0,公的年金保険料,38391,-,36121,-,43063,-,22734,-,x,-,15901,-,49582,-
187,2,4,0,0,0,健康保険料,18138,-,19868,-,19135,-,12970,-,x,-,8184,-,22179,-
188,2,4,0,0,0,介護保険料,3045,-,3213,-,3288,-,1439,-,-,-,1375,-,3627,-
189,2,4,0,0,0,他の社会保険料,2248,-,2267,-,2429,-,2273,-,x,-,916,-,2682,-
190,2,3,0,0,0,その他,1,-,-,-,1,-,-,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),712534,-,747952,-,758486,-,449708,-,x,-,375057,-,854825,-
192,2,2,0,0,0,預貯金,478620,-,585399,-,475968,-,349006,-,x,-,260967,-,587840,-
193,2,2,0,0,0,保険料,20359,-,20679,-,21812,-,6485,-,-,-,13410,-,25483,-
194,2,3,0,0,0,個人・企業年金保険料,6155,-,3387,-,7679,-,-,-,-,-,4350,-,8581,-
195,2,3,0,0,0,他の保険料,14204,-,17292,-,14133,-,6485,-,-,-,9060,-,16902,-
196,2,2,0,0,0,有価証券購入,7661,-,11734,-,7490,-,-,-,-,-,660,-,9580,-
197,2,2,0,0,0,土地家屋借金返済,69097,-,23703,-,94027,-,28746,-,x,-,21945,-,63265,-
198,2,2,0,0,0,他の借金返済,1322,-,354,-,1825,-,-,-,-,-,651,-,2187,-
199,2,2,0,0,0,クレジット購入借入金返済,133710,-,105272,-,154987,-,65470,-,x,-,76993,-,163608,-
200,2,2,0,0,0,実支出以外の支払のその他,1766,-,812,-,2377,-,-,-,-,-,432,-,2862,-
201,2,1,0,0,0,繰越金,290967,-,244417,-,336937,-,66362,-,x,-,153086,-,354370,-
202,3,0,0,0,0,可処分所得,483763,-,564698,-,491636,-,354066,-,x,-,258346,-,599553,-
203,3,0,0,0,0,黒字,130703,-,237610,-,115745,-,144878,-,x,-,-43220,-,198385,-
204,3,1,0,0,0,金融資産純増,87038,-,268091,-,39574,-,100153,-,x,-,-47917,-,156910,-
205,3,3,0,0,0,貯蓄純増,79377,-,256357,-,32083,-,100153,-,x,-,-48577,-,147330,-
206,3,4,0,0,0,預貯金純増,63672,-,238300,-,14622,-,111558,-,x,-,-53898,-,127584,-
207,3,4,0,0,0,保険純増,15705,-,18057,-,17462,-,-11405,-,-,-,5321,-,19747,-
208,3,3,0,0,0,有価証券純購入,7661,-,11734,-,7490,-,-,-,-,-,660,-,9580,-
209,3,1,0,0,0,土地家屋借金純減,69097,-,23703,-,94027,-,28746,-,x,-,21945,-,63265,-
210,3,1,0,0,0,他の借金純減,856,-,354,-,1104,-,-,-,-,-,651,-,1280,-
211,3,1,0,0,0,クレジット購入借入金純減,-2869,-,-20032,-,4343,-,13072,-,x,-,-14360,-,3284,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1557,-,763,-,2072,-,-,-,-,-,432,-,2461,-
214,3,1,0,0,0,繰越純増,-24977,-,-35268,-,-25374,-,2907,-,x,-,-3971,-,-28814,-
