1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
37,1,2,0,0,0,預貯金引出,382563,-,397275,-,341098,-,378892,-,425184,-,362563,-,545998,-,337088,-,247028,-
38,1,2,0,0,0,保険金,3817,-,-,-,-,-,-,-,-,-,-,-,8267,-,9025,-,13474,-
39,1,3,0,0,0,個人・企業年金保険金,3466,-,-,-,-,-,-,-,-,-,-,-,5604,-,9025,-,13474,-
40,1,3,0,0,0,他の保険金,351,-,-,-,-,-,-,-,-,-,-,-,2663,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,63,-,-,-,-,-,-,-,-,-,402,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,117192,-,144040,-,127723,-,134550,-,122760,-,151186,-,135309,-,63092,-,53871,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,151,-,-,-,-,-,82,-,757,-,-,-,5,-,129,-,-,-
47,1,1,0,0,0,繰入金,278525,-,188670,-,444384,-,366489,-,393738,-,174219,-,150192,-,126791,-,367488,-
48,2,0,0,0,0,支払,1425250,-,1360572,-,1592733,-,1548844,-,1603822,-,1394747,-,1496990,-,1081257,-,1247826,-
49,2,1,0,0,0,実支出,432998,-,416464,-,371548,-,427122,-,470237,-,503193,-,529669,-,354045,-,328067,-
50,2,2,0,0,0,生計支出,317159,-,303291,-,242713,-,309015,-,360285,-,361048,-,377324,-,262790,-,263150,-
51,2,3,0,0,0,消費支出,317159,100.0,303291,100.0,242713,100.0,309015,100.0,360285,100.0,361048,100.0,377324,100.0,262790,100.0,263150,100.0
52,2,4,1,0,0,食料,89750,28.3,75737,25.0,72144,29.7,98809,32.0,91370,25.4,98438,27.3,97002,25.7,92914,35.4,78427,29.8
53,2,5,1,1,0,穀類,6766,2.1,5975,2.0,4700,1.9,7514,2.4,7309,2.0,7338,2.0,7123,1.9,6248,2.4,6618,2.5
54,2,6,1,1,1,米類,1441,0.5,886,0.3,843,0.3,1744,0.6,1511,0.4,1551,0.4,1824,0.5,1297,0.5,1397,0.5
55,2,6,1,1,2,パン,3320,1.0,3310,1.1,2432,1.0,3516,1.1,3420,0.9,3654,1.0,3320,0.9,3011,1.1,3482,1.3
56,2,6,1,1,3,麺類,1511,0.5,1250,0.4,1045,0.4,1599,0.5,1821,0.5,1673,0.5,1512,0.4,1711,0.7,1139,0.4
57,2,6,1,1,4,他の穀類,494,0.2,529,0.2,379,0.2,654,0.2,556,0.2,460,0.1,467,0.1,229,0.1,600,0.2
58,2,5,1,2,0,魚介類,4840,1.5,2180,0.7,3725,1.5,4397,1.4,4435,1.2,5367,1.5,4835,1.3,6536,2.5,6184,2.3
59,2,6,1,2,1,生鮮魚介,2611,0.8,1130,0.4,1885,0.8,2414,0.8,2421,0.7,2891,0.8,2237,0.6,3663,1.4,3643,1.4
60,2,6,1,2,2,塩干魚介,906,0.3,349,0.1,899,0.4,1003,0.3,612,0.2,878,0.2,901,0.2,1297,0.5,1239,0.5
61,2,6,1,2,3,魚肉練製品,547,0.2,283,0.1,258,0.1,391,0.1,612,0.2,612,0.2,855,0.2,534,0.2,618,0.2
62,2,6,1,2,4,他の魚介加工品,775,0.2,419,0.1,683,0.3,589,0.2,791,0.2,986,0.3,842,0.2,1042,0.4,685,0.3
63,2,5,1,3,0,肉類,8625,2.7,5871,1.9,6110,2.5,9306,3.0,9569,2.7,10142,2.8,7749,2.1,10848,4.1,7307,2.8
64,2,6,1,3,1,生鮮肉,7120,2.2,4914,1.6,5031,2.1,7741,2.5,8045,2.2,8423,2.3,6209,1.6,9137,3.5,5718,2.2
65,2,6,1,3,2,加工肉,1505,0.5,957,0.3,1078,0.4,1565,0.5,1524,0.4,1719,0.5,1540,0.4,1711,0.7,1589,0.6
66,2,5,1,4,0,乳卵類,4381,1.4,3411,1.1,3641,1.5,4982,1.6,4374,1.2,5063,1.4,4436,1.2,4566,1.7,3833,1.5
67,2,6,1,4,1,牛乳,1226,0.4,1046,0.3,1171,0.5,1510,0.5,1286,0.4,1160,0.3,1330,0.4,1154,0.4,1037,0.4
68,2,6,1,4,2,乳製品,2241,0.7,1675,0.6,1822,0.8,2428,0.8,2023,0.6,2697,0.7,2384,0.6,2467,0.9,2076,0.8
69,2,6,1,4,3,卵,914,0.3,690,0.2,648,0.3,1043,0.3,1065,0.3,1206,0.3,723,0.2,946,0.4,720,0.3
70,2,5,1,5,0,野菜・海藻,8676,2.7,5992,2.0,5917,2.4,8439,2.7,8235,2.3,9914,2.7,9609,2.5,10850,4.1,8774,3.3
71,2,6,1,5,1,生鮮野菜,6121,1.9,4289,1.4,4317,1.8,6094,2.0,5803,1.6,6903,1.9,6606,1.8,7776,3.0,6088,2.3
72,2,6,1,5,2,乾物・海藻,633,0.2,562,0.2,291,0.1,563,0.2,579,0.2,725,0.2,871,0.2,700,0.3,650,0.2
73,2,6,1,5,3,大豆加工品,959,0.3,606,0.2,713,0.3,892,0.3,965,0.3,1099,0.3,1104,0.3,1127,0.4,953,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,963,0.3,535,0.2,596,0.2,890,0.3,887,0.2,1187,0.3,1028,0.3,1247,0.5,1083,0.4
75,2,5,1,6,0,果物,2915,0.9,1575,0.5,1951,0.8,3084,1.0,2605,0.7,3130,0.9,3760,1.0,3346,1.3,3153,1.2
76,2,6,1,6,1,生鮮果物,2556,0.8,1416,0.5,1794,0.7,2720,0.9,2355,0.7,2669,0.7,3006,0.8,3078,1.2,2843,1.1
77,2,6,1,6,2,果物加工品,359,0.1,159,0.1,157,0.1,363,0.1,250,0.1,461,0.1,754,0.2,268,0.1,310,0.1
78,2,5,1,7,0,油脂・調味料,4126,1.3,3237,1.1,2929,1.2,3875,1.3,4402,1.2,4714,1.3,4185,1.1,5196,2.0,3732,1.4
79,2,6,1,7,1,油脂,396,0.1,397,0.1,257,0.1,350,0.1,369,0.1,353,0.1,543,0.1,516,0.2,374,0.1
80,2,6,1,7,2,調味料,3730,1.2,2840,0.9,2673,1.1,3525,1.1,4033,1.1,4362,1.2,3643,1.0,4680,1.8,3358,1.3
81,2,5,1,8,0,菓子類,8768,2.8,7262,2.4,6239,2.6,10807,3.5,9755,2.7,10556,2.9,8281,2.2,7359,2.8,7604,2.9
82,2,5,1,9,0,調理食品,13833,4.4,12478,4.1,10042,4.1,13423,4.3,12886,3.6,15613,4.3,16626,4.4,14593,5.6,13303,5.1
83,2,6,1,9,1,主食的調理食品,6771,2.1,6649,2.2,4548,1.9,6126,2.0,7340,2.0,7547,2.1,7062,1.9,6928,2.6,6989,2.7
84,2,6,1,9,2,他の調理食品,7062,2.2,5829,1.9,5493,2.3,7297,2.4,5546,1.5,8066,2.2,9564,2.5,7665,2.9,6315,2.4
85,2,5,1,10,0,飲料,5411,1.7,4787,1.6,4557,1.9,5293,1.7,6010,1.7,5822,1.6,6282,1.7,4835,1.8,4857,1.8
86,2,6,1,10,1,茶類,1234,0.4,1053,0.3,971,0.4,1034,0.3,1279,0.4,1356,0.4,1653,0.4,1238,0.5,1104,0.4
87,2,6,1,10,2,コーヒー・ココア,1398,0.4,1236,0.4,1830,0.8,1318,0.4,1731,0.5,1346,0.4,1269,0.3,1204,0.5,1216,0.5
88,2,6,1,10,3,他の飲料,2778,0.9,2498,0.8,1756,0.7,2941,1.0,3000,0.8,3120,0.9,3360,0.9,2393,0.9,2537,1.0
89,2,5,1,11,0,酒類,2879,0.9,753,0.2,1326,0.5,3140,1.0,2111,0.6,3389,0.9,2074,0.5,5795,2.2,3696,1.4
90,2,5,1,12,0,外食,18529,5.8,22216,7.3,21008,8.7,24550,7.9,19680,5.5,17390,4.8,22041,5.8,12743,4.8,9365,3.6
91,2,6,1,12,1,一般外食,17139,5.4,21718,7.2,18347,7.6,20706,6.7,17716,4.9,16189,4.5,21485,5.7,12743,4.8,9365,3.6
92,2,6,1,12,2,学校給食,1390,0.4,498,0.2,2660,1.1,3845,1.2,1964,0.5,1200,0.3,557,0.1,-,-,-,-
93,2,4,2,0,0,住居,27086,8.5,69329,22.9,17054,7.0,15322,5.0,26510,7.4,15785,4.4,56103,14.9,19594,7.5,11333,4.3
94,2,5,2,1,0,家賃地代,19488,6.1,69181,22.8,16705,6.9,14761,4.8,21941,6.1,10980,3.0,21579,5.7,8361,3.2,10044,3.8
95,2,5,2,2,0,設備修繕・維持,7598,2.4,148,0.0,349,0.1,561,0.2,4570,1.3,4804,1.3,34524,9.1,11233,4.3,1289,0.5
96,2,6,2,2,1,設備材料,1252,0.4,148,0.0,27,0.0,91,0.0,476,0.1,2418,0.7,36,0.0,6367,2.4,423,0.2
97,2,6,2,2,2,工事その他のサービス,6346,2.0,-,-,322,0.1,470,0.2,4094,1.1,2387,0.7,34487,9.1,4866,1.9,866,0.3
98,2,4,3,0,0,光熱・水道,31529,9.9,27446,9.0,33124,13.6,28670,9.3,26803,7.4,34641,9.6,35036,9.3,33555,12.8,32906,12.5
99,2,5,3,1,0,電気代,15685,4.9,15096,5.0,17590,7.2,13275,4.3,13853,3.8,16968,4.7,16805,4.5,16223,6.2,16434,6.2
100,2,5,3,2,0,ガス代,10226,3.2,7530,2.5,10394,4.3,9984,3.2,9062,2.5,11084,3.1,11475,3.0,11204,4.3,10365,3.9
101,2,5,3,3,0,他の光熱,412,0.1,232,0.1,46,0.0,13,0.0,200,0.1,670,0.2,392,0.1,1098,0.4,592,0.2
102,2,5,3,4,0,上下水道料,5206,1.6,4588,1.5,5094,2.1,5398,1.7,3687,1.0,5919,1.6,6363,1.7,5029,1.9,5514,2.1
103,2,4,4,0,0,家具・家事用品,7756,2.4,6189,2.0,6230,2.6,6472,2.1,5995,1.7,8364,2.3,8280,2.2,7478,2.8,12419,4.7
104,2,5,4,1,0,家庭用耐久財,1647,0.5,-,-,102,0.0,810,0.3,268,0.1,1426,0.4,861,0.2,2099,0.8,7144,2.7
105,2,6,4,1,1,家事用耐久財,422,0.1,-,-,102,0.0,-,-,-,-,1257,0.3,102,0.0,-,-,1582,0.6
106,2,6,4,1,2,冷暖房用器具,790,0.2,-,-,-,-,-,-,-,-,170,0.0,368,0.1,36,0.0,5562,2.1
107,2,6,4,1,3,一般家具,436,0.1,-,-,-,-,810,0.3,268,0.1,-,-,391,0.1,2063,0.8,-,-
108,2,5,4,2,0,室内装備・装飾品,132,0.0,37,0.0,-,-,3,0.0,374,0.1,119,0.0,139,0.0,262,0.1,4,0.0
109,2,5,4,3,0,寝具類,326,0.1,379,0.1,140,0.1,351,0.1,215,0.1,249,0.1,765,0.2,28,0.0,440,0.2
110,2,5,4,4,0,家事雑貨,2267,0.7,2473,0.8,1307,0.5,2671,0.9,2470,0.7,2613,0.7,3029,0.8,1254,0.5,1795,0.7
111,2,5,4,5,0,家事用消耗品,3189,1.0,3259,1.1,4365,1.8,2517,0.8,2587,0.7,3752,1.0,3232,0.9,3548,1.4,2752,1.0
112,2,5,4,6,0,家事サービス,195,0.1,41,0.0,316,0.1,119,0.0,81,0.0,205,0.1,255,0.1,287,0.1,284,0.1
113,2,4,5,0,0,被服及び履物,9234,2.9,6045,2.0,9002,3.7,11022,3.6,12180,3.4,12967,3.6,9296,2.5,3990,1.5,5621,2.1
114,2,5,5,1,0,和服,247,0.1,-,-,-,-,-,-,1497,0.4,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,4165,1.3,3080,1.0,3162,1.3,4154,1.3,5062,1.4,7786,2.2,5010,1.3,1482,0.6,1438,0.5
116,2,6,5,2,1,男子用洋服,1255,0.4,310,0.1,314,0.1,798,0.3,1580,0.4,2284,0.6,2422,0.6,816,0.3,502,0.2
117,2,6,5,2,2,婦人用洋服,2322,0.7,2055,0.7,2146,0.9,980,0.3,3336,0.9,5088,1.4,2322,0.6,665,0.3,788,0.3
118,2,6,5,2,3,子供用洋服,587,0.2,715,0.2,703,0.3,2376,0.8,145,0.0,415,0.1,265,0.1,-,-,147,0.1
119,2,5,5,3,0,シャツ・セーター類,1147,0.4,264,0.1,776,0.3,1679,0.5,1254,0.3,1655,0.5,1096,0.3,518,0.2,1242,0.5
120,2,6,5,3,1,男子用シャツ・セーター類,238,0.1,154,0.1,-,-,344,0.1,446,0.1,350,0.1,196,0.1,191,0.1,27,0.0
121,2,6,5,3,2,婦人用シャツ・セーター類,804,0.3,110,0.0,569,0.2,1088,0.4,702,0.2,1170,0.3,795,0.2,328,0.1,1215,0.5
122,2,6,5,3,3,子供用シャツ・セーター類,105,0.0,-,-,206,0.1,248,0.1,107,0.0,135,0.0,105,0.0,-,-,-,-
123,2,5,5,4,0,下着類,1039,0.3,911,0.3,1816,0.7,1637,0.5,563,0.2,449,0.1,1236,0.3,852,0.3,1231,0.5
124,2,6,5,4,1,男子用下着類,270,0.1,280,0.1,764,0.3,61,0.0,204,0.1,184,0.1,113,0.0,352,0.1,415,0.2
125,2,6,5,4,2,婦人用下着類,697,0.2,608,0.2,873,0.4,1259,0.4,320,0.1,246,0.1,1106,0.3,500,0.2,816,0.3
126,2,6,5,4,3,子供用下着類,73,0.0,22,0.0,178,0.1,318,0.1,40,0.0,18,0.0,16,0.0,-,-,-,-
127,2,5,5,5,0,生地・糸類,49,0.0,16,0.0,142,0.1,92,0.0,53,0.0,19,0.0,32,0.0,49,0.0,9,0.0
128,2,5,5,6,0,他の被服,861,0.3,655,0.2,693,0.3,1148,0.4,1456,0.4,1208,0.3,345,0.1,293,0.1,637,0.2
129,2,5,5,7,0,履物類,1366,0.4,732,0.2,2344,1.0,2022,0.7,1659,0.5,1554,0.4,1360,0.4,626,0.2,411,0.2
130,2,5,5,8,0,被服関連サービス,359,0.1,388,0.1,69,0.0,290,0.1,636,0.2,296,0.1,217,0.1,171,0.1,652,0.2
131,2,4,6,0,0,保健医療,16818,5.3,26320,8.7,14578,6.0,11353,3.7,15560,4.3,22461,6.2,13229,3.5,10690,4.1,22000,8.4
132,2,5,6,1,0,医薬品,2763,0.9,1651,0.5,1940,0.8,2316,0.7,2451,0.7,3424,0.9,3221,0.9,3480,1.3,3015,1.1
133,2,5,6,2,0,健康保持用摂取品,847,0.3,144,0.0,586,0.2,507,0.2,102,0.0,925,0.3,972,0.3,783,0.3,2631,1.0
134,2,5,6,3,0,保健医療用品・器具,4506,1.4,12719,4.2,5765,2.4,4584,1.5,4804,1.3,4256,1.2,3150,0.8,2625,1.0,1327,0.5
135,2,5,6,4,0,保健医療サービス,8702,2.7,11805,3.9,6287,2.6,3945,1.3,8203,2.3,13856,3.8,5887,1.6,3802,1.4,15026,5.7
136,2,4,7,0,0,交通・通信,30444,9.6,19847,6.5,16761,6.9,22583,7.3,36594,10.2,42900,11.9,38346,10.2,31642,12.0,22778,8.7
137,2,5,7,1,0,交通,7641,2.4,5407,1.8,2947,1.2,5487,1.8,12177,3.4,10169,2.8,7364,2.0,8596,3.3,5171,2.0
138,2,5,7,2,0,自動車等関係費,11537,3.6,3917,1.3,6211,2.6,7962,2.6,14315,4.0,19767,5.5,16842,4.5,8661,3.3,7267,2.8
139,2,6,7,2,1,自動車等購入,1719,0.5,-,-,-,-,-,-,-,-,10964,3.0,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1088,0.3,-,-,-,-,901,0.3,2978,0.8,-,-,3596,1.0,-,-,-,-
141,2,6,7,2,3,自動車等維持,8730,2.8,3917,1.3,6211,2.6,7061,2.3,11337,3.1,8803,2.4,13246,3.5,8661,3.3,7267,2.8
142,2,5,7,3,0,通信,11266,3.6,10523,3.5,7602,3.1,9134,3.0,10102,2.8,12964,3.6,14140,3.7,14385,5.5,10340,3.9
143,2,4,8,0,0,教育,26556,8.4,934,0.3,15211,6.3,45632,14.8,67031,18.6,26582,7.4,22874,6.1,-,-,5073,1.9
144,2,5,8,1,0,授業料等,19444,6.1,750,0.2,10189,4.2,24295,7.9,57746,16.0,19080,5.3,19982,5.3,-,-,-,-
145,2,5,8,2,0,教科書・学習参考教材,665,0.2,-,-,-,-,274,0.1,288,0.1,14,0.0,47,0.0,-,-,4474,1.7
146,2,5,8,3,0,補習教育,6447,2.0,184,0.1,5022,2.1,21063,6.8,8997,2.5,7487,2.1,2846,0.8,-,-,599,0.2
147,2,4,9,0,0,教養娯楽,33107,10.4,40767,13.4,29357,12.1,33991,11.0,35887,10.0,30903,8.6,53421,14.2,19111,7.3,20337,7.7
148,2,5,9,1,0,教養娯楽用耐久財,1869,0.6,1328,0.4,29,0.0,50,0.0,4090,1.1,68,0.0,7427,2.0,167,0.1,539,0.2
149,2,5,9,2,0,教養娯楽用品,7693,2.4,4998,1.6,14482,6.0,4793,1.6,9192,2.6,7892,2.2,13351,3.5,2756,1.0,3930,1.5
150,2,5,9,3,0,書籍・他の印刷物,2722,0.9,1946,0.6,1281,0.5,2409,0.8,3007,0.8,2791,0.8,3623,1.0,3191,1.2,2777,1.1
151,2,5,9,4,0,教養娯楽サービス,20823,6.6,32494,10.7,13565,5.6,26740,8.7,19599,5.4,20152,5.6,29021,7.7,12997,4.9,13091,5.0
152,2,6,9,4,1,宿泊料,3100,1.0,5636,1.9,1176,0.5,1804,0.6,1337,0.4,2356,0.7,9590,2.5,3208,1.2,640,0.2
153,2,6,9,4,2,パック旅行費,1727,0.5,8084,2.7,-,-,1506,0.5,-,-,991,0.3,4769,1.3,403,0.2,335,0.1
154,2,6,9,4,3,月謝類,4457,1.4,2605,0.9,5116,2.1,10600,3.4,3846,1.1,5916,1.6,3220,0.9,1259,0.5,1672,0.6
155,2,6,9,4,4,他の教養娯楽サービス,11540,3.6,16169,5.3,7273,3.0,12831,4.2,14416,4.0,10890,3.0,11442,3.0,8127,3.1,10444,4.0
156,2,4,10,0,0,その他の消費支出,44879,14.2,30676,10.1,29252,12.1,35161,11.4,42355,11.8,68007,18.8,43738,11.6,43817,16.7,52256,19.9
157,2,5,10,1,0,諸雑費,26635,8.4,25156,8.3,15875,6.5,24170,7.8,24028,6.7,41377,11.5,21883,5.8,21907,8.3,32140,12.2
158,2,6,10,1,1,理美容サービス,4034,1.3,4879,1.6,3748,1.5,3692,1.2,5418,1.5,4744,1.3,4310,1.1,2437,0.9,2517,1.0
159,2,6,10,1,2,理美容用品,5154,1.6,8003,2.6,4286,1.8,3123,1.0,5032,1.4,6153,1.7,6724,1.8,4813,1.8,3748,1.4
160,2,6,10,1,3,身の回り用品,3506,1.1,937,0.3,616,0.3,2296,0.7,3712,1.0,12282,3.4,1464,0.4,2352,0.9,542,0.2
161,2,6,10,1,4,たばこ,909,0.3,548,0.2,889,0.4,403,0.1,1350,0.4,641,0.2,972,0.3,1604,0.6,782,0.3
162,2,6,10,1,5,他の諸雑費,13033,4.1,10788,3.6,6336,2.6,14656,4.7,8516,2.4,17557,4.9,8413,2.2,10702,4.1,24552,9.3
163,2,5,10,2,0,こづかい,7138,2.3,-,-,2973,1.2,836,0.3,7723,2.1,16567,4.6,10215,2.7,6458,2.5,6386,2.4
164,2,5,10,3,0,交際費,10581,3.3,5520,1.8,10404,4.3,10154,3.3,8836,2.5,8734,2.4,11640,3.1,15366,5.8,13601,5.2
165,2,6,10,3,0,食料,2328,0.7,2443,0.8,2473,1.0,2397,0.8,1905,0.5,1695,0.5,2243,0.6,2001,0.8,3777,1.4
166,2,6,10,3,0,家具・家事用品,166,0.1,-,-,18,0.0,292,0.1,31,0.0,114,0.0,723,0.2,57,0.0,0,0.0
167,2,6,10,3,0,被服及び履物,158,0.0,161,0.1,-,-,-,-,347,0.1,139,0.0,277,0.1,262,0.1,-,-
168,2,6,10,3,0,教養娯楽,233,0.1,-,-,159,0.1,62,0.0,74,0.0,856,0.2,104,0.0,263,0.1,163,0.1
169,2,6,10,3,0,他の物品サービス,329,0.1,55,0.0,254,0.1,741,0.2,225,0.1,104,0.0,89,0.0,-,-,1062,0.4
170,2,6,10,3,6,贈与金,2138,0.7,253,0.1,-,-,1030,0.3,1670,0.5,2613,0.7,2435,0.6,2453,0.9,5459,2.1
171,2,6,10,3,7,他の交際費,5229,1.6,2607,0.9,7501,3.1,5632,1.8,4584,1.3,3213,0.9,5770,1.5,10330,3.9,3140,1.2
172,2,5,10,4,0,仕送り金,526,0.2,-,-,-,-,-,-,1768,0.5,1329,0.4,-,-,86,0.0,129,0.0
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,28785,9.1,1793,0.6,18698,7.7,50550,16.4,69850,19.4,29628,8.2,23721,6.3,257,0.1,5790,2.2
175,2,3,0,0,0,（再掲）教養娯楽関係費,37908,12.0,44176,14.6,31375,12.9,37818,12.2,40819,11.3,37188,10.3,59423,15.7,28020,10.7,22223,8.4
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,2664,0.8,253,0.1,-,-,1030,0.3,3438,1.0,3942,1.1,2435,0.6,2540,1.0,5588,2.1
