1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
29,1,4,0,0,0,社会保障給付,8018,1.4,-,-,25655,4.6,18374,2.6,1950,0.3,6194,0.9,4110,0.6,8173,1.6,4726,1.6
30,1,5,0,0,0,公的年金給付,52,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,394,0.1
31,1,5,0,0,0,他の社会保障給付,7967,1.4,-,-,25655,4.6,18374,2.6,1950,0.3,6194,0.9,4110,0.6,8173,1.6,4332,1.5
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,15565,2.6,22577,3.6,12802,2.3,16598,2.4,28934,4.7,24232,3.3,11350,1.8,2777,0.5,2355,0.8
34,1,3,0,0,0,受贈金,5883,1,907,0.1,2151,0.4,8668,1.2,22460,3.6,2664,0.4,4497,0.7,726,0.1,-,-
35,1,3,0,0,0,他の特別収入,9683,1.6,21670,3.5,10650,1.9,7930,1.1,6473,1,21568,3,6853,1.1,2051,0.4,2355,0.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),567094,-,473800,-,477261,-,619783,-,562800,-,686835,-,565752,-,636416,-,440653,-
37,1,2,0,0,0,預貯金引出,400015,-,232883,-,314366,-,415379,-,412476,-,471623,-,424318,-,529163,-,317960,-
38,1,2,0,0,0,保険金,15805,-,-,-,-,-,-,-,-,-,43813,-,-,-,16135,-,56252,-
39,1,3,0,0,0,個人・企業年金保険金,9229,-,-,-,-,-,-,-,-,-,-,-,-,-,16135,-,56252,-
40,1,3,0,0,0,他の保険金,6575,-,-,-,-,-,-,-,-,-,43813,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,150856,-,240078,-,162895,-,204344,-,148579,-,171248,-,141048,-,91118,-,66441,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,419,-,839,-,-,-,60,-,1745,-,152,-,385,-,-,-,-,-
47,1,1,0,0,0,繰入金,302843,-,310983,-,434678,-,386755,-,381882,-,133435,-,189151,-,142276,-,498683,-
48,2,0,0,0,0,支払,1458067,-,1406203,-,1469574,-,1706354,-,1566434,-,1546552,-,1389593,-,1287029,-,1226822,-
49,2,1,0,0,0,実支出,484745,-,522559,-,373169,-,493951,-,516153,-,561446,-,545307,-,387126,-,412889,-
50,2,2,0,0,0,生計支出,374777,-,404751,-,284629,-,369942,-,417508,-,402693,-,412171,-,293996,-,364319,-
51,2,3,0,0,0,消費支出,374777,100,404751,100,284629,100,369942,100,417508,100,402693,100,412171,100,293996,100,364319,100
52,2,4,1,0,0,食料,97737,26.1,87762,21.7,80908,28.4,104358,28.2,98868,23.7,99305,24.7,113431,27.5,97810,33.3,87527,24
53,2,5,1,1,0,穀類,7208,1.9,5925,1.5,5041,1.8,8484,2.3,7455,1.8,7450,1.9,8316,2,6996,2.4,6490,1.8
54,2,6,1,1,1,米類,1544,0.4,1349,0.3,865,0.3,1314,0.4,1607,0.4,1784,0.4,2148,0.5,1319,0.4,1525,0.4
55,2,6,1,1,2,パン,3264,0.9,2603,0.6,2253,0.8,4051,1.1,3397,0.8,3050,0.8,3655,0.9,3309,1.1,3141,0.9
56,2,6,1,1,3,麺類,1721,0.5,1121,0.3,1523,0.5,2206,0.6,1883,0.5,2033,0.5,1757,0.4,1699,0.6,1191,0.3
57,2,6,1,1,4,他の穀類,679,0.2,852,0.2,401,0.1,914,0.2,568,0.1,584,0.1,755,0.2,669,0.2,634,0.2
58,2,5,1,2,0,魚介類,5335,1.4,3097,0.8,3251,1.1,5727,1.5,3849,0.9,4961,1.2,6449,1.6,6561,2.2,7545,2.1
59,2,6,1,2,1,生鮮魚介,2866,0.8,1772,0.4,1815,0.6,3104,0.8,1736,0.4,2683,0.7,3381,0.8,3588,1.2,4287,1.2
60,2,6,1,2,2,塩干魚介,1006,0.3,438,0.1,708,0.2,1202,0.3,806,0.2,809,0.2,1054,0.3,1350,0.5,1470,0.4
61,2,6,1,2,3,魚肉練製品,622,0.2,351,0.1,229,0.1,584,0.2,547,0.1,708,0.2,911,0.2,672,0.2,716,0.2
62,2,6,1,2,4,他の魚介加工品,842,0.2,536,0.1,500,0.2,837,0.2,759,0.2,761,0.2,1103,0.3,950,0.3,1071,0.3
63,2,5,1,3,0,肉類,9370,2.5,6064,1.5,7033,2.5,10082,2.7,10666,2.6,11037,2.7,10093,2.4,11009,3.7,6787,1.9
64,2,6,1,3,1,生鮮肉,7805,2.1,5253,1.3,5668,2,8433,2.3,9029,2.2,9631,2.4,8007,1.9,9004,3.1,5525,1.5
65,2,6,1,3,2,加工肉,1565,0.4,810,0.2,1365,0.5,1650,0.4,1637,0.4,1406,0.3,2086,0.5,2005,0.7,1262,0.3
66,2,5,1,4,0,乳卵類,4452,1.2,3731,0.9,3822,1.3,5375,1.5,4347,1,4834,1.2,4606,1.1,4454,1.5,3871,1.1
67,2,6,1,4,1,牛乳,1307,0.3,1025,0.3,1186,0.4,1669,0.5,1426,0.3,1272,0.3,1506,0.4,1168,0.4,999,0.3
68,2,6,1,4,2,乳製品,2240,0.6,2092,0.5,1919,0.7,2644,0.7,2009,0.5,2481,0.6,2217,0.5,2381,0.8,1997,0.5
69,2,6,1,4,3,卵,905,0.2,614,0.2,716,0.3,1061,0.3,913,0.2,1082,0.3,883,0.2,905,0.3,875,0.2
70,2,5,1,5,0,野菜・海藻,9180,2.4,6185,1.5,5892,2.1,10290,2.8,8119,1.9,9649,2.4,10895,2.6,11113,3.8,9178,2.5
71,2,6,1,5,1,生鮮野菜,6470,1.7,4245,1,4239,1.5,7355,2,5727,1.4,6674,1.7,7723,1.9,7944,2.7,6382,1.8
72,2,6,1,5,2,乾物・海藻,591,0.2,452,0.1,448,0.2,673,0.2,613,0.1,550,0.1,683,0.2,630,0.2,574,0.2
73,2,6,1,5,3,大豆加工品,1065,0.3,831,0.2,657,0.2,1161,0.3,968,0.2,1239,0.3,1170,0.3,1232,0.4,1028,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,657,0.2,548,0.2,1102,0.3,811,0.2,1186,0.3,1318,0.3,1307,0.4,1194,0.3
75,2,5,1,6,0,果物,3158,0.8,2088,0.5,2472,0.9,2844,0.8,2360,0.6,3284,0.8,3900,0.9,3947,1.3,3894,1.1
76,2,6,1,6,1,生鮮果物,2779,0.7,1891,0.5,2260,0.8,2678,0.7,2076,0.5,2854,0.7,3219,0.8,3637,1.2,3283,0.9
77,2,6,1,6,2,果物加工品,379,0.1,197,0,212,0.1,166,0,284,0.1,430,0.1,682,0.2,309,0.1,611,0.2
78,2,5,1,7,0,油脂・調味料,4226,1.1,3657,0.9,3368,1.2,4372,1.2,3902,0.9,4618,1.1,5177,1.3,4580,1.6,3544,1
79,2,6,1,7,1,油脂,344,0.1,300,0.1,262,0.1,456,0.1,274,0.1,438,0.1,341,0.1,340,0.1,284,0.1
80,2,6,1,7,2,調味料,3882,1,3357,0.8,3106,1.1,3915,1.1,3628,0.9,4180,1,4836,1.2,4239,1.4,3261,0.9
81,2,5,1,8,0,菓子類,8264,2.2,6625,1.6,7252,2.5,8742,2.4,10297,2.5,9154,2.3,8117,2,7069,2.4,7459,2
82,2,5,1,9,0,調理食品,14066,3.8,11815,2.9,12212,4.3,12626,3.4,14195,3.4,13413,3.3,17186,4.2,16159,5.5,13627,3.7
83,2,6,1,9,1,主食的調理食品,6284,1.7,5740,1.4,3910,1.4,5395,1.5,7340,1.8,5806,1.4,7206,1.7,7619,2.6,6263,1.7
84,2,6,1,9,2,他の調理食品,7782,2.1,6076,1.5,8302,2.9,7231,2,6855,1.6,7607,1.9,9980,2.4,8540,2.9,7365,2
85,2,5,1,10,0,飲料,5913,1.6,5585,1.4,3831,1.3,4956,1.3,6992,1.7,6358,1.6,7110,1.7,5734,2,5570,1.5
86,2,6,1,10,1,茶類,1246,0.3,1299,0.3,810,0.3,784,0.2,1401,0.3,1305,0.3,1214,0.3,1885,0.6,1206,0.3
87,2,6,1,10,2,コーヒー・ココア,1609,0.4,1750,0.4,1063,0.4,1489,0.4,2071,0.5,1423,0.4,2192,0.5,1316,0.4,1284,0.4
88,2,6,1,10,3,他の飲料,3059,0.8,2537,0.6,1957,0.7,2684,0.7,3520,0.8,3629,0.9,3703,0.9,2534,0.9,3081,0.8
89,2,5,1,11,0,酒類,3366,0.9,1052,0.3,1990,0.7,3241,0.9,2437,0.6,4367,1.1,3386,0.8,5122,1.7,4299,1.2
90,2,5,1,12,0,外食,23199,6.2,31939,7.9,24744,8.7,27619,7.5,24247,5.8,20180,5,28198,6.8,15067,5.1,15263,4.2
91,2,6,1,12,1,一般外食,21605,5.8,31441,7.8,22666,8,23287,6.3,20647,4.9,18953,4.7,27752,6.7,15067,5.1,15263,4.2
92,2,6,1,12,2,学校給食,1593,0.4,498,0.1,2078,0.7,4332,1.2,3601,0.9,1227,0.3,445,0.1,-,-,-,-
93,2,4,2,0,0,住居,36131,9.6,58647,14.5,11734,4.1,16332,4.4,27028,6.5,34018,8.4,28579,6.9,12794,4.4,97869,26.9
94,2,5,2,1,0,家賃地代,20761,5.5,55386,13.7,11387,4,15731,4.3,21359,5.1,18093,4.5,25038,6.1,12212,4.2,12823,3.5
95,2,5,2,2,0,設備修繕・維持,15371,4.1,3262,0.8,347,0.1,601,0.2,5668,1.4,15925,4,3541,0.9,583,0.2,85047,23.3
96,2,6,2,2,1,設備材料,2679,0.7,674,0.2,347,0.1,118,0,182,0,13895,3.5,145,0,482,0.2,2928,0.8
97,2,6,2,2,2,工事その他のサービス,12692,3.4,2588,0.6,-,-,483,0.1,5486,1.3,2030,0.5,3396,0.8,101,0,82119,22.5
98,2,4,3,0,0,光熱・水道,30682,8.2,20291,5,28837,10.1,26143,7.1,30569,7.3,35808,8.9,35081,8.5,37587,12.8,27255,7.5
99,2,5,3,1,0,電気代,13616,3.6,10615,2.6,13233,4.6,10850,2.9,14026,3.4,16645,4.1,15033,3.6,16291,5.5,11057,3
100,2,5,3,2,0,ガス代,10400,2.8,6751,1.7,10416,3.7,11042,3,9643,2.3,9803,2.4,13061,3.2,12354,4.2,9119,2.5
101,2,5,3,3,0,他の光熱,629,0.2,58,0,147,0.1,110,0,271,0.1,921,0.2,1011,0.2,952,0.3,1236,0.3
102,2,5,3,4,0,上下水道料,6037,1.6,2868,0.7,5042,1.8,4141,1.1,6629,1.6,8439,2.1,5975,1.4,7989,2.7,5843,1.6
103,2,4,4,0,0,家具・家事用品,11419,3,11146,2.8,10728,3.8,9763,2.6,12565,3,13700,3.4,15962,3.9,7817,2.7,8015,2.2
104,2,5,4,1,0,家庭用耐久財,2944,0.8,326,0.1,1070,0.4,2225,0.6,4710,1.1,3005,0.7,8348,2,204,0.1,1053,0.3
105,2,6,4,1,1,家事用耐久財,2192,0.6,220,0.1,764,0.3,1503,0.4,4623,1.1,2640,0.7,5104,1.2,-,-,645,0.2
106,2,6,4,1,2,冷暖房用器具,639,0.2,-,-,306,0.1,266,0.1,87,0,365,0.1,3243,0.8,204,0.1,101,0
107,2,6,4,1,3,一般家具,114,0,106,0,-,-,455,0.1,-,-,-,-,-,-,-,-,307,0.1
108,2,5,4,2,0,室内装備・装飾品,517,0.1,1211,0.3,158,0.1,324,0.1,240,0.1,616,0.2,783,0.2,511,0.2,362,0.1
109,2,5,4,3,0,寝具類,1000,0.3,640,0.2,942,0.3,578,0.2,1235,0.3,2688,0.7,29,0,1351,0.5,320,0.1
110,2,5,4,4,0,家事雑貨,3275,0.9,6517,1.6,4346,1.5,2903,0.8,2595,0.6,3175,0.8,2665,0.6,2416,0.8,3044,0.8
111,2,5,4,5,0,家事用消耗品,3355,0.9,2427,0.6,4029,1.4,3621,1,2900,0.7,3862,1,3769,0.9,3148,1.1,2949,0.8
112,2,5,4,6,0,家事サービス,328,0.1,25,0,182,0.1,111,0,883,0.2,355,0.1,369,0.1,187,0.1,288,0.1
113,2,4,5,0,0,被服及び履物,12987,3.5,17980,4.4,9463,3.3,10777,2.9,14891,3.6,15621,3.9,16838,4.1,9384,3.2,7772,2.1
114,2,5,5,1,0,和服,100,0,-,-,-,-,-,-,664,0.2,21,0,-,-,-,-,-,-
115,2,5,5,2,0,洋服,6634,1.8,12059,3,4014,1.4,5339,1.4,7133,1.7,8545,2.1,8265,2,4348,1.5,3290,0.9
116,2,6,5,2,1,男子用洋服,2651,0.7,7932,2,375,0.1,1128,0.3,2229,0.5,3987,1,3219,0.8,2144,0.7,743,0.2
117,2,6,5,2,2,婦人用洋服,3379,0.9,3061,0.8,1991,0.7,2344,0.6,4339,1,4357,1.1,5045,1.2,2204,0.7,2546,0.7
118,2,6,5,2,3,子供用洋服,605,0.2,1067,0.3,1648,0.6,1868,0.5,565,0.1,200,0,-,-,-,-,-,-
119,2,5,5,3,0,シャツ・セーター類,2178,0.6,3730,0.9,1280,0.4,1461,0.4,2608,0.6,2063,0.5,2784,0.7,1305,0.4,2150,0.6
120,2,6,5,3,1,男子用シャツ・セーター類,930,0.2,1890,0.5,466,0.2,307,0.1,1133,0.3,1111,0.3,1016,0.2,521,0.2,1035,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1084,0.3,1496,0.4,387,0.1,694,0.2,1289,0.3,945,0.2,1731,0.4,785,0.3,1115,0.3
122,2,6,5,3,3,子供用シャツ・セーター類,164,0,344,0.1,426,0.1,460,0.1,186,0,7,0,37,0,-,-,-,-
123,2,5,5,4,0,下着類,875,0.2,425,0.1,1151,0.4,1296,0.4,621,0.1,431,0.1,1255,0.3,1126,0.4,718,0.2
124,2,6,5,4,1,男子用下着類,385,0.1,68,0,162,0.1,502,0.1,111,0,143,0,708,0.2,768,0.3,507,0.1
125,2,6,5,4,2,婦人用下着類,390,0.1,327,0.1,510,0.2,609,0.2,397,0.1,240,0.1,486,0.1,358,0.1,211,0.1
126,2,6,5,4,3,子供用下着類,100,0,30,0,479,0.2,185,0.1,112,0,48,0,61,0,-,-,-,-
127,2,5,5,5,0,生地・糸類,77,0,13,0,6,0,115,0,52,0,176,0,152,0,10,0,16,0
128,2,5,5,6,0,他の被服,1333,0.4,899,0.2,925,0.3,558,0.2,1428,0.3,1775,0.4,3013,0.7,871,0.3,637,0.2
129,2,5,5,7,0,履物類,1475,0.4,794,0.2,1601,0.6,1768,0.5,1851,0.4,2335,0.6,1203,0.3,1204,0.4,697,0.2
130,2,5,5,8,0,被服関連サービス,316,0.1,59,0,486,0.2,239,0.1,535,0.1,275,0.1,167,0,520,0.2,264,0.1
131,2,4,6,0,0,保健医療,14406,3.8,14188,3.5,21567,7.6,10854,2.9,18126,4.3,13548,3.4,15456,3.7,11193,3.8,12386,3.4
132,2,5,6,1,0,医薬品,2538,0.7,1099,0.3,1748,0.6,2754,0.7,2182,0.5,3008,0.7,3154,0.8,3221,1.1,2378,0.7
133,2,5,6,2,0,健康保持用摂取品,943,0.3,23,0,361,0.1,436,0.1,605,0.1,1027,0.3,1633,0.4,626,0.2,2278,0.6
134,2,5,6,3,0,保健医療用品・器具,3575,1,3968,1,6391,2.2,3767,1,4279,1,2029,0.5,4293,1,3504,1.2,1602,0.4
135,2,5,6,4,0,保健医療サービス,7350,2,9099,2.2,13066,4.6,3897,1.1,11060,2.6,7485,1.9,6377,1.5,3842,1.3,6128,1.7
136,2,4,7,0,0,交通・通信,37494,10,23452,5.8,21404,7.5,63692,17.2,46496,11.1,34729,8.6,37660,9.1,30577,10.4,28412,7.8
137,2,5,7,1,0,交通,10219,2.7,11069,2.7,6040,2.1,9420,2.5,21277,5.1,8882,2.2,7571,1.8,8107,2.8,7088,1.9
138,2,5,7,2,0,自動車等関係費,13393,3.6,5434,1.3,7074,2.5,43125,11.7,12601,3,7285,1.8,10161,2.5,6923,2.4,8350,2.3
139,2,6,7,2,1,自動車等購入,4116,1.1,-,-,-,-,29492,8,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,948,0.3,-,-,773,0.3,257,0.1,3261,0.8,-,-,2564,0.6,-,-,-,-
141,2,6,7,2,3,自動車等維持,8329,2.2,5434,1.3,6301,2.2,13377,3.6,9340,2.2,7285,1.8,7597,1.8,6923,2.4,8350,2.3
142,2,5,7,3,0,通信,13882,3.7,6949,1.7,8290,2.9,11147,3,12617,3,18563,4.6,19929,4.8,15547,5.3,12975,3.6
143,2,4,8,0,0,教育,22961,6.1,2051,0.5,9298,3.3,36829,10,68789,16.5,23933,5.9,21721,5.3,-,-,641,0.2
144,2,5,8,1,0,授業料等,13877,3.7,1706,0.4,6716,2.4,6184,1.7,51287,12.3,17082,4.2,15544,3.8,-,-,-,-
145,2,5,8,2,0,教科書・学習参考教材,240,0.1,182,0,-,-,819,0.2,327,0.1,290,0.1,78,0,-,-,52,0
146,2,5,8,3,0,補習教育,8844,2.4,163,0,2582,0.9,29825,8.1,17175,4.1,6561,1.6,6099,1.5,-,-,589,0.2
147,2,4,9,0,0,教養娯楽,49387,13.2,132585,32.8,50656,17.8,45932,12.4,38912,9.3,36258,9,45418,11,30319,10.3,41876,11.5
148,2,5,9,1,0,教養娯楽用耐久財,5631,1.5,1334,0.3,15782,5.5,6645,1.8,8460,2,5452,1.4,3160,0.8,5582,1.9,1120,0.3
149,2,5,9,2,0,教養娯楽用品,8243,2.2,6441,1.6,4543,1.6,8713,2.4,7293,1.7,11368,2.8,14552,3.5,5262,1.8,4365,1.2
150,2,5,9,3,0,書籍・他の印刷物,3098,0.8,3384,0.8,2204,0.8,3488,0.9,3196,0.8,2889,0.7,3128,0.8,3331,1.1,2932,0.8
151,2,5,9,4,0,教養娯楽サービス,32414,8.6,121425,30,28127,9.9,27085,7.3,19963,4.8,16549,4.1,24578,6,16145,5.5,33458,9.2
152,2,6,9,4,1,宿泊料,4921,1.3,9155,2.3,10637,3.7,3788,1,576,0.1,3579,0.9,5041,1.2,4406,1.5,6308,1.7
153,2,6,9,4,2,パック旅行費,10671,2.8,97465,24.1,-,-,27,0,1059,0.3,1856,0.5,6555,1.6,1345,0.5,1457,0.4
154,2,6,9,4,3,月謝類,4745,1.3,3157,0.8,8592,3,9978,2.7,6546,1.6,2276,0.6,4070,1,1701,0.6,2133,0.6
155,2,6,9,4,4,他の教養娯楽サービス,12077,3.2,11647,2.9,8898,3.1,13292,3.6,11782,2.8,8838,2.2,8913,2.2,8693,3,23559,6.5
156,2,4,10,0,0,その他の消費支出,61571,16.4,36649,9.1,40036,14.1,45262,12.2,61265,14.7,95772,23.8,82024,19.9,56514,19.2,52565,14.4
157,2,5,10,1,0,諸雑費,27302,7.3,22649,5.6,24916,8.8,25799,7,28578,6.8,33267,8.3,27623,6.7,29281,10,23301,6.4
158,2,6,10,1,1,理美容サービス,3521,0.9,3305,0.8,3044,1.1,3886,1.1,3455,0.8,2489,0.6,5429,1.3,2931,1,3225,0.9
159,2,6,10,1,2,理美容用品,5360,1.4,6957,1.7,4220,1.5,6439,1.7,5981,1.4,6557,1.6,5844,1.4,4619,1.6,1849,0.5
160,2,6,10,1,3,身の回り用品,2663,0.7,1782,0.4,7710,2.7,2640,0.7,2409,0.6,4109,1,1049,0.3,1120,0.4,1950,0.5
161,2,6,10,1,4,たばこ,1010,0.3,221,0.1,1348,0.5,1061,0.3,1394,0.3,864,0.2,958,0.2,1338,0.5,806,0.2
162,2,6,10,1,5,他の諸雑費,14748,3.9,10384,2.6,8594,3,11773,3.2,15340,3.7,19246,4.8,14343,3.5,19273,6.6,15470,4.2
163,2,5,10,2,0,こづかい,8474,2.3,1484,0.4,211,0.1,2363,0.6,12537,3,15542,3.9,19773,4.8,2677,0.9,4874,1.3
164,2,5,10,3,0,交際費,21326,5.7,12517,3.1,14909,5.2,17100,4.6,16265,3.9,22609,5.6,34628,8.4,24350,8.3,22679,6.2
165,2,6,10,3,0,食料,4010,1.1,5998,1.5,2480,0.9,2198,0.6,2009,0.5,3232,0.8,4330,1.1,3955,1.3,8300,2.3
166,2,6,10,3,0,家具・家事用品,248,0.1,224,0.1,-,-,-,-,363,0.1,-,-,967,0.2,283,0.1,5,0
167,2,6,10,3,0,被服及び履物,256,0.1,-,-,92,0,206,0.1,497,0.1,124,0,190,0,880,0.3,-,-
168,2,6,10,3,0,教養娯楽,2072,0.6,3095,0.8,44,0,80,0,315,0.1,1105,0.3,9977,2.4,256,0.1,590,0.2
169,2,6,10,3,0,他の物品サービス,164,0,470,0.1,-,-,125,0,156,0,65,0,66,0,251,0.1,249,0.1
170,2,6,10,3,6,贈与金,8785,2.3,818,0.2,5846,2.1,7910,2.1,7837,1.9,12225,3,13072,3.2,9815,3.3,8553,2.3
171,2,6,10,3,7,他の交際費,5792,1.5,1912,0.5,6448,2.3,6580,1.8,5088,1.2,5859,1.5,6027,1.5,8910,3,4982,1.4
172,2,5,10,4,0,仕送り金,4470,1.2,-,-,-,-,-,-,3884,0.9,24354,6,-,-,207,0.1,1711,0.5
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,26051,7,2957,0.7,12471,4.4,42526,11.5,76913,18.4,26228,6.5,22999,5.6,1622,0.6,1040,0.3
175,2,3,0,0,0,（再掲）教養娯楽関係費,56647,15.1,144633,35.7,53454,18.8,50194,13.6,46982,11.3,39841,9.9,60841,14.8,35052,11.9,48186,13.2
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13254,3.5,818,0.2,5846,2.1,7910,2.1,11722,2.8,36579,9.1,13072,3.2,10022,3.4,10264,2.8
177,2,3,0,0,0,（再掲）経常消費支出,258572,69,250954,62,215694,75.8,247735,67,279607,67,260048,64.6,298930,72.5,242935,82.6,245691,67.4
178,2,3,0,0,0,（再掲）情報通信関係費,17238,4.6,10214,2.5,10158,3.6,15261,4.1,17359,4.2,20475,5.1,18598,4.5,21677,7.4,19409,5.3
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,321275,85.7,345286,85.3,267049,93.8,316208,85.5,378758,90.7,332096,82.5,370520,89.9,271180,92.2,256185,70.3
