1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
70,2,5,1,5,0,野菜・海藻,9266,2.4,8269,2.9,9798,2.3,5156,2.6,x,x,8886,2.9,9725,2.2
71,2,6,1,5,1,生鮮野菜,6585,1.7,6047,2.1,6973,1.6,3206,1.6,x,x,6039,2.0,7068,1.6
72,2,6,1,5,2,乾物・海藻,599,0.2,408,0.1,647,0.2,688,0.3,x,x,614,0.2,589,0.1
73,2,6,1,5,3,大豆加工品,1029,0.3,877,0.3,1066,0.3,630,0.3,x,x,1214,0.4,1056,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,938,0.3,1111,0.3,631,0.3,x,x,1020,0.3,1012,0.2
75,2,5,1,6,0,果物,3108,0.8,3225,1.1,3203,0.8,1381,0.7,x,x,2761,0.9,3306,0.8
76,2,6,1,6,1,生鮮果物,2711,0.7,2777,1.0,2793,0.7,1160,0.6,x,x,2514,0.8,2895,0.7
77,2,6,1,6,2,果物加工品,396,0.1,448,0.2,410,0.1,221,0.1,-,-,247,0.1,411,0.1
78,2,5,1,7,0,油脂・調味料,4130,1.1,3783,1.3,4400,1.0,2991,1.5,x,x,3285,1.1,4142,1.0
79,2,6,1,7,1,油脂,391,0.1,353,0.1,418,0.1,236,0.1,x,x,327,0.1,391,0.1
80,2,6,1,7,2,調味料,3739,1.0,3430,1.2,3982,0.9,2755,1.4,x,x,2958,1.0,3751,0.9
81,2,5,1,8,0,菓子類,9076,2.4,7209,2.5,9954,2.3,6397,3.2,x,x,7510,2.5,10186,2.4
82,2,5,1,9,0,調理食品,14768,3.9,15011,5.2,15407,3.6,10178,5.1,x,x,11196,3.7,14814,3.4
83,2,6,1,9,1,主食的調理食品,6765,1.8,6951,2.4,7120,1.7,4152,2.1,x,x,4700,1.5,6784,1.6
84,2,6,1,9,2,他の調理食品,8003,2.1,8060,2.8,8287,1.9,6027,3.0,x,x,6496,2.1,8030,1.9
85,2,5,1,10,0,飲料,5943,1.6,6986,2.4,5817,1.4,2514,1.3,x,x,5853,1.9,6290,1.5
86,2,6,1,10,1,茶類,1339,0.4,1800,0.6,1227,0.3,838,0.4,x,x,1363,0.4,1290,0.3
87,2,6,1,10,2,コーヒー・ココア,1256,0.3,1631,0.6,1234,0.3,442,0.2,x,x,912,0.3,1370,0.3
88,2,6,1,10,3,他の飲料,3348,0.9,3555,1.2,3356,0.8,1234,0.6,x,x,3578,1.2,3630,0.8
89,2,5,1,11,0,酒類,3317,0.9,3730,1.3,3260,0.8,3540,1.8,x,x,2787,0.9,3407,0.8
90,2,5,1,12,0,外食,20654,5.4,19060,6.7,22647,5.3,13111,6.5,x,x,12088,4.0,24317,5.6
91,2,6,1,12,1,一般外食,19904,5.2,19060,6.7,21566,5.1,13111,6.5,x,x,11922,3.9,23310,5.4
92,2,6,1,12,2,学校給食,750,0.2,-,-,1081,0.3,-,-,-,-,167,0.1,1007,0.2
93,2,4,2,0,0,住居,26402,7.0,25571,8.9,27353,6.4,53418,26.6,x,x,12046,4.0,28877,6.7
94,2,5,2,1,0,家賃地代,19998,5.3,24785,8.7,18521,4.4,53418,26.6,x,x,9366,3.1,18385,4.2
95,2,5,2,2,0,設備修繕・維持,6404,1.7,785,0.3,8832,2.1,-,-,-,-,2680,0.9,10493,2.4
96,2,6,2,2,1,設備材料,5555,1.5,557,0.2,7935,1.9,-,-,-,-,596,0.2,10065,2.3
97,2,6,2,2,2,工事その他のサービス,849,0.2,228,0.1,897,0.2,-,-,-,-,2084,0.7,428,0.1
98,2,4,3,0,0,光熱・水道,32819,8.6,31683,11.1,34305,8.1,21535,10.7,x,x,28254,9.3,32872,7.6
99,2,5,3,1,0,電気代,16053,4.2,16044,5.6,16825,4.0,9663,4.8,x,x,12650,4.2,15886,3.7
100,2,5,3,2,0,ガス代,10642,2.8,9599,3.4,10853,2.6,10081,5.0,x,x,11479,3.8,10196,2.4
101,2,5,3,3,0,他の光熱,177,0.0,226,0.1,119,0.0,-,-,-,-,553,0.2,159,0.0
102,2,5,3,4,0,上下水道料,5947,1.6,5813,2.0,6509,1.5,1791,0.9,-,-,3572,1.2,6631,1.5
103,2,4,4,0,0,家具・家事用品,13242,3.5,11222,3.9,15324,3.6,3450,1.7,x,x,5685,1.9,14229,3.3
104,2,5,4,1,0,家庭用耐久財,5867,1.5,4644,1.6,7198,1.7,-,-,-,-,757,0.2,6687,1.5
105,2,6,4,1,1,家事用耐久財,4484,1.2,4404,1.5,5233,1.2,-,-,-,-,745,0.2,4749,1.1
106,2,6,4,1,2,冷暖房用器具,862,0.2,138,0.0,1230,0.3,-,-,-,-,-,-,1214,0.3
107,2,6,4,1,3,一般家具,520,0.1,102,0.0,735,0.2,-,-,-,-,12,0.0,723,0.2
108,2,5,4,2,0,室内装備・装飾品,317,0.1,245,0.1,381,0.1,-,-,-,-,110,0.0,400,0.1
109,2,5,4,3,0,寝具類,603,0.2,209,0.1,818,0.2,-,-,-,-,76,0.0,648,0.1
110,2,5,4,4,0,家事雑貨,2448,0.6,2666,0.9,2473,0.6,2308,1.1,x,x,1865,0.6,2389,0.6
111,2,5,4,5,0,家事用消耗品,3613,1.0,3116,1.1,4034,0.9,1117,0.6,x,x,2440,0.8,3637,0.8
112,2,5,4,6,0,家事サービス,395,0.1,343,0.1,421,0.1,25,0.0,-,-,438,0.1,467,0.1
113,2,4,5,0,0,被服及び履物,15263,4.0,9603,3.4,17558,4.1,6050,3.0,x,x,13556,4.5,19912,4.6
114,2,5,5,1,0,和服,7,0.0,-,-,10,0.0,-,-,-,-,-,-,-,-
115,2,5,5,2,0,洋服,7043,1.9,4429,1.5,8015,1.9,3434,1.7,x,x,6671,2.2,9978,2.3
116,2,6,5,2,1,男子用洋服,2384,0.6,1825,0.6,2956,0.7,-,-,-,-,211,0.1,3395,0.8
117,2,6,5,2,2,婦人用洋服,3952,1.0,2605,0.9,4071,1.0,3162,1.6,-,-,6175,2.0,5649,1.3
118,2,6,5,2,3,子供用洋服,707,0.2,-,-,989,0.2,272,0.1,x,x,285,0.1,934,0.2
119,2,5,5,3,0,シャツ・セーター類,2766,0.7,2432,0.8,3168,0.7,425,0.2,-,-,1338,0.4,3700,0.9
120,2,6,5,3,1,男子用シャツ・セーター類,918,0.2,803,0.3,1092,0.3,-,-,-,-,212,0.1,1345,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1652,0.4,1629,0.6,1789,0.4,425,0.2,-,-,1120,0.4,2207,0.5
122,2,6,5,3,3,子供用シャツ・セーター類,196,0.1,-,-,288,0.1,-,-,-,-,7,0.0,148,0.0
123,2,5,5,4,0,下着類,894,0.2,800,0.3,869,0.2,1653,0.8,x,x,1018,0.3,950,0.2
124,2,6,5,4,1,男子用下着類,235,0.1,316,0.1,216,0.1,-,-,-,-,285,0.1,218,0.1
125,2,6,5,4,2,婦人用下着類,513,0.1,484,0.2,445,0.1,1503,0.7,-,-,732,0.2,551,0.1
126,2,6,5,4,3,子供用下着類,146,0.0,-,-,208,0.0,150,0.1,x,x,-,-,182,0.0
127,2,5,5,5,0,生地・糸類,89,0.0,36,0.0,103,0.0,-,-,-,-,129,0.0,75,0.0
128,2,5,5,6,0,他の被服,1094,0.3,369,0.1,1121,0.3,422,0.2,-,-,2639,0.9,1118,0.3
129,2,5,5,7,0,履物類,2419,0.6,859,0.3,3100,0.7,117,0.1,-,-,1520,0.5,2769,0.6
130,2,5,5,8,0,被服関連サービス,950,0.3,677,0.2,1171,0.3,-,-,-,-,241,0.1,1321,0.3
131,2,4,6,0,0,保健医療,15570,4.1,12394,4.3,16569,3.9,9329,4.6,x,x,17070,5.6,15643,3.6
132,2,5,6,1,0,医薬品,3080,0.8,3397,1.2,3049,0.7,1469,0.7,x,x,3193,1.0,3150,0.7
133,2,5,6,2,0,健康保持用摂取品,979,0.3,1066,0.4,828,0.2,1319,0.7,x,x,1776,0.6,1112,0.3
134,2,5,6,3,0,保健医療用品・器具,2859,0.8,1728,0.6,3450,0.8,1911,1.0,x,x,1252,0.4,3111,0.7
135,2,5,6,4,0,保健医療サービス,8652,2.3,6203,2.2,9242,2.2,4630,2.3,x,x,10849,3.6,8270,1.9
136,2,4,7,0,0,交通・通信,46487,12.2,35549,12.4,50407,11.8,12478,6.2,x,x,52433,17.2,56700,13.1
137,2,5,7,1,0,交通,12448,3.3,9654,3.4,14425,3.4,3624,1.8,x,x,6936,2.3,13509,3.1
138,2,5,7,2,0,自動車等関係費,20541,5.4,13760,4.8,22092,5.2,1130,0.6,x,x,30035,9.9,28275,6.5
139,2,6,7,2,1,自動車等購入,6375,1.7,-,-,8125,1.9,-,-,-,-,9144,3.0,11943,2.8
140,2,6,7,2,2,自転車購入,852,0.2,-,-,1254,0.3,-,-,-,-,-,-,1595,0.4
141,2,6,7,2,3,自動車等維持,13314,3.5,13760,4.8,12713,3.0,1130,0.6,x,x,20891,6.9,14738,3.4
142,2,5,7,3,0,通信,13498,3.6,12135,4.2,13890,3.3,7724,3.8,x,x,15462,5.1,14916,3.4
143,2,4,8,0,0,教育,30210,8.0,564,0.2,43024,10.1,6477,3.2,x,x,7155,2.3,50792,11.7
144,2,5,8,1,0,授業料等,21821,5.7,564,0.2,31199,7.3,6477,3.2,x,x,3340,1.1,37938,8.8
145,2,5,8,2,0,教科書・学習参考教材,1628,0.4,-,-,1904,0.4,-,-,-,-,3580,1.2,2248,0.5
146,2,5,8,3,0,補習教育,6761,1.8,-,-,9921,2.3,-,-,-,-,235,0.1,10606,2.5
147,2,4,9,0,0,教養娯楽,50223,13.2,28395,9.9,58382,13.7,8260,4.1,x,x,50833,16.7,54032,12.5
148,2,5,9,1,0,教養娯楽用耐久財,9081,2.4,1739,0.6,12312,2.9,-,-,-,-,4040,1.3,12083,2.8
149,2,5,9,2,0,教養娯楽用品,9749,2.6,10663,3.7,8900,2.1,1708,0.9,-,-,16736,5.5,10189,2.4
150,2,5,9,3,0,書籍・他の印刷物,2887,0.8,3110,1.1,2936,0.7,1251,0.6,x,x,2631,0.9,3162,0.7
151,2,5,9,4,0,教養娯楽サービス,28506,7.5,12883,4.5,34235,8.0,5300,2.6,x,x,27426,9.0,28598,6.6
152,2,6,9,4,1,宿泊料,4228,1.1,1368,0.5,5256,1.2,-,-,-,-,4176,1.4,4105,0.9
153,2,6,9,4,2,パック旅行費,5124,1.3,384,0.1,6314,1.5,-,-,-,-,8118,2.7,1377,0.3
154,2,6,9,4,3,月謝類,6487,1.7,855,0.3,8861,2.1,-,-,-,-,3217,1.1,8691,2.0
155,2,6,9,4,4,他の教養娯楽サービス,12667,3.3,10275,3.6,13804,3.2,5300,2.6,x,x,11915,3.9,14425,3.3
156,2,4,10,0,0,その他の消費支出,52446,13.8,42427,14.8,58761,13.8,19883,9.9,x,x,38610,12.7,54538,12.6
157,2,5,10,1,0,諸雑費,27884,7.3,20958,7.3,31514,7.4,17636,8.8,x,x,19482,6.4,32954,7.6
158,2,6,10,1,1,理美容サービス,4558,1.2,3754,1.3,4962,1.2,6444,3.2,x,x,2661,0.9,5359,1.2
159,2,6,10,1,2,理美容用品,5243,1.4,5060,1.8,5823,1.4,4070,2.0,x,x,1816,0.6,5981,1.4
160,2,6,10,1,3,身の回り用品,2483,0.7,954,0.3,3078,0.7,3761,1.9,-,-,922,0.3,3377,0.8
161,2,6,10,1,4,たばこ,1005,0.3,964,0.3,1086,0.3,-,-,-,-,850,0.3,1358,0.3
162,2,6,10,1,5,他の諸雑費,14596,3.8,10227,3.6,16566,3.9,3361,1.7,x,x,13233,4.3,16879,3.9
163,2,5,10,2,0,こづかい,7008,1.8,4233,1.5,7833,1.8,-,-,-,-,9194,3.0,6948,1.6
164,2,5,10,3,0,交際費,14971,3.9,16880,5.9,15737,3.7,2246,1.1,x,x,9765,3.2,14265,3.3
165,2,6,10,3,0,食料,3348,0.9,3982,1.4,3332,0.8,916,0.5,x,x,2973,1.0,3569,0.8
166,2,6,10,3,0,家具・家事用品,69,0.0,112,0.0,54,0.0,110,0.1,x,x,76,0.0,47,0.0
167,2,6,10,3,0,被服及び履物,215,0.1,256,0.1,239,0.1,-,-,-,-,28,0.0,202,0.0
168,2,6,10,3,0,教養娯楽,875,0.2,440,0.2,956,0.2,-,-,-,-,1493,0.5,934,0.2
169,2,6,10,3,0,他の物品サービス,524,0.1,858,0.3,524,0.1,-,-,-,-,9,0.0,370,0.1
170,2,6,10,3,6,贈与金,5022,1.3,5465,1.9,5397,1.3,-,-,-,-,3086,1.0,3606,0.8
171,2,6,10,3,7,他の交際費,4917,1.3,5767,2.0,5235,1.2,1221,0.6,-,-,2100,0.7,5535,1.3
172,2,5,10,4,0,仕送り金,2583,0.7,355,0.1,3677,0.9,-,-,-,-,170,0.1,371,0.1
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,34760,9.2,919,0.3,48941,11.5,7761,3.9,x,x,11641,3.8,57211,13.2
175,2,3,0,0,0,（再掲）教養娯楽関係費,54882,14.5,34280,12.0,62651,14.7,9343,4.7,x,x,56973,18.7,56853,13.1
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7605,2.0,5820,2.0,9074,2.1,-,-,-,-,3256,1.1,3977,0.9
177,2,3,0,0,0,（再掲）経常消費支出,260278,68.5,241961,84.5,274141,64.4,189915,94.6,x,x,221855,72.9,276268,63.9
178,2,3,0,0,0,（再掲）情報通信関係費,16568,4.4,16504,5.8,16628,3.9,11620,5.8,x,x,17947,5.9,17407,4.0
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,339417,89.4,254959,89.0,380891,89.5,147329,73.4,x,x,280030,92.0,387807,89.6
180,2,2,0,0,0,その他の実支出,111281,-,101826,-,123771,-,62431,-,x,-,57012,-,128380,-
181,2,3,0,0,0,直接税,48223,-,42190,-,54913,-,22331,-,x,-,21086,-,54487,-
182,2,4,0,0,0,勤労所得税,22091,-,19531,-,25063,-,11218,-,x,-,9564,-,24997,-
183,2,4,0,0,0,個人住民税,24058,-,21008,-,27482,-,11113,-,x,-,9983,-,26610,-
184,2,4,0,0,0,他の税,2074,-,1651,-,2367,-,-,-,-,-,1539,-,2879,-
185,2,3,0,0,0,社会保険料,63017,-,59637,-,68819,-,40100,-,x,-,35776,-,73842,-
186,2,4,0,0,0,公的年金保険料,37357,-,34295,-,41267,-,24736,-,x,-,19676,-,44911,-
187,2,4,0,0,0,健康保険料,20432,-,20445,-,21784,-,12929,-,x,-,13148,-,22975,-
188,2,4,0,0,0,介護保険料,3221,-,2909,-,3581,-,1129,-,x,-,1964,-,3537,-
189,2,4,0,0,0,他の社会保険料,2007,-,1987,-,2186,-,1306,-,x,-,989,-,2420,-
190,2,3,0,0,0,その他,41,-,-,-,40,-,-,-,-,-,150,-,50,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),656555,-,567546,-,733605,-,343631,-,x,-,389735,-,796325,-
192,2,2,0,0,0,預貯金,448386,-,433757,-,487695,-,234647,-,x,-,266485,-,530796,-
193,2,2,0,0,0,保険料,39057,-,20551,-,49660,-,6655,-,x,-,11763,-,60867,-
194,2,3,0,0,0,個人・企業年金保険料,5285,-,4445,-,5874,-,-,-,-,-,4560,-,7092,-
195,2,3,0,0,0,他の保険料,33773,-,16106,-,43786,-,6655,-,x,-,7203,-,53775,-
196,2,2,0,0,0,有価証券購入,4409,-,4500,-,5136,-,-,-,-,-,446,-,6516,-
197,2,2,0,0,0,土地家屋借金返済,46313,-,16787,-,57248,-,36312,-,x,-,31964,-,55726,-
198,2,2,0,0,0,他の借金返済,851,-,515,-,1002,-,-,-,-,-,747,-,1290,-
199,2,2,0,0,0,クレジット購入借入金返済,117052,-,90856,-,132315,-,66017,-,x,-,78332,-,140499,-
200,2,2,0,0,0,実支出以外の支払のその他,486,-,581,-,549,-,-,-,-,-,-,-,630,-
201,2,1,0,0,0,繰越金,216649,-,325790,-,207793,-,59189,-,x,-,106897,-,275983,-
202,3,0,0,0,0,可処分所得,481909,-,430860,-,537013,-,255532,-,x,-,265679,-,583238,-
203,3,0,0,0,0,黒字,102111,-,144510,-,111570,-,54785,-,x,-,-38796,-,150634,-
204,3,1,0,0,0,金融資産純増,122153,-,186004,-,126523,-,2030,-,x,-,-1802,-,167796,-
205,3,3,0,0,0,貯蓄純増,117744,-,181504,-,121387,-,2030,-,x,-,-2248,-,161279,-
206,3,4,0,0,0,預貯金純増,80744,-,170321,-,71799,-,-4625,-,x,-,-12089,-,100412,-
207,3,4,0,0,0,保険純増,37000,-,11184,-,49588,-,6655,-,x,-,9841,-,60867,-
208,3,3,0,0,0,有価証券純購入,4409,-,4500,-,5136,-,-,-,-,-,446,-,6516,-
209,3,1,0,0,0,土地家屋借金純減,46313,-,16787,-,57248,-,36312,-,x,-,31964,-,55726,-
210,3,1,0,0,0,他の借金純減,254,-,515,-,209,-,-,-,-,-,118,-,282,-
211,3,1,0,0,0,クレジット購入借入金純減,-35497,-,-17743,-,-43214,-,30497,-,x,-,-38987,-,-38084,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,-1260,-,340,-,-1953,-,-,-,-,-,-,-,-2395,-
214,3,1,0,0,0,繰越純増,-29852,-,-41392,-,-27243,-,-14054,-,x,-,-30089,-,-32691,-
