1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","",""
94,"2","5","2","1","0","家賃地代",6816,2.6,-23.2,6863,2.3,6865,2.6,4825,2.0
95,"2","5","2","2","0","設備修繕・維持",13419,5.0,-5.7,16304,5.4,13473,5.2,12418,5.1
96,"2","6","2","2","1","設備材料",5665,2.1,31.5,3073,1.0,6021,2.3,5854,2.4
97,"2","6","2","2","2","工事その他のサービス",7754,2.9,-21.8,13231,4.4,7453,2.8,6564,2.7
98,"2","4","3","0","0","光熱・水道",23535,8.9,3.0,22601,7.5,23663,9.0,23291,9.6
99,"2","5","3","1","0","電気代",11896,4.5,6.7,12308,4.1,11889,4.5,11680,4.8
100,"2","5","3","2","0","ガス代",6264,2.4,-2.4,5398,1.8,6349,2.4,6203,2.6
101,"2","5","3","3","0","他の光熱",468,0.2,-26.3,266,0.1,488,0.2,494,0.2
102,"2","5","3","4","0","上下水道料",4908,1.8,5.4,4629,1.5,4936,1.9,4915,2.0
103,"2","4","4","0","0","家具・家事用品",10091,3.8,-5.9,11523,3.8,9883,3.8,9489,3.9
104,"2","5","4","1","0","家庭用耐久財",2872,1.1,-33.1,2811,0.9,2846,1.1,3135,1.3
105,"2","6","4","1","1","家事用耐久財",1255,0.5,-20.0,1264,0.4,1240,0.5,1181,0.5
106,"2","6","4","1","2","冷暖房用器具",1353,0.5,-40.1,1472,0.5,1325,0.5,1620,0.7
107,"2","6","4","1","3","一般家具",264,0.1,-43.5,74,0.0,282,0.1,335,0.1
108,"2","5","4","2","0","室内装備・装飾品",574,0.2,12.3,894,0.3,549,0.2,571,0.2
109,"2","5","4","3","0","寝具類",930,0.3,34.6,788,0.3,926,0.4,754,0.3
110,"2","5","4","4","0","家事雑貨",1718,0.6,5.7,2192,0.7,1662,0.6,1452,0.6
111,"2","5","4","5","0","家事用消耗品",3179,1.2,11.2,4160,1.4,3068,1.2,2693,1.1
112,"2","5","4","6","0","家事サービス",818,0.3,10.5,677,0.2,832,0.3,883,0.4
113,"2","4","5","0","0","被服及び履物",6547,2.5,10.1,10305,3.4,6039,2.3,5518,2.3
114,"2","5","5","1","0","和服",9,0.0,-55.0,-,-,10,0.0,1,0.0
115,"2","5","5","2","0","洋服",2201,0.8,19.7,4662,1.5,1878,0.7,1551,0.6
116,"2","6","5","2","1","男子用洋服",637,0.2,38.8,666,0.2,624,0.2,434,0.2
117,"2","6","5","2","2","婦人用洋服",1521,0.6,11.8,3792,1.3,1232,0.5,1100,0.5
118,"2","6","5","2","3","子供用洋服",43,0.0,115.0,205,0.1,23,0.0,18,0.0
119,"2","5","5","3","0","シャツ・セーター類",1579,0.6,25.2,2239,0.7,1488,0.6,1501,0.6
120,"2","6","5","3","1","男子用シャツ・セーター類",491,0.2,28.5,691,0.2,464,0.2,439,0.2
121,"2","6","5","3","2","婦人用シャツ・セーター類",1068,0.4,23.3,1512,0.5,1007,0.4,1043,0.4
122,"2","6","5","3","3","子供用シャツ・セーター類",20,0.0,42.9,36,0.0,17,0.0,18,0.0
123,"2","5","5","4","0","下着類",732,0.3,-8.3,712,0.2,731,0.3,678,0.3
124,"2","6","5","4","1","男子用下着類",266,0.1,-8.6,186,0.1,274,0.1,240,0.1
125,"2","6","5","4","2","婦人用下着類",454,0.2,-9.7,502,0.2,448,0.2,426,0.2
126,"2","6","5","4","3","子供用下着類",12,0.0,140.0,25,0.0,10,0.0,12,0.0
127,"2","5","5","5","0","生地・糸類",90,0.0,-23.1,78,0.0,91,0.0,111,0.0
128,"2","5","5","6","0","他の被服",526,0.2,-2.4,724,0.2,497,0.2,446,0.2
129,"2","5","5","7","0","履物類",888,0.3,-0.7,1391,0.5,823,0.3,753,0.3
130,"2","5","5","8","0","被服関連サービス",523,0.2,9.9,499,0.2,523,0.2,477,0.2
131,"2","4","6","0","0","保健医療",18383,6.9,-2.7,16465,5.5,18582,7.1,17065,7.0
132,"2","5","6","1","0","医薬品",3396,1.3,2.8,3779,1.3,3346,1.3,3091,1.3
133,"2","5","6","2","0","健康保持用摂取品",1615,0.6,-19.4,1421,0.5,1654,0.6,1638,0.7
134,"2","5","6","3","0","保健医療用品・器具",2438,0.9,8.7,2919,1.0,2377,0.9,1859,0.8
135,"2","5","6","4","0","保健医療サービス",10934,4.1,-3.7,8348,2.8,11204,4.3,10476,4.3
136,"2","4","7","0","0","交通・通信",24254,9.1,-11.7,37251,12.4,22658,8.7,19811,8.2
137,"2","5","7","1","0","交通",5046,1.9,22.7,10882,3.6,4346,1.7,3924,1.6
138,"2","5","7","2","0","自動車等関係費",9825,3.7,-27.8,15409,5.1,9118,3.5,7309,3.0
139,"2","6","7","2","1","自動車等購入",658,0.2,-84.4,1183,0.4,568,0.2,-,-
140,"2","6","7","2","2","自転車購入",515,0.2,155.0,2715,0.9,283,0.1,421,0.2
141,"2","6","7","2","3","自動車等維持",8652,3.3,-5.8,11510,3.8,8268,3.2,6888,2.8
142,"2","5","7","3","0","通信",9383,3.5,-3.6,10961,3.6,9194,3.5,8578,3.5
143,"2","4","8","0","0","教育",1220,0.5,91.8,9969,3.3,332,0.1,1,0.0
144,"2","5","8","1","0","授業料等",1099,0.4,105.0,8801,2.9,313,0.1,-,-
145,"2","5","8","2","0","教科書・学習参考教材",16,0.0,33.3,48,0.0,13,0.0,1,0.0
146,"2","5","8","3","0","補習教育",106,0.0,20.5,1121,0.4,7,0.0,-,-
147,"2","4","9","0","0","教養娯楽",29267,11.0,6.4,41760,13.8,27603,10.6,23383,9.6
148,"2","5","9","1","0","教養娯楽用耐久財",1690,0.6,4.8,3216,1.1,1550,0.6,1257,0.5
149,"2","5","9","2","0","教養娯楽用品",5182,1.9,27.7,10305,3.4,4548,1.7,3571,1.5
150,"2","5","9","3","0","書籍・他の印刷物",4040,1.5,-6.6,2603,0.9,4192,1.6,4419,1.8
151,"2","5","9","4","0","教養娯楽サービス",18355,6.9,4.8,25636,8.5,17314,6.6,14136,5.8
152,"2","6","9","4","1","宿泊料",2196,0.8,22.1,5767,1.9,1729,0.7,1455,0.6
153,"2","6","9","4","2","パック旅行費",3642,1.4,-17.5,6002,2.0,3321,1.3,2561,1.1
154,"2","6","9","4","3","月謝類",1658,0.6,-10.5,629,0.2,1770,0.7,1761,0.7
155,"2","6","9","4","4","他の教養娯楽サービス",10860,4.1,15.0,13238,4.4,10494,4.0,8360,3.4
156,"2","4","10","0","0","その他の消費支出",47227,17.8,-3.7,42840,14.2,47559,18.2,46257,19.1
157,"2","5","10","1","0","諸雑費",21782,8.2,-7.4,26901,8.9,21172,8.1,20266,8.4
158,"2","6","10","1","1","理美容サービス",3838,1.4,24.7,4515,1.5,3744,1.4,3718,1.5
159,"2","6","10","1","2","理美容用品",4537,1.7,18.7,6189,2.1,4345,1.7,3959,1.6
160,"2","6","10","1","3","身の回り用品",1268,0.5,44.3,1488,0.5,1240,0.5,824,0.3
161,"2","6","10","1","4","たばこ",775,0.3,26.2,2037,0.7,638,0.2,588,0.2
162,"2","6","10","1","5","他の諸雑費",11364,4.3,-24.9,12673,4.2,11206,4.3,11176,4.6
163,"2","5","10","2","0","こづかい",5593,2.1,23.1,1916,0.6,5993,2.3,4991,2.1
164,"2","5","10","3","0","交際費",18515,7.0,-5.5,13870,4.6,18919,7.2,19594,8.1
165,"2","6","10","3","0","食料",5540,2.1,11.4,5210,1.7,5542,2.1,5452,2.2
166,"2","6","10","3","0","家具・家事用品",131,0.0,23.6,138,0.0,130,0.0,73,0.0
167,"2","6","10","3","0","被服及び履物",382,0.1,84.5,233,0.1,398,0.2,275,0.1
168,"2","6","10","3","0","教養娯楽",711,0.3,-33.2,805,0.3,691,0.3,658,0.3
169,"2","6","10","3","0","他の物品サービス",576,0.2,2.7,662,0.2,571,0.2,356,0.1
170,"2","6","10","3","6","贈与金",7507,2.8,-16.2,4111,1.4,7875,3.0,9654,4.0
171,"2","6","10","3","7","他の交際費",3668,1.4,-1.5,2711,0.9,3713,1.4,3128,1.3
172,"2","5","10","4","0","仕送り金",1336,0.5,-3.2,153,0.1,1475,0.6,1406,0.6
173,"2","3","0","0","0","土地家屋購入",647,-,-88.3,-,-,736,-,1231,-
174,"2","3","0","0","0","（再掲）教育関係費",1954,0.7,55.8,11218,3.7,1017,0.4,501,0.2
175,"2","3","0","0","0","（再掲）教養娯楽関係費",32876,12.4,6.9,49353,16.4,30728,11.7,25986,10.7
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8843,3.3,-14.5,4264,1.4,9350,3.6,11060,4.6
177,"2","3","0","0","0","（再掲）経常消費支出",204975,77.1,3.6,214559,71.2,203623,77.9,189172,78.0
178,"2","3","0","0","0","（再掲）情報通信関係費",14091,5.3,2.1,15791,5.2,13894,5.3,12780,5.3
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　１）",236165,88.8,3.6,272927,90.5,231292,88.4,214226,88.3
180,"2","2","0","0","0","その他の実支出",35832,-,6.8,42543,-,35013,-,33496,-
181,"2","3","0","0","0","直接税",15714,-,12.0,16707,-,15623,-,14680,-
182,"2","4","0","0","0","勤労所得税",794,-,63.4,1570,-,701,-,621,-
183,"2","4","0","0","0","個人住民税",4410,-,-2.6,5417,-,4305,-,3869,-
184,"2","4","0","0","0","他の税",10510,-,16.6,9720,-,10617,-,10190,-
185,"2","3","0","0","0","社会保険料",20101,-,3.0,25796,-,19376,-,18807,-
186,"2","4","0","0","0","公的年金保険料",3141,-,24.7,11816,-,2170,-,1675,-
187,"2","4","0","0","0","健康保険料",11022,-,1.5,12018,-,10824,-,10916,-
188,"2","4","0","0","0","介護保険料",5786,-,-4.6,1552,-,6260,-,6127,-
189,"2","4","0","0","0","他の社会保険料",152,-,123.5,410,-,123,-,88,-
190,"2","3","0","0","0","その他",17,-,0.0,40,-,15,-,9,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",311965,-,-0.8,302629,-,313384,-,280437,-
192,"2","2","0","0","0","預貯金",253273,-,-2.7,200498,-,259634,-,242629,-
193,"2","2","0","0","0","保険料",6829,-,-7.3,12243,-,6176,-,6128,-
194,"2","3","0","0","0","個人・企業年金保険料",661,-,1.7,3931,-,306,-,310,-
195,"2","3","0","0","0","他の保険料",6167,-,-8.2,8312,-,5870,-,5819,-
196,"2","2","0","0","0","有価証券購入",387,-,-84.5,644,-,352,-,438,-
197,"2","2","0","0","0","土地家屋借金返済",4805,-,11.3,17915,-,3425,-,1539,-
198,"2","2","0","0","0","他の借金返済",200,-,-3.4,-,-,222,-,68,-
199,"2","2","0","0","0","クレジット購入借入金返済",45288,-,17.2,70414,-,42379,-,28565,-
200,"2","2","0","0","0","実支出以外の支払のその他",1184,-,1.2,915,-,1197,-,1069,-
201,"2","1","0","0","0","繰越金",99714,-,9.4,145468,-,94252,-,91859,-
202,"3","0","0","0","0","可処分所得",207127,-,-3.5,183765,-,209997,-,198634,-
203,"3","0","0","0","0","黒字",-58775,-,-15.2,-117776,-,-51550,-,-43894,-
204,"3","1","0","0","0","金融資産純増",-18340,-,-1.3,-81365,-,-11426,-,-5446,-
205,"3","3","0","0","0","貯蓄純増",-16801,-,17.9,-82008,-,-9663,-,-3118,-
206,"3","4","0","0","0","預貯金純増",5909,-,16.4,-76112,-,14952,-,15236,-
207,"3","4","0","0","0","保険純増",-22710,-,11.1,-5896,-,-24615,-,-18354,-
208,"3","3","0","0","0","有価証券純購入",-1539,-,-165.0,644,-,-1763,-,-2328,-
209,"3","1","0","0","0","土地家屋借金純減",4805,-,11.3,17915,-,3425,-,1539,-
210,"3","1","0","0","0","他の借金純減",140,-,250.0,-,-,156,-,5,-
211,"3","1","0","0","0","クレジット購入借入金純減",-20582,-,-15.2,-24989,-,-19675,-,-16492,-
212,"3","1","0","0","0","土地家屋純増",647,-,-88.3,-,-,736,-,1231,-
213,"3","1","0","0","0","その他の純増",633,-,-6.9,-12,-,692,-,477,-
214,"3","1","0","0","0","繰越純増",-26077,-,-1.6,-29326,-,-25457,-,-25208,-
