1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
47,1,1,0,0,0,繰入金,287346,-,267667,-,316115,-,92950,-,118227,-,183027,-,327056,-
48,2,0,0,0,0,支払,1813576,-,1718631,-,1927885,-,1258818,-,1037121,-,1343690,-,2076491,-
49,2,1,0,0,0,実支出,575751,-,605118,-,581500,-,453242,-,312883,-,503861,-,640466,-
50,2,2,0,0,0,生計支出,338748,-,386559,-,339837,-,224750,-,151908,-,253275,-,373122,-
51,2,3,0,0,0,消費支出,338748,100.0,386559,100.0,339837,100.0,224750,100.0,151908,100.0,253275,100.0,373122,100.0
52,2,4,1,0,0,食料,96087,28.4,88688,22.9,102013,30.0,79818,35.5,68016,44.8,72627,28.7,101505,27.2
53,2,5,1,1,0,穀類,7273,2.1,5718,1.5,7996,2.4,5539,2.5,4624,3.0,6047,2.4,7770,2.1
54,2,6,1,1,1,米類,1511,0.4,833,0.2,1773,0.5,904,0.4,1598,1.1,1371,0.5,1623,0.4
55,2,6,1,1,2,パン,3374,1.0,2924,0.8,3637,1.1,2452,1.1,1655,1.1,2753,1.1,3623,1.0
56,2,6,1,1,3,麺類,1898,0.6,1504,0.4,2061,0.6,1788,0.8,1177,0.8,1605,0.6,2002,0.5
57,2,6,1,1,4,他の穀類,490,0.1,458,0.1,525,0.2,394,0.2,194,0.1,318,0.1,522,0.1
58,2,5,1,2,0,魚介類,5315,1.6,5069,1.3,5397,1.6,3508,1.6,2259,1.5,6112,2.4,4996,1.3
59,2,6,1,2,1,生鮮魚介,3106,0.9,3003,0.8,3138,0.9,1907,0.8,1506,1.0,3667,1.4,2933,0.8
60,2,6,1,2,2,塩干魚介,927,0.3,907,0.2,958,0.3,489,0.2,192,0.1,910,0.4,866,0.2
61,2,6,1,2,3,魚肉練製品,481,0.1,364,0.1,504,0.1,430,0.2,220,0.1,627,0.2,414,0.1
62,2,6,1,2,4,他の魚介加工品,801,0.2,796,0.2,796,0.2,683,0.3,340,0.2,908,0.4,783,0.2
63,2,5,1,3,0,肉類,9108,2.7,6615,1.7,10208,3.0,6875,3.1,4630,3.0,7403,2.9,9742,2.6
64,2,6,1,3,1,生鮮肉,7551,2.2,5315,1.4,8509,2.5,5466,2.4,3258,2.1,6311,2.5,8145,2.2
65,2,6,1,3,2,加工肉,1556,0.5,1300,0.3,1699,0.5,1409,0.6,1372,0.9,1092,0.4,1597,0.4
66,2,5,1,4,0,乳卵類,4688,1.4,3574,0.9,5278,1.6,3411,1.5,4553,3.0,3210,1.3,4746,1.3
67,2,6,1,4,1,牛乳,1369,0.4,880,0.2,1618,0.5,781,0.3,2099,1.4,821,0.3,1350,0.4
68,2,6,1,4,2,乳製品,2235,0.7,1745,0.5,2488,0.7,1708,0.8,1466,1.0,1627,0.6,2295,0.6
69,2,6,1,4,3,卵,1084,0.3,950,0.2,1172,0.3,923,0.4,987,0.6,761,0.3,1101,0.3
70,2,5,1,5,0,野菜・海藻,10008,3.0,9981,2.6,10274,3.0,5845,2.6,7631,5.0,9716,3.8,9929,2.7
71,2,6,1,5,1,生鮮野菜,7103,2.1,7042,1.8,7284,2.1,4531,2.0,5466,3.6,6894,2.7,7088,1.9
72,2,6,1,5,2,乾物・海藻,703,0.2,628,0.2,772,0.2,155,0.1,89,0.1,564,0.2,674,0.2
73,2,6,1,5,3,大豆加工品,1144,0.3,1095,0.3,1160,0.3,766,0.3,1525,1.0,1304,0.5,1135,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1059,0.3,1216,0.3,1058,0.3,393,0.2,551,0.4,953,0.4,1031,0.3
75,2,5,1,6,0,果物,3128,0.9,3020,0.8,3352,1.0,1091,0.5,867,0.6,2439,1.0,3194,0.9
76,2,6,1,6,1,生鮮果物,2795,0.8,2676,0.7,2994,0.9,1070,0.5,867,0.6,2199,0.9,2793,0.7
77,2,6,1,6,2,果物加工品,334,0.1,344,0.1,358,0.1,21,0.0,-,-,240,0.1,401,0.1
78,2,5,1,7,0,油脂・調味料,4095,1.2,3585,0.9,4413,1.3,2820,1.3,2765,1.8,3317,1.3,4040,1.1
79,2,6,1,7,1,油脂,512,0.2,319,0.1,576,0.2,451,0.2,646,0.4,510,0.2,507,0.1
80,2,6,1,7,2,調味料,3583,1.1,3267,0.8,3837,1.1,2368,1.1,2119,1.4,2807,1.1,3533,0.9
81,2,5,1,8,0,菓子類,8133,2.4,6314,1.6,8998,2.6,6579,2.9,4426,2.9,6319,2.5,8863,2.4
82,2,5,1,9,0,調理食品,13422,4.0,12975,3.4,14134,4.2,10414,4.6,6879,4.5,9905,3.9,14018,3.8
83,2,6,1,9,1,主食的調理食品,5875,1.7,6044,1.6,6037,1.8,4018,1.8,3310,2.2,4884,1.9,6277,1.7
84,2,6,1,9,2,他の調理食品,7547,2.2,6931,1.8,8096,2.4,6395,2.8,3569,2.3,5021,2.0,7741,2.1
85,2,5,1,10,0,飲料,6454,1.9,6514,1.7,6524,1.9,5781,2.6,4505,3.0,5996,2.4,6422,1.7
86,2,6,1,10,1,茶類,1351,0.4,1551,0.4,1239,0.4,794,0.4,266,0.2,2039,0.8,1252,0.3
87,2,6,1,10,2,コーヒー・ココア,1252,0.4,1391,0.4,1235,0.4,1284,0.6,658,0.4,1002,0.4,1348,0.4
88,2,6,1,10,3,他の飲料,3850,1.1,3572,0.9,4050,1.2,3702,1.6,3581,2.4,2955,1.2,3821,1.0
89,2,5,1,11,0,酒類,4371,1.3,4814,1.2,4258,1.3,7070,3.1,7397,4.9,2909,1.1,3743,1.0
90,2,5,1,12,0,外食,20092,5.9,20509,5.3,21181,6.2,20886,9.3,17479,11.5,9254,3.7,24042,6.4
91,2,6,1,12,1,一般外食,19173,5.7,20509,5.3,19849,5.8,20533,9.1,15888,10.5,9141,3.6,23247,6.2
92,2,6,1,12,2,学校給食,919,0.3,-,-,1332,0.4,354,0.2,1591,1.0,113,0.0,794,0.2
93,2,4,2,0,0,住居,30116,8.9,55008,14.2,23452,6.9,39554,17.6,55,0.0,15957,6.3,36543,9.8
94,2,5,2,1,0,家賃地代,17749,5.2,24683,6.4,15688,4.6,38820,17.3,-,-,7048,2.8,14284,3.8
95,2,5,2,2,0,設備修繕・維持,12367,3.7,30325,7.8,7764,2.3,734,0.3,55,0.0,8909,3.5,22259,6.0
96,2,6,2,2,1,設備材料,823,0.2,1280,0.3,730,0.2,734,0.3,55,0.0,432,0.2,959,0.3
97,2,6,2,2,2,工事その他のサービス,11544,3.4,29044,7.5,7034,2.1,-,-,-,-,8477,3.3,21299,5.7
98,2,4,3,0,0,光熱・水道,19364,5.7,16422,4.2,20620,6.1,15437,6.9,8858,5.8,18318,7.2,19240,5.2
99,2,5,3,1,0,電気代,8576,2.5,7582,2.0,9085,2.7,7015,3.1,5655,3.7,7603,3.0,8881,2.4
100,2,5,3,2,0,ガス代,5677,1.7,5379,1.4,5818,1.7,5445,2.4,3203,2.1,5373,2.1,5926,1.6
101,2,5,3,3,0,他の光熱,42,0.0,92,0.0,29,0.0,-,-,-,-,34,0.0,61,0.0
102,2,5,3,4,0,上下水道料,5070,1.5,3369,0.9,5688,1.7,2977,1.3,-,-,5308,2.1,4373,1.2
103,2,4,4,0,0,家具・家事用品,14280,4.2,14926,3.9,15577,4.6,5553,2.5,2209,1.5,5435,2.1,17595,4.7
104,2,5,4,1,0,家庭用耐久財,6196,1.8,6502,1.7,6959,2.0,2104,0.9,-,-,711,0.3,8968,2.4
105,2,6,4,1,1,家事用耐久財,3238,1.0,4461,1.2,3229,1.0,2104,0.9,-,-,547,0.2,6175,1.7
106,2,6,4,1,2,冷暖房用器具,2912,0.9,2041,0.5,3669,1.1,-,-,-,-,102,0.0,2761,0.7
107,2,6,4,1,3,一般家具,47,0.0,-,-,62,0.0,-,-,-,-,61,0.0,32,0.0
108,2,5,4,2,0,室内装備・装飾品,392,0.1,354,0.1,443,0.1,-,-,-,-,242,0.1,458,0.1
109,2,5,4,3,0,寝具類,531,0.2,974,0.3,482,0.1,7,0.0,-,-,-,-,519,0.1
110,2,5,4,4,0,家事雑貨,2558,0.8,2730,0.7,2752,0.8,713,0.3,104,0.1,1281,0.5,2807,0.8
111,2,5,4,5,0,家事用消耗品,3981,1.2,3657,0.9,4261,1.3,2644,1.2,1950,1.3,3064,1.2,3939,1.1
112,2,5,4,6,0,家事サービス,622,0.2,708,0.2,680,0.2,84,0.0,154,0.1,136,0.1,903,0.2
113,2,4,5,0,0,被服及び履物,12854,3.8,16065,4.2,12496,3.7,5274,2.3,7509,4.9,10784,4.3,14601,3.9
114,2,5,5,1,0,和服,45,0.0,-,-,67,0.0,-,-,-,-,-,-,67,0.0
115,2,5,5,2,0,洋服,5355,1.6,7533,1.9,4956,1.5,1940,0.9,1988,1.3,4494,1.8,6474,1.7
116,2,6,5,2,1,男子用洋服,1792,0.5,3630,0.9,1479,0.4,220,0.1,-,-,254,0.1,2353,0.6
117,2,6,5,2,2,婦人用洋服,3102,0.9,3903,1.0,2801,0.8,1720,0.8,1988,1.3,4170,1.6,3604,1.0
118,2,6,5,2,3,子供用洋服,462,0.1,-,-,677,0.2,-,-,-,-,70,0.0,517,0.1
119,2,5,5,3,0,シャツ・セーター類,3009,0.9,4416,1.1,2891,0.9,795,0.4,-,-,1263,0.5,3554,1.0
120,2,6,5,3,1,男子用シャツ・セーター類,900,0.3,626,0.2,1083,0.3,558,0.2,-,-,220,0.1,978,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1880,0.6,3790,1.0,1476,0.4,237,0.1,-,-,958,0.4,2307,0.6
122,2,6,5,3,3,子供用シャツ・セーター類,230,0.1,-,-,332,0.1,-,-,-,-,85,0.0,269,0.1
123,2,5,5,4,0,下着類,1256,0.4,1039,0.3,1071,0.3,94,0.0,-,-,3969,1.6,1191,0.3
124,2,6,5,4,1,男子用下着類,242,0.1,307,0.1,252,0.1,64,0.0,-,-,61,0.0,300,0.1
125,2,6,5,4,2,婦人用下着類,862,0.3,732,0.2,615,0.2,30,0.0,-,-,3712,1.5,738,0.2
126,2,6,5,4,3,子供用下着類,153,0.0,-,-,204,0.1,-,-,-,-,197,0.1,153,0.0
127,2,5,5,5,0,生地・糸類,99,0.0,48,0.0,92,0.0,-,-,-,-,338,0.1,124,0.0
128,2,5,5,6,0,他の被服,712,0.2,508,0.1,845,0.2,523,0.2,-,-,213,0.1,597,0.2
129,2,5,5,7,0,履物類,1614,0.5,1420,0.4,1804,0.5,1921,0.9,5521,3.6,353,0.1,1829,0.5
130,2,5,5,8,0,被服関連サービス,764,0.2,1101,0.3,770,0.2,-,-,-,-,153,0.1,764,0.2
131,2,4,6,0,0,保健医療,15300,4.5,21841,5.7,13453,4.0,7282,3.2,1530,1.0,17254,6.8,13309,3.6
132,2,5,6,1,0,医薬品,2213,0.7,2545,0.7,2179,0.6,1126,0.5,393,0.3,2110,0.8,2313,0.6
133,2,5,6,2,0,健康保持用摂取品,1009,0.3,1366,0.4,495,0.1,1248,0.6,-,-,4358,1.7,844,0.2
134,2,5,6,3,0,保健医療用品・器具,2729,0.8,2158,0.6,3068,0.9,966,0.4,1136,0.7,2175,0.9,2519,0.7
135,2,5,6,4,0,保健医療サービス,9349,2.8,15772,4.1,7712,2.3,3942,1.8,-,-,8611,3.4,7633,2.0
136,2,4,7,0,0,交通・通信,39019,11.5,68909,17.8,29951,8.8,17368,7.7,2888,1.9,46402,18.3,49906,13.4
137,2,5,7,1,0,交通,8062,2.4,7744,2.0,8561,2.5,3256,1.4,70,0.0,6858,2.7,9393,2.5
138,2,5,7,2,0,自動車等関係費,17987,5.3,50992,13.2,7321,2.2,2316,1.0,2796,1.8,27945,11.0,26824,7.2
139,2,6,7,2,1,自動車等購入,7092,2.1,33561,8.7,-,-,-,-,-,-,-,-,14444,3.9
140,2,6,7,2,2,自転車購入,59,0.0,-,-,88,0.0,-,-,-,-,-,-,121,0.0
141,2,6,7,2,3,自動車等維持,10835,3.2,17431,4.5,7233,2.1,2316,1.0,2796,1.8,27945,11.0,12258,3.3
142,2,5,7,3,0,通信,12970,3.8,10173,2.6,14069,4.1,11796,5.2,21,0.0,11599,4.6,13689,3.7
143,2,4,8,0,0,教育,25464,7.5,-,-,37249,11.0,5778,2.6,25991,17.1,1912,0.8,34179,9.2
144,2,5,8,1,0,授業料等,19291,5.7,-,-,28090,8.3,5778,2.6,25991,17.1,1912,0.8,25367,6.8
145,2,5,8,2,0,教科書・学習参考教材,116,0.0,-,-,171,0.1,-,-,-,-,-,-,167,0.0
146,2,5,8,3,0,補習教育,6057,1.8,-,-,8988,2.6,-,-,-,-,-,-,8645,2.3
147,2,4,9,0,0,教養娯楽,39901,11.8,47545,12.3,40036,11.8,22245,9.9,8654,5.7,26313,10.4,37932,10.2
148,2,5,9,1,0,教養娯楽用耐久財,3076,0.9,1934,0.5,3913,1.2,-,-,-,-,381,0.2,5263,1.4
149,2,5,9,2,0,教養娯楽用品,9657,2.9,16271,4.2,7569,2.2,2566,1.1,1368,0.9,13055,5.2,8558,2.3
150,2,5,9,3,0,書籍・他の印刷物,2743,0.8,2842,0.7,2885,0.8,539,0.2,-,-,2277,0.9,2954,0.8
151,2,5,9,4,0,教養娯楽サービス,24425,7.2,26498,6.9,25669,7.6,19140,8.5,7285,4.8,10600,4.2,21158,5.7
152,2,6,9,4,1,宿泊料,1731,0.5,826,0.2,2310,0.7,-,-,-,-,-,-,1789,0.5
153,2,6,9,4,2,パック旅行費,6323,1.9,8731,2.3,6465,1.9,1115,0.5,-,-,1023,0.4,4180,1.1
154,2,6,9,4,3,月謝類,4554,1.3,1744,0.5,6067,1.8,1544,0.7,6948,4.6,513,0.2,3962,1.1
155,2,6,9,4,4,他の教養娯楽サービス,11817,3.5,15197,3.9,10827,3.2,16481,7.3,338,0.2,9063,3.6,11226,3.0
156,2,4,10,0,0,その他の消費支出,46362,13.7,57155,14.8,44991,13.2,26443,11.8,26199,17.2,38272,15.1,48312,12.9
157,2,5,10,1,0,諸雑費,27535,8.1,33342,8.6,27165,8.0,16102,7.2,25246,16.6,20348,8.0,28655,7.7
158,2,6,10,1,1,理美容サービス,3434,1.0,3178,0.8,3522,1.0,2708,1.2,1555,1.0,3696,1.5,3387,0.9
159,2,6,10,1,2,理美容用品,6981,2.1,5174,1.3,8286,2.4,2774,1.2,4073,2.7,2578,1.0,8836,2.4
160,2,6,10,1,3,身の回り用品,4243,1.3,12356,3.2,2358,0.7,567,0.3,237,0.2,272,0.1,2269,0.6
161,2,6,10,1,4,たばこ,1356,0.4,1328,0.3,1196,0.4,4890,2.2,-,-,1175,0.5,1277,0.3
162,2,6,10,1,5,他の諸雑費,11522,3.4,11305,2.9,11804,3.5,5162,2.3,19380,12.8,12627,5.0,12886,3.5
163,2,5,10,2,0,こづかい,4906,1.4,2800,0.7,5734,1.7,2555,1.1,-,-,4549,1.8,5805,1.6
164,2,5,10,3,0,交際費,12760,3.8,16412,4.2,11811,3.5,7787,3.5,953,0.6,13375,5.3,12293,3.3
165,2,6,10,3,0,食料,3636,1.1,5047,1.3,3115,0.9,3911,1.7,-,-,4180,1.7,2925,0.8
166,2,6,10,3,0,家具・家事用品,212,0.1,454,0.1,141,0.0,592,0.3,-,-,-,-,99,0.0
167,2,6,10,3,0,被服及び履物,116,0.0,251,0.1,93,0.0,-,-,-,-,-,-,66,0.0
168,2,6,10,3,0,教養娯楽,1064,0.3,3164,0.8,493,0.1,1106,0.5,-,-,284,0.1,707,0.2
169,2,6,10,3,0,他の物品サービス,265,0.1,414,0.1,200,0.1,-,-,-,-,540,0.2,201,0.1
170,2,6,10,3,6,贈与金,3258,1.0,3769,1.0,2785,0.8,398,0.2,-,-,7268,2.9,3285,0.9
171,2,6,10,3,7,他の交際費,4209,1.2,3313,0.9,4983,1.5,1780,0.8,953,0.6,1102,0.4,5011,1.3
172,2,5,10,4,0,仕送り金,1161,0.3,4601,1.2,280,0.1,-,-,-,-,-,-,1558,0.4
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,27394,8.1,2549,0.7,39233,11.5,6419,2.9,28068,18.5,2308,0.9,35889,9.6
175,2,3,0,0,0,（再掲）教養娯楽関係費,46638,13.8,56102,14.5,46663,13.7,26164,11.6,8407,5.5,30388,12.0,45843,12.3
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4419,1.3,8370,2.2,3065,0.9,398,0.2,-,-,7268,2.9,4843,1.3
177,2,3,0,0,0,（再掲）経常消費支出,231893,68.5,225842,58.4,240025,70.6,197571,87.9,138330,91.1,194199,76.7,240391,64.4
178,2,3,0,0,0,（再掲）情報通信関係費,16569,4.9,15194,3.9,17147,5.0,14284,6.4,-,-,16360,6.5,16053,4.3
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,297120,87.7,289620,74.9,313320,92.2,184799,82.2,151853,100.0,230050,90.8,317292,85.0
180,2,2,0,0,0,その他の実支出,237003,-,218560,-,241663,-,228492,-,160975,-,250586,-,267344,-
181,2,3,0,0,0,直接税,134528,-,116940,-,134588,-,119328,-,111078,-,188411,-,142625,-
182,2,4,0,0,0,勤労所得税,64595,-,53651,-,72840,-,76555,-,22269,-,17726,-,81043,-
183,2,4,0,0,0,個人住民税,41526,-,32014,-,35227,-,23974,-,13905,-,129360,-,34537,-
184,2,4,0,0,0,他の税,28407,-,31275,-,26521,-,18798,-,74905,-,41325,-,27045,-
185,2,3,0,0,0,社会保険料,102426,-,101396,-,107074,-,109160,-,49879,-,62175,-,124622,-
186,2,4,0,0,0,公的年金保険料,58925,-,58088,-,62631,-,61807,-,30833,-,28026,-,73831,-
187,2,4,0,0,0,健康保険料,32779,-,31426,-,33821,-,35879,-,15971,-,26036,-,39656,-
188,2,4,0,0,0,介護保険料,7154,-,8251,-,6917,-,7356,-,790,-,6135,-,7005,-
189,2,4,0,0,0,他の社会保険料,3568,-,3632,-,3704,-,4119,-,2285,-,1978,-,4130,-
190,2,3,0,0,0,その他,49,-,224,-,2,-,4,-,18,-,-,-,97,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),973362,-,884204,-,1053581,-,747106,-,621082,-,628968,-,1127661,-
192,2,2,0,0,0,預貯金,774919,-,760176,-,818927,-,577156,-,352474,-,527979,-,896368,-
193,2,2,0,0,0,保険料,22203,-,16672,-,24650,-,8861,-,-,-,22247,-,23356,-
194,2,3,0,0,0,個人・企業年金保険料,6796,-,3566,-,8520,-,1853,-,-,-,2974,-,7993,-
195,2,3,0,0,0,他の保険料,15407,-,13106,-,16131,-,7008,-,-,-,19272,-,15363,-
196,2,2,0,0,0,有価証券購入,3395,-,1807,-,4378,-,-,-,-,-,795,-,4855,-
197,2,2,0,0,0,土地家屋借金返済,48380,-,22857,-,59700,-,68555,-,85893,-,10574,-,54951,-
198,2,2,0,0,0,他の借金返済,1219,-,408,-,1648,-,613,-,-,-,-,-,2302,-
199,2,2,0,0,0,クレジット購入借入金返済,122080,-,79945,-,143314,-,91921,-,182715,-,67109,-,144722,-
200,2,2,0,0,0,実支出以外の支払のその他,1164,-,2339,-,964,-,-,-,-,-,265,-,1107,-
201,2,1,0,0,0,繰越金,264463,-,229309,-,292804,-,58470,-,103156,-,210861,-,308364,-
202,3,0,0,0,0,可処分所得,747462,-,696142,-,811371,-,596623,-,385901,-,406413,-,897212,-
203,3,0,0,0,0,黒字,408714,-,309583,-,471534,-,371873,-,233993,-,153137,-,524090,-
204,3,1,0,0,0,金融資産純増,396773,-,392795,-,435659,-,303531,-,26630,-,116548,-,496644,-
205,3,3,0,0,0,貯蓄純増,395546,-,390988,-,434498,-,303531,-,26630,-,115753,-,496204,-
206,3,4,0,0,0,預貯金純増,388334,-,401994,-,422723,-,294670,-,26630,-,99432,-,484143,-
207,3,4,0,0,0,保険純増,7212,-,-11006,-,11775,-,8861,-,-,-,16321,-,12061,-
208,3,3,0,0,0,有価証券純購入,1227,-,1807,-,1161,-,-,-,-,-,795,-,440,-
209,3,1,0,0,0,土地家屋借金純減,48380,-,22857,-,59700,-,68555,-,85893,-,10574,-,54951,-
210,3,1,0,0,0,他の借金純減,676,-,408,-,933,-,613,-,-,-,-784,-,1321,-
211,3,1,0,0,0,クレジット購入借入金純減,-14779,-,-68558,-,-2090,-,33654,-,136540,-,-1299,-,-10801,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,547,-,439,-,643,-,-,-,-,-,265,-,667,-
214,3,1,0,0,0,繰越純増,-22883,-,-38358,-,-23311,-,-34480,-,-15071,-,27833,-,-18692,-
