1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
25,1,4,0,0,0,他の事業収入,955,0.2,-,-,1470,0.2,-,-,-,-,-,-,1702,0.2
26,1,4,0,0,0,内職収入,1156,0.2,603,0.1,1425,0.2,-,-,-,-,1145,0.4,1318,0.2
27,1,3,0,0,0,他の経常収入,8257,1.4,7729,1.5,9650,1.4,503,0.1,1809,1,1728,0.6,442,0.1
28,1,4,0,0,0,財産収入,239,0,-,-,338,0.1,503,0.1,1809,1,-,-,35,0
29,1,4,0,0,0,社会保障給付,8018,1.4,7729,1.5,9312,1.4,-,-,-,-,1728,0.6,407,0.1
30,1,5,0,0,0,公的年金給付,52,0,-,-,80,0,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,7967,1.4,7729,1.5,9233,1.4,-,-,-,-,1728,0.6,407,0.1
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,15565,2.6,4340,0.9,21685,3.3,2963,0.8,78,0,4367,1.5,18544,2.6
34,1,3,0,0,0,受贈金,5883,1,377,0.1,8896,1.3,-,-,-,-,139,0,8974,1.3
35,1,3,0,0,0,他の特別収入,9683,1.6,3964,0.8,12789,1.9,2963,0.8,78,0,4228,1.5,9570,1.4
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),567094,-,604832,-,571417,-,343297,-,219495,-,521909,-,673776,-
37,1,2,0,0,0,預貯金引出,400015,-,386988,-,414576,-,301337,-,174609,-,364355,-,481699,-
38,1,2,0,0,0,保険金,15805,-,54129,-,4540,-,-,-,-,-,-,-,13220,-
39,1,3,0,0,0,個人・企業年金保険金,9229,-,26439,-,4540,-,-,-,-,-,-,-,1484,-
40,1,3,0,0,0,他の保険金,6575,-,27689,-,-,-,-,-,-,-,-,-,11736,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,150856,-,163337,-,151796,-,41960,-,44886,-,157554,-,178302,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,419,-,378,-,506,-,-,-,-,-,-,-,555,-
47,1,1,0,0,0,繰入金,302843,-,470196,-,267609,-,52218,-,54365,-,203537,-,382077,-
48,2,0,0,0,0,支払,1458067,-,1578609,-,1505966,-,755538,-,452509,-,1012312,-,1763104,-
49,2,1,0,0,0,実支出,484745,-,440139,-,516628,-,365357,-,217250,-,409304,-,554420,-
50,2,2,0,0,0,生計支出,374777,-,342584,-,391290,-,310050,-,195012,-,365904,-,422635,-
51,2,3,0,0,0,消費支出,374777,100,342584,100,391290,100,310050,100,195012,100,365904,100,422635,100
52,2,4,1,0,0,食料,97737,26.1,90624,26.5,104979,26.8,49109,15.8,41529,21.3,81775,22.3,106573,25.2
53,2,5,1,1,0,穀類,7208,1.9,5199,1.5,8233,2.1,3397,1.1,3108,1.6,6589,1.8,7726,1.8
54,2,6,1,1,1,米類,1544,0.4,1187,0.3,1693,0.4,730,0.2,479,0.2,1784,0.5,1632,0.4
55,2,6,1,1,2,パン,3264,0.9,2141,0.6,3842,1,1510,0.5,1362,0.7,2696,0.7,3479,0.8
56,2,6,1,1,3,麺類,1721,0.5,1210,0.4,1989,0.5,532,0.2,592,0.3,1612,0.4,1817,0.4
57,2,6,1,1,4,他の穀類,679,0.2,661,0.2,709,0.2,625,0.2,675,0.3,497,0.1,798,0.2
58,2,5,1,2,0,魚介類,5335,1.4,5236,1.5,5650,1.4,2095,0.7,2713,1.4,4541,1.2,5795,1.4
59,2,6,1,2,1,生鮮魚介,2866,0.8,2867,0.8,3036,0.8,1084,0.3,1315,0.7,2277,0.6,3202,0.8
60,2,6,1,2,2,塩干魚介,1006,0.3,954,0.3,1108,0.3,479,0.2,888,0.5,550,0.2,1083,0.3
61,2,6,1,2,3,魚肉練製品,622,0.2,592,0.2,652,0.2,216,0.1,225,0.1,659,0.2,672,0.2
62,2,6,1,2,4,他の魚介加工品,842,0.2,823,0.2,854,0.2,317,0.1,285,0.1,1055,0.3,838,0.2
63,2,5,1,3,0,肉類,9370,2.5,6347,1.9,10938,2.8,4396,1.4,3734,1.9,7831,2.1,9971,2.4
64,2,6,1,3,1,生鮮肉,7805,2.1,5284,1.5,9089,2.3,3606,1.2,3478,1.8,6754,1.8,8298,2
65,2,6,1,3,2,加工肉,1565,0.4,1063,0.3,1849,0.5,791,0.3,256,0.1,1077,0.3,1673,0.4
66,2,5,1,4,0,乳卵類,4452,1.2,3486,1,5071,1.3,947,0.3,1430,0.7,3895,1.1,4747,1.1
67,2,6,1,4,1,牛乳,1307,0.3,824,0.2,1589,0.4,277,0.1,739,0.4,903,0.2,1437,0.3
68,2,6,1,4,2,乳製品,2240,0.6,1908,0.6,2465,0.6,461,0.1,368,0.2,2229,0.6,2374,0.6
69,2,6,1,4,3,卵,905,0.2,754,0.2,1017,0.3,208,0.1,323,0.2,763,0.2,936,0.2
70,2,5,1,5,0,野菜・海藻,9180,2.4,7804,2.3,10133,2.6,4612,1.5,4257,2.2,7562,2.1,9737,2.3
71,2,6,1,5,1,生鮮野菜,6470,1.7,5439,1.6,7188,1.8,3032,1,2953,1.5,5234,1.4,6884,1.6
72,2,6,1,5,2,乾物・海藻,591,0.2,571,0.2,648,0.2,239,0.1,411,0.2,329,0.1,607,0.1
73,2,6,1,5,3,大豆加工品,1065,0.3,906,0.3,1165,0.3,590,0.2,342,0.2,939,0.3,1090,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,888,0.3,1131,0.3,752,0.2,552,0.3,1060,0.3,1155,0.3
75,2,5,1,6,0,果物,3158,0.8,3013,0.9,3418,0.9,796,0.3,595,0.3,2544,0.7,3458,0.8
76,2,6,1,6,1,生鮮果物,2779,0.7,2513,0.7,3054,0.8,796,0.3,595,0.3,2225,0.6,3044,0.7
77,2,6,1,6,2,果物加工品,379,0.1,500,0.1,364,0.1,-,-,-,-,320,0.1,414,0.1
78,2,5,1,7,0,油脂・調味料,4226,1.1,3289,1,4689,1.2,2820,0.9,2461,1.3,3879,1.1,4262,1
79,2,6,1,7,1,油脂,344,0.1,142,0,431,0.1,132,0,242,0.1,333,0.1,350,0.1
80,2,6,1,7,2,調味料,3882,1,3147,0.9,4258,1.1,2688,0.9,2220,1.1,3546,1,3912,0.9
81,2,5,1,8,0,菓子類,8264,2.2,6469,1.9,9207,2.4,4896,1.6,2106,1.1,7462,2,9179,2.2
82,2,5,1,9,0,調理食品,14066,3.8,12592,3.7,15251,3.9,5665,1.8,4981,2.6,12655,3.5,14826,3.5
83,2,6,1,9,1,主食的調理食品,6284,1.7,6087,1.8,6750,1.7,2295,0.7,2129,1.1,4864,1.3,6595,1.6
84,2,6,1,9,2,他の調理食品,7782,2.1,6504,1.9,8502,2.2,3371,1.1,2852,1.5,7792,2.1,8231,1.9
85,2,5,1,10,0,飲料,5913,1.6,5862,1.7,6253,1.6,1749,0.6,1780,0.9,5210,1.4,6716,1.6
86,2,6,1,10,1,茶類,1246,0.3,1293,0.4,1301,0.3,568,0.2,234,0.1,952,0.3,1363,0.3
87,2,6,1,10,2,コーヒー・ココア,1609,0.4,1730,0.5,1690,0.4,136,0,261,0.1,1261,0.3,1824,0.4
88,2,6,1,10,3,他の飲料,3059,0.8,2839,0.8,3262,0.8,1045,0.3,1285,0.7,2997,0.8,3529,0.8
89,2,5,1,11,0,酒類,3366,0.9,4796,1.4,3040,0.8,2699,0.9,1226,0.6,1996,0.5,3145,0.7
90,2,5,1,12,0,外食,23199,6.2,26531,7.7,23096,5.9,15035,4.8,13137,6.7,17613,4.8,27011,6.4
91,2,6,1,12,1,一般外食,21605,5.8,26531,7.7,20783,5.3,15035,4.8,13137,6.7,16420,4.5,24908,5.9
92,2,6,1,12,2,学校給食,1593,0.4,-,-,2314,0.6,-,-,-,-,1193,0.3,2103,0.5
93,2,4,2,0,0,住居,36131,9.6,31479,9.2,36323,9.3,63201,20.4,31806,16.3,35685,9.8,38219,9
94,2,5,2,1,0,家賃地代,20761,5.5,26000,7.6,17641,4.5,63201,20.4,31806,16.3,10027,2.7,17176,4.1
95,2,5,2,2,0,設備修繕・維持,15371,4.1,5479,1.6,18682,4.8,-,-,-,-,25658,7,21044,5
96,2,6,2,2,1,設備材料,2679,0.7,1801,0.5,625,0.2,-,-,-,-,24583,6.7,668,0.2
97,2,6,2,2,2,工事その他のサービス,12692,3.4,3678,1.1,18057,4.6,-,-,-,-,1076,0.3,20376,4.8
98,2,4,3,0,0,光熱・水道,30682,8.2,26835,7.8,32011,8.2,30464,9.8,29790,15.3,31449,8.6,31134,7.4
99,2,5,3,1,0,電気代,13616,3.6,12391,3.6,14351,3.7,13173,4.2,16604,8.5,11335,3.1,14437,3.4
100,2,5,3,2,0,ガス代,10400,2.8,8597,2.5,10755,2.7,12657,4.1,9321,4.8,11911,3.3,10351,2.4
101,2,5,3,3,0,他の光熱,629,0.2,1061,0.3,412,0.1,675,0.2,2427,1.2,1118,0.3,635,0.2
102,2,5,3,4,0,上下水道料,6037,1.6,4786,1.4,6493,1.7,3959,1.3,1438,0.7,7084,1.9,5711,1.4
103,2,4,4,0,0,家具・家事用品,11419,3,7917,2.3,12798,3.3,11153,3.6,3271,1.7,10695,2.9,11988,2.8
104,2,5,4,1,0,家庭用耐久財,2944,0.8,610,0.2,3647,0.9,1001,0.3,2207,1.1,5217,1.4,2936,0.7
105,2,6,4,1,1,家事用耐久財,2192,0.6,106,0,2958,0.8,609,0.2,800,0.4,2941,0.8,2086,0.5
106,2,6,4,1,2,冷暖房用器具,639,0.2,335,0.1,576,0.1,391,0.1,1407,0.7,2275,0.6,849,0.2
107,2,6,4,1,3,一般家具,114,0,170,0,113,0,-,-,-,-,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,517,0.1,662,0.2,553,0.1,-,-,-,-,-,-,588,0.1
109,2,5,4,3,0,寝具類,1000,0.3,358,0.1,974,0.2,6969,2.2,-,-,288,0.1,898,0.2
110,2,5,4,4,0,家事雑貨,3275,0.9,3055,0.9,3642,0.9,1200,0.4,179,0.1,1834,0.5,3813,0.9
111,2,5,4,5,0,家事用消耗品,3355,0.9,3047,0.9,3610,0.9,1322,0.4,885,0.5,3133,0.9,3426,0.8
112,2,5,4,6,0,家事サービス,328,0.1,184,0.1,373,0.1,661,0.2,-,-,223,0.1,327,0.1
113,2,4,5,0,0,被服及び履物,12987,3.5,12982,3.8,13680,3.5,5549,1.8,387,0.2,10717,2.9,17194,4.1
114,2,5,5,1,0,和服,100,0,408,0.1,5,0,-,-,-,-,-,-,178,0
115,2,5,5,2,0,洋服,6634,1.8,6083,1.8,7148,1.8,1867,0.6,-,-,6312,1.7,9169,2.2
116,2,6,5,2,1,男子用洋服,2651,0.7,3373,1,2469,0.6,935,0.3,-,-,2803,0.8,3997,0.9
117,2,6,5,2,2,婦人用洋服,3379,0.9,2711,0.8,3799,1,932,0.3,-,-,3072,0.8,4370,1
118,2,6,5,2,3,子供用洋服,605,0.2,-,-,880,0.2,-,-,-,-,437,0.1,802,0.2
119,2,5,5,3,0,シャツ・セーター類,2178,0.6,1981,0.6,2276,0.6,2241,0.7,-,-,1911,0.5,3005,0.7
120,2,6,5,3,1,男子用シャツ・セーター類,930,0.2,1182,0.3,881,0.2,1025,0.3,-,-,510,0.1,1311,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1084,0.3,799,0.2,1158,0.3,1217,0.4,-,-,1275,0.3,1453,0.3
122,2,6,5,3,3,子供用シャツ・セーター類,164,0,-,-,238,0.1,-,-,-,-,127,0,241,0.1
123,2,5,5,4,0,下着類,875,0.2,1175,0.3,806,0.2,261,0.1,236,0.1,825,0.2,948,0.2
124,2,6,5,4,1,男子用下着類,385,0.1,740,0.2,270,0.1,-,-,-,-,449,0.1,323,0.1
125,2,6,5,4,2,婦人用下着類,390,0.1,435,0.1,388,0.1,261,0.1,236,0.1,331,0.1,505,0.1
126,2,6,5,4,3,子供用下着類,100,0,-,-,148,0,-,-,-,-,45,0,120,0
127,2,5,5,5,0,生地・糸類,77,0,10,0,108,0,-,-,-,-,61,0,50,0
128,2,5,5,6,0,他の被服,1333,0.4,2110,0.6,1116,0.3,1180,0.4,152,0.1,827,0.2,1716,0.4
129,2,5,5,7,0,履物類,1475,0.4,700,0.2,1957,0.5,-,-,-,-,487,0.1,1810,0.4
130,2,5,5,8,0,被服関連サービス,316,0.1,515,0.2,264,0.1,-,-,-,-,296,0.1,316,0.1
131,2,4,6,0,0,保健医療,14406,3.8,13190,3.9,15145,3.9,9536,3.1,8215,4.2,14284,3.9,14940,3.5
132,2,5,6,1,0,医薬品,2538,0.7,2452,0.7,2624,0.7,1444,0.5,1598,0.8,2606,0.7,2333,0.6
133,2,5,6,2,0,健康保持用摂取品,943,0.3,666,0.2,994,0.3,1085,0.3,147,0.1,1309,0.4,1049,0.2
134,2,5,6,3,0,保健医療用品・器具,3575,1,3045,0.9,4101,1,1212,0.4,542,0.3,1874,0.5,4144,1
135,2,5,6,4,0,保健医療サービス,7350,2,7026,2.1,7426,1.9,5796,1.9,5928,3,8495,2.3,7414,1.8
136,2,4,7,0,0,交通・通信,37494,10,32354,9.4,33666,8.6,18130,5.8,22366,11.5,96576,26.4,34984,8.3
137,2,5,7,1,0,交通,10219,2.7,13212,3.9,10297,2.6,4006,1.3,4318,2.2,3179,0.9,11176,2.6
138,2,5,7,2,0,自動車等関係費,13393,3.6,7900,2.3,8351,2.1,1499,0.5,201,0.1,80373,22,9470,2.2
139,2,6,7,2,1,自動車等購入,4116,1.1,-,-,-,-,-,-,-,-,54841,15,-,-
140,2,6,7,2,2,自転車購入,948,0.3,-,-,1362,0.3,-,-,-,-,836,0.2,1476,0.3
141,2,6,7,2,3,自動車等維持,8329,2.2,7900,2.3,6989,1.8,1499,0.5,201,0.1,24696,6.7,7994,1.9
142,2,5,7,3,0,通信,13882,3.7,11241,3.3,15018,3.8,12625,4.1,17847,9.2,13023,3.6,14337,3.4
143,2,4,8,0,0,教育,22961,6.1,-,-,32950,8.4,10739,3.5,38038,19.5,15190,4.2,35703,8.4
144,2,5,8,1,0,授業料等,13877,3.7,-,-,20109,5.1,-,-,-,-,10726,2.9,21953,5.2
145,2,5,8,2,0,教科書・学習参考教材,240,0.1,-,-,335,0.1,167,0.1,-,-,223,0.1,179,0
146,2,5,8,3,0,補習教育,8844,2.4,-,-,12506,3.2,10572,3.4,38038,19.5,4241,1.2,13571,3.2
147,2,4,9,0,0,教養娯楽,49387,13.2,69857,20.4,47494,12.1,6196,2,6023,3.1,22564,6.2,64933,15.4
148,2,5,9,1,0,教養娯楽用耐久財,5631,1.5,2960,0.9,7496,1.9,-,-,-,-,740,0.2,7326,1.7
149,2,5,9,2,0,教養娯楽用品,8243,2.2,7131,2.1,9210,2.4,1815,0.6,3170,1.6,6597,1.8,8989,2.1
150,2,5,9,3,0,書籍・他の印刷物,3098,0.8,2888,0.8,3170,0.8,1908,0.6,2853,1.5,3735,1,3299,0.8
151,2,5,9,4,0,教養娯楽サービス,32414,8.6,56879,16.6,27617,7.1,2474,0.8,-,-,11491,3.1,45319,10.7
152,2,6,9,4,1,宿泊料,4921,1.3,7159,2.1,4955,1.3,-,-,-,-,-,-,7003,1.7
153,2,6,9,4,2,パック旅行費,10671,2.8,38192,11.1,2394,0.6,-,-,-,-,609,0.2,17969,4.3
154,2,6,9,4,3,月謝類,4745,1.3,1567,0.5,6540,1.7,-,-,-,-,1614,0.4,5533,1.3
155,2,6,9,4,4,他の教養娯楽サービス,12077,3.2,9960,2.9,13729,3.5,2474,0.8,-,-,9268,2.5,14813,3.5
156,2,4,10,0,0,その他の消費支出,61571,16.4,57346,16.7,62242,15.9,105974,34.2,13587,7,46970,12.8,66967,15.8
157,2,5,10,1,0,諸雑費,27302,7.3,27444,8,29229,7.5,13756,4.4,5923,3,16920,4.6,31729,7.5
158,2,6,10,1,1,理美容サービス,3521,0.9,4098,1.2,3611,0.9,1691,0.5,3262,1.7,1824,0.5,4368,1
159,2,6,10,1,2,理美容用品,5360,1.4,5066,1.5,5860,1.5,2042,0.7,788,0.4,3610,1,6455,1.5
160,2,6,10,1,3,身の回り用品,2663,0.7,2973,0.9,2553,0.7,4310,1.4,-,-,1820,0.5,3595,0.9
161,2,6,10,1,4,たばこ,1010,0.3,1194,0.3,916,0.2,708,0.2,-,-,1385,0.4,1078,0.3
162,2,6,10,1,5,他の諸雑費,14748,3.9,14112,4.1,16289,4.2,5005,1.6,1874,1,8280,2.3,16233,3.8
163,2,5,10,2,0,こづかい,8474,2.3,4137,1.2,10213,2.6,1110,0.4,-,-,10808,3,9995,2.4
164,2,5,10,3,0,交際費,21326,5.7,24526,7.2,21328,5.5,5619,1.8,7663,3.9,19020,5.2,23460,5.6
165,2,6,10,3,0,食料,4010,1.1,7159,2.1,3294,0.8,1924,0.6,304,0.2,1279,0.3,4443,1.1
166,2,6,10,3,0,家具・家事用品,248,0.1,287,0.1,276,0.1,-,-,-,-,-,-,362,0.1
167,2,6,10,3,0,被服及び履物,256,0.1,175,0.1,321,0.1,147,0,529,0.3,-,-,298,0.1
168,2,6,10,3,0,教養娯楽,2072,0.6,768,0.2,2877,0.7,-,-,-,-,259,0.1,991,0.2
169,2,6,10,3,0,他の物品サービス,164,0,254,0.1,130,0,-,-,-,-,261,0.1,251,0.1
170,2,6,10,3,6,贈与金,8785,2.3,9802,2.9,8437,2.2,1676,0.5,6031,3.1,12119,3.3,9616,2.3
171,2,6,10,3,7,他の交際費,5792,1.5,6080,1.8,5992,1.5,1871,0.6,799,0.4,5102,1.4,7499,1.8
172,2,5,10,4,0,仕送り金,4470,1.2,1239,0.4,1473,0.4,85489,27.6,-,-,222,0.1,1783,0.4
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,26051,7,359,0.1,37358,9.5,10845,3.5,38236,19.6,16995,4.6,39866,9.4
175,2,3,0,0,0,（再掲）教養娯楽関係費,56647,15.1,78900,23,54931,14,10051,3.2,5825,3,24354,6.7,71437,16.9
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,13254,3.5,11042,3.2,9911,2.5,87165,28.1,6031,3.1,12341,3.4,11398,2.7
177,2,3,0,0,0,（再掲）経常消費支出,258572,69,244248,71.3,272490,69.6,192142,62,147672,75.7,216484,59.2,276732,65.5
178,2,3,0,0,0,（再掲）情報通信関係費,17238,4.6,15855,4.6,17636,4.5,14063,4.5,17794,9.1,19754,5.4,18229,4.3
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,321275,85.7,300063,87.6,345056,88.2,159684,51.5,157174,80.6,263038,71.9,373018,88.3
180,2,2,0,0,0,その他の実支出,109969,-,97555,-,125338,-,55307,-,22238,-,43400,-,131785,-
181,2,3,0,0,0,直接税,46783,-,41130,-,53792,-,22131,-,3253,-,16266,-,56972,-
182,2,4,0,0,0,勤労所得税,18312,-,14754,-,21974,-,7804,-,1122,-,3091,-,23744,-
183,2,4,0,0,0,個人住民税,26046,-,24265,-,29337,-,14327,-,2131,-,9021,-,31509,-
184,2,4,0,0,0,他の税,2425,-,2111,-,2480,-,-,-,-,-,4154,-,1719,-
185,2,3,0,0,0,社会保険料,63157,-,56302,-,71547,-,33176,-,18984,-,27134,-,74813,-
186,2,4,0,0,0,公的年金保険料,37221,-,31263,-,43142,-,19935,-,11735,-,13412,-,44974,-
187,2,4,0,0,0,健康保険料,20458,-,18577,-,22700,-,10323,-,5489,-,12049,-,23329,-
188,2,4,0,0,0,介護保険料,3600,-,4746,-,3590,-,1751,-,1100,-,993,-,4222,-
189,2,4,0,0,0,他の社会保険料,1877,-,1716,-,2115,-,1166,-,660,-,680,-,2288,-
190,2,3,0,0,0,その他,29,-,123,-,-,-,-,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),724896,-,698363,-,787390,-,354842,-,188385,-,452207,-,894577,-
192,2,2,0,0,0,預貯金,459033,-,432987,-,502129,-,292450,-,116284,-,251288,-,545619,-
193,2,2,0,0,0,保険料,40741,-,19833,-,54037,-,7592,-,6339,-,8268,-,60410,-
194,2,3,0,0,0,個人・企業年金保険料,25134,-,4529,-,36424,-,2221,-,-,-,3973,-,41048,-
195,2,3,0,0,0,他の保険料,15607,-,15303,-,17614,-,5372,-,6339,-,4295,-,19362,-
196,2,2,0,0,0,有価証券購入,5202,-,3311,-,5834,-,16655,-,-,-,-,-,6802,-
197,2,2,0,0,0,土地家屋借金返済,73494,-,124581,-,63223,-,-,-,-,-,37480,-,106646,-
198,2,2,0,0,0,他の借金返済,4354,-,2211,-,5891,-,-,-,-,-,-,-,7417,-
199,2,2,0,0,0,クレジット購入借入金返済,141342,-,115117,-,155650,-,31617,-,65761,-,155143,-,167028,-
200,2,2,0,0,0,実支出以外の支払のその他,730,-,323,-,626,-,6529,-,-,-,28,-,655,-
201,2,1,0,0,0,繰越金,248425,-,440106,-,201948,-,35339,-,46875,-,150802,-,314106,-
202,3,0,0,0,0,可処分所得,478161,-,406027,-,541601,-,304716,-,156411,-,243466,-,575466,-
203,3,0,0,0,0,黒字,103384,-,63442,-,150311,-,-5334,-,-38601,-,-122438,-,152831,-
204,3,1,0,0,0,金融資産純増,89156,-,15014,-,142885,-,15360,-,-51986,-,-104799,-,117912,-
205,3,3,0,0,0,貯蓄純増,83954,-,11703,-,137051,-,-1295,-,-51986,-,-104799,-,111110,-
206,3,4,0,0,0,預貯金純増,59017,-,45999,-,87553,-,-8887,-,-58325,-,-113067,-,63920,-
207,3,4,0,0,0,保険純増,24936,-,-34296,-,49498,-,7592,-,6339,-,8268,-,47190,-
208,3,3,0,0,0,有価証券純購入,5202,-,3311,-,5834,-,16655,-,-,-,-,-,6802,-
209,3,1,0,0,0,土地家屋借金純減,73494,-,124581,-,63223,-,-,-,-,-,37480,-,106646,-
210,3,1,0,0,0,他の借金純減,4354,-,2211,-,5891,-,-,-,-,-,-,-,7417,-
211,3,1,0,0,0,クレジット購入借入金純減,-9513,-,-48220,-,3854,-,-10343,-,20876,-,-2411,-,-11274,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,311,-,-55,-,120,-,6529,-,-,-,28,-,100,-
214,3,1,0,0,0,繰越純増,-54418,-,-30089,-,-65662,-,-16879,-,-7491,-,-52736,-,-67970,-
