1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,
2,,,第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
4,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
15,3,選択的支出,23704,6.9,32.5,9335,8.5,14058,8.0,15067,6.6,20258,7.2,25238,7.3,36351,8.1,45378,5.5
16,1,住居,20675,6.0,-14.2,1887,1.7,10453,5.9,8491,3.7,18947,6.7,25814,7.5,37063,8.3,41824,5.1
17,2,基礎的支出,18896,5.5,-16.5,1801,1.6,10160,5.8,8031,3.5,17563,6.3,22462,6.5,35507,7.9,36560,4.4
18,3,選択的支出,1779,0.5,20.4,86,0.1,293,0.2,460,0.2,1384,0.5,3352,1.0,1555,0.3,5264,0.6
19,1,光熱・水道,33262,9.6,16.0,18010,16.3,27637,15.7,33405,14.7,32990,11.7,36009,10.5,39765,8.9,44834,5.4
20,2,基礎的支出,33262,9.6,16.0,18010,16.3,27637,15.7,33405,14.7,32990,11.7,36009,10.5,39765,8.9,44834,5.4
21,3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,1,家具・家事用品,10483,3.0,1.3,2984,2.7,4638,2.6,5520,2.4,7898,2.8,9494,2.8,12667,2.8,29958,3.6
23,2,基礎的支出,8144,2.4,31.1,2646,2.4,3804,2.2,4838,2.1,5755,2.0,8199,2.4,9397,2.1,22196,2.7
24,3,選択的支出,2339,0.7,-43.4,338,0.3,834,0.5,682,0.3,2143,0.8,1296,0.4,3270,0.7,7762,0.9
25,1,被服及び履物,13421,3.9,6.3,2857,2.6,4683,2.7,7283,3.2,12519,4.5,13369,3.9,19708,4.4,33326,4.0
26,2,基礎的支出,688,0.2,22.4,305,0.3,361,0.2,375,0.2,739,0.3,938,0.3,1078,0.2,1013,0.1
27,3,選択的支出,12733,3.7,5.6,2553,2.3,4322,2.5,6908,3.0,11780,4.2,12431,3.6,18629,4.2,32314,3.9
28,1,保健医療,17804,5.2,-4.9,5379,4.9,8285,4.7,14582,6.4,16323,5.8,18971,5.5,23801,5.3,37059,4.5
29,2,基礎的支出,15473,4.5,-5.1,4326,3.9,7499,4.3,11020,4.8,14725,5.2,16985,4.9,21878,4.9,31691,3.8
30,3,選択的支出,2331,0.7,-3.6,1052,1.0,786,0.4,3562,1.6,1598,0.6,1986,0.6,1923,0.4,5368,0.7
31,1,交通・通信,39642,11.5,26.5,8437,7.6,14250,8.1,21705,9.5,24438,8.7,36034,10.5,54952,12.3,116770,14.2
32,2,基礎的支出,7247,2.1,-4.1,2134,1.9,3297,1.9,6349,2.8,6391,2.3,8156,2.4,9136,2.0,15157,1.8
33,3,選択的支出,32396,9.4,36.3,6303,5.7,10953,6.2,15356,6.7,18047,6.4,27878,8.1,45815,10.2,101613,12.3
34,1,教育,18251,5.3,20.9,418,0.4,326,0.2,2044,0.9,7042,2.5,5345,1.6,10630,2.4,101067,12.3
35,2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,3,選択的支出,18251,5.3,20.9,418,0.4,326,0.2,2044,0.9,7042,2.5,5345,1.6,10630,2.4,101067,12.3
37,1,教養娯楽,45625,13.2,33.1,8053,7.3,13848,7.9,21836,9.6,26423,9.4,38733,11.3,62793,14.0,146530,17.8
38,2,基礎的支出,6733,2.0,24.7,2690,2.4,4588,2.6,5494,2.4,5104,1.8,7761,2.3,9353,2.1,12058,1.5
39,3,選択的支出,38891,11.3,34.7,5363,4.9,9260,5.3,16342,7.2,21318,7.6,30972,9.0,53440,12.0,134472,16.3
40,1,その他の消費支出,47588,13.8,-10.3,7894,7.1,16499,9.4,27585,12.1,41510,14.8,49702,14.5,61422,13.7,127590,15.5
41,2,基礎的支出,21216,6.1,9.3,3581,3.2,8164,4.6,11348,5.0,15748,5.6,26012,7.6,24559,5.5,58587,7.1
42,3,選択的支出,26373,7.6,-21.7,4313,3.9,8335,4.7,16237,7.1,25762,9.2,23691,6.9,36863,8.2,69003,8.4
