1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
68,2,6,1,4,2,乳製品,2383,0.6,7.9,2201,0.9,1993,0.7,2334,0.7,2035,0.6,2390,0.6,2605,0.5,3116,0.6
69,2,6,1,4,3,卵,1039,0.3,19.6,909,0.4,894,0.3,1181,0.3,1022,0.3,1027,0.3,1070,0.2,1167,0.2
70,2,5,1,5,0,野菜・海藻,9266,2.4,1.1,8719,3.4,9156,3.4,8163,2.3,7823,2.3,10386,2.7,9716,1.9,10880,1.9
71,2,6,1,5,1,生鮮野菜,6585,1.7,-0.1,6177,2.4,6432,2.4,5728,1.6,5673,1.7,7145,1.9,6780,1.4,8150,1.5
72,2,6,1,5,2,乾物・海藻,599,0.2,-17.6,565,0.2,383,0.1,598,0.2,588,0.2,771,0.2,767,0.2,515,0.1
73,2,6,1,5,3,大豆加工品,1029,0.3,9.6,895,0.4,1027,0.4,921,0.3,850,0.2,1250,0.3,1136,0.2,1121,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,16.1,1082,0.4,1314,0.5,916,0.3,712,0.2,1220,0.3,1033,0.2,1094,0.2
75,2,5,1,6,0,果物,3108,0.8,14.1,2935,1.2,2908,1.1,2963,0.9,2611,0.8,3059,0.8,2989,0.6,4280,0.8
76,2,6,1,6,1,生鮮果物,2711,0.7,12.3,2628,1.0,2690,1.0,2608,0.7,2212,0.7,2547,0.7,2566,0.5,3721,0.7
77,2,6,1,6,2,果物加工品,396,0.1,27.7,307,0.1,218,0.1,355,0.1,399,0.1,512,0.1,423,0.1,559,0.1
78,2,5,1,7,0,油脂・調味料,4130,1.1,4.8,3646,1.4,3904,1.4,3569,1.0,3639,1.1,4890,1.3,4516,0.9,4737,0.8
79,2,6,1,7,1,油脂,391,0.1,-9.9,364,0.1,363,0.1,328,0.1,450,0.1,422,0.1,404,0.1,407,0.1
80,2,6,1,7,2,調味料,3739,1.0,6.6,3282,1.3,3542,1.3,3241,0.9,3190,0.9,4467,1.2,4112,0.8,4330,0.8
81,2,5,1,8,0,菓子類,9076,2.4,13.6,8184,3.2,5542,2.1,8977,2.6,8593,2.5,8748,2.3,10387,2.1,13071,2.3
82,2,5,1,9,0,調理食品,14768,3.9,13.9,13048,5.1,15213,5.6,14572,4.2,11709,3.4,14173,3.7,16014,3.2,18563,3.3
83,2,6,1,9,1,主食的調理食品,6765,1.8,14.5,5291,2.1,5554,2.1,6502,1.9,5759,1.7,6680,1.8,8427,1.7,9094,1.6
84,2,6,1,9,2,他の調理食品,8003,2.1,13.4,7758,3.0,9659,3.6,8070,2.3,5950,1.7,7493,2.0,7586,1.5,9470,1.7
85,2,5,1,10,0,飲料,5943,1.6,13.6,5472,2.1,4588,1.7,6320,1.8,5992,1.8,5289,1.4,6076,1.2,7850,1.4
86,2,6,1,10,1,茶類,1339,0.4,4.9,1297,0.5,805,0.3,1972,0.6,1473,0.4,1102,0.3,1234,0.2,1483,0.3
87,2,6,1,10,2,コーヒー・ココア,1256,0.3,12.5,1175,0.5,784,0.3,1326,0.4,1028,0.3,1383,0.4,1794,0.4,1296,0.2
88,2,6,1,10,3,他の飲料,3348,0.9,17.9,3000,1.2,3000,1.1,3022,0.9,3491,1.0,2804,0.7,3048,0.6,5071,0.9
89,2,5,1,11,0,酒類,3317,0.9,1.1,2830,1.1,2441,0.9,3345,1.0,3936,1.2,4394,1.2,2797,0.6,3468,0.6
90,2,5,1,12,0,外食,20654,5.4,27.5,13899,5.5,12160,4.5,17528,5.0,19606,5.8,22784,6.0,26059,5.2,32382,5.8
91,2,6,1,12,1,一般外食,19904,5.2,29.0,13667,5.4,11843,4.4,16375,4.7,18889,5.6,22410,5.9,24681,4.9,31324,5.6
92,2,6,1,12,2,学校給食,750,0.2,-3.1,232,0.1,317,0.1,1153,0.3,717,0.2,374,0.1,1378,0.3,1058,0.2
93,2,4,2,0,0,住居,26402,7.0,5.6,12900,5.1,26573,9.8,21509,6.2,19362,5.7,22995,6.0,25328,5.1,55748,9.9
94,2,5,2,1,0,家賃地代,19998,5.3,-10.1,11711,4.6,25102,9.3,20032,5.7,18328,5.4,22066,5.8,23575,4.7,18917,3.4
95,2,5,2,2,0,設備修繕・維持,6404,1.7,131.7,1189,0.5,1471,0.5,1477,0.4,1034,0.3,929,0.2,1753,0.4,36831,6.6
96,2,6,2,2,1,設備材料,5555,1.5,629.0,849,0.3,276,0.1,599,0.2,263,0.1,236,0.1,189,0.0,36347,6.5
97,2,6,2,2,2,工事その他のサービス,849,0.2,-57.6,340,0.1,1195,0.4,878,0.3,770,0.2,693,0.2,1564,0.3,484,0.1
98,2,4,3,0,0,光熱・水道,32819,8.6,18.4,29657,11.6,28499,10.6,32466,9.3,35394,10.4,29991,7.9,34810,7.0,38870,6.9
99,2,5,3,1,0,電気代,16053,4.2,13.1,15706,6.2,12313,4.6,14614,4.2,18011,5.3,14573,3.8,17303,3.5,19889,3.5
100,2,5,3,2,0,ガス代,10642,2.8,26.2,10444,4.1,9417,3.5,10292,3.0,10889,3.2,10229,2.7,10535,2.1,12690,2.3
101,2,5,3,3,0,他の光熱,177,0.0,-54.7,81,0.0,257,0.1,489,0.1,4,0.0,135,0.0,172,0.0,89,0.0
102,2,5,3,4,0,上下水道料,5947,1.6,26.6,3425,1.3,6512,2.4,7071,2.0,6490,1.9,5054,1.3,6801,1.4,6201,1.1
103,2,4,4,0,0,家具・家事用品,13242,3.5,8.8,12939,5.1,5456,2.0,29178,8.4,8173,2.4,12094,3.2,11165,2.2,13394,2.4
104,2,5,4,1,0,家庭用耐久財,5867,1.5,196.5,7046,2.8,63,0.0,21210,6.1,1423,0.4,2853,0.7,3439,0.7,4793,0.9
105,2,6,4,1,1,家事用耐久財,4484,1.2,254.2,6043,2.4,45,0.0,18433,5.3,1337,0.4,2577,0.7,1917,0.4,847,0.2
106,2,6,4,1,2,冷暖房用器具,862,0.2,149.9,-,-,-,-,1473,0.4,-,-,-,-,992,0.2,3528,0.6
107,2,6,4,1,3,一般家具,520,0.1,41.3,1004,0.4,18,0.0,1305,0.4,87,0.0,277,0.1,530,0.1,417,0.1
108,2,5,4,2,0,室内装備・装飾品,317,0.1,-11.5,237,0.1,126,0.0,166,0.0,89,0.0,1389,0.4,141,0.0,65,0.0
109,2,5,4,3,0,寝具類,603,0.2,-79.8,74,0.0,607,0.2,137,0.0,1247,0.4,1313,0.3,649,0.1,197,0.0
110,2,5,4,4,0,家事雑貨,2448,0.6,-5.1,2246,0.9,2072,0.8,2909,0.8,1669,0.5,2367,0.6,2411,0.5,3439,0.6
111,2,5,4,5,0,家事用消耗品,3613,1.0,4.8,3055,1.2,2497,0.9,4076,1.2,3597,1.1,3759,1.0,3967,0.8,4315,0.8
112,2,5,4,6,0,家事サービス,395,0.1,-51.9,281,0.1,89,0.0,680,0.2,146,0.0,413,0.1,558,0.1,585,0.1
113,2,4,5,0,0,被服及び履物,15263,4.0,-1.4,8439,3.3,7213,2.7,13057,3.7,11854,3.5,16180,4.3,19049,3.8,30848,5.5
114,2,5,5,1,0,和服,7,0.0,-80.6,-,-,-,-,-,-,-,-,49,0.0,-,-,-,-
115,2,5,5,2,0,洋服,7043,1.9,-8.5,2952,1.2,1704,0.6,5474,1.6,5441,1.6,9126,2.4,8479,1.7,16014,2.8
116,2,6,5,2,1,男子用洋服,2384,0.6,-12.4,554,0.2,559,0.2,676,0.2,2770,0.8,3509,0.9,3953,0.8,4643,0.8
117,2,6,5,2,2,婦人用洋服,3952,1.0,0.7,2066,0.8,1051,0.4,4428,1.3,2222,0.7,5302,1.4,3655,0.7,8863,1.6
118,2,6,5,2,3,子供用洋服,707,0.2,-32.9,332,0.1,94,0.0,371,0.1,450,0.1,316,0.1,871,0.2,2508,0.4
119,2,5,5,3,0,シャツ・セーター類,2766,0.7,7.3,2349,0.9,848,0.3,1979,0.6,1691,0.5,2367,0.6,3164,0.6,6949,1.2
120,2,6,5,3,1,男子用シャツ・セーター類,918,0.2,-7.3,586,0.2,212,0.1,715,0.2,964,0.3,503,0.1,1457,0.3,1984,0.4
121,2,6,5,3,2,婦人用シャツ・セーター類,1652,0.4,20.4,1518,0.6,623,0.2,1136,0.3,357,0.1,1715,0.5,1544,0.3,4654,0.8
122,2,6,5,3,3,子供用シャツ・セーター類,196,0.1,-9.7,246,0.1,12,0.0,127,0.0,369,0.1,149,0.0,164,0.0,310,0.1
123,2,5,5,4,0,下着類,894,0.2,38.6,606,0.2,493,0.2,794,0.2,1564,0.5,511,0.1,628,0.1,1668,0.3
124,2,6,5,4,1,男子用下着類,235,0.1,18.1,273,0.1,178,0.1,250,0.1,152,0.0,134,0.0,297,0.1,361,0.1
125,2,6,5,4,2,婦人用下着類,513,0.1,102.0,248,0.1,138,0.1,411,0.1,1243,0.4,188,0.0,302,0.1,1065,0.2
126,2,6,5,4,3,子供用下着類,146,0.0,-24.0,85,0.0,176,0.1,133,0.0,169,0.0,189,0.0,29,0.0,241,0.0
127,2,5,5,5,0,生地・糸類,89,0.0,-47.3,140,0.1,68,0.0,9,0.0,29,0.0,156,0.0,12,0.0,210,0.0
128,2,5,5,6,0,他の被服,1094,0.3,41.3,601,0.2,1714,0.6,1096,0.3,1042,0.3,812,0.2,880,0.2,1500,0.3
129,2,5,5,7,0,履物類,2419,0.6,22.2,1070,0.4,2227,0.8,2921,0.8,1468,0.4,1839,0.5,3665,0.7,3689,0.7
130,2,5,5,8,0,被服関連サービス,950,0.3,-40.8,720,0.3,159,0.1,785,0.2,619,0.2,1321,0.3,2221,0.4,819,0.1
131,2,4,6,0,0,保健医療,15570,4.1,-16.9,9616,3.8,16486,6.1,14087,4.0,17446,5.1,22680,6.0,14502,2.9,14054,2.5
132,2,5,6,1,0,医薬品,3080,0.8,9.5,2695,1.1,2287,0.8,3853,1.1,2712,0.8,3222,0.8,3205,0.6,3561,0.6
133,2,5,6,2,0,健康保持用摂取品,979,0.3,5.0,1309,0.5,158,0.1,689,0.2,933,0.3,1374,0.4,557,0.1,1847,0.3
134,2,5,6,3,0,保健医療用品・器具,2859,0.8,-23.1,2381,0.9,1408,0.5,3318,1.0,2237,0.7,2939,0.8,3711,0.7,3990,0.7
135,2,5,6,4,0,保健医療サービス,8652,2.3,-23.2,3231,1.3,12633,4.7,6227,1.8,11564,3.4,15145,4.0,7028,1.4,4657,0.8
136,2,4,7,0,0,交通・通信,46487,12.2,39.7,19907,7.8,42840,15.9,43546,12.5,34605,10.2,36812,9.7,87918,17.6,58908,10.5
137,2,5,7,1,0,交通,12448,3.3,40.3,5145,2.0,6737,2.5,19540,5.6,10229,3.0,6387,1.7,18431,3.7,20339,3.6
138,2,5,7,2,0,自動車等関係費,20541,5.4,74.6,4635,1.8,21104,7.8,9142,2.6,14873,4.4,19205,5.0,51518,10.3,22932,4.1
139,2,6,7,2,1,自動車等購入,6375,1.7,...,-,-,5971,2.2,-,-,-,-,-,-,38463,7.7,-,-
140,2,6,7,2,2,自転車購入,852,0.2,41.5,-,-,-,-,-,-,-,-,434,0.1,1899,0.4,3605,0.6
141,2,6,7,2,3,自動車等維持,13314,3.5,19.3,4635,1.8,15133,5.6,9142,2.6,14873,4.4,18770,4.9,11156,2.2,19327,3.4
142,2,5,7,3,0,通信,13498,3.6,6.8,10127,4.0,14999,5.6,14864,4.3,9503,2.8,11220,2.9,17970,3.6,15637,2.8
143,2,4,8,0,0,教育,30210,8.0,20.1,14405,5.7,5133,1.9,7497,2.2,8473,2.5,36840,9.7,69706,14.0,68982,12.3
144,2,5,8,1,0,授業料等,21821,5.7,47.8,11621,4.6,2783,1.0,2316,0.7,4109,1.2,25966,6.8,55081,11.0,50603,9.0
145,2,5,8,2,0,教科書・学習参考教材,1628,0.4,62.3,1450,0.6,3,0.0,90,0.0,489,0.1,5425,1.4,2385,0.5,1558,0.3
146,2,5,8,3,0,補習教育,6761,1.8,-28.0,1334,0.5,2347,0.9,5092,1.5,3875,1.1,5449,1.4,12239,2.5,16821,3.0
147,2,4,9,0,0,教養娯楽,50223,13.2,33.4,28016,11.0,24711,9.2,47244,13.6,57679,17.0,50632,13.3,64544,12.9,78263,13.9
148,2,5,9,1,0,教養娯楽用耐久財,9081,2.4,128.5,4126,1.6,1437,0.5,7710,2.2,282,0.1,14633,3.8,23461,4.7,11672,2.1
149,2,5,9,2,0,教養娯楽用品,9749,2.6,16.9,7754,3.0,6333,2.3,9254,2.7,12992,3.8,10434,2.7,9785,2.0,11685,2.1
150,2,5,9,3,0,書籍・他の印刷物,2887,0.8,-1.0,2275,0.9,1439,0.5,3334,1.0,1859,0.5,2706,0.7,3037,0.6,5526,1.0
151,2,5,9,4,0,教養娯楽サービス,28506,7.5,27.1,13862,5.4,15502,5.7,26946,7.7,42546,12.5,22858,6.0,28261,5.7,49380,8.8
152,2,6,9,4,1,宿泊料,4228,1.1,-3.2,2885,1.1,1463,0.5,6300,1.8,3455,1.0,4612,1.2,5344,1.1,5461,1.0
153,2,6,9,4,2,パック旅行費,5124,1.3,632.0,855,0.3,1776,0.7,1220,0.4,24991,7.3,4035,1.1,1388,0.3,1810,0.3
154,2,6,9,4,3,月謝類,6487,1.7,16.2,2162,0.8,2547,0.9,5749,1.6,3991,1.2,5063,1.3,6547,1.3,19209,3.4
155,2,6,9,4,4,他の教養娯楽サービス,12667,3.3,7.6,7959,3.1,9716,3.6,13677,3.9,10109,3.0,9148,2.4,14981,3.0,22899,4.1
156,2,4,10,0,0,その他の消費支出,52446,13.8,-20.5,33749,13.2,34847,12.9,48202,13.8,58463,17.2,48892,12.8,64699,13.0,77891,13.9
157,2,5,10,1,0,諸雑費,27884,7.3,-36.9,15570,6.1,20712,7.7,23111,6.6,20333,6.0,27303,7.2,41533,8.3,46247,8.2
158,2,6,10,1,1,理美容サービス,4558,1.2,2.6,2652,1.0,4045,1.5,3330,1.0,4817,1.4,5299,1.4,6667,1.3,5060,0.9
159,2,6,10,1,2,理美容用品,5243,1.4,4.6,4075,1.6,3974,1.5,3763,1.1,4544,1.3,7551,2.0,5224,1.0,7546,1.3
160,2,6,10,1,3,身の回り用品,2483,0.7,45.7,1288,0.5,306,0.1,1932,0.6,3979,1.2,1176,0.3,4005,0.8,4689,0.8
161,2,6,10,1,4,たばこ,1005,0.3,-3.7,731,0.3,418,0.2,1353,0.4,681,0.2,1569,0.4,1472,0.3,797,0.1
162,2,6,10,1,5,他の諸雑費,14596,3.8,-54.4,6825,2.7,11970,4.4,12733,3.7,6312,1.9,11708,3.1,24165,4.8,28154,5.0
163,2,5,10,2,0,こづかい,7008,1.8,4.7,2198,0.9,4488,1.7,9267,2.7,4398,1.3,7975,2.1,7442,1.5,13088,2.3
164,2,5,10,3,0,交際費,14971,3.9,7.7,15914,6.2,9377,3.5,12812,3.7,19424,5.7,13145,3.5,15725,3.2,18520,3.3
165,2,6,10,3,0,食料,3348,0.9,24.0,1748,0.7,1956,0.7,3189,0.9,3459,1.0,2491,0.7,6467,1.3,4088,0.7
166,2,6,10,3,0,家具・家事用品,69,0.0,283.3,208,0.1,-,-,24,0.0,47,0.0,109,0.0,39,0.0,64,0.0
167,2,6,10,3,0,被服及び履物,215,0.1,-68.5,219,0.1,86,0.0,18,0.0,780,0.2,119,0.0,-,-,296,0.1
168,2,6,10,3,0,教養娯楽,875,0.2,-51.5,329,0.1,40,0.0,1116,0.3,500,0.1,1367,0.4,919,0.2,1832,0.3
169,2,6,10,3,0,他の物品サービス,524,0.1,20.5,57,0.0,82,0.0,197,0.1,2090,0.6,249,0.1,177,0.0,831,0.1
170,2,6,10,3,6,贈与金,5022,1.3,13.2,12343,4.8,768,0.3,1590,0.5,7336,2.2,4772,1.3,2411,0.5,6216,1.1
171,2,6,10,3,7,他の交際費,4917,1.3,28.6,1011,0.4,6446,2.4,6679,1.9,5212,1.5,4039,1.1,5713,1.1,5193,0.9
172,2,5,10,4,0,仕送り金,2583,0.7,123.6,67,0.0,271,0.1,3012,0.9,14308,4.2,470,0.1,-,-,37,0.0
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,34760,9.2,16.3,16919,6.6,6779,2.5,11340,3.3,14860,4.4,40809,10.7,76867,15.4,75286,13.4
175,2,3,0,0,0,（再掲）教養娯楽関係費,54882,14.5,25.8,30030,11.8,27093,10.0,60746,17.4,61716,18.1,54792,14.4,71890,14.4,77222,13.7
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,7605,2.0,36.0,12410,4.9,1039,0.4,4601,1.3,21645,6.4,5242,1.4,2411,0.5,6253,1.1
177,2,3,0,0,0,（再掲）経常消費支出,260278,68.5,8.5,194149,76.2,225575,83.6,261656,75.1,244933,72.0,266125,69.9,297428,59.6,330010,58.7
178,2,3,0,0,0,（再掲）情報通信関係費,16568,4.4,7.1,12125,4.8,20332,7.5,17882,5.1,14287,4.2,15502,4.1,18071,3.6,17604,3.1
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,339417,89.4,7.0,229543,90.1,236251,87.6,322347,92.5,299173,87.9,352342,92.6,432850,86.7,500028,89.0
