1,"東京都生計分析調査　令和 5年12月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",309,0.1,-7.8,54,0.0,242,0.1,66,0.0,437,0.1,329,0.1,421,0.1,605,0.1
28,"1","1","バス通学定期代",19,0.0,-29.6,-,-,61,0.0,-,-,30,0.0,38,0.0,-,-,-,-
29,"1","1","バス通勤定期代",13,0.0,...,-,-,-,-,-,-,-,-,-,-,90,0.0,-,-
30,"1","1","タクシー代",699,0.2,-3.7,186,0.2,199,0.1,673,0.3,1020,0.3,627,0.2,832,0.2,1348,0.2
31,"1","1","航空運賃",2084,0.6,103.1,-,-,682,0.4,-,-,-,-,3237,0.8,88,0.0,10523,1.2
32,"1","1","郵便料",1694,0.5,-9.6,401,0.3,731,0.4,1587,0.6,1336,0.4,2032,0.5,2862,0.6,2901,0.3
33,"1","1","固定電話通信料",1071,0.3,-11.5,578,0.5,1058,0.6,1306,0.5,946,0.3,1136,0.3,1354,0.3,1122,0.1
34,"1","1","携帯電話通信料",7841,2.1,-7.5,2573,2.2,5241,2.8,7066,2.8,9493,3.0,9249,2.4,10646,2.2,10582,1.3
35,"1","1","ＮＨＫ放送受信料",1290,0.3,-22.1,1055,0.9,1371,0.7,549,0.2,783,0.2,1121,0.3,1712,0.4,2428,0.3
36,"1","1","ケーブルテレビ放送受信料",1116,0.3,-3.1,328,0.3,1309,0.7,1146,0.5,1255,0.4,1184,0.3,1481,0.3,1108,0.1
37,"1","1","他の放送受信料",164,0.0,-14.6,13,0.0,221,0.1,48,0.0,120,0.0,147,0.0,247,0.1,348,0.0
38,"1","1","国公立小学校",85,0.0,-63.5,77,0.1,-,-,125,0.1,-,-,190,0.0,61,0.0,143,0.0
39,"1","1","国公立中学校",294,0.1,-14.5,61,0.1,-,-,454,0.2,413,0.1,94,0.0,54,0.0,982,0.1
40,"1","1","国公立高校",102,0.0,75.9,-,-,28,0.0,692,0.3,-,-,-,-,-,-,-,-
41,"1","1","国公立大学",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",1181,0.3,16.4,309,0.3,1737,0.9,1295,0.5,2044,0.6,241,0.1,995,0.2,1638,0.2
43,"2","0","準公共料金等",34055,9.2,19.4,3813,3.3,8420,4.5,19648,7.9,23498,7.5,20597,5.3,33631,6.9,128103,15.2
44,"2","1","牛乳",1445,0.4,1.8,864,0.7,1178,0.6,1395,0.6,1244,0.4,1668,0.4,1973,0.4,1795,0.2
45,"2","1","灯油",608,0.2,-27.2,606,0.5,553,0.3,625,0.3,838,0.3,951,0.2,427,0.1,255,0.0
46,"2","1","プロパンガス",261,0.1,-40.1,311,0.3,422,0.2,390,0.2,473,0.2,225,0.1,6,0.0,-,-
47,"2","1","理髪料",478,0.1,10.9,280,0.2,391,0.2,272,0.1,337,0.1,486,0.1,863,0.2,714,0.1
48,"2","1","パーマネント代",167,0.0,-14.4,18,0.0,-,-,-,-,67,0.0,84,0.0,458,0.1,539,0.1
49,"2","1","洗濯代",890,0.2,82.4,50,0.0,139,0.1,320,0.1,500,0.2,897,0.2,2183,0.4,2132,0.3
50,"2","1","新聞",2288,0.6,2.2,1170,1.0,2067,1.1,2078,0.8,2697,0.9,2691,0.7,2526,0.5,2781,0.3
51,"2","1","私立小学校",256,0.1,73.0,-,-,-,-,-,-,-,-,-,-,776,0.2,1013,0.1
52,"2","1","私立中学校",1405,0.4,87.3,-,-,-,-,43,0.0,693,0.2,-,-,4562,0.9,4512,0.5
53,"2","1","私立高校",1568,0.4,-25.0,-,-,210,0.1,805,0.3,-,-,353,0.1,6219,1.3,3390,0.4
54,"2","1","私立大学",13579,3.7,102.6,-,-,-,-,-,-,-,-,-,-,-,-,94488,11.2
55,"2","1","幼児教育費用",706,0.2,-8.1,-,-,1050,0.6,92,0.0,1670,0.5,622,0.2,696,0.1,800,0.1
56,"2","1","民営家賃",9558,2.6,-17.5,186,0.2,2030,1.1,12183,4.9,14328,4.6,9797,2.5,12647,2.6,15683,1.9
57,"2","1","地代",844,0.2,100.5,327,0.3,381,0.2,1446,0.6,651,0.2,2823,0.7,295,0.1,-,-
