1,"東京都生計分析調査　令和 5年 9月","","","","","","","","","","","","","","",""
21,"1","6","0","0","0","うち女",74639,12.6,50942,10.0,76756,12.9,91032,13.8,67534,12.5
22,"1","4","0","0","0","他の世帯員収入",10955,1.8,6283,1.2,10641,1.8,16014,2.4,4736,0.9
23,"1","3","0","0","0","事業・内職収入",13355,2.3,15541,3.0,5091,0.9,20906,3.2,3522,0.7
24,"1","4","0","0","0","家賃収入",4190,0.7,2588,0.5,3575,0.6,6859,1.0,-,-
25,"1","4","0","0","0","他の事業収入",7366,1.2,11458,2.2,-,-,12265,1.9,-,-
26,"1","4","0","0","0","内職収入",1800,0.3,1496,0.3,1516,0.3,1782,0.3,3522,0.7
27,"1","3","0","0","0","他の経常収入",6544,1.1,7587,1.5,4267,0.7,9319,1.4,-,-
28,"1","4","0","0","0","財産収入",2599,0.4,3826,0.7,376,0.1,4180,0.6,-,-
29,"1","4","0","0","0","社会保障給付",3729,0.6,2934,0.6,3862,0.7,5139,0.8,-,-
30,"1","5","0","0","0","公的年金給付",-,-,-,-,-,-,-,-,-,-
31,"1","5","0","0","0","他の社会保障給付",3729,0.6,2934,0.6,3862,0.7,5139,0.8,-,-
32,"1","4","0","0","0","仕送り金",215,0.0,826,0.2,29,0.0,-,-,-,-
33,"1","2","0","0","0","特別収入",8903,1.5,6033,1.2,20055,3.4,4224,0.6,770,0.1
34,"1","3","0","0","0","受贈金",4124,0.7,2501,0.5,10217,1.7,1522,0.2,-,-
35,"1","3","0","0","0","他の特別収入",4779,0.8,3532,0.7,9837,1.7,2702,0.4,770,0.1
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",493613,-,472013,-,445701,-,519747,-,594600,-
37,"1","2","0","0","0","預貯金引出",337782,-,293471,-,304165,-,362960,-,459021,-
38,"1","2","0","0","0","保険金",5816,-,14062,-,7966,-,-,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",5816,-,14062,-,7966,-,-,-,-,-
40,"1","3","0","0","0","他の保険金",-,-,-,-,-,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",289,-,-,-,-,-,789,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",-,-,-,-,-,-,-,-,-,-
44,"1","2","0","0","0","クレジット購入借入金",149109,-,163406,-,133570,-,155049,-,135580,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",617,-,1075,-,-,-,948,-,-,-
47,"1","1","0","0","0","繰入金",369344,-,321399,-,325460,-,498989,-,129328,-
48,"2","0","0","0","0","支払",1455495,-,1305201,-,1364147,-,1680171,-,1262536,-
49,"2","1","0","0","0","実支出",462437,-,475651,-,431053,-,474799,-,474897,-
50,"2","2","0","0","0","生計支出",345646,-,374243,-,309726,-,345282,-,380287,-
51,"2","3","0","0","0","消費支出",345646,100.0,374243,100.0,309726,100.0,345282,100.0,380287,100.0
52,"2","4","1","0","0","食料",101252,29.3,92677,24.8,101110,32.6,105013,30.4,109769,28.9
53,"2","5","1","1","0","穀類",6952,2.0,5023,1.3,6214,2.0,8304,2.4,9052,2.4
54,"2","6","1","1","1","米類",1680,0.5,956,0.3,1546,0.5,1977,0.6,2851,0.7
55,"2","6","1","1","2","パン",3013,0.9,2466,0.7,2865,0.9,3466,1.0,3158,0.8
56,"2","6","1","1","3","麺類",1720,0.5,1309,0.3,1400,0.5,2077,0.6,2392,0.6
57,"2","6","1","1","4","他の穀類",539,0.2,292,0.1,404,0.1,784,0.2,651,0.2
58,"2","5","1","2","0","魚介類",5674,1.6,5144,1.4,5751,1.9,5436,1.6,7752,2.0
59,"2","6","1","2","1","生鮮魚介",3307,1.0,2828,0.8,3650,1.2,3001,0.9,4701,1.2
60,"2","6","1","2","2","塩干魚介",1073,0.3,1052,0.3,993,0.3,1133,0.3,1135,0.3
61,"2","6","1","2","3","魚肉練製品",441,0.1,436,0.1,372,0.1,488,0.1,482,0.1
62,"2","6","1","2","4","他の魚介加工品",853,0.2,828,0.2,735,0.2,813,0.2,1434,0.4
63,"2","5","1","3","0","肉類",9564,2.8,6624,1.8,8971,2.9,10661,3.1,14871,3.9
64,"2","6","1","3","1","生鮮肉",7956,2.3,5372,1.4,7541,2.4,8733,2.5,13020,3.4
65,"2","6","1","3","2","加工肉",1608,0.5,1252,0.3,1430,0.5,1928,0.6,1851,0.5
66,"2","5","1","4","0","乳卵類",5317,1.5,3718,1.0,4902,1.6,6425,1.9,6510,1.7
67,"2","6","1","4","1","牛乳",1719,0.5,1236,0.3,1581,0.5,2027,0.6,2221,0.6
68,"2","6","1","4","2","乳製品",2538,0.7,1722,0.5,2305,0.7,3224,0.9,2748,0.7
69,"2","6","1","4","3","卵",1060,0.3,760,0.2,1016,0.3,1174,0.3,1541,0.4
70,"2","5","1","5","0","野菜・海藻",10473,3.0,8706,2.3,10804,3.5,11039,3.2,11951,3.1
71,"2","6","1","5","1","生鮮野菜",7580,2.2,6333,1.7,7954,2.6,7845,2.3,8713,2.3
72,"2","6","1","5","2","乾物・海藻",704,0.2,520,0.1,758,0.2,735,0.2,910,0.2
73,"2","6","1","5","3","大豆加工品",1139,0.3,888,0.2,1198,0.4,1241,0.4,1231,0.3
74,"2","6","1","5","4","他の野菜・海藻加工品",1050,0.3,965,0.3,894,0.3,1218,0.4,1096,0.3
75,"2","5","1","6","0","果物",3892,1.1,3598,1.0,3445,1.1,4322,1.3,4368,1.1
76,"2","6","1","6","1","生鮮果物",3507,1.0,3326,0.9,2971,1.0,3904,1.1,4076,1.1
77,"2","6","1","6","2","果物加工品",385,0.1,272,0.1,474,0.2,417,0.1,292,0.1
78,"2","5","1","7","0","油脂・調味料",4279,1.2,3501,0.9,3858,1.2,4810,1.4,5556,1.5
79,"2","6","1","7","1","油脂",503,0.1,382,0.1,452,0.1,608,0.2,574,0.2
80,"2","6","1","7","2","調味料",3776,1.1,3119,0.8,3407,1.1,4202,1.2,4982,1.3
81,"2","5","1","8","0","菓子類",7940,2.3,5397,1.4,8060,2.6,9292,2.7,9069,2.4
82,"2","5","1","9","0","調理食品",13645,3.9,13260,3.5,12983,4.2,14305,4.1,14114,3.7
83,"2","6","1","9","1","主食的調理食品",5912,1.7,6127,1.6,5487,1.8,6002,1.7,6286,1.7
84,"2","6","1","9","2","他の調理食品",7732,2.2,7132,1.9,7496,2.4,8303,2.4,7828,2.1
85,"2","5","1","10","0","飲料",6013,1.7,5217,1.4,6411,2.1,6233,1.8,6064,1.6
86,"2","6","1","10","1","茶類",1122,0.3,1055,0.3,1266,0.4,1124,0.3,859,0.2
87,"2","6","1","10","2","コーヒー・ココア",1063,0.3,1149,0.3,1061,0.3,993,0.3,1111,0.3
88,"2","6","1","10","3","他の飲料",3828,1.1,3012,0.8,4084,1.3,4116,1.2,4094,1.1
89,"2","5","1","11","0","酒類",4960,1.4,5166,1.4,6441,2.1,3994,1.2,3660,1.0
90,"2","5","1","12","0","外食",22542,6.5,27325,7.3,23269,7.5,20193,5.8,16802,4.4
91,"2","6","1","12","1","一般外食",21828,6.3,27325,7.3,22881,7.4,19153,5.5,14479,3.8
92,"2","6","1","12","2","学校給食",714,0.2,-,-,388,0.1,1040,0.3,2323,0.6
93,"2","4","2","0","0","住居",20811,6.0,37206,9.9,19806,6.4,12354,3.6,13246,3.5
94,"2","5","2","1","0","家賃地代",13942,4.0,28607,7.6,14300,4.6,3963,1.1,12663,3.3
95,"2","5","2","2","0","設備修繕・維持",6869,2.0,8599,2.3,5505,1.8,8391,2.4,583,0.2
96,"2","6","2","2","1","設備材料",3860,1.1,907,0.2,3553,1.1,6984,2.0,543,0.1
97,"2","6","2","2","2","工事その他のサービス",3009,0.9,7691,2.1,1952,0.6,1407,0.4,39,0.0
98,"2","4","3","0","0","光熱・水道",17969,5.2,16467,4.4,18712,6.0,17401,5.0,21861,5.7
99,"2","5","3","1","0","電気代",11054,3.2,10178,2.7,10641,3.4,11609,3.4,12475,3.3
100,"2","5","3","2","0","ガス代",2753,0.8,2877,0.8,2867,0.9,2410,0.7,3399,0.9
101,"2","5","3","3","0","他の光熱",52,0.0,143,0.0,29,0.0,15,0.0,24,0.0
102,"2","5","3","4","0","上下水道料",4110,1.2,3270,0.9,5174,1.7,3367,1.0,5963,1.6
103,"2","4","4","0","0","家具・家事用品",17657,5.1,23316,6.2,12401,4.0,17841,5.2,17938,4.7
104,"2","5","4","1","0","家庭用耐久財",8237,2.4,11426,3.1,3507,1.1,10106,2.9,6944,1.8
105,"2","6","4","1","1","家事用耐久財",1957,0.6,1907,0.5,1134,0.4,1622,0.5,5858,1.5
106,"2","6","4","1","2","冷暖房用器具",5349,1.5,7583,2.0,964,0.3,8462,2.5,739,0.2
107,"2","6","4","1","3","一般家具",932,0.3,1936,0.5,1409,0.5,22,0.0,347,0.1
108,"2","5","4","2","0","室内装備・装飾品",406,0.1,703,0.2,359,0.1,214,0.1,501,0.1
109,"2","5","4","3","0","寝具類",1607,0.5,4284,1.1,1367,0.4,358,0.1,91,0.0
110,"2","5","4","4","0","家事雑貨",3327,1.0,3716,1.0,2978,1.0,2797,0.8,5402,1.4
111,"2","5","4","5","0","家事用消耗品",3674,1.1,2871,0.8,3742,1.2,4129,1.2,3829,1.0
112,"2","5","4","6","0","家事サービス",406,0.1,316,0.1,449,0.1,237,0.1,1171,0.3
113,"2","4","5","0","0","被服及び履物",8627,2.5,7397,2.0,9183,3.0,9937,2.9,5154,1.4
114,"2","5","5","1","0","和服",8,0.0,-,-,29,0.0,-,-,-,-
115,"2","5","5","2","0","洋服",3793,1.1,3678,1.0,4087,1.3,4301,1.2,1252,0.3
116,"2","6","5","2","1","男子用洋服",1503,0.4,1982,0.5,2571,0.8,559,0.2,654,0.2
117,"2","6","5","2","2","婦人用洋服",1653,0.5,1696,0.5,996,0.3,2461,0.7,417,0.1
118,"2","6","5","2","3","子供用洋服",636,0.2,-,-,520,0.2,1281,0.4,181,0.0
119,"2","5","5","3","0","シャツ・セーター類",1510,0.4,1140,0.3,2103,0.7,1451,0.4,927,0.2
120,"2","6","5","3","1","男子用シャツ・セーター類",395,0.1,111,0.0,826,0.3,310,0.1,166,0.0
121,"2","6","5","3","2","婦人用シャツ・セーター類",919,0.3,1029,0.3,1084,0.3,797,0.2,604,0.2
122,"2","6","5","3","3","子供用シャツ・セーター類",196,0.1,-,-,192,0.1,343,0.1,157,0.0
123,"2","5","5","4","0","下着類",917,0.3,749,0.2,826,0.3,1097,0.3,934,0.2
124,"2","6","5","4","1","男子用下着類",162,0.0,138,0.0,71,0.0,246,0.1,180,0.0
125,"2","6","5","4","2","婦人用下着類",557,0.2,611,0.2,587,0.2,473,0.1,643,0.2
126,"2","6","5","4","3","子供用下着類",198,0.1,-,-,168,0.1,379,0.1,111,0.0
127,"2","5","5","5","0","生地・糸類",34,0.0,18,0.0,13,0.0,48,0.0,91,0.0
128,"2","5","5","6","0","他の被服",475,0.1,219,0.1,530,0.2,660,0.2,267,0.1
129,"2","5","5","7","0","履物類",1549,0.4,1148,0.3,1350,0.4,2010,0.6,1426,0.4
130,"2","5","5","8","0","被服関連サービス",342,0.1,444,0.1,246,0.1,370,0.1,257,0.1
131,"2","4","6","0","0","保健医療",12662,3.7,10805,2.9,13981,4.5,10847,3.1,20542,5.4
132,"2","5","6","1","0","医薬品",2250,0.7,2490,0.7,2487,0.8,2239,0.6,938,0.2
133,"2","5","6","2","0","健康保持用摂取品",699,0.2,653,0.2,682,0.2,868,0.3,223,0.1
134,"2","5","6","3","0","保健医療用品・器具",2376,0.7,2379,0.6,2668,0.9,1963,0.6,3072,0.8
135,"2","5","6","4","0","保健医療サービス",7337,2.1,5283,1.4,8144,2.6,5776,1.7,16309,4.3
136,"2","4","7","0","0","交通・通信",39168,11.3,42126,11.3,32289,10.4,44126,12.8,33092,8.7
137,"2","5","7","1","0","交通",12760,3.7,14396,3.8,7778,2.5,17494,5.1,5294,1.4
138,"2","5","7","2","0","自動車等関係費",13587,3.9,14658,3.9,14326,4.6,13160,3.8,10176,2.7
139,"2","6","7","2","1","自動車等購入",-,-,-,-,-,-,-,-,-,-
140,"2","6","7","2","2","自転車購入",77,0.0,-,-,268,0.1,-,-,-,-
141,"2","6","7","2","3","自動車等維持",13509,3.9,14658,3.9,14058,4.5,13160,3.8,10176,2.7
142,"2","5","7","3","0","通信",12821,3.7,13072,3.5,10185,3.3,13472,3.9,17623,4.6
143,"2","4","8","0","0","教育",34219,9.9,5358,1.4,25158,8.1,43895,12.7,100290,26.4
144,"2","5","8","1","0","授業料等",24073,7.0,5358,1.4,17023,5.5,24461,7.1,93105,24.5
145,"2","5","8","2","0","教科書・学習参考教材",248,0.1,-,-,101,0.0,597,0.2,-,-
146,"2","5","8","3","0","補習教育",9898,2.9,-,-,8034,2.6,18837,5.5,7185,1.9
147,"2","4","9","0","0","教養娯楽",38295,11.1,51547,13.8,30504,9.8,39013,11.3,24193,6.4
148,"2","5","9","1","0","教養娯楽用耐久財",3453,1.0,7943,2.1,2544,0.8,1835,0.5,608,0.2
149,"2","5","9","2","0","教養娯楽用品",7333,2.1,7698,2.1,7386,2.4,7655,2.2,4972,1.3
150,"2","5","9","3","0","書籍・他の印刷物",3207,0.9,3438,0.9,3388,1.1,3074,0.9,2565,0.7
151,"2","5","9","4","0","教養娯楽サービス",24302,7.0,32468,8.7,17186,5.5,26450,7.7,16048,4.2
152,"2","6","9","4","1","宿泊料",3582,1.0,3612,1.0,4522,1.5,3462,1.0,1128,0.3
153,"2","6","9","4","2","パック旅行費",4081,1.2,11400,3.0,1932,0.6,1799,0.5,98,0.0
154,"2","6","9","4","3","月謝類",4483,1.3,975,0.3,1678,0.5,8738,2.5,5820,1.5
155,"2","6","9","4","4","他の教養娯楽サービス",12155,3.5,16481,4.4,9054,2.9,12450,3.6,9001,2.4
156,"2","4","10","0","0","その他の消費支出",54986,15.9,87344,23.3,46584,15.0,44856,13.0,34202,9.0
157,"2","5","10","1","0","諸雑費",28214,8.2,36050,9.6,26872,8.7,25485,7.4,22146,5.8
158,"2","6","10","1","1","理美容サービス",3882,1.1,5971,1.6,2647,0.9,3949,1.1,1861,0.5
159,"2","6","10","1","2","理美容用品",5768,1.7,5411,1.4,5388,1.7,6493,1.9,5069,1.3
160,"2","6","10","1","3","身の回り用品",1710,0.5,2720,0.7,989,0.3,1591,0.5,1686,0.4
161,"2","6","10","1","4","たばこ",1042,0.3,1561,0.4,659,0.2,853,0.2,1555,0.4
162,"2","6","10","1","5","他の諸雑費",15812,4.6,20386,5.4,17189,5.5,12599,3.6,11975,3.1
163,"2","5","10","2","0","こづかい",5224,1.5,2591,0.7,5653,1.8,6459,1.9,6100,1.6
164,"2","5","10","3","0","交際費",16005,4.6,26826,7.2,13881,4.5,12884,3.7,5955,1.6
165,"2","6","10","3","0","食料",4868,1.4,8038,2.1,3579,1.2,4009,1.2,3729,1.0
166,"2","6","10","3","0","家具・家事用品",188,0.1,265,0.1,302,0.1,81,0.0,51,0.0
167,"2","6","10","3","0","被服及び履物",125,0.0,214,0.1,32,0.0,131,0.0,145,0.0
168,"2","6","10","3","0","教養娯楽",1081,0.3,656,0.2,597,0.2,1966,0.6,260,0.1
169,"2","6","10","3","0","他の物品サービス",532,0.2,513,0.1,394,0.1,781,0.2,33,0.0
170,"2","6","10","3","6","贈与金",4144,1.2,12407,3.3,2009,0.6,1063,0.3,706,0.2
171,"2","6","10","3","7","他の交際費",5067,1.5,4734,1.3,6967,2.2,4852,1.4,1031,0.3
172,"2","5","10","4","0","仕送り金",5544,1.6,21876,5.8,178,0.1,29,0.0,-,-
173,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",41469,12.0,25277,6.8,26927,8.7,47650,13.8,104203,27.4
175,"2","3","0","0","0","（再掲）教養娯楽関係費",43418,12.6,58167,15.5,33928,11.0,45665,13.2,24631,6.5
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",9688,2.8,34283,9.2,2187,0.7,1092,0.3,706,0.2
177,"2","3","0","0","0","（再掲）経常消費支出",239579,69.3,243180,65.0,234032,75.6,240442,69.6,243545,64.0
178,"2","3","0","0","0","（再掲）情報通信関係費",16581,4.8,16534,4.4,13503,4.4,17374,5.0,22954,6.0
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",315147,91.2,302754,80.9,287734,92.9,331836,96.1,366335,96.3
180,"2","2","0","0","0","その他の実支出",116791,-,101409,-,121327,-,129517,-,94610,-
181,"2","3","0","0","0","直接税",52003,-,46747,-,56991,-,54010,-,43049,-
182,"2","4","0","0","0","勤労所得税",23167,-,21627,-,26687,-,22699,-,18392,-
183,"2","4","0","0","0","個人住民税",26843,-,23558,-,28971,-,28630,-,22185,-
184,"2","4","0","0","0","他の税",1993,-,1561,-,1333,-,2680,-,2472,-
185,"2","3","0","0","0","社会保険料",64759,-,54661,-,64235,-,75507,-,51561,-
186,"2","4","0","0","0","公的年金保険料",37786,-,30960,-,36064,-,45910,-,29690,-
187,"2","4","0","0","0","健康保険料",21299,-,19164,-,21869,-,23500,-,16725,-
188,"2","4","0","0","0","介護保険料",3256,-,2454,-,3862,-,3350,-,3173,-
189,"2","4","0","0","0","他の社会保険料",2419,-,2083,-,2440,-,2748,-,1974,-
190,"2","3","0","0","0","その他",29,-,-,-,101,-,-,-,-,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",661798,-,563313,-,629137,-,743582,-,704938,-
192,"2","2","0","0","0","預貯金",466566,-,410023,-,452050,-,516394,-,467491,-
193,"2","2","0","0","0","保険料",18084,-,17829,-,13651,-,21012,-,20879,-
194,"2","3","0","0","0","個人・企業年金保険料",5721,-,7342,-,5937,-,5459,-,1814,-
195,"2","3","0","0","0","他の保険料",12363,-,10487,-,7714,-,15554,-,19065,-
196,"2","2","0","0","0","有価証券購入",3117,-,2054,-,1199,-,6046,-,437,-
197,"2","2","0","0","0","土地家屋借金返済",48289,-,28546,-,43992,-,62346,-,59135,-
198,"2","2","0","0","0","他の借金返済",2291,-,2726,-,2314,-,2520,-,200,-
199,"2","2","0","0","0","クレジット購入借入金返済",122498,-,101871,-,113683,-,134608,-,156798,-
200,"2","2","0","0","0","実支出以外の支払のその他",952,-,263,-,2247,-,655,-,-,-
201,"2","1","0","0","0","繰越金",331260,-,266236,-,303957,-,461791,-,82700,-
202,"3","0","0","0","0","可処分所得",475748,-,410379,-,471660,-,531919,-,443997,-
203,"3","0","0","0","0","黒字",130102,-,36137,-,161933,-,186637,-,63710,-
204,"3","1","0","0","0","金融資産純増",143880,-,122373,-,154769,-,179704,-,29786,-
205,"3","3","0","0","0","貯蓄純増",141053,-,120319,-,153570,-,174447,-,29349,-
206,"3","4","0","0","0","預貯金純増",128784,-,116552,-,147885,-,153434,-,8471,-
207,"3","4","0","0","0","保険純増",12268,-,3767,-,5685,-,21012,-,20879,-
208,"3","3","0","0","0","有価証券純購入",2828,-,2054,-,1199,-,5257,-,437,-
209,"3","1","0","0","0","土地家屋借金純減",48289,-,28546,-,43992,-,62346,-,59135,-
210,"3","1","0","0","0","他の借金純減",2291,-,2726,-,2314,-,2520,-,200,-
211,"3","1","0","0","0","クレジット購入借入金純減",-26612,-,-61535,-,-19887,-,-20441,-,21218,-
212,"3","1","0","0","0","土地家屋純増",-,-,-,-,-,-,-,-,-,-
213,"3","1","0","0","0","その他の純増",336,-,-811,-,2247,-,-293,-,-,-
214,"3","1","0","0","0","繰越純増",-38083,-,-55163,-,-21502,-,-37198,-,-46628,-
