1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
16,1,6,0,0,0,うち男,703822,71.5,-5.8,53796,26.6,236482,53.0,367107,65.7,458738,66.3,626033,70.5,1127320,80.5,2041788,76.0
17,1,5,0,0,0,定期収入,428670,43.5,2.6,73905,36.5,262836,58.9,365368,65.4,463648,67.0,561615,63.3,599943,42.8,665963,24.8
18,1,5,0,0,0,臨時収入,2477,0.3,-19.4,45,0.0,2812,0.6,2994,0.5,2247,0.3,1939,0.2,4223,0.3,3015,0.1
19,1,5,0,0,0,賞与,301234,30.6,-20.2,2849,1.4,10366,2.3,15908,2.8,29783,4.3,94978,10.7,573812,41.0,1372811,51.1
20,1,4,0,0,0,世帯主の配偶者の収入,139401,14.2,0.6,6115,3.0,16828,3.8,29405,5.3,78139,11.3,174604,19.7,188007,13.4,481125,17.9
21,1,6,0,0,0,うち女,135165,13.7,-0.5,6115,3.0,10717,2.4,29405,5.3,63987,9.2,174604,19.7,178860,12.8,481125,17.9
22,1,4,0,0,0,他の世帯員収入,15490,1.6,-27.3,1567,0.8,8812,2.0,17624,3.2,7020,1.0,23345,2.6,12842,0.9,37164,1.4
23,1,3,0,0,0,事業・内職収入,8943,0.9,-7.6,16579,8.2,12194,2.7,15553,2.8,8524,1.2,-,-,-,-,9809,0.4
24,1,4,0,0,0,家賃収入,3749,0.4,-2.0,11225,5.5,3712,0.8,3043,0.5,5170,0.7,-,-,-,-,3185,0.1
25,1,4,0,0,0,他の事業収入,2242,0.2,-44.6,4499,2.2,2003,0.4,8318,1.5,839,0.1,-,-,-,-,-,-
26,1,4,0,0,0,内職収入,2951,0.3,62.9,855,0.4,6479,1.5,4192,0.8,2515,0.4,-,-,-,-,6624,0.2
27,1,3,0,0,0,他の経常収入,70057,7.1,40.0,100782,49.8,128010,28.7,106767,19.1,67432,9.7,28775,3.2,18648,1.3,40908,1.5
28,1,4,0,0,0,財産収入,3658,0.4,43.0,2476,1.2,2399,0.5,8459,1.5,-,-,394,0.0,6933,0.5,4801,0.2
29,1,4,0,0,0,社会保障給付,66221,6.7,43.5,98306,48.6,125611,28.2,97079,17.4,67432,9.7,28381,3.2,11715,0.8,36107,1.3
30,1,5,0,0,0,公的年金給付,48579,4.9,72.2,95449,47.2,91571,20.5,76438,13.7,47962,6.9,6675,0.8,4490,0.3,18378,0.7
31,1,5,0,0,0,他の社会保障給付,17642,1.8,-1.7,2857,1.4,34040,7.6,20642,3.7,19470,2.8,21706,2.4,7226,0.5,17728,0.7
32,1,4,0,0,0,仕送り金,178,0.0,-86.8,-,-,-,-,1228,0.2,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,18192,1.8,183.1,545,0.3,4166,0.9,4786,0.9,35225,5.1,2177,0.2,3544,0.3,76359,2.8
34,1,3,0,0,0,受贈金,902,0.1,-40.5,-,-,143,0.0,2773,0.5,2196,0.3,718,0.1,-,-,428,0.0
35,1,3,0,0,0,他の特別収入,17290,1.8,252.0,545,0.3,4023,0.9,2013,0.4,33029,4.8,1459,0.2,3544,0.3,75931,2.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),541765,-,11.6,315925,-,440972,-,518424,-,543118,-,582107,-,602481,-,784724,-
37,1,2,0,0,0,預貯金引出,386585,-,6.4,210653,-,352915,-,376822,-,384840,-,434175,-,413860,-,530348,-
38,1,2,0,0,0,保険金,14992,-,115.5,18187,-,17787,-,7358,-,39208,-,2896,-,19135,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,12483,-,79.4,18187,-,17787,-,7358,-,21887,-,2896,-,19135,-,-,-
40,1,3,0,0,0,他の保険金,2508,-,...,-,-,-,-,-,-,17322,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,2168,-,...,-,-,-,-,-,-,-,-,-,-,-,-,15168,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,543,-,257.2,436,-,-,-,-,-,3327,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136860,-,19.0,86615,-,70270,-,134244,-,112970,-,145036,-,169486,-,237730,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,618,-,419.3,34,-,-,-,-,-,2773,-,-,-,-,-,1478,-
47,1,1,0,0,0,繰入金,287346,-,7.8,390309,-,255692,-,222874,-,284530,-,221711,-,204997,-,433308,-
48,2,0,0,0,0,支払,1813576,-,2.1,908622,-,1142689,-,1299702,-,1519668,-,1691250,-,2208496,-,3905186,-
49,2,1,0,0,0,実支出,575751,-,5.9,256478,-,346774,-,460894,-,474516,-,605607,-,681629,-,1198298,-
50,2,2,0,0,0,生計支出,338748,-,8.8,209107,-,273774,-,296475,-,329359,-,409951,-,374928,-,476114,-
51,2,3,0,0,0,消費支出,338748,100.0,11.7,209107,100.0,273774,100.0,296475,100.0,329359,100.0,409951,100.0,374928,100.0,476114,100.0
52,2,4,1,0,0,食料,96087,28.4,9.2,81958,39.2,89075,32.5,85622,28.9,88118,26.8,95099,23.2,112213,29.9,120226,25.3
53,2,5,1,1,0,穀類,7273,2.1,12.9,6319,3.0,7139,2.6,6162,2.1,7696,2.3,6366,1.6,7341,2.0,9864,2.1
54,2,6,1,1,1,米類,1511,0.4,-4.2,1439,0.7,1825,0.7,1314,0.4,1316,0.4,1097,0.3,1114,0.3,2480,0.5
55,2,6,1,1,2,パン,3374,1.0,18.3,2929,1.4,3084,1.1,2568,0.9,3726,1.1,3113,0.8,3498,0.9,4687,1.0
56,2,6,1,1,3,麺類,1898,0.6,19.1,1550,0.7,1823,0.7,1774,0.6,2013,0.6,1634,0.4,2294,0.6,2183,0.5
57,2,6,1,1,4,他の穀類,490,0.1,15.8,402,0.2,406,0.1,507,0.2,641,0.2,522,0.1,435,0.1,514,0.1
58,2,5,1,2,0,魚介類,5315,1.6,8.7,6360,3.0,5727,2.1,4302,1.5,5012,1.5,4716,1.2,5375,1.4,5742,1.2
59,2,6,1,2,1,生鮮魚介,3106,0.9,8.0,3724,1.8,3386,1.2,2606,0.9,2780,0.8,2377,0.6,3525,0.9,3354,0.7
60,2,6,1,2,2,塩干魚介,927,0.3,5.1,1217,0.6,923,0.3,668,0.2,1090,0.3,1030,0.3,734,0.2,834,0.2
61,2,6,1,2,3,魚肉練製品,481,0.1,15.9,460,0.2,645,0.2,510,0.2,393,0.1,444,0.1,413,0.1,508,0.1
62,2,6,1,2,4,他の魚介加工品,801,0.2,12.0,959,0.5,774,0.3,517,0.2,749,0.2,865,0.2,703,0.2,1047,0.2
63,2,5,1,3,0,肉類,9108,2.7,8.9,8883,4.2,8164,3.0,9313,3.1,9384,2.8,8920,2.2,9546,2.5,9513,2.0
64,2,6,1,3,1,生鮮肉,7551,2.2,10.2,7365,3.5,6673,2.4,7658,2.6,7840,2.4,7475,1.8,8038,2.1,7783,1.6
65,2,6,1,3,2,加工肉,1556,0.5,3.2,1518,0.7,1491,0.5,1655,0.6,1544,0.5,1445,0.4,1508,0.4,1730,0.4
66,2,5,1,4,0,乳卵類,4688,1.4,10.9,4255,2.0,4568,1.7,5181,1.7,4661,1.4,4445,1.1,4510,1.2,5179,1.1
67,2,6,1,4,1,牛乳,1369,0.4,7.0,1380,0.7,1268,0.5,2026,0.7,1314,0.4,1123,0.3,1176,0.3,1284,0.3
68,2,6,1,4,2,乳製品,2235,0.7,6.2,1758,0.8,2103,0.8,2200,0.7,2377,0.7,2298,0.6,2323,0.6,2578,0.5
69,2,6,1,4,3,卵,1084,0.3,28.1,1117,0.5,1197,0.4,955,0.3,970,0.3,1024,0.2,1011,0.3,1318,0.3
70,2,5,1,5,0,野菜・海藻,10008,3.0,4.9,9738,4.7,10940,4.0,9297,3.1,10081,3.1,9740,2.4,9422,2.5,10862,2.3
71,2,6,1,5,1,生鮮野菜,7103,2.1,3.0,6961,3.3,7484,2.7,6762,2.3,7048,2.1,7006,1.7,6856,1.8,7612,1.6
72,2,6,1,5,2,乾物・海藻,703,0.2,5.6,631,0.3,949,0.3,596,0.2,811,0.2,639,0.2,541,0.1,758,0.2
73,2,6,1,5,3,大豆加工品,1144,0.3,15.8,1169,0.6,1242,0.5,1043,0.4,1155,0.4,1137,0.3,963,0.3,1300,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1059,0.3,6.3,976,0.5,1265,0.5,896,0.3,1068,0.3,958,0.2,1062,0.3,1191,0.3
75,2,5,1,6,0,果物,3128,0.9,18.2,2162,1.0,2929,1.1,2525,0.9,2896,0.9,2742,0.7,4506,1.2,4108,0.9
76,2,6,1,6,1,生鮮果物,2795,0.8,23.1,1939,0.9,2566,0.9,2323,0.8,2566,0.8,2442,0.6,3995,1.1,3703,0.8
77,2,6,1,6,2,果物加工品,334,0.1,-11.2,223,0.1,363,0.1,202,0.1,330,0.1,301,0.1,511,0.1,405,0.1
78,2,5,1,7,0,油脂・調味料,4095,1.2,4.2,4084,2.0,4604,1.7,4124,1.4,3964,1.2,3596,0.9,4025,1.1,4267,0.9
79,2,6,1,7,1,油脂,512,0.2,12.0,546,0.3,722,0.3,459,0.2,424,0.1,453,0.1,381,0.1,605,0.1
80,2,6,1,7,2,調味料,3583,1.1,3.2,3538,1.7,3882,1.4,3665,1.2,3541,1.1,3143,0.8,3643,1.0,3662,0.8
81,2,5,1,8,0,菓子類,8133,2.4,11.7,5794,2.8,8184,3.0,7489,2.5,7740,2.4,7964,1.9,9530,2.5,10191,2.1
82,2,5,1,9,0,調理食品,13422,4.0,9.5,12806,6.1,12556,4.6,10859,3.7,12632,3.8,12627,3.1,14385,3.8,18086,3.8
83,2,6,1,9,1,主食的調理食品,5875,1.7,6.4,5936,2.8,5480,2.0,4090,1.4,6073,1.8,5960,1.5,6467,1.7,7130,1.5
84,2,6,1,9,2,他の調理食品,7547,2.2,12.0,6870,3.3,7076,2.6,6769,2.3,6559,2.0,6667,1.6,7919,2.1,10956,2.3
85,2,5,1,10,0,飲料,6454,1.9,10.9,5750,2.7,6312,2.3,5248,1.8,6043,1.8,6960,1.7,7809,2.1,7050,1.5
86,2,6,1,10,1,茶類,1351,0.4,13.2,1666,0.8,1403,0.5,882,0.3,1228,0.4,1262,0.3,1587,0.4,1440,0.3
87,2,6,1,10,2,コーヒー・ココア,1252,0.4,1.2,899,0.4,1158,0.4,1005,0.3,956,0.3,1578,0.4,1481,0.4,1687,0.4
88,2,6,1,10,3,他の飲料,3850,1.1,13.6,3185,1.5,3751,1.4,3361,1.1,3858,1.2,4120,1.0,4741,1.3,3923,0.8
89,2,5,1,11,0,酒類,4371,1.3,19.1,3265,1.6,5084,1.9,2231,0.8,3372,1.0,4576,1.1,6915,1.8,5160,1.1
90,2,5,1,12,0,外食,20092,5.9,6.4,12542,6.0,12867,4.7,18890,6.4,14636,4.4,22447,5.5,28849,7.7,30204,6.3
91,2,6,1,12,1,一般外食,19173,5.7,12.5,11518,5.5,12259,4.5,17521,5.9,13825,4.2,22076,5.4,27607,7.4,29214,6.1
92,2,6,1,12,2,学校給食,919,0.3,-50.2,1024,0.5,609,0.2,1369,0.5,811,0.2,371,0.1,1241,0.3,991,0.2
93,2,4,2,0,0,住居,30116,8.9,43.7,7740,3.7,15330,5.6,18575,6.3,29653,9.0,92873,22.7,32874,8.8,14309,3.0
94,2,5,2,1,0,家賃地代,17749,5.2,-2.7,6863,3.3,13719,5.0,15602,5.3,23192,7.0,23945,5.8,31915,8.5,8652,1.8
95,2,5,2,2,0,設備修繕・維持,12367,3.7,355.5,876,0.4,1611,0.6,2973,1.0,6461,2.0,68928,16.8,959,0.3,5657,1.2
96,2,6,2,2,1,設備材料,823,0.2,11.4,162,0.1,1589,0.6,760,0.3,216,0.1,1178,0.3,641,0.2,1236,0.3
97,2,6,2,2,2,工事その他のサービス,11544,3.4,484.2,714,0.3,22,0.0,2214,0.7,6245,1.9,67751,16.5,318,0.1,4421,0.9
98,2,4,3,0,0,光熱・水道,19364,5.7,-2.4,18561,8.9,20350,7.4,19807,6.7,17617,5.3,18980,4.6,19662,5.2,20581,4.3
99,2,5,3,1,0,電気代,8576,2.5,2.5,7729,3.7,8394,3.1,9317,3.1,7247,2.2,9672,2.4,8393,2.2,9291,2.0
100,2,5,3,2,0,ガス代,5677,1.7,-2.8,4799,2.3,5936,2.2,6132,2.1,5741,1.7,5268,1.3,6060,1.6,5774,1.2
101,2,5,3,3,0,他の光熱,42,0.0,110.0,3,0.0,19,0.0,136,0.0,-,-,46,0.0,28,0.0,59,0.0
102,2,5,3,4,0,上下水道料,5070,1.5,-9.8,6030,2.9,6000,2.2,4223,1.4,4628,1.4,3993,1.0,5182,1.4,5456,1.1
103,2,4,4,0,0,家具・家事用品,14280,4.2,6.5,7521,3.6,8751,3.2,12773,4.3,9291,2.8,29902,7.3,12178,3.2,19719,4.1
104,2,5,4,1,0,家庭用耐久財,6196,1.8,55.3,159,0.1,541,0.2,3523,1.2,3651,1.1,21566,5.3,3322,0.9,10786,2.3
105,2,6,4,1,1,家事用耐久財,3238,1.0,24.1,68,0.0,541,0.2,-,-,2931,0.9,10502,2.6,1126,0.3,7599,1.6
106,2,6,4,1,2,冷暖房用器具,2912,0.9,143.3,57,0.0,-,-,3523,1.2,720,0.2,11064,2.7,2195,0.6,2895,0.6
107,2,6,4,1,3,一般家具,47,0.0,-74.3,34,0.0,-,-,-,-,-,-,-,-,-,-,292,0.1
108,2,5,4,2,0,室内装備・装飾品,392,0.1,-51.8,660,0.3,28,0.0,510,0.2,38,0.0,628,0.2,369,0.1,520,0.1
109,2,5,4,3,0,寝具類,531,0.2,-61.3,1077,0.5,643,0.2,305,0.1,894,0.3,203,0.0,414,0.1,184,0.0
110,2,5,4,4,0,家事雑貨,2558,0.8,-11.4,2060,1.0,2317,0.8,2784,0.9,1437,0.4,2546,0.6,3112,0.8,3644,0.8
111,2,5,4,5,0,家事用消耗品,3981,1.2,3.6,3364,1.6,4356,1.6,5348,1.8,3073,0.9,3122,0.8,4590,1.2,3980,0.8
112,2,5,4,6,0,家事サービス,622,0.2,25.2,201,0.1,866,0.3,303,0.1,197,0.1,1838,0.4,371,0.1,605,0.1
113,2,4,5,0,0,被服及び履物,12854,3.8,-0.8,8635,4.1,14104,5.2,11477,3.9,8629,2.6,10301,2.5,15233,4.1,21560,4.5
114,2,5,5,1,0,和服,45,0.0,200.0,113,0.1,-,-,55,0.0,-,-,95,0.0,57,0.0,-,-
115,2,5,5,2,0,洋服,5355,1.6,16.4,4650,2.2,4396,1.6,5270,1.8,2538,0.8,4447,1.1,8332,2.2,7813,1.6
116,2,6,5,2,1,男子用洋服,1792,0.5,11.1,543,0.3,869,0.3,2774,0.9,372,0.1,2749,0.7,3911,1.0,1282,0.3
117,2,6,5,2,2,婦人用洋服,3102,0.9,23.0,3747,1.8,2964,1.1,2075,0.7,1905,0.6,1215,0.3,3993,1.1,5809,1.2
118,2,6,5,2,3,子供用洋服,462,0.1,-1.1,360,0.2,562,0.2,420,0.1,261,0.1,482,0.1,427,0.1,722,0.2
119,2,5,5,3,0,シャツ・セーター類,3009,0.9,14.4,1332,0.6,3615,1.3,2580,0.9,2462,0.7,2883,0.7,2588,0.7,5607,1.2
120,2,6,5,3,1,男子用シャツ・セーター類,900,0.3,-17.8,357,0.2,608,0.2,598,0.2,578,0.2,1673,0.4,1398,0.4,1087,0.2
121,2,6,5,3,2,婦人用シャツ・セーター類,1880,0.6,48.0,673,0.3,2931,1.1,1856,0.6,1426,0.4,1125,0.3,990,0.3,4161,0.9
122,2,6,5,3,3,子供用シャツ・セーター類,230,0.1,-13.5,302,0.1,76,0.0,126,0.0,458,0.1,86,0.0,200,0.1,359,0.1
123,2,5,5,4,0,下着類,1256,0.4,14.2,492,0.2,3548,1.3,652,0.2,926,0.3,657,0.2,734,0.2,1816,0.4
124,2,6,5,4,1,男子用下着類,242,0.1,-5.1,116,0.1,252,0.1,127,0.0,152,0.0,167,0.0,311,0.1,566,0.1
125,2,6,5,4,2,婦人用下着類,862,0.3,21.2,293,0.1,3114,1.1,411,0.1,426,0.1,328,0.1,423,0.1,1070,0.2
126,2,6,5,4,3,子供用下着類,153,0.0,14.2,83,0.0,183,0.1,114,0.0,348,0.1,162,0.0,-,-,179,0.0
127,2,5,5,5,0,生地・糸類,99,0.0,-38.9,43,0.0,2,0.0,197,0.1,-,-,186,0.0,244,0.1,16,0.0
128,2,5,5,6,0,他の被服,712,0.2,-22.9,498,0.2,563,0.2,571,0.2,816,0.2,842,0.2,614,0.2,1082,0.2
129,2,5,5,7,0,履物類,1614,0.5,-27.6,887,0.4,1607,0.6,1581,0.5,1333,0.4,752,0.2,1652,0.4,3464,0.7
130,2,5,5,8,0,被服関連サービス,764,0.2,-41.0,620,0.3,375,0.1,572,0.2,555,0.2,439,0.1,1012,0.3,1762,0.4
131,2,4,6,0,0,保健医療,15300,4.5,-7.8,9602,4.6,15543,5.7,12291,4.1,17526,5.3,10926,2.7,15402,4.1,25676,5.4
132,2,5,6,1,0,医薬品,2213,0.7,4.0,2129,1.0,2717,1.0,2341,0.8,1793,0.5,2365,0.6,1837,0.5,2323,0.5
133,2,5,6,2,0,健康保持用摂取品,1009,0.3,4.8,794,0.4,2218,0.8,630,0.2,133,0.0,814,0.2,1397,0.4,1101,0.2
134,2,5,6,3,0,保健医療用品・器具,2729,0.8,-18.8,2317,1.1,2158,0.8,2170,0.7,3589,1.1,2631,0.6,2686,0.7,3532,0.7
135,2,5,6,4,0,保健医療サービス,9349,2.8,-7.9,4361,2.1,8449,3.1,7151,2.4,12010,3.6,5115,1.2,9482,2.5,18720,3.9
136,2,4,7,0,0,交通・通信,39019,11.5,18.6,20679,9.9,41331,15.1,25346,8.5,76086,23.1,30502,7.4,29427,7.8,49232,10.3
137,2,5,7,1,0,交通,8062,2.4,-23.1,4736,2.3,6352,2.3,6609,2.2,9272,2.8,10274,2.5,10018,2.7,9111,1.9
138,2,5,7,2,0,自動車等関係費,17987,5.3,52.1,8113,3.9,17591,6.4,7222,2.4,58685,17.8,8969,2.2,6565,1.8,18247,3.8
139,2,6,7,2,1,自動車等購入,7092,2.1,...,-,-,-,-,-,-,48979,14.9,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,59,0.0,-96.3,-,-,-,-,-,-,-,-,-,-,410,0.1,-,-
141,2,6,7,2,3,自動車等維持,10835,3.2,9.8,8113,3.9,17591,6.4,7222,2.4,9707,2.9,8969,2.2,6154,1.6,18247,3.8
142,2,5,7,3,0,通信,12970,3.8,22.5,7829,3.7,17388,6.4,11516,3.9,8128,2.5,11259,2.7,12844,3.4,21874,4.6
143,2,4,8,0,0,教育,25464,7.5,22.1,2934,1.4,10130,3.7,14385,4.9,9398,2.9,39831,9.7,31728,8.5,69786,14.7
144,2,5,8,1,0,授業料等,19291,5.7,59.8,2617,1.3,7776,2.8,6788,2.3,9022,2.7,32335,7.9,21127,5.6,55439,11.6
145,2,5,8,2,0,教科書・学習参考教材,116,0.0,-5.7,39,0.0,16,0.0,216,0.1,126,0.0,348,0.1,-,-,66,0.0
146,2,5,8,3,0,補習教育,6057,1.8,-30.1,278,0.1,2338,0.9,7381,2.5,250,0.1,7148,1.7,10601,2.8,14281,3.0
147,2,4,9,0,0,教養娯楽,39901,11.8,20.8,25714,12.3,21942,8.0,56567,19.1,34916,10.6,35900,8.8,46969,12.5,56526,11.9
148,2,5,9,1,0,教養娯楽用耐久財,3076,0.9,93.1,1066,0.5,125,0.0,66,0.0,5981,1.8,862,0.2,1092,0.3,12263,2.6
149,2,5,9,2,0,教養娯楽用品,9657,2.9,23.0,11548,5.5,8282,3.0,9103,3.1,5415,1.6,11132,2.7,10871,2.9,11324,2.4
150,2,5,9,3,0,書籍・他の印刷物,2743,0.8,4.9,1816,0.9,1578,0.6,2638,0.9,2208,0.7,3066,0.7,3186,0.8,4687,1.0
151,2,5,9,4,0,教養娯楽サービス,24425,7.2,16.4,11283,5.4,11957,4.4,44760,15.1,21312,6.5,20839,5.1,31821,8.5,28252,5.9
152,2,6,9,4,1,宿泊料,1731,0.5,-9.6,606,0.3,1321,0.5,2550,0.9,778,0.2,1232,0.3,3078,0.8,2507,0.5
153,2,6,9,4,2,パック旅行費,6323,1.9,753.3,1809,0.9,132,0.0,24009,8.1,3011,0.9,-,-,8634,2.3,6196,1.3
154,2,6,9,4,3,月謝類,4554,1.3,-34.8,2546,1.2,2297,0.8,6980,2.4,3073,0.9,6598,1.6,5921,1.6,4398,0.9
155,2,6,9,4,4,他の教養娯楽サービス,11817,3.5,4.2,6323,3.0,8206,3.0,11221,3.8,14449,4.4,13009,3.2,14188,3.8,15151,3.2
156,2,4,10,0,0,その他の消費支出,46362,13.7,3.6,25763,12.3,37218,13.6,39631,13.4,38125,11.6,45639,11.1,59242,15.8,78499,16.5
157,2,5,10,1,0,諸雑費,27535,8.1,-1.0,14733,7.0,21176,7.7,26146,8.8,19802,6.0,28918,7.1,39350,10.5,42322,8.9
158,2,6,10,1,1,理美容サービス,3434,1.0,-14.0,3099,1.5,3590,1.3,2458,0.8,2356,0.7,3381,0.8,3627,1.0,5545,1.2
159,2,6,10,1,2,理美容用品,6981,2.1,30.0,4075,1.9,5539,2.0,6004,2.0,4199,1.3,6325,1.5,6438,1.7,16270,3.4
160,2,6,10,1,3,身の回り用品,4243,1.3,84.0,512,0.2,618,0.2,6385,2.2,1724,0.5,906,0.2,13843,3.7,5427,1.1
161,2,6,10,1,4,たばこ,1356,0.4,21.8,1133,0.5,669,0.2,2443,0.8,659,0.2,1448,0.4,1644,0.4,1473,0.3
162,2,6,10,1,5,他の諸雑費,11522,3.4,-23.3,5914,2.8,10760,3.9,8856,3.0,10864,3.3,16858,4.1,13798,3.7,13608,2.9
163,2,5,10,2,0,こづかい,4906,1.4,-14.1,3173,1.5,3484,1.3,4931,1.7,3195,1.0,898,0.2,4405,1.2,14177,3.0
164,2,5,10,3,0,交際費,12760,3.8,17.0,7857,3.8,10915,4.0,8327,2.8,14203,4.3,15423,3.8,15487,4.1,17055,3.6
165,2,6,10,3,0,食料,3636,1.1,35.9,1885,0.9,4134,1.5,1378,0.5,5816,1.8,4578,1.1,3877,1.0,3778,0.8
166,2,6,10,3,0,家具・家事用品,212,0.1,2.9,163,0.1,238,0.1,184,0.1,184,0.1,410,0.1,148,0.0,163,0.0
167,2,6,10,3,0,被服及び履物,116,0.0,-61.7,-,-,63,0.0,140,0.0,23,0.0,60,0.0,146,0.0,376,0.1
168,2,6,10,3,0,教養娯楽,1064,0.3,241.0,281,0.1,150,0.1,51,0.0,313,0.1,2292,0.6,350,0.1,4035,0.8
169,2,6,10,3,0,他の物品サービス,265,0.1,26.8,332,0.2,-,-,59,0.0,213,0.1,1092,0.3,54,0.0,120,0.0
170,2,6,10,3,6,贈与金,3258,1.0,34.0,4049,1.9,733,0.3,1702,0.6,6094,1.9,2132,0.5,5383,1.4,2626,0.6
171,2,6,10,3,7,他の交際費,4209,1.2,-11.8,1147,0.5,5598,2.0,4813,1.6,1559,0.5,4859,1.2,5528,1.5,5956,1.3
172,2,5,10,4,0,仕送り金,1161,0.3,257.2,-,-,1643,0.6,226,0.1,926,0.3,400,0.1,-,-,4945,1.0
173,2,3,0,0,0,土地家屋購入,-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,27394,8.1,13.8,4333,2.1,12815,4.7,16055,5.4,11843,3.6,40627,9.9,33706,9.0,72304,15.2
175,2,3,0,0,0,（再掲）教養娯楽関係費,46638,13.8,21.5,29395,14.1,22519,8.2,61852,20.9,40185,12.2,46189,11.3,56234,15.0,69241,14.5
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4419,1.3,60.3,4049,1.9,2375,0.9,1928,0.7,7020,2.1,2532,0.6,5383,1.4,7570,1.6
177,2,3,0,0,0,（再掲）経常消費支出,231893,68.5,3.2,174471,83.4,228769,83.6,216178,72.9,208756,63.4,239623,58.5,263563,70.3,291225,61.2
178,2,3,0,0,0,（再掲）情報通信関係費,16569,4.9,7.0,10712,5.1,22917,8.4,17201,5.8,13266,4.0,17050,4.2,14726,3.9,20188,4.2
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,297120,87.7,6.4,197318,94.4,256068,93.5,275972,93.1,243707,74.0,314546,76.7,336671,89.8,454235,95.4
