1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","",""
53,"2","5","1","1","0","穀類",6502,2.4,6194,2.4,6984,2.5,5971,2.3,7897,2.7
54,"2","6","1","1","1","米類",1557,0.6,1363,0.5,1858,0.7,1366,0.5,2054,0.7
55,"2","6","1","1","2","パン",2908,1.1,2896,1.1,2940,1.1,2768,1.1,3291,1.1
56,"2","6","1","1","3","麺類",1542,0.6,1457,0.6,1669,0.6,1379,0.5,1963,0.7
57,"2","6","1","1","4","他の穀類",495,0.2,477,0.2,518,0.2,458,0.2,589,0.2
58,"2","5","1","2","0","魚介類",7625,2.9,7595,2.9,7617,2.8,7283,2.8,8476,2.9
59,"2","6","1","2","1","生鮮魚介",4173,1.6,4103,1.6,4239,1.5,3948,1.5,4701,1.6
60,"2","6","1","2","2","塩干魚介",1415,0.5,1453,0.6,1351,0.5,1380,0.5,1514,0.5
61,"2","6","1","2","3","魚肉練製品",928,0.3,974,0.4,854,0.3,911,0.4,979,0.3
62,"2","6","1","2","4","他の魚介加工品",1110,0.4,1065,0.4,1173,0.4,1045,0.4,1282,0.4
63,"2","5","1","3","0","肉類",7386,2.8,6802,2.6,8236,3.0,6494,2.5,9605,3.3
64,"2","6","1","3","1","生鮮肉",5945,2.2,5491,2.1,6595,2.4,5243,2.0,7669,2.6
65,"2","6","1","3","2","加工肉",1441,0.5,1311,0.5,1641,0.6,1250,0.5,1936,0.7
66,"2","5","1","4","0","乳卵類",4793,1.8,4768,1.8,4833,1.8,4397,1.7,5765,2.0
67,"2","6","1","4","1","牛乳",1477,0.6,1488,0.6,1467,0.5,1354,0.5,1790,0.6
68,"2","6","1","4","2","乳製品",2254,0.8,2248,0.9,2265,0.8,2076,0.8,2677,0.9
69,"2","6","1","4","3","卵",1062,0.4,1033,0.4,1101,0.4,967,0.4,1298,0.4
70,"2","5","1","5","0","野菜・海藻",11746,4.4,11814,4.6,11612,4.2,11310,4.4,12869,4.4
71,"2","6","1","5","1","生鮮野菜",8065,3.0,8113,3.1,7972,2.9,7773,3.0,8808,3.0
72,"2","6","1","5","2","乾物・海藻",896,0.3,919,0.4,849,0.3,871,0.3,949,0.3
73,"2","6","1","5","3","大豆加工品",1346,0.5,1347,0.5,1344,0.5,1255,0.5,1582,0.5
74,"2","6","1","5","4","他の野菜・海藻加工品",1441,0.5,1434,0.6,1447,0.5,1411,0.6,1531,0.5
75,"2","5","1","6","0","果物",4899,1.8,5082,2.0,4616,1.7,4744,1.9,5257,1.8
76,"2","6","1","6","1","生鮮果物",4466,1.7,4620,1.8,4234,1.5,4300,1.7,4859,1.7
77,"2","6","1","6","2","果物加工品",433,0.2,462,0.2,383,0.1,444,0.2,398,0.1
78,"2","5","1","7","0","油脂・調味料",3984,1.5,3772,1.5,4291,1.6,3698,1.4,4716,1.6
79,"2","6","1","7","1","油脂",481,0.2,472,0.2,493,0.2,452,0.2,553,0.2
80,"2","6","1","7","2","調味料",3503,1.3,3300,1.3,3798,1.4,3247,1.3,4162,1.4
81,"2","5","1","8","0","菓子類",6514,2.4,6474,2.5,6578,2.4,5976,2.3,7907,2.7
82,"2","5","1","9","0","調理食品",13303,5.0,12456,4.8,14668,5.3,11577,4.5,17824,6.1
83,"2","6","1","9","1","主食的調理食品",5699,2.1,5371,2.1,6245,2.3,4817,1.9,8015,2.7
84,"2","6","1","9","2","他の調理食品",7605,2.9,7085,2.7,8423,3.1,6760,2.6,9810,3.4
85,"2","5","1","10","0","飲料",4822,1.8,4444,1.7,5393,2.0,4242,1.7,6320,2.2
86,"2","6","1","10","1","茶類",1210,0.5,1142,0.4,1313,0.5,1067,0.4,1589,0.5
87,"2","6","1","10","2","コーヒー・ココア",886,0.3,833,0.3,970,0.4,826,0.3,1035,0.4
88,"2","6","1","10","3","他の飲料",2726,1.0,2469,1.0,3111,1.1,2350,0.9,3696,1.3
89,"2","5","1","11","0","酒類",3767,1.4,3784,1.5,3747,1.4,3859,1.5,3533,1.2
90,"2","5","1","12","0","外食",9799,3.7,8892,3.4,11315,4.1,9349,3.7,11061,3.8
91,"2","6","1","12","1","一般外食",9781,3.7,8878,3.4,11292,4.1,9347,3.7,10996,3.8
92,"2","6","1","12","2","学校給食",18,0.0,15,0.0,24,0.0,3,0.0,65,0.0
93,"2","4","2","0","0","住居",20236,7.6,17030,6.6,24932,9.0,20710,8.1,19626,6.7
94,"2","5","2","1","0","家賃地代",6816,2.6,4495,1.7,10295,3.7,6042,2.4,8958,3.1
95,"2","5","2","2","0","設備修繕・維持",13419,5.0,12535,4.8,14637,5.3,14668,5.7,10669,3.7
96,"2","6","2","2","1","設備材料",5665,2.1,4431,1.7,7329,2.7,6199,2.4,4760,1.6
97,"2","6","2","2","2","工事その他のサービス",7754,2.9,8105,3.1,7309,2.6,8469,3.3,5909,2.0
98,"2","4","3","0","0","光熱・水道",23535,8.9,21811,8.4,26142,9.5,21603,8.4,28695,9.8
99,"2","5","3","1","0","電気代",11896,4.5,10869,4.2,13485,4.9,10916,4.3,14489,5.0
100,"2","5","3","2","0","ガス代",6264,2.4,5882,2.3,6839,2.5,5784,2.3,7575,2.6
101,"2","5","3","3","0","他の光熱",468,0.2,495,0.2,424,0.2,453,0.2,520,0.2
102,"2","5","3","4","0","上下水道料",4908,1.8,4565,1.8,5394,2.0,4450,1.7,6111,2.1
103,"2","4","4","0","0","家具・家事用品",10091,3.8,10202,3.9,10147,3.7,9625,3.8,11296,3.9
104,"2","5","4","1","0","家庭用耐久財",2872,1.1,3295,1.3,2464,0.9,2938,1.1,2722,0.9
105,"2","6","4","1","1","家事用耐久財",1255,0.5,1342,0.5,1156,0.4,1218,0.5,1314,0.4
106,"2","6","4","1","2","冷暖房用器具",1353,0.5,1650,0.6,1119,0.4,1431,0.6,1223,0.4
107,"2","6","4","1","3","一般家具",264,0.1,303,0.1,189,0.1,289,0.1,185,0.1
108,"2","5","4","2","0","室内装備・装飾品",574,0.2,549,0.2,604,0.2,462,0.2,825,0.3
109,"2","5","4","3","0","寝具類",930,0.3,961,0.4,873,0.3,980,0.4,860,0.3
110,"2","5","4","4","0","家事雑貨",1718,0.6,1636,0.6,1860,0.7,1657,0.6,1867,0.6
111,"2","5","4","5","0","家事用消耗品",3179,1.2,2942,1.1,3513,1.3,2769,1.1,4222,1.4
112,"2","5","4","6","0","家事サービス",818,0.3,819,0.3,833,0.3,820,0.3,800,0.3
113,"2","4","5","0","0","被服及び履物",6547,2.5,6203,2.4,7067,2.6,6323,2.5,7140,2.4
114,"2","5","5","1","0","和服",9,0.0,2,0.0,20,0.0,9,0.0,10,0.0
115,"2","5","5","2","0","洋服",2201,0.8,1999,0.8,2528,0.9,2142,0.8,2392,0.8
116,"2","6","5","2","1","男子用洋服",637,0.2,634,0.2,648,0.2,623,0.2,661,0.2
117,"2","6","5","2","2","婦人用洋服",1521,0.6,1322,0.5,1831,0.7,1515,0.6,1588,0.5
118,"2","6","5","2","3","子供用洋服",43,0.0,43,0.0,48,0.0,4,0.0,143,0.0
119,"2","5","5","3","0","シャツ・セーター類",1579,0.6,1460,0.6,1769,0.6,1587,0.6,1537,0.5
120,"2","6","5","3","1","男子用シャツ・セーター類",491,0.2,500,0.2,469,0.2,457,0.2,561,0.2
121,"2","6","5","3","2","婦人用シャツ・セーター類",1068,0.4,938,0.4,1279,0.5,1129,0.4,907,0.3
122,"2","6","5","3","3","子供用シャツ・セーター類",20,0.0,22,0.0,21,0.0,-,-,69,0.0
123,"2","5","5","4","0","下着類",732,0.3,723,0.3,740,0.3,665,0.3,908,0.3
124,"2","6","5","4","1","男子用下着類",266,0.1,265,0.1,263,0.1,246,0.1,315,0.1
125,"2","6","5","4","2","婦人用下着類",454,0.2,446,0.2,465,0.2,420,0.2,549,0.2
126,"2","6","5","4","3","子供用下着類",12,0.0,12,0.0,12,0.0,-,-,44,0.0
127,"2","5","5","5","0","生地・糸類",90,0.0,98,0.0,79,0.0,92,0.0,85,0.0
128,"2","5","5","6","0","他の被服",526,0.2,493,0.2,582,0.2,454,0.2,725,0.2
129,"2","5","5","7","0","履物類",888,0.3,854,0.3,935,0.3,869,0.3,951,0.3
130,"2","5","5","8","0","被服関連サービス",523,0.2,575,0.2,414,0.2,507,0.2,532,0.2
131,"2","4","6","0","0","保健医療",18383,6.9,18847,7.3,17897,6.5,18254,7.1,18660,6.4
132,"2","5","6","1","0","医薬品",3396,1.3,3421,1.3,3365,1.2,3398,1.3,3359,1.1
133,"2","5","6","2","0","健康保持用摂取品",1615,0.6,1580,0.6,1693,0.6,1685,0.7,1476,0.5
134,"2","5","6","3","0","保健医療用品・器具",2438,0.9,2619,1.0,2178,0.8,2348,0.9,2666,0.9
135,"2","5","6","4","0","保健医療サービス",10934,4.1,11227,4.3,10661,3.9,10823,4.2,11160,3.8
136,"2","4","7","0","0","交通・通信",24254,9.1,23245,9.0,26025,9.4,22646,8.9,28537,9.8
137,"2","5","7","1","0","交通",5046,1.9,4757,1.8,5488,2.0,4546,1.8,6283,2.1
138,"2","5","7","2","0","自動車等関係費",9825,3.7,9493,3.7,10638,3.9,8993,3.5,12259,4.2
139,"2","6","7","2","1","自動車等購入",658,0.2,918,0.4,386,0.1,729,0.3,582,0.2
140,"2","6","7","2","2","自転車購入",515,0.2,285,0.1,803,0.3,118,0.0,1425,0.5
141,"2","6","7","2","3","自動車等維持",8652,3.3,8290,3.2,9449,3.4,8146,3.2,10252,3.5
142,"2","5","7","3","0","通信",9383,3.5,8996,3.5,9900,3.6,9108,3.6,9995,3.4
143,"2","4","8","0","0","教育",1220,0.5,779,0.3,1857,0.7,229,0.1,3784,1.3
144,"2","5","8","1","0","授業料等",1099,0.4,775,0.3,1531,0.6,229,0.1,3302,1.1
145,"2","5","8","2","0","教科書・学習参考教材",16,0.0,4,0.0,35,0.0,-,-,61,0.0
146,"2","5","8","3","0","補習教育",106,0.0,-,-,291,0.1,-,-,421,0.1
147,"2","4","9","0","0","教養娯楽",29267,11.0,30458,11.7,27410,9.9,29497,11.5,28285,9.7
148,"2","5","9","1","0","教養娯楽用耐久財",1690,0.6,2122,0.8,1115,0.4,1908,0.7,1208,0.4
149,"2","5","9","2","0","教養娯楽用品",5182,1.9,4837,1.9,5723,2.1,4516,1.8,6821,2.3
150,"2","5","9","3","0","書籍・他の印刷物",4040,1.5,4348,1.7,3570,1.3,4192,1.6,3644,1.2
151,"2","5","9","4","0","教養娯楽サービス",18355,6.9,19151,7.4,17002,6.2,18882,7.4,16612,5.7
152,"2","6","9","4","1","宿泊料",2196,0.8,2697,1.0,1473,0.5,2390,0.9,1696,0.6
153,"2","6","9","4","2","パック旅行費",3642,1.4,3397,1.3,3811,1.4,3340,1.3,3980,1.4
154,"2","6","9","4","3","月謝類",1658,0.6,2103,0.8,990,0.4,1899,0.7,1073,0.4
155,"2","6","9","4","4","他の教養娯楽サービス",10860,4.1,10955,4.2,10729,3.9,11254,4.4,9864,3.4
156,"2","4","10","0","0","その他の消費支出",47227,17.8,48584,18.7,44531,16.1,47986,18.8,44992,15.4
157,"2","5","10","1","0","諸雑費",21782,8.2,20636,8.0,23151,8.4,21187,8.3,23246,8.0
158,"2","6","10","1","1","理美容サービス",3838,1.4,4187,1.6,3336,1.2,4076,1.6,3167,1.1
159,"2","6","10","1","2","理美容用品",4537,1.7,4595,1.8,4377,1.6,4465,1.7,4681,1.6
160,"2","6","10","1","3","身の回り用品",1268,0.5,1006,0.4,1580,0.6,1127,0.4,1532,0.5
161,"2","6","10","1","4","たばこ",775,0.3,463,0.2,1223,0.4,689,0.3,1002,0.3
162,"2","6","10","1","5","他の諸雑費",11364,4.3,10386,4.0,12637,4.6,10831,4.2,12864,4.4
163,"2","5","10","2","0","こづかい",5593,2.1,6629,2.6,4101,1.5,5815,2.3,5181,1.8
164,"2","5","10","3","0","交際費",18515,7.0,20732,8.0,14980,5.4,20316,7.9,13675,4.7
165,"2","6","10","3","0","食料",5540,2.1,6174,2.4,4556,1.7,6166,2.4,3916,1.3
166,"2","6","10","3","0","家具・家事用品",131,0.0,166,0.1,80,0.0,147,0.1,98,0.0
167,"2","6","10","3","0","被服及び履物",382,0.1,429,0.2,314,0.1,496,0.2,80,0.0
168,"2","6","10","3","0","教養娯楽",711,0.3,651,0.3,787,0.3,676,0.3,772,0.3
169,"2","6","10","3","0","他の物品サービス",576,0.2,509,0.2,653,0.2,498,0.2,703,0.2
170,"2","6","10","3","6","贈与金",7507,2.8,8864,3.4,5343,1.9,8369,3.3,5216,1.8
171,"2","6","10","3","7","他の交際費",3668,1.4,3939,1.5,3248,1.2,3963,1.5,2891,1.0
172,"2","5","10","4","0","仕送り金",1336,0.5,587,0.2,2299,0.8,669,0.3,2891,1.0
173,"2","3","0","0","0","土地家屋購入",647,-,1138,-,-,-,934,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",1954,0.7,1445,0.6,2688,1.0,823,0.3,4864,1.7
175,"2","3","0","0","0","（再掲）教養娯楽関係費",32876,12.4,33695,13.0,31542,11.4,32528,12.7,33244,11.4
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8843,3.3,9451,3.6,7642,2.8,9038,3.5,8106,2.8
177,"2","3","0","0","0","（再掲）経常消費支出",204975,77.1,198669,76.6,214483,77.7,195377,76.4,229950,78.7
178,"2","3","0","0","0","（再掲）情報通信関係費",14091,5.3,13221,5.1,15341,5.6,13352,5.2,15941,5.5
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　１）",236165,88.8,231838,89.4,242935,88.1,225296,88.1,263931,90.3
180,"2","2","0","0","0","その他の実支出",35832,-,30830,-,43353,-,33843,-,41175,-
181,"2","3","0","0","0","直接税",15714,-,14520,-,17536,-,15520,-,16231,-
182,"2","4","0","0","0","勤労所得税",794,-,-,-,2030,-,600,-,1342,-
183,"2","4","0","0","0","個人住民税",4410,-,3939,-,5091,-,4232,-,4880,-
184,"2","4","0","0","0","他の税",10510,-,10582,-,10415,-,10688,-,10009,-
185,"2","3","0","0","0","社会保険料",20101,-,16303,-,25784,-,18318,-,24900,-
186,"2","4","0","0","0","公的年金保険料",3141,-,486,-,7213,-,1755,-,6764,-
187,"2","4","0","0","0","健康保険料",11022,-,9564,-,13190,-,10474,-,12582,-
188,"2","4","0","0","0","介護保険料",5786,-,6253,-,4996,-,6001,-,5231,-
189,"2","4","0","0","0","他の社会保険料",152,-,-,-,385,-,88,-,322,-
190,"2","3","0","0","0","その他",17,-,7,-,33,-,5,-,45,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",311965,-,296093,-,335800,-,295463,-,357706,-
192,"2","2","0","0","0","預貯金",253273,-,242575,-,268707,-,240338,-,287919,-
193,"2","2","0","0","0","保険料",6829,-,5477,-,8994,-,6047,-,9059,-
194,"2","3","0","0","0","個人・企業年金保険料",661,-,639,-,688,-,656,-,677,-
195,"2","3","0","0","0","他の保険料",6167,-,4838,-,8306,-,5391,-,8382,-
196,"2","2","0","0","0","有価証券購入",387,-,326,-,499,-,154,-,1086,-
197,"2","2","0","0","0","土地家屋借金返済",4805,-,1969,-,9261,-,3057,-,9697,-
198,"2","2","0","0","0","他の借金返済",200,-,42,-,466,-,254,-,62,-
199,"2","2","0","0","0","クレジット購入借入金返済",45288,-,44398,-,46962,-,44069,-,49660,-
200,"2","2","0","0","0","実支出以外の支払のその他",1184,-,1307,-,912,-,1543,-,225,-
201,"2","1","0","0","0","繰越金",99714,-,96687,-,106417,-,90647,-,121022,-
202,"3","0","0","0","0","可処分所得",207127,-,188674,-,235319,-,188524,-,256508,-
203,"3","0","0","0","0","黒字",-58775,-,-70563,-,-40577,-,-67250,-,-35738,-
204,"3","1","0","0","0","金融資産純増",-18340,-,-30571,-,1064,-,-27548,-,5509,-
205,"3","3","0","0","0","貯蓄純増",-16801,-,-27840,-,564,-,-25081,-,4424,-
206,"3","4","0","0","0","預貯金純増",5909,-,1554,-,12354,-,1437,-,16792,-
207,"3","4","0","0","0","保険純増",-22710,-,-29395,-,-11789,-,-26518,-,-12368,-
208,"3","3","0","0","0","有価証券純購入",-1539,-,-2731,-,499,-,-2467,-,1086,-
209,"3","1","0","0","0","土地家屋借金純減",4805,-,1969,-,9261,-,3057,-,9697,-
210,"3","1","0","0","0","他の借金純減",140,-,-19,-,397,-,172,-,62,-
211,"3","1","0","0","0","クレジット購入借入金純減",-20582,-,-18406,-,-24026,-,-20434,-,-20198,-
212,"3","1","0","0","0","土地家屋純増",647,-,1138,-,-,-,934,-,-,-
213,"3","1","0","0","0","その他の純増",633,-,640,-,557,-,843,-,58,-
214,"3","1","0","0","0","繰越純増",-26077,-,-25315,-,-27831,-,-24273,-,-30867,-
