1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
37,1,2,0,0,0,預貯金引出,414948,-,442386,-,319618,-,262842,-,310946,-
38,1,2,0,0,0,保険金,4654,-,4504,-,6530,-,-,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,1219,-,1548,-,-,-,-,-,-,-
40,1,3,0,0,0,他の保険金,3434,-,2956,-,6530,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,466,-,591,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136578,-,144823,-,104663,-,71197,-,150880,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,208,-,250,-,69,-,-,-,-,-
47,1,1,0,0,0,繰入金,315943,-,285258,-,511291,-,43369,-,174405,-
48,2,0,0,0,0,支払,1487693,-,1462262,-,1737853,-,709485,-,1226054,-
49,2,1,0,0,0,実支出,484193,-,490870,-,462902,-,304262,-,586883,-
50,2,2,0,0,0,生計支出,353060,-,351548,-,359654,-,270467,-,439284,-
51,2,3,0,0,0,消費支出,353060,100.0,351548,100.0,359654,100.0,270467,100.0,439284,100.0
52,2,4,1,0,0,食料,100633,28.5,103969,29.6,84874,23.6,93817,34.7,109251,24.9
53,2,5,1,1,0,穀類,7343,2.1,7558,2.1,6453,1.8,7088,2.6,6729,1.5
54,2,6,1,1,1,米類,1678,0.5,1732,0.5,1396,0.4,1445,0.5,2157,0.5
55,2,6,1,1,2,パン,3386,1.0,3482,1.0,3045,0.8,3221,1.2,2699,0.6
56,2,6,1,1,3,麺類,1809,0.5,1862,0.5,1562,0.4,2180,0.8,1440,0.3
57,2,6,1,1,4,他の穀類,471,0.1,483,0.1,449,0.1,242,0.1,432,0.1
58,2,5,1,2,0,魚介類,5462,1.5,5783,1.6,3755,1.0,6407,2.4,6214,1.4
59,2,6,1,2,1,生鮮魚介,3194,0.9,3400,1.0,2060,0.6,3282,1.2,4466,1.0
60,2,6,1,2,2,塩干魚介,935,0.3,986,0.3,670,0.2,1502,0.6,579,0.1
61,2,6,1,2,3,魚肉練製品,495,0.1,501,0.1,429,0.1,930,0.3,340,0.1
62,2,6,1,2,4,他の魚介加工品,839,0.2,896,0.3,596,0.2,693,0.3,830,0.2
63,2,5,1,3,0,肉類,9597,2.7,10064,2.9,7727,2.1,6518,2.4,10258,2.3
64,2,6,1,3,1,生鮮肉,7767,2.2,8149,2.3,6343,1.8,4176,1.5,8531,1.9
65,2,6,1,3,2,加工肉,1830,0.5,1915,0.5,1384,0.4,2342,0.9,1727,0.4
66,2,5,1,4,0,乳卵類,5132,1.5,5282,1.5,4301,1.2,5700,2.1,5631,1.3
67,2,6,1,4,1,牛乳,1430,0.4,1457,0.4,1290,0.4,2144,0.8,838,0.2
68,2,6,1,4,2,乳製品,2537,0.7,2627,0.7,2038,0.6,2041,0.8,3681,0.8
69,2,6,1,4,3,卵,1165,0.3,1198,0.3,973,0.3,1515,0.6,1112,0.3
70,2,5,1,5,0,野菜・海藻,10165,2.9,10716,3.0,7682,2.1,8668,3.2,11030,2.5
71,2,6,1,5,1,生鮮野菜,7282,2.1,7674,2.2,5439,1.5,5871,2.2,8798,2.0
72,2,6,1,5,2,乾物・海藻,623,0.2,624,0.2,582,0.2,845,0.3,689,0.2
73,2,6,1,5,3,大豆加工品,1130,0.3,1198,0.3,862,0.2,1035,0.4,853,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1131,0.3,1220,0.3,799,0.2,918,0.3,691,0.2
75,2,5,1,6,0,果物,2984,0.8,3248,0.9,1967,0.5,2689,1.0,1631,0.4
76,2,6,1,6,1,生鮮果物,2645,0.7,2888,0.8,1654,0.5,2605,1.0,1572,0.4
77,2,6,1,6,2,果物加工品,339,0.1,360,0.1,313,0.1,84,0.0,59,0.0
78,2,5,1,7,0,油脂・調味料,4574,1.3,4803,1.4,3770,1.0,3153,1.2,3948,0.9
79,2,6,1,7,1,油脂,501,0.1,533,0.2,395,0.1,426,0.2,258,0.1
80,2,6,1,7,2,調味料,4073,1.2,4270,1.2,3374,0.9,2728,1.0,3690,0.8
81,2,5,1,8,0,菓子類,9119,2.6,9667,2.7,7081,2.0,7528,2.8,6657,1.5
82,2,5,1,9,0,調理食品,14275,4.0,14700,4.2,12310,3.4,15747,5.8,12671,2.9
83,2,6,1,9,1,主食的調理食品,6402,1.8,6403,1.8,6077,1.7,7725,2.9,7597,1.7
84,2,6,1,9,2,他の調理食品,7873,2.2,8297,2.4,6234,1.7,8022,3.0,5074,1.2
85,2,5,1,10,0,飲料,6384,1.8,6342,1.8,6010,1.7,8281,3.1,9003,2.0
86,2,6,1,10,1,茶類,1348,0.4,1307,0.4,1433,0.4,1875,0.7,1679,0.4
87,2,6,1,10,2,コーヒー・ココア,1191,0.3,1160,0.3,1093,0.3,990,0.4,3309,0.8
88,2,6,1,10,3,他の飲料,3845,1.1,3875,1.1,3485,1.0,5416,2.0,4014,0.9
89,2,5,1,11,0,酒類,3870,1.1,3922,1.1,2927,0.8,4030,1.5,9225,2.1
90,2,5,1,12,0,外食,21725,6.2,21883,6.2,20890,5.8,18008,6.7,26253,6.0
91,2,6,1,12,1,一般外食,20608,5.8,20828,5.9,19363,5.4,16708,6.2,26253,6.0
92,2,6,1,12,2,学校給食,1117,0.3,1055,0.3,1528,0.4,1300,0.5,-,-
93,2,4,2,0,0,住居,30333,8.6,13038,3.7,103994,28.9,61662,22.8,53296,12.1
94,2,5,2,1,0,家賃地代,19916,5.6,326,0.1,101734,28.3,60938,22.5,53162,12.1
95,2,5,2,2,0,設備修繕・維持,10417,3.0,12712,3.6,2260,0.6,724,0.3,135,0.0
96,2,6,2,2,1,設備材料,1099,0.3,1380,0.4,24,0.0,223,0.1,135,0.0
97,2,6,2,2,2,工事その他のサービス,9318,2.6,11332,3.2,2236,0.6,501,0.2,-,-
98,2,4,3,0,0,光熱・水道,23601,6.7,24251,6.9,20581,5.7,28699,10.6,18466,4.2
99,2,5,3,1,0,電気代,10526,3.0,10957,3.1,8889,2.5,10387,3.8,7731,1.8
100,2,5,3,2,0,ガス代,7465,2.1,7554,2.1,7182,2.0,7531,2.8,6379,1.5
101,2,5,3,3,0,他の光熱,47,0.0,57,0.0,14,0.0,-,-,-,-
102,2,5,3,4,0,上下水道料,5563,1.6,5682,1.6,4497,1.3,10781,4.0,4356,1.0
103,2,4,4,0,0,家具・家事用品,14906,4.2,13893,4.0,17658,4.9,10572,3.9,34763,7.9
104,2,5,4,1,0,家庭用耐久財,6004,1.7,5295,1.5,7818,2.2,-,-,23772,5.4
105,2,6,4,1,1,家事用耐久財,2559,0.7,3022,0.9,923,0.3,-,-,1000,0.2
106,2,6,4,1,2,冷暖房用器具,1491,0.4,780,0.2,2302,0.6,-,-,22772,5.2
107,2,6,4,1,3,一般家具,1953,0.6,1493,0.4,4593,1.3,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,559,0.2,269,0.1,1977,0.5,-,-,564,0.1
109,2,5,4,3,0,寝具類,773,0.2,781,0.2,713,0.2,692,0.3,1010,0.2
110,2,5,4,4,0,家事雑貨,2499,0.7,2380,0.7,2752,0.8,3120,1.2,4229,1.0
111,2,5,4,5,0,家事用消耗品,3892,1.1,3808,1.1,3879,1.1,5991,2.2,4979,1.1
112,2,5,4,6,0,家事サービス,1180,0.3,1360,0.4,520,0.1,769,0.3,210,0.0
113,2,4,5,0,0,被服及び履物,12950,3.7,13624,3.9,10365,2.9,9398,3.5,12154,2.8
114,2,5,5,1,0,和服,31,0.0,9,0.0,138,0.0,-,-,-,-
115,2,5,5,2,0,洋服,5083,1.4,5276,1.5,5091,1.4,2056,0.8,944,0.2
116,2,6,5,2,1,男子用洋服,1998,0.6,2147,0.6,1692,0.5,395,0.1,546,0.1
117,2,6,5,2,2,婦人用洋服,2336,0.7,2393,0.7,2544,0.7,951,0.4,-,-
118,2,6,5,2,3,子供用洋服,749,0.2,736,0.2,855,0.2,710,0.3,399,0.1
119,2,5,5,3,0,シャツ・セーター類,2751,0.8,2943,0.8,2045,0.6,1689,0.6,2329,0.5
120,2,6,5,3,1,男子用シャツ・セーター類,1215,0.3,1336,0.4,699,0.2,696,0.3,1381,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1313,0.4,1445,0.4,836,0.2,563,0.2,948,0.2
122,2,6,5,3,3,子供用シャツ・セーター類,223,0.1,162,0.0,509,0.1,430,0.2,-,-
123,2,5,5,4,0,下着類,1452,0.4,1520,0.4,862,0.2,1900,0.7,3151,0.7
124,2,6,5,4,1,男子用下着類,391,0.1,354,0.1,150,0.0,1732,0.6,2320,0.5
125,2,6,5,4,2,婦人用下着類,915,0.3,1014,0.3,581,0.2,-,-,831,0.2
126,2,6,5,4,3,子供用下着類,145,0.0,151,0.0,132,0.0,169,0.1,-,-
127,2,5,5,5,0,生地・糸類,126,0.0,156,0.0,18,0.0,-,-,-,-
128,2,5,5,6,0,他の被服,838,0.2,929,0.3,411,0.1,966,0.4,731,0.2
129,2,5,5,7,0,履物類,1628,0.5,1600,0.5,1406,0.4,2087,0.8,3934,0.9
130,2,5,5,8,0,被服関連サービス,1042,0.3,1190,0.3,393,0.1,700,0.3,1064,0.2
131,2,4,6,0,0,保健医療,13107,3.7,13953,4.0,9936,2.8,7371,2.7,12766,2.9
132,2,5,6,1,0,医薬品,2354,0.7,2482,0.7,1757,0.5,1957,0.7,2754,0.6
133,2,5,6,2,0,健康保持用摂取品,940,0.3,1032,0.3,752,0.2,-,-,-,-
134,2,5,6,3,0,保健医療用品・器具,2996,0.8,3101,0.9,2773,0.8,1955,0.7,1950,0.4
135,2,5,6,4,0,保健医療サービス,6817,1.9,7339,2.1,4654,1.3,3460,1.3,8062,1.8
136,2,4,7,0,0,交通・通信,38831,11.0,40186,11.4,30067,8.4,26533,9.8,70506,16.1
137,2,5,7,1,0,交通,11695,3.3,11347,3.2,12867,3.6,2634,1.0,24304,5.5
138,2,5,7,2,0,自動車等関係費,13361,3.8,15390,4.4,4695,1.3,9516,3.5,11023,2.5
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1922,0.5,2292,0.7,688,0.2,-,-,-,-
141,2,6,7,2,3,自動車等維持,11438,3.2,13098,3.7,4006,1.1,9516,3.5,11023,2.5
142,2,5,7,3,0,通信,13775,3.9,13449,3.8,12506,3.5,14383,5.3,35178,8.0
143,2,4,8,0,0,教育,30495,8.6,33849,9.6,15654,4.4,4511,1.7,50369,11.5
144,2,5,8,1,0,授業料等,26058,7.4,29144,8.3,12000,3.3,2102,0.8,47578,10.8
145,2,5,8,2,0,教科書・学習参考教材,212,0.1,247,0.1,5,0.0,776,0.3,-,-
146,2,5,8,3,0,補習教育,4224,1.2,4457,1.3,3649,1.0,1633,0.6,2792,0.6
147,2,4,9,0,0,教養娯楽,43994,12.5,47791,13.6,32975,9.2,10293,3.8,25097,5.7
148,2,5,9,1,0,教養娯楽用耐久財,4341,1.2,4907,1.4,2165,0.6,-,-,5070,1.2
149,2,5,9,2,0,教養娯楽用品,10900,3.1,11763,3.3,8083,2.2,2898,1.1,9407,2.1
150,2,5,9,3,0,書籍・他の印刷物,2954,0.8,3061,0.9,2759,0.8,2096,0.8,1394,0.3
151,2,5,9,4,0,教養娯楽サービス,25800,7.3,28061,8.0,19967,5.6,5299,2.0,9225,2.1
152,2,6,9,4,1,宿泊料,3296,0.9,3560,1.0,2901,0.8,-,-,-,-
153,2,6,9,4,2,パック旅行費,4388,1.2,5464,1.6,251,0.1,273,0.1,1613,0.4
154,2,6,9,4,3,月謝類,4963,1.4,5133,1.5,5088,1.4,996,0.4,1677,0.4
155,2,6,9,4,4,他の教養娯楽サービス,13153,3.7,13904,4.0,11727,3.3,4029,1.5,5935,1.4
156,2,4,10,0,0,その他の消費支出,44210,12.5,46994,13.4,33550,9.3,17610,6.5,52616,12.0
157,2,5,10,1,0,諸雑費,23546,6.7,24144,6.9,21299,5.9,15004,5.5,27847,6.3
158,2,6,10,1,1,理美容サービス,3955,1.1,4075,1.2,3997,1.1,852,0.3,2351,0.5
159,2,6,10,1,2,理美容用品,5100,1.4,5095,1.4,4626,1.3,5058,1.9,9062,2.1
160,2,6,10,1,3,身の回り用品,1992,0.6,1866,0.5,2702,0.8,1032,0.4,2007,0.5
161,2,6,10,1,4,たばこ,1167,0.3,1125,0.3,764,0.2,4417,1.6,2629,0.6
162,2,6,10,1,5,他の諸雑費,11331,3.2,11983,3.4,9210,2.6,3645,1.3,11798,2.7
163,2,5,10,2,0,こづかい,4620,1.3,5500,1.6,1155,0.3,-,-,4287,1.0
164,2,5,10,3,0,交際費,14177,4.0,15078,4.3,10652,3.0,2606,1.0,20483,4.7
165,2,6,10,3,0,食料,4807,1.4,4943,1.4,4676,1.3,901,0.3,4741,1.1
166,2,6,10,3,0,家具・家事用品,160,0.0,195,0.1,22,0.0,-,-,120,0.0
167,2,6,10,3,0,被服及び履物,788,0.2,863,0.2,598,0.2,-,-,328,0.1
168,2,6,10,3,0,教養娯楽,854,0.2,922,0.3,660,0.2,765,0.3,-,-
169,2,6,10,3,0,他の物品サービス,646,0.2,782,0.2,180,0.1,-,-,-,-
170,2,6,10,3,6,贈与金,2758,0.8,2776,0.8,1812,0.5,306,0.1,12037,2.7
171,2,6,10,3,7,他の交際費,4163,1.2,4597,1.3,2705,0.8,633,0.2,3257,0.7
172,2,5,10,4,0,仕送り金,1866,0.5,2273,0.6,443,0.1,-,-,-,-
173,2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
174,2,3,0,0,0,（再掲）教育関係費,33974,9.6,37521,10.7,18690,5.2,6260,2.3,51999,11.8
175,2,3,0,0,0,（再掲）教養娯楽関係費,51508,14.6,54640,15.5,42525,11.8,12461,4.6,46345,10.6
176,2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,4625,1.3,5049,1.4,2255,0.6,306,0.1,12037,2.7
177,2,3,0,0,0,（再掲）経常消費支出,252503,71.5,241109,68.6,297187,82.6,258204,95.5,312969,71.2
178,2,3,0,0,0,（再掲）情報通信関係費,17111,4.8,17180,4.9,16970,4.7,17547,6.5,15266,3.5
179,2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318103,90.1,333461,94.9,253405,70.5,208498,77.1,373951,85.1
180,2,2,0,0,0,その他の実支出,131133,-,139322,-,103248,-,33795,-,147599,-
181,2,3,0,0,0,直接税,69309,-,75108,-,48214,-,12922,-,79106,-
182,2,4,0,0,0,勤労所得税,23336,-,24265,-,20173,-,2920,-,34587,-
183,2,4,0,0,0,個人住民税,21908,-,22012,-,21468,-,5281,-,38231,-
184,2,4,0,0,0,他の税,24065,-,28831,-,6573,-,4720,-,6288,-
185,2,3,0,0,0,社会保険料,61823,-,64214,-,55033,-,20873,-,68493,-
186,2,4,0,0,0,公的年金保険料,38391,-,39966,-,33991,-,13464,-,40152,-
187,2,4,0,0,0,健康保険料,18138,-,18627,-,16999,-,6271,-,21042,-
188,2,4,0,0,0,介護保険料,3045,-,3383,-,1775,-,197,-,3497,-
189,2,4,0,0,0,他の社会保険料,2248,-,2238,-,2268,-,941,-,3802,-
190,2,3,0,0,0,その他,1,-,1,-,-,-,-,-,-,-
191,2,1,0,0,0,実支出以外の支払(繰越金を除く),712534,-,717142,-,766986,-,339044,-,486751,-
192,2,2,0,0,0,預貯金,478620,-,450082,-,650946,-,224867,-,421124,-
193,2,2,0,0,0,保険料,20359,-,22243,-,13633,-,16329,-,8231,-
194,2,3,0,0,0,個人・企業年金保険料,6155,-,7120,-,3050,-,-,-,1339,-
195,2,3,0,0,0,他の保険料,14204,-,15123,-,10583,-,16329,-,6892,-
196,2,2,0,0,0,有価証券購入,7661,-,9116,-,2826,-,-,-,-,-
197,2,2,0,0,0,土地家屋借金返済,69097,-,86828,-,4033,-,-,-,-,-
198,2,2,0,0,0,他の借金返済,1322,-,1510,-,487,-,2289,-,-,-
199,2,2,0,0,0,クレジット購入借入金返済,133710,-,145373,-,93889,-,95560,-,57397,-
200,2,2,0,0,0,実支出以外の支払のその他,1766,-,1989,-,1172,-,-,-,-,-
201,2,1,0,0,0,繰越金,290967,-,254251,-,507965,-,66180,-,152419,-
202,3,0,0,0,0,可処分所得,483763,-,445128,-,692434,-,298282,-,442224,-
203,3,0,0,0,0,黒字,130703,-,93581,-,332780,-,27815,-,2940,-
204,3,1,0,0,0,金融資産純増,87038,-,34551,-,341257,-,-21647,-,118408,-
205,3,3,0,0,0,貯蓄純増,79377,-,25435,-,338431,-,-21647,-,118408,-
206,3,4,0,0,0,預貯金純増,63672,-,7697,-,331328,-,-37975,-,110178,-
207,3,4,0,0,0,保険純増,15705,-,17739,-,7103,-,16329,-,8231,-
208,3,3,0,0,0,有価証券純購入,7661,-,9116,-,2826,-,-,-,-,-
209,3,1,0,0,0,土地家屋借金純減,69097,-,86828,-,4033,-,-,-,-,-
210,3,1,0,0,0,他の借金純減,856,-,919,-,487,-,2289,-,-,-
211,3,1,0,0,0,クレジット購入借入金純減,-2869,-,551,-,-10774,-,24363,-,-93483,-
212,3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
213,3,1,0,0,0,その他の純増,1557,-,1740,-,1103,-,-,-,-,-
214,3,1,0,0,0,繰越純増,-24977,-,-31008,-,-3326,-,22810,-,-21985,-
