"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","器具で家具を固定している[人]","家具の配置を工夫している[人]","できるだけ家具を置かないようにしている[人]","家具が収納式又は据付けとなっている[人]","行っていない[人]","無回答[人]"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","芝地区","107","32","30","17","2","17","9"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","麻布地区","140","44","38","20","7","26","5"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","赤坂地区","88","30","20","13","5","17","3"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","高輪地区","155","53","40","19","10","26","7"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","芝浦港南地区","164","43","57","30","6","21","7"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","居住地区別","無回答","4","1","2","0","0","0","1"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","持家（一戸建）","95","32","33","9","1","14","6"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","持家（マンション）","302","114","76","29","23","46","14"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","借家（一戸建）","7","5","1","0","0","1","0"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","27","54","47","6","31","6"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","7","7","8","0","4","2"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","5","7","2","0","3","1"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","7","7","2","0","4","0"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","2","0","2","0","2","0"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","その他","5","1","1","0","0","2","1"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","住居形態別","無回答","6","3","1","0","0","0","2"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","128","103","39","19","58","19"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","当分は住んでいたい","224","55","68","46","10","34","11"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","10","14","9","1","7","1"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","1","1","0","0","0","0"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","3","1","3","0","1","1"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","わからない","14","6","0","1","0","7","0"
"202003","災害対策","Q23. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。あなたはご自宅で、どのような対策を行っていますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0","0","0"

"第32回港区民世論調査クロス集計表・災害対策Q23","Ver202003",,,,,,,,,,
