産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,民営／事業所数（事業所）,民営／従業者数／総数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数（事業所）,国、地方公共団体／従業者数／総数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
3,A,01,010,管理，補助的経済活動を行う事業所,1,0102,2人,3,6,5,1,3,6,5,1,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0103,3人,1,3,3,-,1,3,3,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0200,5～9人,1,8,8,-,1,8,8,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0300,10～19人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0500,30～49人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0600,50～99人,1,58,19,39,1,58,19,39,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,0,0000,全ての規模,66,461,293,168,66,461,293,168,-,-,-,-
3,A,01,011,耕種農業,1,0100,1～4人,34,77,52,25,34,77,52,25,-,-,-,-
3,A,01,011,耕種農業,1,0101,1人,10,10,9,1,10,10,9,1,-,-,-,-
3,A,01,011,耕種農業,1,0102,2人,10,20,12,8,10,20,12,8,-,-,-,-
3,A,01,011,耕種農業,1,0103,3人,9,27,20,7,9,27,20,7,-,-,-,-
3,A,01,011,耕種農業,1,0104,4人,5,20,11,9,5,20,11,9,-,-,-,-
3,A,01,011,耕種農業,1,0200,5～9人,18,113,86,27,18,113,86,27,-,-,-,-
3,A,01,011,耕種農業,1,0300,10～19人,8,102,58,44,8,102,58,44,-,-,-,-
3,A,01,011,耕種農業,1,0400,20～29人,2,46,18,28,2,46,18,28,-,-,-,-
3,A,01,011,耕種農業,1,0500,30～49人,2,67,29,38,2,67,29,38,-,-,-,-
3,A,01,011,耕種農業,1,0600,50～99人,1,56,50,6,1,56,50,6,-,-,-,-
3,A,01,011,耕種農業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,011,耕種農業,1,1200,出向・派遣従業員のみ,1,-,-,-,1,-,-,-,-,-,-,-
3,A,01,012,畜産農業,0,0000,全ての規模,25,134,76,58,25,134,76,58,-,-,-,-
3,A,01,012,畜産農業,1,0100,1～4人,14,37,18,19,14,37,18,19,-,-,-,-
3,A,01,012,畜産農業,1,0101,1人,3,3,3,-,3,3,3,-,-,-,-,-
3,A,01,012,畜産農業,1,0102,2人,2,4,3,1,2,4,3,1,-,-,-,-
3,A,01,012,畜産農業,1,0103,3人,6,18,6,12,6,18,6,12,-,-,-,-
3,A,01,012,畜産農業,1,0104,4人,3,12,6,6,3,12,6,6,-,-,-,-
3,A,01,012,畜産農業,1,0200,5～9人,6,37,26,11,6,37,26,11,-,-,-,-
3,A,01,012,畜産農業,1,0300,10～19人,2,28,7,21,2,28,7,21,-,-,-,-
3,A,01,012,畜産農業,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,0500,30～49人,1,32,25,7,1,32,25,7,-,-,-,-
3,A,01,012,畜産農業,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,012,畜産農業,1,1200,出向・派遣従業員のみ,2,-,-,-,2,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,0,0000,全ての規模,22,598,382,216,21,596,380,216,1,2,2,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0100,1～4人,10,30,18,12,9,28,16,12,1,2,2,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0101,1人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0102,2人,3,6,3,3,2,4,1,3,1,2,2,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0103,3人,4,12,7,5,4,12,7,5,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0104,4人,3,12,8,4,3,12,8,4,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0200,5～9人,3,24,20,4,3,24,20,4,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0300,10～19人,4,56,42,14,4,56,42,14,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0400,20～29人,1,25,16,9,1,25,16,9,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0500,30～49人,1,40,32,8,1,40,32,8,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0700,100～199人,1,195,119,76,1,195,119,76,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0800,200～299人,1,228,135,93,1,228,135,93,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,013,農業サービス業（園芸サービス業を除く）,1,1200,出向・派遣従業員のみ,1,-,-,-,1,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,0,0000,全ての規模,328,2493,1970,523,328,2493,1970,523,-,-,-,-
3,A,01,014,園芸サービス業,1,0100,1～4人,145,394,298,96,145,394,298,96,-,-,-,-
3,A,01,014,園芸サービス業,1,0101,1人,26,26,24,2,26,26,24,2,-,-,-,-
3,A,01,014,園芸サービス業,1,0102,2人,34,68,45,23,34,68,45,23,-,-,-,-
3,A,01,014,園芸サービス業,1,0103,3人,40,120,93,27,40,120,93,27,-,-,-,-
3,A,01,014,園芸サービス業,1,0104,4人,45,180,136,44,45,180,136,44,-,-,-,-
3,A,01,014,園芸サービス業,1,0200,5～9人,107,709,566,143,107,709,566,143,-,-,-,-
3,A,01,014,園芸サービス業,1,0300,10～19人,59,741,601,140,59,741,601,140,-,-,-,-
3,A,01,014,園芸サービス業,1,0400,20～29人,7,167,137,30,7,167,137,30,-,-,-,-
3,A,01,014,園芸サービス業,1,0500,30～49人,5,177,119,58,5,177,119,58,-,-,-,-
3,A,01,014,園芸サービス業,1,0600,50～99人,5,305,249,56,5,305,249,56,-,-,-,-
3,A,01,014,園芸サービス業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,014,園芸サービス業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,0,0000,全ての規模,42,263,218,45,38,243,199,44,4,20,19,1
2,A,02,000,林業,1,0100,1～4人,17,36,30,6,15,32,26,6,2,4,4,-
2,A,02,000,林業,1,0101,1人,3,3,3,-,2,2,2,-,1,1,1,-
2,A,02,000,林業,1,0102,2人,9,18,16,2,9,18,16,2,-,-,-,-
2,A,02,000,林業,1,0103,3人,5,15,11,4,4,12,8,4,1,3,3,-
2,A,02,000,林業,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,0200,5～9人,18,112,87,25,17,106,82,24,1,6,5,1
2,A,02,000,林業,1,0300,10～19人,6,78,69,9,5,68,59,9,1,10,10,-
2,A,02,000,林業,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,0500,30～49人,1,37,32,5,1,37,32,5,-,-,-,-
2,A,02,000,林業,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
2,A,02,000,林業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,0,0000,全ての規模,1,3,1,2,1,3,1,2,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0100,1～4人,1,3,1,2,1,3,1,2,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0101,1人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0102,2人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0103,3人,1,3,1,2,1,3,1,2,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0200,5～9人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0300,10～19人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0500,30～49人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,020,管理，補助的経済活動を行う事業所,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,0,0000,全ての規模,13,59,52,7,9,39,33,6,4,20,19,1
3,A,02,021,育林業,1,0100,1～4人,6,13,12,1,4,9,8,1,2,4,4,-
3,A,02,021,育林業,1,0101,1人,1,1,1,-,-,-,-,-,1,1,1,-
3,A,02,021,育林業,1,0102,2人,3,6,6,-,3,6,6,-,-,-,-,-
3,A,02,021,育林業,1,0103,3人,2,6,5,1,1,3,2,1,1,3,3,-
3,A,02,021,育林業,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0200,5～9人,6,36,30,6,5,30,25,5,1,6,5,1
3,A,02,021,育林業,1,0300,10～19人,1,10,10,-,-,-,-,-,1,10,10,-
3,A,02,021,育林業,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0500,30～49人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,021,育林業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,0,0000,全ての規模,3,20,16,4,3,20,16,4,-,-,-,-
3,A,02,022,素材生産業,1,0100,1～4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0101,1人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0102,2人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0103,3人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0200,5～9人,3,20,16,4,3,20,16,4,-,-,-,-
3,A,02,022,素材生産業,1,0300,10～19人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0400,20～29人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0500,30～49人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0600,50～99人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0700,100～199人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0800,200～299人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,022,素材生産業,1,1200,出向・派遣従業員のみ,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,0,0000,全ての規模,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0100,1～4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0101,1人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0102,2人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0103,3人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0104,4人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0200,5～9人,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,023,特用林産物生産業（きのこ類の栽培を除く）,1,0300,10～19人,-,-,-,-,-,-,-,-,-,-,-,-
