産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,94,（再掲）資本金3億円以下,249142,453599,8639,14492,16702,33318,47685,141684,15960,21633,19125,26289,21713,32793,17995,24942,21587,34229,26867,43072,10494,14319,7789,10500,24310,47759
1,A-B,00,000,000,農林漁業,0,00,総数（資本金階級）,424,592,9,9,40,40,66,173,27,31,31,34,34,39,32,34,45,45,43,51,14,23,12,14,41,50
1,A-B,00,000,000,農林漁業,1,01,資本金300万円未満,30,32,2,2,4,4,8,10,3,3,-,-,2,2,-,-,3,3,5,5,-,-,-,-,2,2
1,A-B,00,000,000,農林漁業,1,02,資本金300万～500万円未満,159,163,3,3,18,18,24,25,12,12,13,13,14,14,11,11,19,19,16,17,4,4,7,9,17,17
1,A-B,00,000,000,農林漁業,1,03,資本金500万～1000万円未満,57,59,-,-,7,7,1,1,3,3,6,6,4,5,11,12,5,5,7,7,4,4,-,-,5,5
1,A-B,00,000,000,農林漁業,1,04,資本金1000万～3000万円未満,112,130,4,4,9,9,17,18,7,11,8,8,11,12,7,8,18,18,10,15,3,3,4,4,12,18
1,A-B,00,000,000,農林漁業,1,05,資本金3000万～5000万円未満,12,12,-,-,2,2,1,1,-,-,2,2,1,1,1,1,-,-,4,4,-,-,-,-,1,1
1,A-B,00,000,000,農林漁業,1,06,資本金5000万～1億円未満,16,73,-,-,-,-,7,46,2,2,1,4,1,4,-,-,-,-,1,3,2,11,-,-,2,3
1,A-B,00,000,000,農林漁業,1,07,資本金1億～3億円未満,9,38,-,-,-,-,4,31,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,4
1,A-B,00,000,000,農林漁業,1,08,資本金3億～10億円未満,4,26,-,-,-,-,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,A-B,00,000,000,農林漁業,1,09,資本金10億～50億円未満,2,17,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
1,A-B,00,000,000,農林漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,A-B,00,000,000,農林漁業,9,91,（再掲）資本金1000万円以下,332,354,7,7,36,36,46,50,24,25,27,27,30,32,28,30,40,40,35,40,9,9,10,12,33,39
1,A-B,00,000,000,農林漁業,9,92,（再掲）資本金5000万円以下,376,436,9,9,40,40,53,85,26,30,30,33,32,34,30,32,45,45,43,51,12,12,11,13,38,45
1,A-B,00,000,000,農林漁業,9,93,（再掲）資本金1億円以下,387,472,9,9,40,40,58,101,27,31,30,33,33,38,30,32,45,45,43,51,13,22,11,13,40,49
1,A-B,00,000,000,農林漁業,9,94,（再掲）資本金3億円以下,396,511,9,9,40,40,63,136,27,31,30,33,33,38,31,33,45,45,43,51,13,22,11,13,41,50
2,A,00,000,000,農業，林業,0,00,総数（資本金階級）,410,572,9,9,40,40,62,169,26,30,31,34,34,39,31,33,44,44,42,50,13,22,12,14,39,48
2,A,00,000,000,農業，林業,1,01,資本金300万円未満,30,32,2,2,4,4,8,10,3,3,-,-,2,2,-,-,3,3,5,5,-,-,-,-,2,2
2,A,00,000,000,農業，林業,1,02,資本金300万～500万円未満,156,160,3,3,18,18,21,22,12,12,13,13,14,14,11,11,19,19,16,17,4,4,7,9,17,17
2,A,00,000,000,農業，林業,1,03,資本金500万～1000万円未満,56,58,-,-,7,7,1,1,3,3,6,6,4,5,10,11,5,5,7,7,4,4,-,-,5,5
2,A,00,000,000,農業，林業,1,04,資本金1000万～3000万円未満,108,126,4,4,9,9,17,18,7,11,8,8,11,12,7,8,17,17,9,14,3,3,4,4,10,16
2,A,00,000,000,農業，林業,1,05,資本金3000万～5000万円未満,12,12,-,-,2,2,1,1,-,-,2,2,1,1,1,1,-,-,4,4,-,-,-,-,1,1
2,A,00,000,000,農業，林業,1,06,資本金5000万～1億円未満,15,72,-,-,-,-,7,46,1,1,1,4,1,4,-,-,-,-,1,3,1,10,-,-,2,3
2,A,00,000,000,農業，林業,1,07,資本金1億～3億円未満,8,37,-,-,-,-,3,30,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,4
2,A,00,000,000,農業，林業,1,08,資本金3億～10億円未満,4,26,-,-,-,-,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,A,00,000,000,農業，林業,1,09,資本金10億～50億円未満,2,17,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
2,A,00,000,000,農業，林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,A,00,000,000,農業，林業,9,91,（再掲）資本金1000万円以下,325,347,7,7,36,36,43,47,24,25,27,27,30,32,27,29,39,39,34,39,9,9,10,12,32,38
2,A,00,000,000,農業，林業,9,92,（再掲）資本金5000万円以下,367,427,9,9,40,40,50,82,25,29,30,33,32,34,29,31,44,44,42,50,11,11,11,13,36,43
2,A,00,000,000,農業，林業,9,93,（再掲）資本金1億円以下,378,463,9,9,40,40,55,98,26,30,30,33,33,38,29,31,44,44,42,50,12,21,11,13,38,47
2,A,00,000,000,農業，林業,9,94,（再掲）資本金3億円以下,386,501,9,9,40,40,59,132,26,30,30,33,33,38,30,32,44,44,42,50,12,21,11,13,39,48
3,A,01,000,000,農業,0,00,総数（資本金階級）,388,534,9,9,39,39,57,156,25,29,31,34,33,37,31,33,41,41,40,47,13,22,12,14,36,42
3,A,01,000,000,農業,1,01,資本金300万円未満,27,29,2,2,4,4,7,9,3,3,-,-,2,2,-,-,2,2,5,5,-,-,-,-,2,2
3,A,01,000,000,農業,1,02,資本金300万～500万円未満,152,156,3,3,18,18,21,22,12,12,13,13,14,14,11,11,17,17,15,16,4,4,7,9,17,17
3,A,01,000,000,農業,1,03,資本金500万～1000万円未満,55,56,-,-,7,7,1,1,3,3,6,6,3,3,10,11,5,5,7,7,4,4,-,-,5,5
3,A,01,000,000,農業,1,04,資本金1000万～3000万円未満,101,116,4,4,8,8,15,16,6,10,8,8,11,12,7,8,17,17,8,12,3,3,4,4,8,12
3,A,01,000,000,農業,1,05,資本金3000万～5000万円未満,12,12,-,-,2,2,1,1,-,-,2,2,1,1,1,1,-,-,4,4,-,-,-,-,1,1
3,A,01,000,000,農業,1,06,資本金5000万～1億円未満,12,60,-,-,-,-,5,36,1,1,1,4,1,4,-,-,-,-,1,3,1,10,-,-,1,1
3,A,01,000,000,農業,1,07,資本金1億～3億円未満,8,37,-,-,-,-,3,30,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,4
3,A,01,000,000,農業,1,08,資本金3億～10億円未満,4,26,-,-,-,-,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,000,000,農業,1,09,資本金10億～50億円未満,2,17,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
3,A,01,000,000,農業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,01,000,000,農業,9,91,（再掲）資本金1000万円以下,311,329,7,7,35,35,41,45,23,24,27,27,29,30,27,29,36,36,32,36,9,9,10,12,30,34
3,A,01,000,000,農業,9,92,（再掲）資本金5000万円以下,350,398,9,9,39,39,46,71,24,28,30,33,31,32,29,31,41,41,40,47,11,11,11,13,33,37
3,A,01,000,000,農業,9,93,（再掲）資本金1億円以下,360,432,9,9,39,39,50,85,25,29,30,33,32,36,29,31,41,41,40,47,12,21,11,13,35,41
3,A,01,000,000,農業,9,94,（再掲）資本金3億円以下,368,470,9,9,39,39,54,119,25,29,30,33,32,36,30,32,41,41,40,47,12,21,11,13,36,42
4,A,01,011,000,耕種農業,0,00,総数（資本金階級）,57,73,2,2,7,7,8,11,2,2,3,6,2,2,7,8,6,6,6,7,-,-,4,5,6,9
4,A,01,011,000,耕種農業,1,01,資本金300万円未満,9,11,1,1,3,3,2,4,-,-,-,-,1,1,-,-,-,-,2,2,-,-,-,-,-,-
4,A,01,011,000,耕種農業,1,02,資本金300万～500万円未満,13,15,-,-,2,2,1,1,-,-,1,1,-,-,-,-,4,4,2,3,-,-,2,3,2,2
4,A,01,011,000,耕種農業,1,03,資本金500万～1000万円未満,8,8,-,-,1,1,-,-,1,1,-,-,-,-,2,2,1,1,1,1,-,-,-,-,1,1
4,A,01,011,000,耕種農業,1,04,資本金1000万～3000万円未満,14,17,1,1,-,-,3,4,-,-,1,1,1,1,4,5,1,1,1,1,-,-,2,2,1,2
4,A,01,011,000,耕種農業,1,05,資本金3000万～5000万円未満,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,011,000,耕種農業,1,06,資本金5000万～1億円未満,5,8,-,-,-,-,2,2,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,011,000,耕種農業,1,07,資本金1億～3億円未満,3,5,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,4
4,A,01,011,000,耕種農業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,011,000,耕種農業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,011,000,耕種農業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,011,000,耕種農業,9,91,（再掲）資本金1000万円以下,38,45,2,2,6,6,4,7,1,1,2,2,2,2,5,6,5,5,5,6,-,-,3,4,4,5
4,A,01,011,000,耕種農業,9,92,（再掲）資本金5000万円以下,46,56,2,2,7,7,6,9,1,1,3,6,2,2,6,7,6,6,6,7,-,-,4,5,4,5
4,A,01,011,000,耕種農業,9,93,（再掲）資本金1億円以下,51,63,2,2,7,7,8,11,2,2,3,6,2,2,6,7,6,6,6,7,-,-,4,5,5,8
4,A,01,011,000,耕種農業,9,94,（再掲）資本金3億円以下,53,65,2,2,7,7,8,11,2,2,3,6,2,2,7,8,6,6,6,7,-,-,4,5,6,9
4,A,01,012,000,畜産農業,0,00,総数（資本金階級）,29,120,-,-,1,1,9,83,-,-,-,-,2,5,1,2,2,2,2,2,2,11,1,1,3,5
4,A,01,012,000,畜産農業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,012,000,畜産農業,1,02,資本金300万～500万円未満,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,1,1
4,A,01,012,000,畜産農業,1,03,資本金500万～1000万円未満,3,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,1,1,1,-,-,-,-
4,A,01,012,000,畜産農業,1,04,資本金1000万～3000万円未満,5,7,-,-,1,1,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,2,4
4,A,01,012,000,畜産農業,1,05,資本金3000万～5000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
4,A,01,012,000,畜産農業,1,06,資本金5000万～1億円未満,4,26,-,-,-,-,2,12,-,-,-,-,1,4,-,-,-,-,-,-,1,10,-,-,-,-
4,A,01,012,000,畜産農業,1,07,資本金1億～3億円未満,5,32,-,-,-,-,3,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,012,000,畜産農業,1,08,資本金3億～10億円未満,4,26,-,-,-,-,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,012,000,畜産農業,1,09,資本金10億～50億円未満,1,16,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,012,000,畜産農業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,012,000,畜産農業,9,91,（再掲）資本金1000万円以下,12,15,-,-,1,1,-,-,-,-,-,-,1,1,1,2,2,2,1,1,1,1,1,1,3,5
4,A,01,012,000,畜産農業,9,92,（再掲）資本金5000万円以下,13,16,-,-,1,1,-,-,-,-,-,-,1,1,1,2,2,2,2,2,1,1,1,1,3,5
4,A,01,012,000,畜産農業,9,93,（再掲）資本金1億円以下,17,42,-,-,1,1,2,12,-,-,-,-,2,5,1,2,2,2,2,2,2,11,1,1,3,5
4,A,01,012,000,畜産農業,9,94,（再掲）資本金3億円以下,23,78,-,-,1,1,6,46,-,-,-,-,2,5,1,2,2,2,2,2,2,11,1,1,3,5
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,0,00,総数（資本金階級）,11,14,2,2,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,3,-,-,1,2,2,2
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,01,資本金300万円未満,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,02,資本金300万～500万円未満,5,6,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,05,資本金3000万～5000万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,06,資本金5000万～1億円未満,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,9,91,（再掲）資本金1000万円以下,8,9,2,2,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,9,92,（再掲）資本金5000万円以下,10,13,2,2,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,3,-,-,1,2,2,2
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,9,93,（再掲）資本金1億円以下,10,13,2,2,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,3,-,-,1,2,2,2
4,A,01,013,000,農業サービス業（園芸サービス業を除く）,9,94,（再掲）資本金3億円以下,10,13,2,2,1,1,1,1,1,1,-,-,-,-,-,-,-,-,1,3,-,-,1,2,2,2
4,A,01,014,000,園芸サービス業,0,00,総数（資本金階級）,291,327,5,5,30,30,39,61,22,26,28,28,29,30,23,23,33,33,31,35,11,11,6,6,25,26
4,A,01,014,000,園芸サービス業,1,01,資本金300万円未満,16,16,-,-,1,1,5,5,3,3,-,-,1,1,-,-,2,2,3,3,-,-,-,-,1,1
4,A,01,014,000,園芸サービス業,1,02,資本金300万～500万円未満,130,131,2,2,15,15,19,20,11,11,12,12,14,14,11,11,12,12,13,13,4,4,3,3,14,14
4,A,01,014,000,園芸サービス業,1,03,資本金500万～1000万円未満,44,44,-,-,6,6,1,1,2,2,6,6,3,3,7,7,4,4,5,5,3,3,-,-,4,4
4,A,01,014,000,園芸サービス業,1,04,資本金1000万～3000万円未満,81,91,3,3,7,7,12,12,6,10,7,7,9,10,3,3,15,15,7,11,3,3,2,2,5,6
4,A,01,014,000,園芸サービス業,1,05,資本金3000万～5000万円未満,9,9,-,-,1,1,1,1,-,-,2,2,1,1,1,1,-,-,3,3,-,-,-,-,-,-
4,A,01,014,000,園芸サービス業,1,06,資本金5000万～1億円未満,2,23,-,-,-,-,1,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,A,01,014,000,園芸サービス業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,014,000,園芸サービス業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,014,000,園芸サービス業,1,09,資本金10億～50億円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
4,A,01,014,000,園芸サービス業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,01,014,000,園芸サービス業,9,91,（再掲）資本金1000万円以下,253,260,3,3,27,27,36,37,21,22,25,25,26,27,21,21,29,29,26,29,8,8,5,5,22,23
4,A,01,014,000,園芸サービス業,9,92,（再掲）資本金5000万円以下,281,313,5,5,30,30,39,61,22,26,27,27,28,29,22,22,33,33,31,35,10,10,5,5,24,25
4,A,01,014,000,園芸サービス業,9,93,（再掲）資本金1億円以下,282,314,5,5,30,30,39,61,22,26,27,27,28,29,22,22,33,33,31,35,10,10,5,5,25,26
4,A,01,014,000,園芸サービス業,9,94,（再掲）資本金3億円以下,282,314,5,5,30,30,39,61,22,26,27,27,28,29,22,22,33,33,31,35,10,10,5,5,25,26
3,A,02,000,000,林業,0,00,総数（資本金階級）,22,38,-,-,1,1,5,13,1,1,-,-,1,2,-,-,3,3,2,3,-,-,-,-,3,6
3,A,02,000,000,林業,1,01,資本金300万円未満,3,3,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,02,資本金300万～500万円未満,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,1,-,-,-,-,-,-
3,A,02,000,000,林業,1,03,資本金500万～1000万円未満,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,04,資本金1000万～3000万円未満,7,10,-,-,1,1,2,2,1,1,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
3,A,02,000,000,林業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,06,資本金5000万～1億円未満,3,12,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
3,A,02,000,000,林業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,A,02,000,000,林業,9,91,（再掲）資本金1000万円以下,14,18,-,-,1,1,2,2,1,1,-,-,1,2,-,-,3,3,2,3,-,-,-,-,2,4
3,A,02,000,000,林業,9,92,（再掲）資本金5000万円以下,17,29,-,-,1,1,4,11,1,1,-,-,1,2,-,-,3,3,2,3,-,-,-,-,3,6
3,A,02,000,000,林業,9,93,（再掲）資本金1億円以下,18,31,-,-,1,1,5,13,1,1,-,-,1,2,-,-,3,3,2,3,-,-,-,-,3,6
3,A,02,000,000,林業,9,94,（再掲）資本金3億円以下,18,31,-,-,1,1,5,13,1,1,-,-,1,2,-,-,3,3,2,3,-,-,-,-,3,6
4,A,02,021,000,育林業,0,00,総数（資本金階級）,8,14,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
4,A,02,021,000,育林業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,02,資本金300万～500万円未満,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,04,資本金1000万～3000万円未満,4,7,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
4,A,02,021,000,育林業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,06,資本金5000万～1億円未満,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,A,02,021,000,育林業,9,91,（再掲）資本金1000万円以下,5,8,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
4,A,02,021,000,育林業,9,92,（再掲）資本金5000万円以下,5,8,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,2,4
