地域階層,地域コード,地域名,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業（企業）,A～R全産業（Ｓ公務を除く）／会社企業のうち持株会社（会社）,A～R全産業（Ｓ公務を除く）／会社企業のうち持株会社／純粋持株会社（会社）,A～R全産業（Ｓ公務を除く）／会社企業のうち持株会社／事業持株会社（会社）,A～B農林漁業／会社企業（企業）,A～B農林漁業／会社企業のうち持株会社（会社）,A～B農林漁業／会社企業のうち持株会社／純粋持株会社（会社）,A～B農林漁業／会社企業のうち持株会社／事業持株会社（会社）,A農業，林業／会社企業（企業）,A農業，林業／会社企業のうち持株会社（会社）,A農業，林業／会社企業のうち持株会社／純粋持株会社（会社）,A農業，林業／会社企業のうち持株会社／事業持株会社（会社）,B漁業／会社企業（企業）,B漁業／会社企業のうち持株会社（会社）,B漁業／会社企業のうち持株会社／純粋持株会社（会社）,B漁業／会社企業のうち持株会社／事業持株会社（会社）,C～R非農林漁業（Ｓ公務を除く）業／会社企業（企業）,C～R非農林漁業（Ｓ公務を除く）／会社企業のうち持株会社（会社）,C～R非農林漁業（Ｓ公務を除く）／会社企業のうち持株会社／純粋持株会社（会社）,C～R非農林漁業（Ｓ公務を除く）／会社企業のうち持株会社／事業持株会社（会社）,C鉱業，採石業，砂利採取業／会社企業（企業）,C鉱業，採石業，砂利採取業／会社企業のうち持株会社（会社）,C鉱業，採石業，砂利採取業／会社企業のうち持株会社／純粋持株会社（会社）,C鉱業，採石業，砂利採取業／会社企業のうち持株会社／事業持株会社（会社）,D建設業／会社企業（企業）,D建設業／会社企業のうち持株会社（会社）,D建設業／会社企業のうち持株会社／純粋持株会社（会社）,D建設業／会社企業のうち持株会社／事業持株会社（会社）,E製造業／会社企業（企業）,E製造業／会社企業のうち持株会社（会社）,E製造業／会社企業のうち持株会社／純粋持株会社（会社）,E製造業／会社企業のうち持株会社／事業持株会社（会社）,F電気・ガス・熱供給・水道業／会社企業（企業）,F電気・ガス・熱供給・水道業／会社企業のうち持株会社（会社）,F電気・ガス・熱供給・水道業／会社企業のうち持株会社／純粋持株会社（会社）,F電気・ガス・熱供給・水道業／会社企業のうち持株会社／事業持株会社（会社）,G情報通信業／会社企業（企業）,G情報通信業／会社企業のうち持株会社（会社）,G情報通信業／会社企業のうち持株会社／純粋持株会社（会社）,G情報通信業／会社企業のうち持株会社／事業持株会社（会社）,H運輸業，郵便業／会社企業（企業）,H運輸業，郵便業／会社企業のうち持株会社（会社）,H運輸業，郵便業／会社企業のうち持株会社／純粋持株会社（会社）,H運輸業，郵便業／会社企業のうち持株会社／事業持株会社（会社）,I卸売業，小売業／会社企業（企業）,I卸売業，小売業／会社企業のうち持株会社（会社）,I卸売業，小売業／会社企業のうち持株会社／純粋持株会社（会社）,I卸売業，小売業／会社企業のうち持株会社／事業持株会社（会社）,J金融業，保険業／会社企業（企業）,J金融業，保険業／会社企業のうち持株会社（会社）,J金融業，保険業／会社企業のうち持株会社／純粋持株会社（会社）,J金融業，保険業）／会社企業のうち持株会社／事業持株会社（会社）,K不動産業，物品賃貸業／会社企業（企業）,K不動産業，物品賃貸業／会社企業のうち持株会社（会社）,K不動産業，物品賃貸業／会社企業のうち持株会社／純粋持株会社（会社）,K不動産業，物品賃貸業／会社企業のうち持株会社／事業持株会社（会社）,L学術研究，専門・技術サービス業／会社企業（企業）,L学術研究，専門・技術サービス業／会社企業のうち持株会社（会社）,L学術研究，専門・技術サービス業／会社企業のうち持株会社／純粋持株会社（会社）,L学術研究，専門・技術サービス業／会社企業のうち持株会社／事業持株会社（会社）,M宿泊業，飲食サービス業／会社企業（企業）,M宿泊業，飲食サービス業／会社企業のうち持株会社（会社）,M宿泊業，飲食サービス業／会社企業のうち持株会社／純粋持株会社（会社）,M宿泊業，飲食サービス業／会社企業のうち持株会社／事業持株会社（会社）,N生活関連サービス業，娯楽業／会社企業（企業）,N生活関連サービス業，娯楽業／会社企業のうち持株会社（会社）,N生活関連サービス業，娯楽業／会社企業のうち持株会社／純粋持株会社（会社）,N生活関連サービス業，娯楽業／会社企業のうち持株会社／事業持株会社（会社）,O教育，学習支援業／会社企業（企業）,O教育，学習支援業／会社企業のうち持株会社（会社）,O教育，学習支援業／会社企業のうち持株会社／純粋持株会社（会社）,O教育，学習支援業／会社企業のうち持株会社／事業持株会社（会社）,P医療，福祉／会社企業（企業）,P医療，福祉／会社企業のうち持株会社（会社）,P医療，福祉／会社企業のうち持株会社／純粋持株会社（会社）,P医療，福祉／会社企業のうち持株会社／事業持株会社（会社）,Q複合サービス事業／会社企業（企業）,Q複合サービス事業／会社企業のうち持株会社（会社）,Q複合サービス事業／会社企業のうち持株会社／純粋持株会社（会社）,Q複合サービス事業／会社企業のうち持株会社／事業持株会社（会社）,Rサービス業（他に分類されないもの）／会社企業（企業）,Rサービス業（他に分類されないもの）／会社企業のうち持株会社（会社）,Rサービス業（他に分類されないもの）／会社企業のうち持株会社／純粋持株会社（会社）,Rサービス業（他に分類されないもの）／会社企業のうち持株会社／事業持株会社（会社）
0,13000,東京都,9,93,（再掲）1億円以下,246183,1808,143,1665,387,-,-,-,378,-,-,-,9,-,-,-,245796,1808,143,1665,35,2,-,2,29082,79,-,79,32787,282,-,282,59,-,-,-,15831,196,-,196,5038,62,-,62,62086,442,-,442,3321,30,-,30,31384,182,-,182,19259,292,143,149,16437,45,-,45,10780,59,-,59,3067,13,-,13,4020,12,-,12,5,-,-,-,12605,112,-,112
0,13000,東京都,9,94,（再掲）3億円以下,249142,1987,166,1821,396,1,-,1,386,1,-,1,10,-,-,-,248746,1986,166,1820,43,2,-,2,29252,91,-,91,33229,312,-,312,77,-,-,-,16310,221,-,221,5152,72,-,72,62818,475,-,475,3491,34,-,34,31633,194,-,194,19473,329,166,163,16493,47,-,47,10858,60,-,60,3090,15,-,15,4042,13,-,13,5,-,-,-,12780,121,-,121
1,13100,区部,0,00,総数,226692,2556,339,2217,221,2,-,2,208,2,-,2,13,-,-,-,226471,2554,339,2215,80,5,-,5,21911,99,-,99,30479,403,-,403,118,5,-,5,16160,269,-,269,4789,93,-,93,57554,583,-,583,3748,48,-,48,27021,218,-,218,18178,554,339,215,17621,54,-,54,10583,66,-,66,2928,19,-,19,3755,13,-,13,5,-,-,-,11541,125,-,125
1,13100,区部,1,01,300万円未満,11244,46,16,30,12,-,-,-,12,-,-,-,-,-,-,-,11232,46,16,30,1,-,-,-,653,1,-,1,705,2,-,2,5,-,-,-,1094,3,-,3,97,-,-,-,2461,5,-,5,237,2,-,2,1177,6,-,6,1545,21,16,5,1257,-,-,-,734,2,-,2,260,-,-,-,484,2,-,2,-,-,-,-,522,2,-,2
1,13100,区部,1,02,300万～500万円未満,62734,61,3,58,60,-,-,-,57,-,-,-,3,-,-,-,62674,61,3,58,-,-,-,-,6796,1,-,1,9271,6,-,6,2,-,-,-,2707,6,-,6,731,1,-,1,15133,14,-,14,820,-,-,-,7720,11,-,11,4793,12,3,9,6458,4,-,4,3545,2,-,2,784,-,-,-,1241,-,-,-,2,-,-,-,2671,4,-,4
1,13100,区部,1,03,500万～1000万円未満,19544,68,12,56,28,-,-,-,27,-,-,-,1,-,-,-,19516,68,12,56,1,-,-,-,2086,4,-,4,2545,7,-,7,2,-,-,-,1098,10,-,10,446,2,-,2,4835,3,-,3,224,2,-,2,2289,3,-,3,1365,21,12,9,2081,4,-,4,998,4,-,4,270,2,-,2,435,1,-,1,1,-,-,-,840,5,-,5
1,13100,区部,1,04,1000万～3000万円未満,85790,633,47,586,65,-,-,-,62,-,-,-,3,-,-,-,85725,633,47,586,15,1,-,1,9148,20,-,20,12171,100,-,100,16,-,-,-,6946,67,-,67,2062,15,-,15,23292,169,-,169,1034,10,-,10,11254,55,-,55,7308,99,47,52,3473,18,-,18,2730,25,-,25,877,6,-,6,648,-,-,-,1,-,-,-,4750,48,-,48
1,13100,区部,1,05,3000万～5000万円未満,10715,282,5,277,8,-,-,-,8,-,-,-,-,-,-,-,10707,282,5,277,1,1,-,1,1117,14,-,14,1486,43,-,43,5,-,-,-,1082,44,-,44,343,9,-,9,2914,84,-,84,153,2,-,2,1287,25,-,25,703,32,5,27,396,5,-,5,340,4,-,4,101,1,-,1,83,3,-,3,-,-,-,-,696,15,-,15
1,13100,区部,1,06,5000万～1億円未満,10008,402,33,369,12,-,-,-,11,-,-,-,1,-,-,-,9996,402,33,369,4,-,-,-,773,17,-,17,1331,62,-,62,8,-,-,-,1049,40,-,40,387,15,-,15,2744,108,-,108,244,8,-,8,1200,41,-,41,683,65,33,32,298,7,-,7,387,10,-,10,97,3,-,3,88,3,-,3,-,-,-,-,703,23,-,23
1,13100,区部,1,07,1億～3億円未満,5233,319,37,282,9,1,-,1,8,1,-,1,1,-,-,-,5224,318,37,281,8,-,-,-,291,15,-,15,681,47,-,47,26,-,-,-,706,38,-,38,202,21,-,21,1284,63,-,63,249,8,-,8,573,35,-,35,388,57,37,20,167,8,-,8,181,9,-,9,54,-,-,-,52,2,-,2,-,-,-,-,362,15,-,15
1,13100,区部,1,08,3億～10億円未満,3018,257,50,207,4,-,-,-,4,-,-,-,-,-,-,-,3014,257,50,207,6,-,-,-,141,11,-,11,450,34,-,34,26,2,-,2,458,31,-,31,113,16,-,16,827,65,-,65,261,3,-,3,211,15,-,15,214,65,50,15,59,-,-,-,52,-,-,-,19,5,-,5,20,1,-,1,-,-,-,-,157,9,-,9
1,13100,区部,1,09,10億～50億円未満,1641,219,51,168,2,1,-,1,2,1,-,1,-,-,-,-,1639,218,51,167,18,-,-,-,78,10,-,10,369,46,-,46,8,-,-,-,186,16,-,16,71,9,-,9,341,36,-,36,160,3,-,3,145,18,-,18,127,68,51,17,39,3,-,3,38,6,-,6,7,1,-,1,7,-,-,-,-,-,-,-,45,2,-,2
1,13100,区部,1,10,50億円以上,1224,251,77,174,-,-,-,-,-,-,-,-,-,-,-,-,1224,251,77,174,24,3,-,3,58,6,-,6,374,56,-,56,10,3,-,3,86,14,-,14,42,5,-,5,167,31,-,31,192,9,-,9,63,9,-,9,147,105,77,28,16,4,-,4,14,4,-,4,-,-,-,-,5,-,-,-,1,-,-,-,25,2,-,2
1,13100,区部,9,91,（再掲）1000万円以下,160535,534,68,466,153,-,-,-,147,-,-,-,6,-,-,-,160382,534,68,466,15,-,-,-,16611,15,-,15,22079,63,-,63,21,-,-,-,10005,55,-,55,2619,8,-,8,40642,121,-,121,2094,11,-,11,20288,53,-,53,13590,121,68,53,12676,18,-,18,7418,24,-,24,2015,6,-,6,2667,3,-,3,4,-,-,-,7638,36,-,36
1,13100,区部,9,92,（再掲）5000万円以下,193700,1213,93,1120,179,-,-,-,171,-,-,-,8,-,-,-,193521,1213,93,1120,18,2,-,2,20148,45,-,45,26587,169,-,169,34,-,-,-,13274,139,-,139,3831,32,-,32,49596,306,-,306,2567,21,-,21,24149,115,-,115,15982,208,93,115,13788,33,-,33,8481,40,-,40,2319,9,-,9,2924,7,-,7,4,-,-,-,9819,87,-,87
1,13100,区部,9,93,（再掲）1億円以下,202853,1671,139,1532,186,-,-,-,178,-,-,-,8,-,-,-,202667,1671,139,1532,23,2,-,2,20739,65,-,65,27834,244,-,244,50,-,-,-,14262,185,-,185,4178,55,-,55,52075,418,-,418,2827,29,-,29,25298,167,-,167,16603,282,139,143,14087,44,-,44,8846,55,-,55,2426,12,-,12,3013,10,-,10,4,-,-,-,10402,103,-,103
1,13100,区部,9,94,（再掲）3億円以下,205660,1839,161,1678,195,1,-,1,186,1,-,1,9,-,-,-,205465,1838,161,1677,31,2,-,2,20894,75,-,75,28238,271,-,271,67,-,-,-,14727,210,-,210,4283,64,-,64,52774,449,-,449,2996,33,-,33,25532,178,-,178,16813,318,161,157,14138,46,-,46,8918,56,-,56,2446,13,-,13,3033,11,-,11,4,-,-,-,10571,112,-,112
1,13500,市町村部,0,00,総数,46062,173,9,164,203,-,-,-,202,-,-,-,1,-,-,-,45859,173,9,164,12,-,-,-,8646,16,-,16,5207,51,-,51,11,-,-,-,1662,12,-,12,909,11,-,11,10633,28,-,28,514,2,-,2,6267,17,-,17,2768,17,9,8,2855,1,-,1,2186,4,-,4,730,2,-,2,1145,2,-,2,1,-,-,-,2313,10,-,10
1,13500,市町村部,1,01,300万円未満,3049,5,-,5,18,-,-,-,18,-,-,-,-,-,-,-,3031,5,-,5,-,-,-,-,356,1,-,1,150,-,-,-,1,-,-,-,220,-,-,-,22,-,-,-,637,-,-,-,53,-,-,-,359,-,-,-,286,-,-,-,275,1,-,1,197,-,-,-,93,1,-,1,213,1,-,1,-,-,-,-,169,1,-,1
1,13500,市町村部,1,02,300万～500万円未満,18945,10,1,9,99,-,-,-,99,-,-,-,-,-,-,-,18846,10,1,9,4,-,-,-,3654,2,-,2,1689,1,-,1,-,-,-,-,614,1,-,1,223,-,-,-,4500,4,-,4,272,-,-,-,2805,1,-,1,1250,1,1,-,1173,-,-,-,934,-,-,-,285,-,-,-,456,-,-,-,-,-,-,-,987,-,-,-
1,13500,市町村部,1,03,500万～1000万円未満,5148,6,1,5,29,-,-,-,29,-,-,-,-,-,-,-,5119,6,1,5,-,-,-,-,1123,-,-,-,563,1,-,1,1,-,-,-,128,-,-,-,129,-,-,-,1227,2,-,2,42,-,-,-,638,-,-,-,249,1,1,-,367,-,-,-,246,-,-,-,73,-,-,-,139,1,-,1,-,-,-,-,194,1,-,1
1,13500,市町村部,1,04,1000万～3000万円未満,13766,57,1,56,47,-,-,-,46,-,-,-,1,-,-,-,13719,57,1,56,7,-,-,-,2718,8,-,8,2011,15,-,15,3,-,-,-,509,4,-,4,388,4,-,4,3167,8,-,8,112,1,-,1,1982,7,-,7,793,4,1,3,474,-,-,-,484,3,-,3,170,-,-,-,167,-,-,-,1,-,-,-,733,3,-,3
1,13500,市町村部,1,05,3000万～5000万円未満,1395,28,-,28,4,-,-,-,4,-,-,-,-,-,-,-,1391,28,-,28,1,-,-,-,327,-,-,-,278,12,-,12,2,-,-,-,47,3,-,3,53,1,-,1,295,4,-,4,9,-,-,-,158,3,-,3,48,2,-,2,31,-,-,-,39,-,-,-,12,-,-,-,20,-,-,-,-,-,-,-,71,3,-,3
1,13500,市町村部,1,06,5000万～1億円未満,879,22,1,21,4,-,-,-,4,-,-,-,-,-,-,-,875,22,1,21,-,-,-,-,151,3,-,3,220,6,-,6,2,-,-,-,38,1,-,1,39,1,-,1,170,5,-,5,5,-,-,-,118,4,-,4,26,1,1,-,25,-,-,-,28,-,-,-,7,-,-,-,11,-,-,-,-,-,-,-,35,1,-,1
1,13500,市町村部,1,07,1億～3億円未満,275,16,1,15,-,-,-,-,-,-,-,-,-,-,-,-,275,16,1,15,-,-,-,-,26,1,-,1,77,6,-,6,1,-,-,-,26,2,-,2,12,1,-,1,43,1,-,1,2,-,-,-,35,1,-,1,8,2,1,1,9,-,-,-,10,1,-,1,3,1,-,1,3,-,-,-,-,-,-,-,20,-,-,-
1,13500,市町村部,1,08,3億～10億円未満,115,13,1,12,-,-,-,-,-,-,-,-,-,-,-,-,115,13,1,12,-,-,-,-,3,1,-,1,37,7,-,7,1,-,-,-,7,1,-,1,6,1,-,1,21,2,-,2,1,-,-,-,17,-,-,-,6,1,1,-,2,-,-,-,4,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-,7,-,-,-
1,13500,市町村部,1,09,10億～50億円未満,58,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,58,8,-,8,-,-,-,-,2,-,-,-,23,1,-,1,-,-,-,-,5,-,-,-,3,3,-,3,10,1,-,1,1,1,-,1,7,1,-,1,1,1,-,1,3,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
1,13500,市町村部,1,10,50億円以上,41,8,3,5,-,-,-,-,-,-,-,-,-,-,-,-,41,8,3,5,-,-,-,-,2,-,-,-,21,2,-,2,-,-,-,-,-,-,-,-,1,-,-,-,4,1,-,1,3,-,-,-,-,-,-,-,6,4,3,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1
1,13500,市町村部,9,91,（再掲）1000万円以下,38184,54,2,52,179,-,-,-,178,-,-,-,1,-,-,-,38005,54,2,52,10,-,-,-,7226,7,-,7,3977,10,-,10,3,-,-,-,1373,4,-,4,610,1,-,1,8977,11,-,11,457,1,-,1,5482,5,-,5,2470,4,2,2,2198,1,-,1,1765,2,-,2,590,1,-,1,938,2,-,2,1,-,-,-,1928,5,-,5
1,13500,市町村部,9,92,（再掲）5000万円以下,42627,111,3,108,197,-,-,-,196,-,-,-,1,-,-,-,42430,111,3,108,12,-,-,-,8260,13,-,13,4760,30,-,30,7,-,-,-,1528,8,-,8,828,5,-,5,9882,18,-,18,490,1,-,1,5983,13,-,13,2637,8,3,5,2326,1,-,1,1910,3,-,3,635,1,-,1,999,2,-,2,1,-,-,-,2172,8,-,8
1,13500,市町村部,9,93,（再掲）1億円以下,43330,137,4,133,201,-,-,-,200,-,-,-,1,-,-,-,43129,137,4,133,12,-,-,-,8343,14,-,14,4953,38,-,38,9,-,-,-,1569,11,-,11,860,7,-,7,10011,24,-,24,494,1,-,1,6086,15,-,15,2656,10,4,6,2350,1,-,1,1934,4,-,4,641,1,-,1,1007,2,-,2,1,-,-,-,2203,9,-,9
