地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）
0,13000,東京都,2,E,21,窯業・土石製品製造業,872,11602,518,7376,104,764,107,1031,12,67,13,101,11,261,15,203,15,760,14,342,13,179,10,81,9,121,5,29
0,13000,東京都,2,E,22,鉄鋼業,538,9385,351,3622,80,475,48,752,6,40,6,145,7,279,4,11,5,3212,5,148,4,134,4,43,3,138,4,177
0,13000,東京都,2,E,23,非鉄金属製造業,617,9182,403,3785,79,599,63,533,7,21,12,1060,2,13,12,136,5,773,7,773,5,22,3,12,4,1331,3,78
0,13000,東京都,2,E,24,金属製品製造業,6127,45955,4346,30882,809,4040,500,3876,51,332,51,272,34,512,49,245,43,255,28,220,51,3516,38,979,34,270,18,104
0,13000,東京都,2,E,25,はん用機械器具製造業,1731,24185,1086,12660,238,1830,208,2162,19,444,19,490,14,379,14,471,23,924,18,857,31,426,12,106,16,3258,3,39
0,13000,東京都,2,E,26,生産用機械器具製造業,3709,37384,2250,20855,610,5835,439,6739,30,225,41,317,44,553,40,301,35,419,27,208,49,564,34,183,31,423,11,136
0,13000,東京都,2,E,27,業務用機械器具製造業,2056,36009,1153,19741,274,3116,276,3901,32,1379,35,1526,32,639,25,556,28,393,34,296,38,563,40,2408,32,798,11,205
0,13000,東京都,2,E,28,電子部品・デバイス・電子回路製造業,1203,27421,538,15330,230,2413,220,4127,25,617,21,647,12,282,21,495,20,359,24,795,25,464,14,634,18,1051,3,52
0,13000,東京都,2,E,29,電気機械器具製造業,2241,47819,1181,27742,385,4326,316,6851,34,1462,39,1628,28,918,38,352,32,879,33,808,44,517,30,586,17,299,13,339
0,13000,東京都,2,E,30,情報通信機械器具製造業,647,41125,270,27375,91,1714,134,4395,10,261,13,1229,11,56,19,411,14,443,15,920,9,3467,17,429,14,220,9,84
0,13000,東京都,2,E,31,輸送用機械器具製造業,1109,47522,671,32878,186,3520,115,1698,16,2832,15,3784,13,93,14,73,5,578,11,122,17,217,7,909,14,614,4,31
0,13000,東京都,2,E,32,その他の製造業,4196,33877,2081,17970,677,4334,681,5237,73,531,90,989,68,731,63,667,64,445,56,258,87,975,73,416,63,456,28,316
0,13000,東京都,1,F,00,電気・ガス・熱供給・水道業,425,27187,89,14099,66,2099,109,7495,3,46,10,306,24,376,22,331,23,404,13,382,14,465,27,933,12,167,6,44
0,13000,東京都,2,F,33,電気業,139,16025,37,7107,8,444,42,6521,2,36,2,234,1,15,3,82,3,41,4,298,7,360,19,831,7,38,1,2
0,13000,東京都,2,F,34,ガス業,36,7075,22,5672,7,1212,4,108,-,-,-,-,-,-,-,-,1,64,1,17,-,-,-,-,-,-,1,2
0,13000,東京都,2,F,35,熱供給業,82,780,10,136,33,183,29,275,-,-,1,4,1,1,3,62,1,18,1,-,1,9,-,-,1,92,1,-
0,13000,東京都,2,F,36,水道業,168,3307,20,1184,18,260,34,591,1,10,7,68,22,360,16,187,18,281,7,67,6,96,8,102,4,37,3,40
0,13000,東京都,1,G,00,情報通信業,22590,833210,2867,136981,3570,118413,6934,265740,947,39172,1006,31909,762,30830,818,29080,830,22575,901,34079,1128,37007,998,26048,695,25859,350,18391
0,13000,東京都,2,G,37,通信業,619,66121,17,5464,49,2179,224,36030,28,4370,33,905,23,1260,29,5189,33,331,22,1204,26,398,35,1876,23,543,14,3698
0,13000,東京都,2,G,38,放送業,312,22218,57,7806,67,3518,80,6791,10,264,14,564,5,120,14,254,19,1372,7,896,11,124,11,178,8,156,2,101
0,13000,東京都,2,G,39,情報サービス業,11408,540272,934,74232,1786,89226,3786,170870,512,26561,559,23636,422,17692,420,17613,444,14124,490,22876,621,31059,518,17061,371,20738,181,6907
0,13000,東京都,2,G,40,インターネット附随サービス業,1911,58501,33,720,110,2266,546,18494,109,2995,130,2796,101,8920,104,1768,84,1297,113,5120,137,1955,156,2591,115,2247,61,3366
0,13000,東京都,2,G,41,映像・音声・文字情報制作業,8340,146098,1826,48759,1558,21224,2298,33555,288,4982,270,4008,211,2838,251,4256,250,5451,269,3983,333,3471,278,4342,178,2175,92,4319
0,13000,東京都,1,H,00,運輸業，郵便業,16390,477262,4821,156976,3550,75689,4472,98229,383,10543,344,15203,316,21742,306,8548,299,14205,364,8130,353,12502,293,9258,240,14508,128,3252
0,13000,東京都,2,H,42,鉄道業,634,51484,249,12309,213,18527,90,11566,6,309,21,4818,6,91,13,916,6,816,9,546,6,967,3,253,8,193,-,-
0,13000,東京都,2,H,43,道路旅客運送業,5552,106656,1233,55943,1881,9785,1889,19862,102,2421,67,3768,46,1126,52,1755,46,2099,43,780,43,2375,36,769,22,3989,16,538
0,13000,東京都,2,H,44,道路貨物運送業,6496,167521,2279,60523,894,26347,1706,44074,150,3300,162,4835,116,2344,147,3236,133,3268,151,3243,173,4186,139,3527,117,2598,57,1185
0,13000,東京都,2,H,45,水運業,394,12672,135,4276,51,1843,83,1987,10,170,15,224,15,240,5,28,9,319,13,413,21,1038,9,406,12,1466,4,206
0,13000,東京都,2,H,46,航空運輸業,187,37491,35,2001,28,8703,33,3462,4,197,2,83,4,171,2,54,5,524,23,1416,6,201,5,705,4,19,5,17
0,13000,東京都,2,H,47,倉庫業,1017,28189,361,5872,181,3925,175,3912,28,397,12,151,30,443,24,871,33,4064,23,398,26,1084,26,615,24,5004,16,441
0,13000,東京都,2,H,48,運輸に附帯するサービス業,2060,56481,527,15916,301,6555,494,13350,82,3728,65,1324,59,1017,63,1688,66,2864,101,1322,78,2651,75,2983,51,1221,30,865
0,13000,東京都,2,H,49,郵便業（信書便事業を含む）,50,16768,2,136,1,4,2,16,1,21,-,-,40,16310,-,-,1,251,1,12,-,-,-,-,2,18,-,-
0,13000,東京都,1,I,00,卸売業，小売業,157968,1996414,57538,638337,19295,235798,32631,448523,4194,66197,4577,68375,4155,74494,4353,53143,4400,62232,4867,68575,5700,76010,4841,64495,4710,67108,2274,32410
0,13000,東京都,2,I,50,各種商品卸売業,228,20820,93,14739,35,1552,51,934,5,39,5,119,3,71,3,87,5,155,4,111,8,127,2,2222,5,106,2,5
0,13000,東京都,2,I,51,繊維・衣服等卸売業,6425,98225,1970,38545,986,15104,1549,17580,191,3146,194,1740,160,2038,196,2066,193,6250,187,2047,254,2906,184,2159,133,1207,89,1866
0,13000,東京都,2,I,52,飲食料品卸売業,9486,148789,4316,60100,1397,24190,1755,28237,195,3399,194,3714,198,4196,211,3197,196,2249,208,2796,222,7025,163,2472,133,2098,71,2256
0,13000,東京都,2,I,53,建築材料，鉱物・金属材料等卸売業,11265,184887,5412,86570,1469,16552,1965,31685,264,5252,252,4269,247,5569,245,3566,229,2910,251,7484,296,7968,177,3215,167,4886,84,1762
0,13000,東京都,2,I,54,機械器具卸売業,14736,346775,4720,105764,2225,42067,3505,78602,389,14016,470,13235,391,23760,390,6904,422,8356,489,9869,458,9736,408,10944,342,12456,205,7429
0,13000,東京都,2,I,55,その他の卸売業,14656,237277,5234,80045,2240,30521,3211,55680,431,9604,405,8683,321,5883,407,5440,371,5714,450,9191,492,8024,367,6421,265,5683,143,2867
0,13000,東京都,2,I,56,各種商品小売業,374,52992,66,24945,25,5097,118,13273,10,224,18,2608,18,981,12,605,18,1546,19,1718,16,334,8,225,37,1012,5,356
0,13000,東京都,2,I,57,織物・衣服・身の回り品小売業,18578,125684,4659,23691,1885,13546,3856,29024,501,4879,689,4678,680,4918,678,5320,648,5289,839,6378,899,5610,876,5389,887,5948,441,3223
0,13000,東京都,2,I,58,飲食料品小売業,31060,373553,12666,93855,2875,38905,5588,90282,776,11421,819,14041,806,12660,857,12071,847,14074,967,15145,1277,18945,1183,17914,1102,19208,502,6838
0,13000,東京都,2,I,59,機械器具小売業,9840,81775,4206,27051,1254,8136,1736,16457,239,2485,282,3223,270,4387,278,4858,280,4968,223,2354,304,2531,220,1903,184,1216,138,1352
0,13000,東京都,2,I,60,その他の小売業,36881,266331,13355,73287,4246,32279,8140,68812,1037,9856,1076,9171,938,8777,929,7616,1018,8487,1019,9029,1228,9482,1041,9069,1299,10262,536,3788
0,13000,東京都,2,I,61,無店舗小売業,4439,59306,841,9745,658,7849,1157,17957,156,1876,173,2894,123,1254,147,1413,173,2234,211,2453,246,3322,212,2562,156,3026,58,668
0,13000,東京都,1,J,00,金融業，保険業,11274,403625,2762,101876,1170,35584,2704,104700,402,8767,373,15058,346,15735,329,12168,389,13093,912,19824,421,17671,383,17628,308,7828,193,15965
0,13000,東京都,2,J,62,銀行業,1621,104382,632,39133,123,5502,448,21852,110,3294,22,498,66,4129,26,511,22,1136,32,3055,28,3847,19,7287,25,931,63,12936
0,13000,東京都,2,J,63,協同組織金融業,1130,28970,674,18940,141,3829,210,3783,8,163,32,585,13,180,5,104,8,338,9,138,15,419,5,298,7,149,2,30
0,13000,東京都,2,J,64,貸金業，クレジットカード業等非預金信用機関,1111,45971,437,7053,132,4985,174,12290,35,1157,32,3755,38,1737,54,7039,28,1633,50,1692,41,1440,33,527,32,2318,7,37
0,13000,東京都,2,J,65,金融商品取引業，商品先物取引業,1440,56161,165,12376,124,9738,330,9833,85,2378,91,2513,61,2121,63,915,107,5539,100,2710,112,3369,71,1345,56,789,27,1399
0,13000,東京都,2,J,66,補助的金融業等,424,11460,28,2028,19,262,107,3802,23,191,22,782,19,380,24,353,34,409,32,1654,26,385,37,458,26,429,9,189
0,13000,東京都,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,5548,156681,826,22346,631,11268,1435,53140,141,1584,174,6925,149,7188,157,3246,190,4038,689,10575,199,8211,218,7713,162,3212,85,1374
0,13000,東京都,1,K,00,不動産業，物品賃貸業,61918,345753,24279,116072,14161,58942,11489,72568,1308,11618,1311,10824,948,7672,1001,8625,923,7492,1130,10398,1253,12406,1030,7909,804,8690,473,6182
0,13000,東京都,2,K,68,不動産取引業,12097,91555,3084,22940,2269,12960,2875,21713,406,4097,448,4011,331,2481,364,3074,356,2752,387,2468,433,4823,351,3165,326,2920,193,1943
0,13000,東京都,2,K,69,不動産賃貸業・管理業,46781,198268,20516,78114,11411,36657,7842,38635,808,5075,775,4989,514,3372,508,2808,478,2898,613,5814,697,4820,571,3155,393,4831,226,3702
0,13000,東京都,2,K,70,物品賃貸業,3040,55930,679,15018,481,9325,772,12220,94,2446,88,1824,103,1819,129,2743,89,1842,130,2116,123,2763,108,1589,85,939,54,537
0,13000,東京都,1,L,00,学術研究，専門・技術サービス業,42862,466791,8106,100556,7576,61422,11598,124354,1576,20042,1778,16679,1328,26430,1406,19213,1489,14242,1684,19802,1893,17535,1549,16284,1146,16652,548,4794
0,13000,東京都,2,L,71,学術・開発研究機関,1089,35833,231,11476,148,5782,264,9115,36,540,50,984,40,1945,39,746,43,1016,43,398,57,1110,51,1099,26,196,17,198
0,13000,東京都,2,L,72,専門サービス業（他に分類されないもの）,26496,236750,4472,38640,4322,27334,7343,63280,1040,13711,1202,9801,856,17473,917,8334,1005,9140,1202,13056,1313,9482,1024,8380,737,11711,335,2085
0,13000,東京都,2,L,73,広告業,2972,62484,528,11908,466,5443,763,21177,109,1411,116,1162,115,3746,108,5575,112,1125,114,1447,138,2803,157,4234,84,1154,55,574
0,13000,東京都,2,L,74,技術サービス業（他に分類されないもの）,12305,131724,2875,38532,2640,22863,3228,30782,391,4380,410,4732,317,3266,342,4558,329,2961,325,4901,385,4140,317,2571,299,3591,141,1937
0,13000,東京都,1,M,00,宿泊業，飲食サービス業,92918,889022,20468,157569,12099,107546,22673,249268,3261,36992,3230,33603,3095,33091,3309,31860,3379,34163,3522,36416,4101,37107,3630,37302,3644,35107,2312,24404
0,13000,東京都,2,M,75,宿泊業,3247,65737,1224,23424,591,11510,608,14322,90,3969,78,1905,75,2066,54,1155,58,684,61,1243,64,807,65,1805,49,913,29,324
0,13000,東京都,2,M,76,飲食店,83833,738279,18684,120122,10725,82253,20757,212679,2988,31145,2965,29904,2796,28641,2968,27664,3116,31248,3199,31752,3751,32908,3117,31142,3263,28932,2099,22235
0,13000,東京都,2,M,77,持ち帰り・配達飲食サービス業,5838,85006,560,14023,783,13783,1308,22267,183,1878,187,1794,224,2384,287,3041,205,2231,262,3421,286,3392,448,4355,332,5262,184,1845
0,13000,東京都,1,N,00,生活関連サービス業，娯楽業,48080,351029,15741,94872,6904,48244,10646,88463,1444,12315,1456,16533,1240,10062,1336,11228,1310,10558,1385,9681,1571,11583,1276,12830,1374,9995,736,5039
0,13000,東京都,2,N,78,洗濯・理容・美容・浴場業,33501,140874,12837,42660,4654,17668,6688,33372,915,4496,884,4725,797,5015,858,5332,805,4422,880,4401,1010,4841,791,3619,902,3985,473,1805
0,13000,東京都,2,N,79,その他の生活関連サービス業,6801,81698,1362,18075,939,10515,1926,24010,248,2986,249,5639,215,2171,229,2724,262,3051,262,1550,277,2846,212,1786,239,3185,125,1516
0,13000,東京都,2,N,80,娯楽業,7778,128457,1542,34137,1311,20061,2032,31081,281,4833,323,6169,228,2876,249,3172,243,3085,243,3730,284,3896,273,7425,233,2825,138,1718
0,13000,東京都,1,O,00,教育，学習支援業,18353,362285,4673,188518,2523,27479,4473,69528,614,11892,740,8315,515,5428,586,7820,589,7295,705,8681,680,6525,614,6259,593,6561,336,2536
0,13000,東京都,2,O,81,学校教育,2516,217286,1726,162161,150,7578,294,29483,39,4092,28,2370,29,1194,35,1857,42,2382,43,1339,33,633,22,1464,24,1976,18,366
0,13000,東京都,2,O,82,その他の教育，学習支援業,15837,144999,2947,26357,2373,19901,4179,40045,575,7800,712,5945,486,4234,551,5963,547,4913,662,7342,647,5892,592,4795,569,4585,318,2170
0,13000,東京都,1,P,00,医療，福祉,47575,788337,7648,232144,6221,86525,13182,204845,1885,30545,2073,26888,1907,26516,1779,20107,1833,24912,2057,35356,2329,24932,2022,26823,2112,23259,1170,12777
0,13000,東京都,2,P,83,医療業,33079,441488,6134,176522,5390,52969,9231,93068,1237,15561,1252,12731,1293,11405,1236,10600,1136,12250,1199,16084,1418,10497,1045,9944,1131,8601,657,5666
0,13000,東京都,2,P,84,保健衛生,442,13107,81,4632,57,1461,92,3614,17,194,27,218,20,494,16,300,20,743,18,575,16,144,25,376,14,62,8,83
0,13000,東京都,2,P,85,社会保険・社会福祉・介護事業,14054,333742,1433,50990,774,32095,3859,108163,631,14790,794,13939,594,14617,527,9207,677,11919,840,18697,895,14291,952,16503,967,14596,505,7028
0,13000,東京都,1,Q,00,複合サービス事業,1783,37754,149,1116,60,1282,84,1405,7,59,2,4,1460,33712,4,17,3,13,4,37,4,68,1,18,1,12,1,3
0,13000,東京都,2,Q,86,郵便局,1485,33831,16,81,2,3,5,40,1,7,1,2,1455,33681,-,-,1,4,2,7,-,-,-,-,-,-,-,-
0,13000,東京都,2,Q,87,協同組合（他に分類されないもの）,298,3923,133,1035,58,1279,79,1365,6,52,1,2,5,31,4,17,2,9,2,30,4,68,1,18,1,12,1,3
0,13000,東京都,1,R,00,サービス業（他に分類されないもの）,39500,1021258,13564,235764,5277,136453,8701,301851,1168,27016,1213,36240,991,25336,972,24027,1058,57809,1185,27463,1265,40790,1305,37562,1032,27272,544,24601
0,13000,東京都,2,R,88,廃棄物処理業,1263,24377,410,11098,232,3333,320,5312,36,637,34,342,29,494,27,665,24,748,32,561,16,182,30,368,23,261,8,100
0,13000,東京都,2,R,89,自動車整備業,2670,16406,1390,7940,426,3133,461,2571,40,375,52,301,32,298,39,154,41,190,33,179,41,235,38,318,20,178,11,66
0,13000,東京都,2,R,90,機械等修理業（別掲を除く）,3194,48785,863,12004,495,6931,752,12772,104,794,107,1153,74,985,84,1365,71,952,86,1131,116,1423,112,2291,106,2488,61,1173
0,13000,東京都,2,R,91,職業紹介・労働者派遣業,3068,261658,330,25569,338,23612,856,94998,133,7262,179,14868,124,6910,123,6020,126,32829,142,7631,158,12469,156,5758,158,8611,113,12326
0,13000,東京都,2,R,92,その他の事業サービス業,16449,579877,3061,129741,2712,90227,4436,171364,599,16120,594,17614,558,15498,530,14350,556,21183,588,16265,624,24375,719,26820,551,14456,274,10473
0,13000,東京都,2,R,93,政治・経済・文化団体,7256,59382,2815,25614,760,6913,1569,12388,222,1669,191,1348,154,1075,149,1292,222,1768,278,1419,287,1896,235,1872,156,1099,58,296
0,13000,東京都,2,R,94,宗教,5206,25830,4607,22831,246,1292,216,1256,23,72,14,28,12,19,14,66,10,32,10,21,11,42,6,56,2,33,6,11
0,13000,東京都,2,R,95,その他のサービス業,394,4943,88,967,68,1012,91,1190,11,87,42,586,8,57,6,115,8,107,16,256,12,168,9,79,16,146,13,156
1,13100,区部,0,A-R,00,全産業（Ｓ公務を除く）,521270,7711329,170179,2282080,76233,923285,113093,1871166,15017,260940,15537,261204,14204,279832,13895,205174,14069,254447,16291,269363,18151,283697,15655,252532,14023,232215,7512,140128
1,13100,区部,0,A-B,00,農林漁業（Ａ～Ｂ）,272,2334,78,1072,52,388,50,388,10,37,5,31,4,14,6,17,11,101,12,70,13,58,7,48,5,28,3,11
1,13100,区部,1,A,00,農業，林業,258,2238,78,1072,50,373,45,343,10,37,4,15,4,14,6,17,11,101,12,70,13,58,7,48,5,28,1,1
1,13100,区部,2,A,01,農業,238,2144,70,1038,48,363,43,334,10,37,4,15,2,10,6,17,10,98,11,55,13,58,7,48,5,28,1,1
1,13100,区部,2,A,02,林業,20,94,8,34,2,10,2,9,-,-,-,-,2,4,-,-,1,3,1,15,-,-,-,-,-,-,-,-
1,13100,区部,1,B,00,漁業,14,96,-,-,2,15,5,45,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10
1,13100,区部,2,B,03,漁業（水産養殖業を除く）,10,72,-,-,1,11,4,30,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10
1,13100,区部,2,B,04,水産養殖業,4,24,-,-,1,4,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,520998,7708995,170101,2281008,76181,922897,113043,1870778,15007,260903,15532,261173,14200,279818,13889,205157,14058,254346,16279,269293,18138,283639,15648,252484,14018,232187,7509,140117
1,13100,区部,1,C,00,鉱業，採石業，砂利採取業,84,1934,16,309,5,26,4,28,1,354,1,2,3,27,24,817,3,2,16,315,2,1,1,1,-,-,2,19
1,13100,区部,2,C,05,鉱業，採石業，砂利採取業,84,1934,16,309,5,26,4,28,1,354,1,2,3,27,24,817,3,2,16,315,2,1,1,1,-,-,2,19
1,13100,区部,1,D,00,建設業,29817,384198,12292,144481,5943,55877,5597,75306,710,12876,676,8755,469,10441,511,6390,548,8437,546,15645,627,11482,491,10530,445,10969,233,4896
1,13100,区部,2,D,06,総合工事業,9653,159496,3937,57445,1729,19415,1690,28366,231,6547,234,4089,170,5715,176,2507,211,3582,204,9479,209,3436,192,5229,199,6310,114,1806
1,13100,区部,2,D,07,職別工事業（設備工事業を除く）,10838,85042,4417,33480,2346,17749,2152,17117,238,1856,257,1702,169,1754,165,1177,182,2190,179,1726,214,1954,144,1628,116,1077,56,579
1,13100,区部,2,D,08,設備工事業,9326,139660,3938,53556,1868,18713,1755,29823,241,4473,185,2964,130,2972,170,2706,155,2665,163,4440,204,6092,155,3673,130,3582,63,2511
1,13100,区部,1,E,00,製造業,41641,544270,25041,293336,5775,49944,5106,80543,577,12509,563,12210,492,9376,509,7488,513,16444,490,10689,617,14558,480,11178,401,13541,217,4048
1,13100,区部,2,E,09,食料品製造業,1935,45849,1102,19975,192,3259,273,10908,33,1651,37,415,38,953,25,756,33,2190,35,1926,32,1180,30,669,30,494,16,136
1,13100,区部,2,E,10,飲料・たばこ・飼料製造業,192,9265,66,1273,19,1425,42,3407,6,39,3,58,4,68,7,27,6,1652,6,21,7,86,6,35,7,519,2,624
1,13100,区部,2,E,11,繊維工業,3264,21848,1895,9907,440,2610,433,3454,50,375,45,890,57,1238,40,287,47,538,48,280,55,254,39,264,32,324,23,1081
1,13100,区部,2,E,12,木材・木製品製造業（家具を除く）,398,2511,283,1513,40,190,31,474,8,50,5,16,1,32,3,5,3,51,3,25,6,35,1,4,3,24,1,9
1,13100,区部,2,E,13,家具・装備品製造業,1165,6734,758,4250,155,656,141,1023,12,60,8,346,10,51,8,38,16,74,11,40,11,27,10,53,7,54,1,3
1,13100,区部,2,E,14,パルプ・紙・紙加工品製造業,1506,15424,1051,9397,174,1225,127,1468,15,237,12,210,7,122,14,54,20,171,9,108,18,480,15,210,10,1433,6,38
