地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,総数（決算月）／企業従業者数（人）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,1月決算／企業従業者数（人）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,2月決算／企業従業者数（人）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,3月決算／企業従業者数（人）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,4月決算／企業従業者数（人）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,5月決算／企業従業者数（人）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,6月決算／企業従業者数（人）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,7月決算／企業従業者数（人）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,8月決算／企業従業者数（人）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,9月決算／企業従業者数（人）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,10月決算／企業従業者数（人）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,11月決算／企業従業者数（人）,12月決算／会社企業数,12月決算／企業事業所数（事業所）,12月決算／企業従業者数（人）
0,13000,東京都,1,A-B,農林漁業,1,04,資本金1000万～3000万円未満,112,130,1168,4,4,40,9,9,72,17,18,154,7,11,116,8,8,87,11,12,97,7,8,58,18,18,136,10,15,145,3,3,90,4,4,17,12,18,136
0,13000,東京都,1,A-B,農林漁業,1,05,資本金3000万～5000万円未満,12,12,146,-,-,-,2,2,28,1,1,32,-,-,-,2,2,40,1,1,8,1,1,13,-,-,-,4,4,23,-,-,-,-,-,-,1,1,2
0,13000,東京都,1,A-B,農林漁業,1,06,資本金5000万～1億円未満,16,73,1101,-,-,-,-,-,-,7,46,765,2,2,12,1,4,37,1,4,27,-,-,-,-,-,-,1,3,238,2,11,4,-,-,-,2,3,14
0,13000,東京都,1,A-B,農林漁業,1,07,資本金1億～3億円未満,9,38,575,-,-,-,-,-,-,4,31,465,-,-,-,-,-,-,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,2,4,96
0,13000,東京都,1,A-B,農林漁業,1,08,資本金3億～10億円未満,4,26,483,-,-,-,-,-,-,3,25,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,A-B,農林漁業,1,09,資本金10億～50億円未満,2,17,946,-,-,-,-,-,-,1,16,938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,-,-,-
0,13000,東京都,1,A-B,農林漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,A,農業，林業,0,00,総数（資本金階級）,410,572,6113,9,9,52,40,40,298,62,169,2846,26,30,251,31,34,268,34,39,220,31,33,192,44,44,259,42,50,559,13,22,164,12,14,171,39,48,432
0,13000,東京都,2,A,農業，林業,1,01,資本金300万円未満,30,32,146,2,2,4,4,4,12,8,10,51,3,3,14,-,-,-,2,2,11,-,-,-,3,3,7,5,5,19,-,-,-,-,-,-,2,2,14
0,13000,東京都,2,A,農業，林業,1,02,資本金300万～500万円未満,156,160,1038,3,3,8,18,18,155,21,22,123,12,12,70,13,13,63,14,14,59,11,11,52,19,19,83,16,17,121,4,4,21,7,9,146,17,17,146
0,13000,東京都,2,A,農業，林業,1,03,資本金500万～1000万円未満,56,58,362,-,-,-,7,7,31,1,1,7,3,3,43,6,6,40,4,5,16,10,11,54,5,5,37,7,7,25,4,4,48,-,-,-,5,5,32
0,13000,東京都,2,A,農業，林業,1,04,資本金1000万～3000万円未満,108,126,1144,4,4,40,9,9,72,17,18,154,7,11,116,8,8,87,11,12,97,7,8,58,17,17,132,9,14,133,3,3,90,4,4,17,10,16,128
0,13000,東京都,2,A,農業，林業,1,05,資本金3000万～5000万円未満,12,12,146,-,-,-,2,2,28,1,1,32,-,-,-,2,2,40,1,1,8,1,1,13,-,-,-,4,4,23,-,-,-,-,-,-,1,1,2
0,13000,東京都,2,A,農業，林業,1,06,資本金5000万～1億円未満,15,72,1097,-,-,-,-,-,-,7,46,765,1,1,8,1,4,37,1,4,27,-,-,-,-,-,-,1,3,238,1,10,-,-,-,-,2,3,14
0,13000,東京都,2,A,農業，林業,1,07,資本金1億～3億円未満,8,37,564,-,-,-,-,-,-,3,30,454,-,-,-,-,-,-,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,2,4,96
0,13000,東京都,2,A,農業，林業,1,08,資本金3億～10億円未満,4,26,483,-,-,-,-,-,-,3,25,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,A,農業，林業,1,09,資本金10億～50億円未満,2,17,946,-,-,-,-,-,-,1,16,938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,-,-,-
0,13000,東京都,2,A,農業，林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,0,00,総数（資本金階級）,14,20,129,-,-,-,-,-,-,4,4,32,1,1,4,-,-,-,-,-,-,1,1,16,1,1,4,1,1,12,1,1,4,-,-,-,2,2,8
0,13000,東京都,2,B,漁業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,02,資本金300万～500万円未満,3,3,21,-,-,-,-,-,-,3,3,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,03,資本金500万～1000万円未満,1,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,04,資本金1000万～3000万円未満,4,4,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,1,1,12,-,-,-,-,-,-,2,2,8
0,13000,東京都,2,B,漁業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,06,資本金5000万～1億円未満,1,1,4,-,-,-,-,-,-,-,-,-,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,07,資本金1億～3億円未満,1,1,11,-,-,-,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,B,漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,0,00,総数（資本金階級）,272330,666356,12855398,8748,16068,191002,16991,48642,830563,51665,276830,7514175,16062,22458,213343,19297,27933,305641,21976,35263,445365,18142,25397,254360,21772,37193,410146,27319,54235,853945,10605,16023,196548,7903,12027,142475,25324,62139,1368954
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,01,資本金300万円未満,14263,15788,92640,571,650,4215,896,1009,6990,2255,2537,15696,908,981,4897,1144,1236,6489,1290,1396,7474,901,964,5055,1093,1187,6287,1419,1573,8577,697,742,3983,690,773,6008,1601,1902,11683
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,02,資本金300万～500万円未満,81520,89265,464769,2585,2861,14366,6005,6660,35295,11765,12795,67908,6051,6515,32394,7036,7695,40370,7645,8471,44786,6567,7115,36702,7837,8740,44661,8614,9464,49434,4033,4417,21960,2687,2977,15841,7173,7823,38262
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,03,資本金500万～1000万円未満,24635,28504,188776,807,901,5366,1796,2029,13474,3620,4398,32565,1780,2106,12627,2202,2505,17296,2231,2618,15956,1990,2248,14628,2304,2698,16748,2606,2967,18454,1157,1297,8505,877,1020,6660,2211,2512,17351
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,04,資本金1000万～3000万円未満,99444,151302,1757482,3736,6026,63172,6459,11466,131581,19586,36635,543955,6080,8111,76851,7335,10144,103075,8564,11553,126170,7231,10325,102387,8681,13351,139903,11401,16617,180423,3839,5348,50751,2854,3625,38072,9528,14048,166530
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,05,資本金3000万～5000万円未満,12098,37445,678456,440,920,17928,713,2873,34278,3406,15442,320513,580,1274,23208,701,1458,25329,961,2450,37401,730,1604,25536,881,3004,38368,1264,3772,60875,376,905,37652,331,774,11478,1366,3287,57463
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,06,資本金5000万～1億円未満,10871,55728,1185313,363,1735,28476,541,4181,70960,3891,24071,539327,397,1357,26098,520,2391,44071,727,3512,72524,445,1809,43019,588,3534,63935,1115,5670,133615,280,1072,21194,236,899,21040,1480,5449,113678
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,07,資本金1億～3億円未満,5499,70760,1632855,125,1349,23488,243,5033,118456,2819,42679,871463,133,1217,18336,152,761,24257,247,2678,71364,93,815,15663,152,1653,20480,385,2780,71044,96,457,12512,99,398,10050,851,11890,397424
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,08,資本金3億～10億円未満,3129,42244,1160151,32,863,17258,110,3216,59594,1875,26582,793555,32,366,6991,52,478,15289,93,984,34517,36,217,5041,56,1221,31504,182,1870,55977,32,553,15336,37,336,7656,508,6454,134420
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,09,資本金10億～50億円未満,1697,46244,1175923,22,410,8623,55,6313,112667,1165,30410,832161,10,124,2470,19,631,12467,26,1340,29959,13,98,3581,13,538,10479,90,2740,70619,13,726,7560,18,826,13555,240,4387,125962
0,13000,東京都,1,C-R,非農林漁業（Ｓ公務を除く）,1,10,資本金50億円以上,1265,93815,4153077,7,293,7858,50,5720,246444,968,80935,3494530,3,318,9015,9,495,16339,10,35,2905,3,59,1660,8,1038,36075,52,6576,203943,6,427,16723,9,328,11673,152,4108,303387
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,0,00,総数（資本金階級）,92,223,4481,3,3,11,3,4,11,24,119,3929,3,5,29,3,6,30,1,2,12,2,3,7,2,2,23,1,2,10,1,2,41,2,9,74,41,52,133
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,01,資本金300万円未満,1,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,02,資本金300万～500万円未満,4,6,23,-,-,-,2,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,10,-,-,-,1,1,3,-,-,-
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,03,資本金500万～1000万円未満,1,2,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,41,-,-,-,-,-,-
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,04,資本金1000万～3000万円未満,22,35,160,-,-,-,1,1,1,6,8,27,1,2,8,3,6,30,1,2,12,2,3,7,2,2,23,-,-,-,-,-,-,-,-,-,5,10,46
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,05,資本金3000万～5000万円未満,2,10,85,-,-,-,-,-,-,-,-,-,1,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,71,-,-,-
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,06,資本金5000万～1億円未満,4,10,102,2,2,9,-,-,-,2,8,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,07,資本金1億～3億円未満,8,25,336,1,1,2,-,-,-,5,22,322,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,7
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,08,資本金3億～10億円未満,6,10,155,-,-,-,-,-,-,2,5,142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,09,資本金10億～50億円未満,18,20,61,-,-,-,-,-,-,2,2,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,28
0,13000,東京都,2,C,鉱業，採石業，砂利採取業,1,10,資本金50億円以上,24,97,3371,-,-,-,-,-,-,7,74,3322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,20,47
0,13000,東京都,2,D,建設業,0,00,総数（資本金階級）,30557,47624,610794,955,1233,11697,2078,2500,21609,5077,16705,341317,2350,2619,19131,2799,3402,27918,2787,3368,31463,2427,2724,21697,2688,3009,23328,3472,4943,57749,1341,1699,12865,859,980,7021,2153,2919,27231
0,13000,東京都,2,D,建設業,1,01,資本金300万円未満,1009,1059,4736,36,37,135,65,68,309,140,173,861,85,85,347,97,99,453,86,87,329,68,68,304,100,102,479,97,101,496,59,60,271,40,41,184,85,86,353
0,13000,東京都,2,D,建設業,1,02,資本金300万～500万円未満,10450,10645,49117,320,325,1406,792,807,3500,1515,1543,7059,899,917,4341,1046,1064,5044,1016,1038,4851,892,912,4577,914,925,4311,1185,1205,5762,552,562,2675,328,334,1524,755,773,3121
0,13000,東京都,2,D,建設業,1,03,資本金500万～1000万円未満,3209,3282,18309,94,98,578,248,256,1374,462,470,2604,285,293,1629,362,364,2051,293,305,1647,286,288,1447,314,326,1782,354,358,1923,149,154,1082,96,99,578,207,210,1228
0,13000,東京都,2,D,建設業,1,04,資本金1000万～3000万円未満,11866,13242,118201,414,461,4142,807,913,7579,1988,2318,23362,912,1005,8086,1081,1215,10283,1122,1220,11430,995,1107,10143,1154,1293,11376,1465,1620,14447,486,528,4381,324,363,3065,852,947,8116
0,13000,東京都,2,D,建設業,1,05,資本金3000万～5000万円未満,1444,2419,34299,42,68,1146,94,132,1856,312,691,10791,93,160,2368,128,183,2509,147,224,2957,114,181,2569,122,177,2298,173,282,4058,44,76,954,44,81,815,111,157,1858
0,13000,東京都,2,D,建設業,1,06,資本金5000万～1億円未満,924,3084,54702,36,105,2341,41,184,3066,259,1259,22039,58,108,1756,57,167,2889,82,198,3153,50,80,1447,63,146,2422,122,396,6877,38,103,1245,13,30,434,90,301,5185
0,13000,東京都,2,D,建設業,1,07,資本金1億～3億円未満,317,2550,50538,5,11,283,17,80,1610,164,1810,37073,8,34,484,6,20,309,18,120,2655,10,37,463,10,29,573,30,224,4108,5,36,609,8,26,388,27,109,2016
0,13000,東京都,2,D,建設業,1,08,資本金3億～10億円未満,144,2109,50899,2,68,985,3,27,947,98,1661,38859,1,8,65,1,9,159,7,94,2038,1,2,124,1,1,6,17,294,5979,1,7,97,1,1,6,8,67,1245
0,13000,東京都,2,D,建設業,1,09,資本金10億～50億円未満,80,2924,60170,1,19,231,1,1,19,64,2225,47748,-,-,-,1,231,3138,1,39,1276,1,3,156,-,-,-,11,308,7633,1,167,1536,-,-,-,5,228,3158
0,13000,東京都,2,D,建設業,1,10,資本金50億円以上,60,4628,153673,1,37,441,2,24,1331,55,4535,150806,-,-,-,1,31,982,-,-,-,1,37,441,-,-,-,2,138,6362,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,製造業,0,00,総数（資本金階級）,35686,71976,2351837,1290,1825,24613,2250,3246,47702,6320,26336,1537652,2511,3359,34384,2845,3822,50198,3029,4274,53323,2841,3571,34938,3254,4315,50330,3796,5995,101608,1478,2077,49840,996,1885,38072,3181,8769,338617
0,13000,東京都,2,E,製造業,1,01,資本金300万円未満,855,917,4498,43,51,245,59,64,366,115,133,844,58,59,300,80,83,414,76,81,347,53,54,212,76,81,306,86,89,343,40,40,133,34,34,140,91,98,673
0,13000,東京都,2,E,製造業,1,02,資本金300万～500万円未満,10960,11569,51285,361,379,1740,816,858,3704,1326,1420,7147,928,980,4082,1074,1141,5104,1058,1117,4548,1029,1084,4906,1164,1227,5266,1182,1235,5620,581,614,2654,320,343,1485,854,903,3747
0,13000,東京都,2,E,製造業,1,03,資本金500万～1000万円未満,3108,3410,18523,102,111,607,225,247,1292,358,391,2117,269,303,1726,292,327,1817,311,337,1684,325,352,1936,336,370,2075,337,373,2020,153,165,841,90,96,455,251,275,1534
0,13000,東京都,2,E,製造業,1,04,資本金1000万～3000万円未満,14182,18923,220587,625,876,10573,942,1302,14711,2270,3232,43609,1027,1336,13555,1134,1459,16240,1270,1645,18231,1222,1532,16100,1373,1785,19140,1704,2271,25642,576,757,7572,430,587,7709,1242,1748,22490
0,13000,東京都,2,E,製造業,1,05,資本金3000万～5000万円未満,1764,4216,112027,83,180,4402,89,253,3854,442,1142,50061,109,236,5486,117,262,6930,149,314,7592,111,241,4508,159,318,5973,189,461,8465,59,228,26890,48,129,2902,192,457,8323
0,13000,東京都,2,E,製造業,1,06,資本金5000万～1億円未満,1551,5275,143205,55,141,3763,71,264,6841,510,1961,56352,77,215,4524,84,217,5987,106,418,11489,75,190,3770,98,303,8013,188,686,20154,40,112,2613,38,175,5548,185,568,14080
0,13000,東京都,2,E,製造業,1,07,資本金1億～3億円未満,758,4417,150204,16,75,2414,28,126,4190,394,2550,90480,30,148,3360,36,117,4450,34,216,4315,12,63,1246,25,106,3745,41,218,5548,18,96,3205,15,54,2316,102,645,25148
0,13000,東京都,2,E,製造業,1,08,資本金3億～10億円未満,487,4289,156252,1,3,127,10,91,4965,297,3035,109797,4,57,962,10,124,7333,13,99,2492,3,10,223,9,73,1903,24,230,5737,2,13,609,7,89,3296,103,550,18601
0,13000,東京都,2,E,製造業,1,09,資本金10億～50億円未満,392,4894,218135,1,5,462,2,17,491,276,3554,155585,2,18,334,5,79,1858,2,21,1003,3,37,2005,2,31,803,21,240,9376,3,26,902,4,79,3731,77,946,47592
0,13000,東京都,2,E,製造業,1,10,資本金50億円以上,395,11843,1248118,1,2,273,2,18,7279,314,8892,1021364,-,-,-,-,-,-,2,18,1594,-,-,-,1,7,3068,9,176,18652,1,21,4412,4,293,10454,64,2556,196067
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,0,00,総数（資本金階級）,129,1056,58770,2,3,4,1,1,3,77,951,56707,2,2,19,6,9,46,5,7,342,2,2,111,2,3,16,4,12,170,-,-,-,1,1,13,17,43,1122
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,01,資本金300万円未満,6,6,6,-,-,-,-,-,-,2,2,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,2,2,2
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,02,資本金300万～500万円未満,2,5,35,-,-,-,-,-,-,1,4,34,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,03,資本金500万～1000万円未満,3,4,8,1,2,2,-,-,-,-,-,-,-,-,-,1,1,5,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,04,資本金1000万～3000万円未満,19,40,496,-,-,-,1,1,3,6,18,145,1,1,18,4,7,40,1,2,129,-,-,-,1,1,10,2,7,127,-,-,-,1,1,13,-,-,-
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,05,資本金3000万～5000万円未満,7,37,570,-,-,-,-,-,-,2,29,201,-,-,-,-,-,-,1,2,171,1,1,110,1,2,6,-,-,-,-,-,-,-,-,-,2,3,82
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,06,資本金5000万～1億円未満,10,30,334,1,1,2,-,-,-,6,22,154,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,7,178
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,07,資本金1億～3億円未満,27,300,4448,-,-,-,-,-,-,21,288,4276,-,-,-,-,-,-,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,12,169
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,08,資本金3億～10億円未満,27,71,1246,-,-,-,-,-,-,23,58,726,-,-,-,-,-,-,1,1,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,12,485
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,09,資本金10億～50億円未満,8,50,827,-,-,-,-,-,-,8,50,827,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,電気・ガス・熱供給・水道業,1,10,資本金50億円以上,10,487,50548,-,-,-,-,-,-,8,480,50342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,42,-,-,-,-,-,-,2,7,206
