地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,企業等／単一事業所企業／企業数（企業）,企業等／単一事業所企業／事業所数（事業所）,企業等／単一事業所企業／企業従業者数（人）,企業等／単一事業所企業／売上（収入）金額（百万円）,企業等／複数事業所企業／企業数（企業）,企業等／複数事業所企業／事業所数（事業所）,企業等／複数事業所企業／企業従業者数（人）,企業等／複数事業所企業／売上（収入）金額（百万円）,個人／総数／企業数（企業）,個人／総数／事業所数（事業所）,個人／総数／企業従業者数（人）,個人／総数／売上（収入）金額（百万円）,個人／単一事業所企業／企業数（企業）,個人／単一事業所企業／事業所数（事業所）,個人／単一事業所企業／企業従業者数（人）,個人／単一事業所企業／売上（収入）金額（百万円）,個人／複数事業所企業／企業数（企業）,個人／複数事業所企業／事業所数（事業所）,個人／複数事業所企業／企業従業者数（人）,個人／複数事業所企業／売上（収入）金額（百万円）,会社企業／総数／企業数（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／総数／売上（収入）金額（百万円）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／単一事業所企業／売上（収入）金額（百万円）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／複数事業所企業／売上（収入）金額（百万円）,会社以外の法人／総数／企業数（企業）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／総数／売上（収入）金額（百万円）,会社以外の法人／単一事業所企業／企業数（企業）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／単一事業所企業／売上（収入）金額（百万円）,会社以外の法人／複数事業所企業／企業数（企業）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／売上（収入）金額（百万円）
0,13000,東京都,2,C,05,鉱業，採石業，砂利採取業,70,151,4300,x,41,41,564,x,29,110,3736,x,1,4,36,x,-,-,-,-,1,4,36,x,69,147,4264,x,41,41,564,x,28,106,3700,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,D,00,建設業,29388,43732,511515,25870210,27174,27174,163691,3398873,2214,16558,347824,22471337,5089,5099,11717,x,5078,5078,11671,68286,11,21,46,x,24267,38594,499570,25783721,22070,22070,151850,x,2197,16524,347720,x,32,39,228,x,26,26,170,x,6,13,58,x
0,13000,東京都,2,D,06,総合工事業,9578,17079,235825,16967731,8870,8870,53370,1367883,708,8209,182455,15599848,1523,1526,3575,x,1520,1520,3566,x,3,6,9,x,8040,15532,232131,16938398,7337,7337,49716,x,703,8195,182415,x,15,21,119,x,13,13,88,4381,2,8,31,x
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,11026,12608,91642,2631567,10357,10357,58836,1161906,669,2251,32806,1469662,2556,2562,5892,32709,2550,2550,5863,32578,6,12,29,132,8460,10035,85697,2587366,7800,7800,52941,x,660,2235,32756,x,10,11,53,11492,7,7,32,x,3,4,21,x
0,13000,東京都,2,D,08,設備工事業,8784,14045,184048,6270912,7947,7947,51485,869084,837,6098,132563,5401827,1010,1011,2250,x,1008,1008,2242,x,2,3,8,x,7767,13027,181742,6257957,6933,6933,49193,856319,834,6094,132549,5401638,7,7,56,x,6,6,50,x,1,1,6,x
0,13000,東京都,1,E,00,製造業,37430,66473,2137770,145398696,30959,30959,188904,3013444,6471,35514,1948866,142385252,8772,8805,18832,70008,8741,8741,18634,69378,31,64,198,629,28610,57605,2113821,145248239,22173,22173,169461,2932544,6437,35432,1944360,142315695,48,63,5117,80449,45,45,809,11521,3,18,4308,68928
0,13000,東京都,2,E,09,食料品製造業,1700,5686,219171,10173037,1233,1233,12236,180627,467,4453,206935,9992410,332,336,1009,4033,329,329,983,3943,3,7,26,91,1354,5336,217905,10162187,890,890,10996,169868,464,4446,206909,9992319,14,14,257,6817,14,14,257,6817,-,-,-,-
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,173,960,40947,5417469,100,100,694,x,73,860,40253,x,19,19,87,x,19,19,87,x,-,-,-,-,153,940,40859,x,80,80,606,13230,73,860,40253,x,1,1,1,x,1,1,1,x,-,-,-,-
0,13000,東京都,2,E,11,繊維工業,2721,3340,46121,1430471,2481,2481,10534,142154,240,859,35587,1288317,1125,1131,2456,5887,1121,1121,2411,5768,4,10,45,119,1590,2203,43635,1424489,1354,1354,8093,136290,236,849,35542,1288198,6,6,30,96,6,6,30,96,-,-,-,-
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,336,493,4761,142023,279,279,1358,17899,57,214,3403,124124,127,127,262,991,127,127,262,991,-,-,-,-,209,366,4499,141032,152,152,1096,16909,57,214,3403,124124,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,13,家具・装備品製造業,1177,1926,17521,429615,1067,1067,4003,44402,110,859,13518,385212,450,452,908,x,448,448,901,x,2,4,7,x,726,1473,16606,424929,618,618,3095,x,108,855,13511,x,1,1,7,x,1,1,7,x,-,-,-,-
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1267,2147,50649,3061667,1037,1037,5695,73532,230,1110,44954,2988135,295,296,739,2592,294,294,717,x,1,2,22,x,968,1847,49899,x,739,739,4967,x,229,1108,44932,x,4,4,11,x,4,4,11,x,-,-,-,-
0,13000,東京都,2,E,15,印刷・同関連業,5711,6956,121209,3745136,5157,5157,35927,486221,554,1799,85282,3258916,901,904,1920,7076,897,897,1906,x,4,7,14,x,4799,6027,114703,3667882,4250,4250,33589,475297,549,1777,81114,3192585,11,25,4586,70179,10,10,432,x,1,15,4154,x
0,13000,東京都,2,E,16,化学工業,966,5170,261822,20383119,359,359,3815,129674,607,4811,258007,20253445,20,21,41,x,19,19,37,x,1,2,4,x,942,5145,261621,20380762,337,337,3756,x,605,4808,257865,x,4,4,160,x,3,3,22,x,1,1,138,x
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,37,319,24461,21790320,10,10,110,5473,27,309,24351,21784847,1,1,4,x,1,1,4,x,-,-,-,-,36,318,24457,x,9,9,106,x,27,309,24351,21784847,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,18,プラスチック製品製造業（別掲を除く）,1830,3028,82742,3335914,1419,1419,8128,144255,411,1609,74614,3191659,387,388,887,x,386,386,884,3486,1,2,3,x,1443,2640,81855,x,1033,1033,7244,140768,410,1607,74611,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,19,ゴム製品製造業,644,1096,39165,2049636,522,522,2786,28211,122,574,36379,2021425,170,170,348,1367,170,170,348,1367,-,-,-,-,474,926,38817,2048270,352,352,2438,26845,122,574,36379,2021425,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,20,なめし革・同製品・毛皮製造業,1538,1654,8949,169923,1466,1466,6165,x,72,188,2784,x,816,817,1726,4482,814,814,1716,x,2,3,10,x,721,836,7220,x,651,651,4446,99535,70,185,2774,x,1,1,3,x,1,1,3,x,-,-,-,-
0,13000,東京都,2,E,21,窯業・土石製品製造業,680,1817,45010,2566974,475,475,3606,100115,205,1342,41404,2466859,146,146,303,965,146,146,303,965,-,-,-,-,533,1670,44706,x,328,328,3302,x,205,1342,41404,2466859,1,1,1,x,1,1,1,x,-,-,-,-
0,13000,東京都,2,E,22,鉄鋼業,431,1095,91841,9101746,308,308,1852,45688,123,787,89989,9056059,88,88,176,756,88,88,176,756,-,-,-,-,343,1007,91665,9100990,220,220,1676,44932,123,787,89989,9056059,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,23,非鉄金属製造業,509,1045,47778,5051910,373,373,2194,51889,136,672,45584,5000020,126,126,240,834,126,126,240,834,-,-,-,-,383,919,47538,5051075,247,247,1954,51055,136,672,45584,5000020,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,24,金属製品製造業,4891,7731,113989,4185697,4226,4226,21017,264677,665,3505,92972,3921020,1314,1316,2599,10191,1312,1312,2583,x,2,4,16,x,3577,6415,111390,4175506,2914,2914,18434,x,663,3501,92956,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,25,はん用機械器具製造業,1332,2534,73552,2537025,1061,1061,5554,72090,271,1473,67998,2464934,275,275,523,x,275,275,523,x,-,-,-,-,1056,2258,73020,2534744,785,785,5022,69810,271,1473,67998,2464934,1,1,9,x,1,1,9,x,-,-,-,-
0,13000,東京都,2,E,26,生産用機械器具製造業,2909,4359,83229,3690369,2424,2424,13350,195917,485,1935,69879,3494452,526,530,1084,4615,522,522,1066,4541,4,8,18,74,2383,3829,82145,3685754,1902,1902,12284,191376,481,1927,69861,3494378,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,27,業務用機械器具製造業,1568,3226,125347,7078383,1205,1205,9833,213907,363,2021,115514,6864476,243,243,510,2355,243,243,510,2355,-,-,-,-,1324,2982,124819,x,961,961,9305,x,363,2021,115514,6864476,1,1,18,x,1,1,18,x,-,-,-,-
0,13000,東京都,2,E,28,電子部品・デバイス・電子回路製造業,915,1639,118344,7353012,694,694,6806,152526,221,945,111538,7200486,101,103,253,x,100,100,249,x,1,3,4,x,813,1534,118075,7351548,594,594,6557,x,219,940,111518,x,1,2,16,x,-,-,-,-,1,2,16,x
0,13000,東京都,2,E,29,電気機械器具製造業,1707,3294,195289,10626772,1350,1350,11252,162219,357,1944,184037,10464554,195,196,447,1794,194,194,440,x,1,2,7,x,1512,3098,194842,10624978,1156,1156,10812,x,356,1942,184030,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,30,情報通信機械器具製造業,427,1264,114062,7602791,291,291,3012,67769,136,973,111050,7535022,33,33,81,277,33,33,81,277,-,-,-,-,394,1231,113981,7602514,258,258,2931,67492,136,973,111050,7535022,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,E,31,輸送用機械器具製造業,804,1558,164820,11964417,601,601,4594,64434,203,957,160226,11899983,134,134,312,x,134,134,312,x,-,-,-,-,669,1423,164491,11963171,466,466,4265,63188,203,957,160226,11899983,1,1,17,x,1,1,17,x,-,-,-,-
0,13000,東京都,2,E,32,その他の製造業,3157,4136,46991,1511271,2821,2821,14383,251992,336,1315,32608,1259279,948,953,1917,x,943,943,1895,x,5,10,22,100,2208,3182,45073,1502497,1877,1877,12487,243318,331,1305,32586,1259178,1,1,1,x,1,1,1,x,-,-,-,-
0,13000,東京都,1,F,00,電気・ガス・熱供給・水道業,107,935,57005,9749973,54,54,604,x,53,881,56401,x,-,-,-,-,-,-,-,-,-,-,-,-,107,935,57005,9749973,54,54,604,x,53,881,56401,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,33,電気業,45,509,42098,7577571,24,24,237,66603,21,485,41861,7510968,-,-,-,-,-,-,-,-,-,-,-,-,45,509,42098,7577571,24,24,237,66603,21,485,41861,7510968,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,34,ガス業,9,81,10223,x,2,2,151,x,7,79,10072,x,-,-,-,-,-,-,-,-,-,-,-,-,9,81,10223,x,2,2,151,x,7,79,10072,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,35,熱供給業,32,97,912,151236,20,20,129,23827,12,77,783,127410,-,-,-,-,-,-,-,-,-,-,-,-,32,97,912,151236,20,20,129,23827,12,77,783,127410,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,F,36,水道業,21,248,3772,x,8,8,87,x,13,240,3685,x,-,-,-,-,-,-,-,-,-,-,-,-,21,248,3772,x,8,8,87,x,13,240,3685,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,G,00,情報通信業,13972,21727,831456,37015395,11836,11836,192393,4176077,2136,9891,639063,32839317,228,229,503,x,227,227,489,2132,1,2,14,x,13571,20968,809515,x,11466,11466,189234,x,2105,9502,620281,x,173,530,21438,828209,143,143,2670,x,30,387,18768,x
0,13000,東京都,2,G,37,通信業,230,924,88998,15380755,159,159,3213,255254,71,765,85785,15125502,-,-,-,-,-,-,-,-,-,-,-,-,225,909,88819,x,156,156,3185,x,69,753,85634,x,5,15,179,x,3,3,28,x,2,12,151,x
0,13000,東京都,2,G,38,放送業,92,650,32287,2099140,63,63,1651,226724,29,587,30636,1872415,-,-,-,-,-,-,-,-,-,-,-,-,90,481,18301,x,62,62,1615,x,28,419,16686,x,2,169,13986,x,1,1,36,x,1,168,13950,x
0,13000,東京都,2,G,39,情報サービス業,7079,11179,528430,13268724,5763,5763,118620,1825250,1316,5416,409810,11443474,54,54,90,385,54,54,90,385,-,-,-,-,6960,10959,524800,13179749,5662,5662,116855,1786733,1298,5297,407945,11393017,65,166,3540,88590,47,47,1675,38132,18,119,1865,50458
0,13000,東京都,2,G,40,インターネット附随サービス業,1244,1550,52853,1833422,1077,1077,17824,593533,167,473,35029,1239888,14,14,24,130,14,14,24,130,-,-,-,-,1215,1521,52673,1828626,1048,1048,17644,588737,167,473,35029,1239888,15,15,156,4666,15,15,156,4666,-,-,-,-
0,13000,東京都,2,G,41,映像・音声・文字情報制作業,5327,7424,128888,4433354,4774,4774,51085,1275317,553,2650,77803,3158037,160,161,389,x,159,159,375,1617,1,2,14,x,5081,7098,124922,4365307,4538,4538,49935,x,543,2560,74987,x,86,165,3577,x,77,77,775,x,9,88,2802,x
0,13000,東京都,1,H,00,運輸業，郵便業,8137,24523,765474,23883145,6611,6611,76900,x,1526,17912,688574,x,3709,3711,4734,x,3707,3707,4726,x,2,4,8,x,4337,20473,756008,21930475,2826,2826,71507,1149554,1511,17647,684501,20780921,91,339,4732,x,78,78,667,x,13,261,4065,x
0,13000,東京都,2,H,42,鉄道業,16,1856,108306,3459311,-,-,-,-,16,1856,108306,3459311,-,-,-,-,-,-,-,-,-,-,-,-,16,1856,108306,3459311,-,-,-,-,16,1856,108306,3459311,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,H,43,道路旅客運送業,3976,4257,73746,540045,3865,3865,38140,207172,111,392,35606,332874,3473,3473,4246,16652,3473,3473,4246,16652,-,-,-,-,465,746,69216,520678,354,354,33610,187804,111,392,35606,332874,38,38,284,2715,38,38,284,2715,-,-,-,-
0,13000,東京都,2,H,44,道路貨物運送業,2826,13112,431949,6366236,1986,1986,27951,312788,840,11126,403998,6053449,209,211,393,1426,207,207,385,x,2,4,8,x,2603,12863,430775,6356876,1768,1768,27476,309296,835,11095,403299,6047580,14,38,781,7935,11,11,90,x,3,27,691,x
0,13000,東京都,2,H,45,水運業,203,405,11622,4546610,141,141,2395,344663,62,264,9227,4201947,9,9,42,x,9,9,42,x,-,-,-,-,194,396,11580,x,132,132,2353,x,62,264,9227,4201947,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,H,46,航空運輸業,33,281,26914,2878162,11,11,944,x,22,270,25970,x,-,-,-,-,-,-,-,-,-,-,-,-,33,281,26914,2878162,11,11,944,x,22,270,25970,x,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,H,47,倉庫業,278,1426,37204,1085626,124,124,1832,55617,154,1302,35372,1030009,4,4,18,x,4,4,18,x,-,-,-,-,268,1414,37057,1084351,115,115,1782,x,153,1299,35275,x,6,8,129,x,5,5,32,x,1,3,97,x
0,13000,東京都,2,H,48,運輸に附帯するサービス業,799,3180,75316,5005937,478,478,5221,122415,321,2702,70095,4883522,14,14,35,103,14,14,35,103,-,-,-,-,752,2911,71743,3083551,440,440,4925,121245,312,2471,66818,2962306,33,255,3538,1922283,24,24,261,1068,9,231,3277,1921216
0,13000,東京都,2,H,49,郵便業（信書便事業を含む）,6,6,417,1217,6,6,417,1217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,417,1217,6,6,417,1217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,1,I,00,卸売業，小売業,79669,171352,2099821,194983649,68823,68823,351293,15599093,10846,102529,1748528,179384556,26389,26663,80477,628189,26109,26109,77893,604039,280,554,2584,24150,52836,143026,1994684,187044245,42352,42352,270262,14356366,10484,100674,1724422,172687879,444,1663,24660,7311214,362,362,3138,638687,82,1301,21522,6672527
0,13000,東京都,2,I,50,各種商品卸売業,109,197,13216,15693865,86,86,687,x,23,111,12529,x,6,6,20,x,6,6,20,x,-,-,-,-,102,190,13192,x,79,79,663,x,23,111,12529,x,1,1,4,x,1,1,4,x,-,-,-,-
0,13000,東京都,2,I,51,繊維・衣服等卸売業,3589,7169,80882,3394582,2990,2990,18832,751805,599,4179,62050,2642777,268,269,583,x,266,266,571,x,2,3,12,x,3308,6887,80269,3387563,2711,2711,18231,x,597,4176,62038,x,13,13,30,x,13,13,30,x,-,-,-,-
0,13000,東京都,2,I,52,飲食料品卸売業,5371,10277,142616,27117309,4593,4593,32969,3700147,778,5684,109647,23417162,752,755,2108,21608,749,749,2085,21488,3,6,23,121,4557,8704,129285,20763105,3794,3794,30590,3238165,763,4910,98695,17524940,62,818,11223,6332596,50,50,294,440495,12,768,10929,5892101
0,13000,東京都,2,I,53,建築材料，鉱物・金属材料等卸売業,6294,14077,172197,63502729,4817,4817,26180,3536941,1477,9260,146017,59965788,673,678,1689,33715,668,668,1669,33173,5,10,20,542,5562,13283,169211,63256205,4098,4098,24145,3439205,1464,9185,145066,59817001,59,116,1297,212808,51,51,366,64563,8,65,931,148245
0,13000,東京都,2,I,54,機械器具卸売業,7327,20123,321103,29771295,5378,5378,34114,2336796,1949,14745,286989,27434499,267,269,581,5791,264,264,574,x,3,5,7,x,7035,19817,320111,x,5093,5093,33434,2320672,1942,14724,286677,x,25,37,411,x,21,21,106,x,4,16,305,x
0,13000,東京都,2,I,55,その他の卸売業,7897,15189,229337,21868715,6532,6532,39279,2262700,1365,8657,190058,19606015,734,737,1807,x,730,730,1790,x,4,7,17,x,7071,14328,226335,21563032,5717,5717,36968,2146376,1354,8611,189367,19416655,92,124,1195,x,85,85,521,x,7,39,674,x
0,13000,東京都,2,I,56,各種商品小売業,38,1158,145063,6191072,18,18,49,419,20,1140,145014,6190653,10,10,19,156,10,10,19,156,-,-,-,-,28,1148,145044,6190916,8,8,30,263,20,1140,145014,6190653,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,2,I,57,織物・衣服・身の回り品小売業,6811,22377,141048,3744807,5972,5972,17211,154225,839,16405,123837,3590582,3569,3628,6884,31095,3507,3507,6586,29544,62,121,298,1551,3239,18746,134145,3713665,2462,2462,10606,124634,777,16284,123539,3589031,3,3,19,47,3,3,19,47,-,-,-,-
0,13000,東京都,2,I,58,飲食料品小売業,16262,27313,394149,6430921,15155,15155,89028,925308,1107,12158,305121,5505613,9087,9160,40289,338172,9012,9012,39009,324624,75,148,1280,13548,7109,17945,351215,6067872,6091,6091,49457,593039,1018,11854,301758,5474833,66,208,2645,24877,52,52,562,7645,14,156,2083,17232
0,13000,東京都,2,I,59,機械器具小売業,5257,9770,85732,6342917,4808,4808,16677,x,449,4962,69055,x,2039,2059,4220,x,2016,2016,4089,x,23,43,131,x,3212,7689,80960,6308395,2790,2790,12531,303461,422,4899,68429,6004934,6,22,552,x,2,2,57,x,4,20,495,x
0,13000,東京都,2,I,60,その他の小売業,18126,39106,317889,8578030,16109,16109,63961,1148254,2017,22997,253928,7429776,8557,8664,21411,134990,8455,8455,20635,128378,102,209,776,6612,9474,30236,292625,8284508,7587,7587,42299,1008629,1887,22649,250326,7275879,95,206,3853,158532,67,67,1027,11248,28,139,2826,147285
0,13000,東京都,2,I,61,無店舗小売業,2588,4596,56589,2347405,2365,2365,12306,386685,223,2231,44283,1960720,427,428,866,x,426,426,846,x,1,2,20,x,2139,4053,52292,x,1922,1922,11308,374762,217,2131,40984,x,22,115,3431,271424,17,17,152,x,5,98,3279,x
0,13000,東京都,1,J,00,金融業，保険業,3953,27725,801494,97340579,3287,3287,30755,16776271,666,24438,770739,80564308,274,275,544,4157,273,273,539,x,1,2,5,x,3404,24929,740120,66745682,2828,2828,27432,3268361,576,22101,712688,63477321,275,2521,60830,30590740,186,186,2784,x,89,2335,58046,x
0,13000,東京都,2,J,62,銀行業,39,3848,187702,x,10,10,578,x,29,3838,187124,x,-,-,-,-,-,-,-,-,-,-,-,-,38,3800,182649,x,10,10,578,x,28,3790,182071,x,1,48,5053,x,-,-,-,-,1,48,5053,x
0,13000,東京都,2,J,63,協同組織金融業,60,1579,38172,2276051,15,15,662,106306,45,1564,37510,2169745,-,-,-,-,-,-,-,-,-,-,-,-,1,103,4979,x,-,-,-,-,1,103,4979,x,59,1476,33193,x,15,15,662,106306,44,1461,32531,x
0,13000,東京都,2,J,64,貸金業，クレジットカード業等非預金信用機関,641,2102,74236,x,540,540,3813,x,101,1562,70423,x,86,87,172,x,85,85,167,x,1,2,5,x,501,1893,71438,4430840,410,410,3294,x,91,1483,68144,x,54,122,2626,x,45,45,352,x,9,77,2274,x
0,13000,東京都,2,J,65,金融商品取引業，商品先物取引業,841,1959,76530,3333382,741,741,12644,1048355,100,1218,63886,2285027,4,4,23,x,4,4,23,x,-,-,-,-,806,1924,76446,3244868,706,706,12560,959841,100,1218,63886,2285027,31,31,61,x,31,31,61,x,-,-,-,-
0,13000,東京都,2,J,66,補助的金融業等,187,677,15697,1910584,123,123,2493,306955,64,554,13204,1603630,1,1,1,x,1,1,1,x,-,-,-,-,162,622,13805,x,105,105,2010,x,57,517,11795,x,24,54,1891,x,17,17,482,x,7,37,1409,x
0,13000,東京都,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,2185,17560,409157,58158753,1858,1858,10565,2437829,327,15702,398592,55720924,183,183,348,1728,183,183,348,1728,-,-,-,-,1896,16587,390803,46650497,1597,1597,8990,1848101,299,14990,381813,44802396,106,790,18006,11506528,78,78,1227,588000,28,712,16779,10918528
0,13000,東京都,1,K,00,不動産業，物品賃貸業,38603,58212,345174,19341648,36983,36983,116976,3237365,1620,21229,228198,16104283,13060,13089,21378,135941,13025,13025,21270,135315,35,64,108,626,25266,44768,320682,18940185,23698,23698,94070,2886074,1568,21070,226612,16054110,277,355,3114,265522,260,260,1636,215976,17,95,1478,49547
0,13000,東京都,2,K,68,不動産取引業,7228,10192,77511,4594285,6725,6725,29198,1224378,503,3467,48313,3369907,599,600,1302,x,598,598,1300,6340,1,2,2,x,6600,9561,75864,4526871,6099,6099,27594,x,501,3462,48270,x,29,31,345,x,28,28,304,x,1,3,41,x
