"年月[西暦]","調査項目","設問","基本政策","政策","選択肢","回答数[人]","構成比[%]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","まあ十分","265","40.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","やや不十分","111","16.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","不十分","66","10.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","わからない","133","20.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (8) 緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","無回答","13","2.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","十分","36","5.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","まあ十分","191","29.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","やや不十分","145","22.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","不十分","66","10.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","わからない","208","31.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (9) 環境負荷の少ない都心づくりを進める","無回答","12","1.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","十分","48","7.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","まあ十分","229","34.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","やや不十分","130","19.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","不十分","104","15.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","わからない","133","20.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策２）環境にやさしい都心をみなで考えつくる","政策 (10) 環境に対する意識を高め行動する","無回答","14","2.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","十分","59","9.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","まあ十分","231","35.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","やや不十分","107","16.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","不十分","49","7.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","わからない","196","29.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (11) 多様なコミュニティの形成を支援する","無回答","16","2.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","十分","60","9.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","まあ十分","227","34.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","やや不十分","110","16.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","不十分","42","6.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","わからない","204","31.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策３）地域の課題を自ら解決できるコミュニティをつくる","政策 (12) コミュニティ活動のための多様な場と機会を確保する","無回答","15","2.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","十分","60","9.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","まあ十分","156","23.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","やや不十分","80","12.2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","不十分","47","7.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","わからない","295","44.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (13) 伝統と最先端技術が融合した区内産業を支援する","無回答","20","3.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","十分","60","9.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","まあ十分","175","26.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","やや不十分","132","20.1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","不十分","69","10.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","わからない","202","30.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (14)港区の特性を生かした個性ある商業集積の形成を支援する","無回答","20","3.0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","十分","70","10.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","まあ十分","240","36.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","やや不十分","115","17.5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","不十分","49","7.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","わからない","167","25.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (15)都市観光の展開を支援する","無回答","17","2.6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","十分","85","12.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","まあ十分","235","35.7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","やや不十分","98","14.9"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","不十分","45","6.8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","わからない","180","27.4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策４）港区からブランド性ある産業・文化を発信する","政策 (16)豊かな国際性を生かした多文化共生社会を推進する","無回答","15","2.3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。","（基本政策５）明日の港区を支える子どもたちを育む","政策 (17)健やかな子どもの「育ち」を支える環境を整備する","十分","96","14.6"
