"支出月","科目","支出目的","支出額(円)","支出相手先"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5010","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1092","特定非営利活動法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-41962","目黒区"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-16","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1755","有限会社１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-67907","株式会社１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-13566","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-79","特定非営利活動法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-462","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-349","特定非営利活動法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-240","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-384","社会福祉法人１法人"
"H24.8","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5087","社会福祉法人１法人"
"H24.9","賃金","福祉・介護人材の処遇改善事業","420000","個人計３名"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-249","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8033","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5138","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-14018","有限会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1795","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-10538","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-12359","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-810","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-12712","有限会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-545","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-736","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5162","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-19264","有限会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-553","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-64842","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8545","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5602","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-79209","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-9858","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-95","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-3432","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7589","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-37292","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-47","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-36825","有限会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4012","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-22963","社会福祉法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4083","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4178","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","746724","国保連"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-3582","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-43938","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-9718","株式会社１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2620","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-9883","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-697","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-570","特定非営利活動法人１法人"
"H24.9","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4486","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-33658","株式会社１法人"
"H24.10","賃金","福祉・介護人材の処遇改善事業","1295","個人計２名"
"H24.10","賃金","福祉・介護人材の処遇改善事業","257705","個人計２名"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-20964","株式会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","475087","国保連"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-414","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-3205","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2326","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-21215","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7125","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7223","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-13478","株式会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-3367","株式会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7862","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5267","株式会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8627","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6735","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1267","有限会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-46087","株式会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-299","特定非営利活動法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4014","社団法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-43275","有限会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-238","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-95","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-76648","合同会社１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-189","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-169","社会福祉法人１法人"
"H24.10","負担金補助及交付金","福祉・介護人材の処遇改善事業","-627","有限会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-40250","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-958","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-504","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-263","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-16660","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-22548","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1746","特定非営利活動法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-42547","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-568","株式会社１法人"
"H24.11","賃金","福祉・介護人材の処遇改善事業","1400","個人計２名"
"H24.11","賃金","福祉・介護人材の処遇改善事業","278600","個人計２名"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-4935","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5794","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-15254","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-209","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1394","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","300675","国保連"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","2304713","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1266","株式会社１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","4410","社会福祉法人１法人"
"H24.11","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1455","有限会社１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","306522","有限会社１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","845173","国保連"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","83787","株式会社１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6633","特定非営利活動法人１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1935","株式会社１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8849","有限会社１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2289","特定非営利活動法人１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5194","特定非営利活動法人１法人"
"H24.12","負担金補助及交付金","福祉・介護人材の処遇改善事業","-312","特定非営利活動法人１法人"
"H24.12","負担金補助及交付金","障害者自立支援基盤整備事業","774000","特定非営利活動法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-15263","特定非営利活動法人１法人"
"h25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-996","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2596","特定非営利活動法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7613","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-58731","有限会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-176","社会福祉法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-159598","有限会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2605","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7497","特定非営利活動法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-10986","社会福祉法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","696553","国保連"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-36970","社会福祉法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1149","有限会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-654","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7728","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7056","社会福祉法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8318","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1745","特定非営利活動法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8509","医療法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-143311","合同会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2929","社会福祉法人１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-8793","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-17321","西東京市"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-34387","株式会社１法人"
"H25.1","負担金補助及交付金","福祉・介護人材の処遇改善事業","-51165","株式会社１法人"
"H25.2","負担金補助及交付金","福祉・介護人材の処遇改善事業","-123","社会福祉法人１法人"
"H25.2","負担金補助及交付金","福祉・介護人材の処遇改善事業","-14908","医療法人１法人"
"H25.2","負担金補助及交付金","福祉・介護人材の処遇改善事業","118474","国保連"
"H25.2","負担金補助及交付金","福祉・介護人材の処遇改善事業","-823603","株式会社１法人"
"H25.2","負担金補助及交付金","福祉・介護人材の処遇改善事業","122304","国立市外２法人"
"H25.3","負担金補助及交付金","福祉・介護人材の処遇改善事業","142507","国保連"
"H25.3","負担金補助及交付金","福祉・介護人材の処遇改善事業","17844","品川区"
"H25.3","負担金補助及交付金","福祉・介護人材の処遇改善事業","714243","社会福祉法人外２法人"
"H25.3","負担金補助及交付金","福祉・介護人材の処遇改善事業","320928","社会福祉法人１法人"
"H25.3","負担金補助及交付金","福祉・介護人材の処遇改善事業","167265","社会福祉法人１法人"
"H25.3","負担金補助及交付金","移行時運営安定化事業","10399000","新宿区外40区市町村"
"H25.3","負担金補助及交付金","障害者自立支援基盤整備事業","2000000","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-238976","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6365","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-530488","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1803374","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-216","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2237","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6881","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-79487","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-56084","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5202","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-14544","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1888","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-3580","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-230239","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-42206","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-329859","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-18544","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-90452","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-43911","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-21100","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-37605","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-20428","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-89098","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-117318","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-136405","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-65790","財団法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6267","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-208685","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-16381","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-325045","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-9280","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-12444","中野区"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-47936","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-44150","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-374511","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-5486","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-121629","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-45907","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-403","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-1866","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-18959","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-33073","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-33141","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-22769","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-26860","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-79009","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-7537","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-6873","合同会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-55393","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-9315","有限会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-15431","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-279154","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-40596","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-85920","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-117735","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-15360","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-313157","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-305","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-53197","合同会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-74333","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2641","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-73567","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-89473","株式会社１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-55671","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-730","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-57293","社会福祉法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-19125","医療法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-104784","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","福祉・介護人材の処遇改善事業","-503","特定非営利活動法人１法人"
"H25.4","負担金補助及交付金","障害者自立支援基盤整備事業","1000000","社会福祉法人１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-2312","社会福祉法人１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-62683","有限会社１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-252244","株式会社１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-35860","株式会社１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-50175","社会福祉法人１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-494","特定非営利活動法人１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-45231","板橋区"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-216471","板橋区"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-12162","株式会社１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-75921","株式会社１法人"
"H25.5","負担金補助及交付金","福祉・介護人材の処遇改善事業","-328","株式会社１法人"
"H25.5","委託料","福祉・介護人材の処遇改善事業","9271733","東京都日野療護園外４施設"
"H25.5","委託料","福祉・介護人材の処遇改善事業","540457","東京都清瀬喜望園"
"H25.5","委託料","福祉・介護人材の処遇改善事業","395547","東京都練馬障害者支援ホーム"
"H25.5","委託料","福祉・介護人材の処遇改善事業","770206","東京都大泉障害者支援ホーム"
"H25.5","委託料","福祉・介護人材の処遇改善事業","114878","東京都江東通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","117687","東京都大田通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","100700","東京都豊島通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","117030","東京都立川通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","127220","東京都葛飾通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","101971","東京都町田通勤寮"
"H25.5","委託料","福祉・介護人材の処遇改善事業","295314","東京都視覚障害者生活支援センター"
"H25.5","委託料","福祉・介護人材の処遇改善事業","1187538","東京都立東大和療育センター"
"H25.5","委託料","福祉・介護人材の処遇改善事業","61782","東京都立東大和療育センター分園よつぎ療育園"
"H25.5","委託料","福祉・介護人材の処遇改善事業","1540237","東京都立東部療育センター"
"H25.5","負担金補助及交付金","障害者自立支援基盤整備事業","1000000","特定非営利活動法人１法人"
"","","合計","641465388",""
