"保険者番号","保険者別","税・料別","賦課算定方式","徴収回数(回)","賦課期日現在の保険料（税）算定額及びその構成割合／所得割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／所得割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／資産割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／資産割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／均等割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／均等割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／平等割額／金額(千円)","賦課期日現在の保険料（税）算定額及びその構成割合／平等割額／割合(%)","賦課期日現在の保険料（税）算定額及びその構成割合／計(千円)","保険料（税）軽減額(千円)","災害等による減免額(千円)","その他の減免額(千円)","賦課限度額を超える額(千円)","増減額(千円)","調定額(千円)"
"53","東村山市","税","3方式","9","1360659","55.49","","","809991","33.03","281535","11.48","2452185","247321","95","2754","182980","-15308","2003727"
"54","清瀬市","税","4方式","9","819415","52.75","67761","4.36","480600","30.94","185556","11.95","1553332","151879","195","1639","156824","-22464","1220331"
"55","東久留米市","税","3方式","9","1142596","55.02","","","809785","38.99","124296","5.99","2076677","205950","0","2143","179864","-14601","1674119"
"57","西東京市","料","3方式","8","2422373","63.69","","","1116106","29.34","265159","6.97","3803638","304910","167","5856","484220","-38578","2969907"
"58","小平市","税","4方式","8","1999428","66.92","58116","1.95","880776","29.48","49228","1.65","2987548","210377","781","2769","468627","-20339","2284655"
"59","大島町","税","4方式","10","103888","49.71","19016","9.10","49792","23.82","36304","17.37","209000","19681","0","53","5264","-289","183713"
"60","利島村","税","4方式","8","3530","54.78","689","10.69","1469","22.80","756","11.73","6444","332","0","0","63","-295","5754"
"61","新島村","税","4方式","4","27420","48.84","8230","14.66","12265","21.85","8222","14.65","56137","5206","0","0","451","-742","49738"
"62","神津島村","税","4方式","10","37558","52.95","6520","9.19","17406","24.53","9460","13.33","70944","3197","0","0","1151","-2823","63773"
"63","三宅村","税","4方式","4","11290","41.34","3142","11.51","6188","22.66","6688","24.49","27308","3443","0","0","133","-592","23140"
"64","御蔵島村","税","4方式","4","2618","54.23","719","14.90","946","19.60","544","11.27","4827","191","0","0","0","-208","4428"
"65","八丈町","税","4方式","8","95285","50.96","10229","5.47","44291","23.69","37169","19.88","186974","20641","0","0","6250","4475","164558"
"66","青ヶ島村","税","4方式","4","2229","56.68","382","9.71","806","20.49","516","13.12","3933","141","0","0","0","-183","3609"
"67","小笠原村","税","4方式","4","37645","63.93","4981","8.46","8502","14.44","7757","13.17","58885","3155","0","0","1370","641","55001"
"303","全国土木","料","その他","12","","","","","","","","","88227077","","0","157386","0","9053","88078744"
"304","東京理容","料","その他","12","","","","","","","","","323331","","0","0","0","0","323331"
"306","東京芸能人","料","その他","12","","","","","","","","","976344","","0","0","0","166291","1142635"
"307","文芸美術","料","その他","12","","","","","","","","","1655382","","0","0","0","-3726","1651656"
"309","料理飲食","料","その他","12","","","","","","","","","471734","","0","0","0","89991","561725"
"311","東京技芸","料","その他","12","","","","","","","","","191586","","0","0","0","-1204","190382"
"313","食品販売","料","その他","12","","","","","","","","","7047074","","0","103","0","-12701","7034270"
"314","東京美容","料","その他","12","","","","","","","","","3653809","","0","0","0","-436398","3217411"
"315","自転車商","料","その他","12","","","","","","","","","188810","","0","0","0","-242","188568"
"316","青果卸売","料","その他","12","","","","","","","","","187641","","0","0","0","36712","224353"
"317","東京浴場","料","その他","12","","","","","","","","","174178","","0","0","0","35631","209809"
"318","写真材料","料","その他","12","","","","","","","","","58339","","0","0","0","-2642","55697"
"319","東京弁護士","料","その他","4","","","","","","","","","4196317","","0","0","0","28768","4225085"
"320","東京薬剤師","料","その他","12","","","","","","","","","1065378","","0","0","0","97374","1162752"
"322","東京都医師","料","その他","12","","","","","","","","","5037725","","126","0","0","-2911","5034688"
"323","左官タイル","料","その他","12","","","","","","","","","3136582","","0","185","0","-8001","3128396"
"324","建設職能","料","その他","12","","","","","","","","","941251","","0","0","0","-14811","926440"
"325","東京建設業","料","その他","12","","","","","","","","","2351622","","0","0","0","-17566","2334056"
"326","中央建設","料","その他","12","","","","","","","","","25779580","","91489","2213","0","-99564","25586314"
"327","東京土建","料","その他","12","","","","","","","","","20054028","","391","0","0","-194082","19859555"
"328","全国板金業","料","その他","12","","","","","","","","","2122430","","0","60400","0","59265","2121295"
"329","建設工事業","料","その他","12","","","","","","","","","11032283","","0","46","0","2166632","13198869"
