"区市町村通番","所管地域","名称","ヨミガナ","電話番号","ＦＡＸ番号","郵便番号","住所","緯度","経度","座標系","対応時間帯","特記事項","施設種別／地域包括支援センター","施設種別／ブランチ・サブセンター","施設種別／在宅介護支援センター","施設種別／その他相談窓口","相談内容／高齢者の異変","相談内容／消費者被害のおそれ"
"11","田柄5、光が丘1～5","光が丘地域包括支援センター","ﾋｶﾘｶﾞｵｶﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5968-4035","","179-0072","練馬区光が丘2-9-6 （光が丘区民センター2階）","35.740639","139.651337","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"12","旭町、土支田１,４","第3育秀苑地域包括支援センター","ﾀﾞｲｻﾝｲｸｼｭｳｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-6904-0192","","179-0076","練馬区土支田1-31-5","35.766136","139.617767","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"13","氷川台、早宮","練馬キングス・ガーデン地域包括支援センター","ﾈﾘﾏｷﾝｸﾞｽ･ｶﾞｰﾃﾞﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5399-5347","","179-0085","練馬区早宮2-10-22","35.755260","139.653290","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"14","富士見台、高野台1,2、南田中1～3","高野台地域包括支援センター","ﾀｶﾉﾀﾞｲﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5372-6300","","177-0033","練馬区高野台1-7-29","35.740971","139.616440","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"15","石神井町1,3～8、石神井台1、3","石神井地域包括支援センター","ｼｬｸｼﾞｲﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5923-1250","","177-8509","練馬区石神井町3-30-26 （石神井庁舎4階）","35.743645","139.602905","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"16","下石神井、南田中4,5","フローラ石神井公園地域包括支援センター","ﾌﾛｰﾗｼｬｸｼﾞｲｺｳｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3996-0330","","177-0042","練馬区下石神井3-6-13","35.733494","139.606552","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"17","上石神井、関町東1、関町南1、上石神井南町、石神井台4","上石神井地域包括支援センター","ｶﾐｼｬｸｼﾞｲﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3928-8621","","177-0044","練馬区上石神井1-6-16","35.725330","139.592285","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"18","石神井台2,5～8、関町東2、関町北4,5","第二光陽苑地域包括支援センター","ﾀﾞｲﾆｺｳﾖｳｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5991-9919","","177-0051","練馬区関町北5-7-22","35.732861","139.571793","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"19","関町北1～3、関町南2～4、立野町","関町地域包括支援センター","ｾｷﾏﾁﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3928-5222","","177-0053","練馬区関町南4-9-28","35.722294","139.574387","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"20","谷原、高野台3～5、三原台、石神井町2","練馬ゆめの木地域包括支援センター","ﾈﾘﾏﾕﾒﾉｷﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3923-0269","","178-0062","練馬区大泉町2-17-1","35.761139","139.603470","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"21","東大泉6,7、南大泉1～4","大泉地域包括支援センター","ｵｵｲｽﾞﾐﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5387-2751","","178-0063","練馬区東大泉1－29－1 （大泉学園ゆめりあ1  4階）","35.750179","139.585770","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"22","西大泉、西大泉町、南大泉5,6","南大泉地域包括支援センター","ﾐﾅﾐｵｵｲｽﾞﾐﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3923-5556","","178-0064","練馬区南大泉5-26-19","35.751011","139.573715","JGD2011","月曜日～土曜日8時30分～17時15分","平成29年7月に現所在地へ移転名称も「光陽苑在宅介護支援センター」から「南大泉在在宅介護支援センター」に変更／現在は、「南大泉地域包括支援センター」","〇","","","","〇","〇"
"23","大泉町","やすらぎミラージュ地域包括支援センター","ﾔｽﾗｷﾞﾐﾗｰｼﾞｭﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5905-1190","","178-0062","練馬区大泉町4-24-7","35.762409","139.597153","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"24","大泉学園町1～3、東大泉1～5","大泉学園地域包括支援センター","ｵｵｲｽﾞﾐｶﾞｸｴﾝﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-5933-0156","","178-0061","練馬区大泉学園町2-20-21","35.759933","139.587418","JGD2011","月曜日～土曜日8時30分～17時15分","","〇","","","","〇","〇"
"25","大泉学園町4～9","大泉北地域包括支援センター","ｵｵｲｽﾞﾐｷﾀﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰ","03-3924-2006","","178-0061","練馬区大泉学園町4-21-1","35.765415","139.588547","JGD2011","月曜日～土曜日8時30分～17時15分","平成29年7月に現所在地へ移転名称も「ふきのとう在宅介護支援センター」から「大泉北在宅介護支援センター」に変更／現在は、「大泉北地域包括支援センター」","〇","","","","〇","〇"
