"","総数／人","総数／％","20-29歳／人","20-29歳／％","30-39歳／人","30-39歳／％","40-49歳／人","40-49歳／％","50-59歳／人","50-59歳／％","60-69歳／人","60-69歳／％","70歳以上／人","70歳以上／％","(再掲)65-69歳／人","(再掲)65-69歳／％","(再掲)70-74歳／人","(再掲)70-74歳／％","(再掲)75-79歳／人","(再掲)75-79歳／％","(再掲)80-84歳／人","(再掲)80-84歳／％"
"女／4.8～4.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／5.0～5.1","1","1.1","0","0","1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／5.2","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","1","8.3","0","0"
"女／5.3","7","7.6","1","25","0","0","1","4","2","13.3","1","3.8","2","10","1","5.9","1","20","1","8.3","0","0"
"女／5.4","8","8.7","0","0","1","50","2","8","1","6.7","2","7.7","2","10","2","11.8","1","20","0","0","1","33.3"
"女／5.5","2","3","1","25","0","0","5","20","1","6.7","4","15.4","1","5","3","17.6","0","0","1","8.3","0","0"
"女／5.6","3","4.1","1","25","0","0","6","24","1","6.7","3","11.5","2","10","1","5.9","0","0","1","8.3","1","33.3"
"女／5.7","0","0.9","1","25","0","0","4","16","1","6.7","4","15.4","0","0","2","11.8","0","0","0","0","0","0"
"女／5.8","3","4.1","0","0","0","0","4","16","0","0","5","19.2","4","20","5","29.4","1","20","3","25","0","0"
"女／5.9","0","0.9","0","0","0","0","1","4","7","46.7","2","7.7","0","0","2","11.8","0","0","0","0","0","0"
"女／6.0","5","5.4","0","0","0","0","1","4","1","6.7","2","7.7","1","5","0","0","0","0","1","8.3","0","0"
"女／6.1","4","4.3","0","0","0","0","0","0","1","6.7","2","7.7","1","5","1","5.9","0","0","1","8.3","0","0"
"女／6.2～6.3","2","2.2","0","0","0","0","0","0","0","0","0","0","2","10","0","0","1","20","1","8.3","0","0"
"女／6.4～6.5","2","2.2","0","0","0","0","1","4","0","0","1","3.8","0","0","0","0","0","0","0","0","0","0"
"女／6.6～6.7","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","1","8.3","0","0"
"女／6.8～6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.0～7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.2～7.3","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","1","8.3","0","0"
"女／7.4～7.5","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","1","33.3"
"女／7.6～7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.8～7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.0～8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.2～8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.4～8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.6～8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.8～8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／9.0%以上","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","1","20","0","0","0","0"
"女／6.5%以上(再掲)","4","4.3","0","0","0","0","0","0","0","0","0","0","4","20","0","0","1","20","2","16.7","1","33.3"
"女／平均値％","5.8","","5.53","","5.25","","5.66","","5.75","","5.73","","6.2","","5.68","","6.84","","5.94","","6.13",""
"女／標準偏差","0.71","","0.17","","0.21","","0.23","","0.26","","0.25","","1.39","","0.22","","2.63","","0.59","","1.1",""
