"","総数／人","総数／％","20-29歳／人","20-29歳／％","30-39歳／人","30-39歳／％","40-49歳／人","40-49歳／％","50-59歳／人","50-59歳／％","60-69歳／人","60-69歳／％","70歳以上／人","70歳以上／％","(再掲)65-69歳／人","(再掲)65-69歳／％","(再掲)70-74歳／人","(再掲)70-74歳／％","(再掲)75-79歳／人","(再掲)75-79歳／％","(再掲)80-84歳／人","(再掲)80-84歳／％"
"男／7.8～7.9","1","1.7","0","0","0","0","0","0","0","0","1","5.9","0","0","1","8.3","0","0","0","0","0","0"
"男／8.0～8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.2～8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.4～8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.6～8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／8.8～8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／9.0%以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"男／6.5%以上(再掲)","3","5.1","0","0","0","0","0","0","0","0","3","17.6","0","0","3","25","0","0","0","0","0","0"
"男／平均値％","5.69","","5.27","","4.9","","5.53","","5.73","","5.86","","5.7","","5.88","","5.79","","5.59","","5.67",""
"男／標準偏差","0.49","","0.06","","0","","0.38","","0.25","","0.67","","0.38","","0.8","","0.36","","0.38","","0.5",""
"女／総数","88","100","4","100","2","100","25","100","15","100","25","100","17","100","17","100","4","100","11","100","2","100"
"女／3.9%以下","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.0～4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.2～4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.4～4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.6～4.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／4.8～4.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／5.0～5.1","1","1.1","0","0","1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／5.2","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","1","9.1","0","0"
"女／5.3","7","8","1","25","0","0","1","4","2","13.3","1","4","2","11.8","1","5.9","1","25","1","9.1","0","0"
"女／5.4","8","9.1","0","0","1","50","2","8","1","6.7","2","8","2","11.8","2","11.8","1","25","0","0","1","50"
"女／5.5","12","13.6","1","25","0","0","5","20","1","6.7","4","16","1","5.9","3","17.6","0","0","1","9.1","0","0"
"女／5.6","13","14.8","1","25","0","0","6","24","1","6.7","3","12","2","11.8","1","5.9","0","0","1","9.1","1","50"
"女／5.7","10","11.4","1","25","0","0","4","16","1","6.7","4","16","0","0","2","11.8","0","0","0","0","0","0"
"女／5.8","13","14.8","0","0","0","0","4","16","0","0","5","20","4","23.5","5","29.4","1","25","3","27.3","0","0"
"女／5.9","10","11.4","0","0","0","0","1","4","7","46.7","2","8","0","0","2","11.8","0","0","0","0","0","0"
"女／6.0","5","5.7","0","0","0","0","1","4","1","6.7","2","8","1","5.9","0","0","0","0","1","9.1","0","0"
"女／6.1","4","4.5","0","0","0","0","0","0","1","6.7","2","8","1","5.9","1","5.9","0","0","1","9.1","0","0"
"女／6.2～6.3","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","1","9.1","0","0"
"女／6.4～6.5","1","1.1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／6.6～6.7","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","1","9.1","0","0"
"女／6.8～6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.0～7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.2～7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.4～7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.6～7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／7.8～7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.0～8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.2～8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.4～8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.6～8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／8.8～8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"女／9.0%以上","1","1.1","0","0","0","0","0","0","0","0","0","0","1","5.9","0","0","1","25","0","0","0","0"
"女／6.5%以上(再掲)","2","2.3","0","0","0","0","0","0","0","0","0","0","2","11.8","0","0","1","25","1","9.1","0","0"
"女／平均値％","5.75","","5.53","","5.25","","5.66","","5.75","","5.71","","6.06","","5.68","","7","","5.82","","5.5",""
"女／標準偏差","0.68","","0.17","","0.21","","0.23","","0.26","","0.22","","1.45","","0.22","","3.01","","0.43","","0.14",""
