"区市町村通番","所管地域","名称","ヨミガナ","電話番号","ＦＡＸ番号","郵便番号","住所","緯度","経度","座標系","対応時間帯","特記事項","施設種別／地域包括支援センター","施設種別／ブランチ・サブセンター","施設種別／在宅介護支援センター","施設種別／その他相談窓口","相談内容／高齢者の異変","相談内容／消費者被害のおそれ"
"11","池上3丁目1～11番、池上3丁目13番1～5号、池上3丁目13番12～19号、池上 3丁目14～20番、北嶺町21番1～5号、北嶺町21番12・13号、北嶺町22～26番、久が原1～6丁目、千鳥1丁目1番3～12号、千鳥1丁目2番1～13号、千鳥1丁目2番32～38号、仲池上1丁目17・18番、仲池上1丁目23・24番、仲池上1丁目28～31番、仲池上1丁目32番1～10号、仲池上1丁目32番20～22号、仲池上1丁目33番1～7号、仲池上2丁目17～19番、仲池上2丁目29・30番、東雪谷 5丁目11番10～13号、南雪谷5丁目13番、南雪谷5丁目17番11～20号、南雪谷5丁目18～21番","地域包括支援センター久が原","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｸｶﾞﾊﾗ","03-5700-5861","03-5700-5841","146-0081","大田区仲池上2-24-8 特別養護老人ホーム池上となり","35.584614","139.698242","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"12","石川町2丁目1番、石川町2丁目2番9～15号、石川町2丁目3番1～8号、石川町 2丁目4～8番、石川町2丁目9番3～13号、石川町2丁目24～33番、上池台1丁目18・19番、上池台1丁目21～53番、上池台2～5丁目、北嶺町1番1～7号、北嶺町1番18～20号、北嶺町2番1～5号、北嶺町2番22・23号、仲池上1丁目1～ 16番、仲池上1丁目19～22番、仲池上1丁目25～27番、仲池上1丁目32番11～19号、仲池上1丁目33番8～18号、仲池上2丁目1～16番、仲池上2丁目20～28番、東雪谷1～4丁目、東雪谷5丁目1～10番、東雪谷5丁目11番1～9号、東雪谷5丁目12～40番、南千束1丁目32番9～11号、南千束1丁目34番、南千束2丁目1番、南千束2丁目2番7～10号、南千束2丁目28番2～9号、南千束2丁目29～33番、南千束3丁目31番7～14号、南千束3丁目32～35番、南千束3丁目36番1～6号、南雪谷1丁目、南雪谷2丁目1～14番、南雪谷2丁目15番1～12号、南雪谷3丁目、南雪谷4丁目1～16番、南雪谷4丁目18～23番、南雪谷4丁目25番、南雪谷5丁目1～12番、南雪谷5丁目14～16番、南雪谷5丁目 17番1～10号、南雪谷5丁目17番21～24号、雪谷大塚町1番","地域包括支援センター上池台","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｶﾐｲｹﾀﾞｲ","03-3748-6138","03-3748-6139","145-0064","大田区上池台5-7-1 特別養護老人ホーム好日苑内","35.594887","139.702225","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"13","石川町1丁目、石川町2丁目2番1～8号、石川町2丁目3番9～20号、石川町2丁目9番1～2号、石川町2丁目10～23番、上池台1丁目1～17番、上池台1丁目 20番、北千束1～3丁目、南千束1丁目1～31番、南千束1丁目32番1～8号、南千束1丁目33番、南千束2丁目2番1～6号、南千束2丁目3～27番、南千束2丁目28番1号、南千束2丁目28番10～12号、南千束3丁目1～30番、南千束3丁目31番1～6号、南千束3丁目36番7～14号","地域包括支援センター千束（田園調布医師会）","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｾﾝｿﾞｸ(ﾃﾞﾝｴﾝﾁｮｳﾌｲｼｶｲ)","03-3728-6673","03-3728-6735","145-0061","大田区石川町2-7-1 田園調布医師会館3階","35.594933","139.665253","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"14","南六郷1～3丁目、東六郷1～3丁目、仲六郷1～4丁目、南蒲田2丁目23番、南蒲田2丁目28～30番","地域包括支援センター六郷","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰﾛｸｺﾞｳ","03-5744-7770","03-5744-7780","144-0055","大田区仲六郷2-44-11 六郷地域力推進センター2階","35.550697","139.716507","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"15","西六郷1～4丁目","地域包括支援センター西六郷","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰﾆｼﾛｸｺﾞｳ","03-6424-9711","03-6424-9661","144-0056","大田区西六郷3-1-7、プラウドシティ大田六郷１階","35.546932","139.708618","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"16","下丸子1～4丁目、千鳥1丁目20番4～6号、千鳥1丁目21番1～3号、千鳥1丁目21番13～20号、千鳥1丁目23番1～4号、千鳥1丁目23番17～24号、千鳥2丁目6番1～4号、千鳥2丁目6番17～24号、千鳥2丁目27番、千鳥2丁目36番、千鳥2丁目38～41番、千鳥3丁目1・2番、千鳥3丁目3番4～29号、千鳥3丁目4～6番、千鳥3丁目7番1～6号、千鳥3丁目7番11～24号、千鳥3丁目8～25番、矢口1～3丁目","地域包括支援センターやぐち","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰﾔｸﾞﾁ","03-5741-3388","03-3758-4411","146-0093","大田区矢口1-23-12 特別養護老人ホームゴールデン鶴亀ホーム内","35.566116","139.694687","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"17","新蒲田1～3丁目、多摩川1・2丁目、西蒲田1～8丁目、東矢口1～3丁目","地域包括支援センター西蒲田","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰﾆｼｶﾏﾀ","03-5480-2502","03-5480-2503","144-0051","大田区西蒲田7-49-2 社会福祉センター7階","35.562641","139.712646","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"18","蒲田1～3丁目、蒲田5丁目、東蒲田1・2丁目","地域包括支援センター蒲田","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｶﾏﾀ","03-5710-0951","03-5710-0953","144-0052","大田区蒲田2-8-8、特別養護老人ホーム蒲田内","35.566708","139.727158","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"19","蒲田4丁目、蒲田本町1・2丁目、西糀谷1丁目1番、西糀谷1丁目12番1～5号、西糀谷1丁目12番16～26号、西糀谷1丁目21番1～4号、西糀谷1丁目21番19～28号、西糀谷1丁目31番1～6号、西糀谷1丁目31番15～18号、南蒲田1丁目、南蒲田2丁目1～22番、南蒲田2丁目24～27番、南蒲田3丁目","地域包括支援センター蒲田東（蒲田医師会）","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｶﾏﾀﾋｶﾞｼ(ｶﾏﾀｲｼｶｲ)","03-5714-0888","03-5714-0880","144-0052","大田区蒲田4-24-12 蒲田医師会館5階","35.561642","139.722473","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"20","大森中1丁目22番、大森中2丁目13～18番、大森中3丁目6～8番、大森東4・5丁目、大森南1丁目3番6～8号、大森南1丁目4番1号、大森南1丁目4番3～5号、大森南1丁目5～11番、大森南1丁目12番8～15号、大森南1丁目17番7～ 17号、大森南1丁目18番7～14号、大森南2丁目1～17番、大森南2丁目20～25番、大森南3～5丁目","地域包括支援センター大森東","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｵｵﾓﾘﾋｶﾞｼ","03-6423-8300","03-6423-8350","143-0013","大田区大森南4-9-1 大森東特別出張所2階","35.573303","139.736359","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"21","大森南1丁目1・2番、大森南1丁目3番1～5号、大森南1丁目4番2号、大森南1丁目4番6～13号、大森南1丁目12番1～7号、大森南1丁目12番16～26号、大森南1丁目13～16番、大森南1丁目17番1～6号、大森南1丁目17番18～28 号、大森南1丁目18番1～6号、大森南1丁目18番15～26号、大森南1丁目19～24番、大森南2丁目18・19番、北糀谷1・2丁目、西糀谷1丁目2～11番、西糀谷1丁目12番6～15号、西糀谷1丁目13～20番、西糀谷1丁目21番5～18号、西糀谷1丁目22～30番、西糀谷1丁目31番7～14号、西糀谷2～4丁目、東糀谷1～6丁目","地域包括支援センター糀谷","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰｺｳｼﾞﾔ","03-3741-8861","03-3741-8867","144-0034","大田区西糀谷2-12-1 特別養護老人ホーム糀谷内","35.559563","139.737030","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"22","萩中1～3丁目、羽田1～6丁目、羽田旭町、羽田空港1～3丁目、本羽田1～3丁目","地域包括支援センター羽田","ﾁｲｷﾎｳｶﾂｼｴﾝｾﾝﾀｰﾊﾈﾀﾞ","03-3745-7855","03-3745-7032","144-0044","大田区羽田1-18-13 羽田地域力推進センター２階","35.546703","139.742233","JGD2011","〔平日〕9時～19時／〔土曜日〕9時～17時","","〇","","","","〇",""
"23","区内全域","大田区役所","ｵｵﾀｸﾔｸｼｮ","03-5744-1111（代表）","","144-8621","大田区蒲田5-13-14","35.561337","139.716293","JGD2011","地域包括支援センターの窓口開設時間外（夜間帯、土日等）","","","","","〇","〇","〇"
"24","区内全域","大田区福祉部高齢福祉課","ｵｵﾀｸﾌｸｼﾌﾞｺｳﾚｲﾌｸｼ","03-5744-1268","03-5744-1522","144-8621","大田区蒲田5-13-14","35.561337","139.716293","JGD2011","〔平日〕8時30分～17時","","","","","〇","〇","〇"
"25","区内全域","大田区立消費者生活センター","ｵｵﾀｸﾘﾂｼｮｳﾋｼｬｾｲｶﾂｾﾝﾀｰ","03-3736-7711","03-3737-2936","144-0052","大田区蒲田5-13-26-101","35.562950","139.716553","JGD2011","平日／9時～16時30分","","","","","〇","","〇"
