施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
中部すこやか福祉センター,164-0011,中野区中央３－１９－１,139.674176,35.7004,JGD2011,03-3367-7788
北部すこやか福祉センター,165-0022,中野区江古田４－３１－１０,139.661418,35.724616,JGD2011,03-3389-4321
南部すこやか福祉センター,164-0013,中野区弥生町５－１１－２６,139.668823,35.68808,JGD2011,03-3382-1750
鷺宮すこやか福祉センター,165-0033,中野区鷺宮３－５８－１０,139.639201,35.723543,JGD2011,03-3336-7111
杉並保健所（健康推進課）,167-0051,杉並区荻窪５－２０－１,139.620192,35.702253,JGD2011,03-3391-1355
杉並保健所（生活衛生課）,167-0051,杉並区荻窪５－２０－１,139.620192,35.702253,JGD2011,03-3391-1991
杉並保健所（保健予防課）,167-0051,杉並区荻窪５－２０－１,139.620192,35.702253,JGD2011,03-3391-1025
荻窪保健センター,167-0051,杉並区荻窪５－２０－１,139.620192,35.702253,JGD2011,03-3391-0015
高井戸保健センター,168-0072,杉並区高井戸東３－２０－３,139.620229,35.684972,JGD2011,03-3334-4304
高円寺保健センター,166-0003,杉並区高円寺南３－２４－１５,139.645773,35.701429,JGD2011,03-3311-0116
上井草保健センター,167-0023,杉並区上井草３－８－１９,139.601429,35.719048,JGD2011,03-3394-1212
和泉保健センター,168-0063,杉並区和泉４－５０－６,139.655901,35.682654,JGD2011,03-3313-9331
池袋保健所（地域保健課）,170-0013,豊島区東池袋４－４２－１６,139.72185,35.72778,JGD2011,03-3987-4203
池袋保健所（生活衛生課）,170-0013,豊島区東池袋４－４２－１６,139.72185,35.72778,JGD2011,03-3987-4175
池袋保健所（健康推進課）,170-0013,豊島区東池袋４－４２－１６,139.72185,35.72778,JGD2011,03-3987-4172
長崎健康相談所,171-0051,豊島区長崎２－２７－１８,139.693087,35.729594,JGD2011,03-3957-1191
北区保健所（生活衛生課）,114-0001,北区東十条２－７－３,139.730513,35.763111,JGD2011,03-3919-0376
北区保健所（保健予防課）,114-0001,北区東十条２－７－３,139.730513,35.763111,JGD2011,03-3919-3101
王子健康支援センター,114-0001,北区東十条２－７－３　北区保健所１階,139.730513,35.763111,JGD2011,03-3919-7588
赤羽健康支援センター,115-0044,北区赤羽南１－１３－１　赤羽会館６階,139.723755,35.777728,JGD2011,03-3903-6481
滝野川福祉保健センター,114-0024,北区西ケ原１－１９－１２,139.747571,35.74278,JGD2011,03-3915-0184
荒川区保健所（生活衛生課）,116-8502,荒川区荒川２－１１－１,139.783389,35.737061,JGD2011,03-3802-4216
荒川区保健所（健康推進課）,116-8502,荒川区荒川２－１１－１,139.783389,35.737061,JGD2011,03-3802-4247
荒川区保健所（保健予防課）,116-8502,荒川区荒川２－１１－１,139.783389,35.737061,JGD2011,03-3802-4243
板橋区保健所（健康推進課）,173-8501,板橋区板橋２－６６－１,139.709199,35.75092,JGD2011,03-3579-2302
板橋区保健所（予防対策課）,173-0014,板橋区大山東町３２－１５,139.708091,35.750567,JGD2011,03-3579-2329
板橋区保健所（生活衛生課）,173-0014,板橋区大山東町３２－１５,139.708091,35.750567,JGD2011,03-3579-2332
板橋健康福祉センター,173-0014,板橋区大山東町３２－１５,139.708091,35.750567,JGD2011,03-3579-2333
上板橋健康福祉センター,174-0075,板橋区桜川３－１８－６,139.675532,35.760057,JGD2011,03-3937-1041
赤塚健康福祉センター,175-0092,板橋区赤塚１－１０－１３,139.647162,35.772107,JGD2011,03-3979-0511
志村健康福祉センター,174-0046,板橋区蓮根２－５－５,139.677173,35.781171,JGD2011,03-3969-3836
高島平健康福祉センター,175-0082,板橋区高島平３－１３－２８,139.659319,35.788142,JGD2011,03-3938-8621
練馬区保健所（生活衛生課）,176-8501,練馬区豊玉北６－１２－１,139.651671,35.735573,JGD2011,03-5984-2483
練馬区保健所（保健予防課）,176-8501,練馬区豊玉北６－１２－１,139.651671,35.735573,JGD2011,03-5984-1017
豊玉保健相談所,176-0012,練馬区豊玉北５－１５－１９,139.654851,35.736014,JGD2011,03-3992-1188
北保健相談所,179-0081,練馬区北町８－２－１１,139.651376,35.763961,JGD2011,03-3931-1347
光が丘保健相談所,179-0072,練馬区光が丘２－９－６,139.629589,35.759486,JGD2011,03-5997-7722
石神井保健相談所,177-0041,練馬区石神井町７－３－２８,139.601328,35.74452,JGD2011,03-3996-0634
大泉保健相談所,178-0061,練馬区大泉学園町５－８－８,139.586631,35.767045,JGD2011,03-3921-0217
関保健相談所,177-0052,練馬区関町東１－２７－４,139.5813,35.726538,JGD2011,03-3929-5381
足立保健所（生活衛生課）,120-0011,足立区中央本町１－５－３,139.803976,35.771103,JGD2011,03-3880-5361
足立保健所（感染症対策課）,120-0011,足立区中央本町１－５－３,139.803906,35.771079,JGD2011,03-3880-5372
足立保健所（中央本町地域・保健総合支援課）,120-0011,足立区中央本町１－５－３,139.803976,35.771103,JGD2011,03-3880-5351
足立保健所（衛生試験所）,120-0011,足立区中央本町１－５－３,139.803976,35.771103,JGD2011,03-3880-5370
竹の塚保健センター,121-0822,足立区西竹の塚１－１１－２　エミエルタワー竹の塚２階,139.789671,35.79352,JGD2011,03-3855-5082
江北保健センター,123-0845,足立区西新井本町２－３０－４０,139.771665,35.775921,JGD2011,03-3896-4004
千住保健センター,120-0036,足立区千住仲町１９－３,139.801617,35.746346,JGD2011,03-3888-4277
東部保健センター,120-0001,足立区大谷田３－１１－１３,139.842459,35.779467,JGD2011,03-3606-4171
葛飾区保健所（地域保健課）,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1231
葛飾区保健所（生活衛生課）,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1242
葛飾区保健所（健康づくり課）,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1268
葛飾区保健所（保健予防課）,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1274
青戸保健センター,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1284
金町保健センター,125-0042,葛飾区金町４－１８－１９,139.865057,35.764635,JGD2011,03-3607-4141
新小岩保健センター,124-0025,葛飾区西新小岩４－２１－１２,139.852227,35.721687,JGD2011,03-3696-3781
水元保健センター,125-0033,葛飾区東水元１－７－３,139.867526,35.778847,JGD2011,03-3627-1911
江戸川保健所（生活衛生課）,133-0052,江戸川区東小岩３－２３－３,139.893965,35.733873,JGD2011,03-3658-3177
江戸川保健所（保健予防課）,132-8507,江戸川区中央４－２４－１９,139.868262,35.709623,JGD2011,03-5661-2464
中央健康サポートセンター,132-8507,江戸川区中央４－２４－１９,139.868262,35.709623,JGD2011,03-5661-2467
小岩健康サポートセンター,133-0052,江戸川区東小岩３－２３－３,139.893965,35.733873,JGD2011,03-3658-3171
東部健康サポートセンター,132-0011,江戸川区瑞江２－５－７,139.897643,35.694019,JGD2011,03-3678-6441
清新町健康サポートセンター,134-0087,江戸川区清新町１－３－１１,139.855773,35.662897,JGD2011,03-3878-1221
葛西健康サポートセンター,134-0083,江戸川区中葛西３－１０－１,139.86958,35.665925,JGD2011,03-3688-0154
鹿骨健康サポートセンター,133-0073,江戸川区鹿骨１－５５－１０,139.890588,35.709728,JGD2011,03-3678-8711
小松川健康サポートセンター,132-0034,江戸川区小松川３－６－１,139.848617,35.696298,JGD2011,03-3683-5531
なぎさ健康サポートセンター,134-0085,江戸川区南葛西７－１－２７,139.8813,35.645633,JGD2011,03-5675-2515
