"年月[西暦]","収受日","業態","届出種類","施設名称","施設所在地","施設方書","施設電話番号","許可番号","業態廃止日"
"202404","2024/4/12","高度管理医療機器販売業・貸与業","廃止","フェリカポケットマーケティング株式会社","東京都港区西新橋三丁目2番1号","Daiwa西新橋ビル8階","03-6452-8800","4港み生機器第265号","2024/4/10"
"202404","2024/4/23","高度管理医療機器販売業・貸与業","廃止","麻布薬局","東京都港区東麻布一丁目25番3号","第2富田ビル7階","03-6277-8340","5港み生機器第63号","2024/2/4"
"202404","2024/4/3","高度管理医療機器販売業・貸与業","廃止","富士通Ｊａｐａｎ株式会社　汐留シティセンター","東京都港区東新橋一丁目5番2号","汐留シティセンター","03-6252-2572","2港み生機器第168号","2024/3/31"
"202404","2024/4/18","高度管理医療機器販売業・貸与業","廃止","グローバスメディカル株式会社","東京都港区東新橋二丁目3番3号","ルオーゴ汐留","03-6402-3311","3港み生機器第82号","2024/4/15"
"202404","2024/4/1","高度管理医療機器販売業・貸与業","廃止","有限会社　吉田オプティクス","東京都港区南青山一丁目1番1号","新青山ビル西館","03-3475-1777","4港み生機器第181号","2024/3/31"
"202404","2024/4/18","高度管理医療機器販売業・貸与業","廃止","グルエット株式会社","東京都港区南青山二丁目22番14号","フォンテ青山505",,"29港み生機器第139号","2023/11/9"
"202404","2024/4/18","高度管理医療機器販売業・貸与業","廃止","株式会社ピーディーエス","東京都港区南青山七丁目5番16号","第2高樹町ハイツ303","03-6427-4256","29港み生機器第226号","2024/4/6"
"202404","2024/4/18","高度管理医療機器販売業・貸与業","廃止","株式会社Ｓｉｅｍｐｒｅｙ","東京都港区南青山七丁目13番13‐301号",,,"30港み生機器第3号","2024/4/9"
"202404","2024/4/4","高度管理医療機器販売業・貸与業","廃止","株式会社エース","東京都港区六本木一丁目6番1号","泉ガーデンタワー37階","03-6280-3140","30港み生機器第122号","2024/3/31"
"202404","2024/4/18","高度管理医療機器販売業","廃止","エアバス・ヘリコプターズ・ジャパン株式会社","東京都港区六本木六丁目10番1号",,,"30港み生機器第18号","2024/4/15"
"202405","2024/5/28","高度管理医療機器販売業・貸与業","廃止","三菱ＨＣキャピタル株式会社　赤坂オフィス","東京都港区赤坂五丁目2番20号","赤坂パークビル","03-6893-4101","30港み生機器第60号","2024/5/24"
"202405","2024/5/15","高度管理医療機器販売業","廃止","株式会社美健インターナショナル","東京都港区赤坂六丁目9番13号","FLEG赤坂301","03-3505-3988","30港み生機器第46号","2024/5/15"
"202405","2024/5/1","高度管理医療機器販売業・貸与業","廃止","株式会社ライフリンクス","東京都港区麻布台一丁目1番3号","日藤ビル","03-6459-1851","29港み生機器第218号","2024/5/13"
"202405","2024/5/29","高度管理医療機器販売業・貸与業","廃止","株式会社ヤマダイ","東京都港区芝二丁目12番15号","芝・大一ビル","03-3453-8824","3港み生機器第162号","2024/5/17"
"202405","2024/5/27","高度管理医療機器販売業・貸与業","廃止","株式会社ＤＩＣ","東京都港区虎ノ門一丁目2番3号","虎ノ門清和ビル","03-5501-2995","30港み生機器第36号","2024/5/27"
"202405","2024/5/20","高度管理医療機器販売業・貸与業","廃止","三菱オートリース株式会社　日立営業部門","東京都港区西新橋一丁目3番1号","西新橋スクエア","050-3816-2132","4港み生機器第338号","2024/5/1"
"202405","2024/5/14","高度管理医療機器販売業・貸与業","廃止","株式会社ダテ・メディカルサービス","東京都港区東新橋二丁目10番7号-303",,"03-6453-0237","31港み生機器第21号","2024/4/18"
"202405","2024/5/24","高度管理医療機器販売業・貸与業","廃止","レネロファーマ株式会社","東京都港区南麻布五丁目10番24号","第二佐野ビル2F","03-6277-0897","3港み生機器第42号","2023/9/1"
"202405","2024/5/16","高度管理医療機器販売業・貸与業","廃止","株式会社ＴＨＣビューティーコーポレーション","東京都港区六本木六丁目11番2号","六本木ヒルズゲートタワー1002号室","03-3478-7433","30港み生機器第39号","2024/5/15"
"202406","2024/5/31","高度管理医療機器販売業・貸与業","廃止","有限会社ＨＡＬＹ　ＥＮＴＥＲＰＲＩＳＥ","東京都港区赤坂六丁目6番21号",,,"第4501030500019号","2024/6/13"
"202406","2024/5/30","高度管理医療機器販売業・貸与業","廃止","株式会社ユニバーサルプランニング","東京都港区新橋二丁目9番7号","K-16ビル8階","03-3591-0075","第4501031300024号","2024/6/4"
"202406","2024/6/17","高度管理医療機器販売業","廃止","ミネドラッグ　新橋店","東京都港区新橋二丁目16番1号","ニュー新橋ビル112号","03-3500-1340","4港み生機器第28号","2024/4/20"
"202406","2024/6/3","高度管理医療機器販売業・貸与業","廃止","積水リース株式会社　東京支店","東京都港区西新橋一丁目3番1号","西新橋スクエア8階","03-6738-6340","2港み生機器第47号","2024/6/2"
"202406","2024/6/7","高度管理医療機器販売業・貸与業","廃止","株式会社進興メディカルサポート","東京都港区西新橋二丁目39番3号","SVAX西新橋ビル","03-5408-5657","5港み生機器第99号","2024/3/31"
"202406","2024/6/24","高度管理医療機器販売業","廃止","ＡＫ４－ＭＥＤＩＣＡＬ株式会社","東京都港区六本木七丁目15番10号","A7ビル5F","03-6721-1109","2港み生機器第177号","2024/6/6"
"202407","2024/7/12","高度管理医療機器販売業・貸与業","廃止","メディコム・ファシリティ株式会社","東京都港区愛宕二丁目5番1号","愛宕グリーンヒルズMORIタワー","03-5472-1366","5港み生機器第234号","2024/7/1"
"202407","2024/7/8","高度管理医療機器販売業・貸与業","廃止","シミックソリューションズ株式会社","東京都港区芝浦一丁目1番1号","浜松町ビルディング","03-6779-8239","3港み生機器第219号","2024/5/31"
"202407","2024/7/1","高度管理医療機器販売業","廃止","有限会社高輪コンタクトレンズ","東京都港区高輪二丁目16番36号",,"03-3473-1068","4港み生機器第262号","2024/6/30"
"202407","2024/7/19","高度管理医療機器販売業","廃止","中川薬局","東京都港区三田二丁目7番9号","サニークレスト三田1階","03-5427-6728","4港み生機器第304号","2024/7/10"

"高度管理医療機器販売・貸与業廃止休止一覧(令和6年7月31日現在)","Ver202407",,,,,,,,
