地域階層,地域コード,地域,総数／計（人）,総数／男（人）,総数／女（人）,29日以下／計（人）,29日以下／男（人）,29日以下／女（人）,30～59日／計（人）,30～59日／男（人）,30～59日／女（人）,60～99日／計（人）,60～99日／男（人）,60～99日／女（人）,100～149日／計（人）,100～149日／男（人）,100～149日／女（人）,150～199日／計（人）,150～199日／男（人）,150～199日／女（人）,200～249日／計（人）,200～249日／男（人）,200～249日／女（人）,250日以上／計（人）,250日以上／男（人）,250日以上／女（人）
4,13221,清瀬市,414,225,189,31,12,19,34,14,20,21,8,13,32,13,19,25,9,16,61,24,37,210,145,65
4,13222,東久留米市,448,249,199,41,15,26,43,22,21,35,8,27,51,22,29,50,27,23,63,37,26,165,118,47
4,13223,武蔵村山市,331,183,148,45,17,28,35,16,19,41,16,25,43,19,24,51,30,21,46,28,18,70,57,13
4,13224,多摩市,60,37,23,12,9,3,3,2,1,6,2,4,10,4,6,4,3,1,7,4,3,18,13,5
4,13225,稲城市,429,238,191,62,34,28,50,18,32,44,17,27,52,19,33,49,19,30,51,30,21,121,101,20
4,13227,羽村市,140,81,59,16,5,11,21,12,9,14,4,10,15,8,7,18,12,6,13,7,6,43,33,10
4,13228,あきる野市,378,225,153,79,33,46,52,33,19,34,18,16,24,13,11,33,19,14,27,17,10,129,92,37
4,13229,西東京市,393,204,189,42,12,30,34,12,22,40,17,23,29,7,22,47,26,21,46,26,20,155,104,51
1,13550,町村部,1121,655,466,144,60,84,104,59,45,86,45,41,109,52,57,144,84,60,123,68,55,411,287,124
2,13300,西多摩郡,362,210,152,74,26,48,49,29,20,28,16,12,18,9,9,31,17,14,29,17,12,133,96,37
4,13303,瑞穂町,254,146,108,49,17,32,30,17,13,14,6,8,11,6,5,23,11,12,27,15,12,100,74,26
4,13305,日の出町,102,60,42,24,9,15,16,9,7,14,10,4,7,3,4,6,5,1,2,2,-,33,22,11
4,13307,檜原村,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
4,13308,奥多摩町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13350,島部,759,445,314,70,34,36,55,30,25,58,29,29,91,43,48,113,67,46,94,51,43,278,191,87
3,13360,大島支庁,189,108,81,16,8,8,14,8,6,17,10,7,17,9,8,19,10,9,26,11,15,80,52,28
4,13361,大島町,105,64,41,5,3,2,3,2,1,4,2,2,7,4,3,10,5,5,16,6,10,60,42,18
4,13362,利島村,51,29,22,10,5,5,7,4,3,11,6,5,7,5,2,6,3,3,5,3,2,5,3,2
4,13363,新島村,18,10,8,-,-,-,3,1,2,1,1,-,3,-,3,3,2,1,4,2,2,4,4,-
4,13364,神津島村,15,5,10,1,-,1,1,1,-,1,1,-,-,-,-,-,-,-,1,-,1,11,3,8
3,13380,三宅支庁,55,30,25,9,4,5,4,3,1,4,2,2,11,4,7,6,3,3,8,5,3,13,9,4
4,13381,三宅村,39,22,17,2,1,1,1,1,-,3,1,2,8,3,5,6,3,3,6,4,2,13,9,4
4,13382,御蔵島村,16,8,8,7,3,4,3,2,1,1,1,-,3,1,2,-,-,-,2,1,1,-,-,-
3,13400,八丈支庁,459,275,184,42,22,20,36,18,18,31,12,19,56,27,29,83,52,31,56,34,22,155,110,45
4,13401,八丈町,454,271,183,42,22,20,35,17,18,31,12,19,53,25,28,83,52,31,56,34,22,154,109,45
4,13402,青ケ島村,5,4,1,-,-,-,1,1,-,-,-,-,3,2,1,-,-,-,-,-,-,1,1,-
3,13420,小笠原支庁,56,32,24,3,-,3,1,1,-,6,5,1,7,3,4,5,2,3,4,1,3,30,20,10
4,13421,小笠原村,56,32,24,3,-,3,1,1,-,6,5,1,7,3,4,5,2,3,4,1,3,30,20,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
2020年農林業センサス,,,,,,,,,,,,,,,,,,,,,,,,,,
第29表　区市町村、自営農業従事日数階層、男女別の農業従事者数（個人経営体）（農業経営体）,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都総数　1：区部・市部・町村部　2：西多摩郡・島部　3：支庁　4：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,
