"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202206","株式会社報知新聞社診療所","東京都港区港南四丁目6番49号",,"2022/5/31","35.626717","139.750656"
"202206","いわたにクリニック","東京都港区芝五丁目13番14号","THE GATE MITA 5階","2022/5/31","35.649132","139.744985"
"202206","フィデスレディースクリニック新橋","東京都港区新橋一丁目5番5号","グランベル銀座ビル2 10階","2022/5/22","35.667631","139.760077"
"202206","スピカクリニック","東京都港区西麻布一丁目11番6号","ホテル&レジデンス六本木1008号室","2022/6/4","35.660346","139.724609"
"202206","きらぼし銀行健康管理室","東京都港区南青山三丁目10番43号","3階","2022/6/2","35.666566","139.714362"
"202206","ＯＫＵＮＯ　ＣＬＩＮＩＣ　東京　表参道","東京都港区南青山五丁目6番26号","青山246ビル3階","2022/5/31","35.663998","139.711929"
"202206","六本木クリニック","東京都港区六本木五丁目1番4号","六和ビル5階","2022/4/15","35.662738","139.732960"
"202207","関東ＩＴソフトウェア健康保険組合職域接種会場・山王","東京都港区赤坂二丁目5番6号",,"2022/6/25","35.672787","139.73973"
"202207","コカ・コーラボトラーズジャパン（株）赤坂診療所","東京都港区赤坂六丁目1番20号","国際赤坂ビル西館6階/7階","2022/3/27","35.671697","139.736055"
"202207","インディバークリニック","東京都港区海岸三丁目26番1号","バーク芝浦ビル5階","2022/6/30","35.645293","139.758639"
"202207","愛宕クリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル302号","2022/7/1","35.666423","139.757358"
"202207","新橋駅前眼科皮膚科","東京都港区新橋二丁目19番10号","新橋マリンビル3階","2022/6/30","35.666847","139.759418"
"202207","麻布皮フ科クリニック","東京都港区南麻布四丁目14番6号","プレシャス18 6階","2022/7/15","35.646480","139.725542"
"202207","ＡＬＳＯＫ職域接種診療所","東京都港区元赤坂一丁目6番6号","安全ビル3階","2022/6/30","35.678234","139.733350"
"202208","ＣＺＥＮ　ＳＫＩＮ　ＣＬＩＮＩＣ","東京都港区麻布十番三丁目11番11号","airビル4階・5階","2022/7/31","35.652722","139.735184"
"202208","医療法人社団港風会　みなと整形外科内科クリニック","東京都港区芝浦二丁目17番13号","保坂興産ビル1階","2022/8/18","35.644813","139.751932"
"202208","ＤＮ画像診断クリニック東京","東京都港区芝大門二丁目5番5号","住友芝大門ビル6階","2022/8/1","35.655332","139.754088"
"202208","ウスイ内科クリニック","東京都港区西麻布三丁目2番21号","センチュリオン六本木タワー5階","2022/7/31","35.658546","139.727461"
"202208","グローバルビューティークリニック　東京院","東京都港区元麻布一丁目2番2号","Hill Point Motoazabu 1階","2022/7/31","35.654798","139.73242"
"202208","六本木整形外科・内科クリニック","東京都港区六本木七丁目14番11号","メトロシティ六本木7階","2022/7/31","35.663195","139.731574"
"202208","新六本木クリニック","東京都港区六本木七丁目15番17号","ユニ六本木ビル6階D号室、E号室","2022/8/15","35.662292","139.729638"
"202208","赤須医院","東京都港区六本木七丁目18番12号","シーボンクィーンビル4階","2022/8/25","35.662037","139.728965"
"202209","フォレストタワー健康相談クリニック","東京都港区愛宕二丁目3番1号","愛宕グリーンヒルズフォレストタワー41階","2022/8/31","35.663424","139.748999"
"202209","ラファエル","東京都港区海岸三丁目24番18号","ラシクラスEX 東京ベイ901号","2022/9/20","35.645356","139.756723"
"202209","表参道ＧＬＰクリニック","東京都港区北青山三丁目6番19号","三和実業表参道ビル5階","2022/9/27","35.664514","139.711432"
"202209","みなと芝クリニック","東京都港区芝二丁目12番1号","桑山ビル2階","2022/9/28","35.651644","139.752497"
"202209","昭和電工株式会社　本社診療所","東京都港区芝公園二丁目11番11号","芝公園2丁目ビル7階","2022/9/15","35.654304","139.752471"
"202209","ｂｉｏｔｏｐｅ　ｃｌｉｎｉｃ　白金","東京都港区白金台四丁目9番10号","白金台グリーン・リーブス2階","2022/8/19","35.637364","139.724076"
"202209","ＩＱＶＩＡサービシーズジャパングループ職域接種会場","東京都港区高輪四丁目10番18号","京急第1ビル8階","2022/9/30","35.628707","139.736861"
"202209","ＭＡＳＡＫＩクリニック","東京都港区三田二丁目17番29号","オーロラ三田302号","2022/5/1","35.647463","139.740120"
"202209","田町三田やまうち眼科","東京都港区三田三丁目1番10号","三田マルハチビルヂング4階","2022/9/23","35.64778","139.744097"
"202209","Ｍｅｎ’ｓ　Ｃｌａｒａ　Ｃｌｉｎｉｃ","東京都港区南青山五丁目3番25号","オウビルB1F・1F・2F","2022/8/31","35.663472","139.714581"
"202210","東桜クリニック　赤坂見附","東京都港区赤坂四丁目2番1号","JFBビル2階","2022/9/20","35.675182","139.735443"
"202210","インターナショナルヘルスケアクリニック","東京都港区新橋二丁目10番5号","末吉ビル3階","2022/9/30","35.666967","139.755649"
"202210","医療法人社団ゆうあい会　ゆうあいクリニック台場","東京都港区台場二丁目2番4号",,"2022/10/1","35.630093","139.780657"
"202210","バイオタッチメディカルクリニック","東京都港区高輪二丁目16番49号",,"2022/9/30","35.638783","139.738808"
"202210","六本木　柴眼科","東京都港区六本木一丁目7番28号","落合麻布台ビル201号室","2022/9/30","35.663999","139.738898"
"202211","美容皮膚科　さくらクリニック表参道院","東京都港区北青山三丁目13番12号","オムニクォータービル2階","2022/10/31","35.663955","139.709301"
"202211","兼松株式会社診療センター","東京都港区芝浦一丁目2番1号","シーバンスN館23階","2022/11/17","35.649921","139.756897"
"202211","高輪こころのクリニック","東京都港区高輪三丁目25番27号","510","2022/11/30","35.631074","139.737800"
"202211","虎ノ門中村クリニック","東京都港区虎ノ門三丁目10番4号","虎ノ門ガーデン103","2022/10/31","35.664775","139.74772"
"202211","かもみーる心のクリニック","東京都港区虎ノ門三丁目18番6号","朝日虎ノ門マンション311号室","2022/10/31","35.663303","139.746642"
"202211","医療法人社団愛燦会　青山からだのクリニック","東京都港区南青山四丁目10番14号","アルファゾーンビル1階","2022/10/16","35.666272","139.717055"
"202212","医療法人社団桜寿会　青山ＹＣクリニック","東京都港区北青山三丁目5番40号","Y.Cビル2 301号室","2022/11/30","35.666756","139.711733"
"202212","ゆりクリニック","東京都港区芝五丁目31番15号","センチュリー三田ビル6階・4階","2022/11/30","35.646682","139.746302"
"202212","品川プリンスホテル　医務室","東京都港区高輪四丁目10番30号","メインタワー6階641","2022/12/22","35.627534","139.736622"
"202212","表参道ヘレネ内科クリニック","東京都港区南青山五丁目12番2号","倉澤ビル8階","2022/12/20","35.661699","139.713018"
"202212","医療法人社団熊貴会　ＹＫ　ＢＥＬＬＥＳ　ＣＬＩＮＩＣ","東京都港区六本木六丁目1番26号","六本木天城ビル3階","2022/11/30","35.662959","139.732196"
"202301","東京ブランシェクリニック","東京都港区麻布十番一丁目5番18号","カートブラン麻布十番7階","2022/12/31","35.656595","139.733809"
"202301","芝大門浜松町眼科","東京都港区芝大門二丁目4番5号","芝ダイヤハイツ1階","2023/1/6","35.656307","139.754120"
"202301","虎ノ門リウマチ膠原病内科","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル1階","2022/12/31","35.670054","139.750888"
"202301","医療法人社団新中医東文中醫クリニック・新橋","東京都港区西新橋一丁目5番9号","TSビル5階","2022/12/31","35.668188","139.751892"
"202301","日野原記念クリニック","東京都港区三田三丁目12番12号","笹川記念会館11階","2022/12/31","35.642392","139.742467"
"202301","青山スキンクリニック","東京都港区南青山三丁目13番1号","小林ビル6階","2022/12/29","35.665974","139.713638"
"202301","南青山スキンケアクリニック","東京都港区南青山五丁目14番7号","アヴァン南青山地下1階","2022/12/31","35.660355","139.713197"
"202301","ＣＬＩＮＩＣ　ｂｙ　Ｅ","東京都港区元麻布一丁目2番13号","元麻布ガーデン2階","2023/1/14","35.655087","139.734028"
"202302","麻布十番メンタルケアクリニック","東京都港区麻布十番二丁目8番17号","斉藤ビル302号室","2023/1/31","35.655677","139.733925"
"202302","クリニック　ドクターメンタル","東京都港区芝五丁目27番5号","山田ビル201号室","2023/2/22","35.647121","139.746323"
"202302","ＬｏｎａＬｏｎａＣＬＩＮＩＣ","東京都港区新橋三丁目7番7号","Tビル2階・3階","2023/1/4","35.665354","139.754776"
"202302","韓日文化交流センター職域接種診療所","東京都港区南麻布一丁目7番32号","韓国中央会館8階 会議室","2023/2/7","35.651541","139.736986"
"202302","ＡＬＳＯＫ職域接種診療所","東京都港区元赤坂一丁目6番6号","安全ビル3階","2023/2/20","35.678234","139.733350"
"202302","東京ウィメンズ・クリニック","東京都港区六本木六丁目1番20号","六本木電気ビル2階","2023/1/11","35.662411","139.731304"
"202302","表参道メディカルクリニック　六本木院","東京都港区六本木六丁目1番26号","天城ビル8階","2022/12/31","35.662959","139.732196"
"202302","医療法人社団　祐優会　Ｏｋｕｎｏ　Ｃｌｉｎｉｃ．　六本木ミッドタウン前","東京都港区六本木七丁目8番4号","銀嶺ビル4階","2022/12/31","35.665196","139.729568"
"202302","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","2022/12/31","35.663342","139.731853"
"202303","医療法人社団江仁会　赤坂見附皮膚科クリニック","東京都港区赤坂三丁目9番18号","BIC赤坂ビル5階","2023/1/31","35.677553","139.736163"
"202303","おおたけ消化器内科クリニック","東京都港区赤坂六丁目3番20号","HATビル4階","2023/3/18","35.671452","139.735714"
"202303","ダリア銀座スキンクリニック","東京都港区新橋一丁目5番5号","グランベル銀座ビル2 4階","2023/2/28","35.667631","139.760077"
"202303","横浜ゴム健康保険組合診療所","東京都港区新橋五丁目36番11号","浜ゴムビル9階","2023/2/28","35.663094","139.75283"
"202303","アイビークリニック虎ノ門","東京都港区虎ノ門一丁目8番8号",,"2023/2/28","35.669092","139.751082"
"202303","富永クリニック眼科","東京都港区西新橋一丁目3番1号","西新橋スクエア3階304区画","2023/2/28","35.668933","139.754666"
"202303","三井化学株式会社本社健康管理室","東京都港区東新橋一丁目5番2号","汐留シティセンター19階","2023/3/21","35.665497","139.760881"
"202303","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","2023/2/28","35.663342","139.731853"

"診療所廃止一覧(令和5年3月31日現在)","Ver202303",,,,,
