"介護サービス","事業所名","所在地","電話番号","緯度","経度"
"居宅介護支援","シティインデックスホスピタリティ居宅介護支援事業所","東京都港区白金六丁目16番6号 ザ・レジデンス白金スイート4階","03-5449-7575","35.643241","139.722654"
"居宅介護支援","Ｋ港ステーション","東京都港区白金台二丁目23番4号","03-3444-1743","35.633094","139.729062"
"居宅介護支援","アーコレードケアプランセンター","東京都港区白金台三丁目2番16号 カーサ・デ・ベンターナ102","03-5860-2650","35.637691","139.727346"
"居宅介護支援","浅野ケアマネステーション","東京都港区白金台五丁目13番31号-2A","03-3443-4450","35.637945","139.722195"
"居宅介護支援","あひる介護","東京都港区芝浦一丁目14番13号 シャンティ・イトー404","03-6450-3001","35.647038","139.752445"
"居宅介護支援","エンジェルケアプラン","東京都港区芝浦二丁目17番2号 田町竹芝ハイツ201","03-3455-5300","35.645461","139.753369"
"居宅介護支援","キヨタケアプランセンターみなと","東京都港区芝浦四丁目3番4号 田町きよたビル3階","03-5439-6322","35.639659","139.744015"
"居宅介護支援","ベル・ハートサポート","東京都港区芝浦四丁目9番18号 グランドパレス田町316","03-6426-8891","35.639745","139.747121"
"居宅介護支援","ＧＴＬケアプランセンター　芝浦アイランド","東京都港区芝浦四丁目20番4号","03-3798-4403","35.638835","139.751832"
"居宅介護支援","ケアサポートセンターみたて","東京都港区港南四丁目5番3号 都営港南四丁目アパート3","03-5783-5120","35.626636","139.746518"
"訪問介護","訪問介護事業所　くるみ","東京都港区芝一丁目9番2号-303","03-6823-8612","35.651432","139.754784"
"訪問介護","ヘルパーステーション　あんしんサイト","東京都港区芝一丁目10番11号 コスモ金杉橋ビル9階","03-6435-0791","35.651349","139.754227"
"訪問介護","港ケア・メイト","東京都港区芝二丁目5番28号 芝公園住宅101","03-5476-9601","35.652711","139.750849"
"訪問介護","ポム","東京都港区芝二丁目27番8号 芝マンション403","03-5419-6970","35.650576","139.753329"
"訪問介護","あおぞら港事業所","東京都港区芝五丁目13番5号 F・D三田ビル1階","03-5484-1195","35.649423","139.745265"
"訪問介護","エリーズセンドケア","東京都港区芝五丁目20番7号 グランドメゾン三田210","03-3456-2477","35.647769","139.747132"
"訪問介護","快活介護センター","東京都港区東新橋二丁目10番10号-714","03-6457-1915","35.661190","139.756224"
"訪問介護","コスモスケアステーション","東京都港区新橋六丁目5番4号 DIKマンション新橋701","03-5405-1910","35.662105","139.754390"
"訪問介護","訪問介護ステーションさくら川","東京都港区新橋六丁目19番2号","03-3433-0184","35.661359","139.753850"
"訪問介護","こめつつじ会訪問介護事業所","東京都港区三田一丁目3番44号 ラクラス麻布十番1階002","03-6665-8922","35.654670","139.741931"
"訪問介護","ミライエ　ケア","東京都港区三田二丁目17番29号 オーロラ三田705","03-6435-1545","35.647463","139.740120"
"訪問介護","トータルケアサービス高輪事業所","東京都港区三田三丁目7番16号 御田八幡ビル1階","03-5427-5835","35.642825","139.741871"
"訪問介護","ケアリッツ神谷町","東京都港区芝公園三丁目5番11号 グリーンビル2-101","03-6441-0875","35.661177","139.748350"
"訪問介護","グッドライフケア訪問介護　港","東京都港区東麻布一丁目7番3号 第二渡邊ビル2階","03-6441-0895","35.657713","139.743549"
"訪問介護","モン・クール","東京都港区東麻布一丁目26番5号-702","03-3505-1073","35.655177","139.744812"
"訪問介護","港区あんしん介護センター","東京都港区麻布台三丁目4番10号 麻布誠工社ビル4階","03-3560-3322","35.660601","139.738878"
"訪問介護","訪問介護事業所　サクラ","東京都港区麻布十番一丁目5番11号 紅梅ハウス502","03-6804-3045","35.656806","139.733763"
"訪問介護","アステイジ","東京都港区麻布十番二丁目16番11号 麻布十番2Aビル202","03-6809-6770","35.654098","139.735365"
"訪問介護","介護ステーションぶらんち","東京都港区麻布十番三丁目6番10号-403","03-6400-5822","35.653220","139.734607"
"訪問介護","セコムケアステーションみなと","東京都港区南麻布二丁目2番13号 麻布ハイプラザ305","03-5444-2021","35.649928","139.736448"
"訪問介護","えがお","東京都港区南麻布二丁目2番13号-702","03-5439-6686","35.649928","139.736448"
"訪問介護","マスヤマケアセンター","東京都港区南麻布二丁目9番17号","03-3446-6652","35.648897","139.734537"
"訪問介護","ケアリッツ麻布","東京都港区西麻布一丁目3番18号 ハレのぐちビル201","03-6447-5211","35.661974","139.726381"
"訪問介護","フジケア麻布ステーション","東京都港区西麻布一丁目15番16号-204","03-3470-2317","35.661870","139.723023"
"訪問介護","ＳＯＭＰＯケア　港　訪問介護","東京都港区六本木三丁目6番14号 六本木不動坂ビル1階","03-5575-5701","35.663210","139.735727"
"訪問介護","ドリームメット","東京都港区六本木三丁目15番2号 ライオンズマンション六本木第3-105","03-6435-5692","35.662979","139.735328"
"訪問介護","８８ヘルパーステーション","東京都港区六本木三丁目16番35号 イースト六本木704","03-6434-5885","35.662720","139.736632"
"訪問介護","悠々ケア　六本木","東京都港区六本木六丁目5番25号","03-6447-5047","35.661298","139.731204"
"訪問介護","ひなた介護","東京都港区六本木六丁目8番15号 第2五月ビル301","03-5414-1765","35.660709","139.732531"
"訪問介護","ホームインステッド港","東京都港区元赤坂一丁目1番7号 オリエント赤坂モートサイド809","03-5843-1705","35.678121","139.734587"
"訪問介護","山王介護センター","東京都港区赤坂二丁目10番16号-4階A","03-6435-5022","35.670661","139.741512"
"訪問介護","緑祥","東京都港区赤坂六丁目4番17号","03-3585-4467","35.670343","139.734507"
"訪問介護","ヘルパーステーションレッズ","東京都港区赤坂六丁目4番19号 サントミビル1階","03-5797-7253","35.670522","139.734671"
"訪問介護","アイム介護福祉支援センター","東京都港区赤坂七丁目10番9号 第四文成ビル701","03-6807-4882","35.669468","139.732372"
"訪問介護","青山介護ヘルパーズ","東京都港区赤坂八丁目13番24号 赤坂檜町レジデンス107","03-6447-5273","35.669475","139.730915"
"訪問介護","フォーリーフ・ライフケアサービス","東京都港区赤坂九丁目6番30号-303","03-3403-3332","35.666968","139.7286"
"訪問介護","やまぶきケア","東京都港区南青山二丁目27番8号-203","03-6432-9321","35.668980","139.717130"
"訪問介護","Ｃａｒｅｒ訪問介護","東京都港区南青山三丁目4番2号 BASE南青山207","03-6427-1452","35.667500","139.717512"
"訪問介護","エヌエー　ケア　ステーション","東京都港区南青山七丁目8番8号-801","03-6450-6348","35.658995","139.717447"
"訪問介護","ケア２１　南青山","東京都港区南青山七丁目12番9号 スペース朱 102","03-6419-3721","35.658083","139.718488"
"訪問介護","ホスピタルケア白金高輪","東京都港区三田五丁目14番1号","03-6277-0606","35.646053","139.736972"
"訪問介護","たけのこ介護サービス　港","東京都港区高輪二丁目1番2号 高輪ハイツ601","03-6447-7542","35.640594","139.73792"
"訪問介護","フェリス訪問介護","東京都港区高輪二丁目1番11号-119","03-6277-0739","35.639790","139.737660"
"訪問介護","ケアリッツ田町","東京都港区高輪二丁目1番26号 一色ビル3階","03-6275-1025","35.637887","139.73788"
"訪問介護","茜ケアステーション","東京都港区高輪二丁目14番9号 三愛ビル梅館201","03-5422-8971","35.63597","139.738199"
"訪問介護","高輪介護","東京都港区高輪二丁目15番11号 高輪ホワイトマンション609","03-3445-7393","35.637301","139.739057"
"訪問介護","はなみずき","東京都港区高輪二丁目15番31号 高輪グランドパームス204","03-5792-5874","35.636474","139.737980"
"訪問介護","すばる介護センター","東京都港区高輪三丁目2番3号 T323プレイスビル2階","03-5789-2786","35.635561","139.732751"
"訪問介護","ハービー＆マックローリン・陽だまり介護センター","東京都港区高輪三丁目19番23号-702","03-3473-6896","35.632786","139.737566"
"訪問介護","ケアメイト港訪問介護事業所","東京都港区高輪四丁目8番9号 りぶ高輪503","03-6450-2585","35.629080","139.734527"
"訪問介護","稲穂の里","東京都港区高輪四丁目11番24号 ヒルズ高輪B101","03-6432-5889","35.626868","139.736662"
"訪問介護","なないろケアセンター白金","東京都港区白金三丁目1番11号","03-6456-3286","35.646789","139.730122"
"訪問介護","ニチイケアセンターしろかね","東京都港区白金三丁目3番1号","03-5447-1574","35.646418","139.729099"
"訪問介護","はなたばケア","東京都港区白金三丁目9番6号 登坂ビル2階-中","03-6456-2946","35.646092","139.731414"
"訪問介護","シティインデックスホスピタリティ訪問介護事業所","東京都港区白金六丁目16番6号 ザ・レジデンス白金スイート4階","03-5449-7575","35.643241","139.722654"
"訪問介護","訪問介護事業所合同会社ヘルパー屋","東京都港区白金台二丁目7番13号-202 今道マンション","03-6721-7035","35.635068","139.729778"
"訪問介護","Ｋ港ステーション","東京都港区白金台二丁目23番4号","03-3444-1733","35.633094","139.729062"
"訪問介護","ベストケア","東京都港区白金台二丁目26番10号 グリーンオーク高輪台3階","03-5447-8873","35.631785","139.729957"
"訪問介護","アーコレードケアセンター","東京都港区白金台三丁目2番16号 カーサ・デ・ベンターナ102","03-6451-2938","35.637691","139.727346"
"訪問介護","あひる介護","東京都港区芝浦一丁目14番13号 シャンティ・イトー404","03-6450-3001","35.647038","139.752445"
"訪問介護","エンジェルケアプラン","東京都港区芝浦二丁目17番2号 田町竹芝ハイツ201","03-5442-9800","35.645461","139.753369"
"訪問介護","キヨタ芝浦介護サービス","東京都港区芝浦四丁目3番4号 田町きよたビル3階","03-5440-7288","35.639659","139.744015"
"訪問介護","ベル・ハートサポート","東京都港区芝浦四丁目9番18号 グランドパレス田町316","03-6426-8891","35.639745","139.747121"
"訪問介護","ＧＴＬケアサービス芝浦アイランド","東京都港区芝浦四丁目20番4号","03-3798-4403","35.638835","139.751832"
"訪問介護","キューピット","東京都港区海岸三丁目2番9号 サンハイム田町302","03-6877-0584","35.644068","139.755469"
"訪問介護","アクティブ　つるかめ介護","東京都港区海岸三丁目21番9号 ALBA802","03-6459-1666","35.639959","139.757499"
"訪問介護","ファミリーケア　みたて","東京都港区港南四丁目5番3号","03-5463-8616","35.626636","139.746518"
"訪問入浴介護","セントケア浜松町","東京都港区浜松町二丁目2番15号 浜松町ダイヤハイツ203","03-5402-5001","35.655228","139.754847"
"訪問看護","メディカルステーション　くるみ","東京都港区芝一丁目9番2号-303","03-6823-8612","35.651432","139.754784"
"訪問看護","ホームナースステーション　ｉｎ　芝公園","東京都港区芝二丁目26番5号 国見土木ビル202","03-6455-6893","35.650985","139.752291"
"訪問看護","リハビリの風訪問看護ステーション　みなと","東京都港区芝三丁目6番5号","03-6435-4763","35.652135","139.749007"
"訪問看護","おうちナース　プリュム","東京都港区芝三丁目13番1号 MKビル502","03-6435-2215","35.649876","139.753104"
"訪問看護","訪問看護ステーション　ブラキオ","東京都港区芝三丁目17番2号 青木ハイツ401","03-6317-2883","35.652086","139.745464"
"訪問看護","芝診療所","東京都港区新橋六丁目19番21号","03-3432-8701","35.661053","139.753294"
"訪問看護","メディホ訪問看護ステーション三田","東京都港区三田一丁目2番18号 TTD PLAZA 7F","03-6400-5221","35.655056","139.740601"
"訪問看護","済生会三田訪問看護ステーション","東京都港区三田一丁目4番17号 東京都済生会中央病院北棟7階","03-3451-8939","35.653952","139.744086"
"訪問看護","訪問看護ステーション　はなみずき","東京都港区三田二丁目7番7号 ザ・パームス三田502","03-6722-6613","35.651541","139.744326"
"訪問看護","ガイア訪問看護ステーション　港","東京都港区浜松町一丁目19番4号 佐藤ビル1階","03-6435-7940","35.657867","139.756124"
"訪問看護","神谷町訪問看護ステーション","東京都港区虎ノ門三丁目25番3号 芝ロイヤル307","03-6452-9971","35.662401","139.746003"
"訪問看護","プレモ訪問看護リハビリステーション","東京都港区東麻布二丁目29番11号 シャローム東麻布103","03-6441-3917","35.655604","139.741712"
"訪問看護","みる看る訪問看護ステーション","東京都港区南麻布四丁目4番21号-102","03-6450-3307","35.648602","139.723991"
"訪問看護","LCC訪問看護ステーション","東京都港区西麻布一丁目14番2号 疋田ビル202","03-6447-1460","35.661436","139.723572"
"訪問看護","麻布ケア訪問看護ステーション","東京都港区六本木三丁目9番5号-4階","03-3403-3637","35.663695","139.734028"
"訪問看護","ナースステーション東京","東京都港区六本木三丁目15番7号 ドミパルファンビル102","03-5549-2878","35.663024","139.736174"
"訪問看護","８８訪問看護ステーション","東京都港区六本木三丁目16番35号 イースト六本木704","03-6434-5885","35.662720","139.736632"
"訪問看護","悠々ナーシング　六本木","東京都港区六本木六丁目5番25号","03-6447-5290","35.661298","139.731204"
"訪問看護","Ｃａｒｅｒ　訪問看護","東京都港区南青山三丁目4番2号 BASE南青山207","03-5786-2671","35.6675","139.717512"
"訪問看護","青山メディケア訪問看護ステーション","東京都港区南青山七丁目13番6号 青山メディケア1階","03-6450-6799","35.657495","139.717507"
"訪問看護","訪問看護ステーション　おりおん","東京都港区北青山一丁目2番18号 大富外苑コープ6A","03-5772-8675","35.672991","139.722359"
"訪問看護","北青山ＰＳＷ訪問看護ステーション","東京都港区北青山一丁目4番1号","03-4400-2796","35.672414","139.721976"
"訪問看護","訪問看護ステーションみなもと","東京都港区三田四丁目6番3号","03-6456-4968","35.644587","139.738728"
"訪問看護","リハビリ訪問看護ステーション陽花","東京都港区高輪二丁目16番36号 高輪チトセハイツ305","03-6721-7160","35.637948","139.738838"
"訪問看護","東京高輪病院附属訪問看護ステーション","東京都港区高輪三丁目10番11号","03-5447-5114","35.631314","139.731913"
"訪問看護","ハービー＆マックローリン・陽だまり訪問看護ステーション","東京都港区高輪三丁目19番23号-702","03-5791-1435","35.632786","139.737566"
"訪問看護","村上クリニック","東京都港区高輪三丁目21番19号","03-5421-2250","35.632677","139.736112"
"訪問看護","訪問看護ステーション　蒼－ＡＯ－","東京都港区高輪三丁目24番21号 DK品川ビル4階","03-6408-5144","35.632835","139.738052"
"訪問看護","フレアス訪問看護ステーション　リファイン白金高輪","東京都港区白金三丁目10番9号 豊月ハウス1","03-6409-6034","35.645224","139.731105"
"訪問看護","テラナーシングステーション","東京都港区白金三丁目13番7号-303","03-6277-0888","35.645219","139.729059"
"訪問看護","ソフィアメディ訪問看護ステーション白金高輪","東京都港区白金四丁目10番2号","03-5447-3503","35.641893","139.727742"
"訪問看護","訪問看護ステーションいつき～樹～","東京都港区白金六丁目10番11号 白金レジデンス102","03-6432-5354","35.642951","139.724031"
"訪問看護","訪問看護ステーション　ナースであんしん","東京都港区白金台一丁目1番45号-4階","03-5475-7720","35.639892","139.732122"
"訪問看護","サンアイズ訪問看護ステーション","東京都港区白金台二丁目23番4号 3階","03-6277-1725","35.633094","139.729062"
"訪問看護","のぼたん訪問看護ステーション","東京都港区白金台三丁目15番5号-701","03-5447-2265","35.636949","139.724629"
"訪問看護","白金通り在宅ケアセンター訪問看護ステーション","東京都港区白金台四丁目19番20号","03-6450-3717","35.639653","139.722945"
"訪問看護","さわやか訪問看護ステーション","東京都港区白金台五丁目10番13号 メゾンITO地下1階","03-6812-6087","35.641648","139.719801"
"訪問看護","キヨタナースステーションみなと","東京都港区芝浦四丁目3番4号 田町きよたビル3階","03-5440-5512","35.639659","139.744015"
"訪問看護","芝浦アイランド内科クリニック","東京都港区芝浦四丁目20番4号 芝浦アイランドブルームホームズ2階","03-5730-0221","35.638835","139.751832"
"訪問看護","医療法人財団宙麦会　訪問看護ステーションすてら","東京都港区台場一丁目5番4号 トミンハイム台場五番街4号棟202","03-6457-2969","35.630182","139.777937"
"訪問リハビリテーション","みなと風クリニック","東京都港区芝三丁目6番5号 昇岐商事邸2階","03-5730-1207","35.652135","139.749007"
"訪問リハビリテーション","訪問リハビリテーション　新橋ばらの園","東京都港区新橋六丁目19番2号","03-3433-0182","35.661359","139.753850"
"訪問リハビリテーション","古川橋病院","東京都港区南麻布二丁目10番21号","03-6705-6890","35.647968","139.735153"
"訪問リハビリテーション","介護老人保健施設　ルネサンス麻布","東京都港区南麻布二丁目10番21号","03-3453-5015","35.647968","139.735153"
"訪問リハビリテーション","洛和ヴィラサラサ訪問リハビリテーション","東京都港区南麻布四丁目6番1号","03-6408-8676","35.650409","139.726798"
"訪問リハビリテーション","山王病院リハビリテーションセンター","東京都港区赤坂八丁目10番16号","03-3402-0720","35.670661","139.741512"
"訪問リハビリテーション","アットホーム表参道クリニック","東京都港区北青山二丁目12番31号 第3イノセビル地下1階、2階","03-5785-3408","35.670168","139.714953"
"通所介護（デイサービス）","港区立芝高齢者在宅サービスセンター","東京都港区芝三丁目24番5号","03-5232-0848","35.651516","139.748084"
"通所介護（デイサービス）","デイサービス　グッドライフケア汐留","東京都港区東新橋二丁目18番3号 ルネパルティーレ汐留1階","03-3434-7701","35.660706","139.758060"
"通所介護（デイサービス）","デイサービスセンター　新橋さくらの園いきいき","東京都港区新橋六丁目19番2号","03-3433-0185","35.661359","139.753850"
"通所介護（デイサービス）","デイサービスセンター友の里三田","東京都港区三田三丁目7番16号 御田八幡ビル1階","03-5427-5837","35.642825","139.741871"
"通所介護（デイサービス）","港区立虎ノ門高齢者在宅サービスセンター","東京都港区虎ノ門一丁目21番10号","03-3539-3710","35.667905","139.748725"
"通所介護（デイサービス）","港区立南麻布高齢者在宅サービスセンター","東京都港区南麻布一丁目5番26号","03-5232-9672","35.651295","139.735309"
"通所介護（デイサービス）","介護予防機能訓練施設　　エクゼ麻布（総合事業のみ）","東京都港区南麻布二丁目10番21号-6階","03-6835-2592","35.647968","139.735153"
"通所介護（デイサービス）","通所生活介護事業所　洛和デイセンター南麻布","東京都港区南麻布四丁目6番1号-北棟","03-6408-8966","35.650409","139.726798"
"通所介護（デイサービス）","港区立高齢者在宅サービスセンター　サン・サン赤坂","東京都港区赤坂六丁目6番14号","03-5561-7831","35.669759","139.737502"
"通所介護（デイサービス）","港区立北青山高齢者在宅サービスセンター","東京都港区北青山一丁目6番1号","03-5410-3410","35.673644","139.72167"
"通所介護（デイサービス）","ステップリハビリ・高輪","東京都港区高輪三丁目6番23号 エステート高輪101","03-5449-2930","35.633999","139.732212"
"通所介護（デイサービス）","品川フィットネスクラブデイサービスセンター","東京都港区高輪四丁目1番18号","050-3802-3392","35.629197","139.731554"
"通所介護（デイサービス）","ニチイケアセンターしろかね","東京都港区白金三丁目3番1号","03-5447-1572","35.646418","139.729099"
"通所介護（デイサービス）","港区立高齢者在宅サービスセンター　白金の森","東京都港区白金台五丁目20番5号","03-3449-9615","35.637152","139.721938"
"通所介護（デイサービス）","リハの郷　三田","東京都港区芝浦四丁目4番27号 三田ナショナルコート1階","03-5765-5465","35.639527","139.744529"
"通所介護（デイサービス）","港区立高齢者在宅サービスセンター　港南の郷","東京都港区港南三丁目3番23号","03-3450-5571","35.633407","139.749216"
"通所介護（デイサービス）","デイサービスセンター　みたて","東京都港区港南四丁目5番3号 都営港南四丁目アパート3","03-5463-8521","35.626636","139.746518"
"通所介護（デイサービス）","港区立台場高齢者在宅サービスセンター","東京都港区台場一丁目5番5号","03-5531-0520","35.630596","139.778028"
"通所リハビリテーション（デイケア）","通所リハビリテーション　新橋ばらの園","東京都港区新橋六丁目19番2号","03-3433-0196","35.661359","139.753850"
"通所リハビリテーション（デイケア）","ルネサンス麻布　通所リハビリテーション","東京都港区南麻布二丁目10番21号","03-3453-5015","35.647968","139.735153"
"通所リハビリテーション（デイケア）","介護老人保険施設　洛和ヴィラサラサ","東京都港区南麻布四丁目6番1号-北棟","03-6408-8965","35.650409","139.726798"
"通所リハビリテーション（デイケア）","赤坂山王メディカルセンター","東京都港区赤坂四丁目1番26号-W7階","03-6230-3701","35.676499","139.734379"
"通所リハビリテーション（デイケア）","アットホーム表参道クリニック","東京都港区北青山二丁目12番31号 第3イノセビル地下1階、2階","03-3746-8881","35.670168","139.714953"
"短期入所生活介護（ショートステイ）","特別養護老人ホーム　新橋さくらの園","東京都港区新橋六丁目19番2号","03-3433-0183","35.661359","139.753850"
"短期入所生活介護（ショートステイ）","ショートステイ　ありすの杜きのこ南麻布","東京都港区南麻布四丁目6番1号-南棟","03-5739-0585","35.650605","139.726712"
"短期入所生活介護（ショートステイ）","ショートステイ　洛和ヴィラ南麻布","東京都港区南麻布四丁目6番1号-北棟","03-6408-8677","35.650409","139.726798"
"短期入所生活介護（ショートステイ）","特別養護老人ホーム　南麻布シニアガーデン　アリス","東京都港区南麻布四丁目6番13号","03-5843-0975","35.650549","139.727514"
"短期入所生活介護（ショートステイ）","特別養護老人ホーム麻布慶福苑","東京都港区南麻布五丁目1番20号","03-3446-5501","35.653619","139.721931"
"短期入所生活介護（ショートステイ）","特別養護老人ホーム　ベル","東京都港区西麻布四丁目7番2号","03-3499-2823","35.656158","139.72229"
"短期入所生活介護（ショートステイ）","港区立特別養護老人ホーム　サン・サン赤坂","東京都港区赤坂六丁目6番14号","03-5561-7833","35.669759","139.737502"
"短期入所生活介護（ショートステイ）","港区立特別養護老人ホーム　白金の森","東京都港区白金台五丁目20番5号","03-3449-9611","35.637152","139.721938"
"短期入所生活介護（ショートステイ）","港区立特別養護老人ホーム　港南の郷","東京都港区港南三丁目3番23号","03-3450-5571","35.633407","139.749216"
"短期入所療養介護（ショートステイ）","介護老人保健施設　新橋ばらの園","東京都港区新橋六丁目19番2号","03-3433-0182","35.661359","139.753850"
"短期入所療養介護（ショートステイ）","介護老人保健施設　ルネサンス麻布","東京都港区南麻布二丁目10番21号","03-3453-5015","35.647968","139.735153"
"短期入所療養介護（ショートステイ）","介護老人保健施設　洛和ヴィラサラサ","東京都港区南麻布四丁目6番1号-北棟","03-6408-8676","35.650409","139.726798"
"福祉用具貸与・販売","ヤマシタ港営業所","東京都港区三田二丁目10番6号 三田レオマビル3階","03-5730-3000","35.650582","139.744666"
"福祉用具貸与・販売","セントケア　りまいん　浜松町","東京都港区浜松町二丁目2番15号 浜松町ダイヤハイツ203","03-5402-5110","35.655228","139.754847"
"福祉用具貸与・販売","ほのぼのらいふ　東京","東京都港区芝大門一丁目2番9号 ポートビル4階","03-6453-0623","35.659317","139.754368"
"福祉用具貸与・販売","Ｄｅｖｉｅｗ","東京都港区芝大門二丁目3番11号 芝清水ビル2階","03-6809-1280","35.655781","139.753828"
"福祉用具貸与・販売","長門屋商店","東京都港区麻布十番一丁目5番25号","03-3403-5619","35.657156","139.732926"
