区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,525,520,5,1,237,238,-1,-0.4,288,283,5,1.8
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,239,212,27,12.7,93,68,25,36.8,146,144,2,1.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,391,336,55,16.4,155,141,14,9.9,236,195,41,21
〔雇用者の主な産業別内訳〕／医療，福祉,780,790,-10,-1.3,187,184,3,1.6,594,605,-11,-1.8
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,655,566,89,15.7,383,312,71,22.8,271,253,18,7.1
〔非農林業雇用者の従業者規模別内訳〕／総数,7386,7183,203,2.8,4055,3973,82,2.1,3331,3211,120,3.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1765,1729,36,2.1,950,961,-11,-1.1,815,768,47,6.1
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2168,2072,96,4.6,1207,1124,83,7.4,961,949,12,1.3
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2870,2769,101,3.6,1601,1577,24,1.5,1269,1192,77,6.5
〔完全失業率（年齢階級別）(%)〕／総数,2.2,2.4,-0.2,…,2.4,2.9,-0.5,…,1.9,1.9,0,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,2.8,3.9,-1.1,…,3.4,5.2,-1.8,…,2.3,2.4,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,2.5,3.4,-0.9,…,3,3.6,-0.6,…,2,3.2,-1.2,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.1,1.9,0.2,…,2.3,2.9,-0.6,…,1.9,0.8,1.1,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.8,2,-0.2,…,1.7,2,-0.3,…,2,1.9,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2,2.1,-0.1,…,2.4,2.1,0.3,…,1.4,1.8,-0.4,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.4,2.1,0.3,…,2.5,2.7,-0.2,…,2.2,1.2,1,…
〔就業率（%）〕／総数,65.2,64.4,0.8,…,74.1,73.5,0.6,…,56.6,55.7,0.9,…
〔労働力人口比率(%)〕／総数,66.6,66,0.6,…,75.9,75.6,0.3,…,57.7,56.8,0.9,…
,,,,,,,,,,,,
東京の労働力統計データ（令和元年7～9月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
令和元年7～9月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
