年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／男／平成30年４～６月平均,2018,04～06,328,486,511,295,607,153,138,253,195,90,122,186,321
実数／男／平成30年７～９月平均,2018,07～09,338,456,487,282,679,123,135,280,238,68,141,184,312
実数／男／平成30年10～12月平均,2018,10～12,308,455,506,265,588,123,146,231,234,87,162,213,362
実数／男／平成31年・令和元年１～３月平均,2019,01～03,276,494,533,269,597,98,144,241,203,81,146,181,381
実数／男／平成31年・令和元年４～６月平均,2019,04～06,288,461,478,255,625,160,123,276,190,110,164,185,361
実数／男／平成31年・令和元年７～９月平均,2019,07～09,323,495,522,249,610,154,135,263,237,93,155,187,383
実数／男／平成31年・令和元年10～12月平均,2019,10～12,318,433,532,244,616,192,126,252,226,87,181,193,326
実数／女／平成29年平均,2017,,71,201,201,76,600,167,91,150,249,125,193,556,243
実数／女／平成30年平均,2018,,80,185,205,78,617,164,92,150,277,144,183,579,263
実数／女／平成31年・令和元年平均,2019,,85,195,244,76,627,149,97,155,264,144,211,593,275
実数／女／平成29年７～９月平均,2017,07～09,70,184,183,79,624,196,107,134,258,129,174,558,253
実数／女／平成29年10～12月平均,2017,10～12,79,210,199,74,599,156,83,159,236,139,202,605,242
実数／女／平成30年１～３月平均,2018,01～03,85,203,207,70,655,171,88,142,267,132,181,542,272
実数／女／平成30年４～６月平均,2018,04～06,81,185,220,87,569,185,81,183,269,137,195,566,262
実数／女／平成30年７～９月平均,2018,07～09,70,156,208,85,647,142,95,138,283,144,195,605,253
実数／女／平成30年10～12月平均,2018,10～12,83,195,185,69,595,159,103,139,289,163,162,601,264
実数／女／平成31年・令和元年１～３月平均,2019,01～03,90,193,257,75,605,155,94,159,227,142,218,589,293
実数／女／平成31年・令和元年４～６月平均,2019,04～06,85,190,246,81,659,145,88,160,256,137,202,599,257
実数／女／平成31年・令和元年７～９月平均,2019,07～09,84,197,247,73,634,136,95,142,288,146,236,594,271
実数／女／平成31年・令和元年10～12月平均,2019,10～12,82,201,227,74,611,158,110,157,287,153,189,591,277
対前年・対前年同期増減数／男女計／平成29年平均,2017,,0,-13,28,10,51,19,9,17,-20,-5,-11,47,-1
対前年・対前年同期増減数／男女計／平成30年平均,2018,,27,-21,18,5,39,-29,-3,19,43,16,-8,12,38
対前年・対前年同期増減数／男女計／平成31年・令和元年平均,2019,,-14,4,54,-20,6,4,2,13,-19,9,43,7,37
対前年・対前年同期増減数／男女計／平成29年７～９月平均,2017,07～09,-4,-33,21,20,130,49,34,-9,-7,1,-30,9,-23
対前年・対前年同期増減数／男女計／平成29年10～12月平均,2017,10～12,-2,-6,8,1,20,5,-39,7,-61,-5,2,100,32
対前年・対前年同期増減数／男女計／平成30年１～３月平均,2018,01～03,38,40,62,-35,64,23,-28,24,31,12,-16,-9,18
対前年・対前年同期増減数／男女計／平成30年４～６月平均,2018,04～06,36,-41,-5,48,28,4,3,24,5,12,-27,1,77
対前年・対前年同期増減数／男女計／平成30年７～９月平均,2018,07～09,17,-74,2,18,105,-101,-18,40,67,15,33,47,-14
対前年・対前年同期増減数／男女計／平成30年10～12月平均,2018,10～12,17,-12,11,-12,-41,-42,31,-16,70,23,-23,12,72
対前年・対前年同期増減数／男女計／平成31年・令和元年１～３月平均,2019,01～03,-31,-28,78,28,-46,-46,29,25,-59,0,21,33,46
対前年・対前年同期増減数／男女計／平成31年・令和元年４～６月平均,2019,04～06,-36,-20,-5,-47,108,-33,-7,0,-17,19,49,32,35
対前年・対前年同期増減数／男女計／平成31年・令和元年７～９月平均,2019,07～09,-1,81,75,-46,-81,25,-1,-14,5,27,55,-10,89
対前年・対前年同期増減数／男女計／平成31年・令和元年10～12月平均,2019,10～12,9,-16,67,-16,43,68,-12,40,-9,-10,45,-30,-22
対前年・対前年同期増減数／男／平成29年平均,2017,,-9,5,19,5,7,-1,5,8,-6,-7,-20,25,2
対前年・対前年同期増減数／男／平成30年平均,2018,,19,-5,14,3,23,-27,-4,17,15,-4,2,-9,19
対前年・対前年同期増減数／男／平成31年・令和元年平均,2019,,-21,-6,14,-18,-5,19,-3,9,-8,9,15,-9,25
対前年・対前年同期増減数／男／平成29年７～９月平均,2017,07～09,-5,6,19,6,41,13,25,-2,8,-11,-26,19,-12
対前年・対前年同期増減数／男／平成29年10～12月平均,2017,10～12,-18,12,11,-7,21,-13,-24,-22,-3,-12,-19,25,27
対前年・対前年同期増減数／男／平成30年１～３月平均,2018,01～03,21,48,67,-39,-3,3,-22,14,18,-2,-10,-23,3
対前年・対前年同期増減数／男／平成30年４～６月平均,2018,04～06,24,-26,-14,46,50,-17,4,15,-18,-13,-13,-30,37
対前年・対前年同期増減数／男／平成30年７～９月平均,2018,07～09,17,-45,-23,11,82,-47,-7,36,43,0,12,-1,-15
対前年・対前年同期増減数／男／平成30年10～12月平均,2018,10～12,13,3,25,-7,-36,-45,11,4,18,-1,17,16,50
対前年・対前年同期増減数／男／平成31年・令和元年１～３月平均,2019,01～03,-36,-18,28,23,4,-31,23,8,-17,-9,-16,-15,24
対前年・対前年同期増減数／男／平成31年・令和元年４～６月平均,2019,04～06,-40,-25,-33,-40,18,7,-15,23,-5,20,42,-1,40
対前年・対前年同期増減数／男／平成31年・令和元年７～９月平均,2019,07～09,-15,39,35,-33,-69,31,0,-17,-1,25,14,3,71
対前年・対前年同期増減数／男／平成31年・令和元年10～12月平均,2019,10～12,10,-22,26,-21,28,69,-20,21,-8,0,19,-20,-36
対前年・対前年同期増減数／女／平成29年平均,2017,,8,-18,9,5,45,21,5,10,-13,3,9,21,-5
対前年・対前年同期増減数／女／平成30年平均,2018,,9,-16,4,2,17,-3,1,0,28,19,-10,23,20
対前年・対前年同期増減数／女／平成31年・令和元年平均,2019,,5,10,39,-2,10,-15,5,5,-13,0,28,14,12
対前年・対前年同期増減数／女／平成29年７～９月平均,2017,07～09,0,-38,3,14,89,35,10,-7,-16,12,-4,-10,-11
対前年・対前年同期増減数／女／平成29年10～12月平均,2017,10～12,16,-17,-3,8,-2,18,-14,29,-58,7,20,75,5
対前年・対前年同期増減数／女／平成30年１～３月平均,2018,01～03,18,-7,-5,4,67,21,-6,10,12,13,-6,15,15
対前年・対前年同期増減数／女／平成30年４～６月平均,2018,04～06,12,-14,10,1,-22,20,-1,9,23,24,-14,31,40
対前年・対前年同期増減数／女／平成30年７～９月平均,2018,07～09,0,-28,25,6,23,-54,-12,4,25,15,21,47,0
対前年・対前年同期増減数／女／平成30年10～12月平均,2018,10～12,4,-15,-14,-5,-4,3,20,-20,53,24,-40,-4,22
対前年・対前年同期増減数／女／平成31年・令和元年１～３月平均,2019,01～03,5,-10,50,5,-50,-16,6,17,-40,10,37,47,21
対前年・対前年同期増減数／女／平成31年・令和元年４～６月平均,2019,04～06,4,5,26,-6,90,-40,7,-23,-13,0,7,33,-5
対前年・対前年同期増減数／女／平成31年・令和元年７～９月平均,2019,07～09,14,41,39,-12,-13,-6,0,4,5,2,41,-11,18
対前年・対前年同期増減数／女／平成31年・令和元年10～12月平均,2019,10～12,-1,6,42,5,16,-1,7,18,-2,-10,27,-10,13
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成31年・令和元年10～12月平均）,,,,,,,,,,,,,,,
第５表　主な産業別雇用者数 ,,,,,,,,,,,,,,,
