区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,367,330,37,11.2,190,183,7,3.8,177,147,30,20.4
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,828,895,-67,-7.5,69,91,-22,-24.2,758,804,-46,-5.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,232,233,-1,-0.4,83,74,9,12.2,149,159,-10,-6.3
〔就業者の主な産業別内訳〕／建設業,468,456,12,2.6,382,365,17,4.7,86,90,-4,-4.4
〔就業者の主な産業別内訳〕／製造業,662,682,-20,-2.9,452,476,-24,-5,209,206,3,1.5
〔就業者の主な産業別内訳〕／情報通信業,793,738,55,7.5,558,536,22,4.1,235,202,33,16.3
〔就業者の主な産業別内訳〕／運輸業，郵便業,354,362,-8,-2.2,278,292,-14,-4.8,76,70,6,8.6
〔就業者の主な産業別内訳〕／卸売業，小売業,1283,1259,24,1.9,647,636,11,1.7,635,623,12,1.9
〔就業者の主な産業別内訳〕／金融業，保険業,350,287,63,22,192,126,66,52.4,158,161,-3,-1.9
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,260,269,-9,-3.3,140,151,-11,-7.3,120,117,3,2.6
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,538,488,50,10.2,340,312,28,9,198,176,22,12.5
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,559,599,-40,-6.7,255,278,-23,-8.3,305,321,-16,-5
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,306,308,-2,-0.6,124,114,10,8.8,182,194,-12,-6.2
〔就業者の主な産業別内訳〕／教育，学習支援業,391,358,33,9.2,187,172,15,8.7,204,185,19,10.3
〔就業者の主な産業別内訳〕／医療，福祉,825,843,-18,-2.1,218,233,-15,-6.4,608,610,-2,-0.3
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,651,676,-25,-3.7,356,393,-37,-9.4,295,283,12,4.2
〔雇用者の主な産業別内訳〕／建設業,400,391,9,2.3,318,308,10,3.2,82,83,-1,-1.2
〔雇用者の主な産業別内訳〕／製造業,634,650,-16,-2.5,433,455,-22,-4.8,201,195,6,3.1
〔雇用者の主な産業別内訳〕／情報通信業,758,691,67,9.7,532,506,26,5.1,227,185,42,22.7
〔雇用者の主な産業別内訳〕／運輸業，郵便業,318,334,-16,-4.8,244,265,-21,-7.9,74,69,5,7.2
〔雇用者の主な産業別内訳〕／卸売業，小売業,1226,1183,43,3.6,616,588,28,4.8,611,595,16,2.7
〔雇用者の主な産業別内訳〕／金融業，保険業,350,282,68,24.1,192,123,69,56.1,158,159,-1,-0.6
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,237,249,-12,-4.8,126,146,-20,-13.7,110,103,7,6.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,410,370,40,10.8,252,231,21,9.1,157,139,18,12.9
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,513,522,-9,-1.7,226,234,-8,-3.4,287,289,-2,-0.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,240,250,-10,-4,87,87,0,0,153,163,-10,-6.1
〔雇用者の主な産業別内訳〕／教育，学習支援業,370,325,45,13.8,181,162,19,11.7,189,162,27,16.7
〔雇用者の主な産業別内訳〕／医療，福祉,784,814,-30,-3.7,193,213,-20,-9.4,591,601,-10,-1.7
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,604,626,-22,-3.5,326,362,-36,-9.9,277,264,13,4.9
〔非農林業雇用者の従業者規模別内訳〕／総数,7305,7192,113,1.6,3975,3963,12,0.3,3330,3230,100,3.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1767,1711,56,3.3,948,946,2,0.2,819,765,54,7.1
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2201,2272,-71,-3.1,1183,1193,-10,-0.8,1018,1079,-61,-5.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2813,2652,161,6.1,1566,1507,59,3.9,1247,1145,102,8.9
〔完全失業率（年齢階級別）(%)〕／総数,2.4,2.3,0.1,…,2.6,2.2,0.4,…,2.2,2.4,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.5,2.1,1.4,…,3.4,2.1,1.3,…,3.6,2.1,1.5,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.5,3.3,0.2,…,3.7,2.6,1.1,…,3.1,4.1,-1,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2,2.8,-0.8,…,1.8,3.1,-1.3,…,2.4,2.4,0,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.8,2.1,-0.3,…,2.2,1.8,0.4,…,1.2,2.4,-1.2,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.3,1.6,0.7,…,2.6,1.6,1,…,1.8,1.6,0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.9,1.1,0.8,…,2.5,1.5,1,…,1.3,0.6,0.7,…
〔就業率（%）〕／総数,64.5,64.7,-0.2,…,73.2,73.8,-0.6,…,56.2,56,0.2,…
〔労働力人口比率(%)〕／総数,66.1,66.3,-0.2,…,75.2,75.5,-0.3,…,57.5,57.4,0.1,…
,,,,,,,,,,,,
東京の労働力統計データ（平成31年・令和元年10～12月平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成31年・令和元年10～12月平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
