区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／製造業,753,749,4,0.5,536,532,4,0.8,217,217,0,0
〔就業者の主な産業別内訳〕／情報通信業,829,746,83,11.1,568,528,40,7.6,262,218,44,20.2
〔就業者の主な産業別内訳〕／運輸業，郵便業,369,339,30,8.8,292,268,24,9,77,71,6,8.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1257,1315,-58,-4.4,631,629,2,0.3,625,686,-61,-8.9
〔就業者の主な産業別内訳〕／金融業，保険業,256,301,-45,-15,99,130,-31,-23.8,157,171,-14,-8.2
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,274,238,36,15.1,166,133,33,24.8,107,105,2,1.9
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,516,526,-10,-1.9,310,321,-11,-3.4,207,205,2,1
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,488,555,-67,-12.1,237,253,-16,-6.3,251,302,-51,-16.9
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,276,269,7,2.6,106,108,-2,-1.9,170,161,9,5.6
〔就業者の主な産業別内訳〕／教育，学習支援業,404,384,20,5.2,155,171,-16,-9.4,249,212,37,17.5
〔就業者の主な産業別内訳〕／医療，福祉,815,777,38,4.9,208,223,-15,-6.7,607,554,53,9.6
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,746,682,64,9.4,430,396,34,8.6,316,286,30,10.5
〔雇用者の主な産業別内訳〕／建設業,366,397,-31,-7.8,276,312,-36,-11.5,90,85,5,5.9
〔雇用者の主な産業別内訳〕／製造業,687,715,-28,-3.9,494,512,-18,-3.5,193,203,-10,-4.9
〔雇用者の主な産業別内訳〕／情報通信業,790,712,78,11,533,505,28,5.5,257,207,50,24.2
〔雇用者の主な産業別内訳〕／運輸業，郵便業,344,316,28,8.9,269,246,23,9.3,75,70,5,7.1
〔雇用者の主な産業別内訳〕／卸売業，小売業,1202,1248,-46,-3.7,597,593,4,0.7,605,655,-50,-7.6
〔雇用者の主な産業別内訳〕／金融業，保険業,254,300,-46,-15.3,98,129,-31,-24,155,171,-16,-9.4
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,238,209,29,13.9,144,121,23,19,94,88,6,6.8
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,400,375,25,6.7,241,233,8,3.4,159,142,17,12
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,429,488,-59,-12.1,203,220,-17,-7.7,227,267,-40,-15
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,223,223,0,0,81,90,-9,-10,142,132,10,7.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,364,343,21,6.1,146,162,-16,-9.9,218,181,37,20.4
〔雇用者の主な産業別内訳〕／医療，福祉,770,737,33,4.5,181,196,-15,-7.7,589,542,47,8.7
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,675,629,46,7.3,381,357,24,6.7,293,272,21,7.7
〔非農林業雇用者の従業者規模別内訳〕／総数,7276,7146,130,1.8,3978,3936,42,1.1,3299,3210,89,2.8
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1708,1730,-22,-1.3,885,945,-60,-6.3,823,786,37,4.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2176,2152,24,1.1,1172,1189,-17,-1.4,1004,963,41,4.3
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2705,2707,-2,-0.1,1549,1515,34,2.2,1157,1192,-35,-2.9
〔完全失業率（年齢階級別）(%)〕／総数,2.3,2.7,-0.4,…,2.4,2.8,-0.4,…,2.3,2.6,-0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,2.7,2.6,0.1,…,2.7,3,-0.3,…,2.7,2.5,0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.3,3.8,-0.5,…,3.2,4.4,-1.2,…,3.3,3.2,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,1.9,2.2,-0.3,…,1.8,1.8,0,…,2,2.8,-0.8,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.1,2.4,-0.3,…,2,2.8,-0.8,…,2.3,2.1,0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.1,3.1,-1,…,2.7,3.2,-0.5,…,1.6,2.9,-1.3,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.9,1.6,0.3,…,2.1,1.4,0.7,…,1.6,1.9,-0.3,…
〔就業率（%）〕／総数,65.5,64.6,0.9,…,74.1,73.2,0.9,…,57.2,56.3,0.9,…
〔労働力人口比率(%)〕／総数,67.1,66.4,0.7,…,75.9,75.3,0.6,…,58.6,57.8,0.8,…
,,,,,,,,,,,,
東京の労働力統計データ（平成31年1～3月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成31年1～3月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
