実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の定期収入（円）,実収入／経常収入／勤め先収入／世帯主の臨時収入・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の受取(繰入金を除く)（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支払(繰越金を除く)（円）,繰越金（円）
jissu,tuki,実数_平成29年8月,2017,8,341,3.3,1.69,49.8,523671,519936,482682,"398,645","23,909","60,128","3,090","34,164","3,735","431,133","79,217","423,504","78,804",82.2,"448,304","348,138",348138,"88,607","27,751","18,957","10,588","12,573","13,855","45,206","14,874","50,020","65,706",-,"100,167","522,521",63195
jissu,tuki,実数_平成29年9月,2017,9,338,3.27,1.71,50.4,498432,496452,489332,"398,740","19,594","70,998","3,585","3,536","1,980","423,678","77,746","403,807","55,807",83.2,"430,755","336,129",336129,"84,592","19,789","18,245","13,004","15,077","13,733","38,521","38,125","39,439","55,603",-,"94,626","502,679",66423
jissu,tuki,実数_平成29年10月,2017,10,344,3.3,1.71,51,535457,533512,475837,"402,856","7,474","65,507","3,545","54,130","1,944","454,915","78,963","431,571","51,513",83.3,"463,590","359,705",359705,"83,476","33,251","17,427","8,240","16,667","13,970","45,881","41,080","38,799","60,915",-,"103,885","532,829","72,916"
jissu,tuki,実数_平成29年11月,2017,11,338,3.31,1.73,50.7,496811,493472,480353,"409,657","2,441","68,255","4,817","8,302","3,339","394,760","83,008","397,055","70,416",78.5,"411,448","311,693",311693,"85,231","19,951","18,830","11,737","19,776","14,771","34,742","13,709","35,819","57,126",-,"99,756","494,556",68575
meimoku,nen,対前年（同期・同月）名目増加率_平成25年平均,2013,,-,-,-,-,0.6,0.9,1.9,0.2,4.9,9.5,-31.8,-18.4,-16.8,5,0.1,0.4,-12.2,-,5.8,7.3,4.5,3.8,15.9,1.9,5.6,3.9,0.6,10.2,-1.6,1.4,2.6,86,1.1,0.8,-8.6
meimoku,nen,対前年（同期・同月）名目増加率_平成26年平均,2014,,-,-,-,-,1.2,1,0.7,1.6,7,-11.4,65.6,-2.3,18.6,-5.8,-2.2,0.2,26.2,-,-4.7,-7.6,-2.9,0.8,-11.1,0.2,9.2,2.3,-8.1,-3.1,-8.3,2.3,-7.7,-83.5,5.4,0.4,-1.4
meimoku,nen,対前年（同期・同月）名目増加率_平成27年平均,2015,,-,-,-,-,-1.9,-1.6,-2.1,-2.6,-2.6,1.9,-19.3,20,-19,1.3,1.4,-1.3,-4.6,-,0.3,1.8,0.3,3.2,-4.8,-2.9,-8.1,-1.7,1.9,-8.5,20,-2.9,2.6,139.8,-4.1,-1.9,8.2
meimoku,nen,対前年（同期・同月）名目増加率_平成28年平均,2016,,-,-,-,-,5.4,5.7,5.6,1.9,5,30.9,34.2,3.2,-20.9,-2.5,32.8,5.2,29.5,-,0.6,-1.1,0.7,2.1,-4.5,-11.7,2.8,0.1,3,-7,13.1,2.5,3,-74.5,5.9,3.1,36
meimoku,sihan,対前年（同期・同月）名目増加率_平成28年7～9月,2016,7～9,-,-,-,-,11.7,11.5,10.6,1.3,51.7,51.8,55.1,38.4,36.5,1.4,50.9,11.9,66.6,-,7.3,6.2,4.4,2.1,-5.6,-9.2,10.8,-1.3,7.5,1,35.9,-3.6,13.5,...,10.8,6.4,63.7
meimoku,sihan,対前年（同期・同月）名目増加率_平成29年10～12月,2017,10～12,-,-,-,-,5.8,5.6,5.3,4.6,4,12,97.6,2.7,23.2,5.6,19.4,6.1,10.2,-,4.6,4.6,4.2,1,-0.8,1.9,7.3,14.4,7,12.8,7.1,1.9,2.9,225.3,4.5,7,16.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成29年1～3月,2017,1～3,-,-,-,-,4,3.2,2.8,5.8,-25.5,-9.8,39.7,7.5,60.7,8.4,-17.8,6.1,18.6,-,2.1,3.9,3.9,-0.9,16.7,-3.8,15.3,4.1,4.4,26,-7,-2.8,3.7,-,-4.4,9.8,-21.3
meimoku,sihan,対前年（同期・同月）名目増加率_平成29年4～6月,2017,4～6,-,-,-,-,-10.7,-11.2,-11.3,-5.1,-15.2,-34.6,-54.7,-2.2,101.6,5,-10.1,-9.2,-45.1,-,3.3,11,4.6,-0.7,31.2,2.4,-7.8,-14,2,23.4,10.1,12.6,-8.7,...,-16.1,-9.4,-17.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成29年7～9月,2017,7～9,-,-,-,-,-5,-4.6,-4.3,-1.9,-0.1,-19.5,-33.4,-8.4,-43.8,5.3,-29,-4.5,-18.2,-,-1.5,0.2,1.9,-0.1,-6.6,12.4,4.4,2.4,4.5,21,-16.3,3.2,0.1,-100,-6.7,1,-36.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成28年11月,2016,11,-,-,-,-,5.5,5.4,5.1,2.8,144.4,9.9,135.6,-31,23.9,1.9,4.2,7.9,85.4,-,0.2,1.4,0.2,1.1,-8.2,4.5,13.7,26.1,10.8,-10.3,-25.3,-3.8,11.9,225.5,-3.7,6.8,8.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成28年12月,2016,12,-,-,-,-,5.4,5.2,5.5,7.1,3.1,9,38.5,-6.3,15,7.9,-3.6,5.1,4.9,-,7.9,8.4,8.4,-1.9,0.3,3.3,8.6,-1.2,-11.3,33,28.4,4.7,21.2,-,6.8,6.4,-11.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年1月,2017,1,-,-,-,-,8.2,8.5,9.4,10.3,-40.4,16,8.5,-67.9,-1.5,8.7,-14.1,8.8,29.3,-,4,3.5,3.5,1.2,-6.1,-4.3,82.3,-6.4,-4.2,23.7,10.3,-5.4,-4.8,-,5.9,10.2,-9
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年2月,2017,2,-,-,-,-,2.4,2.1,0.7,3.8,-35.2,-14.6,109.9,13.1,50.7,10.3,-15.9,5.6,5.1,-,2,5.6,5.6,-3.9,30.1,-1.4,11.5,-5.7,7.2,35.3,4,-11.4,8.5,-,-9.9,11.5,-24.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年3月,2017,3,-,-,-,-,1.6,-0.4,-1.2,3.5,-13.1,-24.4,36.3,54.9,278.2,6.2,-23.8,4.1,28.2,-,0.3,2.7,2.7,-0.1,27.1,-5.7,-35.5,23.9,9.9,20.4,-31.7,7.4,8.6,-,-8,7.7,-29.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年4月,2017,4,-,-,-,-,-8.1,-9.3,-9,-5.6,-12,-28.2,-33.6,-10.8,164.6,13.2,0,-5.8,-87.2,-,14.2,22.5,4.4,-0.8,10.6,2.7,-10.9,-1.7,-11.4,-5,30.5,19.3,-10.8,...,-17.7,-7.4,-13.5
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年5月,2017,5,-,-,-,-,-10.3,-10.5,-10,-5.9,-13.7,-31.3,-65.8,21.3,33.5,2.3,-15.8,-7.7,-183.3,-,0.6,7.3,7.3,-1.2,96.8,-2.6,-15,-22.7,12.5,61.2,-30.2,-1.2,-2.2,-,-18.8,-9.8,-12.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年6月,2017,6,-,-,-,-,-12.7,-12.9,-13.4,-3.7,-15.4,-40.6,-58.1,1.6,59.6,-1.4,-15.3,-12.4,-26.3,-,-4.8,0.8,1.9,-0.1,-1,8.2,6.2,-15.5,12.3,18.2,0.3,20.1,-12.7,-100,-13.6,-10.6,-25.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年7月,2017,7,-,-,-,-,-8.6,-8,-7.4,-0.4,-9.3,-35.1,-35.5,-38.1,-65.7,10,-23.5,-7.7,-28.2,-,-2.3,1.3,6.5,0,-9.8,11.4,16.2,0.1,11.5,57.6,-5.5,8,-6.8,-100,-12.1,0.2,-30.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年8月,2017,8,-,-,-,-,-4.1,-4.1,-3.7,-2.1,43.2,-22.4,-33,-5.8,-5.6,2.2,-32,-3.7,-9.4,-,-0.8,0.7,0.7,-0.2,8,14,-11,0.7,15.7,5.6,-39.7,-0.9,9,-,-5.8,-1,-39.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年9月,2017,9,-,-,-,-,-1.1,-0.8,-0.7,-3.2,47,5.6,-31.5,33,-42.3,3.7,-31.1,-1.3,-1.8,-,-1.3,-1.6,-1.6,-0.2,-18.5,11.6,5.9,6.8,-10.6,1.3,-8.6,3.6,-1.5,-,-0.2,4.2,-37.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年10月,2017,10,-,-,-,-,-3.4,-3.1,-2.7,-4,23.5,3,-48.8,-0.6,-49.6,3.7,-30.9,-5,-37.4,-,3.3,3.3,3.3,-5.8,27.8,5.6,-30.5,-26.3,-12.7,7,20.7,3.6,16.5,-,3.6,-3.7,-30.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成29年11月,2017,11,-,-,-,-,0.2,0.4,-0.7,-1.1,-77.9,16.3,-5.8,208.9,-22.8,-3.7,3.2,-1,41,-,-6.7,-9.9,-8.4,0.6,-39.2,15.5,-20.8,-8.1,-6.4,-3.1,-28,-10,-4.2,-100,5.2,4,-2.2
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,0.4,0.7,1.7,0,4.7,9.3,-31.9,-18.6,-17,-,-,0.2,-,-,-,-,4.3,4.2,16.5,-3.7,8.3,4.3,1.2,9.8,-1.8,2.4,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成26年平均,2014,,-,-,-,-,-1.7,-1.9,-2.2,-1.4,3.9,-14,60.8,-5.1,15.1,-,-,-2.7,-,-,-,-,-5.7,-2.5,-11.6,-5,5.7,0.5,-8.7,-5.4,-10.4,-1.4,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成27年平均,2015,,-,-,-,-,-2.9,-2.6,-3.1,-3.6,-3.6,0.9,-20.1,18.8,-19.8,-,-,-2.3,-,-,-,-,-0.7,0.6,-4.9,-0.3,-8.5,-2.6,0.6,-8,18.6,-4.7,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成28年平均,2016,,-,-,-,-,5.5,5.8,5.7,2,5.1,31,34.3,3.3,-20.8,-,-,5.3,-,-,-,-,0.8,0.6,-3.9,-1.7,2.8,-0.6,2.1,-5.9,12.1,1,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成28年7～9月,2016,7～9,-,-,-,-,12.3,12.1,11.2,1.8,52.5,52.6,55.9,39.1,37.2,-,-,12.5,-,-,-,-,4.9,1.5,-4.8,0.3,12.8,-2.9,6.6,2.5,34.8,-4.5,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成29年10～12月,2017,10～12,-,-,-,-,5.4,5.2,4.9,4.2,3.6,11.6,96.8,2.3,22.7,-,-,5.7,-,-,-,-,3.8,-1.8,-0.3,10.8,7.8,14.5,6.5,14.1,6.3,0.7,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成29年1～3月,2017,1～3,-,-,-,-,4.1,3.3,2.9,5.9,-25.4,-9.7,39.8,7.6,60.9,-,-,6.2,-,-,-,-,4,-1.6,16.9,2,16,2.3,4.5,27.1,-7.5,-3.4,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成29年4～6月,2017,4～6,-,-,-,-,-10.9,-11.4,-11.5,-5.3,-15.4,-34.7,-54.8,-2.4,101.2,-,-,-9.4,-,-,-,-,4.4,-1.5,31.5,2.2,-6.5,-14,2.1,24.1,9.4,12,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成29年7～9月,2017,7～9,-,-,-,-,-5.5,-5.1,-4.8,-2.4,-0.6,-19.9,-33.7,-8.9,-44.1,-,-,-5,-,-,-,-,1.4,-0.7,-6.3,6.6,3.5,2.4,3.4,21.7,-16.4,2.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成28年11月,2016,11,-,-,-,-,4.8,4.7,4.4,2.1,142.7,9.1,134,-31.5,23,-,-,7.1,-,-,-,-,-0.5,-2.8,-7.8,13.7,14.2,25.7,10.2,-9.3,-25.9,-4.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成28年12月,2016,12,-,-,-,-,5.2,5,5.3,6.9,2.9,8.8,38.2,-6.5,14.8,-,-,4.9,-,-,-,-,8.2,-4.3,0.9,11.8,8.9,-0.7,-11.5,34.2,27.4,4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年1月,2017,1,-,-,-,-,8,8.3,9.2,10.1,-40.5,15.8,8.3,-68,-1.7,-,-,8.6,-,-,-,-,3.3,-0.5,-5.7,2.9,81.9,-8.1,-4.2,24.4,9.4,-6.2,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年2月,2017,2,-,-,-,-,2.6,2.3,0.9,4,-35.1,-14.4,110.3,13.3,51,-,-,5.8,-,-,-,-,5.8,-4.2,30.4,4.7,11.9,-8.1,7.2,36.7,3.6,-11.7,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年3月,2017,3,-,-,-,-,2,0,-0.8,3.9,-12.8,-24.1,36.8,55.5,279.7,-,-,4.5,-,-,-,-,3.1,-0.1,27.1,-1.7,-34.4,22.8,10.1,22.1,-32,6.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年4月,2017,4,-,-,-,-,-8.1,-9.3,-9,-5.6,-12,-28.2,-33.6,-10.8,164.6,-,-,-5.8,-,-,-,-,4.4,-1.6,10.9,4.5,-8.1,-1.6,-11.2,-4.2,29.6,18.4,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年5月,2017,5,-,-,-,-,-10.6,-10.8,-10.3,-6.2,-14,-31.5,-65.9,20.9,33.1,-,-,-8,-,-,-,-,7,-1.9,97.4,-2.7,-14.4,-22.7,12.4,62.2,-30.7,-2.1,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年6月,2017,6,-,-,-,-,-12.9,-13.1,-13.6,-3.9,-15.6,-40.7,-58.2,1.4,59.3,-,-,-12.6,-,-,-,-,1.7,-0.9,-0.8,5.9,6.8,-15.7,12.4,18.9,0.2,20.5,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年7月,2017,7,-,-,-,-,-8.9,-8.3,-7.7,-0.7,-9.6,-35.3,-35.7,-38.3,-65.8,-,-,-8,-,-,-,-,6.2,-0.5,-9.5,7.5,14.8,0.7,11.8,58.2,-5.6,7.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年8月,2017,8,-,-,-,-,-4.8,-4.8,-4.4,-2.8,42.2,-22.9,-33.5,-6.5,-6.3,-,-,-4.4,-,-,-,-,0,-0.9,8.3,8.1,-11.6,-0.1,13.8,6.7,-39.8,-1.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年9月,2017,9,-,-,-,-,-1.8,-1.5,-1.4,-3.9,46,4.9,-32,32.1,-42.7,-,-,-2,-,-,-,-,-2.3,-0.7,-18.3,4.4,5.2,7.1,-12.2,1.8,-8.7,3.1,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年10月,2017,10,-,-,-,-,-3.3,-3,-2.6,-3.9,23.6,3.1,-48.7,-0.5,-49.5,-,-,-4.9,-,-,-,-,3.4,-3.8,27.9,-1.4,-31.1,-26.2,-14.2,6.9,20.6,3.7,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成29年11月,2017,11,-,-,-,-,-0.2,0,-1.1,-1.5,-78,15.8,-6.2,207.7,-23.1,-,-,-1.4,-,-,-,-,-8.8,1.2,-39.1,8.5,-20.9,-7.7,-7.9,-3.4,-28.1,-10.4,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成29年11月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標２　―勤労者世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
