地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／総計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
0,13000,東京都,1,18,プラスチック製品製造業（別掲を除く）,37,3451210,155031,144607,103904,85445,68159,75107,756830,705944,30821,126161,41655,37743,46763,45422,23797,116771,36487,28962,7525,164507
0,13000,東京都,1,19,ゴム製品製造業,8,1221457,53561,142525,36148,35854,24878,26992,420650,519284,-,234558,43889,171891,18778,x,10057,120435,x,x,x,x
0,13000,東京都,1,20,なめし革・同製品・毛皮製造業,23,3390013,313507,299569,128897,129114,172182,202596,358365,422971,3589,140312,108364,18971,12977,12269,18732,33873,8615,58196,-49581,94320
0,13000,東京都,1,21,窯業・土石製品製造業,20,5774850,470174,366214,101543,125149,91651,95020,1509862,1933464,16664,195804,16315,159871,19618,616,20862,216886,223601,127797,95804,308272
0,13000,東京都,1,22,鉄鋼業,16,12419062,451898,424068,663430,716085,302325,289481,1647905,2831011,-,266988,52081,145524,69383,x,47734,356277,x,x,x,x
0,13000,東京都,1,23,非鉄金属製造業,17,5275606,289730,260383,330334,375521,164701,194427,684045,516481,174719,171633,42687,109934,19012,29491,28136,85963,6112,3844,2268,348620
0,13000,東京都,1,24,金属製品製造業,98,10149900,478030,468432,399969,382888,374473,374642,2522684,2608633,83679,402579,181039,172562,48978,97542,43946,310630,144077,114227,29850,516108
0,13000,東京都,1,25,はん用機械器具製造業,48,11785339,242052,213260,1045095,1361660,570739,706965,1848959,1916183,12832,491898,176393,222731,92774,-,20109,178875,139900,121635,18265,522995
0,13000,東京都,1,26,生産用機械器具製造業,109,22001659,671929,749388,2347920,2727346,999921,1221726,3690600,5173623,337847,1489744,801761,488935,199048,24567,75234,675949,339052,344055,-5003,1822588
0,13000,東京都,1,27,業務用機械器具製造業,94,21506148,2431022,1625333,2009858,1834006,2112173,1975029,3294351,3378248,48761,404601,124204,142907,137490,77663,152449,493185,69914,62505,7409,460771
0,13000,東京都,1,28,電子部品・デバイス・電子回路製造業,57,31662082,556619,754919,1127015,1200398,947240,944005,1440633,7675300,34208,2891021,236175,2028126,626720,6600,160703,2473090,2773814,2836368,-62554,2862675
0,13000,東京都,1,29,電気機械器具製造業,120,56196586,2637795,2980750,10683724,11147193,3588354,3562812,3318621,6745556,186719,3168360,2080494,375733,712133,124389,257271,824837,418904,448745,-29841,3325238
0,13000,東京都,1,30,情報通信機械器具製造業,29,46924314,741774,681799,6374374,8295616,889378,922918,622801,4596501,-,639042,74689,117602,446751,59900,28751,478440,574308,558690,15618,654660
0,13000,東京都,1,31,輸送用機械器具製造業,59,156574032,4636349,4136365,16459960,18537599,4941801,4495365,1713760,8403725,35246,2698218,1050765,725648,921805,23160,103644,1867188,1632191,1459659,172532,2905996
0,13000,東京都,1,32,その他の製造業,49,10257945,617785,626011,502932,541375,521447,510313,1291378,1818387,x,274953,62113,120236,92604,5228,15375,246574,40252,50429,-10177,x
1,13100,区部,0,00,総数,837,155984243,6414206,5789371,5543733,5758172,6219999,5829355,35254661,37689364,1204862,4970176,1633779,2465587,870810,731900,762977,4629249,2052479,1836888,215591,6390629
1,13100,区部,1,09,食料品製造業,90,15471649,415838,434407,76351,65114,751916,669560,2590915,3659497,67126,406195,98683,230866,76646,201989,25674,420625,269127,222435,46692,520013
1,13100,区部,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
1,13100,区部,1,11,繊維工業,13,626128,35681,35545,11854,12135,29230,23908,195617,148297,21241,41281,38479,2492,310,72000,6008,12898,972,-,972,63494
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13100,区部,1,13,家具・装備品製造業,11,999840,40294,41386,21229,21685,96631,82744,378192,198013,38188,16054,11348,2132,2574,-,14546,14997,-,-,-,54242
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,27,5442970,221494,252006,52355,57698,124480,142662,675296,1526484,9512,236847,46171,174475,16201,9206,8321,203027,163261,153562,9699,256058
1,13100,区部,1,15,印刷・同関連業,255,42434724,368389,355767,1098243,1163408,268572,263557,13918292,11594294,181318,1324203,258398,887473,178332,121168,274728,1574680,456146,415892,40254,1545775
1,13100,区部,1,16,化学工業,39,23778035,785855,880031,826066,802429,843169,876786,5180787,6962126,19740,649867,244840,205304,199723,9023,117658,694261,455405,403090,52315,721922
1,13100,区部,1,17,石油製品・石炭製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,22,1970049,110021,100183,21097,26597,37809,39959,608606,417476,30821,74733,35727,24680,14326,45422,1772,60792,16258,7739,8519,114073
1,13100,区部,1,19,ゴム製品製造業,7,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,23,3390013,313507,299569,128897,129114,172182,202596,358365,422971,3589,140312,108364,18971,12977,12269,18732,33873,8615,58196,-49581,94320
1,13100,区部,1,21,窯業・土石製品製造業,14,2647914,276035,271146,8475,13245,22755,21203,730999,710995,16664,166463,10643,139476,16344,616,8863,101728,128347,112489,15858,198985
1,13100,区部,1,22,鉄鋼業,13,10220554,397330,371170,617377,x,282910,275098,1527440,2618488,-,222271,34018,121254,66999,-,x,319511,148685,109616,39069,261340
1,13100,区部,1,23,非鉄金属製造業,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,13100,区部,1,24,金属製品製造業,68,7385012,372918,370149,287188,293686,241901,254625,1742841,1677435,75835,282643,158192,88581,35870,74150,27496,199333,66813,37529,29284,387762
1,13100,区部,1,25,はん用機械器具製造業,26,2963675,72139,72173,300967,270976,222725,224623,299677,448422,12832,93607,36463,37710,19434,-,13989,50894,17850,16887,963,107402
1,13100,区部,1,26,生産用機械器具製造業,59,8157822,262503,297528,573441,620131,332697,355521,2195376,2275630,337847,706317,383800,276636,45881,8426,40012,261842,239217,272495,-33278,1010886
1,13100,区部,1,27,業務用機械器具製造業,49,12048832,1966594,1185035,399856,354470,1482240,1250986,1721143,1956099,48761,172745,40454,62188,70103,34221,132045,295740,895,1036,-141,221365
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,9,864965,21488,20407,14763,20829,53849,52277,79416,87165,10879,27453,3289,18857,5307,1100,5486,23255,-,-,-,38332
1,13100,区部,1,29,電気機械器具製造業,44,4677407,117274,119567,323816,348436,317949,186301,1042274,807285,122794,69696,22375,18411,28910,106898,15146,78080,11624,14466,-2842,189648
1,13100,区部,1,30,情報通信機械器具製造業,9,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
1,13100,区部,1,31,輸送用機械器具製造業,15,2350344,58620,91361,233703,288803,93004,133872,486868,590899,30296,62067,16241,16083,29743,-,265,99096,63152,6235,56917,149280
1,13100,区部,1,32,その他の製造業,31,4447218,196642,193384,231926,260032,277209,265212,512298,494190,2700,56490,19785,23217,13488,-,2993,49409,-,1377,-1377,57813
2,13101,千代田区,0,00,総数,19,3093082,4411,4659,51937,54649,10172,10910,276912,512058,2366,53345,8885,36753,7707,-,2710,70888,15868,6954,8914,64625
2,13101,千代田区,1,11,繊維工業,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13101,千代田区,1,15,印刷・同関連業,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13102,中央区,0,00,総数,13,1756539,2381,2322,16428,18713,7731,7896,305595,532687,-,97229,7859,85067,4303,48980,120924,84628,666,801,-135,97094
2,13102,中央区,1,09,食料品製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13102,中央区,1,15,印刷・同関連業,11,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13102,中央区,1,24,金属製品製造業,1,x,-,-,x,x,-,-,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13103,港区,0,00,総数,8,734372,1567,382,9219,7199,6549,6969,118540,137913,-,25734,13581,9192,2961,-,1466,20900,14832,14521,311,26045
2,13103,港区,1,09,食料品製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,x,x,-,x
2,13103,港区,1,15,印刷・同関連業,6,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13104,新宿区,0,00,総数,40,5198794,83953,71413,69538,59445,16681,23664,776039,985246,2029,159930,50831,85380,23719,18523,34211,108451,568,454,114,162073
2,13104,新宿区,1,09,食料品製造業,3,128285,2148,3292,106,96,870,884,85815,138606,-,8134,2939,4445,750,-,5,13569,-,-,-,8134
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x
2,13104,新宿区,1,15,印刷・同関連業,33,4463385,9582,10147,50694,47967,15547,22429,563416,712647,497,148941,47109,79260,22572,17297,34178,89128,568,454,114,149552
2,13104,新宿区,1,27,業務用機械器具製造業,1,x,x,x,x,x,-,-,x,x,x,x,-,x,-,-,-,x,-,-,-,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13105,文京区,0,00,総数,30,6628810,191106,223459,181279,208641,29950,40283,825110,850415,22684,86239,20500,25857,39882,-,8280,105972,55320,55751,-431,108492
2,13105,文京区,1,09,食料品製造業,1,x,x,x,-,-,x,x,-,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13105,文京区,1,15,印刷・同関連業,23,5650841,68325,91163,154362,181098,3719,4898,762809,730948,22684,77468,16713,25570,35185,-,7709,92426,55320,55751,-431,99721
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13105,文京区,1,27,業務用機械器具製造業,5,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13106,台東区,0,00,総数,15,1041989,92316,98376,14091,14341,151246,141005,258682,168978,-,29144,18174,5645,5325,-,518,14795,-,-,-,29144
2,13106,台東区,1,09,食料品製造業,4,211497,227,313,-,-,1265,1242,23931,51348,-,3472,1847,162,1463,-,38,4820,-,-,-,3472
2,13106,台東区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13106,台東区,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13106,台東区,1,15,印刷・同関連業,5,292730,4450,3892,2899,2897,6423,6186,78268,43098,-,2153,406,1145,602,-,177,5291,-,-,-,2153
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13106,台東区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13107,墨田区,0,00,総数,53,16721460,302602,348521,273569,311128,287746,283325,2394162,1972796,67117,351801,151641,115817,84343,14378,46805,299174,164661,187982,-23321,395597
2,13107,墨田区,1,09,食料品製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13107,墨田区,1,11,繊維工業,1,x,x,x,x,-,x,-,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13107,墨田区,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,-,-,-,-,x,-,-,-,x
2,13107,墨田区,1,15,印刷・同関連業,21,2024041,14692,14144,50649,73949,8313,7847,434607,403632,14385,52855,10312,36054,6489,7424,11726,64776,4779,-,4779,72019
2,13107,墨田区,1,16,化学工業,7,10277679,60157,88011,54104,53875,88045,121023,1340705,920454,-,144435,33873,52171,58391,-,14178,147011,116880,119452,-2572,141863
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,6,970138,61955,73930,21724,20844,45464,45527,144705,142877,1046,89267,80974,1625,6668,6235,8599,11266,-,52410,-52410,37903
2,13107,墨田区,1,21,窯業・土石製品製造業,3,381447,81431,79173,5685,10533,2446,2052,146197,111085,-,6054,1044,4319,691,-,1,14335,22345,1708,20637,26691
2,13107,墨田区,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13107,墨田区,1,24,金属製品製造業,3,438342,19220,21554,26923,29956,28084,31884,102326,51253,51686,1492,-,696,796,719,5140,9122,6282,-,6282,59460
2,13107,墨田区,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13107,墨田区,1,26,生産用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13107,墨田区,1,32,その他の製造業,1,x,x,x,-,-,-,-,x,x,-,x,-,x,-,-,-,x,-,x,x,x
2,13108,江東区,0,00,総数,58,14129788,470134,482208,498896,551302,354520,390308,3027579,6183915,193538,474828,155646,262362,56820,20,101124,520745,162499,124109,38390,706756
2,13108,江東区,1,09,食料品製造業,11,1798799,1944,2508,1269,978,12023,13870,453557,178428,-,27479,13684,12267,1528,-,1059,27850,-,-,-,27479
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13108,江東区,1,13,家具・装備品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,1,x,-,-,-,-,-,-,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13108,江東区,1,15,印刷・同関連業,18,3625051,5165,4220,26300,30577,23107,21877,828259,1901243,727,187868,69141,110300,8427,-,9242,278420,114536,76071,38465,227060
2,13108,江東区,1,16,化学工業,3,3173760,293220,290351,-,-,69671,70788,557874,2998500,15039,80893,39437,20476,20980,20,53915,78893,35508,34376,1132,97064
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,311627,10365,9715,7082,8693,4275,4349,122160,33660,-,5034,-,1678,3356,-,19,6982,-,-,-,5034
2,13108,江東区,1,21,窯業・土石製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13108,江東区,1,22,鉄鋼業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,23,非鉄金属製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,24,金属製品製造業,4,648489,84272,85594,47446,51066,21162,24879,307873,350948,-,3935,497,3370,68,-,3724,20289,-,-,-,3935
2,13108,江東区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13108,江東区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,x,x,-,x,x,-,x,x,-,-,-,x
2,13108,江東区,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13109,品川区,0,00,総数,31,4484474,119509,121009,140910,163317,228549,239127,562619,822851,25653,105897,26082,51138,28677,14500,25555,82238,5106,3526,1580,133130
2,13109,品川区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13109,品川区,1,15,印刷・同関連業,3,272164,102,-,4899,4366,1412,1141,48418,60989,-,13585,245,13054,286,-,9242,12818,-,-,-,13585
2,13109,品川区,1,16,化学工業,3,1034124,38524,44233,28761,26691,34154,40684,40922,248653,-,22291,4340,10879,7072,x,1991,24558,4263,-,4263,26554
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,-,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,24,金属製品製造業,2,x,x,-,-,-,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13109,品川区,1,26,生産用機械器具製造業,6,772285,24946,21534,60202,77612,13720,16645,151631,168575,5389,14824,4844,4258,5722,1408,1152,11459,843,-,843,21056
2,13109,品川区,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13109,品川区,1,29,電気機械器具製造業,7,596072,10568,11195,28004,34320,32663,31707,85097,107057,18343,5489,2047,2067,1375,-,692,10218,-,-,-,23832
2,13109,品川区,1,31,輸送用機械器具製造業,4,596263,4165,800,1468,1921,3573,4098,37400,54561,-,9350,840,6388,2122,-,191,3825,-,3526,-3526,5824
2,13110,目黒区,0,00,総数,20,2409766,127333,101957,205744,223933,273559,272557,235933,439951,136337,106462,52601,30258,23603,4180,5938,41086,48,396,-348,242451
2,13110,目黒区,1,09,食料品製造業,4,396653,484,3051,195,851,2606,3128,42523,69064,-,2067,388,566,1113,1460,31,11539,-,-,-,2067
2,13110,目黒区,1,13,家具・装備品製造業,1,x,-,-,-,-,-,-,-,-,-,x,x,x,x,-,-,-,-,-,-,x
2,13110,目黒区,1,24,金属製品製造業,3,325328,650,-,20264,19584,16042,23208,97548,157467,-,81258,42039,25971,13248,1620,729,12985,-,-,-,81258
2,13110,目黒区,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13110,目黒区,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13110,目黒区,1,29,電気機械器具製造業,3,160164,4968,5501,13766,15183,9083,7194,51063,106069,-,9625,7197,904,1524,-,1387,4176,48,396,-348,9277
2,13110,目黒区,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13110,目黒区,1,32,その他の製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,0,00,総数,138,17490554,536146,524185,854594,934530,1285551,1083821,3986890,4132694,256793,633362,318669,229845,84848,125836,40268,470813,90349,52089,38260,928415
2,13111,大田区,1,09,食料品製造業,13,2671320,95578,99752,3135,2809,274240,247885,217501,394984,6629,60887,15758,28911,16218,-,5061,47933,12395,12333,62,67578
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13111,大田区,1,11,繊維工業,2,x,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x,x,-,x,x
2,13111,大田区,1,13,家具・装備品製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13111,大田区,1,15,印刷・同関連業,12,1188305,2880,2315,8436,15651,10129,9429,365020,319450,98243,15636,1099,10637,3900,7511,7856,52302,9483,-,9483,123362
2,13111,大田区,1,16,化学工業,6,1636675,20307,18741,20601,22546,99174,110648,122834,480642,-,25060,2474,13850,8736,-,366,51918,5141,5128,13,25073
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,7,725065,63663,65461,6734,9507,13594,15226,247148,132952,28900,50061,33998,10587,5476,36172,892,22328,2120,1831,289,79250
2,13111,大田区,1,19,ゴム製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13111,大田区,1,21,窯業・土石製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,22,鉄鋼業,3,318470,17960,18214,20786,18975,23562,23411,78393,61234,-,2813,-,1620,1193,-,352,6874,-,-,-,2813
2,13111,大田区,1,23,非鉄金属製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x,x,-,x,x
2,13111,大田区,1,24,金属製品製造業,25,2800760,95251,88708,113077,111710,101027,104559,629166,557313,9527,133187,97242,22458,13487,65831,7824,76648,54502,27736,26766,169480
2,13111,大田区,1,25,はん用機械器具製造業,9,1013650,15140,11993,224441,202353,21915,26229,80446,140960,-,22381,199,18920,3262,-,2767,16509,-,-,-,22381
2,13111,大田区,1,26,生産用機械器具製造業,20,2275120,75073,65830,131326,191492,62847,63196,550583,974272,80058,114924,76165,28781,9978,1,623,37712,-,-,-,194982
2,13111,大田区,1,27,業務用機械器具製造業,7,719332,20529,20464,36602,36017,106612,113113,742807,352768,-,5902,180,845,4877,10400,4639,48099,-,-,-,5902
2,13111,大田区,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,-,x,-,x,-,x,x,x,-,x,-,-,-,x
2,13111,大田区,1,29,電気機械器具製造業,14,1474983,34029,27203,131209,149975,194738,56484,360173,247729,-,26725,11548,3998,11179,-,4874,21800,4451,5061,-610,26115
2,13111,大田区,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13111,大田区,1,31,輸送用機械器具製造業,3,188761,19608,21593,7020,24764,631,23263,119037,86412,30296,20096,15079,4413,604,-,-,16578,-,-,-,50392
2,13111,大田区,1,32,その他の製造業,3,219200,-,120,-,-,-,-,34156,31313,-,631,-,453,178,-,-,2185,-,-,-,631
2,13112,世田谷区,0,00,総数,13,1214232,23827,13598,64262,72727,27088,28954,115048,150289,6779,29395,8532,11229,9634,-,1204,32834,2728,2775,-47,36127
2,13112,世田谷区,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13112,世田谷区,1,15,印刷・同関連業,3,293975,130,58,832,931,10847,8904,17040,8087,32,1051,477,399,175,-,102,2194,-,-,-,1083
2,13112,世田谷区,1,21,窯業・土石製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,-,x,-,x,x,x,x,x,x
2,13112,世田谷区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13112,世田谷区,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,-,-,-,-,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13112,世田谷区,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13112,世田谷区,1,32,その他の製造業,2,x,x,x,x,x,x,x,-,x,x,x,x,x,x,-,-,x,-,-,-,x
