地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
0,13000,東京都,1,18,プラスチック製品製造業（別掲を除く）,37,2043,1299,-,-,1382,1091,575,163,99,58,5,-,865283,2062271,1268322,12724,55412,304553,4082992,3378825,101268,3351,922,598626,1752850,1898504
0,13000,東京都,1,19,ゴム製品製造業,8,608,485,-,-,476,409,86,35,46,41,-,-,302456,807634,612414,19729,31913,87680,1189353,1132787,-,-,-,56566,361914,393679
0,13000,東京都,1,20,なめし革・同製品・毛皮製造業,23,1598,820,-,-,1089,714,516,112,2,1,3,-,549769,2005127,1042004,6584,7921,361634,3955119,3354680,49054,322,-,551063,1767241,1814835
0,13000,東京都,1,21,窯業・土石製品製造業,20,1565,1261,-,-,1306,1082,171,104,88,75,1,-,827920,3081905,1823009,230088,165617,165565,6512503,5707814,147390,-,83,657216,3006285,3303525
0,13000,東京都,1,22,鉄鋼業,16,1829,1687,-,-,1631,1520,150,127,53,43,-,-,1031416,8781497,7576998,218609,284031,402961,12462006,11882510,511727,-,-,67769,3184586,3516038
0,13000,東京都,1,23,非鉄金属製造業,17,1399,1033,-,-,1122,954,229,48,49,32,5,4,678982,3746682,3366860,35044,65216,155295,5422536,5191686,68080,-,-,162770,1516734,1586857
0,13000,東京都,1,24,金属製品製造業,98,5497,4172,-,-,4449,3679,915,419,178,118,11,11,2544269,5102294,2951973,69459,164906,1445869,10699637,7046708,3129871,-,1250,521808,4884956,5222265
0,13000,東京都,1,25,はん用機械器具製造業,48,4447,3697,-,-,3754,3300,472,248,230,158,2,-,2356019,6562138,4412075,31245,115189,1725722,12243115,11247355,250211,579866,661,165022,5517398,5408500
0,13000,東京都,1,26,生産用機械器具製造業,109,7857,6526,-,-,6569,5729,784,401,561,452,22,17,4093816,14222634,9119482,18577,155185,2966374,23942315,20780229,764545,209049,26,2188466,9454970,9674034
0,13000,東京都,1,27,業務用機械器具製造業,94,8340,6324,-,-,6802,5622,1301,554,438,320,16,14,4762007,13647325,10653220,10889,89926,1540095,24652317,22370185,117504,397367,-,1767261,9106920,10581646
0,13000,東京都,1,28,電子部品・デバイス・電子回路製造業,57,7605,5467,-,-,5850,4929,1437,468,756,464,47,15,4523332,27746143,20889140,42649,306220,2047611,36231688,30924449,465950,-,-,4841289,6976956,9178363
0,13000,東京都,1,29,電気機械器具製造業,120,18153,14760,-,-,14393,12419,2116,1125,2132,1675,48,2,10301370,30569778,21111018,82302,261573,7536963,65564527,54551586,838576,290281,126,9883958,33599011,33617424
0,13000,東京都,1,30,情報通信機械器具製造業,29,6849,5777,-,-,5875,5077,314,120,860,753,51,30,4697167,31645496,28896074,13666,148790,1871636,55508804,44867009,196038,54155,-,10391602,23680940,22298113
0,13000,東京都,1,31,輸送用機械器具製造業,59,18779,16578,-,-,14343,13033,2379,1861,2624,2216,-,-,9096923,78990042,74399361,127084,396590,2995923,155092514,153709111,1287266,25105,1347,69685,70380378,70669911
0,13000,東京都,1,32,その他の製造業,49,4313,2975,-,-,3252,2618,1007,328,109,83,-,-,2194254,7604968,3094430,10689,68739,2743115,12856834,10122138,89138,32750,197,2612611,4766033,4965938
1,13100,区部,0,00,総数,837,67458,47070,-,-,52252,41417,12431,4535,3684,1918,335,113,33272358,90114536,56671359,814605,1798958,19594950,169399522,144001890,12392749,949786,32223,12022874,69320352,74359997
1,13100,区部,1,09,食料品製造業,90,8682,4092,-,-,3492,2503,4982,1468,241,153,56,-,2747165,11460169,8368758,153038,242218,45116,18526059,15389057,75260,-,520,3061222,6173225,6586518
1,13100,区部,1,10,飲料・たばこ・飼料製造業,1,36,17,-,-,16,13,20,4,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13100,区部,1,11,繊維工業,13,600,241,-,-,435,226,164,14,1,1,-,-,220661,295429,195360,1812,2860,85891,642772,515897,110086,-,-,16789,311763,324516
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,2,121,105,-,-,114,99,3,3,4,3,9,9,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13100,区部,1,13,家具・装備品製造業,11,479,355,-,-,402,301,75,52,3,2,28,27,232090,675735,251374,1073,3549,247786,1271521,998292,-,-,-,273229,538366,551815
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,27,1687,1277,-,-,1354,1134,314,142,39,19,25,3,863241,4556836,2592157,118852,130372,342819,7100328,5320471,86644,-,5207,1688006,2224471,2391643
1,13100,区部,1,15,印刷・同関連業,255,23223,17312,-,-,19727,15819,2427,1256,1523,629,132,46,12226464,19734518,6592741,96683,569062,10878678,43250608,34702689,7679492,-,24380,844047,20354471,21876608
1,13100,区部,1,16,化学工業,39,7044,4266,-,-,5515,3688,625,192,1035,510,20,5,4089548,11277915,9828908,26636,104316,510285,24840349,23417208,290288,28328,-,1104525,12088027,12711749
1,13100,区部,1,17,石油製品・石炭製品製造業,2,100,88,-,-,93,85,5,2,2,1,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,22,1163,741,-,-,812,640,310,80,41,21,5,-,503362,1274194,750027,6368,34883,154266,2457646,1873119,101268,3351,-,479908,1042656,1107786
1,13100,区部,1,19,ゴム製品製造業,7,389,273,-,-,313,249,70,19,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,23,1598,820,-,-,1089,714,516,112,2,1,3,-,549769,2005127,1042004,6584,7921,361634,3955119,3354680,49054,322,-,551063,1767241,1814835
1,13100,区部,1,21,窯業・土石製品製造業,14,1079,841,-,-,949,766,113,60,17,15,-,-,526947,1596735,875461,113748,69341,127840,2993308,2501171,146862,-,83,345192,1205254,1307101
1,13100,区部,1,22,鉄鋼業,13,1487,1385,-,-,1341,1262,119,101,32,25,-,-,862994,7183538,6082540,164216,255472,383160,10252983,9821164,364798,-,-,67021,2661899,2946818
1,13100,区部,1,23,非鉄金属製造業,8,458,363,-,-,394,325,26,15,39,24,-,-,254547,1719030,1493917,19360,44158,53825,2616597,2399376,64080,-,-,153141,816533,851903
1,13100,区部,1,24,金属製品製造業,68,3776,2873,-,-,3180,2615,552,247,77,43,11,11,1716275,3929255,2141582,50211,90979,1244546,7892109,5273040,2108243,-,1220,509606,3504098,3699702
1,13100,区部,1,25,はん用機械器具製造業,26,1504,1299,-,-,1344,1198,140,89,25,17,2,-,810377,2031759,1237489,8490,21893,679688,3701660,2941245,52387,569431,661,137936,1484328,1565179
1,13100,区部,1,26,生産用機械器具製造業,59,3669,3047,-,-,3279,2820,245,106,166,141,-,-,1985354,4641915,2719000,7050,61377,1271860,8840264,7588102,488005,137391,26,626740,3797592,3977719
1,13100,区部,1,27,業務用機械器具製造業,49,3856,2927,-,-,3306,2750,522,156,143,122,11,11,2260709,8300938,6458464,5103,31148,849013,14142404,12847062,28715,146039,-,1120588,4535057,5657742
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,9,528,297,-,-,354,280,162,21,26,10,23,-,230754,431186,346689,286,6576,65357,870306,850264,9716,-,-,10326,392970,411240
1,13100,区部,1,29,電気機械器具製造業,44,2425,1860,-,-,2005,1691,336,147,113,46,10,1,1210733,2471951,1708527,11798,31068,589969,4905812,4602529,47965,31913,126,223279,2213411,2264578
1,13100,区部,1,30,情報通信機械器具製造業,9,701,566,-,-,597,525,104,40,25,17,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13100,区部,1,31,輸送用機械器具製造業,15,1001,866,-,-,748,678,145,86,114,107,-,-,404220,1318384,699844,6326,22225,376810,2327434,1661150,601353,-,-,64931,935211,946466
1,13100,区部,1,32,その他の製造業,31,1852,1159,-,-,1393,1036,456,123,10,6,-,-,879353,3084316,1538857,3522,22254,1126919,5049384,4352460,69910,1550,-,625464,1815329,1839890
2,13101,千代田区,0,00,総数,19,1367,985,-,-,1180,905,148,75,41,7,-,-,646308,1572314,631140,12760,24751,824050,3093162,2518889,571233,-,-,3040,1344929,1412857
2,13101,千代田区,1,11,繊維工業,1,32,4,-,-,12,3,20,1,-,-,-,-,x,x,x,-,-,-,x,x,x,-,-,-,x,x
2,13101,千代田区,1,15,印刷・同関連業,18,1335,981,-,-,1168,902,128,74,41,7,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13102,中央区,0,00,総数,13,837,642,-,-,767,621,81,46,23,9,-,-,456165,818000,215158,2523,19782,530055,1757904,1667538,86775,-,-,3591,795352,877754
2,13102,中央区,1,09,食料品製造業,1,63,35,-,-,37,27,26,8,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13102,中央区,1,15,印刷・同関連業,11,728,564,-,-,685,551,55,38,22,9,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13102,中央区,1,24,金属製品製造業,1,46,43,-,-,45,43,-,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13103,港区,0,00,総数,8,484,349,-,-,444,324,36,21,4,4,-,-,241182,318258,120943,4970,8106,130250,739533,737577,-,-,-,1956,368069,392174
2,13103,港区,1,09,食料品製造業,2,157,66,-,-,133,55,20,7,4,4,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13103,港区,1,15,印刷・同関連業,6,327,283,-,-,311,269,16,14,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13104,新宿区,0,00,総数,40,3771,2770,-,-,3154,2529,605,236,20,13,81,20,1800847,2212687,844356,4987,52729,1192386,5251552,4931181,290246,-,723,29402,2695151,2826235
2,13104,新宿区,1,09,食料品製造業,3,476,166,-,-,142,92,334,74,-,-,-,-,95198,66103,48439,511,3142,1887,140483,127151,-,-,-,13332,57039,69474
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,2,67,37,-,-,42,27,25,10,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13104,新宿区,1,15,印刷・同関連業,33,3089,2453,-,-,2837,2296,241,152,19,13,81,20,1613715,1830912,539290,4393,48515,1146468,4482340,4175301,290246,-,723,16070,2375385,2466675
2,13104,新宿区,1,27,業務用機械器具製造業,1,54,45,-,-,48,45,5,-,1,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,85,69,-,-,85,69,-,-,-,-,-,-,x,x,x,-,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,0,00,総数,30,3331,2353,-,-,3100,2352,355,141,178,123,-,-,1697267,3658582,576256,1625,72892,2630155,7058499,6212788,356307,1797,1129,486478,3109363,3155620
2,13105,文京区,1,09,食料品製造業,1,65,17,-,-,16,9,49,8,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13105,文京区,1,15,印刷・同関連業,23,2877,2069,-,-,2706,2077,295,132,178,123,-,-,1490862,2966826,329530,969,70297,2517637,5652504,5245157,356110,-,1129,50108,2449682,2492534
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,63,33,-,-,58,33,5,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13105,文京区,1,27,業務用機械器具製造業,5,326,234,-,-,320,233,6,1,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13106,台東区,0,00,総数,15,774,479,-,-,572,413,193,60,11,6,-,-,306252,644556,363380,2068,5564,78172,1280765,1035679,-,-,8,245078,582397,590882
2,13106,台東区,1,09,食料品製造業,4,221,106,-,-,90,69,131,37,-,-,-,-,87956,51320,48353,329,1939,-,213357,211411,-,-,-,1946,145556,150290
2,13106,台東区,1,11,繊維工業,1,34,15,-,-,34,15,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13106,台東区,1,13,家具・装備品製造業,1,42,33,-,-,39,31,-,-,3,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13106,台東区,1,15,印刷・同関連業,5,243,167,-,-,201,150,35,13,8,4,-,-,114991,211211,103500,365,1347,20565,411940,293290,-,-,8,118642,180151,186002
2,13106,台東区,1,20,なめし革・同製品・毛皮製造業,2,128,93,-,-,107,84,21,9,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13106,台東区,1,32,その他の製造業,2,106,65,-,-,101,64,6,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,0,00,総数,53,5987,3856,-,-,5186,3610,515,186,298,70,1,1,3299658,7774812,5790340,51499,82513,1340163,17259907,16522229,115753,-,237,621688,8623069,8838765
2,13107,墨田区,1,09,食料品製造業,2,106,59,-,-,53,39,53,20,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,11,繊維工業,1,35,15,-,-,35,15,-,-,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13107,墨田区,1,14,パルプ・紙・紙加工品製造業,1,44,27,-,-,27,22,17,5,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,15,印刷・同関連業,21,1245,850,-,-,1005,759,166,59,76,34,1,1,546233,1314693,340494,973,17528,808891,2155827,1946807,54482,-,237,154301,741039,783063
2,13107,墨田区,1,16,化学工業,7,2991,1780,-,-,2716,1744,72,18,208,23,-,-,1913616,3721018,3483455,2619,16079,176876,10296918,10244256,5798,-,-,46864,6008575,6127961
2,13107,墨田区,1,18,プラスチック製品製造業（別掲を除く）,2,168,102,-,-,135,102,33,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13107,墨田区,1,19,ゴム製品製造業,1,45,23,-,-,37,21,8,2,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13107,墨田区,1,20,なめし革・同製品・毛皮製造業,6,376,231,-,-,314,204,61,27,1,-,-,-,152748,437906,267293,373,2552,146323,961083,924569,34474,-,-,2040,487137,487308
2,13107,墨田区,1,21,窯業・土石製品製造業,3,290,207,-,-,245,179,35,18,10,10,-,-,127662,371020,103123,30300,18121,12409,605225,378857,-,-,-,226368,207474,219219
2,13107,墨田区,1,22,鉄鋼業,1,194,176,-,-,182,164,17,15,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13107,墨田区,1,24,金属製品製造業,3,144,97,-,-,127,90,16,6,1,1,-,-,57728,255058,227711,341,2523,19438,432975,432975,-,-,-,-,161840,165595
2,13107,墨田区,1,25,はん用機械器具製造業,2,114,95,-,-,105,88,9,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13107,墨田区,1,26,生産用機械器具製造業,2,194,164,-,-,174,157,18,5,2,2,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13107,墨田区,1,32,その他の製造業,1,41,30,-,-,31,26,10,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,0,00,総数,58,4948,3453,-,-,3469,2727,1202,522,316,242,68,9,2276937,6657743,5107775,44583,180846,836066,14786895,12430869,1634439,47255,600,673732,7123159,7579424
2,13108,江東区,1,09,食料品製造業,11,1273,559,-,-,413,268,803,254,57,37,54,-,357152,737213,676145,18445,23582,1,1804817,1798526,-,-,-,6291,963118,990695
2,13108,江東区,1,12,木材・木製品製造業（家具を除く）,2,121,105,-,-,114,99,3,3,4,3,9,9,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13108,江東区,1,13,家具・装備品製造業,2,106,81,-,-,99,77,7,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,14,パルプ・紙・紙加工品製造業,1,45,42,-,-,42,41,3,1,-,-,-,-,x,x,-,x,x,-,x,-,x,-,-,-,x,x
2,13108,江東区,1,15,印刷・同関連業,18,1840,1518,-,-,1527,1273,245,186,106,96,-,-,1004026,1317489,575724,9801,78659,573095,3774989,2122007,1499712,-,517,152753,2017050,2292138
2,13108,江東区,1,16,化学工業,3,476,259,-,-,371,198,31,22,74,39,-,-,270859,556817,494953,1600,8740,3488,3235867,3176629,-,-,-,59238,2404998,2486760
2,13108,江東区,1,18,プラスチック製品製造業（別掲を除く）,3,119,84,-,-,85,70,34,14,-,-,5,-,62614,291111,104481,2634,6635,68917,428358,310666,-,-,-,117692,123532,129553
2,13108,江東区,1,21,窯業・土石製品製造業,2,64,45,-,-,40,35,19,5,5,5,-,-,x,x,x,x,x,-,x,x,x,-,x,x,x,x
2,13108,江東区,1,22,鉄鋼業,2,129,122,-,-,129,122,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13108,江東区,1,23,非鉄金属製造業,2,101,82,-,-,101,83,1,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13108,江東区,1,24,金属製品製造業,4,188,154,-,-,180,149,8,5,-,-,-,-,91185,503090,422197,3822,3862,36219,707942,633844,9703,-,-,64395,174948,190295
2,13108,江東区,1,25,はん用機械器具製造業,1,46,41,-,-,38,34,8,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13108,江東区,1,26,生産用機械器具製造業,2,193,170,-,-,124,109,1,1,68,60,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13108,江東区,1,27,業務用機械器具製造業,2,110,88,-,-,89,77,20,10,1,1,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13108,江東区,1,28,電子部品・デバイス・電子回路製造業,1,40,25,-,-,30,22,9,2,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,29,電気機械器具製造業,1,44,33,-,-,43,33,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13108,江東区,1,31,輸送用機械器具製造業,1,53,45,-,-,44,37,9,8,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13109,品川区,0,00,総数,31,2155,1652,-,-,1826,1478,242,103,95,79,16,16,1067557,2397009,1787016,8849,36237,269277,4645122,3611680,848887,46748,126,137681,2046927,2105258
2,13109,品川区,1,09,食料品製造業,2,85,50,-,-,44,36,38,11,3,3,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13109,品川区,1,15,印刷・同関連業,3,170,130,-,-,144,113,24,15,2,2,-,-,79283,139985,61973,682,2442,74457,272799,260591,12208,-,-,-,110509,123962
2,13109,品川区,1,16,化学工業,3,328,173,-,-,263,164,58,5,7,4,5,5,139404,502858,461686,2177,10036,19505,1034559,921549,108936,-,-,4074,473847,494766
2,13109,品川区,1,18,プラスチック製品製造業（別掲を除く）,1,71,51,-,-,63,45,8,6,-,-,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
2,13109,品川区,1,24,金属製品製造業,2,132,98,-,-,102,83,29,14,1,1,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13109,品川区,1,25,はん用機械器具製造業,1,172,149,-,-,172,150,-,-,3,2,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,26,生産用機械器具製造業,6,309,260,-,-,303,256,6,4,-,-,-,-,199963,445264,321194,594,3334,114782,758287,758287,-,-,-,-,296341,293802
2,13109,品川区,1,27,業務用機械器具製造業,1,139,105,-,-,134,104,5,1,-,-,11,11,x,x,x,x,x,-,x,x,-,x,-,x,x,x
2,13109,品川区,1,28,電子部品・デバイス・電子回路製造業,1,47,36,-,-,43,32,-,-,4,4,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13109,品川区,1,29,電気機械器具製造業,7,308,241,-,-,269,226,25,13,14,2,-,-,166824,374697,337895,232,3421,25834,598570,581478,7651,-,126,9315,214024,217299
2,13109,品川区,1,31,輸送用機械器具製造業,4,394,359,-,-,289,269,49,34,61,61,-,-,146591,374905,143866,229,1832,22249,663159,148136,451039,-,-,63984,260635,267372
2,13110,目黒区,0,00,総数,20,1423,982,-,-,1106,850,270,100,67,52,2,2,707729,1469222,1053872,3595,19712,280904,2703294,2355443,61510,37023,-,249318,1113654,1161927
2,13110,目黒区,1,09,食料品製造業,4,326,161,-,-,185,122,90,1,51,38,-,-,120025,108064,96431,521,4285,255,393430,393430,-,-,-,-,256105,264421
2,13110,目黒区,1,13,家具・装備品製造業,1,32,17,-,-,32,17,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,24,金属製品製造業,3,179,147,-,-,145,129,36,20,-,-,2,2,68125,257302,206583,2072,3647,41901,400848,265148,61510,-,-,74190,129104,143419
2,13110,目黒区,1,25,はん用機械器具製造業,1,50,43,-,-,48,43,2,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13110,目黒区,1,26,生産用機械器具製造業,2,194,156,-,-,161,137,25,12,8,7,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,27,業務用機械器具製造業,2,135,103,-,-,109,82,26,21,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13110,目黒区,1,28,電子部品・デバイス・電子回路製造業,1,37,32,-,-,50,45,-,-,1,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13110,目黒区,1,29,電気機械器具製造業,3,188,154,-,-,157,134,33,22,1,1,-,-,92411,154758,37441,73,1106,60810,255164,158214,-,-,-,96950,91397,93623
2,13110,目黒区,1,30,情報通信機械器具製造業,1,41,34,-,-,32,29,5,1,4,4,-,-,x,x,x,-,-,x,x,x,-,-,-,x,x,x
2,13110,目黒区,1,32,その他の製造業,2,241,135,-,-,187,112,53,23,2,1,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13111,大田区,0,00,総数,138,8522,6313,-,-,6913,5721,1474,543,283,184,51,3,4058527,10147093,6633654,67503,210912,2254200,19127820,15590764,1831815,547269,8135,1149837,7994732,8397570
2,13111,大田区,1,09,食料品製造業,13,944,455,-,-,397,298,515,136,32,21,-,-,281293,1962279,1856256,9277,52793,8459,2672020,2660736,6736,-,-,4548,630775,674860
2,13111,大田区,1,10,飲料・たばこ・飼料製造業,1,36,17,-,-,16,13,20,4,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13111,大田区,1,11,繊維工業,2,82,53,-,-,62,46,19,6,1,1,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13111,大田区,1,13,家具・装備品製造業,1,36,32,-,-,36,31,1,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,14,パルプ・紙・紙加工品製造業,2,97,79,-,-,88,78,9,1,-,-,2,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13111,大田区,1,15,印刷・同関連業,12,762,632,-,-,709,598,41,23,13,11,8,-,371002,532962,231927,2282,24065,259731,1184255,891658,289997,-,2267,333,559232,604884
2,13111,大田区,1,16,化学工業,6,709,324,-,-,591,357,127,15,91,47,15,-,327619,1441380,683130,1948,8989,107638,2495914,1539198,97098,-,-,859618,936966,988505
2,13111,大田区,1,17,石油製品・石炭製品製造業,1,46,39,-,-,40,37,5,2,1,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13111,大田区,1,18,プラスチック製品製造業（別掲を除く）,7,381,283,-,-,274,237,74,26,33,20,-,-,162942,383372,248696,1034,15345,46860,759170,720494,-,-,-,38676,335766,353523
2,13111,大田区,1,19,ゴム製品製造業,2,155,120,-,-,124,109,25,6,6,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13111,大田区,1,21,窯業・土石製品製造業,2,111,91,-,-,95,77,16,14,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
