産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員・正職員等／総数(人),常用労働者／常用雇用者／正社員・正職員等／うち男(人),常用労働者／常用雇用者／パート・アルバイト等／総数(人),常用労働者／常用雇用者／パート・アルバイト等／うち男(人),常用労働者／出向・派遣受入者／総数(人),常用労働者／出向・派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
1,09,食料品製造業,1,01,4～9人,259,1616,847,42,30,974,650,604,165,3,3,62,16,409183,1028784,1989060,1670568,193729,194,-,124569,889315,889315,…,…,…,…
1,09,食料品製造業,1,02,10～19人,162,2183,1128,3,3,1205,874,954,242,24,12,31,15,622413,2610639,3953163,3670000,87517,-,115,195531,1243866,1243866,…,…,…,…
1,09,食料品製造業,1,03,20～29人,102,2542,1298,-,-,1355,984,1167,309,22,7,7,2,829831,2890902,5202470,4520389,212481,-,2797,466803,2140736,2140736,…,…,…,…
1,09,食料品製造業,1,04,30～49人,60,2351,1152,-,-,1056,820,1207,276,88,56,14,11,787805,4082557,7178283,6244079,91294,-,-,842910,2821350,2892129,1675204,136343,56379,92983
1,09,食料品製造業,1,05,50～99人,56,3804,1817,-,-,1767,1287,1894,440,148,95,11,1,1334709,6245436,9884525,8482529,56465,-,-,1345531,3111304,3392312,3685605,571260,14319,284299
1,09,食料品製造業,1,06,100～199人,32,4482,2137,-,-,1815,1298,2461,722,208,119,5,4,1358001,5872830,10357467,9686008,-,-,520,670939,4016023,4166496,2361592,146006,48377,170165
1,09,食料品製造業,1,07,200～299人,9,2164,960,-,-,642,413,1371,493,151,54,54,-,630494,2089530,3918953,3904915,-,-,-,14038,1586631,1701331,2058878,80749,3019,112298
1,09,食料品製造業,1,08,300～499人,16,6236,2943,-,-,1898,1392,3911,1338,457,242,417,206,1999209,6619546,11562140,11059016,7090,-,-,496034,4398130,4599124,2128607,311774,28187,209537
1,09,食料品製造業,1,09,500～999人,5,3018,1499,-,-,682,571,1971,776,366,152,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,09,食料品製造業,1,10,1000人以上,2,2507,1486,-,-,1220,933,1271,549,20,7,174,85,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,0,00,総数,42,1172,871,2,2,792,670,243,86,135,113,26,7,523010,5503834,10837129,10367764,444551,x,-,x,2323426,2667262,3978369,226616,13907,298362
1,10,飲料・たばこ・飼料製造業,1,01,4～9人,15,100,58,1,1,63,41,34,15,2,1,2,-,26810,74701,148917,125589,5476,-,-,17852,57264,57264,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,02,10～19人,12,166,108,1,1,113,89,51,17,1,1,4,-,48294,90826,208745,198209,6359,-,-,4177,102232,102232,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,03,20～29人,7,179,134,-,-,138,117,38,14,3,3,19,6,71419,119759,232941,230156,x,-,-,x,98265,98265,…,…,…,…
1,10,飲料・たばこ・飼料製造業,1,04,30～49人,2,69,37,-,-,36,30,33,7,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,05,50～99人,3,192,119,-,-,84,71,72,20,36,28,-,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
1,10,飲料・たばこ・飼料製造業,1,06,100～199人,3,466,415,-,-,358,322,15,13,93,80,1,1,272952,4895086,9157678,8725263,432415,-,-,-,1402109,1723861,3536278,190207,7063,268962
1,11,繊維工業,0,00,総数,380,4347,1649,48,33,2814,1450,1467,167,21,2,45,6,1262256,2710501,5154125,3283683,1510902,4816,-,354724,2259016,2274484,594930,71020,78034,24889
1,11,繊維工業,1,01,4～9人,237,1382,596,42,30,935,517,408,52,-,-,37,5,345697,614090,1278918,780620,441189,4816,-,52293,615666,615666,…,…,…,…
1,11,繊維工業,1,02,10～19人,96,1257,456,6,3,739,388,504,64,8,1,8,1,339373,756163,1404284,690297,491387,-,-,222600,600565,600565,…,…,…,…
1,11,繊維工業,1,03,20～29人,29,685,255,-,-,485,236,194,19,6,-,-,-,249193,734026,1308528,891149,354912,-,-,62467,539773,539773,…,…,…,…
1,11,繊維工業,1,04,30～49人,9,320,116,-,-,212,112,108,4,-,-,-,-,111319,207422,422407,334477,71141,-,-,16789,187783,202519,266435,50540,77932,10934
1,11,繊維工業,1,05,50～99人,7,438,129,-,-,292,118,139,10,7,1,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,11,繊維工業,1,06,100～199人,2,265,97,-,-,151,79,114,18,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,-,x
1,12,木材・木製品製造業（家具を除く）,0,00,総数,49,560,448,1,1,482,393,73,51,4,3,10,10,219802,525933,1065941,1003790,41654,-,-,20497,474623,500795,x,x,x,x
1,12,木材・木製品製造業（家具を除く）,1,01,4～9人,29,188,132,1,1,155,112,32,19,-,-,1,1,61769,100701,218188,200044,8589,-,-,9555,108788,108788,…,…,…,…
1,12,木材・木製品製造業（家具を除く）,1,02,10～19人,17,231,191,-,-,199,168,32,23,-,-,-,-,90847,140373,312927,270337,31648,-,-,10942,159773,159773,…,…,…,…
1,12,木材・木製品製造業（家具を除く）,1,03,20～29人,1,20,20,-,-,14,14,6,6,-,-,-,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
1,12,木材・木製品製造業（家具を除く）,1,05,50～99人,2,121,105,-,-,114,99,3,3,4,3,9,9,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,13,家具・装備品製造業,0,00,総数,221,3335,2457,15,11,2781,2223,428,185,204,110,47,35,1675177,7420592,9773452,8696743,365785,37040,9,673875,2957633,2493868,1402173,122312,59617,93529
1,13,家具・装備品製造業,1,01,4～9人,156,945,684,15,11,801,630,128,42,1,1,14,8,334075,542080,1136679,987667,113324,5492,9,30187,550567,550567,…,…,…,…
1,13,家具・装備品製造業,1,02,10～19人,42,535,392,-,-,443,347,89,44,4,2,-,-,215234,396224,858301,775812,64268,2736,-,15485,427847,427847,…,…,…,…
1,13,家具・装備品製造業,1,03,20～29人,7,167,119,-,-,138,116,27,3,2,-,5,-,91328,165409,422005,293984,43949,3565,-,80507,237590,237590,…,…,…,…
1,13,家具・装備品製造業,1,04,30～49人,10,377,277,-,-,300,220,75,55,3,2,28,27,177890,507974,959207,869440,-,-,-,89767,403381,417417,429035,17677,14729,15312
1,13,家具・装備品製造業,1,05,50～99人,4,273,210,-,-,241,187,24,15,8,8,-,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
1,13,家具・装備品製造業,1,06,100～199人,1,126,85,-,-,139,98,25,9,4,1,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,13,家具・装備品製造業,1,09,500～999人,1,912,690,-,-,719,625,60,17,182,96,-,-,x,x,x,x,-,x,-,-,x,x,x,x,x,x
1,14,パルプ・紙・紙加工品製造業,0,00,総数,409,5876,3870,27,16,4388,3391,1424,454,73,41,91,15,2279337,8010837,13569405,10292685,1104553,-,6271,2165896,4985410,5191767,x,x,x,x
1,14,パルプ・紙・紙加工品製造業,1,01,4～9人,219,1321,795,26,15,962,687,333,92,2,2,39,10,397856,721756,1522481,1124524,374534,-,177,23246,741628,741628,…,…,…,…
1,14,パルプ・紙・紙加工品製造業,1,02,10～19人,113,1492,928,1,1,1055,785,432,140,9,6,3,1,483998,1088849,2093088,1622502,274704,-,105,195777,930424,930424,…,…,…,…
1,14,パルプ・紙・紙加工品製造業,1,03,20～29人,42,1000,619,-,-,760,568,227,47,22,13,24,1,371612,976546,1804798,1296877,364432,-,514,142975,769733,769733,…,…,…,…
1,14,パルプ・紙・紙加工品製造業,1,04,30～49人,21,784,561,-,-,610,505,174,57,3,2,3,-,338357,1255793,1957119,1667517,39148,-,268,250186,625426,671066,551577,86505,14319,54798
1,14,パルプ・紙・紙加工品製造業,1,05,50～99人,11,815,603,-,-,639,520,180,90,13,8,22,3,415150,1860621,3180834,2693687,51735,-,5207,430205,1114061,1233035,1315322,113374,8814,136991
1,14,パルプ・紙・紙加工品製造業,1,06,100～199人,3,464,364,-,-,362,326,78,28,24,10,-,-,272364,2107272,3011085,1887578,-,-,-,1123507,804138,845881,x,x,x,x
1,15,印刷・同関連業,0,00,総数,1807,42769,30892,33,23,35543,28044,5955,2484,1843,852,294,124,20307127,35399471,77096447,60625446,15054874,3036,35700,1377391,36937863,38763926,27856760,1731527,425010,1887706
1,15,印刷・同関連業,1,01,4～9人,887,5305,3506,33,23,4337,3166,913,300,37,30,75,39,1860397,2620319,6029856,4051148,1829446,50,1488,147724,3159632,3159632,…,…,…,…
1,15,印刷・同関連業,1,02,10～19人,448,6011,4442,-,-,5267,4161,806,339,39,27,37,25,2541108,6022640,11610085,8856449,2607621,2986,1834,141195,5174945,5174945,…,…,…,…
1,15,印刷・同関連業,1,03,20～29人,174,4259,2973,-,-,3570,2759,668,208,50,22,11,-,1875063,3244974,6922551,5057989,1788106,-,2879,73577,3406424,3406424,…,…,…,…
1,15,印刷・同関連業,1,04,30～49人,136,5297,3893,-,-,4540,3593,679,261,99,55,103,40,2381405,4706467,9714947,7785979,1661665,-,4076,263227,4382166,4665855,3969874,401930,54065,277570
1,15,印刷・同関連業,1,05,50～99人,106,7224,5446,-,-,6138,4890,827,387,276,184,18,3,3440353,7116406,15121741,11801688,2998853,-,7100,314100,6992007,7432578,7556280,289505,94126,477052
1,15,印刷・同関連業,1,06,100～199人,41,5743,4345,-,-,4481,3671,999,508,321,220,20,5,2816507,5382127,11925612,9449466,2097659,-,13820,364667,5714639,6122717,4548754,522119,258459,433024
1,15,印刷・同関連業,1,07,200～299人,5,1187,875,-,-,846,662,225,113,119,103,-,-,570852,797543,1783175,1722122,-,-,-,61053,861882,916462,586314,16332,578,60675
1,15,印刷・同関連業,1,08,300～499人,4,1470,1051,-,-,1182,931,301,133,12,11,-,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
1,15,印刷・同関連業,1,09,500～999人,2,1260,972,-,-,934,836,237,92,130,70,30,12,x,x,x,x,-,-,x,-,x,x,x,-,-,x
1,15,印刷・同関連業,1,10,1000人以上,4,5013,3389,-,-,4248,3375,300,143,760,130,-,-,2940180,3358633,7850590,6631188,1219402,-,-,-,3866139,4182513,6045761,349224,16830,358856
1,16,化学工業,0,00,総数,197,10767,6566,2,2,8208,5692,1492,393,1216,621,30,7,5822130,17133156,36096772,33574323,597848,28328,1,1896272,16857896,17796382,x,x,x,x
1,16,化学工業,1,01,4～9人,58,383,232,1,1,312,222,74,18,8,3,5,1,144215,362678,703322,602473,18992,-,-,81857,315576,315576,…,…,…,…
1,16,化学工業,1,02,10～19人,47,649,408,1,1,498,354,137,44,16,11,5,1,270376,1066091,1736169,1587066,25939,-,-,123164,621239,621239,…,…,…,…
1,16,化学工業,1,03,20～29人,30,734,470,-,-,555,413,142,32,40,28,-,-,327722,1084996,2118812,1806227,61107,-,-,251478,959908,959908,…,…,…,…
1,16,化学工業,1,04,30～49人,21,849,569,-,-,595,477,193,48,68,51,-,-,397190,1607035,2629603,2297381,181695,28328,1,122198,874467,983853,1411274,131198,62144,131760
1,16,化学工業,1,05,50～99人,22,1493,831,-,-,978,683,384,70,139,84,-,-,708190,2387699,4508810,4106368,211513,-,-,190929,1965769,2016280,968045,101671,10248,83614
1,16,化学工業,1,06,100～199人,10,1240,702,-,-,1018,740,184,29,135,24,5,5,666934,2574699,4939125,4532403,98602,-,-,308120,1955530,2238587,5072591,94263,38756,273130
1,16,化学工業,1,07,200～299人,4,943,471,-,-,689,404,238,67,20,4,15,-,432369,1836032,3547831,2762871,-,-,-,784960,1470304,1624668,1426805,107760,3259,140795
1,16,化学工業,1,08,300～499人,3,1193,863,-,-,872,645,105,69,233,166,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,16,化学工業,1,09,500～999人,1,634,389,-,-,249,147,30,12,355,230,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,16,化学工業,1,10,1000人以上,1,2649,1631,-,-,2442,1607,5,4,202,20,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,0,00,総数,17,342,281,-,-,275,229,39,31,28,21,-,-,190179,2032766,3376643,3013984,29349,-,-,333310,1242875,1245663,x,x,x,x
1,17,石油製品・石炭製品製造業,1,01,4～9人,3,26,20,-,-,23,18,-,-,3,2,-,-,16909,254541,372191,242233,17903,-,-,112055,110045,110045,…,…,…,…
1,17,石油製品・石炭製品製造業,1,02,10～19人,8,126,101,-,-,94,76,12,10,20,15,-,-,63980,606301,889813,691684,-,-,-,198129,262513,262513,…,…,…,…
1,17,石油製品・石炭製品製造業,1,03,20～29人,4,90,72,-,-,65,50,22,19,3,3,-,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,17,石油製品・石炭製品製造業,1,04,30～49人,1,46,39,-,-,40,37,5,2,1,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,17,石油製品・石炭製品製造業,1,05,50～99人,1,54,49,-,-,53,48,-,-,1,1,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,18,プラスチック製品製造業（別掲を除く）,0,00,総数,600,8077,4871,18,14,5684,4252,2267,550,146,87,42,15,3032128,5883313,12438906,9906331,1621851,4321,1179,905224,5956466,6102120,1462774,156982,69219,116771
1,18,プラスチック製品製造業（別掲を除く）,1,01,4～9人,309,1905,1103,17,14,1393,982,512,120,2,-,25,12,616776,1016510,2162405,1571344,523552,486,178,66845,1061283,1061283,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,02,10～19人,193,2629,1531,1,-,1850,1377,766,149,18,11,12,3,934743,1703394,3766703,2875170,741618,-,79,149836,1912321,1912321,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,03,20～29人,61,1500,938,-,-,1059,802,414,118,27,18,-,-,615326,1101138,2426806,2080992,255413,484,-,89917,1230012,1230012,…,…,…,…
1,18,プラスチック製品製造業（別掲を除く）,1,04,30～49人,19,757,467,-,-,488,391,243,65,29,14,5,-,313771,970159,1870367,1597950,9725,-,-,262692,808175,838911,592449,32258,10291,40687
1,18,プラスチック製品製造業（別掲を除く）,1,05,50～99人,16,1024,634,-,-,650,508,317,95,67,41,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,18,プラスチック製品製造業（別掲を除く）,1,06,100～199人,2,262,198,-,-,244,192,15,3,3,3,-,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
1,19,ゴム製品製造業,0,00,総数,194,2456,1653,17,13,1778,1386,594,199,67,55,11,9,924856,1859318,3455210,3106153,205259,416,1647,141735,1486925,1518690,939934,234558,15978,120435
1,19,ゴム製品製造業,1,01,4～9人,115,666,411,17,13,467,337,181,60,1,1,6,5,201665,333325,710599,600486,75765,416,217,33715,349633,349633,…,…,…,…
1,19,ゴム製品製造業,1,02,10～19人,53,745,463,-,-,527,390,198,60,20,13,4,3,238624,427863,918109,831428,73061,-,1430,12190,454403,454403,…,…,…,…
1,19,ゴム製品製造業,1,03,20～29人,18,437,294,-,-,308,250,129,44,-,-,1,1,182111,290496,637149,541452,56433,-,-,39264,320975,320975,…,…,…,…
1,19,ゴム製品製造業,1,04,30～49人,4,162,106,-,-,124,93,38,13,-,-,-,-,69939,150595,336569,333482,-,-,-,3087,172454,172580,243333,4185,1150,7325
1,19,ゴム製品製造業,1,05,50～99人,3,227,167,-,-,189,156,32,6,6,5,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,19,ゴム製品製造業,1,07,200～299人,1,219,212,-,-,163,160,16,16,40,36,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,20,なめし革・同製品・毛皮製造業,0,00,総数,236,3663,2061,32,20,2574,1762,1068,289,5,4,27,12,1212781,4249885,7531077,6603766,280510,3652,1733,641416,3001079,3048673,781336,143901,31001,33873
1,20,なめし革・同製品・毛皮製造業,1,01,4～9人,131,777,468,30,19,564,393,183,56,3,3,21,10,226167,577977,1047647,909850,121984,1012,1733,13068,436024,436024,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,02,10～19人,64,857,487,2,1,597,417,262,73,-,-,3,2,292316,1163654,1737160,1604832,75850,860,-,55618,531109,531109,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,03,20～29人,18,431,286,-,-,324,238,107,48,-,-,-,-,144529,503127,791151,734404,33622,1458,-,21667,266705,266705,…,…,…,…
1,20,なめし革・同製品・毛皮製造業,1,04,30～49人,15,592,375,-,-,432,311,159,63,1,1,3,-,242098,1024789,1650212,1049773,49054,322,-,551063,567530,580439,367864,11526,9561,12767
1,20,なめし革・同製品・毛皮製造業,1,05,50～99人,5,339,201,-,-,252,182,87,19,-,-,-,-,106487,448165,953672,953672,-,-,-,-,452785,469308,168306,30721,329,7123
1,20,なめし革・同製品・毛皮製造業,1,06,100～199人,2,218,126,-,-,177,117,40,9,1,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,20,なめし革・同製品・毛皮製造業,1,08,300～499人,1,449,118,-,-,228,104,230,21,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,21,窯業・土石製品製造業,0,00,総数,182,3720,2972,10,7,3084,2553,440,248,199,177,18,13,1878375,10157732,17374697,15912813,399716,2093,83,1059992,6516060,6813300,3443326,212468,21478,216886
1,21,窯業・土石製品製造業,1,01,4～9人,59,362,250,10,7,309,228,39,11,4,4,1,1,140071,560027,870453,815566,45498,100,-,9289,287427,287427,…,…,…,…
1,21,窯業・土石製品製造業,1,02,10～19人,65,898,727,-,-,719,603,117,66,71,67,8,4,436772,3413394,5286241,5014293,179622,6,-,92320,1734850,1734850,…,…,…,…
1,21,窯業・土石製品製造業,1,03,20～29人,38,895,734,-,-,750,640,113,67,36,31,8,8,473612,3102406,4705500,4375140,27206,1987,-,301167,1487498,1487498,…,…,…,…
1,21,窯業・土石製品製造業,1,04,30～49人,9,354,277,-,-,300,242,48,29,6,6,1,-,166798,498818,1122057,1062958,48268,-,83,10748,552418,578014,331862,12262,3884,22329
1,21,窯業・土石製品製造業,1,05,50～99人,6,392,337,-,-,305,268,50,35,37,34,-,-,177133,976021,1800879,1671421,99122,-,-,30336,592945,767447,1528256,59258,1090,74504
1,21,窯業・土石製品製造業,1,06,100～199人,3,353,256,-,-,296,228,46,18,11,10,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,21,窯業・土石製品製造業,1,07,200～299人,2,466,391,-,-,405,344,27,22,34,25,-,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,22,鉄鋼業,0,00,総数,108,2757,2406,4,3,2431,2156,243,183,84,67,5,5,1464491,12066489,16652241,15619895,821998,-,6566,203782,4025767,4357219,4478916,266988,50749,356277
1,22,鉄鋼業,1,01,4～9人,57,340,252,4,3,285,221,46,24,5,4,2,2,129412,380171,612586,498381,104004,-,-,10201,215200,215200,…,…,…,…
1,22,鉄鋼業,1,02,10～19人,23,310,253,-,-,285,239,24,14,1,-,-,-,160043,1491016,1847507,1651876,100401,-,-,95230,332839,332839,…,…,…,…
1,22,鉄鋼業,1,03,20～29人,12,278,214,-,-,230,176,23,18,25,20,3,3,143620,1413805,1730142,1587128,105866,-,6566,30582,293142,293142,…,…,…,…
1,22,鉄鋼業,1,04,30～49人,6,240,213,-,-,199,185,40,28,1,-,-,-,122201,276421,634725,413029,207487,-,-,14209,318425,332636,338258,11027,1108,15215
1,22,鉄鋼業,1,05,50～99人,3,245,230,-,-,215,202,30,28,-,-,-,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,22,鉄鋼業,1,06,100～199人,5,724,670,-,-,671,622,45,40,13,11,-,-,468552,3517100,5266563,5042973,220220,-,-,3370,1455621,1636942,2070793,115932,5389,211155
1,22,鉄鋼業,1,07,200～299人,1,236,208,-,-,200,179,15,11,21,18,-,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,22,鉄鋼業,1,08,300～499人,1,384,366,-,-,346,332,20,20,18,14,-,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
1,23,非鉄金属製造業,0,00,総数,121,2503,1808,3,3,1994,1638,448,127,59,41,7,4,1099584,6527275,9073109,8170843,403664,-,-,498602,2323310,2393433,1200526,346352,57627,85963
1,23,非鉄金属製造業,1,01,4～9人,60,352,222,3,3,257,187,90,30,2,2,1,-,111478,238496,482566,384737,96060,-,-,1769,225998,225998,…,…,…,…
1,23,非鉄金属製造業,1,02,10～19人,29,401,282,-,-,311,242,88,38,2,2,1,-,148239,1552400,1874921,1695201,86335,-,-,93385,299624,299624,…,…,…,…
1,23,非鉄金属製造業,1,03,20～29人,15,351,271,-,-,304,255,41,11,6,5,-,-,160885,989697,1293086,899219,153189,-,-,240678,280954,280954,…,…,…,…
1,23,非鉄金属製造業,1,04,30～49人,7,264,214,-,-,224,191,5,1,35,22,-,-,155050,1370344,1932499,1828225,34980,-,-,69294,544691,544530,298541,254204,504,16269
1,23,非鉄金属製造業,1,05,50～99人,6,356,233,-,-,231,201,114,23,12,10,-,-,152438,465574,773943,733408,33100,-,-,7435,262126,290759,102525,68015,1855,34245
1,23,非鉄金属製造業,1,06,100～199人,3,377,260,-,-,283,239,92,21,2,-,5,4,x,x,x,x,-,-,-,x,x,x,x,x,x,x
1,23,非鉄金属製造業,1,08,300～499人,1,402,326,-,-,384,323,18,3,-,-,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,24,金属製品製造業,0,00,総数,1424,18148,13212,55,43,14506,11563,3398,1493,249,170,104,73,7354917,12567230,27548962,18492874,8108524,15044,8615,923905,13577710,13915019,5131317,486258,141488,310630
1,24,金属製品製造業,1,01,4～9人,836,4977,3478,55,43,4043,3038,872,392,9,7,50,31,1791073,2516902,5835235,3761806,1916863,3116,1565,151885,3073165,3073165,…,…,…,…
1,24,金属製品製造業,1,02,10～19人,385,5153,3692,-,-,4069,3232,1055,439,39,30,36,26,2021701,3316314,7351556,5168025,2016772,11295,4997,150467,3737709,3737709,…,…,…,…
1,24,金属製品製造業,1,03,20～29人,105,2521,1870,-,-,1945,1614,556,243,23,15,7,5,997874,1631720,3662534,2516335,1045018,633,803,99745,1881880,1881880,…,…,…,…
1,24,金属製品製造業,1,04,30～49人,59,2248,1729,-,-,1855,1552,360,156,42,30,11,11,1011544,1738879,3764737,2059263,1259900,-,30,445544,1765877,1889555,2001081,160278,42156,104324
1,24,金属製品製造業,1,05,50～99人,31,2033,1545,-,-,1574,1293,375,193,84,59,-,-,870193,1880155,4016456,2642965,1300744,-,703,72044,1889055,1990784,1933971,154331,23097,113917
1,24,金属製品製造業,1,06,100～199人,7,904,664,-,-,778,635,142,52,12,4,-,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,08,300～499人,1,312,234,-,-,242,199,38,18,40,25,-,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
1,25,はん用機械器具製造業,0,00,総数,335,7531,6004,9,8,6346,5367,947,473,239,166,15,7,3689503,8939787,17302011,14971037,980683,877663,1999,470629,8003799,7894901,3765142,504730,20109,178875
1,25,はん用機械器具製造業,1,01,4～9人,159,983,711,9,8,821,626,151,75,2,2,10,7,386632,556019,1292064,909857,264611,56375,33,61188,681822,681822,…,…,…,…
1,25,はん用機械器具製造業,1,02,10～19人,91,1216,930,-,-,1042,840,170,87,4,3,-,-,534428,1104014,2190826,1586709,333503,130489,-,140125,1007650,1007650,…,…,…,…
