地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
0,13000,東京都,2,099,その他の食料品製造業,278,13853,6035,10,9,3798,2771,9062,2800,998,467,34,22,3493310,11198135,20717076,19024718,103015,8538262,8865333
0,13000,東京都,1,100,飲料・たばこ・飼料製造業,42,1172,871,2,2,792,670,243,86,135,113,26,7,523010,5503834,10837129,10367764,444551,2323426,2667262
0,13000,東京都,2,101,清涼飲料製造業,10,481,393,1,1,286,248,67,38,127,106,2,-,225304,3745754,4940633,4496796,439837,898935,1110156
0,13000,東京都,2,102,酒類製造業,11,370,271,1,1,303,259,64,9,2,2,3,1,192812,1509911,5294682,x,301,1100637,1235439
0,13000,東京都,2,103,茶・コーヒー製造業（清涼飲料を除く）,9,111,62,-,-,66,49,44,13,1,-,1,-,31222,121470,358450,350400,4350,215727,213540
0,13000,東京都,2,104,製氷業,3,75,66,-,-,63,58,9,5,3,3,7,3,32701,60117,111652,x,-,47717,47717
0,13000,東京都,2,106,飼料・有機質肥料製造業,9,135,79,-,-,74,56,59,21,2,2,13,3,40971,66582,131712,130255,63,60410,60410
0,13000,東京都,1,110,繊維工業,380,4347,1649,48,33,2814,1450,1467,167,21,2,45,6,1262256,2710501,5154125,3283683,1510902,2259016,2274484
0,13000,東京都,2,111,製糸業、紡績業、化学繊維・ねん糸等製造業,2,22,15,-,-,19,15,3,-,-,-,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,112,織物業,11,124,43,3,1,71,35,50,7,-,-,-,-,28481,95137,141900,123118,15130,43300,43300
0,13000,東京都,2,113,ニット生地製造業,6,42,17,-,-,25,16,17,1,-,-,1,-,13704,31188,54830,48437,5999,21892,21892
0,13000,東京都,2,114,染色整理業,37,388,231,5,4,303,201,80,26,-,-,1,-,121343,118907,334615,58570,259729,200010,200010
0,13000,東京都,2,115,綱・網・レース・繊維粗製品製造業,11,137,69,4,2,102,64,31,3,-,-,1,-,41567,79093,156967,x,x,67250,71912
0,13000,東京都,2,116,外衣・シャツ製造業（和式を除く）,146,1556,520,16,11,1077,461,452,50,14,1,23,2,448562,1351705,2358656,1582376,524665,930614,932957
0,13000,東京都,2,117,下着類製造業,1,8,2,-,-,5,2,3,-,-,-,-,-,x,x,x,-,x,x,x
0,13000,東京都,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,60,623,224,6,5,411,198,206,21,-,-,5,1,164895,328796,630621,344710,265717,278512,282834
0,13000,東京都,2,119,その他の繊維製品製造業,106,1447,528,14,10,801,458,625,59,7,1,14,3,435146,691914,1461312,993409,409820,716084,720225
0,13000,東京都,1,120,木材・木製品製造業（家具を除く）,49,560,448,1,1,482,393,73,51,4,3,10,10,219802,525933,1065941,1003790,41654,474623,500795
0,13000,東京都,2,121,製材業、木製品製造業,20,181,142,1,1,156,124,24,17,-,-,1,1,63651,119035,238669,213578,19491,110774,110774
0,13000,東京都,2,122,造作材・合板・建築用組立材料製造業,12,218,186,-,-,198,171,16,12,4,3,9,9,96939,286480,593391,563962,20746,258789,284961
0,13000,東京都,2,123,木製容器製造業（竹、とうを含む）,7,69,51,-,-,46,35,23,16,-,-,-,-,19496,80987,140626,134744,1417,55222,55222
0,13000,東京都,2,129,その他の木製品製造業(竹、とうを含む),10,92,69,-,-,82,63,10,6,-,-,-,-,39716,39431,93255,91506,-,49838,49838
0,13000,東京都,1,130,家具・装備品製造業,221,3335,2457,15,11,2781,2223,428,185,204,110,47,35,1675177,7420592,9773452,8696743,365785,2957633,2493868
0,13000,東京都,2,131,家具製造業,125,2314,1728,11,8,1956,1577,240,109,199,106,9,5,1250203,6576573,7964635,6986307,312053,2074049,1600339
0,13000,東京都,2,132,宗教用具製造業,10,100,71,1,1,86,65,10,3,3,2,-,-,37119,41746,95029,86780,4868,47840,48668
0,13000,東京都,2,133,建具製造業,27,171,132,-,-,150,125,19,5,2,2,-,-,57512,139064,254883,237903,12194,107239,107239
0,13000,東京都,2,139,その他の家具・装備品製造業,59,750,526,3,2,589,456,159,68,-,-,38,30,330343,663209,1458905,1385753,36670,728505,737622
0,13000,東京都,1,140,パルプ・紙・紙加工品製造業,409,5876,3870,27,16,4388,3391,1424,454,73,41,91,15,2279337,8010837,13569405,10292685,1104553,4985410,5191767
0,13000,東京都,2,141,パルプ製造業,1,19,19,-,-,12,12,7,7,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,142,紙製造業,4,125,103,-,-,116,105,23,11,3,2,1,1,77001,596851,1115955,1055785,37867,422727,484722
0,13000,東京都,2,143,加工紙製造業,9,343,275,-,-,303,257,40,18,-,-,-,-,189378,587218,1029693,951333,24498,418513,410297
0,13000,東京都,2,144,紙製品製造業,107,1626,1015,4,3,1269,921,340,85,13,6,29,3,629284,1914627,3315648,2490678,329725,1271719,1302479
0,13000,東京都,2,145,紙製容器製造業,230,3051,1975,18,11,2142,1674,846,267,54,30,58,9,1107116,4162988,6770292,5020328,352186,2342857,2431687
0,13000,東京都,2,149,その他のパルプ・紙・紙加工品製造業,58,712,483,5,2,546,422,168,66,3,3,3,2,x,x,x,x,x,x,x
0,13000,東京都,1,150,印刷・同関連業,1807,42769,30892,33,23,35543,28044,5955,2484,1843,852,294,124,20307127,35399471,77096447,60625446,15054874,36937863,38763926
0,13000,東京都,2,151,印刷業,1247,30341,22185,13,10,25784,20338,4373,1831,700,462,202,55,14370934,30171271,62007721,53057185,7793927,27978888,29574217
0,13000,東京都,2,152,製版業,155,6153,4720,-,-,5288,4266,540,260,383,235,6,3,3429735,3117279,8439935,7532852,706212,4779257,4977101
0,13000,東京都,2,153,製本業、印刷物加工業,381,4659,3285,17,10,3834,2913,789,347,37,29,83,65,1777862,1516413,4866777,30997,4786900,3098764,3110529
0,13000,東京都,2,159,印刷関連サービス業,24,1616,702,3,3,637,527,253,46,723,126,3,1,728596,594508,1782014,4412,1767835,1080954,1102079
0,13000,東京都,1,160,化学工業,197,10767,6566,2,2,8208,5692,1492,393,1216,621,30,7,5822130,17133156,36096772,33574323,597848,16857896,17796382
0,13000,東京都,2,161,化学肥料製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,162,無機化学工業製品製造業,26,498,393,-,-,403,348,86,36,13,13,-,-,238945,1301339,1837123,1722994,11208,477289,510323
0,13000,東京都,2,163,有機化学工業製品製造業,10,322,245,1,1,226,188,75,36,20,20,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,41,1481,1051,-,-,1195,930,194,74,208,157,5,1,711372,1993784,3624443,3331757,21141,1449727,1528881
0,13000,東京都,2,165,医薬品製造業,35,2931,1620,-,-,1736,1139,641,145,554,336,8,6,1558524,3570194,9737515,8950632,339089,5398243,5760591
0,13000,東京都,2,166,化粧品・歯磨・その他の化粧用調整品製造業,45,4096,2209,1,1,3450,2161,343,31,329,41,16,-,2286514,5635522,13609467,12751697,47618,7295983,7440577
0,13000,東京都,2,169,その他の化学工業,39,1435,1045,-,-,1194,923,153,71,92,54,1,-,854936,4102684,6390901,6103310,47220,1902216,2214798
0,13000,東京都,1,170,石油製品・石炭製品製造業,17,342,281,-,-,275,229,39,31,28,21,-,-,190179,2032766,3376643,3013984,29349,1242875,1245663
0,13000,東京都,2,172,潤滑油・グリース製造業（石油精製業によらないもの）,4,125,108,-,-,118,105,5,2,2,1,-,-,67097,595965,732017,678462,29349,124288,127076
0,13000,東京都,2,174,舗装材料製造業,13,217,173,-,-,157,124,34,29,26,20,-,-,123082,1436801,2644626,2335522,-,1118587,1118587
0,13000,東京都,1,180,プラスチック製品製造業（別掲を除く）,600,8077,4871,18,14,5684,4252,2267,550,146,87,42,15,3032128,5883313,12438906,9906331,1621851,5956466,6102120
0,13000,東京都,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,83,1123,731,1,1,832,634,273,79,21,21,14,3,437639,711431,1651322,1382817,172100,848010,872552
0,13000,東京都,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,74,871,514,7,5,638,454,209,43,17,12,-,-,325945,724341,1381103,917790,334268,584192,620101
0,13000,東京都,2,183,工業用プラスチック製品製造業,222,3055,1879,4,3,2216,1670,814,197,55,37,12,5,1170251,2110673,4588277,3545649,681768,2281974,2305384
0,13000,東京都,2,184,発泡・強化プラスチック製品製造業,41,542,342,1,1,384,294,148,41,9,6,-,-,199999,321645,754781,622443,32085,374485,402042
0,13000,東京都,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,14,157,120,-,-,139,109,17,10,1,1,1,1,72879,350590,574542,433323,18664,205872,209634
0,13000,東京都,2,189,その他のプラスチック製品製造業,166,2329,1285,5,4,1475,1091,806,180,43,10,15,6,825415,1664633,3488881,3004309,382966,1661933,1692407
0,13000,東京都,1,190,ゴム製品製造業,194,2456,1653,17,13,1778,1386,594,199,67,55,11,9,924856,1859318,3455210,3106153,205259,1486925,1518690
0,13000,東京都,2,191,タイヤ・チューブ製造業,2,230,222,-,-,172,168,18,18,40,36,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,192,ゴム製・プラスチック製履物・同附属品製造業,11,138,79,1,1,80,64,57,14,-,-,2,2,42060,96230,171782,167144,2422,74527,70010
0,13000,東京都,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,150,1737,1136,16,12,1247,954,447,151,27,19,9,7,631044,1223553,2479265,2218263,176101,1150731,1165340
0,13000,東京都,2,199,その他のゴム製品製造業,31,351,216,-,-,279,200,72,16,-,-,-,-,x,x,x,x,x,x,x
0,13000,東京都,1,200,なめし革・同製品・毛皮製造業,236,3663,2061,32,20,2574,1762,1068,289,5,4,27,12,1212781,4249885,7531077,6603766,280510,3001079,3048673
0,13000,東京都,2,201,なめし革製造業,26,273,196,4,2,186,146,86,51,-,-,-,-,94718,175035,357648,261327,87450,169193,169193
0,13000,東京都,2,202,工業用革製品製造業（手袋を除く）,2,47,25,-,-,36,25,11,-,-,-,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,203,革製履物用材料・同附属品製造業,22,213,116,1,1,151,103,61,12,-,-,7,3,60867,209282,316249,296955,19032,99043,99043
0,13000,東京都,2,204,革製履物製造業,63,1167,809,2,2,862,673,302,133,4,4,6,5,404844,1670356,2735984,2211519,42354,986950,989125
0,13000,東京都,2,206,かばん製造業,40,886,352,6,3,543,320,346,36,-,-,5,-,x,x,x,x,x,x,x
0,13000,東京都,2,207,袋物製造業,70,845,451,19,12,597,387,229,53,1,-,9,4,297379,1123606,1836247,1633467,53795,653130,663965
0,13000,東京都,2,209,その他のなめし革製品製造業,13,232,112,-,-,199,108,33,4,-,-,-,-,78937,122358,267043,229079,37964,125336,132989
0,13000,東京都,1,210,窯業・土石製品製造業,182,3720,2972,10,7,3084,2553,440,248,199,177,18,13,1878375,10157732,17374697,15912813,399716,6516060,6813300
0,13000,東京都,2,211,ガラス・同製品製造業,58,1584,1167,9,6,1319,1025,205,97,51,39,-,-,786385,2026395,4790625,3898571,347631,2554046,2684286
0,13000,東京都,2,212,セメント・同製品製造業,86,1532,1318,-,-,1261,1097,151,108,132,125,14,13,791997,7189214,10721337,x,x,3242284,3272906
0,13000,東京都,2,214,陶磁器・同関連製品製造業,2,39,33,-,-,36,31,3,2,-,-,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,215,耐火物製造業,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,216,炭素・黒鉛製品製造業,2,11,6,-,-,11,6,-,-,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,217,研磨材・同製品製造業,8,99,72,-,-,77,55,23,18,-,-,-,-,42616,129060,228568,125810,2969,94355,94355
0,13000,東京都,2,218,骨材・石工品等製造業,19,215,188,-,-,192,170,16,11,7,7,4,-,103982,211729,535557,426978,23471,299839,299839
0,13000,東京都,2,219,その他の窯業・土石製品製造業,6,234,183,1,1,182,164,42,12,9,6,-,-,131898,573242,1015528,x,x,274620,410998
0,13000,東京都,1,220,鉄鋼業,108,2757,2406,4,3,2431,2156,243,183,84,67,5,5,1464491,12066489,16652241,15619895,821998,4025767,4357219
0,13000,東京都,2,222,製鋼・製鋼圧延業,1,136,125,-,-,125,116,10,8,1,1,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,7,1182,1093,-,-,1044,972,101,90,42,34,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,225,鉄素形材製造業,9,195,170,-,-,172,158,21,11,2,1,-,-,107220,325095,561337,530891,29856,211239,219105
0,13000,東京都,2,229,その他の鉄鋼業,91,1244,1018,4,3,1090,910,111,74,39,31,5,5,590338,4225532,5633628,4769228,667513,1284492,1308870
0,13000,東京都,1,230,非鉄金属製造業,121,2503,1808,3,3,1994,1638,448,127,59,41,7,4,1099584,6527275,9073109,8170843,403664,2323310,2393433
0,13000,東京都,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,14,619,506,-,-,588,498,30,7,1,1,-,-,327762,3252819,3965692,3848846,33719,657126,671425
0,13000,東京都,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,24,466,356,-,-,421,333,43,23,3,1,1,-,225910,1547713,2249645,1939265,151114,651624,664744
0,13000,東京都,2,234,電線・ケーブル製造業,17,405,158,1,1,174,134,223,18,7,5,6,4,118228,451679,697700,662367,31333,225366,228063
0,13000,東京都,2,235,非鉄金属素形材製造業,52,818,636,2,2,644,537,126,65,46,32,-,-,332850,819309,1502844,1395637,77752,601652,641659
0,13000,東京都,2,239,その他の非鉄金属製造業,14,195,152,-,-,167,136,26,14,2,2,-,-,94834,455755,657228,324728,109746,187542,187542
0,13000,東京都,1,240,金属製品製造業,1424,18148,13212,55,43,14506,11563,3398,1493,249,170,104,73,7354917,12567230,27548962,18492874,8108524,13577710,13915019
0,13000,東京都,2,241,ブリキ缶・その他のめっき板等製品製造業,9,145,102,-,-,115,87,29,15,1,-,-,-,41980,263799,356640,171962,1350,83292,86153
0,13000,東京都,2,242,洋食器・刃物・手道具・金物類製造業,129,1544,1054,9,7,1223,925,293,113,19,9,11,6,606443,1197191,2415253,2258545,115906,1100141,1130531
0,13000,東京都,2,243,暖房・調理等装置、配管工事用附属品製造業,42,632,454,-,-,459,360,139,72,34,22,3,2,248240,594843,1206205,1085504,56232,554961,568258
0,13000,東京都,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),376,3818,2984,18,14,3278,2676,512,285,23,20,28,26,1585902,3371747,6475797,5215297,1027848,2864772,2875393
0,13000,東京都,2,245,金属素形材製品製造業,227,2819,1977,10,9,2208,1736,590,227,23,17,5,2,1079609,2268637,4402659,3889921,451205,1955688,1977157
0,13000,東京都,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,381,5951,4316,6,4,4639,3744,1211,513,118,78,41,29,2513538,2351153,7288032,1343660,5889513,4400755,4590204
0,13000,東京都,2,247,金属線製品製造業（ねじ類を除く),29,287,187,2,1,218,164,67,22,-,-,2,2,101286,284678,518367,436020,74962,201611,216387
0,13000,東京都,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,108,1384,1022,5,4,1121,893,238,111,23,17,9,4,527040,1262499,2625665,2163190,233302,1249941,1274577
0,13000,東京都,2,249,その他の金属製品製造業,123,1568,1116,5,4,1245,978,319,135,8,7,5,2,650879,972683,2260344,1928775,258206,1166549,1196359
0,13000,東京都,1,250,はん用機械器具製造業,335,7531,6004,9,8,6346,5367,947,473,239,166,15,7,3689503,8939787,17302011,14971037,980683,8003799,7894901
0,13000,東京都,2,251,ボイラ・原動機製造業,9,110,91,-,-,96,79,13,11,1,1,-,-,55016,57188,149958,66316,80003,85898,85898
0,13000,東京都,2,252,ポンプ・圧縮機器製造業,86,2078,1553,2,2,1655,1368,276,89,146,95,4,-,955699,2374669,4674550,4397845,195496,2307061,2158853
0,13000,東京都,2,253,一般産業用機械・装置製造業,105,2341,1891,1,1,2028,1713,295,165,21,16,5,4,1180931,3079689,6296359,5729873,320415,3083950,3069829
0,13000,東京都,2,259,その他のはん用機械・同部分品製造業,135,3002,2469,6,5,2567,2207,363,208,71,54,6,3,1497857,3428241,6181144,4777003,384769,2526890,2580321
0,13000,東京都,1,260,生産用機械器具製造業,968,16989,13600,22,17,14284,12079,2121,1063,633,508,85,57,8152913,21870985,40136668,34419380,2725279,17407838,17626902
0,13000,東京都,2,261,農業用機械製造業（農業用器具を除く）,5,182,137,-,-,155,129,27,8,-,-,20,16,76756,379043,533065,362290,-,133870,143240
0,13000,東京都,2,262,建設機械・鉱山機械製造業,36,1042,858,-,-,905,771,85,54,53,34,-,-,450890,1261590,2189994,1967465,94376,876709,872557
0,13000,東京都,2,263,繊維機械製造業,4,60,41,-,-,46,33,12,6,2,2,-,-,18158,29471,65945,62085,3860,32453,33866
0,13000,東京都,2,264,生活関連産業用機械製造業,120,1694,1389,3,3,1496,1273,175,97,21,17,20,14,840997,2138258,3949370,3601252,95070,1678178,1691433
0,13000,東京都,2,265,基礎素材産業用機械製造業,70,1015,806,-,-,840,707,119,45,56,54,3,3,480390,1529551,2681024,2386040,150450,1044835,1086478
0,13000,東京都,2,266,金属加工機械製造業,261,4012,3129,13,9,3350,2794,578,268,88,72,10,6,1884252,3840835,7372140,5472050,845650,3070905,3354399
0,13000,東京都,2,267,半導体・フラットパネルディスプレイ製造装置製造業,136,3891,3117,1,1,3047,2620,550,280,336,259,7,5,1979985,7312187,12123883,10855922,1007693,5055862,4884203
0,13000,東京都,2,269,その他の生産用機械・同部分品製造業,336,5093,4123,5,4,4445,3752,575,305,77,70,25,13,2421485,5380050,11221247,9712276,528180,5515026,5560726
0,13000,東京都,1,270,業務用機械器具製造業,514,13079,9620,23,19,10548,8529,2228,892,487,355,32,25,6758335,16726162,31813349,28465767,662790,12910846,14385572
0,13000,東京都,2,271,事務用機械器具製造業,25,867,692,-,-,682,603,153,56,43,42,3,2,396387,1345802,2121711,1939486,76883,745989,723668
0,13000,東京都,2,272,サービス用・娯楽用機械器具製造業,35,738,532,1,1,579,480,149,44,9,7,15,13,x,x,x,x,x,x,x
0,13000,東京都,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,269,7758,5907,13,10,6335,5245,1282,593,317,223,6,4,4233912,8668079,17755204,16098447,330804,8257969,8763590
0,13000,東京都,2,274,医療用機械器具・医療用品製造業,134,2701,1802,7,7,2205,1636,420,119,70,40,3,2,1285023,3018601,5768038,4608819,105682,2359801,2571114
0,13000,東京都,2,275,光学機械器具・レンズ製造業,49,969,649,2,1,712,538,222,80,37,32,5,4,435588,1157153,2114585,1969325,62680,899697,936655
0,13000,東京都,2,276,武器製造業,2,46,38,-,-,35,27,2,-,11,11,-,-,x,x,x,x,x,x,x
0,13000,東京都,1,280,電子部品・デバイス・電子回路製造業,270,10124,6983,9,8,7537,6213,2246,687,779,477,71,28,5409032,29309393,39725331,33568497,1116073,8771141,10972548
0,13000,東京都,2,281,電子デバイス製造業,3,280,216,-,-,184,160,74,43,23,14,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,282,電子部品製造業,66,3163,2229,-,-,2442,2054,703,252,278,154,33,5,1702739,20051707,24534585,20082548,144459,3873943,5200796
0,13000,東京都,2,283,記録メディア製造業,2,22,16,-,-,23,20,4,1,1,1,-,-,x,x,x,x,x,x,x
0,13000,東京都,2,284,電子回路製造業,84,2300,1526,4,4,1602,1304,630,179,102,74,25,13,941204,2946117,4499181,3594974,614815,1447478,1449602
0,13000,東京都,2,285,ユニット部品製造業,11,236,168,1,1,183,150,54,21,3,1,-,-,94828,172062,377927,295836,74555,183304,191986
0,13000,東京都,2,289,その他の電子部品・デバイス・電子回路製造業,104,4123,2828,4,3,3103,2525,781,191,372,233,13,10,2496155,5720381,9721888,9037924,247709,3163039,3918913
0,13000,東京都,1,290,電気機械器具製造業,586,23423,18394,7,5,18422,15607,3307,1539,2192,1717,98,37,12461526,34796130,74479933,61508546,2157216,37986550,38004963
0,13000,東京都,2,291,発電用・送電用・配電用電気機械器具製造業,224,9707,7827,3,2,6934,5933,1443,768,1474,1257,49,11,3941220,11739522,23316682,22249865,735892,11789819,10982814
0,13000,東京都,2,292,産業用電気機械器具製造業,72,2169,1600,2,1,1537,1321,468,170,174,120,9,6,1052609,5080544,7391635,6938513,394328,2072236,2259256
0,13000,東京都,2,293,民生用電気機械器具製造業,41,832,501,-,-,496,397,240,60,97,45,14,3,317177,1038552,2027769,1439218,522181,918028,921173
0,13000,東京都,2,294,電球・電気照明器具製造業,44,707,457,-,-,586,449,159,56,23,11,6,5,279453,938039,1857546,1633370,126617,823759,856476
0,13000,東京都,2,295,電池製造業,3,20,14,-,-,17,13,3,1,-,-,-,-,6893,11747,30885,30885,-,17720,17720
0,13000,東京都,2,296,電子応用装置製造業,82,6728,5500,-,-,6130,5211,484,284,356,234,8,6,5065670,12538114,32720503,22847899,154615,18881672,19457179
0,13000,東京都,2,297,電気計測器製造業,103,3044,2378,2,2,2581,2173,434,192,68,50,5,3,1717040,3223430,6781416,6176590,175851,3366500,3392348
0,13000,東京都,2,299,その他の電気機械器具製造業,17,216,117,-,-,141,110,76,8,-,-,7,3,81464,226182,353497,192206,47732,116816,117997
0,13000,東京都,1,300,情報通信機械器具製造業,120,8057,6601,2,1,6786,5837,643,216,870,759,58,36,5169947,32454132,57269411,46293849,503494,24567243,23184416
0,13000,東京都,2,301,通信機械器具・同関連機械器具製造業,39,5988,5241,-,-,5190,4590,195,107,817,735,52,33,4311597,30454747,53486051,43231374,150443,22933251,21499237
0,13000,東京都,2,302,映像・音響機械器具製造業,50,1494,924,2,1,1148,863,323,58,46,19,6,3,633484,1615184,2925998,2428319,222241,1198365,1244059
0,13000,東京都,2,303,電子計算機・同附属装置製造業,31,575,436,-,-,448,384,125,51,7,5,-,-,224866,384201,857362,634156,130810,435627,441120
0,13000,東京都,1,310,輸送用機械器具製造業,278,21250,18408,3,3,16261,14599,2886,2085,2672,2257,18,14,10087141,80666449,158660805,156382333,2042900,72135191,72424724
0,13000,東京都,2,311,自動車・同附属品製造業,170,16271,14297,1,1,12311,11076,2315,1853,2062,1755,10,9,7427947,61416366,105120576,104149377,880949,38429562,40596429
0,13000,東京都,2,312,鉄道車両・同部分品製造業,33,889,764,1,1,681,610,106,59,106,99,3,3,350569,661560,1356377,672887,592073,656686,647463
0,13000,東京都,2,313,船舶製造・修理業、舶用機関製造業,13,321,271,-,-,252,221,30,14,47,44,-,-,196558,510232,653690,600346,53344,160067,134210
0,13000,東京都,2,314,航空機・同附属品製造業,30,3354,2770,1,1,2703,2437,341,115,450,352,4,2,1962686,17828688,50977087,50447631,492623,32616248,30763794
0,13000,東京都,2,315,産業用運搬車両・同部分品・附属品製造業,9,194,153,-,-,143,124,48,26,3,3,-,-,74651,146600,296171,290828,4570,128133,138333
0,13000,東京都,2,319,その他の輸送用機械器具製造業,23,221,153,-,-,171,131,46,18,4,4,1,-,74730,103003,256904,221264,19341,144495,144495
0,13000,東京都,1,320,その他の製造業,561,9462,6185,22,18,7188,5478,2177,646,135,100,63,32,4090024,11728285,20778829,16765020,893578,8299280,8499185
0,13000,東京都,2,321,貴金属・宝石製品製造業,57,850,485,1,1,688,438,161,47,2,1,5,3,372515,1195888,1877286,1621889,189273,662682,640047
0,13000,東京都,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,75,785,399,1,1,576,359,208,38,1,1,2,-,276492,664378,1261952,1083950,67603,543381,554293
0,13000,東京都,2,323,時計・同部分品製造業,6,350,275,-,-,284,244,63,31,8,5,-,-,162259,333701,448008,381279,17797,91898,106737
0,13000,東京都,2,324,楽器製造業,13,251,181,1,1,181,149,67,29,2,2,-,-,104890,115739,319695,246148,18973,199876,198464
0,13000,東京都,2,325,がん具・運動用具製造業,65,1795,1223,3,2,1280,1061,472,138,87,68,29,6,857649,3577177,5994284,4207857,82013,2253956,2308668
0,13000,東京都,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,61,824,451,5,4,551,384,267,63,1,-,2,-,276491,624338,1255670,1088190,117591,579434,587634
0,13000,東京都,2,328,畳等生活雑貨製品製造業,40,462,248,2,2,317,209,143,37,-,-,2,2,167728,694866,1023501,789242,50935,314470,308071
0,13000,東京都,2,329,他に分類されない製造業,244,4145,2923,9,7,3311,2634,796,263,34,23,23,21,1872000,4522198,8598433,7346465,349393,3653583,3795271
1,13100,区部,0,000,総数,7837,138638,95012,299,217,108405,84042,26874,9470,4272,2333,956,411,60906980,153113913,291295370,241199530,31485965,123968833,129008478
