一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
186,大田区山王1-6,35.591480,139.727737,JGD2011,都道東品川下丸子線,C,2013-10-24,2013-10-25,4,2,4.1,3,67,64
187,大田区北千束1-4,35.609825,139.692520,JGD2011,都道環状7号線,B,2013-10-17,2013-10-18,4,4,5.9,2.5,70,69
188,大田区北馬込2-39,35.598221,139.712006,JGD2011,国道1号,B,2013-10-17,2013-10-18,3,6,2.5,2.7,67,65
189,大田区羽田4-18,35.549213,139.744705,JGD2011,高速神奈川1号横羽線,C,2013-10-21,2013-10-22,2,4,4.6,2.5,66,63
190,世田谷区羽根木1-6-14,35.664528,139.660507,JGD2011,都道環状七号線（環七通り）,c,2013-05-07,2013-05-17,4,5,4.7,1.2,69,70
191,世田谷区太子堂１-4-24,35.645943,139.676056,JGD2011,国道246号（玉川通り）,c,2013-05-21,2013-05-31,3,6,4.4,1.2,72,73
192,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号（玉川通り）,c,2013-08-20,2013-08-30,3,6,3.2,1.2,74,73
193,世田谷区野毛1-25-1,35.605718,139.643334,JGD2011,都道環状八号線（環八通り）,b,2013-11-05,2013-11-15,4,6,2.7,1.2,74,72
194,世田谷区八幡山2-10-2,35.660605,139.614968,JGD2011,都道環状八号線（環八通り）,b,2013-10-01,2013-10-11,4,6,4.3,1.2,68,67
195,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号（甲州街道）,b,2013-10-15,2013-10-25,3,4,3,1.2,75,74
196,世田谷区等々力4-19-18,35.610874,139.652435,JGD2011,都道白金台町等々力線（目黒通り）,b,2013-04-09,2013-04-19,4,4,8.8,1.2,69,66
197,世田谷区世田谷1-11-18,35.642334,139.653488,JGD2011,都道世田谷町田線（世田谷通り）,c,2013-06-04,2013-06-14,4,2,3.5,1.2,67,65
198,世田谷区上北沢2-1-3,35.669216,139.617523,JGD2011,区道調布経堂停車場線（赤堤通り）,a,2013-06-18,2013-06-28,6,2,1.7,1.2,66,60
199,世田谷区大原1-16-16,35.668644,139.665207,JGD2011,都道赤坂杉並線（井の頭通り）,a,2013-07-02,2013-07-12,4,2,3.9,1.2,66,63
200,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状七号線（環七通り）,b,2013-12-03,2013-12-04,4,6,2.7,1.2,71,69
201,世田谷区太子堂2-12-2,35.644928,139.673462,JGD2011,国道246号（玉川通り）,c,2013-12-03,2013-12-04,3,7,2.6,1.2,76,76
202,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号（甲州街道）,c,2013-12-03,2013-12-04,3,4,4.7,1.2,71,70
203,世田谷区砧公園7,35.632093,139.624210,JGD2011,都道環状八号線（環八通り）,b,2013-12-03,2013-12-04,4,6,4.6,1.2,69,68
204,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号（玉川通り）,b,2013-12-03,2013-12-04,3,8,3,1.2,75,73
205,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線（多摩堤通り）,a,2013-12-03,2013-12-04,4,2,0.8,1.2,70,67
206,世田谷区松原1-39-15,35.670254,139.651688,JGD2011,国道20号（甲州街道）,c,2013-12-03,2013-12-04,3,8,3.5,1.2,73,72
207,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線（世田谷通り）,b,2013-12-03,2013-12-04,4,2,2.5,1.2,70,70
208,世田谷区大原2-27,35.671265,139.658142,JGD2011,国道20号,C,2013-11-21,2013-11-22,3,8,3.5,1.2,74,73
209,世田谷区北烏山1-12,35.673161,139.604340,JGD2011,国道20号,B,2013-11-21,2013-11-22,3,4,3,1.2,74,74
210,世田谷区新町2-8,35.629463,139.649780,JGD2011,国道246号,B,2013-11-21,2013-11-22,3,6,3.5,1.2,74,74
211,世田谷区野毛2-8,35.601734,139.641083,JGD2011,都道大田調布線,A,2013-11-21,2013-11-22,4,2,7.8,1.2,62,58
212,世田谷区上用賀6-20,35.635181,139.622925,JGD2011,都道環状8号線,B,2013-11-21,2013-11-22,4,6,4.2,1.2,70,70
213,世田谷区北沢4-26,35.668140,139.668488,JGD2011,都道赤坂杉並線,A,2013-11-21,2013-11-22,4,3,8.7,1.2,64,64
214,世田谷区代田1-3,35.650566,139.664078,JGD2011,都道渋谷経堂線,C,2013-11-21,2013-11-22,4,2,3.5,1.2,68,64
215,渋谷区渋谷2-9-1,35.660892,139.707596,JGD2011,国道246号,C,2014-01-16,2014-01-17,3,8,5.9,1.2,69,67
216,渋谷区広尾5-7-4,35.649475,139.722443,JGD2011,都道古川橋二子玉川線,C,2014-01-16,2014-01-17,4,4,4.5,1.2,68,66
217,渋谷区富ヶ谷1-11-10,35.668056,139.690994,JGD2011,都道赤坂杉並線,C,2014-01-16,2014-01-17,4,6,3.1,1.2,68,65
218,渋谷区本町1-56-2,35.682587,139.683182,JGD2011,都道角筈和泉線,B,2014-01-16,2014-01-17,4,2,4.5,1.2,66,65
219,渋谷区鉢山町14,35.650928,139.697159,JGD2011,都道環状6号線,A,2014-01-16,2014-01-17,4,4,3.7,1.2,67,67
220,中野区大和町1-12-1,35.712120,139.653717,JGD2011,都道環状七号線（環七通り）,c,2013-12-03,2013-12-06,4,4,4.5,1.2,78,78
221,中野区江古田4-3-4,35.724205,139.664993,JGD2011,都道落合井草線（新青梅街道）,c,2013-12-03,2013-12-06,4,2,3.1,1.2,69,67
222,中野区弥生町4-20,35.686672,139.671631,JGD2011,都道新宿国立線（方南通り）,c,2013-12-03,2013-12-06,4,2,4.5,1.2,64,62
223,中野区中野5-68-7,35.709251,139.665131,JGD2011,都道鮫洲大山線（中野通り）,c,2013-12-03,2013-12-06,4,4,3.5,1.2,69,67
224,中野区中野5-4-7,35.709259,139.672073,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2013-12-03,2013-12-06,4,2,3,1.2,70,68
225,中野区弥生町2-41-2,35.691418,139.672852,JGD2011,区道補助63号（本郷通り）,c,2013-12-03,2013-12-06,6,2,2.2,1.2,66,62
226,中野区弥生町4-20,35.686672,139.671631,JGD2011,都道新宿国立線,C,2013-12-03,2013-12-04,4,2,4.5,1.2,64,62
227,中野区南台3-22,35.685722,139.667343,JGD2011,都道新宿国立線,C,2013-12-03,2013-12-04,4,2,3.3,1.2,68,67
228,中野区本町5-28,35.691853,139.669846,JGD2011,都道鮫洲大山線,C,2013-12-03,2013-12-04,4,2,3.5,1.2,63,60
229,中野区中野5-68,35.709263,139.665207,JGD2011,都道鮫洲大山線,C,2013-12-03,2013-12-04,4,2,6.8,1.2,69,67
230,中野区江古田1-16,35.726017,139.675644,JGD2011,都道鮫洲大山線,B,2013-12-03,2013-12-04,4,2,2.8,1.2,66,62
231,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状7号線(環七通り),c,2013-12-03,2013-12-06,4,6,6.9,1.2,67,65
232,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状7号線(環七通り),c,2013-05-14,2013-05-17,4,6,5.7,1.3,69,68
233,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状7号線(環七通り),c,2013-05-21,2013-05-24,4,6,2.8,1.3,70,69
234,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状8号線（環八通り）,b,2013-07-02,2013-07-05,4,4,3.7,1.3,67,66
235,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状8号線（環八通り）,c,2013-06-04,2013-06-07,4,4,2.8,1.2,71,70
236,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状8号線（環八通り）,b,2013-06-18,2013-06-21,4,4,3.6,1.9,68,69
237,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道20号（甲州街道）,c,2013-09-10,2013-09-13,3,8,4.9,1.3,70,69
238,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射5号線）,b,2013-09-17,2013-09-20,4,6,4.9,1.8,69,67
239,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射5号線）,b,2013-10-08,2013-10-11,4,2,8.7,1.3,62,60
240,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2013-10-01,2013-10-04,4,4,4,1.3,70,69
241,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2013-10-22,2013-10-25,4,4,5.8,1.2,70,70
242,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2013-10-29,2013-11-01,4,4,4.7,1.2,71,69
243,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2013-06-25,2013-06-28,4,4,2.9,1.2,68,65
244,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2013-11-05,2013-11-08,4,4,4.1,1.4,69,68
245,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-10-15,2013-10-18,4,2,3,1.7,65,60
246,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-11-19,2013-11-22,4,2,1.8,1.2,66,66
247,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2014-01-21,2014-01-24,4,2,3.1,2.3,67,67
248,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2013-11-26,2013-11-29,4,2,3,1.2,66,62
249,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2014-01-28,2014-01-31,4,4,3.9,1.2,67,64
250,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2013-11-12,2013-11-15,4,2,6.9,1.2,64,63
251,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道2132号線（神明通り）,a,2013-06-11,2013-06-14,6,1,0.4,1.3,67,62
252,杉並区西荻北1-19,35.707241,139.606644,JGD2011,区道2103号線（真中橋通り）,a,2013-09-24,2013-09-27,6,2,2.8,1.2,62,56
253,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道2133号線,a,2013-05-28,2013-05-31,6,2,0.6,1.2,63,59
254,杉並区下高井戸4-2,35.670437,139.629974,JGD2011,国道20号,C,2013-11-27,2013-11-28,3,6,8.4,1.2,74,73
255,杉並区下高井戸5-10,35.673550,139.621597,JGD2011,都道新宿国立線,B,2013-11-27,2013-11-28,4,4,3,1.2,65,61
256,杉並区梅里1-1,35.695484,139.652878,JGD2011,都道環状7号線（環七通り）（2）,C,2013-11-27,2013-11-28,4,6,3.4,1.2,71,69
257,杉並区方南2-19,35.683754,139.658218,JGD2011,都道新宿国立線（方南通り）,C,2013-11-27,2013-11-28,4,2,3.3,1.2,68,65
258,杉並区大宮2-1,35.681683,139.641861,JGD2011,都道新宿国立線（方南通り）,B,2013-11-27,2013-11-28,4,4,4,1.2,66,61
259,杉並区方南1-2,35.673565,139.660461,JGD2011,都道角筈和泉町線,A,2013-11-27,2013-11-28,4,2,5.6,1.2,61,59
260,杉並区高円寺南1-20,35.700806,139.656540,JGD2011,都道神楽坂高円寺線(大久保通り）,A,2013-11-27,2013-11-28,4,2,2.7,1.2,67,64
261,豊島区目白5-7-14,35.723629,139.694077,JGD2011,都道環状6号線（山手通り）,c,2013-10-30,2013-10-31,4,4,9,1.2,67,65
262,豊島区池袋1-13,35.737099,139.713638,JGD2011,高速5号池袋線,c,2013-12-11,2013-12-13,2,4,7.4,22,74,74
263,豊島区池袋1-13,35.737099,139.713638,JGD2011,国道254号（川越街道）,c,2013-12-11,2013-12-13,3,4,5.5,1.2,73,71
264,豊島区巣鴨1-11,35.732189,139.740540,JGD2011,国道17号,C,2013-12-11,2013-12-12,3,8,5.4,1.2,69,67
265,豊島区池袋本町1-7,35.738117,139.712723,JGD2011,国道254号,C,2013-12-11,2013-12-12,3,6,5.3,1.2,71,69
266,豊島区南長崎6-1,35.728416,139.679932,JGD2011,都道千代田練馬田無線,B,2013-12-11,2013-12-12,4,4,4.8,1.2,68,68
267,豊島区目白2-5,35.720997,139.712143,JGD2011,都道芝新宿王子線,C,2013-12-11,2013-12-12,4,4,4.6,1.2,70,69
268,豊島区長崎6-22,35.734646,139.681778,JGD2011,都道鮫洲大山線,C,2013-12-11,2013-12-12,4,4,3.2,1.2,61,58
269,豊島区駒込3-20,35.737965,139.74559,JGD2011,都道本郷赤羽線,C,2013-12-11,2013-12-12,4,4,4,1.2,68,65
270,北区岩淵町26-6,35.785576,139.721802,JGD2011,国道122号（北本通り）,c,2013-10-21,2013-10-24,3,5,4,1.2,71,69
271,北区志茂3-46-8,35.775665,139.734360,JGD2011,国道122号（北本通り）,c,2013-10-21,2013-10-24,3,7,3,1.2,71,67
272,北区王子5-29,35.766922,139.735992,JGD2011,国道122号（北本通り）,c,2013-10-21,2013-10-24,3,6,3.2,1.2,70,67
273,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2013-10-28,2013-11-01,4,4,3.6,1.2,69,65
274,北区滝野川1-90-8,35.746017,139.730728,JGD2011,国道122号（明治通り）,c,2013-10-28,2013-11-01,3,4,4,1.2,72,71
275,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状八号線（環八通り）,c,2013-10-21,2013-10-24,4,4,3.8,1.2,71,67
276,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状七号線（環七通り）,c,2013-10-28,2013-11-01,4,4,4.2,1.2,70,68
277,北区昭和町3-9,35.749084,139.751450,JGD2011,都道王子千住南砂町線,C,2013-10-28,2013-10-29,4,4,3.6,1.2,69,65
278,北区豊島3-24,35.761288,139.746933,JGD2011,都道王子金町江戸川線,C,2013-10-28,2013-10-29,4,2,2.4,1.2,68,63
279,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道4号（日光街道）,c,2013-05-13,2013-05-17,3,4,4.1,1.4,73,71
280,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2013-05-27,2013-05-31,4,4,4.2,1.5,68,64
281,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2013-04-22,2013-04-26,4,4,6.1,1.2,71,67
282,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2013-10-07,2013-10-11,4,4,3.4,1.4,68,63
283,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2013-10-21,2013-10-25,4,2,3.5,1.5,67,64
284,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,区道荒107号(日暮里中央通り),c,2013-11-11,2013-11-15,6,2,4.1,1.7,65,60
285,荒川区東尾久6-35,35.749165,139.772858,JGD2011,区道荒111号(旭電化通り),c,2013-12-02,2013-12-06,6,2,2.5,1.5,65,60
286,荒川区東日暮里5-42,35.727264,139.774734,JGD2011,都道台東鳩ヶ谷線,C,2013-10-10,2013-10-11,4,4,4.6,1.2,66,62
287,荒川区町屋8-3,35.748070,139.784546,JGD2011,都道上野尾竹橋線,C,2013-10-10,2013-10-11,4,2,3,1.2,67,63
288,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道17号(中山道),c,2013-07-08,2013-07-11,3,7,4,1.2,68,66
289,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道446号線(都道補助201号),b,2014-01-28,2014-01-31,4,6,2,1.2,70,66
290,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道318号線(環状七号線),c,2014-01-20,2014-01-23,4,4,4,1.2,69,68
291,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道446号線(都道補助202号/高島通り),b,2013-12-16,2013-12-19,4,4,4,1.2,69,66
292,板橋区南常盤台2-8-9,35.756570,139.686306,JGD2011,国道254号(川越街道),c,2013-09-09,2013-09-12,3,4,4,1.2,69,68
293,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道317号線(環状六号線/山手通り),c,2013-07-04,2013-07-05,4,6,4,1.2,74,72
294,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道254号(川越街道),c,2013-09-24,2013-09-25,3,4,4,1.2,72,72
295,板橋区本町41-3,35.757792,139.707237,JGD2011,国道17号(中山道),c,2013-09-02,2013-09-03,3,6,4,1.2,75,72
296,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道318号線(環状七号線),c,2013-10-03,2013-10-04,4,4,4,1.2,70,68
297,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道17号(中山道),c,2013-09-17,2013-09-18,3,5,4,1.2,72,70
298,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道17号(中山道),c,2014-01-07,2014-01-08,3,4,4,1.2,71,68
299,板橋区小豆沢4-29-9,35.781399,139.696838,JGD2011,都道311号線(環状八号線),c,2013-12-12,2013-12-13,4,4,4,1.2,73,70
300,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道318号線(環状七号線),c,2013-10-22,2013-10-23,4,4,3,1.2,73,71
301,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道317号線(環状六号線/山手通り),c,2013-10-17,2013-10-18,4,9,4,1.2,70,68
302,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道17号(新大宮バイパス),c,2013-11-25,2013-11-26,3,9,4,1.2,71,70
303,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道17号(新大宮バイパス),a,2013-11-11,2013-11-12,3,2,4,1.2,68,65
304,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道254号(川越街道),c,2013-11-07,2013-11-08,3,4,4,1.2,72,71
305,板橋区板橋2-42,35.749298,139.713684,JGD2011,国道17号,C,2013-11-28,2013-11-29,3,6,5,1.2,71,69
306,板橋区本町39,35.759197,139.706772,JGD2011,国道17号,C,2013-11-28,2013-11-29,3,8,4.6,1.2,74,71
307,板橋区清水町44,35.763725,139.705002,JGD2011,国道17号,C,2013-11-28,2013-11-29,3,6,4.5,1.2,71,69
308,板橋区大原町11,35.771172,139.699738,JGD2011,国道17号,C,2013-12-03,2013-12-04,3,5,4.5,1.2,71,69
309,板橋区東坂下2-20,35.787846,139.685287,JGD2011,国道17号,C,2013-12-03,2013-12-04,3,4,6,1.2,70,69
310,板橋区大谷口上町49,35.746651,139.691391,JGD2011,都道鮫洲大山線,C,2013-12-03,2013-12-04,4,2,4.5,1.2,64,59
311,練馬区大泉町3-2,35.763367,139.600479,JGD2011,東京外環自動車道,B,2013-04-23,2013-04-24,1,6,19,1.2,61,56
312,練馬区大泉町2-7,35.757301,139.601166,JGD2011,関越自動車道(2),A,2013-04-23,2013-04-24,1,4,6.5,1.2,60,57
313,練馬区大泉学園町3-23,35.764153,139.579803,JGD2011,関越自動車道(2),A,2013-04-23,2013-04-24,1,6,9,1.2,65,60
314,練馬区北町3-13,35.767662,139.652328,JGD2011,国道17号,C,2013-05-15,2013-05-16,3,3,11,1.2,59,55
315,練馬区北町8-28,35.767879,139.649216,JGD2011,国道254号,C,2013-05-15,2013-05-16,3,4,4.1,1.2,67,64
316,練馬区関町南4-6,35.722366,139.576309,JGD2011,都道東京所沢線,C,2013-04-25,2013-04-26,4,4,4.5,1.2,72,70
317,練馬区豊玉北2-4,35.733707,139.666595,JGD2011,都道千代田練馬田無線(1),C,2013-05-13,2013-05-14,4,4,4.2,1.2,69,66
318,練馬区石神井台5-25,35.738548,139.586426,JGD2011,都道千代田練馬田無線(1),B,2013-05-08,2013-05-09,4,2,2.5,1.2,66,65
319,練馬区東大泉2-11,35.751392,139.594864,JGD2011,都道練馬所沢線(1),C,2013-05-08,2013-05-09,4,2,3.5,1.2,63,59
320,練馬区大泉町6-13,35.757385,139.593399,JGD2011,都道練馬所沢線(4),B,2013-04-23,2013-04-24,4,4,5,1.2,66,63
321,練馬区下石神井3-4,35.733875,139.608810,JGD2011,都道飯田橋石神井新座線,A,2013-05-08,2013-05-09,4,2,0.6,1.2,64,58
322,練馬区大泉町1-3,35.765411,139.609756,JGD2011,都道練馬川口線,C,2013-04-23,2013-04-24,4,2,1.5,1.2,66,63
323,練馬区南田中3-13,35.736877,139.618912,JGD2011,都道環状8号線,B,2013-05-13,2013-05-14,4,4,8,1.2,58,54
324,練馬区平和台4-20,35.759644,139.656967,JGD2011,都道環状8号線,C,2013-05-15,2013-05-16,4,4,4,1.2,69,67
325,練馬区豊玉上2-2,35.736355,139.664688,JGD2011,都道環状7号線,B,2013-05-13,2013-05-14,4,4,3.5,1.2,77,76
326,練馬区大泉町1-44,35.767612,139.604416,JGD2011,都道東京朝霞線,A,2013-04-23,2013-04-24,4,2,2,1.2,67,62
327,練馬区関町南3-8,35.721073,139.582687,JGD2011,都道関町吉祥寺線,C,2013-04-25,2013-04-26,4,2,2.5,1.2,66,64
328,練馬区東大泉4-18,35.751442,139.582474,JGD2011,都道東大泉田無線,B,2013-05-08,2013-05-09,4,2,0.8,1.2,68,66
329,練馬区石神井台4-5,35.730782,139.582718,JGD2011,都道杉並田無線,B,2013-04-25,2013-04-26,4,2,2.5,1.2,71,70
330,練馬区中村南3-19,35.729916,139.639267,JGD2011,都道瀬田貫井線,C,2013-05-13,2013-05-14,4,2,0.9,1.2,64,60
331,練馬区旭丘1-27,35.732967,139.676224,JGD2011,都道椎名町上石神井線,C,2013-05-13,2013-05-14,4,2,3.8,1.2,62,60
332,練馬区富士見台1-15,35.731342,139.622726,JGD2011,都道椎名町上石神井線,A,2013-05-13,2013-05-14,4,2,3.8,1.2,65,62
333,練馬区小竹町2-32,35.744553,139.676193,JGD2011,都道池袋谷原線,A,2013-05-13,2013-05-14,4,4,11,1.2,56,52
334,練馬区高野台3-15,35.744797,139.615387,JGD2011,都道南田中町旭町線(1),B,2013-05-08,2013-05-09,4,4,4.5,1.2,69,68
335,練馬区谷原3-24,35.755493,139.620148,JGD2011,都道南田中町旭町線(1),C,2013-05-15,2013-05-16,4,4,4.5,1.2,70,68
336,練馬区春日町6-10,35.753353,139.634415,JGD2011,都道南田中町旭町線(2),B,2013-05-15,2013-05-16,4,2,3.5,1.2,65,62
337,練馬区光が丘3-9,35.757977,139.625824,JGD2011,都道南田中町旭町線(3),B,2013-05-15,2013-05-16,4,4,9.8,1.2,59,53
338,練馬区下石神井5-18,35.731625,139.600052,JGD2011,都道下石神井大泉線,B,2013-05-08,2013-05-09,4,2,2,1.2,65,62
339,足立区新田2-4,35.773075,139.740738,JGD2011,都道318号環状7号線（環七通り）,c,2013-11-19,2013-11-20,4,4,3,1.5,72,70
340,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道307号王子金町江戸川線,c,2013-11-19,2013-11-20,4,4,4,1.5,70,68
341,足立区千住河原町10,35.743710,139.797867,JGD2011,国道4号（日光街道）,c,2013-11-07,2013-11-08,3,7,4,1.5,70,68
342,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道4号（日光街道）,c,2013-11-27,2013-11-28,3,4,4,1.5,67,65
343,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道4号（日光街道）,c,2013-11-07,2013-11-08,3,4,4.8,1.5,74,73
344,足立区西新井本町2-3-1,35.777260,139.775710,JGD2011,都道307号王子金町江戸川線,c,2013-11-21,2013-11-22,4,2,1,1.5,66,63
345,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2013-11-13,2013-11-14,4,4,7.1,1.5,66,64
346,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道314号言問大谷田線,b,2013-11-12,2013-11-13,4,2,6,1.5,66,62
347,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道308号千住小松川葛西沖線,b,2013-11-11,2013-11-12,4,2,3,1.5,67,64
348,足立区中央本町1-17,35.775124,139.805023,JGD2011,国道4号線（日光街道）,C,2013-10-30,2013-10-31,3,4,4.6,1.2,71,70
349,足立区谷中2-23,35.776302,139.835541,JGD2011,都道307号王子金町江戸川線（環七通り）,C,2013-10-30,2013-10-31,4,4,5,1.2,66,63
350,足立区神明南1-11,35.788830,139.828140,JGD2011,高速6号線（三郷線）,B,2013-10-30,2013-10-31,2,4,25.6,1.2,67,65
351,足立区加賀2-20,35.792164,139.758179,JGD2011,高速川口線,C,2013-10-30,2013-10-31,2,4,6.6,1.2,71,68
352,足立区入谷7-19,35.799240,139.760376,JGD2011,高速川口線,C,2013-10-30,2013-10-31,2,6,6.6,1.2,72,69
353,足立区中川4-16,35.772686,139.846054,JGD2011,都道318号環状7号線,C,2013-10-30,2013-10-31,4,4,5,1.2,72,70
354,足立区小台1-12,35.756477,139.764496,JGD2011,都道449号新荒川堤防線,C,2013-10-30,2013-10-31,4,2,14.6,1.2,67,61
355,足立区入谷9-15,35.807961,139.756073,JGD2011,都道106号東京鳩ヶ谷線,C,2013-10-30,2013-10-31,4,2,4.5,1.2,67,64
356,葛飾区四つ木5-15,35.742584,139.841217,JGD2011,国道6号(水戸街道),c,2013-10-01,2013-10-08,3,4,4,1.2,69,68
357,葛飾区亀有3-38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),c,2013-11-09,2013-11-16,4,4,3.8,1.2,66,63
358,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2013-10-01,2013-10-08,4,2,13,1.2,66,64
359,葛飾区堀切2-4,35.742863,139.825012,JGD2011,高速中央環状線,b,2013-10-01,2013-10-08,2,4,17.2,19.7,64,63
360,葛飾区堀切3-32,35.743622,139.833282,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2013-10-01,2013-10-08,4,2,3.8,1.6,69,66
361,葛飾区水元1-20,35.780766,139.856613,JGD2011,区道408号,c,2013-11-09,2013-11-16,6,2,5.3,2.4,65,62
362,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2013-11-09,2013-11-16,4,4,3,1.4,67,64
363,葛飾区金町1-19,35.764439,139.867157,JGD2011,国道6号(水戸街道),C,2013-12-02,2013-12-03,3,4,4.2,1.2,73,72
364,葛飾区東金町8-8,35.780422,139.884430,JGD2011,国道298号,A,2013-12-02,2013-12-03,3,4,23,1.2,62,59
365,葛飾区東金町6-6,35.770786,139.876389,JGD2011,都道 王子金町江戸川線,C,2013-12-02,2013-12-03,4,4,5,1.2,72,68
366,葛飾区新小岩2-11,35.714840,139.862061,JGD2011,都道 千住小松川葛西沖線,C,2013-12-05,2013-12-06,4,2,5.3,1.2,66,62
367,葛飾区小菅3-11,35.755760,139.826385,JGD2011,都道 千住小松川葛西沖線,C,2013-12-03,2013-12-04,4,2,0,1.2,66,60
368,葛飾区堀切4-12,35.746899,139.825851,JGD2011,都道言問大谷田線,C,2013-12-03,2013-12-04,4,4,3.4,1.2,67,63
369,葛飾区西新小岩1-1,35.715809,139.854111,JGD2011,都道御徒町小岩線(蔵前通り),B,2013-12-05,2013-12-06,4,4,5.8,1.2,70,68
370,葛飾区青戸7-30,35.754524,139.856277,JGD2011,都道環状七号線(環七通り),C,2013-12-03,2013-12-04,4,4,6.2,1.2,69,67
371,葛飾区西新小岩2-1,35.716991,139.851181,JGD2011,都道 新荒川葛西堤防線,C,2013-12-05,2013-12-06,4,2,4.3,1.2,66,61
372,江戸川区松島2-5-6,35.707214,139.859146,JGD2011,都道新荒川葛西堤防線,c,2013-12-11,2013-12-12,4,2,4.4,1.2,62,61
373,江戸川区東葛西7-15-1,35.659134,139.877853,JGD2011,都道新荒川葛西堤防線,b,2013-12-11,2013-12-12,4,6,5.4,1.2,64,58
