"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132128","132128GMLT000467","日野市","全域","泡だて器（ステンレス製）","アワダテウツワ","Whisk (stainless steel)","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000468","日野市","全域","泡だて器（ハンドミキサー）","アワダテウツワ","Whisk (hand mixer)","小型家電（5㎏以内）","","",""
"132128","132128GMLT000469","日野市","全域","泡だて器（プラスチック製）","アワダテウツワ","Whisk (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000470","日野市","全域","安全ピン","アンゼンピン","Safety pin","不燃ごみ","","",""
"132128","132128GMLT000471","日野市","全域","アンテナ・パラボラアンテナ","アンテナ・パラボラアンテナ","Antennas and parabolic antennas","粗大ごみ","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000472","日野市","全域","アンプ（ステレオ用）","アンプ","Amplifier (for stereo)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000473","日野市","全域","囲碁・将棋盤（プラスチック製）","イゴ・ショウギバン","Igo/Shogi board (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000474","日野市","全域","囲碁・将棋盤（木製）","イゴ・ショウギバン","Igo/Shogi board (wooden)","粗大ごみ","","厚みが5センチ以内であれば可燃ごみ。厚みが20センチ以上は市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000475","日野市","全域","石","イシ","Stone","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000476","日野市","全域","衣装ケース・衣装箱","イショウケース・イショウバコ","Wardrobe Cases/Costume Boxes","粗大ごみ","","指定収集袋に入れば素材により分別してください。",""
"132128","132128GMLT000477","日野市","全域","椅子","イス","Chair","粗大ごみ","","指定収集袋に入れば素材により分別してください。",""
"132128","132128GMLT000478","日野市","全域","板きれ（指定収集袋に入る）","イタキレ","Planks (to be placed in designated collection bags)","可燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000479","日野市","全域","一輪車・三輪車","イチリンシャ・サンリンシャ","Unicycles and tricycles","粗大ごみ","","",""
"132128","132128GMLT000480","日野市","全域","一斗缶（18リットル缶）","イットカン","1 Dou can (18 liter can)","金属類（主に金属でできた製品）","","中が汚れているものは不燃ごみへ。中身が残っている場合は、中身は紙・布にしみこませて可燃ごみへ。",""
"132128","132128GMLT000481","日野市","全域","犬小屋（ペット小屋）","イヌコヤ","Dog kennels (pet kennels)","粗大ごみ","","",""
"132128","132128GMLT000482","日野市","全域","医療廃棄物（注射器など）","イリョウハイキブツ","Medical waste (syringes, etc.)","市では収集・処理できないもの","","医療機関や薬局、専門の処理業者に依頼してください。",""
"132128","132128GMLT000484","日野市","全域","衣類（基本的に身に着けるものすべて）","イルイ","Clothing (basically everything you wear)","古着・古布類","","ファスナーやボタンはついたままでよい。収集日が雨の場合、濡れてしまうと資源になりませんので、なるべく次回にお出しください。汚れがひどいものは可燃ごみへ。",""
"132128","132128GMLT000483","日野市","全域","衣類乾燥機","イルイカンソウキ","Clothes dryer","家電リサイクル法対象製品","","家電リサイクル法により、市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000485","日野市","全域","入れ歯","イレバ","Denture","可燃ごみ","","金歯、銀歯なども含む。",""
"132128","132128GMLT000486","日野市","全域","インクカートリッジ","インクカートリッジ","Ink cartridge","不燃ごみ","","メーカー回収と印字されていれば販売店へ。日野郵便局（日野市宮345）と日野高幡郵便局（高幡1003-2）に回収BOXあり。（brother、Canon、EPSON、hpの使用済みインクカートリッジの回収BOXがあります） 中身が残っているものは可燃ごみへ。",""
"132128","132128GMLT000487","日野市","全域","インクリボン","インクリボン","Inked ribbon","有害ごみ","","",""
"132128","132128GMLT000488","日野市","全域","ウィンド型エアコン","ウィンドガタエアコン","Wind type air conditioner","家電リサイクル法対象製品","","家電リサイクル法により、市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000489","日野市","全域","ウィンドファン（冷暖房機能のないもの）","ウィンドファン","Wind fans (without heating/cooling function)","粗大ごみ","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000490","日野市","全域","ウェットスーツ","ウェットスーツ","Wet suit","粗大ごみ","","30cm角に切ることができれば不燃ごみ。",""
"132128","132128GMLT000491","日野市","全域","植木鉢（素焼き、陶器製）","ウエキバチ","Plant pots (unglazed, ceramic)","不燃ごみ","","土は市で処理できません（販売店や専門の処理業者に依頼してください）。",""
"132128","132128GMLT000492","日野市","全域","植木鉢（プラスチック）","ウエキバチ","Plant pot (plastic)","プラスチック類ごみ","","土は市で処理できません（販売店や専門の処理業者に依頼してください）。",""
"132128","132128GMLT000493","日野市","全域","ウォシュレット","ウォシュレット","Toilet seat with bidet functions","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000494","日野市","全域","ウォーターサーバー","ウォーターサーバー","Water server","粗大ごみ","","フロン類が含まれている家電製品は市では処理することができません。 製造メーカーや販売店に引き取っていただくか、フロン類充?回収業者にフロン類の回収を依頼してください。  フロン類充?回収業者については以下のリンク先をご参照ください。 https://www.kankyo.metro.tokyo.lg.jp/safety/cfc/collection＿trader/roster.html  詳細につきましては以下の市のHPを",""
"132128","132128GMLT000495","日野市","全域","浮き輪（ゴム製）","ウキワ","Floatation rings (rubber)","不燃ごみ","","",""
"132128","132128GMLT000496","日野市","全域","浮き輪（ビニール製）","ウキワ","Floatation rings (vinyl)","プラスチック類ごみ","","",""
"132128","132128GMLT000497","日野市","全域","臼","ウス","Mortar","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000498","日野市","全域","うちわ（紙製）","ウチワ","Uchiwa (paper fan)","雑誌・雑紙類","","ビニールコーティングされている場合は可燃ごみ。",""
"132128","132128GMLT000499","日野市","全域","うちわ（骨がプラスチック製）","ウチワ","Uchiwa (with plastic bones)","プラスチック類ごみ","","",""
"132128","132128GMLT000500","日野市","全域","うちわ（骨が木製）","ウチワ","Uchiwa (wooden bones)","可燃ごみ","","",""
"132128","132128GMLT000501","日野市","全域","ウッドデッキ","ウッドデッキ","Wood deck","市では収集・処理できないもの","","専門の処理業者に依頼してください。",""
"132128","132128GMLT000502","日野市","全域","腕時計","ウデドケイ","Wristwatch","小型家電（5㎏以内）","","",""
"132128","132128GMLT000503","日野市","全域","羽毛布団","ウモウフトン","Down(-filled) quilt (futon)","粗大ごみ","","",""
"132128","132128GMLT000504","日野市","全域","エアコン（室外機含む）","エアコン","Air conditioners (including outdoor units)","家電リサイクル法対象製品","","家電リサイクル法により、市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000505","日野市","全域","映写機","エイシャキ","Film projector","粗大ごみ","","45リットルの袋に入れば小型家電・金属類（5㎏以内のもの）。",""
"132128","132128GMLT000506","日野市","全域","枝（1本の直径20cmを超えるもの）","エダ","Branches (one diameter greater than 20 cm)","市では収集・処理できないもの","","専門の処理業者に依頼してください。",""
"132128","132128GMLT000507","日野市","全域","枝（1本の直径5cm以内、長さ50cm以内、紐で束ねて束の直径30cm以内）","エダ","Branches (maximum 5 cm in diameter per branch, maximum 50 cm in length, and maximum 30 cm in diameter of bundle when bundled with string)","剪定枝（戸別収集）","","1回2束まで（集合住宅は2束×世帯数）。”とげ”がある場合は、その旨を表示。束にならない細かい枝は可燃ごみ。",""
"132128","132128GMLT000508","日野市","全域","枝（1本の直径5cm～20cm、長さ1m以内）","エダ","Branches (5 cm to 20 cm in diameter and up to 1 m in length per branch)","粗大ごみ","","",""
"132128","132128GMLT000509","日野市","全域","絵の具","エノグ","Paints","可燃ごみ","","金属容器は不燃ごみへ。",""
"132128","132128GMLT000510","日野市","全域","MDプレーヤー（単体）","エムディープレーヤー","MD Player (standalone)","小型家電（5㎏以内）","","電池は必ず抜いてください。",""
"132128","132128GMLT000511","日野市","全域","MDミニディスク","エムディーミニディスク","MD MiniDisc","プラスチック類ごみ","","",""
"132128","132128GMLT000512","日野市","全域","LED電球","エルイーディーデンキュウ","LED light bulb","不燃ごみ","","",""
"132128","132128GMLT000513","日野市","全域","園芸肥料用土","エンゲイヒリョウヨウド","Horticultural Fertilizer Soil","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000514","日野市","全域","園芸用の土","エンゲイヨウノド","Gardening soil","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000515","日野市","全域","エンジンオイル","エンジンオイル","Engine oil","市では収集・処理できないもの","","販売店や専門の処理業者に依頼してください。少量なら紙・布にしみこませて可燃ごみへ。",""
"132128","132128GMLT000516","日野市","全域","縁台（ベンチ）","エンダイ","Bench","粗大ごみ","","",""
"132128","132128GMLT000517","日野市","全域","延長コード","エンチョウコード","Extension cord","小型家電（5㎏以内）","","",""
"132128","132128GMLT000518","日野市","全域","鉛筆","エンピツ","Pencil","可燃ごみ","","",""
"132128","132128GMLT000519","日野市","全域","オアシス（生花用吸水スポンジ）","オアシス","Oasis (Water absorbing sponge for flower arrangement)","プラスチック類ごみ","","乾かして出してください。汚れているものは可燃ごみ。",""
"132128","132128GMLT000520","日野市","全域","オイルヒーター","オイルヒーター","Oil-heater","粗大ごみ","","",""
"132128","132128GMLT000521","日野市","全域","応接用イス","オウセツヨウイス","Parlor chairs","粗大ごみ","","",""
"132128","132128GMLT000522","日野市","全域","お菓子の紙箱","オカシノカミバコ","Paper box for snacks","雑誌・雑紙類","","金色・銀色のものは可燃ごみ。",""
"132128","132128GMLT000523","日野市","全域","お菓子の缶","オカシノカン","Candy box (plastic)","かん","","",""
"132128","132128GMLT000524","日野市","全域","お菓子の袋","オカシノフクロ","Bag of Sweets","プラスチック類ごみ","","",""
"132128","132128GMLT000525","日野市","全域","オカリナ（陶器製）","オカリナ","Ocarina (ceramic)","不燃ごみ","","",""
"132128","132128GMLT000526","日野市","全域","オカリナ（プラスチック製）","オカリナ","Ocarina (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000527","日野市","全域","桶（金属製）","オケ","Tub (metal)","金属類（主に金属でできた製品）","","",""
"132128","132128GMLT000528","日野市","全域","桶（プラスチック製）","オケ","Tub (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000529","日野市","全域","桶（木製）","オケ","Tub (wooden)","可燃ごみ","","",""
"132128","132128GMLT000530","日野市","全域","押入れ収納","オシイレシュウノウ","Closet storage","粗大ごみ","","",""
"132128","132128GMLT000531","日野市","全域","落ち葉","オチバ","Fallen leaves","可燃ごみ","","",""
"132128","132128GMLT000532","日野市","全域","オットマン（足置き）","オットマン","Ottoman (footrest)","粗大ごみ","","",""
"132128","132128GMLT000533","日野市","全域","おまる（ポータブルトイレ）","オマル","Potty (portable toilet)","プラスチック類ごみ","","指定収集袋に入らなければ粗大ごみ。汚れがひどいものは可燃ごみ。",""
"132128","132128GMLT000534","日野市","全域","おむつ（紙おむつ）","オムツ","Diapers (disposable diapers)","おむつ","","",""
"132128","132128GMLT000535","日野市","全域","おむつ（布）・おむつカバー ※洗ってきれいなもの","オムツ・オムツカバー","Diapers (cloth) and diaper covers *Washed and clean","古着・古布類","","ファスナーやボタンはついたままでよい。収集日が雨の場合、濡れてしまうと資源になりませんので、なるべく次回にお出しください。汚れがひどいものは可燃ごみへ。",""
"132128","132128GMLT000536","日野市","全域","おもちゃ（紙、木、布製）","オモチャ","Toys (paper, wood, cloth)","可燃ごみ","","乾電池は抜いて有害ごみへ。",""
"132128","132128GMLT000537","日野市","全域","おもちゃ（プラスチック製）","オモチャ","Plastic toy","プラスチック類ごみ","","乾電池は抜いて有害ごみへ。",""
"132128","132128GMLT000538","日野市","全域","折り紙","オリガミ","Origami (paper folding)","雑誌・雑紙類","","金紙、銀紙は可燃ごみ。",""
"132128","132128GMLT000539","日野市","全域","折り畳み椅子（プラスチック製）","オリタタミイス","Folding chair (plastic)","粗大ごみ","","指定収集袋に入ればプラスチック類ごみ。",""
"132128","132128GMLT000540","日野市","全域","折り畳み椅子（木製）","オリタタミイス","Folding chair (wooden)","粗大ごみ","","指定収集袋に入れば可燃ごみ。",""
"132128","132128GMLT000541","日野市","全域","オルゴール","オルゴール","Music box","小型家電（5㎏以内）","","",""
"132128","132128GMLT000542","日野市","全域","お椀（プラスチック製）","オワン","Bowls (plastic)","プラスチック類ごみ","","木製のものは可燃ごみ。",""
"132128","132128GMLT000543","日野市","全域","温水器","オンスイキ","Calorifier","粗大ごみ","","",""
"132128","132128GMLT000545","日野市","全域","温度計（電子温度計）","オンドケイ","Thermometers (electronic thermometers)","小型家電（5㎏以内）","","",""
"132128","132128GMLT000544","日野市","全域","温度計（アルコール温度計）赤・青色のもの","オンドケイアカ・アオイロノモノ","Thermometer (alcohol thermometer) red/blue","不燃ごみ","","",""
"132128","132128GMLT000546","日野市","全域","OA用紙（感熱紙）","オーエーヨウシ","Copy paper (thermal paper)","可燃ごみ","","",""
"132128","132128GMLT000547","日野市","全域","OA用紙（普通紙）","オーエーヨウシ","OA paper (plain paper)","雑誌・雑紙類","","",""
"132128","132128GMLT000548","日野市","全域","オーディオ機器（ステレオ、ミニコンポ）","オーディオキキ","Audio equipment (stereo, mini-component)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。 ※木枠スピーカーは不燃ごみ。",""
"132128","132128GMLT000549","日野市","全域","オーディオ機器（単体）","オーディオキキ","Audio equipment (standalone)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000550","日野市","全域","オーディオラック","オーディオラック","Audio rack","粗大ごみ","","",""
"132128","132128GMLT000551","日野市","全域","オートバイ","オートバイ","Motorcycle","市では収集・処理できないもの","","販売店または二輪車リサイクルコールセンター（電話番号050-3000-0727）へ。",""
"132128","132128GMLT000552","日野市","全域","オーブン付ガス台","オーブンヅケガスダイ","Gas cooktop with oven","粗大ごみ","","",""
"132128","132128GMLT000553","日野市","全域","オーブントースター","オーブントースター","Toaster oven","小型家電（5㎏以内）","","",""
"132128","132128GMLT000554","日野市","全域","オーブンレンジ","オーブンレンジ","Microwave toaster oven combo","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000555","日野市","全域","貝がら","カイガラ","Shell","可燃ごみ","","",""
"132128","132128GMLT000556","日野市","全域","介護用ベッド","カイゴヨウベッド","Nursing care bed","粗大ごみ","","重量制限あり。",""
"132128","132128GMLT000558","日野市","全域","懐中電灯","カイチュウデントウ","Flashlight","小型家電（5㎏以内）","","乾電池は抜いて有害ごみへ。",""
"132128","132128GMLT000559","日野市","全域","かいまき・どてら","カイマキ・ドテラ","Vinegared rice rolled in nori (laver)","粗大ごみ","","",""
"132128","132128GMLT000560","日野市","全域","カイロ（使い捨て）","カイロ","Heat pack (disposable)","不燃ごみ","","未使用のものは開封して放熱してから指定収集袋に入れてください。",""
"132128","132128GMLT000561","日野市","全域","カイロ（白金触媒式）","カイロ","Cairo (platinum catalyst type)","有害ごみ","","",""
"132128","132128GMLT000562","日野市","全域","化学ぞうきん","カガクゾウキン","Chemical bacillus","可燃ごみ","","",""
"132128","132128GMLT000563","日野市","全域","鏡","カガミ","Mirror","不燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000564","日野市","全域","傘","カサ","Umbrella","不燃ごみ","","指定収集袋には入れず、不燃ごみ袋（大袋・中袋・小袋）の横にビニールひもなどで束ねて置く。1回3本まで。",""
"132128","132128GMLT000565","日野市","全域","傘立て（金属製）","カサタテ","Umbrella stand (metal)","金属類（主に金属でできた製品）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000566","日野市","全域","傘立て（木製）","カサタテ","Umbrella stand (wood)","可燃ごみ","","収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000567","日野市","全域","加湿器","カシツキ","Humidifier","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。取り外しできるプラスチック部分はプラスチック類ごみへ。",""
"132128","132128GMLT000557","日野市","全域","果実酒びん（梅酒などを漬けるびん）","カジツシュビン","Fruit wine bottles (bottles for soaking plum wine, etc.)","不燃ごみ","","",""
"132128","132128GMLT000568","日野市","全域","カセットコンロ","カセットコンロ","Cassette stove","粗大ごみ","","着火装置があるため。",""
"132128","132128GMLT000569","日野市","全域","カセットコンロ用ガスボンベ","カセットコンロヨウガスボンベ","Gas cylinder for cassette stove","有害ごみ","","中身がある場合には、不燃ごみの指定収集袋に入れて市役所1階市民相談窓口（8：30～17：15※土曜・日曜日を除く）かクリーンセンター（8：30～11：30、13：00～16：30※土曜・日曜日を除く）に持ち込んでください（その際、ライター、スプレー缶、カセットボンベ以外の不燃ごみは指定収集袋に入れないでください）。",""
"132128","132128GMLT000570","日野市","全域","カセットテープ","カセットテープ","Cassette tape","有害ごみ","","1回に出せる量は1世帯40本まで。",""
"132128","132128GMLT000571","日野市","全域","カセットデッキ","カセットデッキ","Cassette deck","小型家電（5㎏以内）","","電池は抜いて有害ごみへ。5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000572","日野市","全域","カタログ","カタログ","Catalog","雑誌・雑紙類","","",""
"132128","132128GMLT000573","日野市","全域","カッターナイフ","カッターナイフ","Box cutter","不燃ごみ","","紙や布に包んで、指定収集袋に「カッターナイフあり」と張り紙を貼ってください。",""
"132128","132128GMLT000574","日野市","全域","カップ麺の容器（紙）","カップメンノヨウキ","Cup noodle containers (paper)","可燃ごみ","","",""
"132128","132128GMLT000575","日野市","全域","カップ麺の容器（発泡スチロール）","カップメンノヨウキ","Cup noodle containers (styrofoam)","プラスチック類ごみ","","必ず中を洗ってお出しください（洗っていないものは可燃ごみへ）。",""
"132128","132128GMLT000576","日野市","全域","金網","カナアミ","Wire mesh","金属類（主に金属でできた製品）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000577","日野市","全域","カヌー","カヌー","Canoe","粗大ごみ","","2m未満のもの。",""
"132128","132128GMLT000578","日野市","全域","かばん・バッグ（革製）","カバン・バッグ","Bags (leather)","不燃ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000579","日野市","全域","かばん・バッグ（布製）","カバン・バッグ","Bags (cloth)","可燃ごみ",""," 指定収集袋に入らなければ粗大ごみ ",""
"132128","132128GMLT000580","日野市","全域","かばん・バッグ（ビニール製）","カバン・バッグ","Bags (vinyl)","プラスチック類ごみ","","指定収集袋に入らなければ粗大ごみ。",""
"132128","132128GMLT000581","日野市","全域","花瓶（陶器、ガラス製）","カビン","Vase (ceramic, glass)","不燃ごみ","","",""
"132128","132128GMLT000582","日野市","全域","花瓶（プラスチック製）","カビン","Vase (plastic)","プラスチック類ごみ","","",""
"132128","132128GMLT000583","日野市","全域","花瓶（木製）","カビン","Vase (wooden)","可燃ごみ","","",""
"132128","132128GMLT000584","日野市","全域","壁紙","カベガミ","Wallpaper","粗大ごみ","","",""
"132128","132128GMLT000585","日野市","全域","壁紙（30cm角に切れているもの）","カベガミ","Wallpaper (cut into 30 cm squares)","可燃ごみ","","",""
"132128","132128GMLT000586","日野市","全域","紙コップ、紙皿","カミコップ、カミサラ","Paper cups, paper plates","可燃ごみ","","",""
"132128","132128GMLT000587","日野市","全域","カミソリ","カミソリ","Razor","不燃ごみ","","紙や布に包んでから指定収集袋に入れてください。",""
"132128","132128GMLT000588","日野市","全域","紙パック（中が白い）","カミパック","Paper carton (white inside)","紙パック類","","中を洗い、切り開いて干してから紙ひも、ビニールひもでしばる。 プラスチック部分は取り除いてプラスチック類ごみへ。",""
"132128","132128GMLT000589","日野市","全域","紙パック（中が茶色、アルミ）","カミパック","Paper carton (brown inside, aluminum)","可燃ごみ","","",""
"132128","132128GMLT000590","日野市","全域","紙袋","カミブクロ","Paper bag","雑誌・雑紙類","","",""
"132128","132128GMLT000591","日野市","全域","カメラ","カメラ","Camera","小型家電（5㎏以内）","","電池は抜いて有害ごみへ。充電式電池は抜いて家電量販店などの回収店舗へ。",""
"132128","132128GMLT000592","日野市","全域","蚊帳","カヤ","Mosquito net","粗大ごみ","","30㎝角に切ることができれば可燃ごみ。",""
"132128","132128GMLT000593","日野市","全域","カラオケ演奏装置","カラオケエンソウソウチ","Karaoke player","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000594","日野市","全域","カラーボックス","カラーボックス","Storage cabinet","粗大ごみ","","",""
"132128","132128GMLT000595","日野市","全域","軽石","カルイシ","Pumice stone","不燃ごみ","","量が多い場合は販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000596","日野市","全域","カレンダー","カレンダー","Calender","雑誌・雑紙類","","金属部分ははずして不燃ごみ、プラスチック部分ははずしてプラスチック類ごみへ。金属がはずれない場合は可燃ごみへ。",""
"132128","132128GMLT000597","日野市","全域","革靴、革ベルト","カワグツ、カワベルト","Leather shoes, leather belts","不燃ごみ","","",""
"132128","132128GMLT000598","日野市","全域","革製衣類、毛皮製衣類","カワセイイルイ、ケガワセイイルイ","Leather and fur clothing","古着・古布類","","汚れているものは可燃ごみ。",""
"132128","132128GMLT000599","日野市","全域","皮むき器（ピーラー）","カワムキキ","Peeler","不燃ごみ","","",""
"132128","132128GMLT000600","日野市","全域","瓦","カワラ","Roof tile","市では収集・処理できないもの","","",""
"132128","132128GMLT000610","日野市","全域","缶（飲料、食料、食用油）","カン","Cans (beverages, food, cooking oil)","かん","","つぶさずに。中をすすぐことができなければ不燃ごみへ。",""
"132128","132128GMLT000611","日野市","全域","缶（エンジンオイル、ワックス、ペンキなどの飲食用以外のもの）","カン","Cans (non-food and beverage items such as engine oil, wax, paint, etc.)","金属類（主に金属でできた製品）","","中身を使い切って。 中身が残っているものは専門の処理業者へ依頼してください。",""
"132128","132128GMLT000612","日野市","全域","缶（スプレー缶）","カン","Cans (spray cans)","有害ごみ","","中身がある場合には、不燃ごみの指定収集袋に入れて市役所1階市民相談窓口（8：30～17：15※土曜・日曜日を除く）かクリーンセンター（8：30～11：30、13：00～16：30※土曜・日曜日を除く）に持ち込んでください（その際、ライター、スプレー缶、カセットボンベ以外の不燃ごみは指定収集袋に入れないでください）。",""
"132128","132128GMLT000601","日野市","全域","換気扇","カンキセン","Ventilation fan","小型家電（5㎏以内）","","プラスチックの羽部分はプラスチック類ごみ。羽が汚れている場合は可燃ごみ。",""
"132128","132128GMLT000602","日野市","全域","緩衝材（紙製）","カンショウザイ","Cushioning material (paper)","可燃ごみ","","",""
"132128","132128GMLT000603","日野市","全域","緩衝材（プラスチック製）","カンショウザイ","Cushioning material (plastic)","プラスチック類ごみ","","植物由来、バイオマスプラスチック含む。",""
"132128","132128GMLT000604","日野市","全域","乾燥機（衣類乾燥機）","カンソウキ","Dryer (clothes dryer)","家電リサイクル法対象製品","","家電リサイクル法により、市では処理できません。販売店や専門の処理業者に依頼してください。",""
"132128","132128GMLT000605","日野市","全域","乾燥機（布団用・食器用）","カンソウキ","Dryer (for bedding and dishes)","小型家電（5㎏以内）","","5㎏をこえるものと45リットルの袋に入らないものは粗大ごみ。",""
"132128","132128GMLT000606","日野市","全域","乾燥剤","カンソウザイ","Desiccant","可燃ごみ","","",""
"132128","132128GMLT000607","日野市","全域","缶詰のふた（外れたもの）","カンヅメノフタ","Canning jar lids (that have come off)","不燃ごみ","","",""
"132128","132128GMLT000608","日野市","全域","乾電池","カンデンチ","Dry cell","有害ごみ","","",""
"132128","132128GMLT000609","日野市","全域","感熱紙・感圧紙","カンネツシ・カン圧紙","Thermal/pressure-sensitive paper","可燃ごみ","","",""
