品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,23年平均 2011 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
食料,Food,油脂・調味料,Oils， fats & seasonings,2,みそ,Soybean paste,米みそ，カップ入り （750g入り），並,Fermented with rice malt， in cups (750g)， ordinary quality,1個,1 cup,,361,367,360,367,365,359,366,360,358,357,362,358,355
食料,Food,菓子類,Cakes & candies,1,ケーキ,Cakes ,いちごショートケーキ，１個(１個60～100g) ,Sponge cakes with cream and strawberry，(60-100g each）,100g,100g,,409,412,412,412,412,406,406,406,406,406,407,411,414
食料,Food,菓子類,Cakes & candies,2,チョコレート,Chocolate,板ﾁｮｺﾚｰﾄ，55g，「明治ミルクチョコレート」又は「ロッテガーナミルクチョコレート」,"Slab chocolate，55g， ""Meiji milk chocolate""or       ""LOTTE Ghana milk chocolate""",1枚,1sheet,,91,91,90,90,91,91,90,91,92,92,91,89,90
食料,Food,飲料,Beverages,1,緑茶,Green tea,せん茶，中," ""Sencha""，medium quality",100g,100g,,614,609,613,630,621,609,610,616,615,619,615,608,604
食料,Food,酒類,Alcoholic beverages,1,ビール,Beer,淡色， 缶入り (350mL入り)， 6缶入り,Lager， canned (350mL)， 6 cans,1パック,1 pack,,1171,1190,1185,1191,1185,1182,1172,1165,1163,1163,1157,1155,1142
食料,Food,外食,Meals outside the home,1,中華そば,Chinese noodles ,ラーメン，しょう油味（豚骨しょう油味を含む）,"""Ramen""， soy sauce-based (including pork and soy sauce-based)",1杯,1 bowl,,590,594,610,593,586,579,579,590,587,590,590,590,588
食料,Food,外食,Meals outside the home,2,すし（外食）(にぎりずし）,"""Sushi"" (eating out) (""Nigiri-zushi"")",にぎりずし(江戸前），並,"""Nigiri-zushi (Edomae)""， hand-rolled ""Sushi""， ordinary quality",1人前,1 serving,,1286,1285,1285,1285,1285,1285,1285,1285,1285,1307,1281,1281,1281
食料,Food,外食,Meals outside the home,3,カレーライス,Curry and rice,,,1皿,1 dish,,729,731,731,731,725,725,732,733,716,730,730,730,730
食料,Food,外食,Meals outside the home,4,ピザパイ(配達),Delivered pizza,宅配ピザ， ミックスピザ(野菜類3種類，肉・魚介類2種類程度)， [サイズ] M (約25cm)　,Delivered pizza， mixed pizza　(3 kinds of vegetable toppings and 2 kinds of meat or seafood toppings)， [size] M (about 25cm),1枚,1 sheet,,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079
住居,Housing,家賃,House rent,1,家賃(民営借家),House rent (privately owned house rented),民営家賃,House rent managed by private sector,1か月・3.3m2,1 month,,8937,8988,8979,8981,8979,8951,8958,8933,8921,8891,8906,8880,8875
住居,Housing,家賃,House rent,2,家賃(公的住宅及び都市再生機構住宅の平均）,House rent (average rent of public house and Urban Renaissance Agency),公的住宅及び都市再生機構住宅の平均,Average rent of public house and the Urban Renaissance Agency,1か月・3.3m2,1 month,,3604,3593,3589,3594,3600,3614,3613,3614,3609,3608,3607,3605,3605
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用1人分,For house repair，charge per regular carpenter,1日,1 day,,18238,18238,18238,18238,18238,18238,18238,18238,18238,18238,18238,18238,18238
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代(基本料金又は最低料金),Electricity(basic charges or minimum charges),従量電灯，アンペア制又は最低料金制，早収料金，基本料金(契約電流10ｱﾝﾍﾟｱ)又は最低料金,Meter rate system， ampere system or minimum charges system， early payment， basic charges(10 ampere) or minimum charges,1か月,1 month,,273,273,273,273,273,273,273,273,273,273,273,273,273
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,電気代(電力量料金１)(1～120kWh),Electricity(energy charges 1)(1-120kWh),従量電灯，アンペア制又は最低料金制，早収料金，電力量料金，1　,Meter rate system，ampere system or minimum charges system，early payment，meter rate charges， 1,1kWh,1kWh,,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,ガス代(標準熱量),Gas (standard calorie),一般家庭用，早収料金，標準熱量,For domestic use， early payment， standard calorie,MJ／m3,MJ／m3,,45,45,45,45,45,45,45,45,45,45,45,45,45
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,4,プロパンガス,Liquefied propane,基本料金及び10m3 (従量料金）を使用した料金,Basic charges and meter rate charges (10m3) ,1か月,1 month,,6615,6519,6552,6603,6621,6624,6627,6630,6633,6637,6643,6647,6649
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油， 詰め替え売り， 店頭売り,White kerosene， refill， sold in stores,18L,18L,,1660,1530,1570,1638,1720,1728,1728,1695,1695,1672,1662,1634,1647
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料(基本料金),Water charges (basic charges),計量制， 専用給水装置（専用栓）， 一般用， 基本料金(基本水量5m3まで)    ,Meter charges，private hydrant，for domestic use， basic charges,1か月,1 month,,903,903,903,903,903,903,903,903,903,903,903,903,903
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅30cm×長さ20m，「サランラップ」又は「NEWクレラップ」,"Made of polyvinylidene chloride， 30cm width， 20m length， ""Saran Wrap"" or ""New Kurewrap""",1本,1 roll,,160,159,162,162,162,161,162,160,164,159,159,158,157
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,再生紙100%，白，〔長さ〕 55m， 60m， ２枚重ね27.5m又は２枚重ね30m，12ロール入り     100% re-,100% re-cycled paper， white， [length] 55m， 60m， doubled sheets 27.5m or doubled sheets 30m， 12 rolls,1パック,1pack,,260,263,257,263,265,264,259,266,259,262,254,260,253
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤， 綿・麻・合成繊維用，粉末，箱入り(1.0kg入り)「アタック　高活性バイオＥＸ」又は「トップ　プラチナクリア」,"Synthetic detergent，　for cotton， hemp and synthetic fiber，　powder，　boxed(1.0kg) ""Attack High activity bio EX"" or ""Top Platinum clearance""　",1箱,1box,* 6月 June,321,330,332,328,332,326,327,325,317,319,322,318,322
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服（夏物，普通）,Men's suits (for summer， ordinary),シングル上下，並型，半裏又は背抜き,Single-breasted 2-piece，ordinary style，halfback-lining or unlined back,1着,1 suit,,20409,...,...,22628,21888,21385,20300,18836,17417,...,...,...,...
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服（秋冬物，普通）,Men's suits (for autumn & winter， ordinary),シングル上下，並型，総裏 ,Single-breasted 2-piece，ordinary style，full lining,1着,1 suit,,26545,22567,22711,...,...,...,...,...,...,30682,29890,27419,26002
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ(長袖),Men's business shirts（long sleeves）,シングルカフス，ブロード，ポリエステル・綿混紡，白，標準タイプ，普通品  　　　　　　　　,single cuffs， broad cloth， mixed polyester and cotton， white， standard type， ordinary quality,1枚,1 sheet,,3036,2930,3007,3043,3043,3015,2917,2967,2915,3107,3162,3162,3162
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人セーター(長袖),Women's sweaters   (long sleeves),カーディガン，「長袖」又は「7分袖」，〔素材〕毛・化学繊維混用，〔サイズ〕M，普通品,"Cardigan， ""long sleeves"" or ""three-quarter sleeves""， [material] ""mixed wool and synthetic fiber""， [size] M， ordinary quality",1枚,1 sheet,* 9月 Sept.,4455,4047,3069,2273,...,...,...,...,...,4227,3584,4946,5063
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴，黒，〔甲〕牛革，〔底〕「合成ゴム」又は「ウレタン」，〔底の製法〕張り付け，〔サイズ〕25～26cm，中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethane""， sticked soles， [size] 25 - 26cm， medium quality",1足,1 pair,,12296,11753,12077,12191,12278,12278,12156,12511,12399,12308,12332,12332,12934
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス，〔甲〕牛革，〔底〕合成ゴム，〔底の製法〕張り付け，〔サイズ〕23～24cm，中級品,Pumps， [instep] oxhide， [sole] synthetic rubber， sticked soles， [size] 23 - 24cm， medium quality,1足,1 pair,,8924,8315,8947,9109,8504,8504,8766,8549,8865,9373,9297,9341,9516
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代(ワイシャツ),Laundry charges ,ワイシャツ，水洗い， 機械仕上げ， 折りたたみ仕上げ， 持ち込み， 配達なし， 料金前払い,Business shirt， water washing， machine finishing， fold finishing， bringing in， not delivery， payment in advance,1枚,1 sheet,,224,225,225,225,224,224,224,224,224,224,222,222,225
保健医療,Medical care,医薬品,Medicines,1,ビタミン剤,Vitamin preparations,第3類医薬品，ビタミン含有保健剤，錠剤，瓶入り（90錠入り），「キューピーコーワゴールドα」,"Third-class OTC drugs， multiple vitamins， tablets， plastic-bottled (90 tablets)， ""Q&P Kowa Gold Alpha""",1箱,1 package,,1984,1992,1988,1988,1983,1969,1989,1975,1989,1989,1983,1984,1984
保健医療,Medical care,医薬品,Medicines,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散， 錠剤， 瓶入り (360錠入り)， 「ナイシトール85」,"Second-class OTC drugs， ""Bofutsu-Shosan""　(Chinese herbal medicine) extracts，tablets， bottled (360 tablets)， "" Nicitol85""",1箱,1 package,,4689,4721,4745,4716,4716,4765,4669,4698,4673,4644,4598,4707,4612
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，〔フレーム〕男性用，メタルフレーム（チタン），中級品，加工料を含む,"[lens] plastic lenses， non-spherical lenses， for myopia， refractive index 1.60， UV protection， untinted， ""HOYA NULUX""， ""SEIKO Super Luscious UV"" or ""Nikon Lite 3-AS""， [frame] for men， titanium frames， medium quality， including conversion costs",1式,1 set,,38135,38660,38035,38660,38517,38517,38517,38327,37438,38054,38660,38564,35675
保健医療,Medical care,保健医療サービス,Medical services,1,診療料（国民健康保険),Medical treatment (National health insurance) ,国民健康保険，被保険者の一部負担金の割合 (６歳未満及び70歳以上を除く)  ,National Health Insurance，rate of charges shared by the insured (excluding under 6 years old and 70 years old or more),1回／パーセント,once／In％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代(初乗運賃),Taxi fares (base fares),距離制運賃，初乗運賃，〔車種〕小型車，中型車又は普通車  　                ,Taxi fares， meter-rate system， base fares， 〔type of cars〕compact cars，intermediate cars or standard cars,1回,once,,710,710,710,710,710,710,710,710,710,710,710,710,710
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,自動車ガソリン(ﾚｷﾞｭﾗｰ),Gasoline (regular),レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,144,135,136,147,151,151,146,147,150,144,141,141,143
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， small motor vehicle,1か月,1 month,,26633,26800,26800,26800,26800,26800,26600,26600,26600,26600,26400,26400,26400
交通・通信,Transportation & communication,通信,Communication,1,通話料(回線使用料),Telephone charges ,固定電話， 加入電話， 住宅用， 回線使用料，ユニバーサルサービス料を含む,Fixed telephone， subscribed phone， for domestic use， access charges， including the universal service charges,1か月,1 month,,1792,1793,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,NTTドコモ(スマートフォンは除く)，カメラ(有効画素数1220万～1320万)付き，ワンセグ機能付き，海外対応，GPS機能付き，機種変更(FOMAからFOMA)，バリューコース，オプション未加入，一括払い，スタイルシリーズ,"""NTT DOCOMO(without smartphone)""，camera-equipped(12.2-13.2-megapixel auto-focus)，with One-Seg function，with international roaming service，",1台,1 set,* 7月 July,48592,48661,48964,48964,48964,49233,39186,48480,48480,48480,48480,48480,49152
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI(au)又は沖縄セルラー（スマートフォンは除く），カメラ(有効画素数1310万)付き，ワンセグ機能付き，海外対応，GPS機能付き，機種変更，シンプルコース，オプション未加入，一括払い，「au F001」," ""KDDI(au)""or""OKINAWA-CELLULAR(without smartphone)""，camera-equipped(13.1-megapixel auto-focus)，with One-Seg function，with international roaming ser",1台,1 set,* 3月 Mar.,39265,53550,59850,59850,59850,59850,59850,36750,36750,36750,33600,39270,39260
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンクモバイル，カメラ(有効画素数1320万～1410万)付き，ワンセグ機能付き，海外対応，GPS機能付き，Wi-Fi機能付き，機種変更，新スーパーボーナスコース，一括払い  ,"""SOFTBANK MOBILLE""，camera-equipped(13.2-14.1-megapixel auto-focus)，with One-Seg function，with international roaming service，with GPS function，with Wi-Fi functi",1台,1 set,* 3月 Mar.,88160,84960,84480,96680,96680,96680,96200,86400,86400,80640,80640,80640,80640
教育,Education,授業料等,School fees,1,大学(私立),College and university (Private),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,2),723825,-,-,-,723825,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school (Private),全日制，普通科,Daytime， General course,1か年,1 year,,302625,-,-,-,302625,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ（液晶),TV sets（LCD),液晶テレビ，32V型，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く, LCD，32V type，acceptable the high-definition television panel，LED back light loading，without special function,1台,1 set,* 1月 Jan.,53182,66067,62795,57095,51539,54733,53601,52506,50468,50915,49010,47101,42352
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admission to movies,大人観覧料,For adults,1回,once,,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪， 大人,For adults (including shampoo),1回,once,,3671,3665,3665,3675,3675,3675,3675,3675,3675,3675,3665,3665,3665
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント(シャンプー，カット，ブロー又はセット込み)，ショート女性（高校生以下を除く）                                                                              ,Permanent wave (including shampoo， haircut and blow or set)， short， for women (excluding ones under high school students age),1回,once,,8296,8427,8324,8324,8278,8278,8278,8231,8361,8278,8258,8258,8258
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成23年） TOKYO STATISTICAL YEARBOOK ( 2011 )　13 物価・地価 13 PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格（平成23年） 13-3 RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2011 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日の3日のうち，いずれか1日について調査している。 ただし，生鮮魚介類，野菜類及び果物類は，調査日を含む前3日間の中値を調査している。調査価格は指定した店舗で実際に販売している平常の価格を調査している。 廉売価格，災害による一時的な異常価格，月賦販売，多量販売等による特殊価格及び中古品の価格は調査していない。,,,,,,,,,,,,,,,,,,,,,,,,
This table shows the results of the Retail Price Survey， conducted on either Wednesday， Thursday， or Friday of the week that includes the 12th of the month. Fresh fish and shellfish， vegetables and fruits are however， inquired into on each or these three days. Surveyed prices are those at which items are normally sold， at appointed retail shops， not including temporally reduced prices due to bargain clearance sale， extraordinary prices due to disasters. ,,,,,,,,,,,,,,,,,,,,,,,,
注 1) *印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
2) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) * indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
2) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
