会計,Account,会計階層,区分,Classification,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,扶養年金費,Annuity,7065,7065,6812
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳入,Revenue,4202,4202,3843
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,事業収入,Operations,4194,4194,1384
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰入金,Funds transferred,3,3,3
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,諸収入,Miscellaneous,0,0,0
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰越金,Balance brought forward,5,5,2457
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳出,Expenditure,4202,4202,1375
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,助成費,Subsidies,4202,4202,1375
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳入,Revenue,52,52,67
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,事業収入,Operations,6,6,7
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰入金,Funds transferred,1,1,0
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,諸収入,Miscellaneous,0,0,0
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰越金,Balance brought forward,45,45,59
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳出,Expenditure,52,52,0
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,助成費,Subsidies,52,52,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳入,Revenue,48,48,81
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,事業収入,Operations,32,32,32
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,国庫支出金,National grants-in-aid,9,9,-
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰入金,Funds transferred,5,5,1
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,諸収入,Miscellaneous,0,0,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰越金,Balance brought forward,2,2,49
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳出,Expenditure,48,48,38
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,助成費,Subsidies,48,48,38
と場,Slaughter house,0,歳入,Revenue,6615,6615,5838
と場,Slaughter house,1,使用料及手数料,Charges and fees,1388,1388,1279
と場,Slaughter house,1,繰入金,Funds transferred,4557,4557,4147
と場,Slaughter house,1,諸収入,Miscellaneous,52,52,48
と場,Slaughter house,1,都債,Metropolitan bonds,618,618,364
と場,Slaughter house,1,繰越金,Balance brought forward,0,0,-
と場,Slaughter house,0,歳出,Expenditure,6615,6615,5838
と場,Slaughter house,1,と場事業費,Slaughter house operations,6615,6615,5838
都営住宅等事業,Metropolitan public housing， etc.,0,歳入,Revenue,156885,160005,147540
都営住宅等事業,Metropolitan public housing， etc.,1,分担金及負担金,Beneficiary contribution,106,106,116
都営住宅等事業,Metropolitan public housing， etc.,1,使用料及手数料,Charges and fees,75080,75080,70929
都営住宅等事業,Metropolitan public housing， etc.,1,国庫支出金,National treasury disbursements,27260,28519,22930
都営住宅等事業,Metropolitan public housing， etc.,1,財産収入,Revenue from property ,1694,1694,1727
都営住宅等事業,Metropolitan public housing， etc.,1,繰入金,Funds transferred,24196,24600,23705
都営住宅等事業,Metropolitan public housing， etc.,1,諸収入,Miscellaneous,5401,5401,5481
都営住宅等事業,Metropolitan public housing， etc.,1,都債,Metropolitan bonds,23147,24451,22072
都営住宅等事業,Metropolitan public housing， etc.,1,繰越金,Balance brought forward,0,155,580
都営住宅等事業,Metropolitan public housing， etc.,0,歳出,Expenditure,156885,160005,147446
都営住宅等事業,Metropolitan public housing， etc.,1,都営住宅等事業費,Metropolitan public housing， etc.,156885,160005,147446
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳入,Revenue,12841,12841,12122
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,保証金収入,Security deposits ,512,512,422
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰入金,Funds transferred,3090,3090,2393
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,諸収入,Miscellaneous,6,6,5
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰越金,Balance brought forward,9233,9233,9303
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳出,Expenditure,610,610,576
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,返還金,Refunds,536,536,502
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰出金,Funds transferred,74,74,74
都市開発資金,Urban development funds,0,歳入,Revenue,1367,1367,703
都市開発資金,Urban development funds,1,財産収入,Revenue from property,349,349,703
都市開発資金,Urban development funds,1,繰入金,Funds transferred,18,18,-
都市開発資金,Urban development funds,1,諸収入,Miscellaneous,1,1,0
都市開発資金,Urban development funds,1,都債,Metropolitan bonds,1000,1000,-
都市開発資金,Urban development funds,1,繰越金,Balance brought forward,0,0,-
都市開発資金,Urban development funds,0,歳出,Expenditure,1367,1367,703
都市開発資金,Urban development funds,1,用地費,Land acquisition,1367,1367,703
用地,Land acquisition,0,歳入,Revenue,34234,34483,24143
用地,Land acquisition,1,財産収入,Revenue from property,9646,9646,9546
用地,Land acquisition,1,繰入金,Funds transferred,6520,6520,2199
用地,Land acquisition,1,諸収入,Miscellaneous,0,0,0
用地,Land acquisition,1,都債,Metropolitan bonds,13472,13684,4834
用地,Land acquisition,1,繰越金,Balance brought forward,4596,4633,7564
用地,Land acquisition,0,歳出,Expenditure,34234,34483,16578
用地,Land acquisition,1,用地費,Land acquisition,34234,34483,16578
公債費,Debt services,0,歳入,Revenue,1516352,1516352,1484866
公債費,Debt services,1,財産収入,Revenue from property,3943,3943,4255
公債費,Debt services,1,繰入金,Funds transferred,1229761,1229761,1198119
公債費,Debt services,1,諸収入,Miscellaneous,1,1,0
公債費,Debt services,1,都債,Metropolitan bonds,282648,282648,282492
公債費,Debt services,0,歳出,Expenditure,1516352,1516352,1484866
公債費,Debt services,1,公債費,Debt services,1516352,1516352,1484866
多摩ニュータウン事業,Tama-New town development,0,歳入,Revenue,12428,12428,12187
多摩ニュータウン事業,Tama-New town development,1,分担金及び負担金,Allotments and shares,0,0,-
多摩ニュータウン事業,Tama-New town development,1,使用料及び手数料,Fees and charges,1,1,15
多摩ニュータウン事業,Tama-New town development,1,財産収入,Property,2679,2679,3784
多摩ニュータウン事業,Tama-New town development,1,繰入金,Transferred,6780,6780,5195
多摩ニュータウン事業,Tama-New town development,1,諸収入,Miscellaneous,4,4,16
多摩ニュータウン事業,Tama-New town development,1,繰越金,Brought forward,2965,2965,3176
多摩ニュータウン事業,Tama-New town development,0,歳出,Expenditure,12428,12428,12187
多摩ニュータウン事業,Tama-New town development,1,ニュータウン事業費,New town development,12428,12428,12187
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳入,Revenue,16248,17126,24770
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,分担金及び負担金,Allotments and shares,30,30,-
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,使用料及手数料,Charges and fees,0,0,3
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,財産収入,Revenue from property,0,0,-
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰入金,Funds transferred,7811,8336,3308
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,諸収入,Miscellaneous,0,0,8
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰越金,Balance brought forward,8407,8760,21451
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳出,Expenditure,13725,14603,5416
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,臨海都市基盤整備費,Waterfront urban infrastructure development,13725,14603,5416
,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　21  財政 21  PUBLIC FINANCE,,,,,,,
21-3  特別会計予算，決算額 (平成23年度) 21-3  BUDGETS AND SETTLEMENTS OF THE SPECIAL ACCOUNTS ( Fiscal Year 2011 ),,,,,,,
注) 最終予算額は，前年度からの繰越額を含む。 ,,,,,,,
Note: The final budget includes the balance brought forward from the previous fiscal year.  ,,,,,,,
資料：都財務局主計部財政課 Source: Bureau of Finance， TMG,,,,,,,
会計階層（0:歳入・歳出　1:会計）,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,
