年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
平成22,2010,2,13228,25,あきる野市,Akiruno-shi,25855,23775,14818,3329,687,4903,38,2080,18465,8957,3160,6901,7939,7939
平成22,2010,2,13229,26,西東京市,Nishitokyo-shi,50487,47127,30217,3430,228,13189,63,3360,33310,16910,-,21245,668,668
平成22,2010,1,13300,,郡部,All gun,20098,19038,12942,1292,772,3997,35,1060,14424,6160,1017,6156,7815,7815
平成22,2010,2,13303,1,瑞穂町,Mizuho-machi,11636,11227,7520,328,483,2878,18,409,8126,3707,86,4146,1750,1750
平成22,2010,2,13305,2,日の出町,Hinode-machi,5151,4582,3203,705,201,463,10,569,3983,1379,677,1064,788,788
平成22,2010,2,13307,3,檜原村,Hinohara-mura,855,827,470,104,59,194,-,28,613,357,106,225,1220,1220
平成22,2010,2,13308,4,奥多摩町,Okutama-machi,2456,2402,1749,155,29,462,7,54,1702,717,148,721,4057,4057
平成22,2010,1,13350,,島部,All islands,15764,15763,11220,1732,1458,1323,30,1,11554,2615,3719,1719,28925,28925
平成22,2010,2,13361,1,大島町,Oshima-machi,3905,3905,3282,257,241,118,7,-,3282,623,702,366,9320,9320
平成22,2010,2,13362,2,利島村,Toshima-mura,119,119,101,3,-,15,-,-,104,15,12,12,786,786
平成22,2010,2,13363,3,新島村,Niijima-mura,2364,2364,1187,1102,3,72,-,-,1187,75,1238,42,2297,2297
平成22,2010,2,13364,4,神津島村,Kouzushima-mura,2124,2124,1190,76,824,33,1,-,1206,199,896,148,1241,1241
平成22,2010,2,13381,5,三宅村,Miyake-mura,1718,1718,1234,143,341,-,-,-,1575,484,194,34,2650,2650
平成22,2010,2,13382,6,御蔵島村,Mikurajima-mura,311,311,281,4,15,10,1,-,281,26,32,10,81,81
平成22,2010,2,13401,7,八丈町,Hachijo-machi,4035,4035,3166,127,-,739,3,-,3166,742,506,739,12154,12154
平成22,2010,2,13402,8,青ヶ島村,Aogashima-mura,111,111,70,20,-,21,-,-,70,41,4,21,70,70
平成22,2010,2,13421,9,小笠原村,Ogasawara-mura,1077,1076,709,-,34,315,18,1,683,410,135,347,326,326
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成20～平成22年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2008-2010 ),,,,,,,,,,,,,,,,,,,,
資料：都環境局廃棄物対策部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,
