年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
平成23,2011,2,13205,青梅市,Ome-shi,143,87,5,-,40,-,-,10,1
平成23,2011,2,13206,府中市,Fuchu-shi,97,45,-,-,33,1,-,16,2
平成23,2011,2,13207,昭島市,Akishima-shi,90,1,1,-,12,1,-,9,66
平成23,2011,2,13208,調布市,Chofu-shi,85,22,-,1,38,1,-,18,5
平成23,2011,2,13209,町田市,Machida-shi,225,118,2,1,68,3,-,31,2
平成23,2011,2,13210,小金井市,Koganei-shi,87,1,1,-,26,5,-,29,25
平成23,2011,2,13211,小平市,Kodaira-shi,86,25,-,-,34,5,-,13,9
平成23,2011,2,13212,日野市,Hino-shi,83,38,8,-,17,-,-,16,4
平成23,2011,2,13213,東村山市,Higashimurayama-shi,60,24,1,-,26,2,-,4,3
平成23,2011,2,13214,国分寺市,Kokubunji-shi,24,24,-,-,-,-,-,-,-
平成23,2011,2,13215,国立市,Kunitachi-shi,32,-,-,-,11,-,-,17,4
平成23,2011,2,13218,福生市,Fussa-shi,70,2,-,-,12,-,-,7,49
平成23,2011,2,13219,狛江市,Komae-shi,64,12,1,1,21,2,-,9,18
平成23,2011,2,13220,東大和市,Higashiyamato-shi,25,13,2,1,7,-,-,2,-
平成23,2011,2,13221,清瀬市,Kiyose-shi,67,35,1,-,29,-,-,2,-
平成23,2011,2,13222,東久留米市,Higashikurume-shi,76,27,5,-,30,6,-,5,3
平成23,2011,2,13223,武蔵村山市,Musashimurayama-shi,78,29,-,-,16,1,-,8,24
平成23,2011,2,13224,多摩市,Tama-shi,82,27,12,-,32,3,-,8,-
平成23,2011,2,13225,稲城市,Inagi-shi,62,-,7,-,18,-,-,10,27
平成23,2011,2,13227,羽村市,Hamura-shi,35,12,-,-,16,1,-,3,3
平成23,2011,2,13228,あきる野市,Akiruno-shi,178,43,1,1,12,1,-,11,109
平成23,2011,2,13229,西東京市,Nishitokyo-shi,84,9,-,-,27,3,-,13,32
平成23,2011,1,13300,郡部,All gun,169,6,-,-,5,-,-,4,154
平成23,2011,2,13303,瑞穂町,Mizuho-machi,56,-,-,-,1,-,-,-,55
平成23,2011,2,13305,日の出町,Hinode-machi,52,6,-,-,4,-,-,3,39
平成23,2011,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成23,2011,2,13308,奥多摩町,Okutama-machi,61,-,-,-,-,-,-,1,60
平成23,2011,1,13350,島部,All islands,1,-,-,-,-,-,-,-,1
,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-11 公害の種類別苦情件数（平成19～平成23年度） 19-11 COMPLAINTS ABOUT POLLUTIONS BY KIND  ( Fiscal Years 2007-2011 ),,,,,,,,,,,,,,
注.1) 東京都の窓口への苦情件数分を含む。                     Note.1)  Includes received cases of complaints at Metropolitan office windows,,,,,,,,,,,,,,
資料：都環境局環境政策部総務課 Source: Bureau of Environment， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
