"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","まちづくり・景観[人]","住宅対策[人]","道路・交通対策[人]","自転車対策[人]","防災・生活安全[人]","公園整備[人]","緑や水辺の整備[人]","ごみ・リサイクル[人]","地球温暖化対策[人]","環境保全・公害対策[人]","たばこ対策[人]","健康づくり[人]","区民参画・区民協働[人]","中小企業支援・商店街振興[人]","観光振興[人]","消費生活対策[人]","国際化・国際交流[人]","子育て支援[人]","学校教育の充実[人]","高齢者福祉[人]","障害者福祉[人]","低所得世帯への支援[人]","スポーツの振興[人]","生涯学習・文化振興[人]","男女平等参画の推進[人]"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 30～39歳","49","3","2","2","1","1","2","1","1","2","0","0","2","0","0","0","0","0","17","5","0","0","1","1","3","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 40～49歳","78","1","3","8","3","0","12","0","2","3","4","1","2","1","2","0","0","1","5","12","1","1","2","1","4","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 50～59歳","62","4","0","5","2","2","8","0","4","3","3","0","3","4","0","1","3","0","0","0","1","0","7","2","0","3"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 60～69歳","56","5","1","3","3","3","11","1","1","2","2","0","0","3","1","1","0","0","0","1","1","0","7","0","1","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 70歳以上","42","1","1","2","3","4","1","0","1","0","1","0","0","1","1","1","2","0","1","1","1","0","8","1","0","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","性・年代別","無回答","14","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","1","0","1","0","0","1","0","0","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","自営業主・家族従業","86","5","4","2","3","4","10","3","4","5","3","1","6","2","4","0","7","1","5","1","0","2","6","2","7","3"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","会社員・団体職員・公務員","243","17","13","16","11","1","36","5","9","5","6","1","10","3","4","0","5","1","38","18","5","3","12","3","5","4"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","アルバイト・パートタイマー","35","2","0","4","1","2","3","0","1","2","2","0","0","1","0","0","0","1","2","0","0","0","7","2","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","家事専業","55","0","2","5","4","3","8","0","1","2","2","1","1","1","1","2","0","0","2","3","1","0","5","1","0","2"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","学生","13","0","0","1","2","0","3","0","0","2","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","無職","81","8","4","3","2","2","6","1","3","2","2","0","3","3","2","1","3","0","1","2","1","1","8","0","4","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","その他","31","3","2","2","2","2","2","0","2","1","2","0","0","1","1","0","0","0","5","3","0","0","2","1","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","職業別","無回答","14","2","0","1","0","0","0","0","0","1","0","0","2","0","1","0","1","1","0","1","0","0","1","0","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","芝地区","86","8","6","5","4","2","11","3","3","2","2","2","5","2","2","0","4","0","7","3","0","1","6","1","7","2"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","麻布地区","87","6","5","4","5","4","6","1","5","4","4","0","3","1","5","1","2","1","9","5","0","1","5","0","4","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","赤坂地区","81","6","7","6","0","2","9","1","3","5","1","0","5","4","3","0","5","0","7","0","1","0","7","2","2","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","高輪地区","146","12","6","12","6","2","16","3","8","3","5","1","6","1","0","3","2","1","12","8","2","3","11","0","4","3"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","芝浦港南地区","139","4","1","6","9","4","26","1","1","5","6","0","2","3","3","0","2","1","18","10","3","1","12","5","2","4"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","居住地区別","無回答","19","1","0","1","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","2","1","0","0","1","0","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","持家（一戸建）","64","5","2","7","1","0","5","1","3","2","2","0","3","0","1","0","3","0","4","2","1","1","6","0","5","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","持家（マンション）","267","17","15","16","13","8","39","3","10","10","10","1","7","8","7","2","5","1","22","10","2","1","18","5","5","6"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","借家（一戸建）","9","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","1","1","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","民間の賃貸マンション・アパート","151","9","8","9","6","4","18","3","5","4","3","1","8","3","3","1","5","1","22","9","2","4","7","1","5","2"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","都営住宅・区営住宅・区立住宅","26","1","0","1","0","1","1","0","0","1","0","0","0","0","1","0","2","1","4","2","2","0","6","0","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","0","0","2","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","社宅・公務員宿舎","10","2","0","0","1","1","2","1","1","1","2","1","3","0","0","0","0","0","1","1","0","0","1","1","2","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","寮・寄宿舎・住み込み・間借り","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","その他","5","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","住居形態別","無回答","11","1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","ずっと住み続けていたい","279","19","14","20","11","9","27","5","15","9","11","0","6","7","9","3","9","1","14","7","4","3","29","6","8","4"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","当分は住んでいたい","203","13","9","11","7","3","33","3","4","9","6","3","12","3","3","1","5","3","28","19","1","2","10","3","8","3"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","3","0","3","5","0","5","0","0","1","1","0","3","0","1","0","0","0","11","1","1","1","1","0","1","2"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","近いうちに区外に転居する予定である","13","1","2","0","1","1","1","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","わからない","10","0","0","0","1","0","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"202203","区基本計画","Q14. 問 13 で回答した中から、最も重点的に取り組むべきと思うもの１つについて、選択した理由をご記入ください。","定住意向別","無回答","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"

"第33回港区民世論調査クロス集計表・区基本計画Q14","Ver202203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
