事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,17.7,17.9,16.9,153.2,155.8,141.5,138.4,140.1,130.6,14.8,15.7,10.9
５人以上,G 情報通信業,平成23,2011,年平均,19,19.3,18.2,164.8,169.1,152.8,144.1,147.1,135.6,20.7,22,17.2
５人以上,G 情報通信業,平成24,2012,年平均,19.4,19.6,18.5,167.2,171.1,155,147.3,150,139,19.9,21.1,16
５人以上,G 情報通信業,平成25,2013,年平均,19.1,19.4,18.2,163.8,167.7,151.8,144.5,147.3,135.8,19.3,20.4,16
５人以上,G 情報通信業,平成26,2014,年平均,19,19.3,18.2,163.3,167.1,151.3,144.1,146.8,135.6,19.2,20.3,15.7
５人以上,G 情報通信業,平成27,2015,年平均,18.8,19.1,18,162.7,167.3,149,143.7,146.6,134.9,19,20.7,14.1
５人以上,G 情報通信業,平成28,2016,年平均,18.8,19.1,18.1,161.7,165.7,149.8,143.2,146,135,18.5,19.7,14.8
５人以上,G 情報通信業,平成28,2016,1月,17.5,17.8,16.8,152.4,156.6,140.1,133.5,136.3,125.3,18.9,20.3,14.8
５人以上,G 情報通信業,平成28,2016,2月,18.4,18.7,17.7,159.9,164,147.6,140.2,142.9,132.2,19.7,21.1,15.4
５人以上,G 情報通信業,平成28,2016,3月,19.8,20.1,19,170.1,174.4,157.2,149.1,151.9,140.7,21,22.5,16.5
５人以上,G 情報通信業,平成28,2016,4月,19.5,19.8,18.6,168.1,172.7,154.4,148.8,152,139.3,19.3,20.7,15.1
５人以上,G 情報通信業,平成28,2016,5月,17.9,18,17.3,153.3,156.6,143.1,136.4,138.7,129.2,16.9,17.9,13.9
５人以上,G 情報通信業,平成28,2016,6月,19.8,20,19.2,169.5,173,158.2,150.3,152.7,142.6,19.2,20.3,15.6
５人以上,G 情報通信業,平成28,2016,7月,19.4,19.6,18.6,165.4,169.6,152.8,147.4,150.4,138.4,18,19.2,14.4
５人以上,G 情報通信業,平成28,2016,8月,18.9,19.1,18.3,162.1,165.8,150.9,144.5,147.2,136.4,17.6,18.6,14.5
５人以上,G 情報通信業,平成28,2016,9月,18.6,18.9,17.9,159.6,163.3,148.3,141.4,144,133.4,18.2,19.3,14.9
５人以上,G 情報通信業,平成28,2016,10月,18.6,18.9,17.8,160,163.9,148.1,141.9,144.7,133.5,18.1,19.2,14.6
５人以上,G 情報通信業,平成28,2016,11月,18.9,19.2,18.1,161.4,165.6,149.2,143.7,146.6,135.2,17.7,19,14
５人以上,G 情報通信業,平成28,2016,12月,18.6,18.8,17.9,158.2,161.9,147,141.4,144.1,133.2,16.8,17.8,13.8
５人以上,"H 運輸業,郵便業",平成23,2011,年平均,19.8,20.2,18.3,170.2,177.2,140.2,148.9,153.3,130,21.3,23.9,10.2
５人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.7,19.9,18.5,169.2,176.2,136.4,149.6,154.5,126.5,19.6,21.7,9.9
５人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.3,19.5,18.2,166.7,173.3,137.3,147.5,152.2,126.8,19.2,21.1,10.5
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,19,19.3,18.1,164.1,171.6,133.5,144.3,149.6,122.9,19.8,22,10.6
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,19.1,19.5,17.8,166.6,173.5,141,146.8,151.2,130.3,19.8,22.3,10.7
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.2,19.5,17.9,166.4,172.9,140.9,147.5,151.7,131.2,18.9,21.2,9.7
５人以上,"H 運輸業,郵便業",平成28,2016,1月,18.2,18.6,16.9,159,165.2,134.6,140.2,144.1,124.8,18.8,21.1,9.8
５人以上,"H 運輸業,郵便業",平成28,2016,2月,18.8,19.2,17.1,163.7,171.4,133.8,144.9,150.2,124.5,18.8,21.2,9.3
５人以上,"H 運輸業,郵便業",平成28,2016,3月,19.4,19.7,18.2,169.6,175.9,145.3,150.5,154.7,134.4,19.1,21.2,10.9
５人以上,"H 運輸業,郵便業",平成28,2016,4月,19.6,19.9,18.4,171.7,178,147.6,152.3,156.3,137.1,19.4,21.7,10.5
５人以上,"H 運輸業,郵便業",平成28,2016,5月,18.2,18.5,17.1,158.5,164.4,136,140.9,144.6,126.8,17.6,19.8,9.2
５人以上,"H 運輸業,郵便業",平成28,2016,6月,19.8,20.2,18.6,170.4,177.4,144.2,152.4,157.1,134.9,18,20.3,9.3
５人以上,"H 運輸業,郵便業",平成28,2016,7月,19.6,19.8,18.6,169.2,175.2,145.6,150.4,154,136.2,18.8,21.2,9.4
５人以上,"H 運輸業,郵便業",平成28,2016,8月,19.2,19.6,17.8,166.7,174,138.9,148.3,153.1,130.2,18.4,20.9,8.7
５人以上,"H 運輸業,郵便業",平成28,2016,9月,19.3,19.6,18.1,166.6,172.7,142.4,148.3,152.1,133.2,18.3,20.6,9.2
５人以上,"H 運輸業,郵便業",平成28,2016,10月,19.2,19.5,17.8,166.3,172.8,138.7,146.6,150.8,128.9,19.7,22,9.8
５人以上,"H 運輸業,郵便業",平成28,2016,11月,19.3,19.6,18.1,167.8,174.3,142.9,148.6,152.6,133.2,19.2,21.7,9.7
５人以上,"H 運輸業,郵便業",平成28,2016,12月,19.3,19.7,17.9,167.5,174.3,140.4,147,151.4,129.6,20.5,22.9,10.8
５人以上,"I 卸売業,小売業",平成23,2011,年平均,18.6,19.4,17.6,143.1,154.1,127.8,135.9,145.6,122.4,7.2,8.5,5.4
５人以上,"I 卸売業,小売業",平成24,2012,年平均,18.9,19.4,18.1,143.4,154.8,129.4,136.1,145.6,124.5,7.3,9.2,4.9
５人以上,"I 卸売業,小売業",平成25,2013,年平均,18.6,19.3,17.8,142.4,155.1,126.8,134.5,145,121.6,7.9,10.1,5.2
５人以上,"I 卸売業,小売業",平成26,2014,年平均,18.5,19.2,17.8,142.3,154.4,127.8,134.4,144.7,122.1,7.9,9.7,5.7
５人以上,"I 卸売業,小売業",平成27,2015,年平均,18.3,19.1,17.2,141.3,154.1,124.7,132.8,143.5,119,8.5,10.6,5.7
５人以上,"I 卸売業,小売業",平成28,2016,年平均,18.2,18.9,17.2,139.6,151.5,123.9,131.5,141.3,118.7,8.1,10.2,5.2
５人以上,"I 卸売業,小売業",平成28,2016,1月,17.2,17.7,16.5,131.7,142.5,117.4,123.9,132.7,112.3,7.8,9.8,5.1
５人以上,"I 卸売業,小売業",平成28,2016,2月,18.2,18.9,17.2,138.7,151.3,122.3,130.8,141.1,117.3,7.9,10.2,5
５人以上,"I 卸売業,小売業",平成28,2016,3月,18.5,19.4,17.4,142.2,155.4,125,134,145.1,119.6,8.2,10.3,5.4
５人以上,"I 卸売業,小売業",平成28,2016,4月,18.7,19.6,17.6,144.7,157.9,127.7,136.1,147.1,121.9,8.6,10.8,5.8
５人以上,"I 卸売業,小売業",平成28,2016,5月,17.5,18.1,16.7,130,139.2,117.4,122.2,129.6,112.1,7.8,9.6,5.3
５人以上,"I 卸売業,小売業",平成28,2016,6月,19.2,20,18.1,142.3,153.6,127,134.3,143.6,121.8,8,10,5.2
５人以上,"I 卸売業,小売業",平成28,2016,7月,18.6,19.4,17.7,144.4,156.9,128.1,136.2,146.3,123,8.2,10.6,5.1
５人以上,"I 卸売業,小売業",平成28,2016,8月,17.9,18.6,17.1,138.6,150,123.6,130.9,140.2,118.7,7.7,9.8,4.9
５人以上,"I 卸売業,小売業",平成28,2016,9月,18.2,18.9,17.4,141,152.4,125.9,133.3,142.6,120.9,7.7,9.8,5
５人以上,"I 卸売業,小売業",平成28,2016,10月,18,18.8,17,139.2,151.5,123,130.8,140.8,117.6,8.4,10.7,5.4
５人以上,"I 卸売業,小売業",平成28,2016,11月,18.3,19.2,17.3,142.2,155.2,125.3,133.9,144.5,120,8.3,10.7,5.3
５人以上,"I 卸売業,小売業",平成28,2016,12月,18.1,18.8,17,140,152.2,124,131.7,141.7,118.5,8.3,10.5,5.5
５人以上,"J 金融業,保険業",平成23,2011,年平均,19.1,19.5,18.5,157,162.7,149,142,146.1,136.3,15,16.6,12.7
５人以上,"J 金融業,保険業",平成24,2012,年平均,19.2,19.8,18.6,156.4,164,147.4,140.5,146.4,133.5,15.9,17.6,13.9
５人以上,"J 金融業,保険業",平成25,2013,年平均,18.9,19.5,18.3,155.5,164.8,145.1,138.8,145.5,131.3,16.7,19.3,13.8
５人以上,"J 金融業,保険業",平成26,2014,年平均,18.8,19.4,18.1,154.4,164.3,143.3,137.4,144.5,129.5,17,19.8,13.8
５人以上,"J 金融業,保険業",平成27,2015,年平均,18.4,18.9,17.7,153.1,164.8,139.2,134.6,141.7,126.2,18.5,23.1,13
５人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,19,17.6,152.4,163.8,139.1,134.7,141.9,126.3,17.7,21.9,12.8
５人以上,"J 金融業,保険業",平成28,2016,1月,17.4,17.9,16.7,144.4,155.2,131.5,127.4,133.9,119.6,17,21.3,11.9
５人以上,"J 金融業,保険業",平成28,2016,2月,17.7,18.4,16.9,146.7,158.3,132.9,129.6,136.8,120.9,17.1,21.5,12
５人以上,"J 金融業,保険業",平成28,2016,3月,19.3,19.9,18.5,160,171.7,145.9,141,148.3,132.2,19,23.4,13.7
５人以上,"J 金融業,保険業",平成28,2016,4月,19,19.6,18.3,158.7,169.9,145.3,139.4,146.3,131.1,19.3,23.6,14.2
５人以上,"J 金融業,保険業",平成28,2016,5月,17.6,18.2,17,147.3,158,134.8,129.5,136.2,121.7,17.8,21.8,13.1
５人以上,"J 金融業,保険業",平成28,2016,6月,19.2,20,18.3,159.2,172.5,144.2,141,149.8,131.1,18.2,22.7,13.1
５人以上,"J 金融業,保険業",平成28,2016,7月,18.5,19.3,17.6,154.1,166.8,139.7,135.8,144,126.5,18.3,22.8,13.2
５人以上,"J 金融業,保険業",平成28,2016,8月,18.5,19,18,152.7,162.8,141.2,135.9,141.9,129.1,16.8,20.9,12.1
５人以上,"J 金融業,保険業",平成28,2016,9月,18.2,18.7,17.6,151.2,161.9,138.8,134.1,140.8,126.3,17.1,21.1,12.5
５人以上,"J 金融業,保険業",平成28,2016,10月,18.2,18.9,17.5,151.7,163.2,138.8,134,141.3,125.9,17.7,21.9,12.9
５人以上,"J 金融業,保険業",平成28,2016,11月,18.2,18.8,17.5,150.6,162.1,137.8,133.4,140.7,125.2,17.2,21.4,12.6
５人以上,"J 金融業,保険業",平成28,2016,12月,18.3,19,17.6,151.5,163.1,138.3,134.6,142.4,125.8,16.9,20.7,12.5
５人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,19.2,19.6,18.4,150.3,157.5,134.8,139.1,144.7,127.2,11.2,12.8,7.6
５人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.2,19.7,18.2,148,156.5,132.9,138.3,145.5,125.5,9.7,11,7.4
５人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.2,19.5,18.7,149.1,155.1,137.3,139,143.8,129.6,10.1,11.3,7.7
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.2,19.5,18.5,154,160.1,141.4,141.2,145.8,131.6,12.8,14.3,9.8
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19,19.7,17.8,154.4,163.7,135.9,140.3,147.5,126,14.1,16.2,9.9
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.1,19.8,17.9,155,164.2,137.8,141.4,148.5,128.2,13.6,15.7,9.6
５人以上,"K 不動産業,物品賃貸業",平成28,2016,1月,17.8,18.5,16.5,143.6,153.2,125.7,130.7,138.1,116.8,12.9,15.1,8.9
５人以上,"K 不動産業,物品賃貸業",平成28,2016,2月,19.1,19.8,17.6,154.9,165,135.3,141.4,149.3,126,13.5,15.7,9.3
５人以上,"K 不動産業,物品賃貸業",平成28,2016,3月,19.9,20.5,18.7,161.5,170.5,144.2,146.5,153.3,133.5,15,17.2,10.7
５人以上,"K 不動産業,物品賃貸業",平成28,2016,4月,19.9,20.6,18.7,161.7,171.1,144.1,147.1,154.4,133.4,14.6,16.7,10.7
５人以上,"K 不動産業,物品賃貸業",平成28,2016,5月,18.3,18.8,17.2,148.3,156.7,132.9,135.1,141.5,123.4,13.2,15.2,9.5
５人以上,"K 不動産業,物品賃貸業",平成28,2016,6月,20,20.7,18.8,159.4,168.5,143,147.3,154.4,134.4,12.1,14.1,8.6
５人以上,"K 不動産業,物品賃貸業",平成28,2016,7月,19.6,20.3,18.2,159.3,169.3,141,145.2,152.9,131,14.1,16.4,10
５人以上,"K 不動産業,物品賃貸業",平成28,2016,8月,18.7,19.2,17.6,151.1,159.1,135.7,138.2,144.1,127,12.9,15,8.7
５人以上,"K 不動産業,物品賃貸業",平成28,2016,9月,19,19.6,17.9,154.3,163.7,137.4,141.2,148.3,128.4,13.1,15.4,9
５人以上,"K 不動産業,物品賃貸業",平成28,2016,10月,19.1,19.7,17.9,155.7,164,140,142.2,148.4,130.5,13.5,15.6,9.5
５人以上,"K 不動産業,物品賃貸業",平成28,2016,11月,19.2,19.9,17.8,156.4,166.6,137.6,141.9,149.7,127.4,14.5,16.9,10.2
５人以上,"K 不動産業,物品賃貸業",平成28,2016,12月,18.8,19.5,17.6,153.7,163.4,135.8,140.1,147.8,126,13.6,15.6,9.8
５人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.3,19.6,18.7,159.4,163.2,151.7,143.3,145.8,138.4,16.1,17.4,13.3
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.8,20.1,19,167.2,172.2,155.7,147.9,151.1,140.5,19.3,21.1,15.2
５人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.6,19.8,18.9,166,170.6,154.6,145.7,148.2,139.6,20.3,22.4,15
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.5,19.9,18.5,165.2,171.9,149.9,144.8,148.5,136.2,20.4,23.4,13.7
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.6,19.1,17.6,154.4,160.7,141.3,139.3,143.6,130.3,15.1,17.1,11
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,153.1,158.8,141.2,137.8,141.8,129.4,15.3,17,11.8
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,1月,16.8,17.4,15.7,139.2,145.6,125.7,125,129.7,115.1,14.2,15.9,10.6
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,2月,18.7,19.3,17.6,155.7,163,140.7,139.3,144.4,128.9,16.4,18.6,11.8
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,3月,19.3,19.9,18,161.1,168,146.2,144.2,149.3,133.3,16.9,18.7,12.9
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,4月,19.3,19.9,18.2,160.6,167.1,146.8,144,148.6,134.2,16.6,18.5,12.6
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,5月,17.4,17.9,16.6,146.6,152,135.9,130.3,133.7,123.6,16.3,18.3,12.3
