事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,18.3,18.5,17.4,163.9,166.7,152.4,144,145.6,137.4,19.9,21.1,15
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,20.2,20.4,19.2,179.9,182.3,170,158.6,160.3,151.6,21.3,22,18.4
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,19.4,19.5,18.8,170.4,172.3,162.8,151.1,152.4,146,19.3,19.9,16.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,17.2,17.3,16.8,154.2,156.3,146.2,136.7,137.9,132.3,17.5,18.4,13.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,20.3,20.5,19.5,168.8,170.6,162,151.3,152.4,147.3,17.5,18.2,14.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,18.4,18.6,17.9,164.1,166,156.6,146,147.2,141.5,18.1,18.8,15.1
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,18.5,18.7,18,173.8,176.3,163.6,156.8,158.2,151,17,18.1,12.6
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,18.1,18.3,17.3,162.6,165.4,151.9,145.2,146.9,138.7,17.4,18.5,13.2
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,18.6,18.8,17.9,164.7,167.6,153.1,145.8,147.3,139.6,18.9,20.3,13.5
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,18.4,18.6,17.7,162.2,164.8,151.8,145.2,146.7,139.1,17,18.1,12.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,17.8,18,17.1,157.1,159.7,146.5,141.2,142.9,134.4,15.9,16.8,12.1
30人以上,G 情報通信業,平成23,2011,年平均,19,19.3,18.1,164.6,168.8,152.2,143.2,146.2,134.4,21.4,22.6,17.8
30人以上,G 情報通信業,平成24,2012,年平均,19.3,19.6,18.4,168.2,171.8,156.6,147.3,149.8,139.2,20.9,22,17.4
30人以上,G 情報通信業,平成25,2013,年平均,19,19.3,18.1,165.3,169.2,152.6,144.6,147.4,135.4,20.7,21.8,17.2
30人以上,G 情報通信業,平成26,2014,年平均,19,19.2,18.1,164.2,167.9,152.3,143.3,146,134.7,20.9,21.9,17.6
30人以上,G 情報通信業,平成27,2015,年平均,18.8,19.1,17.8,162.7,167.6,147.8,142.6,145.9,132.6,20.1,21.7,15.2
30人以上,G 情報通信業,平成28,2016,年平均,18.8,19,18,162.1,166,149.5,142.7,145.4,133.9,19.4,20.6,15.6
30人以上,G 情報通信業,平成28,2016,1月,17.5,17.8,16.7,152.7,156.8,139.6,133.3,136.1,124.3,19.4,20.7,15.3
30人以上,G 情報通信業,平成28,2016,2月,18.3,18.6,17.4,159.5,164,145.4,139.1,142.2,129.3,20.4,21.8,16.1
30人以上,G 情報通信業,平成28,2016,3月,19.7,20.1,18.7,170.1,174.8,155.4,148.2,151.4,138.3,21.9,23.4,17.1
30人以上,G 情報通信業,平成28,2016,4月,19.4,19.7,18.4,168.3,173,153.4,148,151.4,137.3,20.3,21.6,16.1
30人以上,G 情報通信業,平成28,2016,5月,17.9,18.1,17.3,154.1,157.3,143.9,136.4,138.6,129.5,17.7,18.7,14.4
30人以上,G 情報通信業,平成28,2016,6月,19.7,19.9,19.1,170.1,173.7,158.4,149.9,152.4,141.8,20.2,21.3,16.6
30人以上,G 情報通信業,平成28,2016,7月,19.3,19.5,18.6,165.3,168.9,153.4,146.4,148.9,138.2,18.9,20,15.2
30人以上,G 情報通信業,平成28,2016,8月,18.8,19,18.3,162.9,166.4,151.9,144.5,147,136.5,18.4,19.4,15.4
30人以上,G 情報通信業,平成28,2016,9月,18.5,18.8,17.7,160.3,163.8,148,140.6,143.1,132,19.7,20.7,16
30人以上,G 情報通信業,平成28,2016,10月,18.6,18.9,17.8,161.1,164.9,148.7,141.8,144.5,133,19.3,20.4,15.7
30人以上,G 情報通信業,平成28,2016,11月,18.8,19.1,17.9,162.2,166.2,149.3,143.2,146,134.3,19,20.2,15
30人以上,G 情報通信業,平成28,2016,12月,18.5,18.7,17.8,159,162.6,147.5,141,143.6,132.7,18,19,14.8
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,19.7,20.1,18.3,170.7,177.8,140.8,148.3,152.6,130.1,22.4,25.2,10.7
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.5,19.7,18.6,170.9,176.9,140.5,150.4,154.5,129.7,20.5,22.4,10.8
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.1,19.3,18.2,166.8,172.4,140.9,147.2,151.1,129.3,19.6,21.3,11.6
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,18.9,19.1,18.2,164.8,171.3,137.4,144.3,148.8,125.4,20.5,22.5,12
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,18.9,19.2,17.9,166.7,172.3,145,146.9,150.4,133.3,19.8,21.9,11.7
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,18.9,19.2,18,165.5,171.3,143.5,146.9,150.4,133.6,18.6,20.9,9.9
30人以上,"H 運輸業,郵便業",平成28,2016,1月,18.1,18.4,17.2,159,164,139.6,140.8,143.8,129.4,18.2,20.2,10.2
30人以上,"H 運輸業,郵便業",平成28,2016,2月,18.5,18.8,17.1,162.7,169.6,135.8,143.9,148.5,125.8,18.8,21.1,10
30人以上,"H 運輸業,郵便業",平成28,2016,3月,19.2,19.5,18.2,169.3,175.2,146.8,150.2,154.1,135.3,19.1,21.1,11.5
30人以上,"H 運輸業,郵便業",平成28,2016,4月,19.2,19.4,18.4,170,175.7,149.2,150.2,153.4,138.4,19.8,22.3,10.8
30人以上,"H 運輸業,郵便業",平成28,2016,5月,18.2,18.4,17.4,159.1,164.6,138.9,141.1,144.3,129.4,18,20.3,9.5
30人以上,"H 運輸業,郵便業",平成28,2016,6月,19.7,19.9,18.7,170,176,147.8,151.7,155.4,138.1,18.3,20.6,9.7
30人以上,"H 運輸業,郵便業",平成28,2016,7月,19.4,19.6,18.7,169.5,174.7,149.5,151.4,154.3,140.1,18.1,20.4,9.4
30人以上,"H 運輸業,郵便業",平成28,2016,8月,19.1,19.4,18.2,166.3,172.5,143.5,148.4,152.1,134.8,17.9,20.4,8.7
30人以上,"H 運輸業,郵便業",平成28,2016,9月,19,19.2,18,165.1,170.4,144.7,147.2,150.3,135.5,17.9,20.1,9.2
30人以上,"H 運輸業,郵便業",平成28,2016,10月,18.9,19.2,17.7,164.2,170.2,139.7,145.2,148.9,130,19,21.3,9.7
30人以上,"H 運輸業,郵便業",平成28,2016,11月,19,19.2,18,166.4,172.5,144.2,147.4,151,134.5,19,21.5,9.7
30人以上,"H 運輸業,郵便業",平成28,2016,12月,19.1,19.4,17.9,164.9,171.1,141.3,145.5,149.3,130.9,19.4,21.8,10.4
30人以上,"I 卸売業,小売業",平成23,2011,年平均,18.9,19.6,17.9,146.5,156.4,132.1,138,146.8,125.2,8.5,9.6,6.9
30人以上,"I 卸売業,小売業",平成24,2012,年平均,19.2,19.7,18.7,147.6,158.2,133.6,139.2,147.6,128.2,8.4,10.6,5.4
30人以上,"I 卸売業,小売業",平成25,2013,年平均,19.1,19.5,18.6,146.7,157.3,132.5,138.2,146.8,126.8,8.5,10.5,5.7
30人以上,"I 卸売業,小売業",平成26,2014,年平均,19,19.4,18.4,146.5,157.2,132.6,137.6,146.3,126.3,8.9,10.9,6.3
30人以上,"I 卸売業,小売業",平成27,2015,年平均,18.6,19.2,17.8,146.1,157,130.9,136,144.6,124,10.1,12.4,6.9
30人以上,"I 卸売業,小売業",平成28,2016,年平均,18.6,19.2,17.7,143.1,153.5,128.6,133.9,142.4,122.1,9.2,11.1,6.5
30人以上,"I 卸売業,小売業",平成28,2016,1月,17.6,18,17,136.8,146.5,123.4,127.7,135.5,117,9.1,11,6.4
30人以上,"I 卸売業,小売業",平成28,2016,2月,18.5,19,17.7,141.7,152.6,126.8,132.7,141.6,120.6,9,11,6.2
30人以上,"I 卸売業,小売業",平成28,2016,3月,18.9,19.7,17.8,147,159.1,130.4,137.4,147.5,123.5,9.6,11.6,6.9
30人以上,"I 卸売業,小売業",平成28,2016,4月,19,19.8,18,148.9,161.2,132.4,138.8,149,125.2,10.1,12.2,7.2
30人以上,"I 卸売業,小売業",平成28,2016,5月,17.9,18.4,17.2,131.2,138.5,121,122.2,128,114.1,9,10.5,6.9
30人以上,"I 卸売業,小売業",平成28,2016,6月,19.6,20.3,18.6,143.5,153,130.2,134.6,142.5,123.5,8.9,10.5,6.7
30人以上,"I 卸売業,小売業",平成28,2016,7月,19,19.6,18.1,147.8,158.9,132.6,138.7,147.7,126.3,9.1,11.2,6.3
30人以上,"I 卸売業,小売業",平成28,2016,8月,18.5,19,17.8,143.2,153.3,129.4,134.6,142.8,123.5,8.6,10.5,5.9
30人以上,"I 卸売業,小売業",平成28,2016,9月,18.5,19,17.8,143.8,153.7,130,135.2,143.2,123.9,8.6,10.5,6.1
30人以上,"I 卸売業,小売業",平成28,2016,10月,18.3,18.9,17.4,143,153.9,127.6,133.5,142.3,121.1,9.5,11.6,6.5
30人以上,"I 卸売業,小売業",平成28,2016,11月,18.8,19.5,17.8,146.4,157.9,130.5,137.2,146.5,124.3,9.2,11.4,6.2
30人以上,"I 卸売業,小売業",平成28,2016,12月,18.3,18.9,17.5,143.2,153.3,128.9,133.8,142,122.2,9.4,11.3,6.7
30人以上,"J 金融業,保険業",平成23,2011,年平均,19,19.4,18.5,156.9,162.5,149.4,141.3,145.1,136.1,15.6,17.4,13.3
30人以上,"J 金融業,保険業",平成24,2012,年平均,19.2,19.8,18.6,156.4,163.8,147.6,140,145.7,133.2,16.4,18.1,14.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,18.9,19.4,18.2,155.1,164.2,144.6,137.6,144.2,130,17.5,20,14.6
30人以上,"J 金融業,保険業",平成26,2014,年平均,18.8,19.4,18.1,154.9,164.5,144.1,136.9,143.7,129.3,18,20.8,14.8
30人以上,"J 金融業,保険業",平成27,2015,年平均,18.3,18.9,17.6,153.8,165.3,140,133.8,140.5,125.8,20,24.8,14.2
30人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,18.9,17.6,153.1,164.8,139.5,133.8,140.9,125.6,19.3,23.9,13.9
30人以上,"J 金融業,保険業",平成28,2016,1月,17.3,17.9,16.7,145.6,156.3,132.7,126.9,133,119.5,18.7,23.3,13.2
30人以上,"J 金融業,保険業",平成28,2016,2月,17.6,18.3,16.9,147.6,159.4,133.8,128.6,135.5,120.5,19,23.9,13.3
30人以上,"J 金融業,保険業",平成28,2016,3月,19.2,19.9,18.4,161.3,173.6,146.4,140.3,147.7,131.3,21,25.9,15.1
30人以上,"J 金融業,保険業",平成28,2016,4月,18.9,19.5,18.2,159.4,171.1,145.7,138.2,145,130.2,21.2,26.1,15.5
30人以上,"J 金融業,保険業",平成28,2016,5月,17.6,18.1,17,148.4,159.3,136,129.1,135.5,121.8,19.3,23.8,14.2
30人以上,"J 金融業,保険業",平成28,2016,6月,19.1,20,18.2,160,173.8,144.3,140.1,148.9,130.1,19.9,24.9,14.2
30人以上,"J 金融業,保険業",平成28,2016,7月,18.4,19.2,17.5,154.5,167.6,139.6,134.8,143,125.5,19.7,24.6,14.1
30人以上,"J 金融業,保険業",平成28,2016,8月,18.6,19,18,153.7,164.2,141.6,135.5,141.7,128.4,18.2,22.5,13.2
30人以上,"J 金融業,保険業",平成28,2016,9月,18.1,18.6,17.5,151.4,162.2,138.9,133,139.5,125.4,18.4,22.7,13.5
30人以上,"J 金融業,保険業",平成28,2016,10月,18.2,18.8,17.5,152.6,163.9,139.5,133.5,140.4,125.4,19.1,23.5,14.1
30人以上,"J 金融業,保険業",平成28,2016,11月,18.1,18.7,17.5,151.2,162.5,138,132.6,139.6,124.5,18.6,22.9,13.5
30人以上,"J 金融業,保険業",平成28,2016,12月,18.2,18.8,17.5,151.6,163,138.2,133.4,140.8,124.7,18.2,22.2,13.5
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,19.4,19.8,18.5,150.9,158.2,136.3,138.3,143.9,127,12.6,14.3,9.3
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.3,19.7,18.6,149.9,156.5,137.3,137.7,143.1,127.5,12.2,13.4,9.8
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19,19.3,18.4,147.1,153.1,135.2,135.6,140.5,125.8,11.5,12.6,9.4
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19,19.4,18.2,149.9,156.4,137.6,137.6,143,127.5,12.3,13.4,10.1
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,18.9,19.5,17.8,151.3,160.5,134.2,136.8,144.2,123.1,14.5,16.3,11.1
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,18.8,19.3,17.7,151.1,159.8,135.1,137.1,144.2,124.1,14,15.6,11
30人以上,"K 不動産業,物品賃貸業",平成28,2016,1月,17.7,18.3,16.5,140.8,149.5,124.9,127.4,134.4,114.5,13.4,15.1,10.4
30人以上,"K 不動産業,物品賃貸業",平成28,2016,2月,18.6,19.2,17.4,150.6,159.8,133.5,136.4,143.8,122.8,14.2,16,10.7
30人以上,"K 不動産業,物品賃貸業",平成28,2016,3月,19.6,20.3,18.4,158.3,167.6,141.1,142.7,150.3,128.7,15.6,17.3,12.4
30人以上,"K 不動産業,物品賃貸業",平成28,2016,4月,19.4,20,18.3,156.5,165.6,140.1,141,148.5,127.5,15.5,17.1,12.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,5月,17.9,18.4,16.8,144.2,153.2,128.2,129.8,137.1,116.7,14.4,16.1,11.5
30人以上,"K 不動産業,物品賃貸業",平成28,2016,6月,19.7,20.3,18.5,156.7,165.7,140.1,143.3,150.8,129.5,13.4,14.9,10.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,7月,19.2,19.8,18.1,153.8,163.2,136.5,140,147.7,125.9,13.8,15.5,10.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,8月,18.6,19,17.8,148.9,155.5,136,136.5,141.7,126.4,12.4,13.8,9.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,9月,18.7,19.2,17.7,151.5,160.3,135.4,138,145.1,125.1,13.5,15.2,10.3
30人以上,"K 不動産業,物品賃貸業",平成28,2016,10月,18.7,19.2,17.7,151.7,159.5,136.4,138.1,144.3,125.8,13.6,15.2,10.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,11月,18.7,19.3,17.7,150.6,159.8,134,136.3,143.7,123,14.3,16.1,11
30人以上,"K 不動産業,物品賃貸業",平成28,2016,12月,18.5,19,17.5,149.5,157.6,134.4,135.9,142.6,123.4,13.6,15,11
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.2,19.4,18.7,160.7,162.5,155.2,140.9,142.4,136.5,19.8,20.1,18.7
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.8,20.1,19,169.1,172.5,159,147.8,150,141.4,21.3,22.5,17.6
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.7,19.9,19.3,170.1,173.3,160.9,147,148.4,142.9,23.1,24.9,18
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.6,19.9,18.7,169.5,174.3,156.1,146,148.5,139,23.5,25.8,17.1
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.6,19,17.5,155.5,160.3,143.9,137.9,141.3,129.7,17.6,19,14.2
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,154.3,158.6,143.2,137.4,140.6,129,16.9,18,14.2
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,1月,16.9,17.3,15.7,140.4,145.4,127.5,124.7,128.5,115.1,15.7,16.9,12.4
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,2月,18.6,19,17.4,155.6,161.3,141.4,137.8,141.8,127.8,17.8,19.5,13.6
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,3月,19.2,19.8,17.7,160.8,167,144.5,142.7,147.6,129.8,18.1,19.4,14.7
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,4月,19.5,19.9,18.4,162.3,167,150.4,143.7,147.4,134.4,18.6,19.6,16
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,5月,17.8,18.1,16.9,150.3,154.2,141.7,131.6,134,126.2,18.7,20.2,15.5
