事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,E 製造業,平成28,2016,7月,19.8,166.1,152.7,13.4,16.1,109.8,105.5,4.3
30人以上,E 製造業,平成28,2016,8月,18.1,152.1,140.1,12,15.1,104.6,100.5,4.1
30人以上,E 製造業,平成28,2016,9月,18.8,158.5,145.5,13,15.5,106.5,102,4.5
30人以上,E 製造業,平成28,2016,10月,18.9,160,146.3,13.7,17,108.3,103.9,4.4
30人以上,E 製造業,平成28,2016,11月,19.4,163.4,150.3,13.1,16.1,108,104.5,3.5
30人以上,E 製造業,平成28,2016,12月,18.7,157.3,144.6,12.7,16,109.7,104.2,5.5
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,19.3,169.1,142.6,26.5,18.6,135.4,135.1,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.4,167,147.7,19.3,17.5,133.1,131.8,1.3
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.6,161.3,140.4,20.9,16.3,123.2,122.4,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.8,165.1,142.1,23,17.3,131.5,130.8,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.5,161.6,145.2,16.4,14.4,120.3,119.7,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.6,165.2,146.7,18.5,14.9,127.4,126.6,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,1月,17.3,153.3,135,18.3,13,109.2,108.7,0.5
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,18.3,164.6,144.4,20.2,14.5,120.7,120.2,0.5
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,20.2,180.7,159.1,21.6,15.4,128.8,128,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,19.5,171.2,151.6,19.6,14.1,118.7,118.3,0.4
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,17.3,154.9,137.1,17.8,13.2,116.4,116,0.4
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,20.4,169.5,151.8,17.7,14.6,123.2,122.6,0.6
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,18.5,164.7,146.4,18.3,14.8,123.5,123,0.5
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,18.6,174.5,157.2,17.3,13.9,129.7,129.4,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,18.2,163.4,145.7,17.7,13.7,116.1,115.8,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,18.7,165.6,146.3,19.3,13.7,117.3,117,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,18.5,163.1,145.8,17.3,14.1,116.1,115.8,0.3
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,17.8,156.5,140.3,16.2,20.3,176.1,173.4,2.7
30人以上,G 情報通信業,平成23,2011,年平均,19.1,166.1,144.3,21.8,15.5,100.8,96.8,4
30人以上,G 情報通信業,平成24,2012,年平均,19.5,170.3,149,21.3,13.3,96.7,89.7,7
30人以上,G 情報通信業,平成25,2013,年平均,19.2,167.2,146.1,21.1,13,93.2,86.4,6.8
30人以上,G 情報通信業,平成26,2014,年平均,19.1,165.8,144.6,21.2,13.3,94.8,87.3,7.5
30人以上,G 情報通信業,平成27,2015,年平均,19,165.3,144.6,20.7,13.7,95,91.2,3.8
30人以上,G 情報通信業,平成28,2016,年平均,18.9,164.3,144.4,19.9,12.8,83.2,80.6,2.6
30人以上,G 情報通信業,平成28,2016,1月,17.7,154.7,134.8,19.9,12,78.5,75.5,3
30人以上,G 情報通信業,平成28,2016,2月,18.5,161.5,140.6,20.9,12.3,82,78.9,3.1
30人以上,G 情報通信業,平成28,2016,3月,19.9,172.3,149.9,22.4,13.4,87.4,84.2,3.2
30人以上,G 情報通信業,平成28,2016,4月,19.6,170.5,149.8,20.7,11.7,78.3,76,2.3
30人以上,G 情報通信業,平成28,2016,5月,18,155.8,137.8,18,11.7,78.6,75.8,2.8
30人以上,G 情報通信業,平成28,2016,6月,19.9,172.1,151.5,20.6,13.4,86.5,84.1,2.4
30人以上,G 情報通信業,平成28,2016,7月,19.4,167.4,148.1,19.3,13.3,84.2,81.8,2.4
30人以上,G 情報通信業,平成28,2016,8月,19,165.1,146.2,18.9,13.1,84.5,82.1,2.4
30人以上,G 情報通信業,平成28,2016,9月,18.7,162.3,142.2,20.1,12.7,82.4,79.9,2.5
30人以上,G 情報通信業,平成28,2016,10月,18.8,163.4,143.6,19.8,13.1,85,82.9,2.1
30人以上,G 情報通信業,平成28,2016,11月,19,164.6,145.1,19.5,13.5,87.1,84.7,2.4
30人以上,G 情報通信業,平成28,2016,12月,18.7,161.3,142.9,18.4,12.9,82.2,79.3,2.9
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,20.2,178.6,154.6,24,16,108.3,98.4,9.9
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.8,180.5,158.3,22.2,17.8,112.5,102.6,9.9
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.4,176.6,155.5,21.1,17.4,113.5,102.2,11.3
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,19.4,177.3,154.6,22.7,16.8,105.7,95.5,10.2
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,19.4,173.2,152.4,20.8,15.1,110.9,99.3,11.6
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.3,171.4,152,19.4,15.5,114.4,102.4,12
30人以上,"H 運輸業,郵便業",平成28,2016,1月,18.5,163.8,144.9,18.9,14.9,110.9,99.4,11.5
30人以上,"H 運輸業,郵便業",平成28,2016,2月,19,169.8,150.2,19.6,14.6,107.7,95.3,12.4
30人以上,"H 運輸業,郵便業",平成28,2016,3月,19.5,175.6,155.6,20,15.9,109.4,98.7,10.7
30人以上,"H 運輸業,郵便業",平成28,2016,4月,19.9,177.9,157.1,20.8,14.3,111.5,98.8,12.7
30人以上,"H 運輸業,郵便業",平成28,2016,5月,18.7,166.4,147.4,19,13.8,103.1,92.9,10.2
30人以上,"H 運輸業,郵便業",平成28,2016,6月,20.1,176.7,157.6,19.1,15.7,114.4,103.2,11.2
30人以上,"H 運輸業,郵便業",平成28,2016,7月,19.7,174.3,155.5,18.8,16.6,122.2,110.2,12
30人以上,"H 運輸業,郵便業",平成28,2016,8月,19.6,172.5,153.9,18.6,15.6,117,104.7,12.3
30人以上,"H 運輸業,郵便業",平成28,2016,9月,19.3,169.6,151.1,18.5,16.3,120.6,108.9,11.7
30人以上,"H 運輸業,郵便業",平成28,2016,10月,19.2,169,149.2,19.8,16.2,120.2,107.9,12.3
30人以上,"H 運輸業,郵便業",平成28,2016,11月,19.2,171.1,151.5,19.6,16.4,119.4,106.6,12.8
30人以上,"H 運輸業,郵便業",平成28,2016,12月,19.3,169.7,149.7,20,16.7,121.7,107.2,14.5
30人以上,"I 卸売業,小売業",平成23,2011,年平均,19.6,157.7,148.1,9.6,15.9,97.9,94,3.9
30人以上,"I 卸売業,小売業",平成24,2012,年平均,20,162.3,151.9,10.4,16.9,100.5,98.5,2
30人以上,"I 卸売業,小売業",平成25,2013,年平均,19.8,161.6,151.1,10.5,16.8,99.4,97.2,2.2
30人以上,"I 卸売業,小売業",平成26,2014,年平均,19.8,162.1,151.1,11,16.5,97.9,95.6,2.3
30人以上,"I 卸売業,小売業",平成27,2015,年平均,19.4,161.8,149.4,12.4,16.2,99.2,96.1,3.1
30人以上,"I 卸売業,小売業",平成28,2016,年平均,19.4,158.1,146.9,11.2,16.1,98.9,95.6,3.3
30人以上,"I 卸売業,小売業",平成28,2016,1月,18.2,151.2,139.9,11.3,16,96.7,93.8,2.9
30人以上,"I 卸売業,小売業",平成28,2016,2月,19.2,157.6,146.3,11.3,16.5,97.4,94.7,2.7
30人以上,"I 卸売業,小売業",平成28,2016,3月,19.9,163.8,152,11.8,16,98.5,95.3,3.2
30人以上,"I 卸売業,小売業",平成28,2016,4月,20.2,166.9,154.3,12.6,16,99.4,96.3,3.1
30人以上,"I 卸売業,小売業",平成28,2016,5月,18.5,141.4,130.9,10.5,16,98.3,94.3,4
30人以上,"I 卸売業,小売業",平成28,2016,6月,20.6,156.7,146.3,10.4,16.5,101.9,97.5,4.4
30人以上,"I 卸売業,小売業",平成28,2016,7月,19.9,164.3,153.1,11.2,16.3,99.8,96.7,3.1
30人以上,"I 卸売業,小売業",平成28,2016,8月,19.2,158,147.6,10.4,16.2,99.4,96.4,3
30人以上,"I 卸売業,小売業",平成28,2016,9月,19.2,158.3,147.8,10.5,16.3,100.9,97.7,3.2
30人以上,"I 卸売業,小売業",平成28,2016,10月,19.2,158.6,147,11.6,15.7,97.6,94.2,3.4
30人以上,"I 卸売業,小売業",平成28,2016,11月,19.7,162.8,151.5,11.3,16.1,99.4,96.2,3.2
30人以上,"I 卸売業,小売業",平成28,2016,12月,19.1,158.2,146.8,11.4,15.9,98.2,94.8,3.4
30人以上,"J 金融業,保険業",平成23,2011,年平均,19.2,159.5,143.2,16.3,16,109.3,105.4,3.9
30人以上,"J 金融業,保険業",平成24,2012,年平均,19.5,160.9,143.3,17.6,16.5,109.6,105.2,4.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,19.2,160.2,141.4,18.8,16.1,106,101.2,4.8
30人以上,"J 金融業,保険業",平成26,2014,年平均,19.1,160.2,140.8,19.4,15.9,104.1,99.5,4.6
30人以上,"J 金融業,保険業",平成27,2015,年平均,18.7,159.2,137.6,21.6,14.7,93.7,91.8,1.9
30人以上,"J 金融業,保険業",平成28,2016,年平均,18.6,158.7,137.8,20.9,14.5,90.9,89.8,1.1
30人以上,"J 金融業,保険業",平成28,2016,1月,17.6,151,130.7,20.3,13.9,87.8,86.2,1.6
30人以上,"J 金融業,保険業",平成28,2016,2月,18,153.4,132.7,20.7,14,87.6,86.5,1.1
30人以上,"J 金融業,保険業",平成28,2016,3月,19.6,167.5,144.7,22.8,15,94.3,92.9,1.4
30人以上,"J 金融業,保険業",平成28,2016,4月,19.3,165.4,142.4,23,14.7,92.6,91.2,1.4
30人以上,"J 金融業,保険業",平成28,2016,5月,17.9,153.8,132.9,20.9,13.9,87.1,85.8,1.3
30人以上,"J 金融業,保険業",平成28,2016,6月,19.4,165.4,143.9,21.5,15.4,96,94.7,1.3
30人以上,"J 金融業,保険業",平成28,2016,7月,18.7,159.7,138.5,21.2,14.7,91.9,90.7,1.2
30人以上,"J 金融業,保険業",平成28,2016,8月,18.9,159.4,139.6,19.8,14.4,90.3,89.4,0.9
30人以上,"J 金融業,保険業",平成28,2016,9月,18.4,156.8,136.8,20,14.6,90.9,89.9,1
30人以上,"J 金融業,保険業",平成28,2016,10月,18.5,158.1,137.3,20.8,14.5,91.7,90.8,0.9
30人以上,"J 金融業,保険業",平成28,2016,11月,18.4,156.7,136.5,20.2,14.6,91.9,91,0.9
30人以上,"J 金融業,保険業",平成28,2016,12月,18.6,157.4,137.6,19.8,14.3,89.7,88.9,0.8
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,19.8,162.4,147.6,14.8,17.5,96.8,94.4,2.4
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.8,164.3,149.8,14.5,17.3,94.7,91.5,3.2
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.4,161.2,147.5,13.7,17.3,92,89,3
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.4,160.9,146.9,14,16.8,91.5,88.3,3.2
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19.5,164,147.5,16.5,15.7,84.7,80.8,3.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.5,163.5,147.6,15.9,15,84.7,80.9,3.8
30人以上,"K 不動産業,物品賃貸業",平成28,2016,1月,18.5,153.9,138.6,15.3,14.1,80.9,75.9,5
30人以上,"K 不動産業,物品賃貸業",平成28,2016,2月,19.2,162.2,146,16.2,15.4,84.3,81.6,2.7
30人以上,"K 不動産業,物品賃貸業",平成28,2016,3月,20.3,171.2,153.3,17.9,15.8,87,84,3
30人以上,"K 不動産業,物品賃貸業",平成28,2016,4月,20.2,171,153.3,17.7,15.4,88.5,83.3,5.2
30人以上,"K 不動産業,物品賃貸業",平成28,2016,5月,18.6,157.6,141.1,16.5,14.4,81.2,76.8,4.4
30人以上,"K 不動産業,物品賃貸業",平成28,2016,6月,20.6,171,155.7,15.3,15.1,84.6,80.8,3.8
30人以上,"K 不動産業,物品賃貸業",平成28,2016,7月,20,167.3,151.6,15.7,14.8,83.8,79.9,3.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,8月,19,157.5,143.6,13.9,16,88.3,86.8,1.5
30人以上,"K 不動産業,物品賃貸業",平成28,2016,9月,19.4,163.7,148.6,15.1,15,86.4,81.8,4.6
30人以上,"K 不動産業,物品賃貸業",平成28,2016,10月,19.2,161.1,145.7,15.4,15.1,86.2,84.8,1.4
30人以上,"K 不動産業,物品賃貸業",平成28,2016,11月,19.5,163.9,147.6,16.3,14.5,82.4,78.3,4.1
30人以上,"K 不動産業,物品賃貸業",平成28,2016,12月,19.2,161.3,146,15.3,14.7,84.3,80,4.3
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,19.4,163.2,142.8,20.4,14.7,97.5,92.9,4.6
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.9,170.6,148.9,21.7,14.4,96.2,94.1,2.1
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.8,171.5,148,23.5,14.5,102.2,99.1,3.1
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.7,170.9,147,23.9,14.7,105,101.1,3.9
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.8,158.3,140.1,18.2,13,89.6,86.6,3
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.9,156.9,139.4,17.5,13.3,92.4,90.1,2.3
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,1月,17,142.8,126.5,16.3,13.1,88.5,86,2.5
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,2月,18.8,158.6,140.1,18.5,13.1,87,85.5,1.5
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,3月,19.5,163.3,144.7,18.6,13.5,92.5,89.3,3.2
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,4月,19.7,164.9,145.6,19.3,14.1,98.2,95.5,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,5月,17.9,152.3,133,19.3,14,99,96,3
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,6月,20,165.9,146.6,19.3,13.6,96.2,94.2,2
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,7月,19.4,159.8,143.5,16.3,13.6,94.4,92.5,1.9
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,8月,18.6,155.2,138,17.2,13,91.1,89.2,1.9
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,9月,18.6,152.1,136.8,15.3,13.4,92.2,90.6,1.6
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,10月,18.7,153.8,137.9,15.9,13.4,93.7,91,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,11月,19.4,161.6,143.3,18.3,13.5,94.7,92,2.7
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,12月,18.5,153.1,136.6,16.5,11.6,80.2,78.5,1.7
30人以上,"M 宿泊業,飲食サービス業",平成23,2011,年平均,20.2,170.4,160.4,10,13.4,77,74.6,2.4
30人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,21.1,177.9,163.1,14.8,15.5,89.3,86.4,2.9
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,20.7,180.3,163,17.3,14.8,84.2,81.5,2.7
30人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,20.7,176.8,158.8,18,14.6,85.4,82.9,2.5
30人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,20.8,178.4,163.8,14.6,13.3,75.7,73.2,2.5
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,20.8,178.6,163,15.6,13.2,76.7,74.2,2.5
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,1月,20.2,174.9,158.8,16.1,13.1,76.2,73.5,2.7
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,2月,20.7,178.4,163.1,15.3,12.9,75.4,73,2.4
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,3月,20.5,178.1,161.5,16.6,13.6,79.6,77.3,2.3
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,4月,21,180.4,164.7,15.7,13.4,78.4,75.7,2.7
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,5月,20.5,175.4,161.4,14,13.5,78,75.7,2.3
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,6月,21.3,182.6,167.9,14.7,13.5,76.7,74.5,2.2
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,7月,21.1,178.9,164.9,14,13.4,77,74.6,2.4
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,8月,20.8,177.2,162.4,14.8,13,76.6,74.1,2.5
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,9月,20.9,178.7,163.4,15.3,12.8,74,71.7,2.3
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,10月,20.6,179.3,162.4,16.9,13.2,75.7,73.1,2.6
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,11月,21.2,180.3,164,16.3,12.9,74.2,71.8,2.4
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,12月,20.4,178.8,161.5,17.3,13.3,79.1,75.6,3.5
30人以上,"N 生活関連サービス業,娯楽業",平成23,2011,年平均,20.1,169,154.1,14.9,14.6,93.2,91.2,2
30人以上,"N 生活関連サービス業,娯楽業",平成24,2012,年平均,19.8,163.6,151.1,12.5,14.7,99.9,94.5,5.4
30人以上,"N 生活関連サービス業,娯楽業",平成25,2013,年平均,19.4,158.5,148.2,10.3,14.8,99.4,95.3,4.1
30人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,19.2,160.3,149.2,11.1,14.9,99.5,94.9,4.6
30人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,20,166.3,151.4,14.9,13.9,88.8,85.4,3.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,20.3,164.1,154.2,9.9,14.3,94.7,93.1,1.6
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,1月,19.5,154.2,144.5,9.7,13.7,91.9,89.5,2.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,2月,19.6,160.9,149.8,11.1,13.1,86.9,84.7,2.2
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,3月,20.6,167.4,155.9,11.5,14.7,98.3,96.8,1.5
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,4月,21,171.7,160.7,11,14.1,94.4,92.9,1.5
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,5月,20.1,161.8,153.1,8.7,14.9,100,98.6,1.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,6月,21,169,160.3,8.7,14.7,96.2,94.7,1.5
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,7月,20.7,165.9,157.3,8.6,14.6,96.3,94.7,1.6
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,8月,20,168.3,158.3,10,14.3,96.2,94.6,1.6
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,9月,20.3,166.9,154.8,12.1,14.3,95.1,93.7,1.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,10月,19.9,161,151.9,9.1,14.5,95.8,94.4,1.4
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,11月,20.4,162.8,154,8.8,14.1,92.6,91.6,1
30人以上,"N 生活関連サービス業,娯楽業",平成28,2016,12月,20,158.6,149.1,9.5,14.1,92.4,91,1.4
30人以上,"O 教育,学習支援業",平成23,2011,年平均,18.6,138.3,133.2,5.1,8,40.4,40,0.4
30人以上,"O 教育,学習支援業",平成24,2012,年平均,19.4,143.4,138.7,4.7,8,42.6,41.8,0.8
