事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,C 鉱業，採石業，砂利採取業,平成28,2016,12月,－,－,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成23,2011,年平均,494343,406724,375838,30886,87619,143950,126981,124104,2877,16969
５人以上,D 建設業,平成24,2012,年平均,492076,419096,386427,32669,72980,136267,133614,131657,1957,2653
５人以上,D 建設業,平成25,2013,年平均,499013,417949,385127,32822,81064,150938,148478,146878,1600,2460
５人以上,D 建設業,平成26,2014,年平均,516595,421858,390012,31846,94737,142285,139081,137966,1115,3204
５人以上,D 建設業,平成27,2015,年平均,489819,397113,363353,33760,92706,141679,135575,132270,3305,6104
５人以上,D 建設業,平成28,2016,年平均,497072,400702,365233,35469,96370,149443,144376,139593,4783,5067
５人以上,D 建設業,平成28,2016,1月,409549,391861,358393,33468,17688,126871,126037,121100,4937,834
５人以上,D 建設業,平成28,2016,2月,414111,405953,367121,38832,8158,143973,143960,136585,7375,13
５人以上,D 建設業,平成28,2016,3月,441329,404766,365771,38995,36563,177258,177213,170562,6651,45
５人以上,D 建設業,平成28,2016,4月,420608,407761,371219,36542,12847,146766,146346,142023,4323,420
５人以上,D 建設業,平成28,2016,5月,433709,392943,362972,29971,40766,145129,144803,139268,5535,326
５人以上,D 建設業,平成28,2016,6月,661009,398314,367255,31059,262695,197275,180091,174380,5711,17184
５人以上,D 建設業,平成28,2016,7月,659236,401168,367693,33475,258068,154386,147006,142734,4272,7380
５人以上,D 建設業,平成28,2016,8月,441720,398286,364965,33321,43434,145741,139164,133403,5761,6577
５人以上,D 建設業,平成28,2016,9月,405178,398920,364152,34768,6258,138372,137900,134491,3409,472
５人以上,D 建設業,平成28,2016,10月,416550,404695,365971,38724,11855,137365,135295,132859,2436,2070
５人以上,D 建設業,平成28,2016,11月,475403,404260,365506,38754,71143,139353,137906,134771,3135,1447
５人以上,D 建設業,平成28,2016,12月,785107,399439,361726,37713,385668,158410,136795,132174,4621,21615
５人以上,E 製造業,平成23,2011,年平均,549030,420294,395527,24767,128736,134394,129263,120581,8682,5131
５人以上,E 製造業,平成24,2012,年平均,532124,415860,389076,26784,116264,143629,135986,125391,10595,7643
５人以上,E 製造業,平成25,2013,年平均,534742,417396,390031,27365,117346,145209,137853,126719,11134,7356
５人以上,E 製造業,平成26,2014,年平均,552574,424505,397913,26592,128069,146631,138446,127065,11381,8185
５人以上,E 製造業,平成27,2015,年平均,551148,415269,387020,28249,135879,124380,118503,113926,4577,5877
５人以上,E 製造業,平成28,2016,年平均,550827,417295,389539,27756,133532,126265,119573,114865,4708,6692
５人以上,E 製造業,平成28,2016,1月,435942,421104,395552,25552,14838,112174,110240,105597,4643,1934
５人以上,E 製造業,平成28,2016,2月,431792,418761,389411,29350,13031,123069,122089,116805,5284,980
５人以上,E 製造業,平成28,2016,3月,469013,416625,386312,30313,52388,123500,122492,117136,5356,1008
５人以上,E 製造業,平成28,2016,4月,428454,419223,388962,30261,9231,124836,122740,117763,4977,2096
５人以上,E 製造業,平成28,2016,5月,423741,411336,384400,26936,12405,115478,114563,110702,3861,915
５人以上,E 製造業,平成28,2016,6月,863791,414961,387428,27533,448830,141935,124812,120300,4512,17123
５人以上,E 製造業,平成28,2016,7月,712018,416484,388394,28090,295534,137142,120890,116271,4619,16252
５人以上,E 製造業,平成28,2016,8月,430626,414080,388340,25740,16546,117259,115111,111348,3763,2148
５人以上,E 製造業,平成28,2016,9月,428193,414301,388019,26282,13892,120323,118487,113677,4810,1836
５人以上,E 製造業,平成28,2016,10月,435773,420268,392330,27938,15505,121334,120303,115467,4836,1031
５人以上,E 製造業,平成28,2016,11月,459950,422347,394541,27806,37603,123451,121181,116936,4245,2270
５人以上,E 製造業,平成28,2016,12月,1094022,418217,390962,27255,675805,155656,121854,116308,5546,33802
５人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,641723,526747,428576,98171,114976,262829,204071,202337,1734,58758
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,636867,497834,435267,62567,139033,256439,192385,189851,2534,64054
５人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,617883,509653,441549,68104,108230,229696,194109,191984,2125,35587
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,673753,532816,460811,72005,140937,251734,197462,195874,1588,54272
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,565889,447039,401732,45307,118850,235868,195448,193010,2438,40420
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,602297,473939,424971,48968,128358,260714,202019,199409,2610,58695
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,1月,502310,494347,444600,49747,7963,190701,190701,187844,2857,－
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,494676,494254,442990,51264,422,187100,187100,185215,1885,－
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,491790,490886,435269,55617,904,180676,180676,178445,2231,－
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,617206,474573,422535,52038,142633,195981,183439,181785,1654,12542
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,472747,472223,414763,57460,524,192724,192724,190874,1850,－
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,1106403,467077,420444,46633,639326,648008,174374,172131,2243,473634
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,503106,467688,419667,48021,35418,201644,199840,195637,4203,1804
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,461627,461058,418354,42704,569,196780,194779,194388,391,2001
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,484317,466141,421684,44457,18176,250223,199237,194536,4701,50986
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,472604,463730,417795,45935,8874,198677,194789,194283,506,3888
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,467152,466521,417705,48816,631,199923,199923,195825,4098,－
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,1194474,469129,421956,47173,725345,459766,247154,244476,2678,212612
５人以上,G 情報通信業,平成23,2011,年平均,535924,420118,378348,41770,115806,131691,126258,121715,4543,5433
５人以上,G 情報通信業,平成24,2012,年平均,566015,451385,408053,43332,114630,135293,127931,118914,9017,7362
５人以上,G 情報通信業,平成25,2013,年平均,574350,448708,406188,42520,125642,138910,129747,120286,9461,9163
５人以上,G 情報通信業,平成26,2014,年平均,577795,447179,401735,45444,130616,138851,129825,120702,9123,9026
５人以上,G 情報通信業,平成27,2015,年平均,516244,410135,372004,38131,106109,146049,141992,136426,5566,4057
５人以上,G 情報通信業,平成28,2016,年平均,520810,410588,373901,36687,110222,135838,132135,127606,4529,3703
５人以上,G 情報通信業,平成28,2016,1月,458480,408371,370838,37533,50109,130388,127554,121812,5742,2834
５人以上,G 情報通信業,平成28,2016,2月,412488,403714,366862,36852,8774,131374,130406,125084,5322,968
５人以上,G 情報通信業,平成28,2016,3月,454076,410873,370618,40255,43203,145001,142197,136825,5372,2804
５人以上,G 情報通信業,平成28,2016,4月,423369,410995,372838,38157,12374,136191,135375,131542,3833,816
５人以上,G 情報通信業,平成28,2016,5月,444890,398795,363467,35328,46095,132284,131859,126790,5069,425
５人以上,G 情報通信業,平成28,2016,6月,823377,407545,371340,36205,415832,146581,138220,134059,4161,8361
５人以上,G 情報通信業,平成28,2016,7月,531248,408933,372675,36258,122315,132226,127047,124298,2749,5179
５人以上,G 情報通信業,平成28,2016,8月,421023,409166,373939,35227,11857,139416,137983,133246,4737,1433
５人以上,G 情報通信業,平成28,2016,9月,441358,417462,384254,33208,23896,132261,130264,125747,4517,1997
５人以上,G 情報通信業,平成28,2016,10月,422722,416334,377430,38904,6388,127594,126627,122547,4080,967
５人以上,G 情報通信業,平成28,2016,11月,492245,414778,377339,37439,77467,131178,129741,125334,4407,1437
５人以上,G 情報通信業,平成28,2016,12月,919340,420255,385296,34959,499085,145455,128692,124208,4484,16763
５人以上,"H 運輸業,郵便業",平成23,2011,年平均,454143,378132,332626,45506,76011,142153,139174,128154,11020,2979
５人以上,"H 運輸業,郵便業",平成24,2012,年平均,472998,385156,343185,41971,87842,139309,134038,120866,13172,5271
５人以上,"H 運輸業,郵便業",平成25,2013,年平均,498407,398689,353100,45589,99718,144575,139451,123005,16446,5124
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,513127,409465,359554,49911,103662,132508,127870,111735,16135,4638
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,500637,407127,354308,52819,93510,135233,131473,113685,17788,3760
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,505603,405329,352753,52576,100274,146858,141741,121834,19907,5117
５人以上,"H 運輸業,郵便業",平成28,2016,1月,437218,399890,350182,49708,37328,139601,137186,118715,18471,2415
５人以上,"H 運輸業,郵便業",平成28,2016,2月,408476,406544,355022,51522,1932,134157,134132,114967,19165,25
５人以上,"H 運輸業,郵便業",平成28,2016,3月,437381,414022,362114,51908,23359,143033,141740,124255,17485,1293
５人以上,"H 運輸業,郵便業",平成28,2016,4月,431721,402274,348713,53561,29447,149083,144612,122852,21760,4471
５人以上,"H 運輸業,郵便業",平成28,2016,5月,405485,400023,348857,51166,5462,129732,129511,111836,17675,221
５人以上,"H 運輸業,郵便業",平成28,2016,6月,759160,404896,354033,50863,354264,151951,138482,118896,19586,13469
５人以上,"H 運輸業,郵便業",平成28,2016,7月,596753,401907,350741,51166,194846,147307,142014,123227,18787,5293
５人以上,"H 運輸業,郵便業",平成28,2016,8月,426418,404072,353042,51030,22346,139928,136346,117961,18385,3582
５人以上,"H 運輸業,郵便業",平成28,2016,9月,423633,407163,355814,51349,16470,147322,146832,126748,20084,490
５人以上,"H 運輸業,郵便業",平成28,2016,10月,422707,398630,342692,55938,24077,151498,149552,128173,21379,1946
５人以上,"H 運輸業,郵便業",平成28,2016,11月,426694,410715,356258,54457,15979,151173,150855,129404,21451,318
５人以上,"H 運輸業,郵便業",平成28,2016,12月,891552,413878,355585,58293,477674,181355,153651,128633,25018,27704
５人以上,"I 卸売業,小売業",平成23,2011,年平均,474802,374926,359387,15539,99876,101362,99054,96803,2251,2308
５人以上,"I 卸売業,小売業",平成24,2012,年平均,479739,378803,361044,17759,100936,104483,101589,99390,2199,2894
５人以上,"I 卸売業,小売業",平成25,2013,年平均,487706,384047,364830,19217,103659,102071,99115,96862,2253,2956
５人以上,"I 卸売業,小売業",平成26,2014,年平均,489051,381952,363516,18436,107099,103951,101214,98505,2709,2737
５人以上,"I 卸売業,小売業",平成27,2015,年平均,509929,398909,379413,19496,111020,105877,102505,99361,3144,3372
５人以上,"I 卸売業,小売業",平成28,2016,年平均,516031,398068,378765,19303,117963,106469,103415,99944,3471,3054
５人以上,"I 卸売業,小売業",平成28,2016,1月,427510,400517,382100,18417,26993,101677,101033,97928,3105,644
５人以上,"I 卸売業,小売業",平成28,2016,2月,420182,399090,379952,19138,21092,102771,102182,99346,2836,589
５人以上,"I 卸売業,小売業",平成28,2016,3月,452782,398005,378535,19470,54777,104435,101828,98645,3183,2607
５人以上,"I 卸売業,小売業",平成28,2016,4月,448682,405217,383354,21863,43465,104414,103801,100287,3514,613
５人以上,"I 卸売業,小売業",平成28,2016,5月,428171,392807,373703,19104,35364,103021,102551,98823,3728,470
５人以上,"I 卸売業,小売業",平成28,2016,6月,722436,397741,378753,18988,324695,112584,106343,102366,3977,6241
５人以上,"I 卸売業,小売業",平成28,2016,7月,660883,396685,376608,20077,264198,111521,103847,100045,3802,7674
５人以上,"I 卸売業,小売業",平成28,2016,8月,422415,399166,380632,18534,23249,106857,103916,100292,3624,2941
５人以上,"I 卸売業,小売業",平成28,2016,9月,411216,396934,379552,17382,14282,106507,105117,101492,3625,1390
５人以上,"I 卸売業,小売業",平成28,2016,10月,415393,397701,377812,19889,17692,103111,102490,98858,3632,621
５人以上,"I 卸売業,小売業",平成28,2016,11月,427592,393816,374447,19369,33776,104948,104404,101106,3298,544
５人以上,"I 卸売業,小売業",平成28,2016,12月,941018,399485,380018,19467,541533,116266,103635,100254,3381,12631
５人以上,"J 金融業,保険業",平成23,2011,年平均,666924,500299,469953,30346,166625,159100,151483,146172,5311,7617
５人以上,"J 金融業,保険業",平成24,2012,年平均,632328,479096,440990,38106,153232,165108,158299,151862,6437,6809
５人以上,"J 金融業,保険業",平成25,2013,年平均,654651,478799,441691,37108,175852,161251,154374,147564,6810,6877
５人以上,"J 金融業,保険業",平成26,2014,年平均,655082,478721,441832,36889,176361,152974,146802,140454,6348,6172
５人以上,"J 金融業,保険業",平成27,2015,年平均,705169,515692,479311,36381,189477,134501,128251,125793,2458,6250
５人以上,"J 金融業,保険業",平成28,2016,年平均,681364,509966,474340,35626,171398,136406,129895,128161,1734,6511
５人以上,"J 金融業,保険業",平成28,2016,1月,530697,502121,468312,33809,28576,127773,125048,122813,2235,2725
５人以上,"J 金融業,保険業",平成28,2016,2月,516799,506486,472944,33542,10313,125986,123163,121664,1499,2823
５人以上,"J 金融業,保険業",平成28,2016,3月,719685,519720,482211,37509,199965,131159,128972,127148,1824,2187
５人以上,"J 金融業,保険業",平成28,2016,4月,543672,529067,490595,38472,14605,132523,131203,129255,1948,1320
５人以上,"J 金融業,保険業",平成28,2016,5月,787193,506849,469609,37240,280344,147914,123210,121406,1804,24704
５人以上,"J 金融業,保険業",平成28,2016,6月,1240398,497985,461200,36785,742413,144065,133749,132076,1673,10316
５人以上,"J 金融業,保険業",平成28,2016,7月,562155,504858,468025,36833,57297,137321,134194,132367,1827,3127
５人以上,"J 金融業,保険業",平成28,2016,8月,518921,511026,477314,33712,7895,133267,131736,130143,1593,1531
５人以上,"J 金融業,保険業",平成28,2016,9月,568442,514677,480799,33878,53765,137393,134715,133082,1633,2678
５人以上,"J 金融業,保険業",平成28,2016,10月,518762,508070,472146,35924,10692,133183,131814,130086,1728,1369
５人以上,"J 金融業,保険業",平成28,2016,11月,572090,511199,476338,34861,60891,146877,131088,129544,1544,15789
５人以上,"J 金融業,保険業",平成28,2016,12月,1087753,507898,472971,34927,579855,139978,130775,129281,1494,9203
５人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,480444,379618,354069,25549,100826,104407,103100,100137,2963,1307
５人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,467528,368989,347426,21563,98539,95460,93532,90895,2637,1928
５人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,485764,378282,356225,22057,107482,96982,94961,92434,2527,2021
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,501661,391910,367144,24766,109751,103940,101885,98067,3818,2055
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,509849,400953,375116,25837,108896,103223,99809,93716,6093,3414
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,514417,394620,369207,25413,119797,97624,94750,90423,4327,2874
５人以上,"K 不動産業,物品賃貸業",平成28,2016,1月,414606,391909,368416,23493,22697,94725,94126,87690,6436,599
５人以上,"K 不動産業,物品賃貸業",平成28,2016,2月,408309,399322,374129,25193,8987,94947,94653,90561,4092,294
５人以上,"K 不動産業,物品賃貸業",平成28,2016,3月,421934,402009,373463,28546,19925,102330,101425,97031,4394,905
５人以上,"K 不動産業,物品賃貸業",平成28,2016,4月,452111,400276,372903,27373,51835,97408,97194,91687,5507,214
５人以上,"K 不動産業,物品賃貸業",平成28,2016,5月,425537,393714,368890,24824,31823,94220,93421,88943,4478,799
５人以上,"K 不動産業,物品賃貸業",平成28,2016,6月,803880,390746,368212,22534,413134,103150,93389,89410,3979,9761
５人以上,"K 不動産業,物品賃貸業",平成28,2016,7月,559113,388229,362419,25810,170884,97911,93029,88905,4124,4882
５人以上,"K 不動産業,物品賃貸業",平成28,2016,8月,399695,385468,361352,24116,14227,97211,97037,94245,2792,174
５人以上,"K 不動産業,物品賃貸業",平成28,2016,9月,413993,395164,370252,24912,18829,97169,96428,92525,3903,741
５人以上,"K 不動産業,物品賃貸業",平成28,2016,10月,414782,397449,372592,24857,17333,90746,90341,87888,2453,405
５人以上,"K 不動産業,物品賃貸業",平成28,2016,11月,436912,388943,361973,26970,47969,93139,92380,88094,4286,759
５人以上,"K 不動産業,物品賃貸業",平成28,2016,12月,1011513,403009,376588,26421,608504,107963,93617,89168,4449,14346
５人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,550074,455297,421728,33569,94777,190602,184487,181120,3367,6115
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,553301,448462,408994,39468,104839,175487,170631,166820,3811,4856
５人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,520085,424161,384966,39195,95924,148241,142155,137467,4688,6086
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,518473,418214,379293,38921,100259,136179,132400,128613,3787,3779
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,542082,431502,405845,25657,110580,134852,128865,125487,3378,5987
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,562097,440481,414715,25766,121616,152018,143463,140858,2605,8555
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,1月,459967,426002,399866,26136,33965,125276,125189,122793,2396,87
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,2月,435846,432651,406369,26282,3195,146067,145040,141747,3293,1027
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,3月,495283,436323,406985,29338,58960,158453,153648,147080,6568,4805
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,4月,471086,437531,407080,30451,33555,145395,143676,141261,2415,1719
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,5月,454644,430832,401082,29750,23812,148968,148227,145701,2526,741
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,6月,876944,446673,417100,29573,430271,169136,143214,141350,1864,25922
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,7月,643600,448594,424385,24209,195006,162317,146371,144639,1732,15946
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,8月,507276,447611,423858,23753,59665,147952,146348,144705,1643,1604
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,9月,457940,439684,418320,21364,18256,144567,143578,141803,1775,989
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,10月,483796,447255,425630,21625,36541,156065,148469,146060,2409,7596
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,11月,469061,451156,427502,23654,17905,146580,145284,142677,2607,1296
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,12月,979980,440716,417537,23179,539264,179582,134317,132492,1825,45265
５人以上,"M 宿泊業,飲食サービス業",平成23,2011,年平均,332421,299872,285652,14220,32549,82927,82561,80044,2517,366
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,321287,286979,264911,22068,34308,87670,87003,84290,2713,667
５人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,338033,297951,271077,26874,40082,84448,83795,80768,3027,653
５人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,351341,307665,279151,28514,43676,83681,82953,79804,3149,728
５人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,344396,304380,279522,24858,40016,85083,84462,80740,3722,621
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,341746,302731,276807,25924,39015,84527,83857,80409,3448,670
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,1月,324833,303108,275550,27558,21725,83804,83020,79084,3936,784
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,2月,300281,297609,272976,24633,2672,83165,82748,79284,3464,417
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,3月,311145,300553,274014,26539,10592,87190,86853,83216,3637,337
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,4月,324153,303535,275644,27891,20618,85682,85184,81328,3856,498
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,5月,304664,298717,274000,24717,5947,88351,88102,84068,4034,249
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,6月,390787,299228,273623,25605,91559,85903,85072,82161,2911,831
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,7月,406506,301232,277509,23723,105274,84375,83252,80269,2983,1123
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,8月,307363,298237,272377,25860,9126,84413,83948,80678,3270,465
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,9月,316468,311149,286925,24224,5319,81483,81288,78161,3127,195
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,10月,317697,307817,282033,25784,9880,82294,81917,78617,3300,377
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,11月,321491,311081,283140,27941,10410,81421,81170,77982,3188,251
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,12月,475667,302730,275991,26739,172937,86757,84301,80576,3725,2456
５人以上,"N 生活関連サービス業,娯楽業",平成23,2011,年平均,346639,300625,284963,15662,46014,104948,104047,101264,2783,901
５人以上,"N 生活関連サービス業,娯楽業",平成24,2012,年平均,369727,314271,298377,15894,55456,106983,106028,101787,4241,955
５人以上,"N 生活関連サービス業,娯楽業",平成25,2013,年平均,373410,315032,298543,16489,58378,106512,105474,100884,4590,1038
５人以上,"N 生活関連サービス業,娯楽業",平成26,2014,年平均,388123,328690,308243,20447,59433,107195,105924,101842,4082,1271
５人以上,"N 生活関連サービス業,娯楽業",平成27,2015,年平均,357099,317976,299527,18449,39123,101748,101052,97359,3693,696
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,年平均,341147,296259,280385,15874,44888,104542,103884,101298,2586,658
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,1月,330462,301648,288580,13068,28814,101466,99716,96386,3330,1750
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,2月,294487,285346,272555,12791,9141,98444,98399,95684,2715,45
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,3月,301990,295182,279494,15688,6808,106713,106682,104522,2160,31
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,4月,320402,309438,294523,14915,10964,107088,107026,104450,2576,62
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,5月,305677,296863,283281,13582,8814,106454,105812,103333,2479,642
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,6月,398838,292828,279441,13387,106010,108162,107596,104990,2606,566
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,7月,381595,302695,284733,17962,78900,108415,106407,103498,2909,2008
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,8月,306300,291558,274290,17268,14742,105933,105887,103032,2855,46
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,9月,298808,295131,277620,17511,3677,103079,103077,100700,2377,2
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,10月,328613,297455,279380,18075,31158,103109,103092,100991,2101,17
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,11月,309850,294698,276241,18457,15152,101015,100653,98368,2285,362
５人以上,"N 生活関連サービス業,娯楽業",平成28,2016,12月,521836,292465,274354,18111,229371,104682,102403,99722,2681,2279
５人以上,"O 教育,学習支援業",平成23,2011,年平均,599247,446354,437720,8634,152893,110171,102258,101590,668,7913
５人以上,"O 教育,学習支援業",平成24,2012,年平均,553469,424065,413890,10175,129404,94417,90858,89740,1118,3559
