事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,E 製造業,平成28,2016,7月,500338,362251,138087,4824,3611,1213,5125,3487,1638,500037,362375,137662,6.3,2,17.7
30人以上,E 製造業,平成28,2016,8月,502038,364974,137064,3598,2418,1180,4302,3029,1273,501334,364363,136971,6.2,1.9,17.8
30人以上,E 製造業,平成28,2016,9月,502818,364771,138047,4541,2836,1705,4183,2700,1483,503176,364907,138269,6.5,1.9,18.6
30人以上,E 製造業,平成28,2016,10月,487918,351479,136439,6789,4990,1799,5320,3893,1427,489387,352576,136811,6.3,1.7,18.1
30人以上,E 製造業,平成28,2016,11月,491414,352933,138481,3415,1984,1431,2697,1582,1115,492132,353335,138797,6.3,1.7,18.2
30人以上,E 製造業,平成28,2016,12月,497931,358732,139199,4246,2389,1857,3568,2336,1232,498609,358785,139824,6.5,1.7,18.8
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,31746,27499,4247,632,543,89,683,587,96,31695,27455,4240,2.8,2.3,6.2
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,31375,27563,3812,290,268,21,364,331,33,31301,27500,3800,9.1,7.4,20.7
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,23454,20564,2890,257,225,32,1232,1078,154,22479,19711,2768,6.8,5.6,15.3
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,19147,16756,2391,267,240,27,334,308,26,19080,16688,2392,7.5,6.7,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,17000,13650,3350,234,172,61,252,198,54,16982,13624,3357,1.3,1.5,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,13729,10991,2738,166,135,31,151,119,32,13744,11007,2737,1.8,2.1,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,1月,13842,11111,2731,16,16,0,57,42,15,13801,11085,2716,1.6,1.8,1
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,13801,11085,2716,8,8,0,124,90,34,13685,11003,2682,1.6,1.8,1
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,13685,11002,2683,29,29,0,118,110,8,13596,10921,2675,1.6,1.8,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,13596,10922,2674,1057,796,261,503,416,87,14150,11302,2848,1.5,1.7,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,14150,11301,2849,10,10,0,251,202,49,13909,11109,2800,1.6,1.7,0.8
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,13909,11050,2859,6,6,0,90,72,18,13825,10984,2841,1.7,1.9,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,13825,11043,2782,116,82,34,306,265,41,13635,10860,2775,1.7,2,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,13635,10860,2775,62,54,8,155,95,60,13542,10819,2723,1.7,2,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,13542,10819,2723,142,131,11,98,55,43,13586,10895,2691,1.7,2,0.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,13586,10895,2691,70,63,7,67,57,10,13589,10901,2688,1.8,2,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,13589,10901,2688,16,16,0,23,19,4,13582,10898,2684,1.8,2,0.9
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,13582,10898,2684,459,403,56,19,6,13,14022,11295,2727,3.6,4.1,1.6
30人以上,G 情報通信業,平成23,2011,年平均,627098,466642,160455,7406,4982,2424,7536,5248,2289,626968,466376,160590,2.2,0.5,7.1
30人以上,G 情報通信業,平成24,2012,年平均,643831,492617,151214,7512,4672,2839,8227,5400,2828,643116,491889,151225,2.9,1.5,7.4
30人以上,G 情報通信業,平成25,2013,年平均,636236,488869,147367,7146,4668,2478,7685,4863,2823,635697,488674,147022,2.5,1.3,6.7
30人以上,G 情報通信業,平成26,2014,年平均,642792,491754,151038,8049,4875,3174,6444,4201,2243,644397,492428,151969,2.3,1.2,5.9
30人以上,G 情報通信業,平成27,2015,年平均,646928,487747,159180,9895,6545,3351,10136,6769,3367,646687,487523,159164,3.7,1.3,10.8
30人以上,G 情報通信業,平成28,2016,年平均,652135,497881,154254,10296,6950,3346,9690,6772,2918,652741,498059,154682,2.6,0.9,8
30人以上,G 情報通信業,平成28,2016,1月,646192,492778,153414,6326,4331,1995,6902,4511,2391,645616,492598,153018,2.5,0.9,7.9
30人以上,G 情報通信業,平成28,2016,2月,645616,489709,155907,5383,3941,1442,5604,3286,2318,645395,490364,155031,2.4,0.9,7.2
30人以上,G 情報通信業,平成28,2016,3月,645395,490055,155340,6283,4246,2037,7891,5442,2449,643787,488859,154928,2.6,0.9,7.8
30人以上,G 情報通信業,平成28,2016,4月,643787,490336,153451,39192,28285,10907,18865,13501,5364,664114,505120,158994,2.2,0.9,6.5
30人以上,G 情報通信業,平成28,2016,5月,664114,508344,155770,9435,5343,4092,14439,10438,4001,659110,503249,155861,2.3,0.9,6.9
30人以上,G 情報通信業,平成28,2016,6月,659110,506881,152229,7695,5239,2456,7200,4925,2275,659605,507195,152410,2.3,0.8,7.3
30人以上,G 情報通信業,平成28,2016,7月,659605,506967,152638,12380,8916,3464,19398,14700,4698,652587,501183,151404,2.5,0.9,8
30人以上,G 情報通信業,平成28,2016,8月,652587,494216,158371,5588,3523,2065,7448,4734,2714,650727,493005,157722,2.7,1,8
30人以上,G 情報通信業,平成28,2016,9月,650727,501791,148936,5673,3379,2294,6102,4126,1976,650298,501044,149254,2.7,1,8.5
30人以上,G 情報通信業,平成28,2016,10月,650298,496234,154064,14981,9844,5137,10756,7631,3125,654523,498447,156076,2.9,1,9.3
30人以上,G 情報通信業,平成28,2016,11月,654523,497418,157105,5751,3600,2151,6610,4373,2237,653664,496645,157019,3.1,1,9.6
30人以上,G 情報通信業,平成28,2016,12月,653664,499847,153817,4862,2754,2108,5064,3591,1473,653462,499010,154452,3,1.1,9.3
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,292394,235890,56504,5295,3714,1581,4936,3383,1553,292753,236221,56532,11.2,9,20.6
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,372665,311423,61241,5619,4227,1392,6461,5047,1413,371823,310603,61220,14,10.9,30
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,367306,302504,64803,5948,4366,1582,6249,4820,1429,367005,302050,64956,15.6,12.3,30.5
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,364712,294562,70150,6417,4215,2203,6015,4421,1594,365114,294356,70759,17.5,13.8,33.2
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,371995,295008,76986,7311,5038,2273,6880,5099,1782,372426,294947,77477,10.4,8.6,17.3
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,372950,294944,78007,7153,5113,2041,7553,5691,1862,372550,294366,78186,10.2,8.5,16.4
30人以上,"H 運輸業,郵便業",平成28,2016,1月,373943,297927,76016,3558,2438,1120,4444,3086,1358,373057,297279,75778,9.1,7.6,14.9
30人以上,"H 運輸業,郵便業",平成28,2016,2月,373057,296365,76692,7715,6255,1460,6208,4922,1286,374564,297698,76866,11.6,9.2,21
30人以上,"H 運輸業,郵便業",平成28,2016,3月,374564,295688,78876,5416,3600,1816,7186,5509,1677,372794,293779,79015,9.5,7.7,16.4
30人以上,"H 運輸業,郵便業",平成28,2016,4月,372794,294426,78368,22763,15471,7292,15350,12293,3057,380207,297604,82603,11.6,10.1,17.2
30人以上,"H 運輸業,郵便業",平成28,2016,5月,380207,299220,80987,6520,4342,2178,12776,8877,3899,373951,294685,79266,11.1,9.4,17.7
30人以上,"H 運輸業,郵便業",平成28,2016,6月,373951,293961,79990,8498,6433,2065,7971,5760,2211,374478,294634,79844,10.9,9,17.6
30人以上,"H 運輸業,郵便業",平成28,2016,7月,374478,296520,77958,8410,6698,1712,9617,7957,1660,373271,295261,78010,9.2,7.9,14.1
30人以上,"H 運輸業,郵便業",平成28,2016,8月,373271,293791,79480,6030,4576,1454,8190,6330,1860,371111,292037,79074,11.1,9.1,18.6
30人以上,"H 運輸業,郵便業",平成28,2016,9月,371111,293110,78001,3641,2746,895,4698,3400,1298,370054,292456,77598,9.2,8,14
30人以上,"H 運輸業,郵便業",平成28,2016,10月,370054,297185,72869,4384,2971,1413,5731,4252,1479,368707,295904,72803,9.8,8.3,15.7
30人以上,"H 運輸業,郵便業",平成28,2016,11月,368707,288866,79841,5350,3455,1895,4791,3655,1136,369266,288666,80600,9.1,7.8,13.6
30人以上,"H 運輸業,郵便業",平成28,2016,12月,369266,292266,77000,3556,2369,1187,3669,2247,1422,369153,292388,76765,10,8.4,16.1
30人以上,"I 卸売業,小売業",平成23,2011,年平均,860570,508127,352443,13231,7525,5706,13434,8015,5419,860367,507637,352730,18.8,6.5,36.6
30人以上,"I 卸売業,小売業",平成24,2012,年平均,902125,509072,393053,12697,6845,5852,15441,7735,7706,899381,508182,391199,23.9,10.4,41.4
30人以上,"I 卸売業,小売業",平成25,2013,年平均,866528,495524,371004,10908,5809,5099,12244,6619,5625,865192,494714,370478,24,10.5,42
30人以上,"I 卸売業,小売業",平成26,2014,年平均,860338,486745,373594,12118,6593,5525,12185,6735,5450,860271,486603,373669,24.3,10.9,41.9
30人以上,"I 卸売業,小売業",平成27,2015,年平均,859283,498729,360554,15067,8563,6504,15181,8364,6817,859169,498928,360241,25.3,12.4,43.1
30人以上,"I 卸売業,小売業",平成28,2016,年平均,857846,498520,359326,15075,8616,6459,15018,8437,6581,857903,498699,359204,25.4,12.3,43.7
30人以上,"I 卸売業,小売業",平成28,2016,1月,857710,497277,360433,10837,5678,5159,14582,7546,7036,853965,495409,358556,26.3,12.9,44.8
30人以上,"I 卸売業,小売業",平成28,2016,2月,853965,490664,363301,12106,6882,5224,13863,6704,7159,852208,490842,361366,26.3,12.9,44.5
30人以上,"I 卸売業,小売業",平成28,2016,3月,852208,493315,358893,12424,5733,6691,14416,8157,6259,850216,490891,359325,25.9,12.5,44.1
30人以上,"I 卸売業,小売業",平成28,2016,4月,850216,485806,364410,46174,30967,15207,36965,22675,14290,859425,494098,365327,26.5,12.8,44.9
30人以上,"I 卸売業,小売業",平成28,2016,5月,859425,504131,355294,16786,7722,9064,15408,8896,6512,860803,502957,357846,23.8,11,41.7
30人以上,"I 卸売業,小売業",平成28,2016,6月,860803,505340,355463,12082,6623,5459,11800,7074,4726,861085,504889,356196,23.9,11,42.3
30人以上,"I 卸売業,小売業",平成28,2016,7月,861085,499523,361562,10800,6625,4175,12361,7238,5123,859524,498910,360614,25.6,12.3,43.9
30人以上,"I 卸売業,小売業",平成28,2016,8月,859524,497403,362121,10168,4903,5265,11388,5921,5467,858304,496385,361919,25.3,11.9,43.7
30人以上,"I 卸売業,小売業",平成28,2016,9月,858304,500677,357627,10711,5713,4998,8851,4101,4750,860164,502289,357875,25.2,12.3,43.2
30人以上,"I 卸売業,小売業",平成28,2016,10月,860164,502495,357669,18553,11015,7538,18686,11443,7243,860031,502067,357964,25.7,12.7,43.9
30人以上,"I 卸売業,小売業",平成28,2016,11月,860031,501122,358909,12335,7435,4900,11652,5951,5701,860714,502606,358108,25.8,12.6,44.3
30人以上,"I 卸売業,小売業",平成28,2016,12月,860714,504482,356232,7925,4093,3832,10238,5536,4702,858401,503039,355362,25,12.2,43
30人以上,"J 金融業,保険業",平成23,2011,年平均,316874,180997,135877,5419,3359,2059,5495,3583,1912,316798,180773,136024,5.2,2.1,9.3
30人以上,"J 金融業,保険業",平成24,2012,年平均,323215,175246,147969,6463,3520,2943,6690,4011,2679,322988,174755,148233,9,0.9,18.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,322572,171725,150847,6206,3274,2932,6252,3513,2739,322526,171486,151040,9.6,0.8,19.5
30人以上,"J 金融業,保険業",平成26,2014,年平均,320794,168672,152122,5276,2921,2356,5467,3207,2260,320603,168386,152218,9.4,0.8,18.9
30人以上,"J 金融業,保険業",平成27,2015,年平均,321211,175402,145809,5431,2967,2464,5087,3073,2014,321555,175296,146259,8.3,1.9,16.1
30人以上,"J 金融業,保険業",平成28,2016,年平均,328182,176648,151534,5823,3080,2743,5122,2905,2217,328883,176823,152060,8.3,1.8,15.7
30人以上,"J 金融業,保険業",平成28,2016,1月,323068,176296,146772,3900,2097,1803,4114,2298,1816,322854,176095,146759,8.6,2.2,16.4
30人以上,"J 金融業,保険業",平成28,2016,2月,322854,175363,147491,2234,1161,1073,3038,1621,1417,322050,174903,147147,8.7,2.1,16.5
30人以上,"J 金融業,保険業",平成28,2016,3月,322050,176417,145633,3262,1785,1477,5031,2997,2034,320281,175205,145076,8.5,1.9,16.4
30人以上,"J 金融業,保険業",平成28,2016,4月,320281,172378,147903,26322,14112,12210,15271,9327,5944,331332,177163,154169,8,1.6,15.4
30人以上,"J 金融業,保険業",平成28,2016,5月,331332,177754,153578,5176,2071,3105,4406,2250,2156,332102,177575,154527,7.9,1.6,15.1
30人以上,"J 金融業,保険業",平成28,2016,6月,332102,176693,155409,3083,1480,1603,3334,1832,1502,331851,176341,155510,7.7,1.6,14.6
30人以上,"J 金融業,保険業",平成28,2016,7月,331851,176664,155187,4800,2428,2372,5009,2790,2219,331642,176302,155340,7.8,1.8,14.5
30人以上,"J 金融業,保険業",平成28,2016,8月,331642,178214,153428,3514,2230,1284,3752,2415,1337,331404,178029,153375,8.2,1.7,15.8
30人以上,"J 金融業,保険業",平成28,2016,9月,331404,178398,153006,2779,1360,1419,3806,1772,2034,330377,177986,152391,8.1,1.8,15.5
30人以上,"J 金融業,保険業",平成28,2016,10月,330377,176906,153471,7763,4142,3621,7592,4241,3351,330548,176807,153741,8.3,1.8,15.9
30人以上,"J 金融業,保険業",平成28,2016,11月,330548,177223,153325,3979,2476,1503,3851,2436,1415,330676,177263,153413,8.5,1.9,16.3
30人以上,"J 金融業,保険業",平成28,2016,12月,330676,177472,153204,3067,1623,1444,2259,881,1378,331484,178214,153270,8.7,2,16.5
30人以上,"K 不動産業,物品賃貸業",平成23,2011,年平均,110601,73666,36935,2180,1330,849,2068,1299,770,110713,73697,37014,17.5,11.1,30.4
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,130017,85145,44873,2128,1272,856,2139,1272,867,130006,85145,44862,20.8,15.5,30.7
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,128558,85024,43534,1992,1218,774,2114,1279,835,128436,84963,43473,20.3,15.3,30.2
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,129509,84262,45248,2031,1167,864,1896,1135,761,129644,84294,45351,16,9.9,27.3
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,130238,84587,45652,2235,1316,919,2293,1394,899,130180,84509,45672,16,7.8,31.1
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,131378,85340,46038,2409,1384,1025,2159,1315,844,131628,85409,46219,15.7,8.2,29.7
30人以上,"K 不動産業,物品賃貸業",平成28,2016,1月,129109,83305,45804,1919,1087,832,1794,980,814,129234,83412,45822,18.1,9.7,33.3
30人以上,"K 不動産業,物品賃貸業",平成28,2016,2月,129234,84009,45225,1225,766,459,1442,953,489,129017,83822,45195,14.9,7.3,28.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,3月,129017,83922,45095,2923,1696,1227,2386,1402,984,129554,84216,45338,15.3,7.6,29.7
30人以上,"K 不動産業,物品賃貸業",平成28,2016,4月,129554,83394,46160,8616,5294,3322,4329,2746,1583,133841,85942,47899,17.3,9.6,31
30人以上,"K 不動産業,物品賃貸業",平成28,2016,5月,133841,86325,47516,2162,1085,1077,3046,1922,1124,132957,85488,47469,17.5,9.5,31.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,6月,132957,85936,47021,1810,932,878,1609,847,762,133158,86021,47137,16.7,8.9,30.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,7月,133158,86217,46941,1858,1067,791,2648,1561,1087,132368,85723,46645,16,8.4,29.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,8月,132368,87019,45349,1093,623,470,1585,923,662,131876,86719,45157,12.7,6.1,25.2
30人以上,"K 不動産業,物品賃貸業",平成28,2016,9月,131876,85545,46331,1682,950,732,1908,1142,766,131650,85353,46297,15.8,8.2,29.9
30人以上,"K 不動産業,物品賃貸業",平成28,2016,10月,131650,87318,44332,2096,1321,775,1904,1347,557,131842,87292,44550,12.6,6.1,25.4
30人以上,"K 不動産業,物品賃貸業",平成28,2016,11月,131842,85104,46738,1851,1028,823,1760,1108,652,131933,85024,46909,16.4,8.6,30.7
30人以上,"K 不動産業,物品賃貸業",平成28,2016,12月,131933,85987,45946,1667,754,913,1493,848,645,132107,85893,46214,15.5,8.3,29
30人以上,"L 学術研究,専門・技術サービス業",平成23,2011,年平均,222917,164461,58456,2955,1984,971,3063,2134,929,222809,164311,58498,3.9,2,9.2
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,219529,164064,55465,5111,3802,1309,3825,2815,1010,220815,165051,55764,1.9,0.9,4.9
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,240613,179984,60629,7475,5583,1892,5071,3817,1255,243017,181750,61266,2,0.9,5.3
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,266793,197380,69413,7457,5562,1895,6472,4880,1592,267778,198062,69716,2.1,0.8,5.7
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,275920,196885,79035,4688,3304,1385,3412,2226,1186,277196,197963,79234,4,1.9,9.1
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,288588,208410,80179,4696,2850,1847,3855,2703,1152,289429,208557,80874,4.1,2.5,8.3
