事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30～99人,平成23,2011,年平均,19.6,161.7,148.9,12.8,14,83.2,79.7,3.5
30～99人,平成24,2012,年平均,20,169.7,154.1,15.6,15.5,89.9,87.2,2.7
30～99人,平成25,2013,年平均,19.8,168.5,152.6,15.9,15.1,86.7,84,2.7
30～99人,平成26,2014,年平均,19.7,168.2,151.9,16.3,14.9,86.1,83.4,2.7
30～99人,平成27,2015,年平均,19.6,164.7,150.2,14.5,13.9,78.9,76.2,2.7
30～99人,平成28,2016,年平均,19.7,162.8,149.7,13.1,14.1,81.9,79.4,2.5
30～99人,平成28,2016,1月,18.2,151.6,139,12.6,13.4,79,76.3,2.7
30～99人,平成28,2016,2月,19.6,163.6,150.1,13.5,14.2,83,80.1,2.9
30～99人,平成28,2016,3月,20.3,169.9,155.7,14.2,14.3,82.6,80.1,2.5
30～99人,平成28,2016,4月,20.4,171.1,156.8,14.3,14.3,85.6,82.7,2.9
30～99人,平成28,2016,5月,18.4,148,136.2,11.8,13.8,81.1,78.3,2.8
30～99人,平成28,2016,6月,21,167.6,154.9,12.7,14.4,82.9,80.1,2.8
30～99人,平成28,2016,7月,20.1,166.9,154.5,12.4,14.4,82.6,80.2,2.4
30～99人,平成28,2016,8月,19.2,159.3,147.1,12.2,13.9,81.1,78.8,2.3
30～99人,平成28,2016,9月,19.7,164.5,151,13.5,14.2,82.9,80.7,2.2
30～99人,平成28,2016,10月,19.5,162.1,148.6,13.5,14.1,80.7,78.4,2.3
30～99人,平成28,2016,11月,20.1,167.1,153.5,13.6,14.2,81.1,78.8,2.3
30～99人,平成28,2016,12月,19.5,161.9,148.9,13,14,81.2,78.9,2.3
100～499人,平成23,2011,年平均,19.3,161.4,146.1,15.3,14.5,90.9,87.2,3.7
100～499人,平成24,2012,年平均,19.7,165.4,149.1,16.3,14.8,92.7,88.7,4
100～499人,平成25,2013,年平均,19.4,163.2,147,16.2,14.5,90.9,86.7,4.2
100～499人,平成26,2014,年平均,19.2,162.3,145.8,16.5,14.4,90.6,86.4,4.2
100～499人,平成27,2015,年平均,19.2,162.7,146.4,16.3,14.9,90.8,87.7,3.1
100～499人,平成28,2016,年平均,19.2,162,146.2,15.8,14.9,90.3,87.2,3.1
100～499人,平成28,2016,1月,18.1,154,138.3,15.7,14.3,85.9,83,2.9
100～499人,平成28,2016,2月,18.9,160.7,144.5,16.2,14.6,87.7,84.9,2.8
100～499人,平成28,2016,3月,19.8,168.1,150.7,17.4,14.7,90,86.8,3.2
100～499人,平成28,2016,4月,19.8,167.8,151,16.8,15.1,91.8,88.6,3.2
100～499人,平成28,2016,5月,18.3,155.4,140,15.4,14.6,89.2,86.1,3.1
100～499人,平成28,2016,6月,20.1,168.8,153.3,15.5,15.5,93.3,90.2,3.1
100～499人,平成28,2016,7月,19.7,165.2,150,15.2,15.2,92.6,89.4,3.2
100～499人,平成28,2016,8月,18.8,158.5,144.1,14.4,14.9,91.2,88.1,3.1
100～499人,平成28,2016,9月,19.1,160.9,145.8,15.1,14.8,90.4,87.5,2.9
100～499人,平成28,2016,10月,19,161.1,145.3,15.8,14.7,89.9,86.8,3.1
100～499人,平成28,2016,11月,19.3,163.4,147.4,16,15,91.1,88.1,3
100～499人,平成28,2016,12月,18.9,160.3,144.6,15.7,14.9,90.3,87,3.3
500人以上,平成23,2011,年平均,19.2,161.4,145,16.4,15.1,98,94.3,3.7
500人以上,平成24,2012,年平均,19.5,161.7,146.1,15.6,14.5,90.8,86.6,4.2
500人以上,平成25,2013,年平均,19.1,159.2,143.4,15.8,14.2,90.3,85.6,4.7
500人以上,平成26,2014,年平均,19.2,159,143.2,15.8,13.9,87,82.8,4.2
500人以上,平成27,2015,年平均,19,159.4,142.5,16.9,13.5,89.1,85.3,3.8
500人以上,平成28,2016,年平均,19,159.1,142.8,16.3,13.5,87.1,83.8,3.3
500人以上,平成28,2016,1月,17.9,150.3,134.1,16.2,12.9,84.4,80.9,3.5
500人以上,平成28,2016,2月,18.5,156.1,139.2,16.9,13.1,85.4,82.2,3.2
500人以上,平成28,2016,3月,19.8,166.4,148.6,17.8,13.9,91.6,88,3.6
500人以上,平成28,2016,4月,19.8,166,148.5,17.5,13.9,90.1,86.5,3.6
500人以上,平成28,2016,5月,18.4,154.2,138,16.2,13.5,87.1,83.8,3.3
500人以上,平成28,2016,6月,19.7,164.8,148.2,16.6,14.2,91,87.6,3.4
500人以上,平成28,2016,7月,19.5,163,146.9,16.1,13.6,86.9,83.8,3.1
500人以上,平成28,2016,8月,18.8,157.7,142.3,15.4,13,84.2,81.2,3
500人以上,平成28,2016,9月,18.7,155.9,140.6,15.3,13.5,87.7,84.6,3.1
500人以上,平成28,2016,10月,19,159.3,143.1,16.2,13.4,86.2,83.2,3
500人以上,平成28,2016,11月,19.1,160.1,143.9,16.2,13.3,85.2,82.3,2.9
500人以上,平成28,2016,12月,18.6,155.3,139.6,15.7,13.2,85.8,82,3.8
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成28年年報,,,,,,,,,,,
第９表　規模、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,
