区分／分類コード／部門名,中間需要／Ｋ0111／穀類（百万円）,中間需要／Ｋ0112／いも・豆類（百万円）,中間需要／Ｋ0113／野菜（百万円）,中間需要／Ｋ0114／果実（百万円）,中間需要／Ｋ0115／その他の食用作物（百万円）,中間需要／Ｋ0116／非食用作物（百万円）,中間需要／Ｋ0121／畜産（百万円）,中間需要／Ｋ0131／農業サービス（百万円）,中間需要／Ｋ0151／育林（百万円）,中間需要／Ｋ0152／素材（百万円）,中間需要／Ｋ0153／特用林産物（百万円）,中間需要／Ｋ0171／海面漁業（百万円）,中間需要／Ｋ0172／内水面漁業（百万円）,中間需要／Ｋ0611／金属鉱物（百万円）,中間需要／Ｋ0621／石炭・原油・天然ガス（百万円）,中間需要／Ｋ0631／砂利・砕石（百万円）,中間需要／Ｋ0639／その他の鉱物（百万円）,中間需要／Ｋ1111／食肉（百万円）,中間需要／Ｋ1112／畜産食料品（百万円）,中間需要／Ｋ1113／水産食料品（百万円）,中間需要／Ｋ1114／精穀・製粉（百万円）,中間需要／Ｋ1115／めん・パン・菓子類（百万円）,中間需要／Ｋ1116／農産保存食料品（百万円）,中間需要／Ｋ1117／砂糖・油脂・調味料類（百万円）,中間需要／Ｋ1119／その他の食料品（百万円）,中間需要／Ｋ1121／酒類（百万円）,中間需要／Ｋ1129／その他の飲料（百万円）,中間需要／Ｋ1131／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ1141／たばこ（百万円）,中間需要／Ｋ1511／紡績（百万円）,中間需要／Ｋ1512／織物（百万円）,中間需要／Ｋ1513／ニット生地（百万円）,中間需要／Ｋ1514／染色整理（百万円）,中間需要／Ｋ1519／その他の繊維工業製品（百万円）,中間需要／Ｋ1521／衣服（百万円）,中間需要／Ｋ1522／その他の衣服・身の回り品（百万円）,中間需要／Ｋ1529／その他の繊維既製品（百万円）,中間需要／Ｋ1611／木材（百万円）,中間需要／Ｋ1619／その他の木製品（百万円）,中間需要／Ｋ1621／家具・装備品（百万円）,中間需要／Ｋ1631／パルプ（百万円）,中間需要／Ｋ1632／紙・板紙（百万円）,中間需要／Ｋ1633／加工紙（百万円）,中間需要／Ｋ1641／紙製容器（百万円）,中間需要／Ｋ1649／その他の紙加工品（百万円）,中間需要／Ｋ1911／印刷・製版・製本（百万円）,中間需要／Ｋ2011／化学肥料（百万円）,中間需要／Ｋ2021／ソーダ工業製品（百万円）,中間需要／Ｋ2029／その他の無機化学工業製品（百万円）,中間需要／Ｋ2031／石油化学基礎製品（百万円）,中間需要／Ｋ2041／脂肪族中間物・環式中間物（百万円）,中間需要／Ｋ2042／合成ゴム（百万円）,中間需要／Ｋ2049／その他の有機化学工業製品（百万円）,中間需要／Ｋ2051／合成樹脂（百万円）,中間需要／Ｋ2061／化学繊維（百万円）,中間需要／Ｋ2071／医薬品（百万円）,中間需要／Ｋ2081／油脂加工製品・石けん・界面活性剤・化粧品（百万円）,中間需要／Ｋ2082／塗料・印刷インキ（百万円）,中間需要／Ｋ2083／写真感光材料（百万円）,中間需要／Ｋ2084／農薬（百万円）,中間需要／Ｋ2089／その他の化学最終製品（百万円）,中間需要／Ｋ2111／石油製品（百万円）,中間需要／Ｋ2121／石炭製品（百万円）,中間需要／Ｋ2211／プラスチック製品（百万円）,中間需要／Ｋ2221／タイヤ・チューブ（百万円）,中間需要／Ｋ2229／その他のゴム製品（百万円）,中間需要／Ｋ2311／革製履物（百万円）,中間需要／Ｋ2312／なめし革・毛皮・その他の革製品（百万円）,中間需要／Ｋ2511／ガラス・ガラス製品（百万円）,中間需要／Ｋ2521／セメント・セメント製品（百万円）,中間需要／Ｋ2531／陶磁器（百万円）,中間需要／Ｋ2591／建設用土石製品（百万円）,中間需要／Ｋ2599／その他の窯業・土石製品（百万円）,中間需要／Ｋ2611／銑鉄・粗鋼（百万円）,中間需要／Ｋ2612／鉄屑（百万円）,中間需要／Ｋ2621／熱間圧延鋼材（百万円）,中間需要／Ｋ2622／鋼管（百万円）,中間需要／Ｋ2623／冷延・めっき鋼材（百万円）,中間需要／Ｋ2631／鋳鍛造品（百万円）,中間需要／Ｋ2699／その他の鉄鋼製品（百万円）,中間需要／Ｋ2711／非鉄金属製錬・精製（百万円）,中間需要／Ｋ2712／非鉄金属屑（百万円）,中間需要／Ｋ2721／電線・ケーブル（百万円）,中間需要／Ｋ2729／その他の非鉄金属製品（百万円）,中間需要／Ｋ2811／建設用金属製品（百万円）,中間需要／Ｋ2812／建築用金属製品（百万円）,中間需要／Ｋ2891／ガス・石油機器・暖厨房機器（百万円）,中間需要／Ｋ2899／その他の金属製品（百万円）,中間需要／Ｋ2911／ボイラ・原動機（百万円）,中間需要／Ｋ2912／ポンプ・圧縮機（百万円）,中間需要／Ｋ2913／運搬機械（百万円）,中間需要／Ｋ2914／冷凍機・温湿調整装置（百万円）,中間需要／Ｋ2919／その他のはん用機械（百万円）,中間需要／Ｋ3011／農業用機械（百万円）,中間需要／Ｋ3012／建設・鉱山機械（百万円）,中間需要／Ｋ3013／繊維機械（百万円）,中間需要／Ｋ3014／生活関連産業用機械（百万円）,中間需要／Ｋ3015／基礎素材産業用機械（百万円）,中間需要／Ｋ3016／金属加工機械（百万円）,中間需要／Ｋ3017／半導体製造装置（百万円）,中間需要／Ｋ3019／その他の生産用機械（百万円）,中間需要／Ｋ3111／事務用機械（百万円）,中間需要／Ｋ3112／サービス用機器（百万円）,中間需要／Ｋ3113／計測機器（百万円）,中間需要／Ｋ3114／医療用機械器具（百万円）,中間需要／Ｋ3115／光学機械・レンズ（百万円）,中間需要／Ｋ3116／武器（百万円）,中間需要／Ｋ3211／電子デバイス（百万円）,中間需要／Ｋ3299／その他の電子部品（百万円）,中間需要／Ｋ3311／産業用電気機器（百万円）,中間需要／Ｋ3321／民生用電気機器（百万円）,中間需要／Ｋ3331／電子応用装置（百万円）,中間需要／Ｋ3332／電気計測器（百万円）,中間需要／Ｋ3399／その他の電気機械（百万円）,中間需要／Ｋ3411／民生用電子機器（百万円）,中間需要／Ｋ3412／通信機械（百万円）,中間需要／Ｋ3421／電子計算機・同附属装置（百万円）,中間需要／Ｋ3511／乗用車（百万円）,中間需要／Ｋ3521／トラック・バス・その他の自動車（百万円）,中間需要／Ｋ3522／二輪自動車（百万円）,中間需要／Ｋ3531／自動車部品・同附属品（百万円）,中間需要／Ｋ3541／船舶・同修理（百万円）,中間需要／Ｋ3591／鉄道車両・同修理（百万円）,中間需要／Ｋ3592／航空機・同修理（百万円）,中間需要／Ｋ3599／その他の輸送機械（百万円）,中間需要／Ｋ3911／がん具・運動用品（百万円）,中間需要／Ｋ3919／その他の製造工業製品（百万円）,中間需要／Ｋ3921／再生資源回収・加工処理（百万円）,中間需要／Ｋ4111／住宅建築（百万円）,中間需要／Ｋ4112／非住宅建築（百万円）,中間需要／Ｋ4121／建設補修（百万円）,中間需要／Ｋ4131／公共事業（百万円）,中間需要／Ｋ4191／その他の土木建設（百万円）,中間需要／Ｋ4611／電力（百万円）,中間需要／Ｋ4621／都市ガス（百万円）,中間需要／Ｋ4622／熱供給業（百万円）,中間需要／Ｋ4711／水道（百万円）,中間需要／Ｋ4811／廃棄物処理（百万円）,中間需要／Ｋ5111／卸売（百万円）,中間需要／Ｋ5112／小売（百万円）,中間需要／Ｋ5311／金融（百万円）,中間需要／Ｋ5312／保険（百万円）,中間需要／Ｋ5511／不動産仲介及び賃貸（百万円）,中間需要／Ｋ5521／住宅賃貸料（百万円）,中間需要／Ｋ5531／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ5711／鉄道旅客輸送（百万円）,中間需要／Ｋ5712／鉄道貨物輸送（百万円）,中間需要／Ｋ5721／道路旅客輸送（百万円）,中間需要／Ｋ5722／道路貨物輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ5731／自家輸送（旅客自動車）（百万円）,中間需要／Ｋ5732／自家輸送（貨物自動車）（百万円）,中間需要／Ｋ5741／外洋輸送（百万円）,中間需要／Ｋ5742／沿海・内水面輸送（百万円）,中間需要／Ｋ5743／港湾運送（百万円）,中間需要／Ｋ5751／航空輸送（百万円）,中間需要／Ｋ5761／貨物利用運送（百万円）,中間需要／Ｋ5771／倉庫（百万円）,中間需要／Ｋ5781／こん包（百万円）,中間需要／Ｋ5789／その他の運輸附帯サービス（百万円）,中間需要／Ｋ5791／郵便・信書便（百万円）,中間需要／Ｋ5911／電気通信（百万円）,中間需要／Ｋ5919／その他の通信サービス（百万円）,中間需要／Ｋ5921／放送（百万円）,中間需要／Ｋ5931／情報サービス（百万円）,中間需要／Ｋ5941／インターネット附随サービス（百万円）,中間需要／Ｋ5951／映像・音声・文字情報制作（百万円）,中間需要／Ｋ6111／公務（中央）（百万円）,中間需要／Ｋ6112／公務（地方）（百万円）,中間需要／Ｋ6311／学校教育（百万円）,中間需要／Ｋ6312／社会教育・その他の教育（百万円）,中間需要／Ｋ6321／学術研究機関（百万円）,中間需要／Ｋ6322／企業内研究開発（百万円）,中間需要／Ｋ6411／医療（百万円）,中間需要／Ｋ6421／保健衛生（百万円）,中間需要／Ｋ6431／社会保険・社会福祉（百万円）,中間需要／Ｋ6441／介護（百万円）,中間需要／Ｋ6599／その他の非営利団体サービス（百万円）,中間需要／Ｋ6611／物品賃貸業（貸自動車業を除く。）（百万円）,中間需要／Ｋ6612／貸自動車業（百万円）,中間需要／Ｋ6621／広告（百万円）,中間需要／Ｋ6631／自動車整備（百万円）,中間需要／Ｋ6632／機械修理（百万円）,中間需要／Ｋ6699／その他の対事業所サービス（百万円）,中間需要／Ｋ6711／宿泊業（百万円）,中間需要／Ｋ6721／飲食サービス（百万円）,中間需要／Ｋ6731／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ6741／娯楽サービス（百万円）,中間需要／Ｋ6799／その他の対個人サービス（百万円）,中間需要／Ｋ6811／事務用品（百万円）,中間需要／Ｋ6911／分類不明（百万円）,中間需要／Ｌ1000／本社（百万円）,中間需要／Ｒ7000／財・サービス内生部門計（百万円）,中間需要／Ｒ7100／内生部門計（百万円）,最終需要／Ｐ7111／都事業所家計外消費支出（百万円）,最終需要／Ｐ6111／他県事業所家計外消費支出（百万円）,最終需要／Ｐ7211／都民家計消費支出（百万円）,最終需要／Ｐ7212／対家計民間非営利団体消費支出（百万円）,最終需要／Ｐ9211／他県民支出（通勤・通学）（百万円）,最終需要／Ｐ9212／他県民支出（その他：観光，教育，医療等）（百万円）,最終需要／Ｐ7311／一般政府消費支出（百万円）,最終需要／Ｐ7321／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ7411／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ7511／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ7611／在庫純増（百万円）,最終需要／Ｐ7711／調整項（百万円）,最終需要／Ｒ7800／都内最終需要計（百万円）,最終需要／Ｒ7900／都内需要合計（百万円）,最終需要／Ｐ8011／輸出（百万円）,最終需要／Ｐ8012／輸出（直接購入）（百万円）,最終需要／Ｒ8100／輸出計（百万円）,最終需要／Ｐ8111／移出（百万円）,最終需要／Ｒ8200／移輸出計（百万円）,最終需要／Ｒ8300／最終需要計（百万円）,最終需要／Ｒ8400／需要合計（百万円）,Ｐ8411／（控除）輸入（百万円）,Ｐ8412／（控除）輸入（直接購入）（百万円）,Ｐ8511／（控除）関税（百万円）,Ｐ8611／（控除）輸入品商品税（百万円）,Ｒ8700／（控除）輸入計（百万円）,Ｐ8811／移入（百万円）,Ｑ7111／都事業所家計外消費支出（百万円）,Ｑ7211／都民支出（通勤・通学）（百万円）,Ｑ7213／都民支出（その他；教育，医療等）（百万円）,Ｒ8900／（控除）移輸入計（百万円）,Ｒ9000／最終需要部門計（百万円）,Ｒ9700／生産額（百万円）
中間投入／Ａ0171／海面漁業（百万円）,0,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,0,0,0,3395,0,27,0,10,2983,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,95,0,0,0,0,0,425,0,1034,1261,0,0,0,0,0,0,0,3141,34749,0,16,210,0,0,0,53464,53464,3330,0,30863,0,717,5406,0,0,0,0,3,13,40332,93796,268,55,323,17134,17457,57789,111253,-18145,-47,-707,-942,-19841,-60768,0,0,-8098,-88707,-30918,22546
中間投入／Ａ0172／内水面漁業（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,110,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,99,0,178,211,0,0,0,0,0,0,0,721,15225,0,70,72,0,0,0,16826,16826,0,0,2773,0,41,552,0,0,0,0,19,0,3385,20211,8,15,23,0,23,3408,20234,-5516,-15,-138,-283,-5952,-12985,0,0,-826,-19763,-16355,471
中間投入／Ａ0611／金属鉱物（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,11093,0,0,0,0,0,0,0,0,0,0,-113,0,-113,10980,0,0,0,0,0,-113,10980,-10201,0,0,-510,-10711,-269,0,0,0,-10980,-11093,0
中間投入／Ａ0621／石炭・原油・天然ガス（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,152,0,0,18,0,3,0,69,0,9,0,11,0,0,2,7,0,0,0,11,1258,1,0,11,11,0,0,391,113,13,38,52,0,0,110,0,2,1,0,17,0,1,7,1,0,0,8,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,0,0,0,4,0,0,27,0,0,0,42,0,0,0,0,0,0,8,0,0,0,0,0,345660,288008,360,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636706,636706,0,0,0,0,0,0,0,0,0,0,1721,0,1721,638427,0,0,0,0,0,1721,638427,-596741,0,0,-41322,-638063,-359,0,0,0,-638422,-636701,5
中間投入／Ａ0631／砂利・砕石（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,4684,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854,2294,346,10971,10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32560,32560,0,0,2,0,0,0,0,0,0,0,-725,3,-720,31840,78,0,78,2654,2732,2012,34572,-1330,0,0,-66,-1396,-26468,0,0,0,-27864,-25852,6708
中間投入／Ａ0639／その他の鉱物（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,1,0,1,16,171,0,13,0,2,0,0,13,6,9,0,27,3,-2,1,0,29,5,0,5,1676,97,47,118,332,0,0,0,0,0,2,0,3,0,0,2,0,2,0,7,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,661,0,0,0,0,108,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-167,0,87,4,0,56,0,3399,3399,-919,0,-224,0,0,0,0,0,0,-445,-1,21,-1568,1831,421,0,421,761,1182,-386,3013,-1187,0,0,-59,-1246,-106,0,0,0,-1352,-1738,1661
中間投入／Ａ1111／食肉（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5837,10,0,174,0,145,12351,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,262,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,334,0,0,44,0,0,954,0,1447,1526,0,0,0,0,0,0,0,8355,203887,0,6,764,0,0,0,238404,238404,558,0,130078,0,11884,15169,0,0,0,0,2702,0,160391,398795,8,151,159,6749,6908,167299,405703,-115270,-110,-17602,-6642,-139624,-200221,0,0,-2789,-342634,-175335,63069
中間投入／Ａ1112／畜産食料品（百万円）,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11816,48,0,8098,0,456,11254,0,6657,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,273,70,0,0,0,0,836,0,2121,2470,0,0,0,0,0,0,0,3857,65214,0,0,347,0,0,0,113813,113813,12246,0,235679,0,12853,20490,0,0,0,0,2133,0,283401,397214,34,247,281,85518,85799,369200,483013,-48825,-422,-6005,-2737,-57989,-312966,0,-252,-3996,-375203,-6003,107810
中間投入／Ａ1113／水産食料品（百万円）,0,0,0,0,0,0,0,0,0,0,0,540,5,0,0,0,0,0,24,2432,0,467,67,796,9252,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,586,8,0,16,0,0,1158,0,3311,3706,0,0,0,0,0,0,0,7851,125548,0,3,553,0,0,0,156383,156383,13731,0,312080,0,14271,86776,0,0,0,0,3020,0,429878,586261,0,148,148,13541,13689,443567,599950,-176857,-185,-7324,-9204,-193570,-374019,0,-180,-9772,-577541,-133974,22409
中間投入／Ａ1114／精穀・製粉（百万円）,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,1,0,873,18865,3,666,24166,242,0,24,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,568,0,0,0,0,0,929,0,2403,2937,469,0,0,0,0,0,0,7207,74792,0,0,502,0,0,0,134817,134817,888,0,143565,0,7156,15314,0,0,0,0,426,9,167358,302175,225,0,225,108334,108559,275917,410734,-6230,-81,-54,-305,-6670,-242211,0,0,-3034,-251915,24002,158819
中間投入／Ａ1115／めん・パン・菓子類（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,297,71,0,0,0,0,485,0,1280,1561,370,0,0,0,0,0,0,4126,113524,0,0,307,0,0,0,127035,127035,27474,0,572890,0,31675,256476,0,0,0,0,3840,6,892361,1019396,709,4646,5355,133117,138472,1030833,1157868,-25699,-711,-4100,-1466,-31976,-848164,0,-3094,-55572,-938806,92027,219062
中間投入／Ａ1116／農産保存食料品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,2933,759,698,4350,33,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,120,0,0,0,0,0,376,0,881,928,0,0,0,0,0,0,0,2190,37818,0,0,204,0,0,0,53984,53984,2541,0,112308,0,4678,8474,0,0,0,0,820,10,128831,182815,201,50,251,15572,15823,144654,198638,-61638,-55,-6116,-3386,-71195,-104727,0,-159,-1652,-177733,-33079,20905
中間投入／Ａ1117／砂糖・油脂・調味料類（百万円）,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3077,995,114,14728,1019,17023,12250,494,6653,207,0,0,2,0,1,0,0,0,0,0,0,0,0,22,17,2,0,0,0,0,10,0,0,0,17,0,0,305,467,1564,0,0,480,0,0,1,0,0,0,30,1,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,265,0,0,0,0,0,625,0,1553,1771,0,0,0,0,0,0,0,3850,85569,0,0,312,0,0,0,153596,153596,10108,0,115865,0,8053,18931,0,0,0,0,1920,2,154879,308475,79,12,91,74032,74123,229002,382598,-25909,-84,-687,-1323,-28003,-268504,0,0,-3921,-300428,-71426,82170
中間投入／Ａ1119／その他の食料品（百万円）,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,443,173,0,12919,3,823,19222,529,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,5,373,217,0,0,0,0,2893,0,3667,4260,0,0,0,0,0,0,0,9238,145732,0,0,753,0,0,0,201474,201474,25776,0,492570,1288,33803,40582,17887,708,0,0,3586,28,616228,817702,925,703,1628,115766,117394,733622,935096,-20219,-1992,-3272,-1169,-26652,-575584,0,-6316,-8037,-616589,117033,318507
中間投入／Ａ1121／酒類（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,44,34,136,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14145,309890,0,0,588,0,1043,0,326913,326913,39896,0,208101,0,10335,19382,0,0,0,0,3877,0,281591,608504,36,448,484,27778,28262,309853,636766,-36820,-16872,-2994,-13928,-70614,-502182,0,0,-3839,-576635,-266782,60131
