区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ａ113／飼料・有機質肥料（別掲を除く。）（百万円）,177,524,1,0,19,0,0,0,-2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,4616,55,0,51,12,0,0,0,0,0,0,0,0,1873,0,0,0,0,8423,8423,0,0,19095,544,0,0,0,0,37,0,19676,28099,0,0,2184,2184,21860,30283,-3067,-13,-153,-3233,-24673,0,-87,-27993,-6133,2290
中間投入／Ａ114／たばこ（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43057,0,400650,40851,0,0,0,0,5539,1,490098,490098,57,57,0,57,490155,490155,-64722,-17,-75380,-140119,-339904,0,-7031,-487054,3101,3101
中間投入／Ａ151／繊維工業製品（百万円）,0,0,0,5,343,0,0,0,0,5,0,0,2783,26659,7,292,47,184,356,0,0,0,0,0,0,0,8,0,0,52,1219,3104,7,0,0,71,0,0,0,0,0,17,6,27,11,444,118,553,27,0,60,0,1,70,0,0,23,93,7,99,820,3,1134,3333,126,49,0,0,76,23,3111,93,2,0,0,376,72,4,1072,37,89,34,570,5,0,9,3469,4,440,809,22,0,297,490,52,79,35,696,0,2,2956,363,3,68,2330,605,3098,160,0,63714,63714,290,0,8108,1160,0,0,157,9022,-3105,0,15632,79346,363,363,5015,5378,21010,84724,-22123,-603,-1135,-23861,-44178,0,-180,-68219,-47209,16505
中間投入／Ａ152／衣服・その他の繊維既製品（百万円）,88,0,95,1,194,0,0,28,920,138,0,0,61,1192,42,104,30,161,268,0,13,0,18,0,0,43,210,0,1,22,132,183,97,37,0,31,0,31,8,24,4,22,20,123,243,278,515,906,947,1304,143,230,60,575,322,0,318,63,1,171,1515,158,9826,2513,886,1114,104,216,403,1170,47825,16229,334,26,0,1635,1008,220,636,1151,47,92,1765,271,1362,1412,10498,1355,6169,13919,904,2031,12525,1033,7361,3494,7284,12541,1607,760,20354,5440,3251,4419,10294,4133,591,430,8515,232728,241243,25071,0,457349,118936,0,0,30,58402,-13059,31,646760,888003,1093,1093,34848,35941,682701,923944,-510092,-35916,-26722,-572730,-241636,0,-15543,-829909,-147208,94035
中間投入／Ａ161／木材・木製品（百万円）,1,4,0,9,43,0,0,4,186,8,0,0,2,29,5190,6661,61,231,53,0,0,0,1,0,0,0,61,0,0,11,2,245,184,3,18,20,0,1,1,0,0,67,58,107,33,59,491,14,52,39,10,15,21,40,50,0,170,41,10,123,3867,0,154551,20669,1028,4445,21,4,0,4,10566,1123,1,2,10,0,0,0,99,3,0,56,6551,6,101,86,145,44,533,447,71,112,4,103,23,32,72,164,1,12,2347,238,3949,215,997,857,0,18,0,228006,228006,1221,0,4591,2556,28,0,159,1370,-143,58,9840,237846,3066,3066,6996,10062,19902,247908,-61553,-2106,-3178,-66837,-153848,0,-179,-220864,-200962,27044
中間投入／Ａ162／家具・装備品（百万円）,0,0,0,0,11,0,0,7,266,95,0,0,13,54,3,1008,18,86,229,0,11,0,32,0,0,38,152,0,1,64,66,20,1,10,3,11,0,16,7,0,0,12,9,31,61,132,248,269,258,284,27,155,26,381,538,0,117,44,10,125,815,13,30993,31278,40,105,899,374,1190,1781,16006,18955,1553,1682,685,406,281,0,202,346,37,206,1983,45,6036,786,34300,3243,5449,4955,10366,3959,8873,170,11948,3939,4613,5229,1762,172,14965,1965,14027,620,6676,5281,0,133,37590,264291,301881,5030,0,17039,1619,20,0,2900,53512,-164,28,79984,381865,1043,1043,16730,17773,97757,399638,-80814,-226,-4015,-85055,-239514,0,-562,-325131,-227374,74507
中間投入／Ａ163／パルプ・紙・板紙・加工紙（百万円）,4,0,0,0,0,0,0,0,134,36,0,17,14,147,504,1001,7897,32994,116948,0,50,0,0,4,0,89,1125,0,0,328,202,131,1287,0,18,333,0,23,0,17,0,53,7,61,106,71,272,309,1169,1657,48,35,143,665,303,0,2,64,0,0,2621,13,12461,4180,1,2,0,0,0,106,-7267,4382,0,0,350,0,111,0,28,72,519,563,6078,0,393,2,67050,436,161695,1352,8034,4793,2,623,1176,1376,748,0,9,456,31688,732,0,594,814,4,32645,1132,0,508242,508242,-9074,0,-9406,2806,0,0,0,0,-6394,339,-21729,486513,2568,2568,66485,69053,47324,555566,-40462,0,-2017,-42479,-487659,0,-194,-530332,-483008,25234
中間投入／Ａ164／紙加工品（百万円）,1444,6,8,10,0,0,0,0,9114,3831,1,19,68,343,30,1284,10,443,1045,0,37,0,47,0,0,794,6050,0,0,196,50,1121,1231,14,43,73,0,0,0,11,0,4,2,349,134,86,1354,208,751,858,152,113,234,806,444,0,19,96,0,9,2343,128,123,3251,0,0,0,0,136,287,93619,12262,160,0,0,336,209,0,164,317,27,606,7905,52,768,438,11177,585,2283,1126,3012,2715,4609,659,4726,6404,695,47,1937,1,15024,498,15196,561,1085,3053,69557,674,0,301697,301697,19120,0,25786,4904,0,0,0,0,-2692,78,47196,348893,2059,2059,63899,65958,113154,414851,-13921,-3,-691,-14615,-279786,0,-1129,-295530,-182376,119321
中間投入／Ａ191／印刷・製版・製本（百万円）,0,0,4,0,8,0,0,2,7311,354,0,4,6,416,39,226,1,2219,46835,0,3,0,7,0,0,74,2495,0,2,30,57,81,396,3,0,8,0,11,13,2,2,28,9,188,268,447,1594,1329,543,451,305,415,6,1987,1405,0,358,106,6,1173,1348,291,2283,1420,457,357,1852,2889,750,2134,78660,163760,1656,52,0,2108,992,0,327,409,449,131,8497,1167,22740,3650,75862,13162,256559,65032,31839,35918,13726,1435,18055,2269,27801,5436,167567,1812,47671,352,2939,1924,17926,6204,0,82,32041,1163177,1195218,4783,0,5536,423,0,0,0,0,721,29,11492,1206710,591,591,251775,252366,263858,1459076,-12331,0,-613,-12944,-399177,0,-101,-412222,-148364,1046854
中間投入／Ａ201／化学肥料（百万円）,1114,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,358,0,148,3,0,188,433,0,0,0,2,1,1,0,0,2,0,77,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,183,325,8,63,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,475,0,280,0,3987,3987,0,0,532,5,0,0,0,0,-3,0,534,4521,0,0,112,112,646,4633,-938,-1,-47,-986,-3530,0,-1,-4517,-3871,116
