区分／地域／分類コード／部門名,中間需要／東京都地域／1／農林水産・鉱業（百万円）,中間需要／東京都地域／2／製造業・建設（百万円）,中間需要／東京都地域／3／電力・ガス・水道（百万円）,中間需要／東京都地域／4／商業・金融・不動産（百万円）,中間需要／東京都地域／5／運輸・情報通信（百万円）,中間需要／東京都地域／6／公務・教育医療・サービス（百万円）,中間需要／東京都地域／7／本社（百万円）,中間需要／東京都地域／8／都：財・サービス内生部門計（百万円）,中間需要／東京都地域／9／都：内生部門計（百万円）,中間需要／その他地域／10／農林水産・鉱業（百万円）,中間需要／その他地域／11／製造業・建設（百万円）,中間需要／その他地域／12／電力・ガス・水道（百万円）,中間需要／その他地域／13／商業・金融・不動産（百万円）,中間需要／その他地域／14／運輸・情報通信（百万円）,中間需要／その他地域／15／公務・教育医療・サービス（百万円）,中間需要／その他地域／16／本社（百万円）,中間需要／その他地域／17／他：財・サービス内生部門計（百万円）,中間需要／その他地域／18／他：内生部門計（百万円）,中間需要／19／内生部門計（百万円）,最終需要／東京都地域／20／都事業所家計外消費支出（百万円）,最終需要／東京都地域／21／他県事業所家計外消費支出（百万円）,最終需要／東京都地域／22／民間消費支出（他県民支出を除く。）（百万円）,最終需要／東京都地域／23／他県民支出（百万円）,最終需要／東京都地域／24／一般政府消費支出（百万円）,最終需要／東京都地域／25／都内総固定資本形成（百万円）,最終需要／東京都地域／26／在庫純増（百万円）,最終需要／東京都地域／27／調整項（百万円）,最終需要／東京都地域／28／都内最終需要計（百万円）,最終需要／東京都地域／29／都内需要合計（百万円）,最終需要／東京都地域／30／輸出（百万円）,最終需要／東京都地域／31／都：輸出計（百万円）,最終需要／東京都地域／32／都：最終需要計（百万円）,最終需要／東京都地域／33／都：需要合計（百万円）,最終需要／東京都地域／34／（控除）輸入（百万円）,最終需要／東京都地域／35／都：（控除）輸入計（百万円）,最終需要／その他地域／36／都事業所家計外消費支出（百万円）,最終需要／その他地域／37／他県事業所家計外消費支出（百万円）,最終需要／その他地域／38／都民支出（百万円）,最終需要／その他地域／39／民間消費支出（都民支出を除く。）（百万円）,最終需要／その他地域／40／一般政府消費支出（百万円）,最終需要／その他地域／41／他地域内総固定資本形成（百万円）,最終需要／その他地域／42／在庫純増（百万円）,最終需要／その他地域／43／調整項（百万円）,最終需要／その他地域／44／他地域内最終需要計（百万円）,最終需要／その他地域／45／他地域内需要合計（百万円）,最終需要／その他地域／46／輸出（百万円）,最終需要／その他地域／47／他：輸出計（百万円）,最終需要／その他地域／48／他：最終需要計（百万円）,最終需要／その他地域／49／他：需要合計（百万円）,最終需要／その他地域／50／（控除）輸入（百万円）,最終需要／その他地域／51／他：（控除）輸入計（百万円）,52／輸出計（百万円）,53／国内最終需要計（百万円）,54／国内需要合計（百万円）,55／最終需要計（百万円）,56／需要合計（百万円）,57／（控除）輸入計（百万円）,58／生産額（百万円）
中間投入／その他地域／11／製造業・建設（百万円）,14052,3984277,138132,376732,1198702,3230384,39862,8942279,8982141,2746778,136907826,3043172,6680987,8115243,27957043,400681,185451049,185851730,194833871,289579,0,4093911,770448,233,2914686,-12657,0,8056200,17038341,22680,22680,8078880,17061021,0,0,0,1215028,243749,47034391,224007,62582412,611358,1533280,113444225,299295955,53514429,53514429,166958654,352810384,-43298097,-43298097,53537109,121500425,316334296,175037534,369871405,-43298097,326573308
中間投入／その他地域／12／電力・ガス・水道（百万円）,321,53828,60746,131613,64100,235990,73319,546598,619917,146507,5293284,2615501,2298932,845296,4229698,342946,15429218,15772164,16392081,478,0,315498,0,0,0,0,0,315976,935893,3803,3803,319779,939696,0,0,0,5959,0,6964525,-268799,0,0,0,6701685,22473849,26716,26716,6728401,22500565,-1661,-1661,30519,7017661,23409742,7048180,23440261,-1661,23438600
中間投入／その他地域／13／商業・金融・不動産（百万円）,1570,361652,15467,128055,111782,430133,18022,1048659,1066681,683913,17299955,612601,8770385,3059174,11164235,2485330,41590263,44075593,45142274,41007,0,636112,99114,100,291917,6078,0,1074328,2141009,153724,153724,1228052,2294733,0,0,0,1099848,152233,95996102,65721,4411675,107189,0,101832768,145908361,6315779,6315779,108148547,152224140,-1630728,-1630728,6469503,102907096,148049370,109376599,154518873,-1630728,152888145
中間投入／その他地域／14／運輸・情報通信（百万円）,983,271348,48293,349689,568188,966933,249838,2205434,2455272,824732,9920859,990090,8086899,8267145,9056289,2123185,37146014,39269199,41724471,49600,0,323930,46457,433,243187,2586,0,666193,3121465,126165,126165,792358,3247630,0,0,3999,381768,387831,20642995,-15892,3626974,23288,245,25051208,64320407,4828732,4828732,29879940,69149139,-3419075,-3419075,4954897,25717401,67441872,30672298,72396769,-3419075,68977694
中間投入／その他地域／15／公務・教育医療・サービス（百万円）,217,70302,26680,68705,295068,350256,140555,811228,951783,493580,19616477,2686703,9078808,8905396,20171619,2533731,60952583,63486314,64438097,4120,228,151681,17895,0,1746,0,0,175670,1127453,252,252,175922,1127705,0,0,438382,6750527,967883,58308207,87170786,1854407,0,1334,155491526,218977840,1318129,1318129,156809655,220295969,-2203693,-2203693,1318381,155667196,220105293,156985577,221423674,-2203693,219219981
中間投入／その他地域／16／本社（百万円）,434,455953,35150,2056767,1616789,1110380,0,5275473,5275473,127122,11697146,653777,11598352,5371863,6584088,0,36032348,36032348,41307821,0,0,0,0,0,0,0,0,0,5275473,0,0,0,5275473,0,0,0,0,0,0,0,0,0,0,0,36032348,0,0,0,36032348,0,0,0,0,41307821,0,41307821,0,41307821
中間投入／その他地域／17／他：財・サービス内生部門計（百万円）,18559,5006483,289675,1055375,2238173,5424757,521596,14033022,14554618,6350326,213734916,16219117,34924038,29194092,73680566,7885873,374103055,381988928,396543546,396428,228,5825966,982533,766,3456795,-5633,0,10657083,25211701,306842,306842,10963925,25518543,0,0,442381,9496410,1766634,231846382,87175823,72631692,946259,1538885,405844466,787833394,66086104,66086104,471930570,853919498,-75653747,-75653747,66392946,416501549,813045095,482894495,879438041,-75653747,803784294
中間投入／その他地域／18／他：内生部門計（百万円）,18993,5462436,324825,3112142,3854962,6535137,521596,19308495,19830091,6477448,225432062,16872894,46522390,34565955,80264654,7885873,410135403,418021276,437851367,396428,228,5825966,982533,766,3456795,-5633,0,10657083,30487174,306842,306842,10963925,30794016,0,0,442381,9496410,1766634,231846382,87175823,72631692,946259,1538885,405844466,823865742,66086104,66086104,471930570,889951846,-75653747,-75653747,66392946,416501549,854352916,482894495,920745862,-75653747,845092115
中間投入／19／内生部門計（百万円）,41792,10055100,1690321,14060895,14461235,21895366,8099633,62204709,70304342,6719877,240955287,17738076,57133987,39948925,89638817,9090744,452134969,461225713,531530055,2890754,642838,37772905,5753273,11546548,13460309,15672,24428,72106727,142411069,3302871,3302871,75409598,145713940,-7504330,-7504330,442381,9657323,1821706,237473561,87189919,77924097,964154,1538885,417012026,878237739,67641709,67641709,484653735,945879448,-75653747,-75653747,70944580,489118753,1020648808,560063333,1091593388,-83158077,1008435311
粗付加価値／20／家計外消費支出（行）（百万円）,3548,206797,21450,805808,380095,799881,1115556,2217579,3333135,97093,3053417,242900,2084708,635868,2613237,1572938,8727223,10300161,13633296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／21／雇用者所得（百万円）,27985,4423729,243745,9679285,5147081,15884262,12126758,35406087,47532845,1422338,47712292,2051698,29964019,14101351,84661138,20975342,179912836,200888178,248421023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／22／営業余剰（百万円）,23947,227012,-120094,11491602,2464861,3217297,3347830,17304625,20652455,2846930,7399882,-2266408,35954005,6452275,10602241,5164725,60988925,66153650,86806105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／23／資本減耗引当（百万円）,6205,629601,390960,6484931,2344481,5127521,1197228,14983699,16180927,1753929,17321393,5069007,22801461,6524209,28167321,1889710,81637320,83527030,99707957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／24／間接税（関税・輸入品商品税を除く。）（百万円）,6332,398566,94619,1678414,641479,1326376,1565629,4145786,5711415,542118,10521210,866666,5739305,1519715,4419318,2614362,23608332,26222694,31934109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／25／（控除）経常補助金（百万円）,-433,-95122,-4928,-151821,-22635,-96984,0,-371923,-371923,-695719,-390173,-263339,-789340,-204649,-882091,0,-3225311,-3225311,-3597234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／26／粗付加価値部門計（百万円）,67584,5790583,625752,29988219,10955362,26258353,19353001,73685853,93038854,5966689,85618021,5700524,95754158,29028769,129581164,32217077,351649325,383866402,476905256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27／生産額（百万円）,109376,15845683,2316073,44049114,25416597,48153719,27452634,135890562,163343196,12686566,326573308,23438600,152888145,68977694,219219981,41307821,803784294,845092115,1008435311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２-１（５）　平成23年（2011年）東京都産業連関表　地域間表 （取引基本表、７部門分類×２地域）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
