年・期,西暦(年),四半期,建設業（千人）,製造業（千人）,情報通信業（千人）,運輸業，郵便業（千人）,卸売業，小売業（千人）,金融業，保険業（千人）,不動産業，物品賃貸業（千人）,学術研究，専門･技術ｻｰﾋﾞｽ業（千人）,宿泊業，飲食ｻｰﾋﾞｽ業（千人）,生活関連ｻｰﾋﾞｽ業，娯楽業（千人）,教育，学習支援業（千人）,医療，福祉（千人）,ｻｰﾋﾞｽ業（他に分類されないもの）（千人）
実数／男／平成23年10～12月平均,2011,10～12,352,495,452,273,564,130,147,277,234,136,163,180,340
実数／女／平成21年平均,2009,,68,219,147,77,534,125,82,143,259,152,178,397,281
実数／女／平成22年平均,2010,,56,219,154,83,525,134,80,146,254,147,181,416,276
実数／女／平成23年平均,2011,,72,228,164,68,560,128,82,131,243,143,183,418,274
実数／女／平成21年７～９月平均,2009,07～09,68,211,134,51,532,129,76,127,267,160,188,426,279
実数／女／平成21年10～12月平均,2009,10～12,58,202,154,129,530,111,78,156,245,147,179,406,298
実数／女／平成22年１～３月平均,2010,01～03,60,194,165,107,533,129,91,156,250,135,180,396,267
実数／女／平成22年４～６月平均,2010,04～06,65,222,150,57,529,136,81,150,257,162,191,421,272
実数／女／平成22年７～９月平均,2010,07～09,50,239,146,58,487,139,84,125,251,154,178,431,271
実数／女／平成22年10～12月平均,2010,10～12,50,220,157,109,553,134,66,153,259,137,177,416,294
実数／女／平成23年１～３月平均,2011,01～03,72,212,152,93,588,121,83,142,275,148,192,421,256
実数／女／平成23年４～６月平均,2011,04～06,72,243,160,66,569,132,86,129,220,127,183,413,298
実数／女／平成23年７～９月平均,2011,07～09,76,220,174,53,548,134,79,118,245,140,160,427,255
実数／女／平成23年10～12月平均,2011,10～12,71,238,169,60,536,127,79,136,234,159,196,409,287
対前年・前年同期増減数／男女計／平成21年平均,2009,,-31,-58,23,29,-42,-7,-9,7,13,4,19,18,-49
対前年・前年同期増減数／男女計／平成22年平均,2010,,-46,-52,37,21,-33,-3,-5,9,-9,-10,8,29,-12
対前年・前年同期増減数／男女計／平成23年平均,2011,,11,-9,-24,-20,28,5,26,-1,-32,10,-3,7,26
対前年・前年同期増減数／男女計／平成21年７～９月平均,2009,07～09,-35,-72,-28,50,-9,-10,-3,17,27,-1,-4,14,-76
対前年・前年同期増減数／男女計／平成21年10～12月平均,2009,10～12,-32,-110,-3,91,-36,10,-17,-32,-4,-18,65,-14,-57
対前年・前年同期増減数／男女計／平成22年１～３月平均,2010,01～03,-23,-146,-1,58,-22,-23,-22,7,-22,-10,44,69,-17
対前年・前年同期増減数／男女計／平成22年４～６月平均,2010,04～06,-42,-31,67,17,-87,-5,-6,10,-8,-5,-15,23,-23
対前年・前年同期増減数／男女計／平成22年７～９月平均,2010,07～09,-54,-9,54,22,-76,20,-8,10,-27,-17,12,13,-18
対前年・前年同期増減数／男女計／平成22年10～12月平均,2010,10～12,-66,-20,28,-15,52,-7,17,7,22,-10,-10,10,9
対前年・前年同期増減数／男女計／平成23年１～３月平均,2011,01～03,-21,-11,-43,-9,20,7,16,-9,2,45,4,48,21
対前年・前年同期増減数／男女計／平成23年４～６月平均,2011,04～06,27,12,-66,33,86,12,49,0,-91,-28,-9,-5,50
対前年・前年同期増減数／男女計／平成23年７～９月平均,2011,07～09,26,-13,12,-51,64,-10,14,13,-15,-3,-22,-33,23
対前年・前年同期増減数／男女計／平成23年10～12月平均,2011,10～12,15,-24,2,-53,-55,12,25,-7,-24,26,17,18,11
対前年・前年同期増減数／男／平成21年平均,2009,,-25,-44,17,10,-26,-8,-7,3,5,-2,15,14,-45
対前年・前年同期増減数／男／平成22年平均,2010,,-35,-52,30,15,-25,-13,-3,6,-4,-6,4,9,-7
対前年・前年同期増減数／男／平成23年平均,2011,,-4,-18,-33,-5,-6,12,24,14,-21,14,-3,6,28
対前年・前年同期増減数／男／平成21年７～９月平均,2009,07～09,-36,-64,-23,51,-3,-7,-4,18,17,-5,3,6,-71
対前年・前年同期増減数／男／平成21年10～12月平均,2009,10～12,-18,-79,15,20,-57,10,-20,-4,-18,-5,51,-4,-42
対前年・前年同期増減数／男／平成22年１～３月平均,2010,01～03,-12,-98,0,17,-26,-27,-21,4,-14,-5,24,28,-3
対前年・前年同期増減数／男／平成22年４～６月平均,2010,04～06,-31,-32,53,24,-70,-7,-5,-3,3,-8,-21,2,-27
対前年・前年同期増減数／男／平成22年７～９月平均,2010,07～09,-36,-37,42,14,-30,11,-14,10,-12,-11,22,7,-10
対前年・前年同期増減数／男／平成22年10～12月平均,2010,10～12,-58,-39,25,4,30,-29,29,9,8,0,-8,-1,13
対前年・前年同期増減数／男／平成23年１～３月平均,2011,01～03,-33,-29,-31,4,-37,15,24,4,-23,32,-8,23,32
対前年・前年同期増減数／男／平成23年４～６月平均,2011,04～06,21,-9,-77,24,45,17,45,20,-55,8,-1,3,25
対前年・前年同期増減数／男／平成23年７～９月平均,2011,07～09,0,6,-16,-45,2,-5,17,21,-9,11,-5,-28,38
対前年・前年同期増減数／男／平成23年10～12月平均,2011,10～12,-6,-42,-10,-4,-38,19,12,11,1,5,-2,24,19
対前年・前年同期増減数／女／平成21年平均,2009,,-6,-14,6,18,-16,1,-2,4,8,7,5,4,-5
対前年・前年同期増減数／女／平成22年平均,2010,,-12,0,7,6,-9,9,-2,3,-5,-5,3,19,-5
対前年・前年同期増減数／女／平成23年平均,2011,,16,9,10,-15,35,-6,2,-15,-11,-4,2,2,-2
対前年・前年同期増減数／女／平成21年７～９月平均,2009,07～09,1,-7,-5,-1,-6,-3,0,0,11,4,-6,9,-4
対前年・前年同期増減数／女／平成21年10～12月平均,2009,10～12,-14,-31,-17,72,20,0,3,-27,15,-13,14,-9,-15
対前年・前年同期増減数／女／平成22年１～３月平均,2010,01～03,-12,-48,0,42,5,4,0,4,-8,-5,20,41,-14
対前年・前年同期増減数／女／平成22年４～６月平均,2010,04～06,-11,1,14,-7,-16,1,0,13,-10,3,6,21,4
対前年・前年同期増減数／女／平成22年７～９月平均,2010,07～09,-18,28,12,7,-45,10,8,-2,-16,-6,-10,5,-8
対前年・前年同期増減数／女／平成22年10～12月平均,2010,10～12,-8,18,3,-20,23,23,-12,-3,14,-10,-2,10,-4
対前年・前年同期増減数／女／平成23年１～３月平均,2011,01～03,12,18,-13,-14,55,-8,-8,-14,25,13,12,25,-11
対前年・前年同期増減数／女／平成23年４～６月平均,2011,04～06,7,21,10,9,40,-4,5,-21,-37,-35,-8,-8,26
対前年・前年同期増減数／女／平成23年７～９月平均,2011,07～09,26,-19,28,-5,61,-5,-5,-7,-6,-14,-18,-4,-16
対前年・前年同期増減数／女／平成23年10～12月平均,2011,10～12,21,18,12,-49,-17,-7,13,-17,-25,22,19,-7,-7
,,,,,,,,,,,,,,,
東京の労働力統計データ（平成23年10～12月平均）,,,,,,,,,,,,,,,
第４表　主な産業別就業者数  ,,,,,,,,,,,,,,,
