区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,200,194,6,3.1,95,101,-6,-5.9,105,94,11,11.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,144,157,-13,-8.3,66,67,-1,-1.5,78,90,-12,-13.3
〔就業者の主な産業別内訳〕／建設業,423,408,15,3.7,352,358,-6,-1.7,71,50,21,42
〔就業者の主な産業別内訳〕／製造業,734,758,-24,-3.2,495,537,-42,-7.8,238,220,18,8.2
〔就業者の主な産業別内訳〕／情報通信業,621,619,2,0.3,452,462,-10,-2.2,169,157,12,7.6
〔就業者の主な産業別内訳〕／運輸業，郵便業,333,386,-53,-13.7,273,277,-4,-1.4,60,109,-49,-45
〔就業者の主な産業別内訳〕／卸売業，小売業,1100,1155,-55,-4.8,564,602,-38,-6.3,536,553,-17,-3.1
〔就業者の主な産業別内訳〕／金融業，保険業,256,244,12,4.9,130,111,19,17.1,127,134,-7,-5.2
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,226,201,25,12.4,147,135,12,8.9,79,66,13,19.7
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,413,420,-7,-1.7,277,266,11,4.1,136,153,-17,-11.1
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,468,492,-24,-4.9,234,233,1,0.4,234,259,-25,-9.7
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,295,269,26,9.7,136,131,5,3.8,159,137,22,16.1
〔就業者の主な産業別内訳〕／教育，学習支援業,359,342,17,5,163,165,-2,-1.2,196,177,19,10.7
〔就業者の主な産業別内訳〕／医療，福祉,590,572,18,3.1,180,156,24,15.4,409,416,-7,-1.7
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,626,615,11,1.8,340,321,19,5.9,287,294,-7,-2.4
〔雇用者の主な産業別内訳〕／建設業,361,346,15,4.3,298,300,-2,-0.7,64,46,18,39.1
〔雇用者の主な産業別内訳〕／製造業,700,711,-11,-1.5,475,509,-34,-6.7,225,202,23,11.4
〔雇用者の主な産業別内訳〕／情報通信業,592,595,-3,-0.5,429,443,-14,-3.2,163,153,10,6.5
〔雇用者の主な産業別内訳〕／運輸業，郵便業,313,366,-53,-14.5,254,257,-3,-1.2,59,109,-50,-45.9
〔雇用者の主な産業別内訳〕／卸売業，小売業,1008,1028,-20,-1.9,515,533,-18,-3.4,493,495,-2,-0.4
〔雇用者の主な産業別内訳〕／金融業，保険業,254,239,15,6.3,128,109,19,17.4,126,130,-4,-3.1
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,198,173,25,14.5,132,119,13,10.9,65,54,11,20.4
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,300,297,3,1,197,191,6,3.1,103,107,-4,-3.7
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,398,405,-7,-1.7,197,188,9,4.8,201,217,-16,-7.4
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,226,210,16,7.6,105,100,5,5,121,109,12,11
〔雇用者の主な産業別内訳〕／教育，学習支援業,334,305,29,9.5,160,156,4,2.6,174,149,25,16.8
〔雇用者の主な産業別内訳〕／医療，福祉,550,519,31,6,154,124,30,24.2,396,395,1,0.3
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,577,577,0,0,307,297,10,3.4,271,280,-9,-3.2
〔非農林業雇用者の従業者規模別内訳〕／総数,6084,6019,65,1.1,3541,3492,49,1.4,2544,2526,18,0.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1747,1695,52,3.1,1012,985,27,2.7,735,710,25,3.5
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1886,2030,-144,-7.1,1059,1139,-80,-7,828,891,-63,-7.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2000,1894,106,5.6,1225,1147,78,6.8,775,748,27,3.6
〔完全失業率（年齢階級別）(%)〕／総数,4.5,4.8,-0.3,-,4.8,5,-0.2,-,4,4.6,-0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,8.5,6.7,1.8,-,9.3,8.4,0.9,-,7.7,5,2.7,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.1,6.4,-2.3,-,5.1,7.6,-2.5,-,2.7,4.7,-2,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4.3,5.1,-0.8,-,4.2,4.7,-0.5,-,4.3,5.6,-1.3,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,4,3.4,0.6,-,3.6,3.1,0.5,-,4.4,4,0.4,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,5.7,4.9,0.8,-,6.5,4.7,1.8,-,4.3,5.1,-0.8,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.1,2.1,0,-,2.6,2.8,-0.2,-,1.2,0.8,0.4,-
〔労働力人口比率(%)〕／総数,62,62.6,-0.6,-,73.8,73.9,-0.1,-,50.5,51.5,-1,-
,,,,,,,,,,,,
東京の労働力統計データ（平成23年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成23年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
