全国地方公共団体コード,ID,地方公共団体名,地区名,ゴミの品目,ゴミの品目_カナ,ゴミの品目_英字,分別区分,注意点,備考,粗大ごみ回収料金
132241,132241GMLT000024,多摩市,全域,アタッシュケース【金属】,アタッシュケース,Attache case [metal,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000025,多摩市,全域,アタッシュケース【革】,アタッシュケース,Attache Case [Leather,燃やせるごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000026,多摩市,全域,アダプター（電気充電用の機器）,アダプター,Adapters (devices for electric recharging),小型家電・金属類,,,
132241,132241GMLT000027,多摩市,全域,圧力鍋,アツリョクナベ,Pressure cooker,小型家電・金属類,,,
132241,132241GMLT000028,多摩市,全域,油【機械用】,アブラ,Oil [for machinery,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000029,多摩市,全域,油【食用】,アブラ,Oil [Edible,燃やせるごみ,,新聞紙や布にしみ込ませて出してください,
132241,132241GMLT000031,多摩市,全域,油こし紙,アブラコシシ,Oil strainer,燃やせるごみ,,,
132241,132241GMLT000032,多摩市,全域,油こし容器【金属】,アブラコシヨウキ,Oil strainer container [metal,小型家電・金属類,,,
132241,132241GMLT000033,多摩市,全域,油とり紙,アブラトリシ,Oil-absorbent paper used cosmetically to absorb oil from (facial) skin,燃やせるごみ,,,
132241,132241GMLT000034,多摩市,全域,油の容器【金属】,アブラノヨウキ,Oil containers [metal,小型家電・金属類,,中身は空にしてフタをあけて出してください,
132241,132241GMLT000035,多摩市,全域,油の容器【ビン】,アブラノヨウキ,Container for oil [bottle,燃やせないごみ,,金属のフタははずして金属類へ出してください,
132241,132241GMLT000036,多摩市,全域,油の容器【プラスチック】,アブラノヨウキ,Oil containers [Plastic,燃やせるごみ,,,
132241,132241GMLT000037,多摩市,全域,雨具（カッパ）,アマグ,Raincoat,燃やせるごみ,,,
132241,132241GMLT000038,多摩市,全域,雨戸（1枚）,アマド,Storm shutters (1),粗大ごみ,,,
132241,132241GMLT000041,多摩市,全域,編み機,アミキ,Knitting machine,粗大ごみ,,,
132241,132241GMLT000042,多摩市,全域,網戸,アミド,Screen door,粗大ごみ,,,
132241,132241GMLT000040,多摩市,全域,網・ネット（みかん等の網）,アミ・ネット,"Nets (nets for mandarin oranges, etc.)",プラスチック,,,
132241,132241GMLT000039,多摩市,全域,雨どい【塩化ビニール管】,アメドイ,Rain gutters [PVC pipe,粗大ごみ,,,
132241,132241GMLT000043,多摩市,全域,アルカリ乾電池,アルカリカンデンチ,Alkaline battery,有害性ごみ,,,
132241,132241GMLT000044,多摩市,全域,アルバム 【紙製・布製】,アルバム,"Albums [Paper, Cloth",燃やせるごみ,,金属がついていても出せます,
132241,132241GMLT000045,多摩市,全域,アルバム 【プラスチック】,アルバム,Album [Plastic,プラスチック,,金属や紙がついていたら燃やせるごみへ出してください,
132241,132241GMLT000046,多摩市,全域,アルミ缶【金属】,アルミカン,Aluminum cans [Metal,缶・ペットボトル,,軽く洗って、汚れを落とし、水を切ってください,
132241,132241GMLT000047,多摩市,全域,アルミコーティング袋（菓子・薬等の包装類）【きれい】,アルミコーティングブクロ,"Aluminum-coated bags (packaging for confectioneries, medicines, etc.) [clean",プラスチック,,,
132241,132241GMLT000048,多摩市,全域,アルミコーティング袋（菓子・薬等の包装類）【汚い】,アルミコーティングブクロ,"Aluminum-coated bags (packaging for confectioneries, medicines, etc.) [Dirty",燃やせるごみ,,,
132241,132241GMLT000049,多摩市,全域,アルミサッシ,アルミサッシ,Aluminium sash (aluminum),粗大ごみ,,,
132241,132241GMLT000050,多摩市,全域,アルミ箔の容器（うどん等）,アルミハクノヨウキ,"Aluminum foil containers (e.g., udon noodles)",燃やせないごみ,,,
132241,132241GMLT000051,多摩市,全域,アルミホイル,アルミホイル,Aluminum foil,燃やせないごみ,,,
132241,132241GMLT000052,多摩市,全域,アルミホイルの箱（金・銀の着色のないもの）,アルミホイルノハコ,Aluminum foil box (without gold or silver coloring),雑誌・雑紙,,カッター刃の部分は取りはずしてください,
132241,132241GMLT000053,多摩市,全域,泡たて器【電動・金属】,アワタテキ,Whisk [Electric / Metal,小型家電・金属類,,,
132241,132241GMLT000054,多摩市,全域,あんか（電気）,アンカ,Anka (Electricity),小型家電・金属類,,,
132241,132241GMLT000055,多摩市,全域,安全ピン,アンゼンピン,Safety pin,小型家電・金属類,,,
132241,132241GMLT000056,多摩市,全域,アンテナ,アンテナ,Antenna,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000057,多摩市,全域,アンプ（ステレオ用）,アンプ,Amplifier (for stereo),小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000058,多摩市,全域,按摩器（マッサージチェア）,アンマキ,Massage chairs,粗大ごみ,,,
132241,132241GMLT000060,多摩市,全域,石,イシ,Stone,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000061,多摩市,全域,衣装箱（衣装ケース）【紙】,イショウバコ,Costume Boxes [Paper,雑誌・雑紙,,開いてヒモで縛ってください,
132241,132241GMLT000062,多摩市,全域,衣装箱（衣装ケース）【金属・プラスチック】,イショウバコ,"Costume Boxes [Metal, Plastic",粗大ごみ,,,
132241,132241GMLT000063,多摩市,全域,椅子【金属】,イス,Chair [metal,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000064,多摩市,全域,椅子【プラスチック・木製】,イス,Chairs [plastic and wood,燃やせるごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000065,多摩市,全域,板（木製）【指定袋に入るもの】,イタ,Planks (wooden) [to be placed in designated bags].,燃やせるごみ,,,
132241,132241GMLT000066,多摩市,全域,板（木製）【指定袋に入らないもの】,イタ,Planks (wooden) [Items that do not fit into the designated bag].,粗大ごみ,,大きさによっては収集できません,
132241,132241GMLT000067,多摩市,全域,板（ガラス）,イタ,Plate (glass),燃やせないごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000068,多摩市,全域,一輪車【スポーツ用・作業用・ねこ・手押し車】,イチリンシャ,"Unicycle [for sports, work, cat, wheelbarrow].",粗大ごみ,,,
132241,132241GMLT000069,多摩市,全域,一升瓶（びん）【きれい】,イッショウビン,Bottle [clean,びん,,,
132241,132241GMLT000070,多摩市,全域,一升瓶（びん）【汚れている・割れている】,イッショウビン,"Bottle [dirty, broken].",燃やせないごみ,,,
132241,132241GMLT000071,多摩市,全域,一斗缶（食用・ペンキ等）【金属】,イットカンキンゾク,"One-quart cans (for food, paint, etc.) [metal",小型家電・金属類,,中身は空にしてフタをあけて出してください,
132241,132241GMLT000072,多摩市,全域,糸,イト,Thread,燃やせるごみ,,,
132241,132241GMLT000073,多摩市,全域,犬小屋,イヌコヤ,Kennel,粗大ごみ,,,
132241,132241GMLT000074,多摩市,全域,医薬品（処方されたもの）,イヤクヒン,Pharmaceuticals (as prescribed),燃やせるごみ,,,
132241,132241GMLT000075,多摩市,全域,イヤホン,イヤホン,Earphone,小型家電・金属類,,充電式電池が外せないものは有害性ごみで出してください,
132241,132241GMLT000076,多摩市,全域,医療廃棄物,イリョウハイキブツ,Hospital waste,収集できません,,医療機関等や専門業者に相談してください,
132241,132241GMLT000077,多摩市,全域,衣類（古着）【古着として着ることができる】,イルイ,Clothing (used clothing) [can be worn as used clothing].,古布,,ナイロン製のものは燃やせるごみへ出してください,
132241,132241GMLT000078,多摩市,全域,衣類（古着）【破れている、汚れがひどい】,イルイ,"Clothing (used clothing) [torn, badly soiled",燃やせるごみ,,,
132241,132241GMLT000079,多摩市,全域,衣類乾燥機,イルイカンソウキ,Clothes dryer,収集できません,,家電リサイクル品目につき専門業者に処理を依頼してください,
132241,132241GMLT000080,多摩市,全域,衣類乾燥機の台,イルイカンソウキノダイ,Clothes dryer stand,粗大ごみ,,,
132241,132241GMLT000081,多摩市,全域,入れ歯,イレバ,Denture,燃やせるごみ,,,
132241,132241GMLT000082,多摩市,全域,色鉛筆,イロエンピツ,Color pencil,燃やせるごみ,,,
132241,132241GMLT000083,多摩市,全域,色紙【紙】,イロガミ,Colored paper [Paper,雑誌・雑紙,,ひもで縛るか紙袋に入れて出してください,
132241,132241GMLT000084,多摩市,全域,印鑑【象牙・木・プラスチック】,インカン,"Seals [ivory, wood, plastic",燃やせるごみ,,,
132241,132241GMLT000085,多摩市,全域,インク,インク,Ink,燃やせるごみ,,新聞紙や布に染み込ませて出してください,
132241,132241GMLT000086,多摩市,全域,インクカートリッジ【家庭用インクジェットの容器】,インクカートリッジ,Ink cartridges [containers for home-use inkjets].,店頭回収,,店頭回収に持っていけない場合は燃やせるごみに出してください,
132241,132241GMLT000087,多摩市,全域,インクリボン（ワープロ等）,インクリボン,"Ink ribbon (word processor, etc.)",燃やせるごみ,,,
132241,132241GMLT000088,多摩市,全域,インスタント食品の袋【プラスチックきれい】,インスタントショクヒンノフクロ,Instant food bag [plastic clean,プラスチック,,汚れているものは燃やせるごみへ出してください,
132241,132241GMLT000089,多摩市,全域,インターホーン,インターホーン,Intercom,小型家電・金属類,,,
132241,132241GMLT000059,多摩市,全域,イーゼル,イーゼル,Easel,粗大ごみ,,,
132241,132241GMLT000090,多摩市,全域,ウィッグ,ウィッグ,Wig,燃やせるごみ,,,
132241,132241GMLT000091,多摩市,全域,ウィンドサーフィン,ウィンドサーフィン,Windsurfing,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000092,多摩市,全域,ウィンドブレーカー【ポリエステル】,ウィンドブレーカー,Windbreaker [Polyester,燃やせるごみ,,,
132241,132241GMLT000100,多摩市,全域,ウェットティッシュ,ウェットティッシュ,Wet wipes,燃やせるごみ,,,
132241,132241GMLT000093,多摩市,全域,植木枝葉（せん定枝）【太さ5cm以下、長さ60cm以下】,ウエキエダハ,Planting branches and leaves (sharpened branches) [less than 5 cm in thickness and less than 60 cm in length].,燃やせるごみ,,1束の太さは30cm程度で、1回に3束まで出せます,
132241,132241GMLT000094,多摩市,全域,植木枝葉（せん定枝）【枝の太さ15cm以下、長さ1．5m以下】,ウエキエダハ,"Planting branches and leaves (sharpened branches) [branch thickness less than 15 cm, length less than 1.5 m].",粗大ごみ,,1束の太さは30cm程度で、1回に3束まで出せます,
132241,132241GMLT000095,多摩市,全域,植木鉢（植木鉢受皿）（植木ポット）【木・汚れたプラスチック】,ウエキバチ,"Plant pot (flowerpot saucer) (plant pot) [wood, dirty plastic].",燃やせるごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000096,多摩市,全域,植木鉢（植木鉢受皿）（植木ポット）【陶器】,ウエキバチ,Plant pot (flowerpot saucer) (plant pot) [ceramic].,燃やせないごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000097,多摩市,全域,植木鉢（植木鉢受皿）（植木ポット）【プラスチックきれい】,ウエキバチ,Plant pot (flowerpot saucer) (plant pot) [plastic clean,プラスチック,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000098,多摩市,全域,ウエス,ウエス,Waste cloth,燃やせるごみ,,,
132241,132241GMLT000099,多摩市,全域,ウエストバッグ（ポーチ）,ウエストバッグ,Waist Bags (Pouches),燃やせるごみ,,,
132241,132241GMLT000101,多摩市,全域,ウォッシュレット,ウォッシュレット,Toilet seat with bidet functions,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000102,多摩市,全域,浮き輪,ウキワ,Float,燃やせるごみ,,,
132241,132241GMLT000103,多摩市,全域,臼（うす）【木】,ウス,Mortar [wood,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000104,多摩市,全域,うちわ（竹・プラスチック）,ウチワ,Uchiwa (bamboo and plastic),燃やせるごみ,,,
132241,132241GMLT000105,多摩市,全域,ウッドカーペット,ウッドカーペット,Wood carpet,粗大ごみ,,,
132241,132241GMLT000106,多摩市,全域,腕時計,ウデドケイ,Wristwatch,小型家電・金属類,,,
132241,132241GMLT000107,多摩市,全域,乳母車（ベビーカー）,ウバグルマ,Baby buggy,粗大ごみ,,,
132241,132241GMLT000108,多摩市,全域,梅酒を漬けるびん,ウメシュヲツケルビン,Bottle for pickling ume wine,燃やせないごみ,,,
132241,132241GMLT000109,多摩市,全域,羽毛ふとん,ウモウフトン,Down(-filled) quilt (futon),粗大ごみ,,指定袋に入るものは燃やせるごみへ出してください,
132241,132241GMLT000110,多摩市,全域,運動靴,ウンドウクツ,Sports shoes,燃やせるごみ,,,
132241,132241GMLT000112,多摩市,全域,エアコン（室内機・室外機）,エアコン,Air conditioners (indoor and outdoor units),収集できません,,家電リサイクル品目につき専門業者に処理を依頼してください,
132241,132241GMLT000113,多摩市,全域,エアロバイク,エアロバイク,Exercise bike,粗大ごみ,,,
132241,132241GMLT000111,多摩市,全域,エアーポンプ【水槽用】,エアーポンプ,Air pumps [for aquarium tanks,小型家電・金属類,,,
132241,132241GMLT000114,多摩市,全域,映写機【家庭用プロジェクター】,エイシャキ,Projector [Projector for home use,小型家電・金属類,,,
132241,132241GMLT000115,多摩市,全域,衛生用品【包帯・絆創膏など】,エイセイヨウヒン,"Sanitary supplies [bandages, adhesive plasters, etc.",燃やせるごみ,,,
132241,132241GMLT000116,多摩市,全域,栄養剤のびん,エイヨウザイノビン,Nutritional Supplement Bottle,びん,,,
132241,132241GMLT000117,多摩市,全域,液晶テレビ,エキショウテレビ,Liquid crystal television,収集できません,,家電リサイクル品目につき専門業者に処理を依頼してください,
132241,132241GMLT000118,多摩市,全域,エキスパンダー【金属】,エキスパンダー,Expander [Metal,小型家電・金属類,,,
132241,132241GMLT000119,多摩市,全域,エキスパンダー【ゴム】,エキスパンダー,Expander [Rubber,燃やせるごみ,,,
132241,132241GMLT000120,多摩市,全域,枝木（せん定枝）【太さ5cm以下、長さ60cm以下】,エダキ,Branch trees (pruned branches) [5 cm or less in thickness and 60 cm or less in length].,燃やせるごみ,,1束の太さは30cm程度で、1回に3束まで出せます,
132241,132241GMLT000121,多摩市,全域,枝木（せん定枝）【枝の太さ15cm以下、長さ1．5m以下】,エダキ,"Branch trees (sharpened branches) [branch thickness less than 15 cm, length less than 1.5 m].",粗大ごみ,,1束の太さは30cm程度で、1回に3束まで出せます,
132241,132241GMLT000122,多摩市,全域,枝切りばさみ【指定袋に入るもの】,エダギリバサミ,Branch scissors [in designated bag].,燃やせないごみ,,紙や布に包み「危険物有」と表示してください,
132241,132241GMLT000123,多摩市,全域,枝切りばさみ【指定袋に入らないもの】,エダギリバサミ,Branch scissors [that do not fit in the designated bag].,粗大ごみ,,,
132241,132241GMLT000124,多摩市,全域,絵の具のチューブ【プラスチック】,エノグノチューブ,Tube of paint [plastic,燃やせるごみ,,,
132241,132241GMLT000125,多摩市,全域,絵の具のチューブ【アルミ】,エノグノチューブ,Tube of paint [aluminum,燃やせないごみ,,,
132241,132241GMLT000126,多摩市,全域,FF暖房機,エフエフダンボウキ,FF Heater,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000127,多摩市,全域,エプロン,エプロン,Apron,古布,,汚れているものは燃やせるごみへ出してください,
132241,132241GMLT000128,多摩市,全域,絵本,エホン,Picture book,雑誌・雑紙,,ひもで縛るか紙袋に入れて出してください,
132241,132241GMLT000131,多摩市,全域,MDラジカセ,エムディーラジカセ,MD radio-cassette player,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000129,多摩市,全域,MD・MOディスク,エムディー・エムオーディスク,MD and MO disks,燃やせるごみ,,ケースはプラスチックへ出してください,
132241,132241GMLT000130,多摩市,全域,MD・LDプレーヤー,エムディー･エルディープレーヤー,MD/LD Player,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000132,多摩市,全域,えもんかけ（ハンガー）【木】,エモンカケ,Emonkake (hanger) [wood] (Hanger),燃やせるごみ,,,
132241,132241GMLT000133,多摩市,全域,えもんかけ（ハンガー）【プラスチックのみ】,エモンカケ,Emonkake (hanger) [plastic only,プラスチック,,金属を含むものは燃やせるごみへ出してください,
132241,132241GMLT000134,多摩市,全域,えもんかけ（ハンガー）【金属】,エモンカケ,Emonkake (hanger) [Metal] (Hanger),小型家電・金属類,,,
132241,132241GMLT000135,多摩市,全域,LED電球,エルイーディーデンキュウ,LED light bulb,燃やせないごみ,,,
132241,132241GMLT000136,多摩市,全域,エレクトーン,エレクトーン,Electronic organ,粗大ごみ,,,
132241,132241GMLT000137,多摩市,全域,園芸肥料・薬品,エンゲイヒリョウ・ヤクヒン,Horticultural fertilizers and chemicals,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000138,多摩市,全域,園芸用支柱【プラスチック】,エンゲイヨウシチュウ,Gardening posts [Plastic,燃やせるごみ,,40?の指定袋に半分以上入らないものは粗大ごみになります,
132241,132241GMLT000139,多摩市,全域,園芸用支柱【金属】,エンゲイヨウシチュウ,Gardening posts [metal,小型家電・金属類,,「長さ100cm以下」に該当しないものは粗大ごみになります,
132241,132241GMLT000140,多摩市,全域,園芸用の土等の袋,エンゲイヨウノツチトウノフクロ,Bags for gardening soil,燃やせるごみ,,,
132241,132241GMLT000141,多摩市,全域,園芸用腐葉土,エンゲイヨウフヨウド,Horticultural humus,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000142,多摩市,全域,エンジンオイル,エンジンオイル,Engine oil,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000143,多摩市,全域,縁台,エンダイ,Bench,粗大ごみ,,,
132241,132241GMLT000144,多摩市,全域,延長コード,エンチョウコード,Extension cord,小型家電・金属類,,,
132241,132241GMLT000145,多摩市,全域,鉛筆,エンピツ,Pencil,燃やせるごみ,,,
132241,132241GMLT000146,多摩市,全域,鉛筆削り【手動】,エンピツケズリ,Pencil sharpener [manual,燃やせるごみ,,,
132241,132241GMLT000147,多摩市,全域,鉛筆削り【電動】,エンピツケズリ,Pencil sharpener [electric].,小型家電・金属類,,,
132241,132241GMLT000148,多摩市,全域,オイル【食用】,オイル,Oil [Edible,燃やせるごみ,,紙や布にしみ込ませるか、固めてから出してください,
132241,132241GMLT000149,多摩市,全域,オイル【自動車用・機械用】,オイル,Oil [for automobiles and machinery,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000150,多摩市,全域,オイルエレメント,オイルエレメント,Oil element,収集できません,,販売店や専門業者に相談してください,
132241,132241GMLT000151,多摩市,全域,オイル缶,オイルカン,Oil can,小型家電・金属類,,中身は空にしてフタをあけて出してください,
132241,132241GMLT000153,多摩市,全域,オイルヒーター,オイルヒーター,Oil-heater,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000152,多摩市,全域,オイルびん【食用】,オイルビン,Oil Bottle [Edible,燃やせないごみ,,,
132241,132241GMLT000156,多摩市,全域,王冠（キャップ）【金属】,オウカン,Crown (cap) [metal,小型家電・金属類,,,
132241,132241GMLT000157,多摩市,全域,応接用いす（一人掛け）,オウセツヨウイス,Reception chair (one-seater),粗大ごみ,,,
132241,132241GMLT000165,多摩市,全域,お菓子の包み・外装・袋【紙きれい】,オカシノツツミ・ガイソウ・フクロ,"Wrapping, outer wrapping, and bags for confectionery [paper cutouts].",雑誌・雑紙,,ひもで縛るか紙袋に入れて出してください,
132241,132241GMLT000166,多摩市,全域,お菓子の包み・外装・袋【紙汚い】,オカシノツツミ・ガイソウ・フクロ,"Wrapping, exterior, and bag of candy [paper dirty].",燃やせるごみ,,,
132241,132241GMLT000167,多摩市,全域,お菓子の包み・外装・袋【プラスチック・きれい】,オカシノツツミ・ガイソウ・フクロ,"Wrapping, exterior, bags [plastic, clean] for confectionery",プラスチック,,汚れているものは燃やせるごみへ出してください,
132241,132241GMLT000168,多摩市,全域,お菓子の容器【プラスチック】,オカシノヨウキ,Containers for snacks [Plastic,プラスチック,,,
132241,132241GMLT000169,多摩市,全域,お菓子の容器【缶きれい】,オカシノヨウキ,Container for snacks [Can clean,缶・ペットボトル,,,
132241,132241GMLT000170,多摩市,全域,お菓子の容器【缶汚い】,オカシノヨウキ,Candy containers [dirty cans].,小型家電・金属類,,,
132241,132241GMLT000171,多摩市,全域,お菓子の容器【紙】,オカシノヨウキ,Containers for sweets [Paper,雑誌・雑紙,,,
132241,132241GMLT000172,多摩市,全域,桶【木】,オケ,Oke [wood].,燃やせるごみ,,,
132241,132241GMLT000173,多摩市,全域,桶【プラスチック】,オケ,Tub [Plastic,プラスチック,,,
132241,132241GMLT000174,多摩市,全域,桶【金属】,オケ,Tub [metal,小型家電・金属類,,「長さ60cm以下、重量5kg未満」に該当しないものは粗大ごみになります,
132241,132241GMLT000175,多摩市,全域,押し入れ棚,オシイレタナ,Closet,粗大ごみ,,,
132241,132241GMLT000176,多摩市,全域,押しピン（がびょう）【金属】,オシピン,Pushpins [metal,燃やせないごみ,,厚紙等にガムテープで貼り付けて出してください,
132241,132241GMLT000177,多摩市,全域,おしぼり,オシボリ,Hand towel,燃やせるごみ,,布製で未使用のものは古布へ出してください,
132241,132241GMLT000178,多摩市,全域,おしゃぶり,オシャブリ,Pacifier,燃やせるごみ,,,
132241,132241GMLT000179,多摩市,全域,お膳,オゼン,Four-legged tray for festive food,燃やせるごみ,,指定袋に入らないものや重量5㎏以上のものは粗大ごみになります,
132241,132241GMLT000180,多摩市,全域,お玉（しゃくし）【木製】,オタマ,Ladle [Wooden,燃やせるごみ,,,
132241,132241GMLT000181,多摩市,全域,お玉（しゃくし）【プラスチック】,オタマ,Ladle [Plastic,プラスチック,,,
132241,132241GMLT000182,多摩市,全域,お玉（しゃくし）【金属】,オタマ,Ladle [metal,小型家電・金属類,,,
132241,132241GMLT000183,多摩市,全域,落ち葉・枯れ葉,オチバ・カレハ,Fallen and dead leaves,燃やせるごみ,,中が見える45?程度の袋で1回3袋まで出せます,
132241,132241GMLT000184,多摩市,全域,汚泥,オデイ,Dirty mud,収集できません,,専門業者に相談してください,
132241,132241GMLT000185,多摩市,全域,落とし蓋（ぶた）【木・シリコン】,オトシフタ,"Drop-lid (lid) [wood, silicon",燃やせるごみ,,,
132241,132241GMLT000186,多摩市,全域,落とし蓋（ぶた）【金属】,オトシフタ,Drop-lid (lid) [metal,小型家電・金属類,,,
132241,132241GMLT000187,多摩市,全域,おにぎりの外装フィルム【プラスチック】,オニギリノガイソウフィルム,Outer film of rice ball [Plastic,プラスチック,,,
132241,132241GMLT000188,多摩市,全域,斧（おの）【金属】,オノ,Axe [metal,燃やせないごみ,,紙や布に包み「危険物有」と表示してください,
132241,132241GMLT000189,多摩市,全域,帯（おび）,オビ,Obi,古布,,,
132241,132241GMLT000190,多摩市,全域,汚物入れ【プラスチック】,オブツイレ,Sewage container [plastic,燃やせるごみ,,,
132241,132241GMLT000191,多摩市,全域,汚物入れ【金属】,オブツイレ,Sewage container [metal,小型家電・金属類,,,
132241,132241GMLT000192,多摩市,全域,おぼん（トレー）【木】,オボン,Tray (tray) [wood,燃やせるごみ,,,
132241,132241GMLT000193,多摩市,全域,おぼん（トレー）【プラスチック】,オボン,Tray [Plastic,プラスチック,,,
132241,132241GMLT000194,多摩市,全域,おぼん（トレー）【金属】,オボン,Tray [metal,小型家電・金属類,,,
132241,132241GMLT000195,多摩市,全域,おまる【プラスチック】,オマル,Potty [Plastic,燃やせるごみ,,汚物は取り除いてください,
132241,132241GMLT000196,多摩市,全域,おむつ,オムツ,Diaper,燃やせるごみ,,市指定のおむつ袋（無料）でも排出できます。汚物は必ずトイレへ流してください,
132241,132241GMLT000197,多摩市,全域,おむつカバー【布】,オムツカバー,Diaper Covers [Cloth,燃やせるごみ,,,
