区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／運輸業，郵便業,375,374,1,0.3,312,299,13,4.3,62,74,-12,-16.2
〔就業者の主な産業別内訳〕／卸売業，小売業,1248,1237,11,0.9,642,625,17,2.7,606,611,-5,-0.8
〔就業者の主な産業別内訳〕／金融業，保険業,264,258,6,2.3,120,124,-4,-3.2,144,134,10,7.5
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,225,204,21,10.3,147,119,28,23.5,78,86,-8,-9.3
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,437,461,-24,-5.2,296,294,2,0.7,140,167,-27,-16.2
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,508,507,1,0.2,246,242,4,1.7,262,265,-3,-1.1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,271,253,18,7.1,114,108,6,5.6,157,145,12,8.3
〔就業者の主な産業別内訳〕／教育，学習支援業,383,351,32,9.1,182,178,4,2.2,200,172,28,16.3
〔就業者の主な産業別内訳〕／医療，福祉,671,707,-36,-5.1,186,203,-17,-8.4,485,504,-19,-3.8
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,539,521,18,3.5,308,304,4,1.3,231,217,14,6.5
〔雇用者の主な産業別内訳〕／建設業,375,303,72,23.8,296,249,47,18.9,79,54,25,46.3
〔雇用者の主な産業別内訳〕／製造業,670,691,-21,-3,467,497,-30,-6,203,193,10,5.2
〔雇用者の主な産業別内訳〕／情報通信業,662,638,24,3.8,466,456,10,2.2,196,182,14,7.7
〔雇用者の主な産業別内訳〕／運輸業，郵便業,350,342,8,2.3,289,269,20,7.4,61,72,-11,-15.3
〔雇用者の主な産業別内訳〕／卸売業，小売業,1186,1161,25,2.2,612,590,22,3.7,574,571,3,0.5
〔雇用者の主な産業別内訳〕／金融業，保険業,261,254,7,2.8,120,123,-3,-2.4,141,132,9,6.8
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,201,178,23,12.9,132,103,29,28.2,70,74,-4,-5.4
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,319,325,-6,-1.8,209,202,7,3.5,110,124,-14,-11.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,442,435,7,1.6,208,201,7,3.5,233,234,-1,-0.4
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,207,202,5,2.5,84,86,-2,-2.3,123,116,7,6
〔雇用者の主な産業別内訳〕／教育，学習支援業,342,321,21,6.5,170,171,-1,-0.6,172,150,22,14.7
〔雇用者の主な産業別内訳〕／医療，福祉,618,659,-41,-6.2,153,173,-20,-11.6,465,486,-21,-4.3
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,503,483,20,4.1,282,281,1,0.4,222,203,19,9.4
〔非農林業雇用者の従業者規模別内訳〕／総数,6564,6399,165,2.6,3742,3651,91,2.5,2822,2749,73,2.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1651,1697,-46,-2.7,924,930,-6,-0.6,727,768,-41,-5.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2044,1959,85,4.3,1173,1137,36,3.2,871,822,49,6
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2304,2185,119,5.4,1350,1293,57,4.4,955,892,63,7.1
〔完全失業率（年齢階級別）(%)〕／総数,4,4.3,-0.3,-,3.8,4.4,-0.6,-,4.2,4,0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.6,4.8,0.8,-,5.4,6.9,-1.5,-,5.5,3,2.5,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.8,4.9,-0.1,-,4.9,5.3,-0.4,-,4.6,4.3,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.8,4.4,-0.6,-,3.3,4.5,-1.2,-,4.6,4.3,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,4.1,3.5,0.6,-,4,2.9,1.1,-,4.2,4.4,-0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.3,4.7,-1.4,-,3.4,4.8,-1.4,-,3.2,4.2,-1,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2,3,-1,-,2.2,3.7,-1.5,-,1.8,1.9,-0.1,-
〔労働力人口比率(%)〕／総数,63.6,62.9,0.7,-,74.5,73.9,0.6,-,53.1,52.3,0.8,-
,,,,,,,,,,,,
東京の労働力統計データ（平成26年7～9月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成26年7～9月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
